feature_name,no_gluc_tol_pval,no_feeding_pval,no_cross_pval,no_gluc_tol_fdr_pval,no_feeding_fdr_pval,no_cross_fdr_pval,full_model_converged,no_gluc_tol_converged,no_feeding_converged,no_cross_converged,full_model_ll,no_gluc_tol_ll,no_feeding_ll,no_cross_ll,full_model_params,no_gluc_tol_params,no_feeding_params,no_cross_params,full_model_aic,no_gluc_tol_aic,no_feeding_aic,no_cross_aic,delta_aic_full_no_gluc,delta_aic_full_no_feeding,delta_aic_full_no_cross
m_375,0.017546092087423706,0.015809213181798037,0.016204780495636367,0.06413782921597376,0.026983346092131107,0.067112221451239,True,True,True,True,-80.42203453751823,-86.40900571950856,-85.59734588904591,-84.54448352546997,"{'Intercept': 22.418893716975017, 'glucose_tolerance[T.impaired]': -1.231596689183671, 'glucose_tolerance[T.normal]': -1.1166793368502814, 'bg_type[T.RBG]': -1.357860051916465, 'glucose_tolerance[T.impaired]:bg_type[T.RBG]': 1.6305309962812482, 'glucose_tolerance[T.normal]:bg_type[T.RBG]': 0.8415885811886066, 'Group Var': 2.6189628044322536e-10}","{'Intercept': 21.57975950501313, 'bg_type[T.RBG]': -0.3742768375381199, 'Group Var': 7.957328237602504e-09}","{'Intercept': 21.73996369101679, 'glucose_tolerance[T.impaired]': -0.41633119104305333, 'glucose_tolerance[T.normal]': -0.6958850462559903, 'Group Var': 2.3274836179196978e-10}","{'Intercept': 21.92710210978584, 'glucose_tolerance[T.impaired]': -0.4163311910430444, 'glucose_tolerance[T.normal]': -0.6958850462559816, 'bg_type[T.RBG]': -0.374276837538112, 'Group Var': 1.1413850453194753e-10}",176.84406907503646,180.8180114390171,181.19469177809182,181.08896705093994,-3.9739423639806546,-4.350622703055365,-4.244897975903484
m_376,0.19424178228805114,6.97915871903451e-06,0.1069344127390163,0.3458743991514319,1.9153913373350265e-05,0.27886817439782685,True,True,True,True,-94.52229850691093,-97.5555140655293,-107.84604872879588,-96.75783810442697,"{'Intercept': 21.942166663384054, 'glucose_tolerance[T.impaired]': 0.48885711351064504, 'glucose_tolerance[T.normal]': 1.2639085424810685, 'bg_type[T.RBG]': -0.6722071522878827, 'glucose_tolerance[T.impaired]:bg_type[T.RBG]': -1.2161856209208328, 'glucose_tolerance[T.normal]:bg_type[T.RBG]': -1.7147181152588027, 'Group Var': 1.8094320183755974e-10}","{'Intercept': 22.43937692863558, 'bg_type[T.RBG]': -1.6232435858000522, 'Group Var': 1.372550829508795e-10}","{'Intercept': 21.6060630872401, 'glucose_tolerance[T.impaired]': -0.11923569694976621, 'glucose_tolerance[T.normal]': 0.40654948485167686, 'Group Var': 1.0173306263534358e-10}","{'Intercept': 22.417684880140115, 'glucose_tolerance[T.impaired]': -0.11923569694975253, 'glucose_tolerance[T.normal]': 0.40654948485169007, 'bg_type[T.RBG]': -1.6232435858000522, 'Group Var': 1.5156901196550577e-10}",205.04459701382186,203.1110281310586,225.69209745759176,205.51567620885393,1.933568882763268,-20.6475004437699,-0.4710791950320754
m_377,0.7419151443143011,0.8129505885958106,0.8581018818323211,0.8129095592645289,0.8361112174792312,0.9173538939972211,True,True,True,True,-87.13438910084362,-88.11765385805738,-87.6102106218094,-87.28742154399292,"{'Intercept': 22.275141491429657, 'glucose_tolerance[T.impaired]': 0.21631911008647178, 'glucose_tolerance[T.normal]': 0.5624386906786147, 'bg_type[T.RBG]': 0.4273844838107136, 'glucose_tolerance[T.impaired]:bg_type[T.RBG]': -0.34140878047420753, 'glucose_tolerance[T.normal]:bg_type[T.RBG]': -0.20535197593839055, 'Group Var': 1.7616346482385312e-10}","{'Intercept': 22.49578878460861, 'bg_type[T.RBG]': 0.21560969838593944, 'Group Var': 4.326107913087574e-10}","{'Intercept': 22.488833733335046, 'glucose_tolerance[T.impaired]': 0.04561471984933647, 'glucose_tolerance[T.normal]': 0.4597627027093828, 'Group Var': 3.703245682003417e-10}","{'Intercept': 22.381028884142065, 'glucose_tolerance[T.impaired]': 0.045614719849348666, 'glucose_tolerance[T.normal]': 0.45976270270939884, 'bg_type[T.RBG]': 0.21560969838593172, 'Group Var': 1.4490111443805406e-10}",190.26877820168724,184.23530771611476,185.2204212436188,186.57484308798584,6.0334704855724794,5.048356958068439,3.6939351137014
m_378,0.5210539107828664,0.7472455116492034,0.5939955902706455,0.6504709110061921,0.7806570934389563,0.7523442548351604,True,True,True,True,-129.91980912552117,-131.53183825668253,-130.531826988222,-130.440692508955,"{'Intercept': 20.321609090937734, 'glucose_tolerance[T.impaired]': 0.04729182415337907, 'glucose_tolerance[T.normal]': -1.5107244995428166, 'bg_type[T.RBG]': -0.009589625674551051, 'glucose_tolerance[T.impaired]:bg_type[T.RBG]': -0.7287030055722005, 'glucose_tolerance[T.normal]:bg_type[T.RBG]': 0.6960662380450826, 'Group Var': 1.8215011236701634e-10}","{'Intercept': 20.04311010310586, 'bg_type[T.RBG]': -0.2347278808516345, 'Group Var': 1.2431785615801545e-09}","{'Intercept': 20.316814278100455, 'glucose_tolerance[T.impaired]': -0.3170596786327165, 'glucose_tolerance[T.normal]': -1.162691380520269, 'Group Var': 1.277989338089614e-10}","{'Intercept': 20.434178218526245, 'glucose_tolerance[T.impaired]': -0.3170596786326952, 'glucose_tolerance[T.normal]': -1.162691380520251, 'bg_type[T.RBG]': -0.234727880851627, 'Group Var': 1.353244888181273e-10}",275.83961825104234,271.06367651336507,271.063653976444,272.88138501791,4.775941737677272,4.775964274598323,2.9582332331323187
m_379,0.37334407156166266,0.14635074177583635,0.13544792692457402,0.5217444912588954,0.20130503781258635,0.32124755233551233,True,True,True,True,24.5346486893675,22.41010587591356,21.84747927792968,22.535480673702068,"{'Intercept': 23.130859293600583, 'glucose_tolerance[T.impaired]': -0.019800395511377987, 'glucose_tolerance[T.normal]': 0.06631473882787729, 'bg_type[T.RBG]': -0.02507225382928222, 'glucose_tolerance[T.impaired]:bg_type[T.RBG]': 0.026024076559153512, 'glucose_tolerance[T.normal]:bg_type[T.RBG]': -0.1928468211774419, 'Group Var': 1.8449011059180924e-10}","{'Intercept': 23.134222043610468, 'bg_type[T.RBG]': -0.05062957978520141, 'Group Var': 1.841087976313871e-10}","{'Intercept': 23.118323166685947, 'glucose_tolerance[T.impaired]': -0.006788357231802868, 'glucose_tolerance[T.normal]': -0.03010867176084675, 'Group Var': 1.5298906159581073e-10}","{'Intercept': 23.143637956578544, 'glucose_tolerance[T.impaired]': -0.00678835723180348, 'glucose_tolerance[T.normal]': -0.030108671760847243, 'bg_type[T.RBG]': -0.05062957978520142, 'Group Var': 1.1884281169604547e-10}",-33.069297378735,-36.82021175182712,-33.69495855585936,-33.070961347404136,3.7509143730921153,0.625661177124357,0.0016639686691348743
m_380,0.4056103192402074,0.05923848469419915,0.17401215468771164,0.5509035679232668,0.09088140198426825,0.36780808735336606,True,True,True,True,19.0696752689461,17.06821343629305,15.351913622944451,17.321045141265856,"{'Intercept': 23.150301240415313, 'glucose_tolerance[T.impaired]': -0.13756276959158834, 'glucose_tolerance[T.normal]': -0.07530862358828863, 'bg_type[T.RBG]': -0.21735714925760397, 'glucose_tolerance[T.impaired]:bg_type[T.RBG]': 0.19912800318189733, 'glucose_tolerance[T.normal]:bg_type[T.RBG]': 0.11676011144912947, 'Group Var': 2.853618337315694e-10}","{'Intercept': 23.06645813090186, 'bg_type[T.RBG]': -0.09444112537682185, 'Group Var': 2.6371982023294716e-10}","{'Intercept': 23.041622665786523, 'glucose_tolerance[T.impaired]': -0.03799876800064446, 'glucose_tolerance[T.normal]': -0.016928567863731828, 'Group Var': 2.1029279250470088e-10}","{'Intercept': 23.088843228474925, 'glucose_tolerance[T.impaired]': -0.03799876800062748, 'glucose_tolerance[T.normal]': -0.01692856786371581, 'bg_type[T.RBG]': -0.09444112537682939, 'Group Var': 2.656952185815955e-10}",-22.1393505378922,-26.1364268725861,-20.703827245888903,-22.64209028253171,3.997076334693901,-1.435523292003296,0.5027397446395128
m_381,0.5399307376068727,0.7054499614842369,0.5090089682655532,0.6625551776595336,0.750598759019228,0.6973664866332341,True,True,True,True,-127.80193956786219,-129.3558987578084,-128.5021203910107,-128.4772292110668,"{'Intercept': 18.974317719552936, 'glucose_tolerance[T.impaired]': 1.2484241245618246, 'glucose_tolerance[T.normal]': 0.32301261092610567, 'bg_type[T.RBG]': 0.8166635671622725, 'glucose_tolerance[T.impaired]:bg_type[T.RBG]': -1.3749001558596423, 'glucose_tolerance[T.normal]:bg_type[T.RBG]': -1.2393536164927985, 'Group Var': 2.4194325913849526e-10}","{'Intercept': 19.663132304019065, 'bg_type[T.RBG]': -0.1186572340661087, 'Group Var': 6.060152516600724e-10}","{'Intercept': 19.38264950313406, 'glucose_tolerance[T.impaired]': 0.5609740466320117, 'glucose_tolerance[T.normal]': -0.2966641973202834, 'Group Var': 2.6567687664006816e-10}","{'Intercept': 19.441978120167132, 'glucose_tolerance[T.impaired]': 0.5609740466319987, 'glucose_tolerance[T.normal]': -0.2966641973203001, 'bg_type[T.RBG]': -0.11865723406610104, 'Group Var': 2.650006183340538e-10}",271.60387913572436,266.7117975156168,267.0042407820214,268.9544584221336,4.892081620107547,4.5996383537029715,2.6494207135907573
m_382,0.2164281083839752,2.1638165560257265e-08,0.08188437242896957,0.3699371089417124,7.794247552851002e-08,0.22946204202542686,True,True,True,True,-16.416878023129172,-19.305405389640114,-35.6908453044782,-18.919325142292465,"{'Intercept': 22.089098624903144, 'glucose_tolerance[T.impaired]': 0.166988305808314, 'glucose_tolerance[T.normal]': 0.3791809112353453, 'bg_type[T.RBG]': 0.8012129789773058, 'glucose_tolerance[T.impaired]:bg_type[T.RBG]': -0.237918612712599, 'glucose_tolerance[T.normal]:bg_type[T.RBG]': -0.5408205247664946, 'Group Var': 3.30440393134269e-10}","{'Intercept': 22.248428960054365, 'bg_type[T.RBG]': 0.5740895676677156, 'Group Var': 2.826957769043493e-10}","{'Intercept': 22.489705114391782, 'glucose_tolerance[T.impaired]': 0.04802899945203495, 'glucose_tolerance[T.normal]': 0.10877064885211661, 'Group Var': 2.7056600530972327e-10}","{'Intercept': 22.202660330557933, 'glucose_tolerance[T.impaired]': 0.048028999452025115, 'glucose_tolerance[T.normal]': 0.1087706488521116, 'bg_type[T.RBG]': 0.5740895676677157, 'Group Var': 7.760277256310168e-10}",48.833756046258344,46.61081077928023,81.3816906089564,49.83865028458493,2.2229452669781153,-32.54793456269806,-1.0048942383265853
m_383,0.6041184754202552,1.5764741516749188e-17,0.41079691095165605,0.7127951435543739,2.500664044262325e-16,0.6224959325463745,True,True,True,True,-74.00894996570786,-75.37353926273234,-114.6833612752071,-74.89860628625574,"{'Intercept': 21.781573056138253, 'glucose_tolerance[T.impaired]': -0.20989976986138792, 'glucose_tolerance[T.normal]': -0.6358524586566202, 'bg_type[T.RBG]': -3.210153430184023, 'glucose_tolerance[T.impaired]:bg_type[T.RBG]': 0.4940956050674559, 'glucose_tolerance[T.normal]:bg_type[T.RBG]': 0.7917190133424646, 'Group Var': 2.157735707263198e-10}","{'Intercept': 21.549452679476225, 'bg_type[T.RBG]': -2.804761824981802, 'Group Var': 2.449610157164769e-09}","{'Intercept': 20.176496341046242, 'glucose_tolerance[T.impaired]': 0.03714803267233101, 'glucose_tolerance[T.normal]': -0.23999295198539505, 'Group Var': 1.1904349293953269e-10}","{'Intercept': 21.57887725353713, 'glucose_tolerance[T.impaired]': 0.03714803267234011, 'glucose_tolerance[T.normal]': -0.23999295198538634, 'bg_type[T.RBG]': -2.804761824981802, 'Group Var': 3.8145943063790674e-10}",164.0178999314157,158.74707852546467,239.3667225504142,161.79721257251148,5.27082140595104,-75.3488226189985,2.220687358904229
m_384,0.12597954699922959,5.681554008429194e-11,0.15806482122090199,0.26086064282834487,3.0040999634783107e-10,0.35218308748832416,True,True,True,True,27.613890949832268,24.016840305674748,2.266384554162542,25.769140880634893,"{'Intercept': 22.827532055709725, 'glucose_tolerance[T.impaired]': -0.019655393058294984, 'glucose_tolerance[T.normal]': 0.17880775378214642, 'bg_type[T.RBG]': 0.377036544861356, 'glucose_tolerance[T.impaired]:bg_type[T.RBG]': 0.007725026234646392, 'glucose_tolerance[T.normal]:bg_type[T.RBG]': -0.18728828289385652, 'Group Var': 3.500939876494549e-10}","{'Intercept': 22.85346590993699, 'bg_type[T.RBG]': 0.34344140139993085, 'Group Var': 1.273256266504857e-08}","{'Intercept': 23.016050328140373, 'glucose_tolerance[T.impaired]': -0.015792879940935364, 'glucose_tolerance[T.normal]': 0.08516361233525484, 'Group Var': 1.340104238087055e-10}","{'Intercept': 22.844329627440427, 'glucose_tolerance[T.impaired]': -0.01579287994096161, 'glucose_tolerance[T.normal]': 0.08516361233522962, 'bg_type[T.RBG]': 0.3434414013999381, 'Group Var': 2.9889780894539434e-10}",-39.227781899664535,-40.033680611349496,5.467230891674916,-39.538281761269786,0.8058987116849607,-44.69501279133945,0.3104998616052512
m_385,0.16691631311283958,3.6210721589424743e-09,0.07614728296149535,0.3162168554271992,1.4326850715815877e-08,0.21713006397743348,True,True,True,True,-49.3042957518923,-52.53752314156672,-70.40922850288068,-51.87938163225523,"{'Intercept': 21.63947401518791, 'glucose_tolerance[T.impaired]': 0.15050894896974956, 'glucose_tolerance[T.normal]': 0.09382139278941043, 'bg_type[T.RBG]': 1.408956561420971, 'glucose_tolerance[T.impaired]:bg_type[T.RBG]': -0.41984682935279566, 'glucose_tolerance[T.normal]:bg_type[T.RBG]': -0.876479953095977, 'Group Var': 0.2674338379774911}","{'Intercept': 21.733492768230672, 'bg_type[T.RBG]': 1.023737156125376, 'Group Var': 0.28003922525308905}","{'Intercept': 22.34395229589836, 'glucose_tolerance[T.impaired]': -0.05941446570660814, 'glucose_tolerance[T.normal]': -0.3444185837585433, 'Group Var': 0.019965132147054795}","{'Intercept': 21.83208371783567, 'glucose_tolerance[T.impaired]': -0.059414465706614565, 'glucose_tolerance[T.normal]': -0.34441858375854245, 'bg_type[T.RBG]': 1.023737156125382, 'Group Var': 0.22494723967607827}",114.6085915037846,113.07504628313345,150.81845700576136,115.75876326451046,1.533545220651149,-36.209865501976765,-1.1501717607258684
m_386,,,,,,,False,False,True,True,-47.26186447511374,-48.77988685787092,-50.95443523792623,-48.554276566079764,"{'Intercept': 22.957096058296692, 'glucose_tolerance[T.impaired]': -0.0003551764419520429, 'glucose_tolerance[T.normal]': 0.2233365646013866, 'bg_type[T.RBG]': -0.07890276953181297, 'glucose_tolerance[T.impaired]:bg_type[T.RBG]': -0.21291563038835948, 'glucose_tolerance[T.normal]:bg_type[T.RBG]': -0.6409872389505342, 'Group Var': 0.00021875413747195872}","{'Intercept': 23.001585782995992, 'bg_type[T.RBG]': -0.3135580325160996, 'Group Var': 3.596512166265784e-05}","{'Intercept': 22.917644673530774, 'glucose_tolerance[T.impaired]': -0.10681299163611628, 'glucose_tolerance[T.normal]': -0.09715705487386225, 'Group Var': 0.0003223848986628679}","{'Intercept': 23.074423689788798, 'glucose_tolerance[T.impaired]': -0.10681299163609846, 'glucose_tolerance[T.normal]': -0.09715705487383983, 'bg_type[T.RBG]': -0.313558032516092, 'Group Var': 0.00025421519967820124}",110.52372895022748,105.55977371574184,111.90887047585247,109.10855313215953,4.963955234485638,-1.385141525624988,1.4151758180679508
m_387,0.5067549603918236,0.0013681253500675745,0.2834135875444303,0.6381495458976424,0.0028812286604955376,0.4973862070934191,True,True,True,True,-75.43669779936137,-77.0935781314556,-83.23775511868179,-76.69754580747819,"{'Intercept': 21.44414155965081, 'glucose_tolerance[T.impaired]': 0.11216600885410148, 'glucose_tolerance[T.normal]': 0.6701771917109571, 'bg_type[T.RBG]': 1.2746634911410475, 'glucose_tolerance[T.impaired]:bg_type[T.RBG]': -0.42726036995713035, 'glucose_tolerance[T.normal]:bg_type[T.RBG]': -1.017183857066941, 'Group Var': 2.518945466283403e-10}","{'Intercept': 21.634260002420056, 'bg_type[T.RBG]': 0.8575965347490939, 'Group Var': 2.582487475237167e-10}","{'Intercept': 22.081473305221344, 'glucose_tolerance[T.impaired]': -0.10146417612447504, 'glucose_tolerance[T.normal]': 0.16158526317748528, 'Group Var': 1.1621599090887841e-10}","{'Intercept': 21.652675037846826, 'glucose_tolerance[T.impaired]': -0.10146417612450004, 'glucose_tolerance[T.normal]': 0.1615852631774546, 'bg_type[T.RBG]': 0.8575965347490865, 'Group Var': 2.1444806946490416e-10}",166.87339559872274,162.1871562629112,176.47551023736358,165.39509161495639,4.6862393358115355,-9.602114638640842,1.4783039837663523
m_388,0.0012033734210781847,3.164525352467777e-13,0.0002572221036519184,0.011246662946184764,2.3583897993175803e-12,0.00411793534457562,True,True,True,True,-47.94122776558912,-56.96923627654938,-78.57053386161773,-56.20679839533385,"{'Intercept': 21.0108371631897, 'glucose_tolerance[T.impaired]': -0.004601967632532239, 'glucose_tolerance[T.normal]': 0.7496297480458213, 'bg_type[T.RBG]': 1.863125616957558, 'glucose_tolerance[T.impaired]:bg_type[T.RBG]': -0.44339890934077386, 'glucose_tolerance[T.normal]:bg_type[T.RBG]': -1.7095056893049587, 'Group Var': 0.028743268610718877}","{'Intercept': 21.1584621289826, 'bg_type[T.RBG]': 1.2995250244261722, 'Group Var': 2.4984395151028034e-07}","{'Intercept': 21.94239997166848, 'glucose_tolerance[T.impaired]': -0.22630142230291717, 'glucose_tolerance[T.normal]': -0.10512309660665593, 'Group Var': 2.7661106499671173e-10}","{'Intercept': 21.29263745945542, 'glucose_tolerance[T.impaired]': -0.22630142230294328, 'glucose_tolerance[T.normal]': -0.10512309660668893, 'bg_type[T.RBG]': 1.2995250244261645, 'Group Var': 1.8122972350584139e-09}",111.88245553117824,121.93847255309876,167.14106772323547,124.4135967906677,-10.056017021920525,-55.25861219205723,-12.53114125948946
m_389,0.0015040015915132106,0.0007604881374148097,0.009775299015254585,0.013002093758631705,0.001662305928685469,0.04617893988353874,True,True,True,True,-51.9336110763539,-60.71357262391918,-60.356205883604886,-56.5615076601366,"{'Intercept': 21.78508888938708, 'glucose_tolerance[T.impaired]': -0.21841872013851324, 'glucose_tolerance[T.normal]': -0.16021185578288577, 'bg_type[T.RBG]': 1.0358295351026947, 'glucose_tolerance[T.impaired]:bg_type[T.RBG]': -0.6329805985611078, 'glucose_tolerance[T.normal]:bg_type[T.RBG]': -1.3242620227701445, 'Group Var': 0.058844611156283574}","{'Intercept': 21.643837158161254, 'bg_type[T.RBG]': 0.4544868312681066, 'Group Var': 0.26326777670955126}","{'Intercept': 22.30300365693846, 'glucose_tolerance[T.impaired]': -0.5349090194191065, 'glucose_tolerance[T.normal]': -0.822342867167993, 'Group Var': 3.1130452151246666e-08}","{'Intercept': 22.075760241304376, 'glucose_tolerance[T.impaired]': -0.5349090194190724, 'glucose_tolerance[T.normal]': -0.8223428671679608, 'bg_type[T.RBG]': 0.45448683126810474, 'Group Var': 0.020736977634705236}",119.8672221527078,129.42714524783835,130.71241176720977,125.1230153202732,-9.559923095130557,-10.845189614501976,-5.2557931675654
m_390,0.19453069612873541,0.021671496316457435,0.09946149053117259,0.3460324831343452,0.03595970933892025,0.2645675648129191,True,True,True,True,38.82211626278345,35.79087715567509,33.99124438987556,36.514131523213024,"{'Intercept': 23.176870548182603, 'glucose_tolerance[T.impaired]': -0.12597018031761567, 'glucose_tolerance[T.normal]': -0.1117843301720313, 'bg_type[T.RBG]': -0.18588237295424875, 'glucose_tolerance[T.impaired]:bg_type[T.RBG]': 0.16326517407534677, 'glucose_tolerance[T.normal]:bg_type[T.RBG]': 0.13126417659888517, 'Group Var': 3.169377991240826e-10}","{'Intercept': 23.0915285919894, 'bg_type[T.RBG]': -0.07799695059681348, 'Group Var': 3.878025610177357e-10}","{'Intercept': 23.083929361705483, 'glucose_tolerance[T.impaired]': -0.0443375932799498, 'glucose_tolerance[T.normal]': -0.046152241872593064, 'Group Var': 2.85147253832596e-10}","{'Intercept': 23.122927837003875, 'glucose_tolerance[T.impaired]': -0.04433759327994455, 'glucose_tolerance[T.normal]': -0.0461522418725887, 'bg_type[T.RBG]': -0.07799695059679075, 'Group Var': 2.2049280693801918e-10}",-61.644232525566906,-63.58175431135018,-57.98248877975112,-61.02826304642605,1.9375217857832752,-3.6617437458157838,-0.6159694791408583
m_391,0.0006716711680256515,0.1070901210914582,0.055885884469780184,0.007396939168893959,0.15420489222509456,0.17224009669919774,True,True,True,True,10.547680121551394,0.8741738273279935,7.50030284947384,7.663236676885873,"{'Intercept': 22.67600859914921, 'glucose_tolerance[T.impaired]': 0.3627160497114603, 'glucose_tolerance[T.normal]': 0.7336998462346489, 'bg_type[T.RBG]': 0.14161799486916973, 'glucose_tolerance[T.impaired]:bg_type[T.RBG]': -0.21008294479358086, 'glucose_tolerance[T.normal]:bg_type[T.RBG]': -0.3312322646057906, 'Group Var': 0.20821279174631094}","{'Intercept': 23.004106593251898, 'bg_type[T.RBG]': -0.02966993044877976, 'Group Var': 1.1318131075672482}","{'Intercept': 22.746817596583814, 'glucose_tolerance[T.impaired]': 0.2576745773146483, 'glucose_tolerance[T.normal]': 0.5680837139317274, 'Group Var': 0.1651893308636991}","{'Intercept': 22.761652561808205, 'glucose_tolerance[T.impaired]': 0.2576745773146541, 'glucose_tolerance[T.normal]': 0.5680837139317332, 'bg_type[T.RBG]': -0.029669930448790106, 'Group Var': 0.16737806569175356}",-5.095360243102789,6.251652345344013,-5.00060569894768,-3.326473353771746,-11.347012588446802,-0.09475454415510853,-1.7688868893310428
m_392,0.050644140241616925,7.625825898195933e-18,0.06862967000065497,0.1345064799965525,1.2557193312362636e-16,0.1999415610525622,True,True,True,True,-57.752409363309496,-62.48077060267313,-99.16179958181822,-60.43143969376594,"{'Intercept': 20.199621258928754, 'glucose_tolerance[T.impaired]': 0.07260537415617156, 'glucose_tolerance[T.normal]': 0.056227599852951254, 'bg_type[T.RBG]': 2.538056899304698, 'glucose_tolerance[T.impaired]:bg_type[T.RBG]': -0.3308067388339464, 'glucose_tolerance[T.normal]:bg_type[T.RBG]': -1.1062678955134981, 'Group Var': 7.892451388014062e-09}","{'Intercept': 20.247169465977443, 'bg_type[T.RBG]': 2.151399950785026, 'Group Var': 0.037510537861023395}","{'Intercept': 21.468649708581115, 'glucose_tolerance[T.impaired]': -0.09279799526080929, 'glucose_tolerance[T.normal]': -0.4969063479038046, 'Group Var': 1.0845180223396379e-10}","{'Intercept': 20.39294973318863, 'glucose_tolerance[T.impaired]': -0.09279799526083408, 'glucose_tolerance[T.normal]': -0.49690634790382543, 'bg_type[T.RBG]': 2.1513999507850188, 'Group Var': 1.8280558779778867e-09}",131.504818726619,132.96154120534626,208.32359916363643,132.86287938753188,-1.4567224787272721,-76.81878043701744,-1.3580606609128836
m_393,,0.008678467847677824,,,0.015662913265798495,,True,False,True,False,-42.07041758352081,-42.91250919080217,-47.89604807292169,-42.565888467119564,"{'Intercept': 22.968345808607047, 'glucose_tolerance[T.impaired]': -0.2450449495022824, 'glucose_tolerance[T.normal]': -0.2285570568441911, 'bg_type[T.RBG]': -0.5819158997374839, 'glucose_tolerance[T.impaired]:bg_type[T.RBG]': 0.17802459665242693, 'glucose_tolerance[T.normal]:bg_type[T.RBG]': 0.30915924689545465, 'Group Var': 0.11790080380845092}","{'Intercept': 22.800111922487087, 'bg_type[T.RBG]': -0.4310717520321909, 'Group Var': 0.04388901279780517}","{'Intercept': 22.67738785873832, 'glucose_tolerance[T.impaired]': -0.15603265117607298, 'glucose_tolerance[T.normal]': -0.07397743339647929, 'Group Var': 0.021855303748369095}","{'Intercept': 22.892923734754394, 'glucose_tolerance[T.impaired]': -0.15603265117606094, 'glucose_tolerance[T.normal]': -0.07397743339645503, 'bg_type[T.RBG]': -0.4310717520321912, 'Group Var': 0.14343686820585233}",100.14083516704162,93.82501838160434,105.79209614584337,97.13177693423913,6.315816785437278,-5.6512609788017585,3.009058232802488
m_394,0.18730647040689638,0.08544837434290913,0.1147865191653807,0.3405393137050724,0.12546245560693614,0.2913269299973393,True,True,True,True,12.270363523583356,9.18889836856529,8.965688946141185,10.105682292718384,"{'Intercept': 22.952122275888573, 'glucose_tolerance[T.impaired]': -0.1738364328325495, 'glucose_tolerance[T.normal]': -0.13356770887794497, 'bg_type[T.RBG]': -0.24025575760314627, 'glucose_tolerance[T.impaired]:bg_type[T.RBG]': 0.20825536586767135, 'glucose_tolerance[T.normal]:bg_type[T.RBG]': 0.2782525532571372, 'Group Var': 2.643984205029867e-10}","{'Intercept': 22.838490517696716, 'bg_type[T.RBG]': -0.08047756401789076, 'Group Var': 1.9567020457678668e-10}","{'Intercept': 22.831994397086987, 'glucose_tolerance[T.impaired]': -0.06970874989870372, 'glucose_tolerance[T.normal]': 0.005558567750634649, 'Group Var': 1.632702788640594e-10}","{'Intercept': 22.872233179095893, 'glucose_tolerance[T.impaired]': -0.06970874989867154, 'glucose_tolerance[T.normal]': 0.005558567750668478, 'bg_type[T.RBG]': -0.08047756401787558, 'Group Var': 2.0182579747897256e-10}",-8.540727047166712,-10.37779673713058,-7.93137789228237,-8.211364585436769,1.8370696899638688,-0.6093491548843417,-0.3293624617299429
m_395,0.3301552334035374,0.4014948115855378,0.27659930585336795,0.4837613547073866,0.47327888715193533,0.4877465075022005,True,True,True,True,-125.8637485433854,-128.16678221481072,-127.33207726610608,-127.14893391270847,"{'Intercept': 19.489171522435353, 'glucose_tolerance[T.impaired]': -0.10277161142602274, 'glucose_tolerance[T.normal]': -2.025351395430716, 'bg_type[T.RBG]': -0.8478350217113343, 'glucose_tolerance[T.impaired]:bg_type[T.RBG]': 0.19572128893341487, 'glucose_tolerance[T.normal]:bg_type[T.RBG]': 2.1737289349265354, 'Group Var': 6.298393488349855e-10}","{'Intercept': 19.032715437636202, 'bg_type[T.RBG]': -0.31522859025932737, 'Group Var': 2.511387803293549e-10}","{'Intercept': 19.065254011579704, 'glucose_tolerance[T.impaired]': -0.004910966959333151, 'glucose_tolerance[T.normal]': -0.9384869279674621, 'Group Var': 3.6383026156814837e-10}","{'Intercept': 19.222868306709337, 'glucose_tolerance[T.impaired]': -0.004910966959310406, 'glucose_tolerance[T.normal]': -0.9384869279674399, 'bg_type[T.RBG]': -0.31522859025931205, 'Group Var': 2.0307910914234704e-10}",267.72749708677077,264.33356442962145,264.66415453221214,266.2978678254169,3.393932657149321,3.0633425545586306,1.4296292613538526
m_396,0.25803691202451867,0.00623841540275452,0.276516042431901,0.4208922838588611,0.011635620530056704,0.4877465075022005,True,True,True,True,1.569927340456772,-1.079218386867396,-4.611448437043393,0.2844409003991615,"{'Intercept': 23.092229113220093, 'glucose_tolerance[T.impaired]': -0.12711832393038325, 'glucose_tolerance[T.normal]': -0.217322424127545, 'bg_type[T.RBG]': -0.3483492512181476, 'glucose_tolerance[T.impaired]:bg_type[T.RBG]': 0.22721939378259276, 'glucose_tolerance[T.normal]:bg_type[T.RBG]': 0.1597423231795759, 'Group Var': 1.8011637551837473e-10}","{'Intercept': 22.985205466429402, 'bg_type[T.RBG]': -0.2027910896909361, 'Group Var': 3.984697167690237e-10}","{'Intercept': 22.91805448761102, 'glucose_tolerance[T.impaired]': -0.013508627039087501, 'glucose_tolerance[T.normal]': -0.13745126253775894, 'Group Var': 2.8501746985292947e-10}","{'Intercept': 23.019450032456504, 'glucose_tolerance[T.impaired]': -0.013508627039100569, 'glucose_tolerance[T.normal]': -0.13745126253776738, 'bg_type[T.RBG]': -0.2027910896909361, 'Group Var': 1.6956978511311996e-10}",12.860145319086456,10.158436773734792,19.222896874086786,11.431118199201677,2.7017085453516643,-6.3627515550003295,1.429027119884779
