,Type,i,Proposed ID,Tracefinder ID,Lipid Class,m/z,RT [min],Area (Max.),Score,Adduct,Polarity,1076_10_FBG,1062_8_FBG,1093_9_FBG,1060_8_RBG,1091_10_FBG,1092_9_RBG,1093_10_RBG,1082_10_FBG,1060_9_RBG,1101_9_FBG,1062_10_RBG,1091_8_RBG,1074_10_FBG,1101_10_RBG,1076_9_FBG,1092_9_FBG,1074_8_FBG,1091_10_RBG,1082_9_FBG,1076_8_RBG,1060_8_FBG,1093_9_RBG,1060_10_FBG,1082_10_RBG,1074_9_RBG,1091_9_RBG,1101_10_FBG,1093_8_FBG,1074_8_RBG,1102_10_RBG,1062_9_FBG,1076_9_RBG,1092_8_FBG,1062_10_FBG,1102_8_RBG,1074_10_RBG,1060_9_FBG,1082_9_RBG,1076_10_RBG,1091_9_FBG,1102_9_FBG,1102_9_RBG,1093_10_FBG,1101_8_FBG,1102_8_FBG,1082_8_FBG,1060_10_RBG,1076_8_FBG,1101_9_RBG,1091_8_FBG,1092_10_FBG,1082_8_RBG,1062_8_RBG,1102_10_FBG,1093_8_RBG,1074_9_FBG,1062_9_RBG,1101_8_RBG,1092_8_RBG,1092_10_RBG
unknown_552.32971_2.859,metabolite,m_100,unknown,,,552.32971,2.859,26.44381754748998,,[M+H]+1,+,19.675573971697514,22.990762889719623,20.0066369004083,25.180010956700468,17.938997787915877,20.846861029291723,20.351115083640888,20.79002877003822,19.716197085842527,18.395890191174743,16.978336133328867,22.61484509380486,18.264216509431435,19.54733797345793,24.922254654191267,17.892224262416107,24.23196065561432,17.68059392455688,18.37461874154249,18.964271865623573,22.943572733651738,19.730904640739546,20.20135869977797,22.146284048555074,18.912354438090745,20.785912556362373,20.6685812802754,19.39448560456433,21.575440858100745,19.0092140819982,24.347814107195788,26.44381754748998,21.80464524587641,18.645600465516907,23.32658546929001,17.368490262472335,24.39611588989757,21.23154535590316,24.240174104791045,19.99406300115904,21.73384216044603,22.367260414167067,22.810468142732805,24.153052420666874,23.912598642849513,24.281347990425527,21.152190219414884,24.00643731905594,19.99291086616424,18.864656701873475,23.73312135022309,23.95125002350202,21.873672953932893,19.1861679949421,24.08205840428442,23.144355379694886,18.48422004413597,19.24447864385555,24.357817604603877,22.81264480830896
2-Mercaptoethanol_79.02181_2.398,metabolite,m_101,2-Mercaptoethanol,,,79.02181,2.398,26.40998594332026,99.6,[M+H]+1,+,26.03498466172174,25.97160566896482,25.768855137431295,26.269688742522604,25.655367026612062,25.72352231290649,25.77150488913867,25.90069166553137,26.40998594332026,25.682381094468475,25.890707749624372,25.969493661776475,25.707300133946,25.67937199786604,25.952122573557837,25.752897081598157,26.131414756093854,25.48915994908681,25.952418062037996,26.331571969673885,25.789623792435645,25.65872064217376,25.57762762873151,25.78742519329925,25.500169759469223,25.44058549962187,25.867341751480538,25.632878430112346,25.88447325251789,25.584770643610707,25.94266410224276,26.293454043846573,25.683627828250682,25.417612190653145,25.862088273643206,25.841511883201875,25.41283662946527,25.99100441607631,25.877254245967972,26.057954112160647,25.671129439942895,25.70484381969581,25.669633040275773,25.713327037697606,25.59560332214472,25.88509589772499,26.11024550117681,26.044931178112364,25.71881039544692,25.860711210164222,25.95368187671235,25.951939866365727,26.098534116248768,25.89714450916254,25.74851940547471,25.77074679011845,25.963346845245717,25.92862128289977,25.919770096831254,25.549961176820005
unknown_112.05052_6.423,metabolite,m_102,unknown,,,112.05052,6.423,26.397693994337057,,[M-H]-1,-,23.879196158055898,24.152685803359905,24.28422245140146,24.06802389362633,24.31912256613998,23.809795550628376,24.1291567600375,24.24380394711813,23.593522676268226,23.805321326745563,24.038445746003294,24.176255087508785,24.288399910666378,23.91329346813791,23.68722920226785,23.815558354597567,24.187052956116407,24.21697307800058,24.085044957750288,23.649457264722404,24.205874641046407,24.017227556105567,24.1250578069505,23.93835621487311,23.982558844954205,24.12500674908478,23.990638902973963,24.24997983069424,23.79717391888453,23.625025735908753,24.16424462090298,24.00625485700048,24.16090991395018,23.738906955940855,23.917868309918457,23.957384692945094,24.128681943090907,24.06589596224871,24.00129912305398,25.00744647584513,24.01787275409365,23.78456017348468,24.184246441630766,23.445918109615537,24.247077679758085,24.405725260173075,24.09354223215141,24.082676240827848,23.85306356555261,24.226591609736225,24.32941372187139,24.238949868068513,23.82687841187104,24.141371141082157,24.25566895226769,24.19339912259126,23.877333291877445,23.882367945104136,24.067331596036187,23.545371868872035
D-(+)-Glucose_179.05517_11.565,metabolite,m_103,D-(+)-Glucose,,,179.05517,11.565,26.394520117048707,98.6,[M-H]-1,-,25.102832404331934,25.046383491964296,24.96777573511166,25.92054284226664,24.663610396717296,24.768967560320053,24.71766953550836,24.77731496063893,25.32837213179678,24.701855535278405,25.603293827014305,25.24740299231287,24.725743805788312,26.05738958034733,24.539156046955835,24.94637914330981,25.757918660839167,24.64441252204238,25.061840037370004,26.2899368633198,24.291475344887676,24.946257878954555,24.406347685937934,26.08194599178578,25.550347477072954,25.03569548000374,24.669805513392948,24.911547023726396,25.81419044123453,25.82133651523465,24.733939174106453,26.164071122667963,24.49986146813314,24.32782708885977,26.093478825671973,25.95627976070842,24.573906510195098,26.324319022957464,26.319674733832095,26.394520117048707,24.532796607431877,26.019477635662923,24.492919516741974,24.12943609421728,24.845611507816123,25.07189328012005,25.979122226442012,25.745257745466716,26.04754447795144,24.7785602606141,24.924029392784455,26.016388213825593,26.22067422657246,24.843957938629547,24.911116447768894,24.54588992285841,26.11162873602505,26.22128684253264,24.959730540740857,24.511093822733642
Triethanolamine_150.11257_4.263,metabolite,m_104,Triethanolamine,,,150.11257,4.263,26.387518786568048,94.3,[M+H]+1,+,22.753916447874555,23.557987078255373,22.60852637577514,26.387518786568048,23.131221205908755,23.036901529646876,23.121795847465737,22.8912370997801,22.19550232994993,22.87639186353249,23.048524515026752,23.42700938720588,22.376664725627887,23.009992709294664,22.452738727778897,22.28947195111111,22.777725921177115,22.901491011891874,23.140115129088244,22.958161578575858,23.11185299458662,22.973508767678116,22.790253461317402,23.398729516951462,22.793868893196663,23.17527082869692,23.07892466067554,22.637649100128694,21.431979834114333,22.875507248985457,23.17959907126831,22.959904597113887,22.95905458796035,22.681551126278983,23.281505247366287,22.38233543311182,22.958069624185867,24.85721118805888,22.516550404193367,22.917244642522665,23.17346507911781,22.804238467473148,23.114195357623885,23.02603847787447,22.86390627003218,22.94864294698448,23.638167014786333,22.91739499110893,22.794906222840098,22.935832095740952,23.02282195168213,22.764334458184784,22.70351316257621,23.601058502822916,22.914146602788524,21.753938602562375,22.27148795754601,22.82228752257783,22.514864293504022,23.194661807212437
5-Aminovaleric acid_118.08651_12.76,metabolite,m_105,5-Aminovaleric acid,,,118.08651,12.76,26.373962463163988,89.9,[M+H]+1,+,25.38092386383762,25.52295738036966,25.503091772934244,25.302649448183228,25.537175160443066,25.21086126468591,25.485407193988607,25.59670759423883,25.176983880357028,25.549421446269378,25.6274398491742,25.473590134253012,25.54867403882221,25.32688181822873,24.75775350708243,25.42091289948222,25.461900963939645,25.768057909150063,25.456561362380125,25.357422412806752,25.295318421181502,25.526964949264464,25.48654436805968,25.253793681658465,26.370802679917738,25.47888337054018,25.446285626000794,26.373962463163988,25.474411317149592,25.302926289499418,25.557746408243865,25.28451573424934,25.938792012132133,25.434220494237877,25.44063490867774,25.535287072357868,25.36638610849245,25.711179167357297,25.331993569104906,25.559631536872406,25.18670256508316,25.344067734661568,25.33185007088984,25.009112763931604,25.48222467643543,25.421542425517483,25.63076378983069,25.365752319050387,25.271637514667805,25.540347004514594,25.45870867856709,25.530664987577325,25.491745101553096,25.501175652788888,25.149391640767636,25.613902550738985,25.617656211786105,25.49232912935783,25.500134220229988,24.999317595927447
unknown_597.01071_16.57,metabolite,m_106,unknown,,,597.01071,16.57,26.37393042858109,,[M+H]+1,+,25.16191853131497,24.765579264902765,25.249850174843143,24.936950173367652,25.11635448497553,23.7851271803324,25.209836848240318,25.119636641407467,25.332109118571946,25.242856308917833,25.195455920419594,25.168607075224187,25.01761769297088,25.46157742057769,25.6289105947756,25.320746273137374,24.874770043973346,24.87714266072779,25.22007211656065,25.104958796479774,25.04263754908702,25.183152599662048,25.366843447395727,25.39028036065038,25.066359491880238,25.188558373938633,25.141753275093002,25.261930073220363,25.062284735413222,25.00661165448446,24.709640390257825,25.189667551756912,25.369873666457504,25.284212948396007,25.300346031595616,25.21542688313186,25.09751965017522,25.067597201011775,25.031243609921894,26.138333576116512,25.016384259538167,25.264059979002404,25.116873683286034,25.326936294507753,24.979244406717818,24.95720044157174,25.112192838300704,23.464343608237673,25.205628512428643,25.061522657228423,25.24123751412235,25.33725609208249,25.22197141075362,25.153701607874268,25.1851289806243,24.870271205969434,25.194209805223633,25.05715230424898,25.198246014541493,25.42259305565511
unknown_215.03194_11.655,metabolite,m_107,unknown,,,215.03194,11.655,26.369376017107964,,[M-H]-1,-,25.56325423553026,25.53791942032267,25.58333221515316,26.121043406779304,25.49037797722505,25.377878290111443,25.38166982946474,25.432167600067146,25.79384704807324,25.347518512064525,25.94245144052352,25.80607920117648,25.500222409181532,26.065628299036053,24.878621049582346,25.526078479389106,25.9400076580953,25.372125028062317,25.5456134572175,26.36243417210162,24.78451412762379,25.465754164835072,25.01939105974291,26.058693774333335,25.673687524343705,25.457856302745782,25.359485879504525,25.430834100500206,26.006709993981868,26.02287062362461,25.379318407363943,26.22029733242816,25.05596108646492,25.04382769495127,26.103864748638475,26.037373578434995,25.14597487795523,26.369376017107964,26.241593024052364,26.155371933920723,25.13197377017509,26.171270018126727,25.187848929255257,24.874947101871403,25.496553357809336,25.45812322785629,26.08843717184129,25.964990815373795,26.098383519664996,25.511007037466012,25.666656258592592,26.163041132122896,26.222215631134972,25.478019591103717,25.212709829405565,25.256522596426894,26.214785464964258,26.223817377092203,25.512925655961062,25.1060373952895
unknown_813.68385_1.953,metabolite,m_108,unknown,,,813.68385,1.953,26.366679816287846,,[M+H]+1,+,23.700250895293095,22.483090387005248,22.517445868191682,22.59689850444369,22.201332638453138,23.1033769897995,22.66305488581155,23.83859771951989,24.608564073263285,23.29279461768456,23.44821322329328,22.92888135124817,23.28396862993265,23.312579443337153,23.6345442893925,22.394330269598967,23.569238745382155,22.03276919742426,23.6634563443088,23.491531944365427,22.656734211273054,22.955955218443613,23.4793126118698,23.827093969975778,23.30393356726272,23.2284597710587,23.14733948831707,23.403318818162763,23.783277821286855,23.349793211711614,22.65208720424362,23.13430939787262,23.779214538707695,24.024055076280415,23.50539099249962,23.348502641226847,23.559993226887336,23.460251111444574,23.96115866452188,23.384716419616947,23.891462016843857,23.55217845328903,23.187005357789907,23.053220701676477,23.311038162440344,22.29928669279047,23.075046149902835,23.390325860311783,23.310112691692062,22.07074473785273,22.80823635472362,22.623761552395994,23.985263746260152,23.5117658257878,23.354089060254378,23.475512848402744,23.717924172369102,23.693041476593038,22.894178411434645,23.43424069108391
unknown_512.33489_2.902,metabolite,m_109,unknown,,,512.33489,2.902,26.314862663775546,,[M+H]+1,+,25.159782631221006,25.195434012134637,25.730005801839596,24.91715714341746,26.009802652191357,24.957974104288343,25.197387659540617,24.886695481274543,26.014202282030432,25.78113073929223,24.944629820312954,25.508873326596397,25.460843600137103,24.767391833255953,24.850835682734765,25.23407955321786,25.861208194453774,25.1293076965391,25.449773366025934,24.453273581530187,25.270121234923252,25.470507754504965,25.210382427567843,25.076904554844,24.797609486814398,25.54155604717963,25.244908077862753,25.578515874027495,25.4687716619134,24.85056227803844,25.185101923687224,24.631277539971443,24.592266026573096,25.537374285227944,25.47700216085716,25.265378859894266,25.514630757190453,24.6257605839923,24.75270567471824,26.314862663775546,25.163894939720283,25.128113104328026,25.348323421063128,25.09652191042227,24.874914885139965,24.842638446240155,24.75261302392353,25.49833415495171,25.30677292709351,25.35389897891439,25.570959903364646,25.329841048249182,25.66007947896804,25.013437593769375,25.51877223164978,25.053862791932193,24.99091203370164,25.763140774150497,25.138668132440156,24.638446382236506
L-(+)-Lactic acid_89.02332_11.542,metabolite,m_110,L-(+)-Lactic acid,,,89.02332,11.542,26.25066470274215,82.3,[M-H]-1,-,25.099287689258333,25.568512751878174,25.037513667319562,26.02530241280089,25.25697755937968,24.955309360505808,25.145099828830325,25.36796724562862,25.156240065930646,25.21255378871537,25.858561614583323,25.744594335924734,24.846523006428264,25.8628088306892,24.546112111758152,25.365051907364958,25.700209235041413,24.992374214284077,24.95398674751103,26.144165907197937,24.3533094133415,25.478143091312198,24.85562496864883,25.977339110524593,25.419409452207166,25.452464770606515,24.938428783267273,25.365084545132866,25.918217200859505,25.878297522242832,25.37842168344597,25.94442332350237,24.512507636774533,24.6715134146566,25.960494550372864,25.878247779449328,24.72073026937047,26.25066470274215,26.101378747709443,26.172720665391473,24.971786661188005,26.08365728061767,25.095900980684885,24.603109720386392,24.994680721753962,25.301958269398273,26.12156121036909,25.923918461994095,25.849435687725858,25.404096555350694,25.002504514528432,26.089722675871688,26.24743155678354,24.976041062054847,25.292454792817626,25.25570515039077,26.20249821337591,25.9822462078085,25.5335115023851,24.902100218774773
"all-cis-4,7,10,13,16-Docosapentaenoic acid_329.24812_1.531",metabolite,m_111,"all-cis-4,7,10,13,16-Docosapentaenoic acid",,,329.24812,1.531,26.235867051853013,93.3,[M-H]-1,-,25.58797552004633,25.746150044232394,25.72068853155038,23.196766282987152,25.880846537105235,23.921796593833104,24.195740935109544,25.335568635866405,24.383876239502623,25.540075707819252,24.344050789739082,24.2469379052848,25.627610357647338,24.789569937151803,23.817247858125036,25.597274410333515,25.250809703413996,23.84369809364382,25.16167402221324,25.69372777319677,24.541617742504922,24.914483273317227,25.42384917575897,24.933962960860516,24.226906299503735,24.20201444969752,25.411542442482826,25.470074894917985,24.256593483428563,24.517094427429306,25.323453523762986,24.887213919265655,24.85078969222178,26.235867051853013,24.273403609651865,24.073616583289972,24.617590378499962,25.81145971270407,25.03391297404011,26.12841150655897,25.725761971064347,25.286599503289196,25.050947396415182,24.00597727988148,25.095673996755764,23.73320679419612,24.0334297199256,24.842778809410728,25.016240564721993,25.674490782099586,25.43521067608594,24.55759382097604,25.60278689225057,25.815940384848727,23.752402500391312,24.947875501225855,24.972040163792425,24.969369268145446,23.685009351279533,23.61276619116101
unknown_134.89359_12.734,metabolite,m_112,unknown,,,134.89359,12.734,26.192443671904748,,[M-H]-1,-,25.006027929136042,23.848024179879204,24.201747916302907,23.639404623658066,24.012180580710417,24.921332322319802,24.115530283410724,24.303969713646932,25.988345515319278,24.026810567339904,24.022679814450374,24.193765126466488,24.078219858074256,25.801295600094416,26.192443671904748,24.349187764513815,24.136458760573145,24.40606830326861,25.453601613880718,23.840608103580188,25.34900864463587,24.215603343627173,25.242651966310326,25.770922865124682,25.516076940670338,24.570555567635907,23.69963085123335,24.50272160716267,24.606253826768977,24.514737161349615,23.75547194642713,23.464101393053305,25.591545674710776,25.95942343963466,24.005314623566672,23.978226677017602,24.727814078398463,23.907299228131112,24.28261963780567,24.524160128867155,24.568214012664306,22.730231139014105,24.427881724048802,25.82192464394964,23.8716142890641,24.26145178785792,23.90926330464578,24.294581126349076,24.769565468888537,23.877147323745106,23.74613750674086,23.995437018536077,24.258738237138235,24.0007294175742,25.305521003430375,24.249019336305633,24.36684263217962,24.368657424840222,22.756416355739653,26.087273057648122
unknown_578.34513_2.537,metabolite,m_113,unknown,,,578.34513,2.537,26.168065059059533,,[M-H]-1,-,24.672462746566612,23.27601875372827,24.77347379195623,25.114956546411648,24.69294575943371,25.587912824493202,25.619832833465324,24.416025107762696,26.168065059059533,24.483093770953477,26.123989014390627,25.334910688764822,24.638806048782513,25.477802301666674,23.066586707744555,24.562380952379847,24.928070578705398,25.61584637882409,24.365016831799217,25.45092692998178,22.618843707751466,25.609448121624155,24.281727998104312,25.374592333165364,25.45807472931145,25.688725177327033,24.152173072201183,24.200607529948435,25.40127930772971,25.697667134040707,23.90144904796702,24.967562702748534,24.220335191852488,24.58555538079443,25.92396008914864,26.05211739567484,23.65445833415761,25.72395379428498,25.712904802402505,26.02094553046952,24.320045420143046,26.06698127209335,24.28104703147326,22.63459152768118,23.93227376841928,22.560036153600254,25.67912886905405,23.840723835421574,25.864961840314187,23.31467171845803,24.244294419449194,25.199745952469097,25.98029087476989,24.781752355393177,25.43596128012974,24.17981167954847,25.94768837459881,25.752631193161424,25.57215330517957,25.566921635352813
unknown_124.0063_12.596,metabolite,m_114,unknown,,,124.0063,12.596,26.16311735468957,74.8,[M-H]-1,-,24.697282059303106,25.75848275773217,25.03601154597448,26.053512497555968,24.66160064927569,25.04352937997177,25.135265703468544,25.71201550344528,24.38220908285601,25.223921396767356,24.79542738345931,25.82834647261615,24.929114700044025,25.03002734932264,25.221325886239345,24.97991715332015,25.860449097565862,25.158742937264087,25.13718880104181,24.500197081480497,25.537507497230216,24.787030503902695,25.84547521214513,24.111448818681502,25.482356912035975,25.101075271636322,25.941355073599496,25.642335097595666,25.08990689407595,24.017392501780993,26.16311735468957,25.125248783036636,24.711284822555015,24.74091298918539,24.80340840020509,25.062491099575134,25.62516650134852,24.80416003771203,25.144514419176204,26.05365613305301,25.205899525996006,24.811420679402758,26.055267335086796,25.758521312778257,25.845581198750324,25.645303557149543,24.565459208958295,25.251567809637464,24.687535735159862,25.335803173257283,25.528888281756245,25.468504538412514,25.032281975361226,25.309740497438906,25.801951941230886,26.00298848126866,24.79312455677789,25.246231994174188,25.542528152980342,24.129164449788576
unknown_208.93376_12.734,metabolite,m_115,unknown,,,208.93376,12.734,26.136327795882046,,[M-H]-1,-,25.305642217268712,25.816813010038587,25.681094426432253,25.075141005551927,25.71522423927201,25.23695495372595,25.35386457853906,25.49284389219844,26.136327795882046,25.710461450456727,25.504233476537337,25.485786630199243,25.850925224308465,25.355224852799996,25.5498871768516,25.5896294262795,25.723102953193305,25.509956480367457,25.427369289750075,25.27971268453811,25.34158299516589,25.441371746815577,25.700720838197977,25.402822387928992,25.291210497507375,25.34376939567006,25.489422811723294,25.57640637035516,25.452829432713003,25.121674498234587,25.407922241050123,25.56941234203634,25.661541437028838,25.296925865611367,25.29579814677767,25.43619320337202,25.339258263265815,25.613808317809752,25.012534122691164,25.37836873199911,25.059992943328727,25.18676351275855,24.983103290504804,25.379042672753375,25.647129019893235,25.15800270439835,25.767584595282084,25.25076143037737,25.3875183803227,25.667098902644454,25.355022715638764,25.709626101209572,25.1323102900423,25.718263631962998,25.549096739156816,25.317764324170142,25.564789472077322,25.458153649450434,25.761589992913965,25.362440020480765
unknown_74.09707_4.56,metabolite,m_116,unknown,,,74.09707,4.56,26.110186445714113,,[M+H]+1,+,25.123635072941067,25.32806600897436,25.45051917360444,25.30791442984605,25.338788987917745,25.478239251245338,25.337527933438544,25.41045563650161,25.94377644015465,25.4173268375708,25.272467148970534,25.306938482859287,25.425396827929376,25.469398240446964,25.460732854313182,25.26052703648852,25.308518790961593,25.339198415716975,25.499278298527468,25.33958385076831,25.54929927689762,25.335322448765147,25.492563550014268,25.587075990790066,25.459235658928662,25.334216809223634,25.29608994647047,25.432972854027334,25.49227908781024,25.331824979576226,25.347241837587962,25.41001412038973,25.42610459908804,25.380464242468175,25.22406304164052,25.388793087407443,25.408439122587986,25.372353803270435,25.331779092942554,25.415172661744172,25.33869114873303,25.375186098984365,25.36700025206632,25.5151976255982,25.37350482759167,25.169800613258644,25.339848074299614,25.408177704851603,25.41625256996791,25.31011253494122,25.277509464288794,25.242277312867277,25.232521660030933,25.422005539226447,25.552716502573766,25.28384446456452,25.28554744040631,25.285150149653074,25.296761912134116,25.578902830589854
unknown_234.05215_9.696,metabolite,m_117,unknown,,,234.05215,9.696,26.109910911895103,,[M+H]+1,+,23.366572526557032,22.713420031713262,22.935489686054666,22.96419181847784,22.831951899440735,23.59883605968833,23.06357089623527,22.753859752279414,24.000690761146913,22.885133432899917,23.028918376002995,23.19942006403733,22.850347841497896,23.170957322556735,22.475262651575775,22.900021047701305,22.755545049824256,23.732153168014808,23.57104483768961,23.06389844538841,23.664805797397825,23.84188879363296,23.419680321827425,23.040674668546114,22.540910126433896,23.399245560548778,22.818423831453536,22.78701604359393,23.476088970288643,23.590106086024154,22.931685875498818,23.0434010187213,23.35663548529501,23.024889850665737,23.128500712222472,23.039151767985846,23.408523664107655,22.650672519829765,23.05750387870702,22.204289372298096,23.499535564018,22.668229896093504,23.174773399896548,22.85322612909754,22.674916609172104,23.175918020601138,22.886022961842333,23.199981105665568,23.577669470437773,22.882980209570505,22.834847454346022,23.064020353208576,23.0589430872387,22.960076628634084,22.817893281594042,22.707021683526428,22.85028431585119,23.506703464237617,23.249989256955786,22.622664648101935
N-Methyl-2-pyrrolidone_100.07615_1.932,metabolite,m_118,N-Methyl-2-pyrrolidone,,,100.07615,1.932,26.10412501904001,99.7,[M+H]+1,+,25.67760070615356,25.430082066111083,25.322966973042924,25.638577446533972,25.217436622826447,25.307327154361626,25.472248329742584,25.64562937997373,25.56852422473383,25.27361707455621,25.43741026910337,25.143644334118726,25.12559735206212,25.245252424103,25.73143212924618,25.49936071211989,25.7420420206036,24.93499197179118,25.532764347788095,25.695706149022566,25.472664383735665,25.167477671011525,24.973328978721852,25.537229362647967,25.188860086559572,25.173030812603752,25.573052292408235,25.388033719030638,25.18049580529532,25.21638693308123,25.609210451165225,25.649131324652878,25.09400358373617,24.61405625242799,25.73473230560879,25.2711521142457,25.654509737104384,25.733180346265563,25.881537437094682,25.678729986616904,25.4335596591713,25.218958801810476,25.361807765995174,25.382953168076476,25.121578293541777,25.679217639705374,25.672153114019604,26.10412501904001,25.43452936042988,25.506747037541917,25.571523332532188,25.317430242622876,25.68342759668346,25.619614168696238,25.321005770866183,25.50151632222636,25.760478117949976,25.24484998187253,25.644840652610803,25.34715276525014
unknown_812.61343_1.604,metabolite,m_119,unknown,,,812.61343,1.604,26.067775421179878,,[M+H]+1,+,23.063757277454155,21.339581874054133,21.88790202939464,20.993830059725582,22.02386597918517,22.56983923832833,22.145716481553904,22.750689645753063,23.676450432905067,22.619755100707582,22.920130107844546,21.723440539207377,22.945965866791465,23.089828112573073,21.880291761139414,22.35719440713054,22.505860159041053,21.34559488426528,22.763880690165514,23.26247890099357,21.014722347164376,22.490928080715975,22.45675801132922,22.935101853427465,23.111160055086067,22.66847408805742,22.36143731037998,22.670530765443456,22.6946262880483,23.014919730583937,22.053712141101418,23.194937062539925,22.618480465344764,23.454821011514632,22.99294020338244,22.824717159583482,21.787354833086614,23.388036571915407,23.4071779828398,22.949430809782896,23.149511471122796,23.336686447991433,22.018884980799097,21.02935117193561,22.502419891762365,21.47751990662227,22.37515677858391,22.58039690230081,22.86542324445737,22.096918790131536,21.71815648619712,22.127874545621676,23.3653925810877,23.36775820264259,21.78531469887578,22.511217739434592,23.233259831948697,23.148389480547394,21.940419314979756,22.05478344779288
unknown_84.04495_12.648,metabolite,m_120,unknown,,,84.04495,12.648,26.063786623248642,,[M+H]+1,+,24.61880240820141,24.873525661171296,25.019259759670344,24.832897816966337,24.83072837938714,24.742353970827136,24.944213654478336,24.747141604622534,25.258637958751454,24.61589410975684,24.832883299946428,24.806559670362393,24.801678044452263,24.50188671353737,24.3015513135025,25.099398232515014,25.070261914241588,24.70195670054603,24.645377088665782,24.76122472202207,24.731593484113738,24.887135240856132,24.846320540587847,24.550440286384845,24.596207861368832,24.671634041497544,24.816479182796726,24.974397313042992,24.505122410746964,24.47764213522474,24.873786304995956,24.977135329402252,24.895475954638144,24.37931753371748,24.674254830111643,24.94478456240244,24.714199740334063,24.816153886457247,24.78177792871738,26.063786623248642,24.709814786217404,24.773577024289505,24.741740907991353,24.36762677718754,24.990141189825266,24.853516057956302,24.70784207621511,24.918793039355435,24.68482466679672,24.92969504807033,24.775564981642937,24.86253458525335,24.73281915341805,24.808683149633424,24.720498085758823,24.902100057723754,24.859103386409668,24.727476238454642,25.026653669569445,24.30505901440889
unknown_239.05902_1.436,metabolite,m_121,unknown,,,239.05902,1.436,26.06321293230647,,[M-H]-1,-,24.371062748115275,24.30991089001092,24.52334308181094,23.608082373691058,24.398506622215155,24.53449140546465,24.73413722645934,24.601070682941856,23.846311600934936,24.97886449584886,24.357567994050157,24.92245150640485,23.76164228140307,24.25623103909019,23.35899719253951,24.99893073941809,24.14236271787662,24.48491783274332,23.915717514241056,24.155424575501108,24.0769589200179,24.36541074937509,23.675153017505675,23.9030416398653,24.138474150235357,24.272188557815213,24.827346894236527,24.79602022716407,23.898024963746387,24.813690637384575,24.01865989847362,24.479810397926748,23.951696388612298,24.047505739480393,24.433749999966533,24.444320050681313,23.90742379829511,24.148093658404914,23.96467715771558,24.062244760411627,24.243915605602954,24.628131673221212,24.254245763664187,23.999113225749113,24.35614466677924,23.51189338189928,23.868555197492828,23.72041484650952,24.19505463631256,24.168541765423935,24.60977105046241,24.547365026554655,24.072061569381955,24.6886156147681,24.102874680309796,24.4473447482798,24.55987129034753,24.039311964592475,24.433885085852662,23.10776647481628
unknown_229.06856_9.521,metabolite,m_122,unknown,,,229.06856,9.521,26.048932550086132,,[M-H]-1,-,24.652472673327747,25.52079879207942,26.048932550086132,21.57651853415146,25.825582310482467,21.234306014574365,22.368397792871164,24.799569750401496,19.466150210418622,25.288588323984463,22.7899396898665,21.783906912956258,25.94301273363257,21.654124258440255,20.769573560469865,25.179316521362235,23.08763999565037,21.802184495829348,24.934445123758348,23.014885136199396,24.033277443623195,21.80567632491651,25.446847737452618,21.824477229169187,19.153425079062337,21.74415940141196,24.18307856202161,25.71010075156005,21.905230821126917,22.129928185849295,25.174082270181838,22.801935061177197,25.309246561298796,23.271934470346828,23.040068560296035,21.84884535165679,24.698148951038753,23.317703109816023,22.73323820518474,25.71826735971076,24.615855170641296,22.827235064589875,24.982765104041654,22.873853989720907,25.336176627642068,25.46508543659426,22.64407045775139,23.356012013093782,23.371765060889963,25.474963970676004,25.687878458088914,22.268059506650857,23.565537544285846,24.616930173551882,20.210579604230336,25.13585130575634,23.361852244362407,23.604566674246684,21.334228357536325,17.124396200406085
L-Histidine_156.07683_12.678,metabolite,m_123,L-Histidine,,,156.07683,12.678,26.007163985025283,98.9,[M+H]+1,+,23.545119948368846,24.86394810457163,24.112595631113056,25.21790818763676,24.924850500881504,23.564775551635897,24.727887981796492,24.58721922469917,23.129283939007543,24.644044513619825,23.877078924759168,25.23416003431234,24.679421269970785,24.745051653816446,17.17268839923468,23.936727838679182,24.159193342438197,24.199933006365242,23.720015209111484,24.109285151311425,24.883680726526467,25.060256287872072,23.751132499011078,24.839440149139442,24.536970825904813,25.163130566043154,25.02987695099827,24.040699463656626,25.131868709091304,25.028569114259422,25.089954283395528,25.16772616650118,24.920172012583922,23.52170254889742,25.424408268210637,24.550352683148763,24.94842094197827,24.990289191533684,24.233122590937757,26.007163985025283,24.04528519621595,24.474167878268972,23.812831823800828,20.66451012035291,24.69930217342018,23.925037672500906,24.311677796443533,23.851482083920295,25.24877894160172,23.982557281765093,24.810700931709142,25.080796042162348,24.414602371304355,24.227628945989913,25.197466552618906,24.85741539345444,25.110647452580835,24.96251522699864,24.174154838174015,23.541316837981164
