,RT,m/z,Polarity,Area (Max.),ID,molec_class,Features Found,20211113_Ernie_nLipid_60min_r_1950_3.raw (F1),20211113_Ernie_nLipid_60min_r_1950_4.raw (F2),20211113_Ernie_nLipid_60min_r_1950_5.raw (F3),20211113_Ernie_nLipid_60min_15k_1950_1.raw (F4),20211113_Ernie_nLipid_60min_15k_1950_2.raw (F5),20211113_Ernie_nLipid_60min_15k_1950_3.raw (F6),mean,is_id,C,unsat,C_cat,unsat_cat
8530,43.684,799.73016,+,50929268.94,,,6,45896851.29,44216341.51,49434576.96,50929268.94,39086400.27,41313159.15,,False,,,,
8531,43.684,1259.54102,+,13433974.3,,,2,7715623.5,8535190.046,8215273.095,7740264.699,13433974.3,8342338.808,,False,,,,
8532,43.684,689.69342,+,4544285.915,,,6,3950615.799,3985540.547,3812809.841,4287992.14,4488237.81,4544285.915,,False,,,,
8533,43.686,717.72534,+,4778365.663,,,6,4052970.29,3701293.411,3483505.792,3792997.932,4778365.663,4234464.925,,False,,,,
8534,43.688,1274.58862,+,7223859.927,,,6,5980179.237,6785206.227,5692547.116,6783371.453,7223859.927,6357790.612,,False,,,,
8535,43.69,759.77228,+,10077849.22,,,6,8217322.958,8128238.169,8160250.253,8521257.376,10077849.22,9314025.86,,False,,,,
8536,43.694,731.74109,+,4272313.173,,,5,3684009.362,3659666.069,3564744.544,3670514.053,4272313.173,3729310.227,,False,,,,
8537,43.697,1026.99512,+,37237739.01,,,6,34871463.78,37237739.01,30776419.96,36112503.96,36481312.27,31320601.22,,False,,,,
8538,43.697,745.75629,+,3484673.851,,,5,3224320.07,2901751.079,2708521.862,2771525.022,3484673.851,2727683.602,,False,,,,
8539,43.698,675.67767,+,1068498836.0,CE d-718:1,CE,6,1068498836.0,1005005733.0,924333467.0,1045095652.0,1053674400.0,1014180549.0,,True,718.0,1.0,718.0,1.0
8540,43.698,745.72052,+,3052446.61,,,4,2687374.495,2725513.828,2359113.039,2355529.008,3052446.61,2871843.852,,False,,,,
8541,43.733,1325.27148,+,79907173.95,,,6,70443560.43,79907173.95,64013397.66,79323893.4,70722344.42,64344682.36,,False,,,,
8542,43.733,1309.25232,+,12110200.66,,,6,11545519.12,10841127.41,10074716.03,12110200.66,11586730.12,10159282.13,,False,,,,
8543,43.738,299.27316,+,5463082.307,,,2,5090708.928,5133991.74,5142952.711,4695147.273,5463082.307,4918774.032,,False,,,,
8544,43.742,313.28864,+,11305742.99,,,2,9805325.269,11305742.99,10583490.27,9750947.198,10267423.47,8251514.231,,False,,,,
8545,43.746,273.25714,+,15276751.6,,,2,15276751.6,13331727.33,13796407.04,14239752.54,12832013.19,10798482.43,,False,,,,
8546,43.747,247.24167,+,15262906.52,,,4,14610616.21,13433663.43,15262906.52,14578915.87,15032505.58,13560148.45,,False,,,,
8547,43.752,261.25772,+,7226616.219,,,1,7226616.219,6330964.19,6130401.596,6572716.193,5586975.357,5250737.906,,False,,,,
8548,43.762,677.99908,+,7759266.58,,,4,5394738.959,6737603.229,7759266.58,6416289.196,7279125.637,6579639.409,,False,,,,
8549,43.764,219.21066,+,12655762.87,,,1,12655762.87,12232027.6,11921099.91,12059682.88,12571492.39,10413117.49,,False,,,,
8550,43.769,738.67584,+,2574325.065,,,5,2543064.318,1985920.306,1662342.968,2570326.456,2574325.065,2281849.985,,False,,,,
8551,43.772,668.6344,+,1023351254.0,CE 18:1,CE,6,982661243.0,1023351254.0,850707426.6,915412086.0,1012638935.0,917192740.7,,True,18.0,1.0,18.0,1.0
8552,43.772,1299.25537,+,19987133.76,,,2,12362060.33,14479515.0,11705813.78,19987133.76,16364077.19,14486320.42,,False,,,,
8553,43.774,792.6861,+,39947285.99,,,6,36096695.88,37926273.41,31318476.6,39947285.99,27815831.88,29191750.08,,False,,,,
8554,43.776,752.72815,+,8130128.691,,,6,5660335.037,5191708.115,7315943.444,5944673.844,6242373.843,8130128.691,,False,,,,
8555,43.776,696.66547,+,4979481.022,,,6,4617921.142,3423519.868,4979481.022,3062193.823,2358660.379,3876810.281,,False,,,,
8556,43.777,1252.49695,+,11879222.76,,,5,5277581.761,9489973.254,4295332.595,7360032.497,11879222.76,11469506.43,,False,,,,
8557,43.778,724.66034,+,8616617.659,,,6,6296444.075,6160058.277,6066415.177,8616617.659,6984418.584,6364270.883,,False,,,,
8558,43.778,988.94293,+,5067962.776,,,4,4282207.864,4196476.209,3424461.999,2507203.059,2851873.914,5067962.776,,False,,,,
8559,43.778,1284.55823,+,5022373.546,,,3,2786624.229,2821767.853,1926891.381,5022373.546,3190599.358,2836005.603,,False,,,,
8560,43.778,710.68066,+,4586429.979,,,6,4586429.979,3543822.612,2304836.648,2336300.833,4031937.596,3247864.799,,False,,,,
8561,43.779,1019.9519,+,35318691.74,,,6,34455915.17,34943371.68,30399275.76,35318691.74,33731664.16,29348210.03,,False,,,,
8562,43.779,1392.51697,+,535790.9462,,,1,299033.5877,535790.9462,338856.4573,506913.2834,310706.7901,178259.3736,,False,,,,
8563,43.78,682.64929,+,4560541.964,,,6,2434483.891,3043268.369,2763928.84,2492080.396,4041913.184,4560541.964,,False,,,,
8564,43.781,724.69672,+,5326770.5,,,5,5188367.363,3144134.347,2707849.299,3503985.614,5326770.5,3817347.839,,False,,,,
8565,43.783,775.63251,+,2388105.761,,,4,1182222.448,775140.0215,963877.1945,837933.3048,670871.2008,2388105.761,,False,,,,
8566,43.792,369.4014,+,1307885.954,,,1,1307885.954,852490.6533,654537.7618,1017305.681,933469.8506,1120970.386,,False,,,,
8567,43.793,1099.95911,+,807528.3344,,,2,807528.3344,578976.2506,293181.5316,386732.1253,520357.1777,545615.9392,,False,,,,
8568,43.795,1293.21875,+,214748869.6,,,6,184272523.3,164907556.3,193187251.9,214748869.6,201028606.9,183118839.0,,False,,,,
8569,43.809,369.30035,+,1014040.016,,,1,998282.2687,977356.8432,1014040.016,862091.8584,934483.6915,828181.7828,,False,,,,
8570,43.815,642.61835,+,243922791.1,CE 16:0,CE,6,189232999.4,143564981.1,243922791.1,209922604.5,203989509.5,187821779.7,,True,16.0,0.0,16.0,0.0
8571,43.823,766.6709,+,20649150.96,,,6,14697993.89,14774248.23,16082529.91,20649150.96,14088729.82,13465318.61,,False,,,,
8572,43.827,993.93549,+,3234273.915,,,6,2603951.965,1966732.359,3234273.915,2823779.313,2651677.5,2681799.295,,False,,,,
8573,43.836,1250.17615,+,19761983.24,,,6,14293364.6,9960795.301,19761983.24,18581689.91,16306263.33,14886832.06,,False,,,,
8574,43.84,873.18304,+,1231827.022,,,2,778238.5549,431594.149,1231827.022,739618.7397,600735.2064,662893.8205,,False,,,,
8575,43.844,1226.4812,+,6666501.392,,,5,6615142.818,3270902.752,6666501.392,6417095.557,5633836.224,5084691.648,,False,,,,
8576,43.845,962.92609,+,3620243.324,,,6,2686312.083,2132611.868,3620243.324,3601863.358,3382196.111,3201379.584,,False,,,,
8577,43.864,890.81714,+,33714529.12,TG 17:0_18:1_18:1,TG,6,33007655.15,31998070.71,29461033.9,33714529.12,33376747.77,26085100.72,,True,53.0,2.0,53.0,2.0
8578,43.875,864.80194,+,50136179.58,TG 51:1,TG,6,49799604.6,49580746.26,46518028.18,50136179.58,49631458.12,41673061.81,,True,51.0,1.0,51.0,1.0
8579,43.879,694.64966,+,5758825.025,CE 20:2,CE,6,5758825.025,5593867.005,4733779.555,5577942.021,5630050.357,4967196.12,,True,20.0,2.0,20.0,2.0
8580,43.885,1300.26208,+,32607776.56,,,5,28189952.78,2000709.678,25758939.0,32607776.56,21860288.39,18260472.77,,False,,,,
8581,43.888,978.83655,+,802277.9548,,,1,294419.8321,581041.6452,662894.5431,536694.564,697178.9622,802277.9548,,False,,,,
8582,43.892,1259.5415,+,6731483.212,,,2,1289915.523,5998852.351,3085969.968,6731483.212,6413866.901,3567625.676,,False,,,,
8583,43.894,838.78552,+,19586826.49,,,6,18006801.74,17983848.57,16863807.0,19586826.49,18301876.91,16104806.5,,False,,,,
8584,43.899,928.83221,+,49484309.91,TG 56:4,TG,10,45428135.9,41215067.6,39365605.03,28698219.03,49484309.91,39980456.26,,True,56.0,4.0,56.0,4.0
8585,43.9,1306.22168,+,2114309.754,,,1,1145714.673,1204457.852,849130.2921,2114309.754,942864.2567,702298.13,,False,,,,
8586,43.91,385.09033,+,1457876.207,,,1,234770.0441,1457876.207,370664.9717,250122.2446,313299.2864,342875.5811,,False,,,,
8587,43.912,799.7309,+,6175920.357,,,1,4636435.508,6175920.357,3678844.138,1950470.112,4292169.418,3468057.905,,False,,,,
8588,43.928,998.85229,+,1487236.986,,,4,1081613.442,861124.2222,858911.5141,804538.3379,1424049.041,1487236.986,,False,,,,
8589,43.931,675.67767,+,190124713.3,CE d-718:1,CE,1,118833512.9,146138633.7,105546276.0,106266752.9,190124713.3,46186753.36,,True,718.0,1.0,718.0,1.0
8590,43.959,954.8479,+,6476509.608,TG 58:5,TG,6,5047705.844,6476509.608,4933137.686,5873861.195,3488918.225,4343020.726,,True,58.0,5.0,58.0,5.0
8591,43.961,710.68042,+,1374629.779,,,1,1368711.238,1001442.768,783660.0872,1244330.14,1021042.878,1374629.779,,False,,,,
8592,43.966,752.72778,+,8130128.691,,,3,6242106.79,5191708.115,7315943.444,5311143.975,3618960.805,8130128.691,,False,,,,
8593,43.975,862.78662,+,12911984.06,TG 51:2,TG,5,12802198.1,10717487.63,10279165.2,12911984.06,6917126.968,11280481.12,,True,51.0,2.0,51.0,2.0
8594,43.982,995.98602,+,1620137.512,,,1,873535.2118,978697.1789,1229946.361,1620137.512,992171.8496,868541.5299,,False,,,,
8595,43.986,724.66046,+,8226723.031,,,4,6022336.458,2762995.653,4282213.936,4439980.944,5553897.628,8226723.031,,False,,,,
8596,43.989,738.7337,+,1359091.206,,,1,1127956.734,1213624.965,1359091.206,1341524.582,1263870.368,1190875.243,,False,,,,
8597,43.991,1253.49243,+,3365767.782,,,1,2401679.238,2535674.394,1125104.488,3365767.782,2821447.378,410303.5166,,False,,,,
8598,43.999,759.77216,+,7900740.392,,,3,7900740.392,2768127.777,3557302.888,6124776.848,6160696.504,6040354.329,,False,,,,
8599,44.001,808.77625,+,725056.4977,,,1,514121.1847,691619.6044,502456.5789,623239.3458,725056.4977,538098.0415,,False,,,,
8600,44.005,731.70465,+,6967813.065,,,6,3039677.446,2584945.047,3194081.917,6773020.597,6657679.687,6967813.065,,False,,,,
8601,44.016,864.80243,+,12911246.56,,,1,3392899.513,12911246.56,4042037.806,4397588.512,4253459.144,4543353.535,,False,,,,
8602,44.027,928.83203,+,45428135.9,TG 56:4,TG,1,45428135.9,8141998.159,39365605.03,5292793.851,5131276.674,5193570.996,,True,56.0,4.0,56.0,4.0
8603,44.064,818.07855,+,956355.233,,,1,610645.1493,956355.233,384646.5958,406856.5812,312624.2873,125113.1818,,False,,,,
8604,44.064,886.82233,+,711493.3299,,,1,711493.3299,481388.4531,455430.5939,612633.2112,438372.7256,421272.8321,,False,,,,
8605,44.069,777.0332,+,6924801.072,,,1,6461681.719,6924801.072,6073363.126,2582209.35,2394194.601,4351258.402,,False,,,,
8606,44.097,916.83301,+,24243416.34,,,6,16492189.86,24243416.34,22875631.65,15549945.11,15159011.73,13293572.8,,False,,,,
8607,44.102,860.80762,+,4086806.071,Alkanyl-TG O-52:3,Alkanyl-TG,6,3299415.317,4086806.071,3194197.189,3395002.848,3345650.193,2550532.966,,True,52.0,3.0,52.0,3.0
8608,44.128,890.81714,+,176324759.8,TG 53:2,TG,12,175789364.4,176324759.8,161219380.2,158532055.0,148455375.8,113642929.6,,True,53.0,2.0,53.0,2.0
8609,44.141,974.9115,+,3032808.956,,,6,2836211.972,2780766.881,2366913.105,3032808.956,2437309.06,2531501.782,,False,,,,
8610,44.142,946.84332,+,2554165.314,,,2,2044907.122,2059750.92,1972332.281,2275048.867,2554165.314,2010164.273,,False,,,,
8611,44.16,920.82642,+,1986157.774,,,5,1481429.516,1490539.417,1790598.981,1986157.774,1737303.21,1112691.125,,False,,,,
8612,44.162,920.86279,+,1267799.328,,,1,749555.3515,1267799.328,635902.3725,676373.6374,981598.3519,825055.2519,,False,,,,
8613,44.164,864.80243,+,120570657.5,TG 51:1,TG,12,111452518.0,120570657.5,100719192.0,108843689.6,103624553.1,78577910.39,,True,51.0,1.0,51.0,1.0
8614,44.166,948.89545,+,2362511.364,,,6,2050537.85,2158401.063,2063713.529,2062599.393,2362511.364,1665441.195,,False,,,,
8615,44.176,565.51923,+,2210123.893,,,6,2210123.893,2183863.754,1656900.227,1494364.069,1733797.047,1280817.645,,False,,,,
8616,44.192,838.78552,+,30715849.75,,,6,25039019.56,30715849.75,25369491.78,27453298.76,25950002.07,21321570.73,,False,,,,
8617,44.197,731.70453,+,4538176.16,,,1,911163.8293,2343442.941,1489082.668,2853324.439,1038439.358,4538176.16,,False,,,,
8618,44.204,954.84875,+,12098275.2,TG 58:5,TG,6,10735792.35,12027494.62,10058368.3,12098275.2,11138383.91,7930273.732,,True,58.0,5.0,58.0,5.0
8619,44.245,369.12314,+,19010275.59,,,1,10735168.07,11974545.67,11034029.3,7478109.648,19010275.59,966201.4317,,False,,,,
8620,44.254,759.22266,+,1332826.476,,,1,1039586.594,294877.675,381693.8103,1332826.476,208177.815,833637.7288,,False,,,,
8621,44.254,833.24158,+,1216424.255,,,1,966600.5811,1209323.416,412054.5507,1216424.255,343872.7096,986018.1811,,False,,,,
8622,44.261,249.10947,+,558513.6116,,,1,558513.6116,116365.3919,391167.0032,325667.8451,148435.1689,261119.5719,,False,,,,
8623,44.266,746.6814,+,666806.3997,,,1,577417.944,666806.3997,573300.9335,583049.8184,620234.2435,346713.9612,,False,,,,
8624,44.276,1241.49292,+,926337.5338,,,2,809273.8357,926337.5338,831663.3806,865655.6986,867316.9917,593061.8462,,False,,,,
8625,44.286,656.63422,+,7318672.857,CE 17:0,CE,5,6251124.208,7092262.214,3746240.018,6732911.627,7318672.857,4408546.703,,True,17.0,0.0,17.0,0.0
8626,44.286,1306.22217,+,3052907.633,,,1,2166953.889,3052907.633,1411092.714,2037236.772,1910378.888,171148.8067,,False,,,,
8627,44.287,780.68622,+,895865.7163,,,4,895865.7163,702732.9585,839776.0655,858966.0376,649906.7962,854152.4947,,False,,,,
8628,44.289,682.64941,+,6811543.954,,,4,5816184.017,6811543.954,4517880.81,5356364.159,5791628.052,4382898.221,,False,,,,
8629,44.307,383.36688,+,16262375.83,,,6,14450894.0,16262375.83,14261075.31,15195627.17,15036826.0,7687364.97,,False,,,,
8630,44.313,917.83649,+,3819137.548,,,2,1533854.115,1355937.629,3296533.56,3816206.708,3819137.548,1947426.604,,False,,,,
8631,44.32,654.6192,+,4973594.877,,,2,4556705.635,4964119.403,4075310.289,4563832.09,4973594.877,573425.3809,,False,,,,
8632,44.327,890.81714,+,30969564.43,TG 53:2,TG,3,11843825.7,16438025.57,11861935.31,30969564.43,21791929.93,7722653.994,,True,53.0,2.0,53.0,2.0
8633,44.339,431.35159,+,11303191.58,,,6,11303191.58,8561235.516,6887651.39,4860654.105,4358704.476,4057085.835,,False,,,,
8634,44.342,853.70428,+,2525653.399,,,6,2525653.399,1960554.36,1622853.441,1217876.579,880255.9937,1021879.256,,False,,,,
8635,44.342,932.84338,+,855931.2907,,,3,855931.2907,653898.0352,530980.4332,381673.5784,412911.699,346685.861,,False,,,,
8636,44.348,904.77551,+,723486.228,,,3,714661.4841,723486.228,599759.047,557202.828,525587.8008,321593.1877,,False,,,,
8637,44.382,930.84045,+,2168253.521,,,1,1152106.5,2168253.521,557146.2691,997986.4831,387475.0591,767982.0905,,False,,,,
8638,44.408,888.87494,+,1426096.49,,,6,1419958.609,1426096.49,993429.0745,1061074.654,985749.9288,904770.689,,False,,,,
8639,44.419,914.89075,+,1467994.181,,,6,1125207.226,1467994.181,1086656.829,1086784.925,1091546.075,731005.1706,,False,,,,
8640,44.496,670.65027,+,3528884.239,,,6,3165616.485,2737272.678,3015701.129,3202109.376,3528884.239,2733995.919,,False,,,,
8641,44.511,371.36642,+,4432106.167,,,6,4293635.955,3907802.791,4432106.167,4253564.233,4021016.671,3767758.031,,False,,,,
8642,44.533,229.15436,+,2155115.715,,,1,371690.0441,880896.9705,925995.7057,820135.3759,2155115.715,1415156.77,,False,,,,
8643,44.54,954.84875,+,5429784.62,TG 58:5,TG,6,3338624.649,5427321.974,2997253.076,5429784.62,5325745.723,4422195.525,,True,58.0,5.0,58.0,5.0
8644,44.594,712.66052,+,514212.4558,,,2,393604.0966,361224.6502,445765.3568,514212.4558,385360.5233,430153.2744,,False,,,,
8645,44.604,1305.21777,+,1911715.682,,,1,1062862.533,1255376.957,974285.6038,1911715.682,932166.6497,559511.11,,False,,,,
8646,44.611,656.6344,+,5159348.862,CE 17:0,CE,6,3540127.723,3433476.753,5159348.862,4298285.217,4624642.212,4246382.634,,True,17.0,0.0,17.0,0.0
8647,44.62,1241.49182,+,606140.0683,,,1,575398.6451,366653.7054,606140.0683,537530.9476,562156.068,498522.6766,,False,,,,
8648,44.635,928.83167,+,18978338.25,TG 56:4,TG,3,18978338.25,14181751.12,10090403.51,13209565.6,11582290.32,11165527.73,,True,56.0,4.0,56.0,4.0
8649,44.653,752.75006,+,1030277.875,,,4,736064.2095,653203.7992,725726.9616,1030277.875,926647.1719,731980.0746,,False,,,,
8650,44.674,986.87543,+,869887.3171,,,2,557012.8412,590676.6341,525898.3401,869887.3171,644680.9927,668331.5741,,False,,,,
8651,44.683,930.84833,+,73266657.4,TG 56:3,TG,12,45612292.86,64843153.81,61442314.95,52605835.79,73266657.4,51132292.11,,True,56.0,3.0,56.0,3.0
8652,44.683,631.5661,+,2999034.68,Alkanyl-DG O-38:4,Alkanyl-DG,6,2345531.342,2999034.68,1931111.835,1940165.584,1650502.406,1460279.968,,True,38.0,4.0,38.0,4.0
8653,44.683,1014.94293,+,1743354.934,,,6,736472.463,1499491.52,1431003.291,1743354.934,1484600.405,1250222.79,,False,,,,
8654,44.684,831.72137,+,5187446.499,,,6,5187446.499,3763751.863,2827903.522,2110529.564,1713130.751,1760167.02,,False,,,,
8655,44.733,885.862,+,488614.5049,,,1,459472.4619,488614.5049,364390.5775,432356.4261,487566.4552,344141.5916,,False,,,,
8656,44.761,946.87946,+,10149740.92,,,3,7779373.055,8300777.226,7412185.678,10149740.92,9505572.253,7939003.785,,False,,,,
8657,44.763,988.92676,+,26524220.96,,,6,24519620.71,24237251.89,22042595.05,26524220.96,25171727.99,22854960.74,,False,,,,
8658,44.767,956.86395,+,5340504.823,TG 58:4,TG,6,4944962.26,5340504.823,3860431.601,4720179.232,4077089.586,4124785.516,,True,58.0,4.0,58.0,4.0
8659,44.769,904.83289,+,1034649560.0,TG 54:2,TG,12,935774049.1,1034649560.0,867126243.6,962128838.8,886325878.1,730416270.4,,True,54.0,2.0,54.0,2.0
8660,44.791,1305.18896,+,1802311.912,,,3,1802311.912,1041411.155,1122627.797,1026885.717,917972.5343,714251.6327,,False,,,,
8661,44.794,934.84375,+,17155841.24,,,6,10239932.93,14634093.81,15762582.98,11877022.99,17155841.24,15409656.09,,False,,,,
8662,44.795,948.85846,+,3675072.236,,,6,3307303.07,3675072.236,3200866.262,3615109.167,3463848.873,3078584.27,,False,,,,
8663,44.796,878.81964,+,1353878698.0,TG 52:1,TG,12,1263376301.0,1353878698.0,1137273888.0,1232052330.0,1126342969.0,942274904.2,,True,52.0,1.0,52.0,1.0
8664,44.796,696.66486,+,2890079.622,,,6,2374878.867,2890079.622,2319301.5,2162084.513,1453229.039,1749688.262,,False,,,,
8665,44.796,1199.12439,+,1716694.241,,,6,1557728.477,1481854.839,1575129.293,1716694.241,1625470.921,1415912.147,,False,,,,
8666,44.798,962.91003,+,37245831.59,,,6,35327836.97,37245831.59,33170415.42,37186162.43,34846481.36,32902837.1,,False,,,,
8667,44.8,920.86401,+,14410296.76,,,3,13982826.69,13652063.11,13333703.61,13099509.74,14410296.76,13123800.52,,False,,,,
8668,44.803,934.8786,+,16743061.69,,,6,12854529.59,13327082.84,16743061.69,13724318.83,12855135.07,10865480.16,,False,,,,
8669,44.818,397.38269,+,7151435.21,,,6,7151435.21,6167401.107,6972965.044,6731534.498,5465884.88,4703258.755,,False,,,,
8670,44.825,922.84399,+,1263780.386,,,4,1022000.297,1079746.126,1007995.321,1263780.386,1116377.293,1141328.497,,False,,,,
8671,44.834,907.85132,+,7860205.129,,,1,5481171.396,5297613.798,6917832.177,7235208.31,3739571.484,7860205.129,,False,,,,
8672,44.837,857.75775,+,13498526.16,TG 16:0_16:0_18:0,TG,6,12072388.74,13229719.8,11946926.89,13498526.16,11534636.12,11456575.28,,True,50.0,0.0,50.0,0.0
8673,44.839,908.82721,+,4139818.843,,,5,3930349.859,3933015.121,3866268.567,3464279.203,4139818.843,3761032.449,,False,,,,
8674,44.839,866.81763,+,2143035.238,TG 51:0,TG,6,1997040.231,1850045.694,1634506.983,2143035.238,1819023.705,1703222.318,,True,51.0,0.0,51.0,0.0
8675,44.841,1173.10986,+,558671.6551,,,3,508055.31,450661.4801,427445.9873,558671.6551,555831.3227,408504.8772,,False,,,,
8676,44.849,670.64966,+,541288.1995,,,1,541288.1995,438955.4269,287532.3678,490192.1019,495977.1997,306648.3397,,False,,,,
8677,44.876,930.84735,+,49266401.64,TG 56:3,TG,5,49266401.64,40999248.92,25535120.84,33312352.29,40913980.34,19465696.28,,True,56.0,3.0,56.0,3.0
8678,44.934,607.56561,+,1218791.937,,,2,976538.7578,1116225.942,1218791.937,862441.2697,565813.0978,587887.1091,,False,,,,
8679,44.939,1360.37817,+,6071187.161,,,1,3995104.716,4525652.594,4414549.198,5728342.459,6071187.161,5178340.007,,False,,,,
8680,44.942,988.92609,+,7378566.427,,,4,7263420.494,7378566.427,5976371.646,6380345.936,5869437.746,6916052.574,,False,,,,
8681,44.945,904.83289,+,224768255.7,TG 54:2,TG,10,206693745.3,224768255.7,194039442.8,193709092.5,200660400.2,176262563.9,,True,54.0,2.0,54.0,2.0
8682,44.95,974.91144,+,2853579.082,,,4,2338278.227,2526522.665,2223380.451,2432663.192,2853579.082,1786984.086,,False,,,,
8683,45.034,385.09039,+,298989.7337,,,1,93120.28641,34334.90006,44052.12314,298989.7337,87546.27174,19606.92366,,False,,,,
8684,45.036,225.11212,+,9029201.98,,,1,3869492.847,2096861.362,4036176.333,9029201.98,4080053.759,2131861.851,,False,,,,
8685,45.036,402.21231,+,4927579.751,,,1,1896419.059,1566684.53,2245604.921,4927579.751,2180579.032,1236698.035,,False,,,,
8686,45.036,829.7074,+,674381.1548,,,1,674381.1548,245566.2715,209522.5743,181171.921,97439.78447,122036.194,,False,,,,
8687,45.037,358.18607,+,10731018.16,,,1,3804528.326,2385429.511,4581778.013,10731018.16,4633312.726,2348248.481,,False,,,,
8688,45.05,956.86395,+,6680132.781,TG 58:4,TG,6,4953986.58,6680132.781,5318493.435,4851821.488,5022503.118,3417122.921,,True,58.0,4.0,58.0,4.0
8689,45.107,886.82257,+,459745.3525,,,1,297515.5526,459745.3525,279782.5224,340770.6883,249865.2805,238109.3758,,False,,,,
8690,45.123,892.8327,+,12629823.63,TG 53:1,TG,6,11792408.8,12629823.63,10458540.51,11154490.83,10850899.16,8471387.624,,True,53.0,1.0,53.0,1.0
8691,45.149,866.81757,+,8777811.466,TG 51:0,TG,6,8207160.791,8777811.466,6717515.818,7436396.402,6950402.386,6440655.162,,True,51.0,0.0,51.0,0.0
