Retention Time (min),Quant Ion,Polarity,Area (max),Identification,Lipid Class,Features Found,20211113_Ernie_nLipid_60min_r_1950_3.raw (F1),20211113_Ernie_nLipid_60min_r_1950_4.raw (F2),20211113_Ernie_nLipid_60min_r_1950_5.raw (F3),20211113_Ernie_nLipid_60min_15k_1950_1.raw (F4),20211113_Ernie_nLipid_60min_15k_1950_2.raw (F5),20211113_Ernie_nLipid_60min_15k_1950_3.raw (F6),
15.951,1026.604,+,8.792495613E7,,,6,8.792495613E7,7.308140873E7,4.886015003E7,5.822711807E7,5.901255473E7,4.998250823E7,
15.952,503.72925,+,2376669.349,,,1,2264947.11,1984962.204,1188464.443,2376669.349,1290142.917,1142605.828,
15.953,459.24796,+,1.034065984E7,,,1,8896147.921,1.034065984E7,8629831.697,8286146.045,8599588.316,7322446.09,
15.953,501.90726,+,3017173.858,,,1,3017173.858,2168459.637,926970.4151,2506603.102,1309917.119,1160118.709,
15.955,502.22128,+,3195364.428,,,1,2593097.728,2218308.86,911434.5272,3195364.428,1287963.101,1140675.29,
15.955,506.46533,+,2544594.673,,,1,1075784.894,1925709.359,1191202.996,2361946.604,2544594.673,1046579.703,
15.961,499.34674,+,9.856757873E7,,,1,9.36757025E7,8.329512642E7,8.188184449E7,9.791519799E7,9.856757873E7,8.725801828E7,
15.973,598.26453,+,1.49152574E7,,,5,1.281191804E7,1.423208293E7,1.393233369E7,1.49152574E7,1.338233973E7,1.179272728E7,
15.973,496.42093,+,9585002.224,,,1,9394072.838,9533458.641,6257481.783,9585002.224,8423818.171,9413738.061,
15.973,496.24216,+,7828570.095,,,2,6266023.012,3823888.481,5883645.023,7828570.095,5405492.323,3592446.53,
15.975,496.34003,+,4.3177963246E10,LysoPC 16:0,LysoPC,7,4.2020454545E10,3.8090429561E10,3.5605797802E10,3.8233565696E10,4.3177963246E10,4.1765537559E10,
15.975,1091.59497,+,1.125329551E7,,,3,1.125329551E7,9595706.426,6617906.511,6484836.362,5493797.854,6361401.823,
15.98,496.28024,+,4.323201273E7,,,1,1.280984558E7,2.831501054E7,3.972765935E7,4.09751188E7,4.052268124E7,4.323201273E7,
15.981,1129.28833,+,7696358.72,,,1,7199967.535,6367079.287,6633713.207,7330881.53,7696358.72,5627004.745,
15.986,518.32062,+,1.254250649E9,LysoPC 18:3,LysoPC,5,9.898630042E8,1.094930255E9,9.898187887E8,7.639814596E8,1.254250649E9,1.087061486E9,
15.987,507.37222,+,2022514.359,,,1,677743.623,1503372.454,864905.8455,1612387.193,2022514.359,850312.6183,
15.99,498.02966,+,2243276.892,,,1,2243276.892,1327349.312,632244.9669,1753803.653,893435.7474,1816940.272,
16.0,496.47928,+,1.504051282E7,,,1,1.394316518E7,9623687.897,1.114023708E7,1.399837977E7,1.504051282E7,1.450351311E7,
16.007,674.43915,+,1.423330856E7,,,1,1.290900331E7,1.115073046E7,1.104219851E7,1.29860504E7,1.423330856E7,1.219906979E7,
16.01,1089.70715,+,1.31508867E7,,,6,1.074433324E7,9746371.054,1.118832401E7,1.31508867E7,1.092438022E7,1.157095732E7,
16.015,496.2482,+,1.294321524E7,,,1,1.294321524E7,9855400.322,1.090631232E7,4953361.765,9832910.369,1.098574799E7,
16.019,379.23755,+,1.605186824E7,,,5,1.471367185E7,1.311342009E7,1.313235193E7,1.550999468E7,1.605186824E7,1.585986214E7,
16.023,580.36053,+,3.356284663E7,,,2,2.585811063E7,2.255706541E7,2.696472383E7,2.222950429E7,3.356284663E7,2.475372361E7,
16.027,614.48254,+,5.362667541E8,,,6,4.322765628E8,4.454161334E8,4.970376752E8,4.453407215E8,4.552413749E8,5.362667541E8,
16.027,1067.70178,+,8066822.59,,,5,7369650.94,6275212.495,8066822.59,6612052.917,7027738.048,7564246.166,
16.029,982.6839,+,1.320568287E7,,,3,5890020.343,9631106.694,1.008189837E7,3844521.702,3315630.25,1.320568287E7,
16.04,371.2218,+,6760611.253,,,2,6083594.994,4744335.488,4473675.128,5285176.997,4313381.897,6760611.253,
16.043,594.37567,+,1.402098795E8,,,6,1.146466647E8,1.245315152E8,1.09728701E8,1.289952081E8,1.402098795E8,1.243021667E8,
16.047,722.4599,+,3.262780859E7,,,6,2.636356657E7,2.690997781E7,2.32626141E7,3.177020676E7,3.262780859E7,2.97098117E7,
16.054,572.37048,+,1.212660891E8,LysoPC 22:4,LysoPC,6,1.129012122E8,1.172184431E8,1.013185327E8,1.137040174E8,1.212660891E8,9.404975315E7,
16.054,352.32065,+,1.111798522E7,,,4,1.111798522E7,4836525.792,9006172.611,9852261.201,1.072730489E7,5241146.412,
16.054,407.33643,+,4268281.976,,,1,1778394.397,1706695.596,3088217.274,1237184.711,2652016.908,4268281.976,
16.071,269.09915,+,9029078.359,,,2,9029078.359,7984155.71,6303622.287,6301307.313,6277248.923,6783171.926,
16.078,487.35165,+,1.463840809E8,LysoPE d-718:1,LysoPE,3,1.259921849E8,6.212908129E7,1.166485222E8,1.338534357E8,1.463840809E8,1.395641499E8,
16.081,508.33936,+,1.317433992E7,LysoPC 17:1,LysoPC,4,1.177920366E7,1.159237804E7,8107438.779,1.317433992E7,7992281.196,1.103162605E7,
16.089,1122.76782,+,4411079.381,,,3,3450422.263,3454289.476,3731405.024,4411079.381,3228456.087,4272208.392,
16.089,1131.75342,+,2641055.275,,,2,1604035.587,1895602.503,1893921.565,2506059.616,1888114.309,2641055.275,
16.091,1014.73688,+,1.253836703E7,,,1,9284549.935,8473995.605,1.183018439E7,9166228.373,9683971.031,1.253836703E7,
16.094,492.30795,+,6569001.209,,,1,6569001.209,3154965.073,4734884.676,1104646.621,3345286.611,2381657.533,
16.104,633.41187,+,1.757854288E7,,,2,1.726321733E7,1.514259619E7,1.263407196E7,1.757854288E7,1.50833962E7,1.495290438E7,
16.108,636.42291,+,2.388515008E8,,,6,2.01978982E8,2.026764425E8,1.779863891E8,2.37582243E8,2.388515008E8,1.935165474E8,
16.109,532.40631,+,7.671244228E7,,,1,7.671244228E7,6.544096011E7,6.632309677E7,6.530440094E7,6.76971128E7,6.477679228E7,
16.111,510.38208,+,3.356652745E7,,,1,3.207370261E7,2.692178751E7,2.569890577E7,3.356652745E7,2.642601641E7,2.69554648E7,
16.113,570.45679,+,6.228335935E8,,,6,4.934675037E8,5.185455695E8,5.766697079E8,5.28852558E8,5.266364115E8,6.228335935E8,
16.113,1164.8136,+,2.298587451E7,,,6,1.959498708E7,1.755058468E7,1.613235396E7,2.144573109E7,2.109044475E7,2.298587451E7,
16.113,1163.34302,+,6090993.609,,,3,6090993.609,5010825.319,5783949.514,5312857.823,5429054.804,5800795.661,
16.115,692.16626,+,2.045875892E7,,,3,1.719556319E7,2.045875892E7,1.450656368E7,2.007391631E7,1.968995969E7,1.968270123E7,
16.117,529.39935,+,2.4665360841E10,LysoPC d-718:1,LysoPC,6,2.4665360841E10,2.3076309615E10,1.9803091131E10,2.368737549E10,2.3347157899E10,2.3409686276E10,
16.119,529.29193,+,5357579.309,,,1,4534747.738,5357579.309,4011869.945,4637225.487,4961423.932,4125333.366,
16.122,500.35812,+,2642147.643,,,1,967212.1245,1634875.043,1394245.116,2642147.643,1276941.517,1626756.757,
16.123,611.31287,+,1.194631515E7,,,3,1.194631515E7,1.030168305E7,8333846.434,6360547.434,4257838.069,4668475.528,
16.127,1157.71545,+,4743177.644,,,1,4743177.644,3984116.366,3258131.897,2307242.57,2298706.608,2110223.163,
16.128,1157.77087,+,5590084.238,,,5,4139798.716,3682648.134,3869785.076,4451864.922,4263214.391,5590084.238,
16.138,532.44147,+,1.355841546E7,,,1,5830572.015,4763052.025,3540134.555,7751811.496,1.355841546E7,9690607.32,
16.139,1323.9165,+,4537513.273,,,1,3677731.759,2775902.632,3857926.774,4537513.273,4164188.141,4391093.292,
16.144,1049.74133,+,6.192151851E8,,,6,6.021987851E8,5.815436138E8,5.422719046E8,6.192151851E8,5.964506998E8,6.186724885E8,
16.144,333.2998,+,5.620430128E7,,,2,4.556503256E7,4.739657109E7,3.49424574E7,4.711123953E7,5.033250852E7,5.620430128E7,
16.15,1017.68585,+,1.515111828E8,,,6,1.405000397E8,1.515111828E8,1.255364999E8,1.361749423E8,1.281316485E8,1.187095472E8,
16.151,548.37085,+,4.797580706E7,LysoPC 20:2,LysoPC,1,4.354053899E7,4.159839881E7,3.940683937E7,4.622816893E7,4.797580706E7,4.154895433E7,
16.155,968.8006,+,6717823.758,,,5,6717823.758,6448032.245,5976827.711,4923863.781,5390676.945,6637407.976,
16.158,440.41019,+,3.864903335E8,,,2,3.864903335E8,3.609164644E8,3.236678812E8,2.619585162E8,2.695986773E8,2.433968801E8,
16.168,522.35651,+,1.0597919811E10,LysoPC 18:1,LysoPC,6,9.994928038E9,9.511316338E9,8.556854814E9,1.0597919811E10,1.0054154863E10,8.753139059E9,
16.169,690.05438,+,5622072.015,,,2,5622072.015,4819533.255,4079876.814,5055145.751,5163619.136,5445100.139,
16.173,975.64063,+,1.412928885E7,,,5,1.104486083E7,1.156944031E7,1.256610452E7,8483156.863,9154466.372,1.412928885E7,
16.174,961.75739,+,4579575.709,,,4,3060693.313,4579575.709,3865464.153,2428670.493,2249853.267,3966158.591,
16.181,454.29242,+,1.436593292E8,LysoPE 16:0,LysoPE,6,1.331707007E8,1.261098359E8,1.132476499E8,1.352078796E8,1.436593292E8,1.414837649E8,
16.181,949.62512,+,2209037.05,,,1,1021143.474,1944146.538,1846522.129,2209037.05,1995972.173,2197087.939,
16.182,327.25259,+,1.440524381E7,,,4,1.338216911E7,1.273981541E7,1.247658934E7,1.388095634E7,1.311784277E7,1.440524381E7,
16.186,650.40253,+,4255940.864,,,2,3497674.096,2639491.643,3084116.504,4127519.813,4255940.864,2449874.517,
16.187,1155.30359,+,2927403.281,,,1,1663112.548,2520208.338,1967863.175,2927403.281,2128833.703,1413483.709,
16.19,700.45465,+,6153673.377,,,1,4460227.492,4571268.898,4118125.271,5527506.035,6153673.377,5392886.066,
16.193,1039.66907,+,1.420869548E7,,,6,9698210.513,8776200.248,9253593.348,1.214228448E7,1.420869548E7,1.300586152E7,
16.197,620.3916,+,4.236652668E7,,,6,2.662718313E7,3.204335711E7,3.526098548E7,3.542481147E7,4.236652668E7,3.288696387E7,
16.201,380.33707,+,5514348.787,,,1,5514348.787,3600577.976,3530458.78,2045775.157,4545886.447,4445494.782,
16.202,544.34143,+,4.238175873E8,LysoPC 20:4,LysoPC,6,3.746957232E8,3.748803147E8,3.35885172E8,4.238175873E8,3.251193006E8,3.652363108E8,
16.208,447.24857,+,6099649.532,,,3,5331376.669,4158441.325,4930137.627,3626086.899,4285247.077,6099649.532,
16.217,526.43042,+,4.570980141E8,,,6,3.783761859E8,4.208817818E8,4.570980141E8,3.283835252E8,3.107217162E8,4.537246862E8,
16.224,1055.75867,+,3378189.433,,,3,2228088.587,1527168.258,2987524.248,3378189.433,2329508.018,1446531.865,
16.226,1051.7262,+,1570874.432,,,3,817953.5662,1293504.882,1332348.506,924628.5521,845497.8439,1570874.432,
16.238,700.40527,+,2307901.153,,,2,2307901.153,1552101.618,1766774.772,1545079.912,1575180.228,1501996.155,
16.239,449.3624,+,2.439975986E7,,,5,2.439975986E7,9510534.783,4698991.242,1.073632815E7,1.244419614E7,1.252098171E7,
16.241,440.41019,+,1.76534716E9,,,9,1.476995912E9,1.76534716E9,1.375162219E9,1.628853743E9,1.667970384E9,1.379041256E9,
16.242,666.43402,+,4.189913737E7,,,6,2.687958885E7,3.68053837E7,3.777792333E7,3.721498334E7,4.189913737E7,3.396598121E7,
16.242,732.19794,+,8284637.725,,,2,8284637.725,6929327.324,6197720.815,7589310.099,7263285.209,8069151.98,
16.246,589.38654,+,3.558886101E7,,,6,3.169263172E7,2.972112537E7,3.241540087E7,3.558886101E7,3.125563337E7,3.552377437E7,
16.253,432.36874,+,1946494.431,,,1,1409307.876,1221007.937,1269349.2,1946494.431,1130723.412,1443271.902,
16.254,289.27365,+,1.738336972E7,,,2,1.457943614E7,1.404873661E7,1.390856779E7,1.738336972E7,1.416265256E7,1.007267337E7,
16.256,433.2951,+,5.79659039E7,,,4,4.757608284E7,4.748706664E7,5.79659039E7,3.734194665E7,4.010354742E7,2.231134904E7,
16.256,285.24222,+,1.63698829E7,,,3,1.25952552E7,1.587425562E7,1.253472262E7,1.199579469E7,1.364278213E7,1.63698829E7,
16.258,622.40833,+,2.359815202E7,,,6,1.661967024E7,2.024307445E7,1.796022757E7,2.359815202E7,2.113271732E7,2.183232663E7,
16.258,1014.73688,+,1.327368633E7,,,4,8820877.811,1.182020934E7,1.183018439E7,1.116925253E7,1.089392108E7,1.327368633E7,
16.258,662.1557,+,4372320.997,,,2,3881776.256,4256189.118,3843337.178,3843073.412,3813774.055,4372320.997,
16.259,319.28409,+,2.822294683E7,,,5,2.264045734E7,2.822294683E7,1.828022836E7,2.068631476E7,2.094445045E7,2.411929371E7,
16.259,340.32089,+,7436377.889,,,1,6699556.026,7436377.889,6251270.143,6954778.124,6447247.497,6254332.062,
16.259,383.31598,+,5763694.585,,,5,2846160.024,3717668.892,2951562.718,5763694.585,2987015.152,2086478.116,
16.259,670.32709,+,3874751.867,,,1,3409410.634,3874751.867,3662008.102,3405606.393,3374323.828,3781925.451,
16.264,704.44989,+,7359667.408,,,5,3683223.035,5926445.671,6381303.44,5670871.886,7359667.408,5955794.173,
16.279,961.53308,+,4566297.731,,,1,2117293.314,3447930.271,3135720.247,3712119.31,4566297.731,2659163.748,
16.28,1132.63672,+,2917396.377,,,1,1586320.058,2559838.281,2917396.377,2291523.614,2714128.426,2766249.628,
16.282,710.35834,+,7821464.296,,,6,5332633.585,5764116.661,6697787.971,7099703.892,7821464.296,5682168.635,
16.284,1122.64368,+,2.013117129E7,,,1,1.438180509E7,1.53478096E7,1.513214391E7,1.494030444E7,1.617842372E7,2.013117129E7,
16.284,696.34235,+,1.063319079E7,,,4,7767323.899,8855085.954,1.063319079E7,1.056568998E7,1.051063804E7,7851398.036,
16.284,1080.70251,+,9052156.664,,,6,8595452.401,7689704.836,9052156.664,7689557.116,7161093.23,7406764.37,
16.284,1165.69714,+,5234892.868,,,3,2966188.427,4990508.104,4474799.214,4193611.736,4936127.444,5234892.868,
16.286,598.38684,+,5766734.401,,,6,4403275.999,5405852.075,5073066.923,4471753.534,5766734.401,5715274.806,
16.287,674.4621,+,6070610.114,,,1,3341389.602,3746473.921,3381915.386,6070610.114,3904423.807,3475236.938,
16.287,696.37897,+,5427483.202,,,4,3995876.101,4420759.15,5028034.921,4694775.949,5427483.202,4983664.586,
16.287,668.34698,+,4431802.891,,,2,3791696.337,3295862.843,3897480.698,4343727.515,4431802.891,3035612.531,
16.288,778.38409,+,5.412156608E8,,,6,5.412156608E8,3.00569285E8,4.380556526E8,4.450323764E8,3.356642321E8,3.571665433E8,
16.288,738.42578,+,9.728324018E7,,,6,3.38772493E7,8.321457038E7,4.351870512E7,3.156731458E7,2.894574099E7,9.728324018E7,
16.288,581.24268,+,1.956967842E7,,,5,1.956967842E7,1.657722496E7,1.898635537E7,1.678132852E7,1.442880145E7,1.56522546E7,
16.288,724.37402,+,6176957.574,,,4,5168243.499,5721744.426,5622111.538,4913630.018,3790591.999,6176957.574,
16.289,654.33252,+,1.704188586E9,,,6,1.704188586E9,1.331762083E9,1.602294535E9,1.518766754E9,1.466603362E9,1.460434571E9,
16.289,724.4101,+,6.948533167E7,,,6,1.639963175E7,5.115460806E7,2.131990428E7,1.668972691E7,1.552093391E7,6.948533167E7,
16.289,710.39447,+,2.050975829E7,,,5,1.035135759E7,1.668173326E7,1.152013753E7,9770533.931,9527195.677,2.050975829E7,
16.29,695.35846,+,6747051.253,,,1,4728549.33,6527194.21,5736251.344,6105270.423,6747051.253,6545452.746,
16.291,676.1712,+,8913735.035,,,5,8913735.035,6315623.657,7289110.82,7843645.759,6949016.372,7453968.312,
16.295,496.34015,+,2.93285069E9,LysoPC 16:0,LysoPC,2,1.524467938E9,2.83830894E9,2.93285069E9,2.737675889E9,1.118614686E9,7.738541313E8,
16.295,1116.60632,+,6.94158865E7,,,4,6.94158865E7,5.465758268E7,5.853449083E7,6.249343531E7,6.491901341E7,6.870843785E7,
16.305,760.57837,+,1.682800856E7,,,6,1.269104048E7,1.542894837E7,1.267625035E7,1.340398116E7,1.056383927E7,1.682800856E7,
16.307,482.40494,+,5.096073644E8,,,6,4.534043713E8,4.886805035E8,4.526677665E8,4.283745408E8,4.216079717E8,5.096073644E8,
16.314,487.35217,+,2.134107162E9,LysoPE d-718:1,LysoPE,6,2.129109055E9,2.134107162E9,2.106286826E9,1.909049823E9,1.79809679E9,2.094855237E9,
16.316,543.27142,+,4467050.778,,,6,4467050.778,4041068.127,3626363.88,2967452.898,2494801.755,2905816.268,
16.317,1015.7439,+,2.934250102E7,,,4,1.972022051E7,1.544080322E7,2.434348875E7,2.48758631E7,2.223971264E7,2.934250102E7,
16.318,664.45508,+,2137573.087,,,1,880277.4646,1753459.874,1809547.17,2080095.312,2137573.087,1503521.287,
16.319,381.29984,+,1.323329878E9,,,6,1.238828766E9,1.323329878E9,1.279761323E9,1.274606367E9,1.304811028E9,1.233985687E9,
16.321,525.36298,+,9404629.945,,,1,6649468.168,7864673.417,8835545.865,6090582.431,9404629.945,6747070.73,
16.323,283.17471,+,5247837.068,,,1,4067058.707,5247837.068,4670021.29,4518775.749,3144621.856,4487190.314,
16.326,945.67694,+,1.853055701E7,,,6,1.078048683E7,1.27128532E7,1.350962849E7,1.358980351E7,1.47611348E7,1.853055701E7,
16.327,532.41968,+,1.46860988E7,,,6,7144425.975,1.178343884E7,7790741.185,8610204.48,8392830.521,1.46860988E7,
16.328,478.43896,+,1.153569444E7,,,5,1.016348023E7,1.003106126E7,1.000744824E7,7861549.148,8363955.856,1.153569444E7,
16.329,424.41486,+,1.67643992E8,,,6,1.432375871E8,1.499294927E8,1.24976394E8,1.454742524E8,1.59066915E8,1.67643992E8,
16.329,490.37311,+,1.433528685E7,,,4,9489552.371,1.088242725E7,1.143303026E7,1.060510324E7,1.433528685E7,1.16988379E7,
16.329,517.3858,+,1.213025844E7,,,2,5482881.943,9336620.679,6358195.389,7351130.897,5903262.426,1.213025844E7,
16.332,480.30957,+,6.340390274E8,LysoPE 18:1,LysoPE,6,5.497393755E8,5.041898263E8,5.605249725E8,5.048803004E8,6.340390274E8,5.674474731E8,
16.333,966.65405,+,2.253984592E7,,,6,1.767444367E7,1.764650866E7,1.844788346E7,1.780102968E7,1.433464822E7,2.253984592E7,
16.335,558.43622,+,4.147769823E7,,,6,2.29383686E7,3.418659258E7,2.490686378E7,3.186241534E7,2.802579526E7,4.147769823E7,
16.335,546.43616,+,2.460551761E7,,,4,7903179.682,2.193991016E7,6159166.023,8466812.775,9027136.032,2.460551761E7,
16.335,561.45532,+,1.011808337E7,,,5,4363393.464,8245239.648,4992610.822,6647788.06,5858861.613,1.011808337E7,
16.337,522.35626,+,3.947829224E9,LysoPC 18:1,LysoPC,5,2.794426592E9,3.000952608E9,3.545751185E9,3.342897569E9,3.947829224E9,2.979005169E9,
16.338,529.39966,+,2.638869443E9,LysoPC d-718:1,LysoPC,4,1.94877082E9,2.315516399E9,2.539978957E9,2.543493787E9,2.638869443E9,8.359579512E8,
16.34,698.46033,+,3.259202904E7,,,6,2.012519605E7,2.451882315E7,2.583318495E7,2.900417489E7,3.259202904E7,2.454862282E7,
16.342,298.34662,+,7397956.405,,,2,5803437.148,5705792.278,6067884.263,6184171.901,5560793.186,7397956.405,
16.343,540.36548,+,3.709093198E7,,,6,2.85200375E7,3.441902421E7,3.506786863E7,3.236305206E7,3.709093198E7,3.246112141E7,
16.345,420.33176,+,4.359590301E7,,,6,4.083747135E7,4.101046263E7,3.686799116E7,3.701319676E7,4.359590301E7,3.56830243E7,
16.349,552.32898,+,4309287.274,,,1,75872.54776,312094.9718,4309287.274,366458.7948,365610.3941,68561.96568,
16.351,545.3938,+,2.88656942E7,,,1,2350183.579,3814211.557,2.88656942E7,1.200430511E7,3356560.547,3488392.431,
16.351,453.21399,+,2677869.413,,,1,2574081.163,2677869.413,1687651.285,1628748.48,1391626.616,1467442.981,
16.351,895.51801,+,1368620.308,,,1,1368620.308,827643.5934,689773.0509,1036046.652,690122.6634,512351.761,
16.357,503.34714,+,2564039.806,,,1,681471.1169,669283.1438,2564039.806,1027530.265,548584.5044,463048.7806,
16.37,730.46478,+,2889299.985,,,6,1646782.01,2052859.576,2867417.344,2889299.985,2776770.383,2492643.8,
16.377,396.38336,+,4450776.769,,,1,4247865.989,4450776.769,4270843.61,3963884.928,3235282.452,3863270.803,
16.38,646.40796,+,7657213.504,,,3,2678976.236,6255457.537,6431332.497,7657213.504,6493737.416,7170937.12,
16.382,706.18201,+,2.844272841E7,,,6,2.844272841E7,2.391110999E7,2.541593222E7,2.345969548E7,2.515018257E7,2.662307135E7,
16.384,700.40594,+,2337825.95,,,5,2337825.95,2052660.818,1951717.472,1920017.611,1970676.271,1494561.139,
16.389,417.29965,+,2.325871829E7,,,2,2.325871829E7,1.3535359E7,1.645413929E7,1.477706372E7,1.187972897E7,1.407328921E7,
16.394,659.28583,+,8441317.328,,,2,7505706.368,5796555.634,6697961.986,8441317.328,7541437.544,6351717.12,
16.394,960.65204,+,1347685.855,,,1,741652.8416,891162.321,786001.9587,818403.3816,837596.7477,1347685.855,
16.395,584.45239,+,1.708710013E7,,,6,1.507046753E7,1.27848432E7,1.501070034E7,1.674210236E7,1.46773103E7,1.708710013E7,
16.396,548.37085,+,2.490918638E8,LysoPC 20:2,LysoPC,6,1.916060625E8,2.297602153E8,2.342720695E8,2.328814861E8,2.490918638E8,2.220953952E8,
16.399,511.38828,+,1.39803261E7,,,1,1.125752614E7,1.39803261E7,9876626.98,1.33173787E7,1.016524612E7,1.047770305E7,
16.403,545.36023,+,1.592980571E7,,,6,1.290926468E7,1.340465655E7,1.367442755E7,1.433423127E7,1.306718991E7,1.592980571E7,
16.405,275.2576,+,2.6341864E7,,,6,2.6341864E7,2.248888858E7,2.406606125E7,2.607685472E7,1.850271822E7,2.462588145E7,
16.405,385.237,+,1462962.654,,,2,1416827.784,1462962.654,1444420.291,1384458.574,1295394.411,1329170.417,
16.409,427.35712,+,2.446641504E7,,,6,2.446641504E7,1.487029576E7,1.696040067E7,2.000771987E7,2.127709314E7,1.599310196E7,
16.41,510.35538,+,4.179370808E8,LysoPC 17:0,LysoPC,6,3.035867656E8,4.151195621E8,4.114421425E8,3.883636665E8,4.119498112E8,4.179370808E8,
16.411,466.42493,+,7.932340039E7,,,6,7.932340039E7,6.637432312E7,6.769430361E7,6.182795991E7,5.560946091E7,6.741889541E7,
16.414,756.2746,+,1175721.869,,,1,606122.2012,761606.51,835879.9307,1175721.869,605543.8583,523727.2733,
16.418,239.1487,+,8088416.37,,,5,6850536.259,7572459.354,7139134.664,8088416.37,6770308.28,7155812.965,
16.42,738.47131,+,972241.9647,,,1,552966.4789,972241.9647,677471.6601,954262.2349,811885.5773,796104.0253,
16.421,340.35727,+,2115337.075,,,1,1417460.832,2115337.075,1234078.094,1413194.313,1374978.819,1855999.598,
16.424,480.34515,+,4.919164055E8,,,6,3.903930134E8,4.373360365E8,4.736509638E8,4.425259519E8,4.514610546E8,4.919164055E8,
16.426,438.37891,+,2.917525157E8,,,6,2.514918271E8,2.847080522E8,2.482045318E8,2.573289801E8,2.420284909E8,2.917525157E8,
16.432,746.46106,+,4260909.309,,,6,2041376.853,2726215.163,3043484.938,4260909.309,2605615.339,2755416.82,
16.434,634.40808,+,9.769377696E7,,,1,6.841459105E7,7.013322814E7,9.769377696E7,8.306275612E7,9.14164022E7,7.408979432E7,
16.439,563.1853,+,1.484315771E7,,,6,1.028393378E7,1.304912979E7,1.210616735E7,1.484315771E7,1.407363304E7,1.064465056E7,
16.44,439.30191,+,1.606005208E7,,,1,1.557122667E7,1.499801337E7,1.606005208E7,5147521.129,1.462759336E7,1.537777062E7,
16.443,702.47101,+,1.119525051E7,,,6,8846093.431,9865755.379,1.040714865E7,1.119525051E7,1.074831591E7,1.034709168E7,
