Retention Time (min),Quant Ion,Polarity,Area (max),Identification,Lipid Class,Features Found,20191118_KAO_1uLPool.raw (F1),20191118_KAO_2pt5uLPool.raw (F2),20191118_KAO_5uLPool.raw (F3),20191118_KAO_5uLPool_20191118202447.raw (F4),20191118_KAO_5uLPool_20191119024733.raw (F5),20191118_KAO_methodBlank.raw (F6),20191118_KAO_methodBlank_20191119031929.raw (F7),20191118_KAO_T550M.raw (F8),20191118_KAO_T551M.raw (F9),20191118_KAO_T552M.raw (F10),20191118_KAO_T553M.raw (F11),20191118_KAO_T562M.raw (F12),20191118_KAO_T568M.raw (F13),20191118_KAO_T569M.raw (F14),20191118_KAO_T570M.raw (F15),20191118_KAO_T571M.raw (F16),20191118_KAO_T582M.raw (F17),20191118_KAO_T650M.raw (F18),20191118_KAO_T651M.raw (F19),20191118_KAO_T652M.raw (F20),20191118_KAO_T653M.raw (F21),20191118_KAO_T690M.raw (F22),20191118_KAO_T691M.raw (F23),20191118_KAO_T692M.raw (F24),20191118_KAO_T713M.raw (F25),20191118_KAO_T714M.raw (F26),20191118_KAO_T715M.raw (F27),20191118_KAO_waterBlank_20191119035125.raw (F28)
8.64,875.56641,-,304593.8384,PI 18:2_19:0,PI,13,6187.025813,39011.42356,134966.0354,129872.7529,154057.7694,1509.848165,1588.730405,96086.61465,58237.85755,238179.2884,181343.6959,114646.2058,99608.06975,90497.27242,286469.2192,73020.60658,63707.18517,95214.04049,90176.37446,221311.7821,234594.0955,68878.4791,85052.10139,304593.8384,256921.8541,99876.30258,57792.66926,1497.658651
8.646,796.58173,+,465456.2539,,,3,29754.55718,103772.4311,240252.711,189444.2005,240174.5267,2120.754385,2272.868976,340193.2447,423321.5645,221363.3613,207695.3348,361403.4415,353627.8762,404840.4989,196710.6483,249957.0395,392016.4429,400510.7196,454362.5632,181783.8083,294023.1776,319547.0593,413966.7233,201114.1735,259185.7966,465456.2539,326352.0848,1509.885999
8.654,645.53156,-,135234.5194,,,4,30134.00911,45456.36452,123406.6907,78261.35859,75721.50169,11587.53175,11564.02506,89640.93489,77901.75033,80817.84572,72804.68205,110756.9034,102964.0655,92467.83764,93229.06865,92720.68066,81629.51129,95419.11301,84298.14978,84921.49995,110394.2078,135234.5194,113615.1554,79332.80917,79703.08787,110105.5599,94229.99898,11874.6619
8.655,746.51349,-,912799.3281,Plasmenyl-PE P-18:1_20:5,Plasmenyl-PE,23,9976.946316,104079.7784,339376.1214,352601.9856,368728.0728,1568.028956,1649.95086,587345.3767,394486.8973,248496.2775,383650.9757,622545.8521,327801.9932,488485.2285,383164.2549,466840.7663,554386.1761,613096.3046,500206.5248,299293.4693,204491.5014,344660.8819,877986.3002,231992.0535,253959.3686,912799.3281,263412.9925,1555.369728
8.658,505.37512,-,4476185.302,,,3,1822333.219,2565432.218,2866879.137,4476185.302,4453798.151,200517.7389,130810.5512,1886928.596,1855546.951,2628198.728,1801936.179,1740030.045,1577954.422,1879468.276,2005773.474,3086002.071,2217332.999,2451227.412,1936093.353,2362635.761,2834573.367,3769231.065,2550693.632,2173969.771,1619415.541,1785169.599,3165807.669,285543.5616
8.661,1193.3302,+,2332580.032,,,3,5551.560175,334003.1093,954306.0912,883612.0305,978218.0554,791.1574832,815.3985038,1706535.98,1149859.342,477432.2652,529001.7553,1094557.181,1184763.326,1004342.544,399013.0014,1279525.816,1417298.681,983944.5296,914793.8644,879622.2735,793562.4261,1038856.245,2332580.032,682361.2631,646556.5913,1595011.009,819854.7617,624.8612067
8.663,236.10513,-,1003629.239,,,2,321121.4645,468093.0453,1003629.239,192753.2857,190415.9176,55470.46503,54650.44232,201066.6573,133632.9978,201089.1113,160415.657,160825.5291,186473.1507,183219.9538,149645.4691,180563.9166,221451.3611,219249.3092,206039.5481,235605.5241,257523.5749,185153.3602,217510.3562,194983.5954,252471.2429,216571.3703,192732.4474,46507.69306
8.665,1207.33716,+,504820.0066,,,2,5610.228317,94941.7988,321042.123,301547.9415,196841.2278,1291.967865,1384.636381,457784.2973,379949.4485,224088.2567,183733.0657,381516.1301,366221.766,417012.1668,236268.8528,414909.4325,386632.818,381045.7735,350175.6052,323207.7666,259130.7069,388245.7653,504820.0066,326807.5094,309887.747,420668.7768,254261.7971,897.6512607
8.673,823.56183,-,578364.8547,,,16,46040.12917,184421.9282,461589.7837,234704.3558,353260.1295,1904.297803,1938.04411,534749.3351,363457.1481,169504.2594,190184.8645,375990.8753,487825.2452,283097.9846,116742.0156,438477.1641,371655.6797,372213.9194,278073.4979,240113.1587,246374.797,351928.4492,578364.8547,194918.3597,250766.6285,532655.7324,218111.0682,1887.778846
8.674,782.56903,+,1.40E+08,PC 16:0_20:4,PC,50,1.48E+07,4.37E+07,7.78E+07,7.85E+07,7.84E+07,2051.939091,18395.81464,1.31E+08,1.00E+08,5.21E+07,5.06E+07,9.60E+07,1.05E+08,7.93E+07,4.96E+07,1.08E+08,1.07E+08,8.35E+07,7.94E+07,7.54E+07,6.31E+07,9.28E+07,1.40E+08,6.23E+07,6.09E+07,1.07E+08,6.55E+07,1942.116498
8.674,880.53516,+,989625.9741,,,17,143571.2078,406938.3923,723289.3145,620391.9251,630354.2794,1898.968552,1986.273105,989625.9741,693367.1045,466420.1624,408512.7875,748457.8956,741224.7291,569343.8157,450807.0337,835597.5269,826513.4499,646539.069,641920.5394,684718.7086,637905.038,730463.349,970996.9349,513824.5222,505076.4653,767686.8963,501495.2582,1381.598821
8.681,1175.77466,-,254531.8056,,,23,89108.32382,126611.3379,200200.4429,186581.7902,189505.7095,61098.1937,70351.80244,230053.4491,209877.214,161207.861,195965.7863,254531.8056,214787.2614,216519.0313,174884.2966,198073.7938,204611.1272,141215.3462,188035.7593,209475.4871,185703.6838,193410.2258,239127.2793,190683.0374,153243.6614,202984.6145,179788.0799,13372.1669
8.688,922.57886,-,1084823.026,,,25,242236.0647,504258.8804,809655.0722,826140.4953,780436.126,2068.801627,2105.463126,1084823.026,892381.9409,586836.3279,608820.992,790632.3717,1025681.814,759175.171,552342.7422,1069844.284,962206.0028,688635.4245,776866.903,793245.1168,754047.7615,884657.2426,1010954.306,681378.8716,591937.7686,912201.5987,724988.6217,2050.85567
8.692,732.55316,+,7788633.842,PC 32:1,PC,48,704510.8053,2117809.1,4421899.164,4167927.056,4174530.927,16987.10545,54349.26477,3352285.09,3352545.335,2422114.305,1911460.478,7788633.842,6252961.158,7357015.732,2656153.181,4727033.322,5159315.619,7677364.884,6406741.34,1697071.958,2092546.663,6492456.246,4298614.517,2744610.003,3506385.478,3518362.231,5242797.149,5686.41949
8.694,840.62164,+,5462434.746,,,24,356852.1428,1875465.985,3847649.003,3378645.468,3461800.769,1949.516099,2039.144562,5462434.746,4370068.849,1610780.42,2141762.132,3606351.507,4743566.014,2577508.016,1853970.001,5200439.714,4166342.771,3531210.176,3342795.483,3007948.218,2711244.601,3837700.314,5041053.924,2286376.366,2123898.911,4924570.894,2819169.065,1418.374803
8.694,1590.14526,+,1784750.954,,,16,7412.756093,202567.669,962223.4852,937942.0898,905559.7013,1749.09631,1829.510528,1340374.834,1495492.949,440217.2074,366026.9828,843564.1223,1211322.438,675250.0353,380711.6782,1222890.129,931346.9193,1009653.166,696698.5373,1007188.211,545303.4062,996050.5556,1784750.954,475324.9608,619653.7466,1240258.072,552577.143,1272.558936
8.694,998.56683,-,298269.503,,,22,70761.90736,150297.4186,243857.6253,227407.0538,229048.9382,2042.279103,2078.470593,298269.503,238879.9631,152239.3291,138602.3641,230797.5459,271923.9009,185282.7758,149026.8712,283271.4786,267788.6934,195114.4293,192977.3227,194537.4977,198909.8577,219483.0037,259811.2431,175957.751,164531.9412,251606.3468,201033.4722,2024.563217
8.704,1004.58228,-,141680.1268,,,12,73980.0219,136533.2197,130163.0927,119933.2503,124732.7881,1911.636844,1945.513206,76215.91851,111404.7759,109031.7097,109183.437,83951.69475,131296.9694,105340.3288,112847.6874,137572.529,111609.3818,115875.881,116444.9622,134035.4467,111043.7212,141680.1268,89387.31133,135911.2294,112775.6757,108997.3728,122129.3407,1895.054223
8.704,1080.57068,-,101159.1186,,,2,44185.08271,86513.22396,90446.37746,88007.20767,87316.76248,1677.192708,1706.914456,62173.06694,85336.96921,71949.55127,66248.38565,77164.10521,81982.87929,71507.37741,85793.95374,96829.01685,101159.1186,75216.86116,83716.74214,79247.30857,89452.56847,84743.37833,72890.05526,83738.56155,74811.07422,84908.42303,82256.6485,1662.643789
8.712,588.32971,-,198788.1152,,,5,116769.9646,84214.24191,136941.4466,127167.5975,126193.5727,36721.91285,38464.26933,136342.9929,81014.47788,153961.847,99975.39518,147637.6468,163196.9772,81967.29026,169093.6189,129699.5395,181452.7478,73745.54626,150448.1935,140644.8476,154061.6521,136759.8824,131080.0039,94471.70333,198788.1152,95752.35973,190272.615,1922.053522
8.716,585.32886,-,3455147.704,,,27,2257610.025,1686841.66,2668291.672,2472150.155,2610170.459,650674.3077,643496.0695,2526464.954,1717344.13,2565283.176,1931625.057,2607338.807,2912160.469,1856207.993,3116544.55,2546979.072,3353177.841,1778066.01,2552737.617,2500447.027,2787148.942,2645513.332,2494641.878,1904535.215,3455147.704,1911950.654,3319453.741,2107.982292
8.721,808.58203,+,1.59E+07,PC 38:5,PC,34,1700624.144,4691078.564,1.21E+07,1.19E+07,1.15E+07,2166.296762,2245.970938,1.26E+07,1.59E+07,9492645.362,1.17E+07,9738627.239,1.06E+07,1.25E+07,1.11E+07,1.35E+07,1.27E+07,1.58E+07,1.27E+07,1.29E+07,1.19E+07,1.32E+07,1.48E+07,1.19E+07,1.36E+07,1.11E+07,9832554.895,1562.237737
8.722,569.29797,-,151799.0645,,,8,108122.3739,58398.35428,104594.4375,121329.0071,97065.28017,25097.32977,31889.92462,100778.2713,59224.34335,106296.8648,82218.37134,124483.0202,133878.8601,68162.66712,140226.6877,96220.29409,129920.7961,61966.62694,108008.1736,99031.03787,88604.37235,109825.6237,111723.3711,67404.83345,151799.0645,88120.00923,118542.2723,1923.419304
8.723,948.59546,-,126988.2901,,,10,28412.53861,54774.76463,58952.79226,93903.49374,95596.7967,1636.993297,1666.002665,58091.10813,93031.77106,106074.3532,101857.7489,108992.0867,119317.6815,92247.23844,107353.3014,104857.2066,92616.49238,112035.6455,108915.8443,97910.40233,98646.72584,58936.16424,97306.28417,116437.3817,126988.2901,59021.4683,96565.2277,1622.79309
8.728,866.63824,+,828891.4187,,,22,54057.96616,258001.9943,721914.7496,601970.1777,628693.3907,1481.370746,1530.672466,726545.2075,828891.4187,564448.0712,562944.4336,749837.2067,502539.5162,673921.4032,608757.2944,654713.0922,398931.7665,652515.424,561017.8615,618141.7997,602648.7641,682755.9049,631519.2988,621489.105,636841.4367,514419.4718,519539.7329,1068.299285
8.734,790.57245,+,620514.1569,,,3,60052.70127,245360.4909,474655.3532,471161.3923,362792.3263,1728.179526,1785.695326,367925.6353,421181.9853,363324.9273,461292.9277,563262.9965,321813.6297,525330.9151,437018.1893,435985.823,508774.4802,620514.1569,418871.9591,449142.4634,565759.6441,493015.3011,535326.1483,408697.8478,418979.2248,462902.9737,315773.9778,1246.286898
8.751,834.59705,+,682126.8485,,,10,81609.62526,245369.7501,567758.7897,486985.966,331896.5329,2284.246184,2360.268522,411465.1255,613935.638,508575.1781,485160.5272,487551.7678,349370.1089,485258.1219,682126.8485,145785.2382,470361.9986,590152.8043,428280.8496,482834.4514,469819.3877,396208.7408,150481.0303,515860.9728,479407.9742,190540.2455,267027.5899,1647.297661
8.772,698.55786,-,201358.8874,,,13,9284.758999,41639.00341,117648.8428,113317.149,134783.9797,1727.503342,1889.776241,201358.8874,176996.2153,119471.4636,161223.8929,162022.1063,134885.5855,162437.9409,108421.2723,93168.96844,112137.0633,150431.5353,137358.9302,113299.9895,114012.5676,135514.6727,162297.3017,88972.14263,160124.0851,157724.7409,64137.90756,1713.611438
8.793,705.59045,+,920882.8086,,,4,108765.6602,244845.4108,623789.9464,609914.6797,626259.1825,1730.68383,1785.002995,836115.0849,920882.8086,441208.4191,540741.009,701166.5876,712167.0372,664454.9169,612374.8468,519671.2658,320976.535,624969.1948,604607.2965,380930.1963,614036.2448,510522.8477,318705.6039,710650.4471,538690.4482,699304.4115,531100.6569,1177.871716
8.815,820.58545,+,2485047.64,PC 17:0_22:6,PC,41,470675.633,962486.3175,1787686.521,1497763.824,1639448.646,2030.948833,2044.774994,1500403.359,1973327.936,1911092.476,1990492.23,1896511.516,1864193.023,1314869.614,1505091.985,1387654.045,1520580.639,1994744.757,1550478.077,2485047.64,1711919.569,1381473.851,1549016.735,1412006.645,2038312.614,1596601.214,1564092.654,1484.596806
8.822,1535.60645,+,1144907.84,,,5,244522.8963,745317.5544,1014873.331,988098.1689,956097.4774,1108.831159,1128.690788,1144907.84,1001915.084,830833.6655,802069.438,1132625.96,978026.8447,886870.9452,1086773.392,973809.1004,921062.9118,887929.8106,979465.5829,1063724.445,1024799.196,901321.8802,888742.7909,1112438.777,934613.6947,741642.5226,909016.4156,961.8767451
8.827,738.50836,-,1603580.05,PE 16:0_20:4,PE,24,59854.48799,142169.0769,629299.1835,573519.6406,623043.5356,1524.078912,1666.731878,1603580.05,663324.7418,665296.793,592498.4732,655122.7952,678163.1036,580455.3943,546897.0599,724355.2432,641655.8722,758743.9739,374470.6579,501999.6819,366080.1052,326296.986,1197364.561,528328.1373,546816.917,1501708.823,475461.2933,1511.359253
8.833,816.62164,+,6743589.093,,,13,4133185.463,4776980.864,6419061.099,2752310.171,5869592.16,2829.824339,2849.089032,6682745.658,6302555.689,4903142.495,2563091.548,3698533.605,4053843.451,6260147.294,3495995.996,6310688.288,6422151.787,6140458.429,6200660.828,3595503.599,4680347.175,2675305.421,6072721.93,3974907.228,6724769.182,6743589.093,4169236.353,2068.900742
8.84,799.5611,-,2966393.333,,,25,505075.3107,1179372.626,2801843.268,2373864.127,1928641.849,2167.232339,2370.08412,2855774.073,2058733.365,2031090.663,1817164.227,2045649.52,2020335.698,1837772.45,1877986.779,2229428.379,2174235.365,2246974.621,1879150.233,2263095.313,1978588.425,1915258.79,2966393.333,1871604.232,2365850.202,2627124.09,1680771.296,2149.145051
8.84,802.56213,-,1321260.354,,,24,432060.1584,793538.1869,1231697.002,970462.461,683089.8743,2172.784314,2376.155757,891380.0823,964068.9859,745121.0308,973226.4301,1047927.71,970899.4626,1042005.948,851965.3582,801914.0617,1223654.565,1004851.216,884691.4433,1123643.513,887500.1741,839477.7426,1057952.574,1221950.874,839191.7904,1321260.354,796325.6528,2154.65069
8.841,758.56927,+,5.15E+08,PC 16:0_18:2,PC,51,1.22E+08,2.70E+08,3.86E+08,3.79E+08,3.82E+08,11202.40296,181004.9802,4.72E+08,4.19E+08,3.49E+08,3.67E+08,3.95E+08,4.13E+08,3.96E+08,3.83E+08,4.25E+08,4.16E+08,3.98E+08,3.76E+08,4.18E+08,3.92E+08,3.90E+08,5.15E+08,4.24E+08,3.92E+08,4.69E+08,3.60E+08,60922.60616
8.841,856.53448,+,1806468.43,,,4,997602.2003,1018364.88,1737511.684,1563731.779,1806468.43,2179.677103,2789.723036,1638705.737,1662396.84,1690374.419,1467194.501,1579071.476,1476942.778,1646844.36,1681251.187,957543.0877,1711799.27,1627989.296,1775887.084,1720320.666,1697987.195,1200243.204,1554864.672,1692541.292,1577848.415,1749537.395,1492208.63,1717.116351
8.845,780.55341,+,3.22E+07,PC 36:5,PC,16,1.41E+07,2.42E+07,2.98E+07,1.82E+07,2.90E+07,3652.945713,15363.01246,2.99E+07,1.66E+07,2.36E+07,2.55E+07,2.48E+07,2.46E+07,2.45E+07,3.05E+07,2.80E+07,2.53E+07,1.72E+07,2.81E+07,3.22E+07,2.83E+07,2.48E+07,2.82E+07,1.79E+07,1.98E+07,1.61E+07,1.83E+07,2581.097467
8.846,974.56165,-,968167.1126,,,22,476895.2948,698966.9215,767090.5137,807353.3123,757635.506,2817.099205,3080.778174,672303.5576,666018.8017,653197.5616,705591.5681,564524.9099,589089.808,737304.7147,789360.5374,953071.9703,616975.3452,761636.3698,725092.8008,968167.1126,713675.9871,884094.5322,627862.3852,817423.468,728998.1001,909210.7541,613139.8942,2793.588257
8.848,898.57983,-,3510289.82,,,24,1511029.177,2506533.051,3123867.038,2969990.8,2875935.289,3367.217646,4352.321136,3115752.578,2969037.426,2518885.851,2558198.799,3094688.008,2385485.064,2892128.27,3127925.161,2839905.156,2703057.912,3235737.706,2828408.324,3391755.81,2650330.615,2796997.831,3461547.395,3151590.97,3020233.76,3510289.82,2626960.189,3263.181288
8.848,792.53235,-,743937.0778,,,25,417995.8801,429310.3598,623234.9215,704695.6666,683446.6041,2694.765068,2946.993628,405979.7332,540748.6293,627699.9111,576626.173,492355.6065,404725.7214,364405.2242,487622.5214,518404.9163,564133.1899,626340.5451,348152.6222,743937.0778,605031.1196,491793.5626,724237.2681,633324.0063,678297.1151,569764.3928,698340.5654,2672.275097
8.877,764.52515,-,564765.0221,PE 38:5,PE,11,27821.84311,73860.11042,172681.1051,128585.7662,151109.5198,1606.746406,1659.111368,564765.0221,310203.7388,238433.3918,231946.9891,254032.2837,268211.9229,251182.0381,246004.9955,302292.5064,160149.5716,371395.9819,73642.76451,164750.0034,89725.70839,101718.4048,461750.3207,131482.3627,177110.7831,410623.4673,207652.4192,1546.48743
8.885,980.58313,-,368356.8319,,,2,368356.8319,366700.9964,314629.4991,283522.4364,258461.3688,5414.194514,5149.358698,269491.8509,254174.3785,318382.0938,291768.0363,250311.1792,253360.2878,270487.2632,290263.3603,279740.4569,255043.7743,241451.69,260887.4862,274733.5914,302863.4556,219145.4899,280939.0875,303301.6094,255091.3914,248556.5984,299271.5203,3596.345791
8.886,1550.15466,+,1134968.184,,,9,35147.85336,71818.32112,596391.1033,698978.1072,367835.4691,1657.908734,1527.222715,886178.8828,1035903.621,145287.7171,116914.681,612789.5203,708846.9582,540210.8412,165050.347,756308.5701,777146.5302,571590.4478,555970.0292,160028.3295,222251.6082,783976.393,1134968.184,483081.8912,68379.21931,951713.1851,252865.6696,1136.617829
8.891,1542.14539,+,2.43E+07,,,24,505839.1183,5017935.287,1.38E+07,1.41E+07,1.21E+07,1958.755111,2120.183715,2.01E+07,1.63E+07,1.31E+07,1.46E+07,1.33E+07,1.48E+07,1.67E+07,1.52E+07,1.45E+07,1.25E+07,1.67E+07,1.45E+07,1.38E+07,1.38E+07,1.32E+07,2.43E+07,1.48E+07,1.47E+07,2.02E+07,1.37E+07,1352.428977
8.895,1548.61182,+,391368.5066,,,3,72068.76301,198423.0186,230093.0566,296548.841,205367.886,1429.585213,1316.896984,244903.3028,343080.5317,308698.6294,307162.282,300421.2201,341833.7183,270894.9726,341384.9987,199446.6787,198725.7815,363493.0313,226912.4703,236622.4718,391368.5066,337081.6575,216920.0008,353430.4635,296641.1719,283748.6989,191272.3817,980.0853377
8.907,792.58966,+,4936999.156,Plasmanyl-PC O-38:6,Plasmanyl-PC,38,383312.6369,1499186.901,2996817.769,2003959.621,3226665.492,3328.044136,2905.782891,3614914.742,3533656.409,1223291.632,1595831.651,4936999.156,3440019.997,4096231.234,1150206.74,3475927.816,3462496.832,3979957.868,3684098.119,1088926.885,1576901.8,4045201.753,4694364.189,1094894.795,1507261.285,3732047.768,1301191.583,1840.368589
8.908,746.51349,-,1158003.324,Plasmenyl-PE P-16:0_22:6,Plasmenyl-PE,23,47546.23068,244448.3018,671539.6603,605721.033,588312.7562,2267.475807,2218.182452,821619.2864,896495.6052,329422.6436,453978.6406,989604.603,674993.17,905837.3809,324534.811,683038.9988,899703.0178,995532.9797,675184.6577,438431.0834,322721.0941,819281.7086,1110521.83,272434.3447,419473.1559,1158003.324,575599.5231,1569.248177
8.921,825.57544,-,682459.6106,,,10,97020.91183,282577.725,243577.3559,682459.6106,495832.448,4734.604808,4525.891906,476438.3375,256630.5918,515612.3968,508780.4684,358673.597,463423.6217,342997.4179,529363.1731,402138.9467,399098.5258,587498.9132,581259.4588,539662.4929,518867.17,417433.7207,562924.8894,468491.4373,328059.8413,558644.3963,494355.4351,3144.93246
8.936,784.58423,+,1.31E+08,PC 18:2_18:1,PC,56,2.44E+07,6.43E+07,1.04E+08,9.89E+07,1.07E+08,4342.29952,29611.57152,1.15E+08,1.24E+08,1.31E+08,1.24E+08,1.07E+08,1.19E+08,1.21E+08,1.27E+08,9.44E+07,5.72E+07,1.20E+08,1.13E+08,8.43E+07,1.00E+08,7.09E+07,1.30E+08,1.03E+08,1.11E+08,1.07E+08,9.63E+07,3331.724389
8.945,717.5907,+,884424.4149,SM d35:1,SM,5,109032.2762,322442.0059,568769.1657,555704.7485,494395.5782,2598.91619,2411.430961,374982.1229,440475.4276,782042.1903,791613.697,540946.8109,521792.59,535861.4156,749682.2263,552345.2705,453753.8976,458370.1861,318617.4636,794050.7376,884424.4149,420603.5799,382102.0461,786330.2576,865022.4579,516912.2441,356509.8355,1437.169559
8.955,808.58441,+,3.49E+07,PC 38:5,PC,42,4651311.136,1.33E+07,1.70E+07,1.83E+07,1.72E+07,3424.7774,3614.525017,1.44E+07,2.57E+07,1.13E+07,1.35E+07,3.49E+07,2.67E+07,2.91E+07,1.36E+07,2.50E+07,2.81E+07,2.31E+07,2.98E+07,9551544.97,1.02E+07,2.45E+07,2.45E+07,1.35E+07,1.00E+07,2.55E+07,2.59E+07,1893.860927
8.964,772.52991,-,905579.8216,Plasmenyl-PE P-18:1_22:6,Plasmenyl-PE,20,36388.93588,126725.0996,341375.6549,285003.0097,297943.0565,3287.914168,3142.97491,518542.6268,429148.9282,181081.1029,311483.6887,461593.8425,352623.5189,409638.3031,238120.7277,422967.4146,444985.816,530346.1579,456241.4191,231855.3233,151558.8166,311680.1532,471544.567,165302.7433,256952.7401,905579.8216,286772.2967,2183.976997
8.969,1588.12793,+,1789274.791,,,9,114156.9695,617174.3691,1475335.981,1119922.885,1330896.891,3016.874831,2799.23816,554397.5196,1720891.38,1212766.719,1261331.497,1789274.791,1693359.314,1179302.153,1249831.698,1314528.663,925708.9923,1734568.948,1601588.311,1103159.965,1141664.092,1606418.291,1617520.652,881327.1894,1210746.791,1397380.975,1470750.615,1668.295687
8.983,830.56647,+,3999702.989,,,21,465311.7386,1610617.88,1162194.106,2362560.375,1922040.378,3255.452452,3020.604845,1336429.282,2147131.519,1708265.044,987409.9693,3999702.989,2982877.918,3135576.49,1507514.031,3222105.746,2443779.488,3258663.651,3304653.436,1271446.445,984493.4318,2506592.166,1655948.327,1210778.92,1321985.1,2789093.887,2969257.452,1870.579014
8.992,714.50818,-,1360792.21,PE 16:0_18:2,PE,41,103596.974,389388.5471,781473.8017,759643.988,733179.6356,2844.326988,2718.942132,1322854.325,634852.9667,705599.6526,984602.2495,511573.5105,723783.2449,683086.2313,978878.3304,767667.0563,514030.3496,893573.5395,438626.7871,729529.4264,563868.9705,358169.6072,1066829.568,913760.371,778621.4046,1360792.21,613267.4457,1889.32691
9.002,810.59668,+,9428415.855,PC 38:4,PC,12,1170196.105,3636251.019,5871718.237,4275102.574,5677360.197,3437.402492,3189.429051,6804531.51,8849963.497,5566480.577,7392673.385,7847914.398,5934327.145,9428415.855,3954439.989,5133057.634,6150616.901,9077580.332,7721583.038,7628858.744,4845849.761,3888476.036,8457203.766,5933948.843,6413480.054,7120689.214,6494417.045,1975.127286
9.005,842.63751,+,3424897.082,,,23,576661.1739,1690301.105,1881932.539,2281254.49,2766612.63,3961.123928,3675.36934,2849778.497,3307521.619,3113449.779,3207038.481,2557477.329,2490429.305,2430624.471,3424897.082,2468178.511,2283452.262,3102563.485,2636800.14,2523308.853,2473846.838,2804379.333,3035956.934,2972370.61,3097261.092,2631847.93,2633410.83,2276.056985
9.008,882.55597,+,631665.419,,,5,188405.166,340875.8484,480353.2603,445285.84,512358.6012,5058.815851,4693.874015,461567.44,551650.7064,418264.7872,561396.9423,385129.7727,462812.8354,531723.9267,631665.419,409891.7126,362781.4165,579474.7836,609372.5002,475185.7667,535450.9405,435346.5728,555023.0085,578372.3185,509440.4371,457276.9719,475419.4597,3993.505225
9.01,766.57611,+,5056461.484,Plasmanyl-PC O-36:5,Plasmanyl-PC,18,58382.8327,123588.7015,550159.2306,510298.1024,532089.1002,1735.535182,1750.018241,5056461.484,747646.8756,408271.0976,461946.6424,861157.1742,470830.728,628704.7649,165602.4546,477864.3375,561303.2332,2959975.692,486995.0701,570748.6682,604474.6757,797717.8073,642992.7654,490415.6389,504130.8966,650761.3386,2188469.517,1083.73904
9.016,924.59497,-,1412934.812,,,23,393466.1908,825240.1726,1050086.423,1170617.449,1000273.868,6204.547891,5931.036321,1001746.269,1113215.498,1222165.783,1159765.087,1012705.713,1076143.433,1262264.847,1412934.812,893355.5744,926080.5078,1114636.197,727235.2745,980572.1623,1239623.048,932090.8822,932880.0334,1210292.095,1229569.892,1096582.9,1105121.083,4121.333217
9.016,1000.5827,-,357937.5233,,,22,97673.70129,197537.6152,269517.4665,239978.7403,256157.8878,5764.911384,5510.780062,253189.7602,266181.7758,328971.6306,286658.1396,240469.5021,185149.3397,233391.6422,357937.5233,247604.947,206751.9169,271779.2709,249915.7729,293669.9958,321486.4274,246064.0536,295113.7465,291342.64,319959.7625,214791.5737,212229.5314,3829.30734
9.026,720.55316,+,748478.709,PC 31:0,PC,11,67271.8024,215055.4984,451242.2157,403899.5258,417435.6208,2298.032742,2317.209848,304114.3593,381666.9107,653078.2318,680825.6447,375566.1706,320875.099,480973.9837,625130.2849,289973.0346,278409.4753,486369.9668,436231.754,558715.7308,552664.6587,378726.2726,385159.6801,687661.7696,748478.709,417356.0495,271997.4567,1434.985486
9.042,1006.59784,-,188836.1483,,,15,81748.07162,136399.9585,163941.2684,160303.5959,141262.2945,4704.89456,4497.491359,153364.0402,158879.5929,181823.9293,180648.9351,134353.7953,151562.8316,140734.8128,184428.2095,149697.6751,120866.7671,139338.3481,161140.3036,185242.312,179493.2937,165651.3733,145836.3967,158357.2608,188836.1483,133387.972,144673.5569,3125.197609
9.054,742.53748,+,1315595.205,PE 18:2_18:1,PE,45,116296.6069,401747.5099,676277.0089,672761.5441,673107.7416,2194.653438,2106.368342,1315595.205,578150.36,613098.088,901482.4795,375475.7339,727534.17,582767.8633,924342.8395,608700.2702,327167.3725,587840.7002,327889.2304,616413.5423,536687.9331,248651.3941,758022.9966,864400.01,589618.8625,819881.4096,518780.9614,1370.431227
9.077,854.63879,+,181595.4604,,,2,6049.585106,13503.99522,93586.78172,79085.93748,107324.3653,1838.486904,1871.774053,169594.6755,111234.5079,102363.5216,104607.4226,114106.247,149774.2024,105251.5007,111367.2373,136895.6249,118088.8445,111583.2918,85442.90108,161622.405,119906.0397,81646.01334,181595.4604,93821.59112,100842.9774,141071.2509,64127.06808,1399.472547
9.082,554.51508,-,430292.7718,,,15,12997.11078,70839.78374,162536.8152,173506.7286,158992.8419,2602.952727,2672.307035,281761.008,105564.7168,103581.8258,122811.7631,136125.2141,177435.3282,217471.0652,126896.1025,160991.254,146424.3719,183116.1626,125016.7324,171801.2114,139262.3186,102993.7291,430292.7718,126457.1385,105121.811,261899.5713,123584.6551,2061.120563
9.087,764.52411,-,479959.1567,PE 18:0_20:5,PE,15,21535.92922,107788.2827,266732.3521,220059.0201,205775.8947,2567.227001,2313.615221,309302.8148,147587.5159,84899.34397,153118.7054,318037.1929,284837.4134,388522.8429,150350.1213,278537.2592,243177.4488,357990.4338,221430.3645,95631.52208,43345.52889,179510.9403,426176.4768,53291.30508,86349.57116,479959.1567,356651.9842,2032.831525
