Retention Time (min),Quant Ion,Polarity,Area (max),Identification,Lipid Class,Features Found,20191118_KAO_1uLPool.raw (F1),20191118_KAO_2pt5uLPool.raw (F2),20191118_KAO_5uLPool.raw (F3),20191118_KAO_5uLPool_20191118202447.raw (F4),20191118_KAO_5uLPool_20191119024733.raw (F5),20191118_KAO_methodBlank.raw (F6),20191118_KAO_methodBlank_20191119031929.raw (F7),20191118_KAO_T550M.raw (F8),20191118_KAO_T551M.raw (F9),20191118_KAO_T552M.raw (F10),20191118_KAO_T553M.raw (F11),20191118_KAO_T562M.raw (F12),20191118_KAO_T568M.raw (F13),20191118_KAO_T569M.raw (F14),20191118_KAO_T570M.raw (F15),20191118_KAO_T571M.raw (F16),20191118_KAO_T582M.raw (F17),20191118_KAO_T650M.raw (F18),20191118_KAO_T651M.raw (F19),20191118_KAO_T652M.raw (F20),20191118_KAO_T653M.raw (F21),20191118_KAO_T690M.raw (F22),20191118_KAO_T691M.raw (F23),20191118_KAO_T692M.raw (F24),20191118_KAO_T713M.raw (F25),20191118_KAO_T714M.raw (F26),20191118_KAO_T715M.raw (F27),20191118_KAO_waterBlank_20191119035125.raw (F28)
11.442,885.63708,+,325327.3811,,,12,39884.74793,117122.8458,210848.0876,206184.8305,229718.5706,2257.041468,2249.713087,188426.5602,266150.6849,269082.0637,241418.7401,246876.6773,226299.6811,235378.8995,300512.6224,239155.4366,203311.5766,215728.6592,205829.9669,325327.3811,257297.3306,204690.9929,176115.3321,265128.3281,267577.6029,207892.3197,166567.2201,2114.434115
11.443,1085.66785,-,188651.7271,,,11,16716.71173,71708.52783,139522.5298,125572.4472,136757.8562,4399.313726,4267.656636,104441.896,162975.954,152978.9164,150164.7391,147173.8862,116442.9741,144163.4536,181033.6835,109366.0635,120965.0116,119157.1607,110858.5725,188651.7271,158668.7273,127274.9755,102314.2495,151471.8707,166892.3117,112319.8043,88323.85853,3621.011677
11.464,828.66095,-,206349.7909,,,9,9668.898573,64699.82314,159919.6544,152356.852,163738.256,3008.429556,3055.128946,126764.6706,199508.6463,206349.7909,190069.5267,122867.8453,155672.3564,173580.5053,203540.2492,156907.7587,148502.474,143436.9843,146908.6215,126350.9273,200811.6031,141473.3722,115961.3691,191364.0456,205943.6225,169504.467,119203.0081,2623.953035
11.506,817.67841,+,549223.5238,,,11,52576.25393,169402.4604,396604.8672,248573.0092,366727.5179,4849.807375,4612.127234,257171.2192,293486.6091,260474.0314,457471.3919,346505.795,469617.6638,255052.9004,169806.5493,482837.0925,375644.8729,545788.573,549223.5238,299092.4502,256126.0981,468430.1323,57546.60394,361537.3136,434910.3536,160453.7596,405024.2627,4591.162397
11.511,947.74512,+,331864.0981,,,4,10385.58915,38887.16382,94665.12865,85247.40929,89426.32033,2306.977506,2200.783575,6833.058862,8156.890046,103933.0375,331864.0981,8183.404527,8673.616253,8014.511581,234673.039,7814.463887,7649.701012,8448.717781,8136.025794,208615.0499,95832.51838,7677.860151,6175.598684,302530.3796,61838.51099,7520.608343,5814.322022,2180.169997
11.516,838.59448,-,158163.9692,,,4,5111.599138,27376.5017,57019.87122,55937.99795,57350.66775,2613.730618,2470.022329,33957.25616,45254.28112,94673.44304,94238.30714,37297.34386,33983.18435,32949.57454,158163.9692,40539.37612,36516.72874,39587.8227,39132.19884,119817.9248,104390.0608,33606.98793,28001.78266,124451.2479,118005.9824,26218.4559,16971.56882,2615.571949
11.518,758.60742,+,1268213.645,Plasmanyl-PC O-35:2,Plasmanyl-PC,10,70194.78928,206454.087,376405.6331,417911.8944,427376.1844,1687.073585,1609.414841,178754.679,367324.1832,828311.5316,887721.2257,244194.1564,213823.1118,204207.6484,1268213.645,279150.6088,254932.631,277489.0475,247882.3262,1134220.257,805033.1306,177287.7303,122153.4337,900915.0449,940626.692,62890.0523,83867.17578,1594.340302
11.518,756.59161,-,1017343.614,Plasmanyl-PE O-20:0_18:2,Plasmanyl-PE,24,57589.27098,195430.8631,416084.0981,418670.7197,403933.2561,2568.250332,2427.042643,294196.9829,395336.0896,677431.0659,709274.468,283026.8256,271500.2434,288152.9715,1017343.614,314540.6994,263454.4523,295911.3109,301068.994,945240.2029,658926.6014,207706.6339,209411.6282,811536.0545,817108.2271,193708.0642,157779.0231,2570.059623
11.526,911.67078,+,195504.5586,,,2,16677.05279,34211.22236,31330.49407,43966.98736,31721.21522,2015.605534,1774.49709,4794.988269,5291.58922,48788.17355,195423.7121,5882.507768,5747.617833,5145.887832,179342.5881,5148.223441,4359.863771,4748.312156,5465.991088,125706.6604,65232.57974,5027.359569,4376.131606,195504.5586,41675.51092,5393.15919,4096.770526,1757.876313
11.56,868.6803,+,354652.9724,PC 42:3,PC,17,24191.25503,76217.47591,177934.4736,137389.5979,171383.995,2062.774088,1816.023302,150553.9843,198394.2839,103614.1051,102505.017,243799.7474,85992.07281,316066.0748,109760.402,109687.8303,257199.9495,354652.9724,209083.4284,102048.1701,117429.0897,80333.90153,304641.5532,115875.7922,123867.8087,312596.2883,177058.59,1799.013571
11.562,607.52747,+,233930.3701,,,7,109272.6897,233930.3701,3320.692124,3181.298372,3178.04833,24138.46273,26194.44267,15908.13346,22615.0241,37840.82987,66434.2783,71895.37051,160766.0388,71275.3289,69869.79714,83631.91688,69803.75393,54188.34636,70635.17486,65514.77945,21669.94074,90005.93883,76597.09152,183642.8777,93415.21691,51493.15642,119823.5712,1728.5182
11.567,588.5329,+,164195.7494,,,8,97735.04717,36482.71704,17538.97228,17710.73758,17345.1732,51580.99933,54301.51847,20756.10506,28275.77581,100125.0197,37994.24559,24379.56355,52841.55562,88426.89912,95674.56887,78180.41269,61344.4394,59667.33659,32181.89492,35685.74584,49485.2925,116607.23,67984.53406,42356.6773,164195.7494,63594.36469,154463.5596,1689.616501
11.567,624.60376,+,149872.7791,,,5,66788.99859,28335.94088,19674.15942,18682.90775,19024.69234,30122.90151,32194.87235,23744.12488,31197.8933,84682.76322,36088.03834,27444.0917,49837.26204,88215.18387,90823.58716,70510.12556,61036.9314,57138.17069,27940.51773,37428.37452,54700.44452,100080.0371,64570.33215,43531.03341,149872.7791,57780.74222,123212.4193,1613.5065
11.579,818.66528,+,168680.0561,PC 38:0,PC,4,8111.781874,36484.87368,72061.44573,71904.57927,101221.7973,2249.241306,1980.185153,35642.06482,38790.14948,110503.8806,152040.9668,43254.69228,17042.31728,61397.80765,136004.2711,45797.21889,32865.39553,24378.72426,10761.15802,99989.66504,126756.8578,14017.37,71851.59003,128896.6114,168680.0561,36083.88896,11454.16671,1961.637805
11.599,808.6684,-,132488.4095,,,4,6413.546394,29109.0558,71812.34439,74204.94484,83623.55677,2256.096517,2235.166356,93270.00359,132488.4095,76049.11598,70269.75025,117656.4974,80055.48401,99178.93826,61846.14256,97934.61409,71364.70032,126782.7329,116280.1522,40098.21114,58310.15952,94751.32133,87539.09087,53971.52449,77790.07233,94799.7052,55671.35156,2655.750117
11.64,842.66418,+,1144428.426,PC 18:2_22:0,PC,45,115993.5733,335086.1174,659724.7391,667305.7009,662668.2265,2268.041513,1901.907185,713654.8025,585273.0145,926673.0728,819600.2848,511852.2727,395410.0453,588791.8551,1102679.092,512641.7239,516337.3273,602478.2923,565476.3568,921266.6214,911557.4274,437355.2498,778545.7862,1115328.822,1144428.426,800103.815,527800.8752,2020.527736
11.67,814.67877,-,134954.5845,,,2,6974.669526,26283.82942,62313.03794,64874.30987,63669.64538,2101.888392,2165.377473,65721.78844,61995.25271,79697.29817,81583.3894,66744.3698,38774.49618,56520.74988,103092.017,61567.03417,54333.86244,48996.37392,48767.21238,82507.00433,74700.44092,46965.51352,64429.26017,107191.0125,134954.5845,86655.81497,35531.43959,2319.115502
11.684,671.55841,+,137134.0497,,,4,7121.838319,21928.60521,39106.42641,44123.17147,40810.96496,1875.739185,1709.459401,16953.77694,3606.686056,105978.5067,85063.40551,2199.988701,6365.589671,7945.865937,109429.0564,10379.80713,4029.201326,12658.84418,2057.71158,92307.76624,125976.7571,9537.624086,28799.48288,111419.0281,137134.0497,15691.77711,6397.734269,1856.175916
11.74,515.44672,+,97607.08274,,,2,56315.84285,72537.58993,1895.637167,1863.457056,1931.54629,13506.58019,11384.13858,15240.8331,15934.05841,23427.77048,72772.29498,78230.14341,48100.02872,74727.91981,45008.38572,86856.69657,35434.22396,47997.20979,47523.67879,86690.70296,8372.996626,59975.87926,45144.90211,80668.54764,78937.55704,64520.67374,97607.08274,1872.789195
11.747,459.38379,+,119804.9427,,,9,74748.56293,98174.1696,1754.562921,1724.77767,1787.799669,20225.12131,20233.83974,18339.75547,18166.36092,31569.44593,101282.9963,104631.706,66293.29919,91092.05405,59221.12005,105322.395,41933.77881,62285.7466,59549.13154,116429.8877,10023.76255,80981.64564,56057.28356,94610.33895,100490.7023,69403.80511,119804.9427,1733.415307
11.749,593.49146,+,262018.027,,,17,186296.6146,221814.5859,1738.209468,1708.701831,1771.136432,57279.79922,57261.0629,35290.15861,39516.1205,63285.33895,185640.3911,205343.7376,128460.2949,175714.3136,111103.2474,206458.0518,86064.04768,115991.4631,131598.4298,222115.7816,24417.95549,157440.1369,117023.8988,184096.4006,198691.9735,149225.0284,262018.027,1741.611832
11.75,908.7345,+,517255.274,,,5,20993.35474,72621.29082,132309.0872,145021.9309,154204.5165,2610.450553,2932.895807,20183.68067,2460.894787,188500.5704,517255.274,3649.455281,6665.493588,2758.576791,455381.0384,3330.184173,3340.108432,3855.89632,3671.947302,211892.7175,145795.0396,2477.218978,6922.223655,354192.0694,153879.9966,9511.055324,4335.821652,2540.136646
11.754,949.76117,+,417121.3112,,,3,16603.31446,42204.76348,66954.38905,76217.55054,64783.97026,3038.779345,3034.004249,12788.17016,2780.527234,194178.0499,417121.3112,2699.010448,2600.515607,2853.675772,387796.3015,2750.167565,2819.569692,3242.504275,3022.974097,169558.4875,98319.44305,2562.618449,5901.249613,328340.1426,88172.72584,3967.838247,3844.897922,2627.705137
11.78,932.67542,+,358422.1581,PC[OH] OH-46:7,PC[OH],13,2905.574545,37187.37939,283762.6203,282892.531,305125.9886,3296.991316,3291.810469,176234.6621,358422.1581,187268.5404,130524.291,159114.0652,155327.9959,154257.9334,126926.4379,137995.3554,152693.9656,192251.9763,156333.1082,181028.5625,323610.7772,190091.6201,217338.6631,122566.9055,96918.71365,193847.1993,85740.22925,3297.469878
11.878,827.70068,+,903894.7219,SM d43:2,SM,23,54405.63969,163549.6943,347935.2802,363778.8301,392058.9325,2991.823745,2906.321466,262528.372,381421.9566,335411.6555,338151.5182,506313.7054,375438.5381,456840.9341,315889.2641,401809.5548,491707.9361,903894.7219,448669.2033,386104.5282,361487.0119,727389.8169,499017.7967,302793.8286,347601.6673,354797.7186,364495.8133,2911.318128
11.879,550.62897,+,5653628.042,,,28,578819.7568,2590986.08,754291.4756,617909.9393,714586.6932,467220.3934,450745.5343,1000457.729,526821.1509,619229.7989,542825.379,467657.2636,463709.561,844007.2541,504038.0027,516491.6692,496836.6261,572551.1029,425106.4173,541616.0717,783396.5968,557033.223,545608.8408,532702.1622,870218.9894,499036.5201,5653628.042,371230.3658
11.959,801.68427,+,2.65E+07,SM d41:1,SM,25,2846009.279,7343916.645,1.42E+07,1.44E+07,1.51E+07,2353.283406,3511.206124,9837397.672,1.49E+07,2.21E+07,2.36E+07,1.48E+07,1.32E+07,1.22E+07,2.33E+07,1.23E+07,1.35E+07,1.13E+07,1.17E+07,2.65E+07,2.23E+07,1.15E+07,9299317.116,2.39E+07,2.65E+07,1.36E+07,1.04E+07,2378.052942
11.959,785.65326,-,887871.8542,,,24,80113.88369,256030.157,520174.2965,475519.886,521597.3263,2359.518812,2350.05587,353344.6581,527272.2329,752642.8165,813500.4551,512272.3638,446874.5969,469367.7903,834733.5776,455336.744,424260.7377,405382.0941,405579.6135,564569.0876,778787.4896,408071.3267,324575.0737,770610.7349,887871.8542,476307.5488,339147.3554,2680.710326
11.96,941.69434,-,2142958.701,,,25,202995.6392,631050.8092,1290487.946,1296351.614,1273604.735,2540.765507,2534.450642,871909.0466,1245388.19,1834460.689,1843495.165,1311693.511,1107452.455,1111183.653,1932502.365,1050752.608,1135570.667,988047.951,977939.2394,2142958.701,1798265.961,1011281.787,833314.7153,1951450.263,2030778.372,1148239.644,845762.5358,2886.629382
11.96,1099.68311,-,296476.897,,,19,24678.69227,86111.01033,170721.3188,178063.9925,190376.9722,2565.279211,2558.90342,116804.6646,189438.4731,236586.5621,236016.2722,178136.2289,158648.1804,135644.6925,269112.0649,151575.733,162908.729,135774.3653,140519.8484,296476.897,238581.0947,157343.5568,121473.116,254536.3887,268700.4017,158598.9086,113684.8485,2914.480035
11.961,1023.69751,-,599248.4788,,,24,61174.45577,191217.3062,363701.1116,376662.2727,379173.928,2651.910802,2645.319695,244517.211,363771.0757,491155.8018,527447.0718,373978.5761,338060.3311,342492.7381,521792.1309,315303.6201,342879.1239,294736.6694,299511.6885,599248.4788,489072.5878,294995.8807,249133.0805,523899.3344,562729.0386,331450.2277,245398.5785,3012.904425
11.961,1017.68042,-,514649.7291,,,23,42111.62282,140228.6466,289405.7112,290442.2353,295451.5157,2530.556354,2524.266863,192844.9586,291709.9594,396506.4721,402307.5845,298164.2056,276848.6693,245970.4746,464790.0608,253341.3386,240785.6035,233673.7408,244786.3143,514649.7291,364557.2409,244731.5794,196040.8372,424877.1449,474347.2502,271515.704,200559.0575,2875.030499
11.961,899.65265,+,464135.1596,,,24,46851.78092,152725.6308,279420.5958,277011.6568,250931.5556,2502.954604,2488.015303,201291.6031,294579.0405,396863.4236,392144.3764,304446.3412,262185.9212,258651.5158,443793.6602,247970.8996,270672.5941,245025.5546,227476.8588,403660.2823,416654.2923,238992.0541,196285.6273,464135.1596,455352.9088,263203.7302,186651.4533,2529.299507
11.961,842.67633,-,318416.702,,,12,17165.06792,68535.00796,165047.2192,163720.5265,171945.1684,2428.94868,2422.911727,115397.8837,194074.6598,213079.3301,268036.2234,193788.362,138783.3343,170703.3278,277768.4499,132163.5096,154193.188,143898.5736,137466.7708,293691.8623,234451.2257,151603.3777,129390.5921,256623.895,318416.702,160622.789,104841.9604,2759.591393
11.962,1105.70044,-,240032.8855,,,14,22433.81066,83878.79713,143893.7843,161124.9598,159241.0936,2832.983152,2825.942004,107681.5167,158747.3478,203397.6289,206969.821,153861.9955,138742.1459,131940.1903,220604.8339,122906.9079,142977.3807,132549.4925,130219.7163,240032.8855,209451.4576,134370.3771,104230.4945,214421.335,203898.0452,143028.1009,110640.2701,3218.625403
11.962,1181.68591,-,167740.1808,,,4,11999.1291,56953.85534,107644.8556,105434.7729,109792.2895,2932.863658,2925.574265,74260.35755,103026.841,136906.4887,136762.3143,114458.4626,103726.4216,93356.84383,167609.0337,98370.37211,101826.8715,88139.51153,88831.98579,167740.1808,141198.4723,97362.94329,81598.31542,150918.2999,161267.726,92100.5096,76967.96046,3332.102228
11.979,831.69495,+,678818.1662,,,21,65960.57187,124840.3986,280990.191,253974.0308,375975.7161,2511.919274,2402.36196,281655.4253,440345.3004,267953.8868,382282.7492,558538.1706,467148.2548,556260.7858,339394.4358,430956.502,374093.7742,678818.1662,483430.7309,391171.0866,323207.5216,565321.1179,256002.9978,379616.9182,400997.358,424311.5079,350888.0326,2586.930794
12,700.60156,-,636019.01,,,15,47585.24493,138817.9524,240577.6322,217918.62,230032.5898,2985.242485,6355.984469,438878.335,206090.6242,107956.399,114254.8101,201299.0603,138559.785,223788.0901,107870.4735,259619.8876,234260.0267,359084.3833,245222.9986,131210.1584,266753.5954,221183.2668,636019.01,113111.0286,105944.903,518230.1131,255117.7947,2853.245384
12.039,563.50159,+,204604.2337,,,4,100097.3742,204604.2337,4487.751412,4407.145202,4857.602415,22660.39991,24995.85607,10205.51213,9629.330391,18902.23089,44643.8819,57714.99077,126293.4631,56939.63329,47747.87152,68281.37441,60388.62422,42244.41304,56156.75252,46639.78935,8722.870322,75241.51579,60246.94727,131674.422,64530.46281,39672.1883,105414.3192,1859.631578
12.059,674.5863,-,598508.7249,,,20,43353.74907,158588.0549,336291.7056,305641.7406,299418.8388,2315.235606,2405.148504,395900.1615,199541.7867,243408.145,309541.0872,204788.4987,288296.136,363945.7127,274184.7363,261936.7163,224996.4444,322519.7871,236329.8495,293816.4124,292309.8339,174310.1308,598508.7249,297133.6659,265928.6737,474563.0325,240988.3696,2558.523614
12.068,875.71191,+,434537.668,,,4,29887.66196,62990.70358,146637.698,131069.3996,150035.1795,3569.195178,3078.792699,73296.28676,8939.461111,112313.6717,398574.4278,7395.100051,7417.252501,7961.764506,291068.5612,13848.8706,7970.941291,7526.030287,6914.930695,307855.1395,97248.81366,7573.835002,11759.08742,434537.668,71510.03204,13435.63434,6648.71385,3250.109983
12.078,809.48413,+,1.69E+07,,,27,1.69E+07,1233062.492,290444.9518,300782.9464,296156.2684,538808.5759,526065.8571,727123.1022,399958.0563,465050.853,1440660.953,1746473.191,1453560.547,741882.3981,1060058.033,1298603.018,1852681.961,635233.666,4390230.627,2101873.311,335768.3791,1163372.905,1394856.928,1645282.205,1350788.978,1281217.241,2292849.944,2160.110477
12.185,796.66779,-,218959.7321,HexCer[NS] d18:1_23:0,HexCer[NS],15,10101.5456,44181.61043,101865.563,101344.4352,100575.8751,2228.41715,2173.875538,133736.211,114725.1259,92136.56503,113736.0808,104849.377,72232.2416,76551.12455,137206.6263,90984.60132,93821.4162,113667.4462,106975.1472,115971.8407,103549.1295,94932.0778,125989.4789,120859.1925,218959.7321,157792.9418,79815.3052,2732.862979
12.187,831.69696,+,565321.1179,,,3,10009.15992,39785.39958,77132.74336,74176.64003,83451.96043,2685.462138,2388.979746,41298.40841,86421.76619,65651.11156,80674.05461,558538.1706,74096.81755,97833.14192,106773.515,95286.5308,79830.72488,100338.4137,82215.62416,75865.26292,69688.91292,565321.1179,256002.9978,147445.8623,91729.53511,68784.3565,53240.16796,2306.621551
12.205,913.68842,+,728369.5639,,,8,47804.86504,119068.8757,237484.6149,232747.5672,265330.4329,3640.684633,3255.33571,72708.1466,6633.301218,246516.0821,728369.5639,4415.310546,16448.03542,6050.793258,512942.2361,17926.22103,3543.075471,6002.913126,7594.023986,461205.5367,247881.5796,8723.797436,33908.06834,696178.3708,180039.381,27667.9895,11439.71435,3127.089939
12.206,949.76117,+,837586.3965,,,8,28141.91659,116688.848,249460.5261,218963.5369,249750.2922,3501.933609,3131.270813,61477.64856,3348.874183,254628.4023,837586.3965,4641.191284,13367.54438,3506.550817,595614.4993,23305.00829,3408.044453,8861.131657,6033.238355,510235.78,225256.4303,3921.988172,15958.39688,779801.8087,186419.6642,30179.91955,5664.270575,3007.912648
12.238,775.27344,+,301168.9492,,,11,193436.3961,189722.5499,177406.0448,161769.9545,171802.848,85764.81091,86927.12067,238916.7044,144809.0138,145202.3974,205957.3203,242562.0042,177178.2052,224277.9002,194618.3055,238989.5582,222985.2997,168142.3747,235531.8355,225232.7231,121293.87,211795.2073,301168.9492,221394.8568,257626.4584,253611.5399,254712.8036,1822.040059
12.24,772.27448,+,1531704.521,,,27,1086819.707,1010496.928,911996.766,807702.9667,832539.4199,509453.8344,452108.3889,1068052.62,754314.55,813504.3441,1129945.35,1308351.818,1006057.696,1132420.29,1054666.108,1390247.301,1180215.393,856220.3815,1155497.497,1238206.369,679199.632,1139694.202,1531704.521,1050985.273,1332169.811,1309035.846,1264852.63,5490.947153
12.262,619.52802,+,209567.8224,,,4,65453.17239,73990.00387,89425.78999,97454.21167,106341.5727,59250.12549,62613.79833,187950.2839,55468.50836,57885.84666,64256.24139,57184.78578,83438.6894,79443.64066,64604.94622,130194.493,76811.95831,103844.9614,64504.38457,46021.58327,70803.38371,61888.2467,209567.8224,61373.64736,75085.52576,178355.7977,108256.8838,29021.36618
12.306,645.54327,+,365575.5397,,,7,31730.33475,58167.23926,88649.53829,91636.77665,100258.5289,6337.196759,9372.137993,288290.8192,33743.50331,41417.87521,34652.90359,38420.10731,84246.81621,51755.38584,54493.35455,125991.2727,73264.93308,125319.7761,52091.21974,23787.99951,41319.45381,41183.18605,365575.5397,49120.65726,69497.02105,250173.8468,123907.7955,2389.664147
12.319,828.68536,+,324217.7493,Plasmanyl-PC O-40:2,Plasmanyl-PC,10,20703.93414,70772.30255,135967.3427,138840.855,143853.1872,2347.519644,2315.650558,63902.6204,121853.3637,223478.1726,198758.7942,120559.2583,91299.79196,93418.16747,324217.7493,92976.83757,88441.84379,89792.66665,86165.41511,250560.4754,208710.1898,83916.18519,71881.31222,244121.3174,222119.723,73325.43718,52418.67759,2311.118297
12.334,815.7002,+,3526694.382,SM d42:1,SM,5,358289.4273,948892.96,1946935.338,1802095.676,2356124.817,2155.550858,2050.200504,1336546.526,2160717.669,1157790.871,1487266.716,3132886.126,71529.42928,1971201.374,730327.0472,2259909.435,2359228.927,3130649.49,2280531.068,1336174.084,1488823.609,3526694.382,2110699.874,591834.991,1463431.569,1725192.009,1590143.588,2154.846781
12.353,803.69574,+,193587.0278,,,2,12849.41764,40500.87109,88074.72733,108038.5877,138169.3079,2484.198238,2291.877208,115206.282,112638.2988,113748.0576,121753.0862,141417.9205,88985.7179,125174.2881,183013.4081,90766.39187,73268.05821,133492.3332,106604.3888,138155.3884,84831.4827,40494.52916,70198.30749,193587.0278,140201.4209,122763.9884,84430.81248,2475.236549
12.354,760.62476,+,139117.3814,,,5,7202.616317,25980.89241,59444.45559,52966.49348,51038.538,1824.66078,1660.467306,21824.40975,38214.23979,91777.33409,98077.2108,8433.354911,38569.31827,26231.37964,139117.3814,32186.86311,32188.71367,49839.38761,55886.77241,106394.9534,88658.86125,22766.26109,19510.91194,76082.05702,114163.4796,7000.901628,20103.33263,1824.064783
12.402,841.71716,+,166234.1227,SM d44:2,SM,2,7243.760431,37092.16232,88496.62795,80638.24032,82661.34904,3068.584294,2802.090023,68854.87105,112238.0543,69234.77805,70398.9286,166234.1227,100369.1225,131416.0633,70333.57064,100992.7446,107144.0913,155739.5112,109848.2513,52561.64162,50764.03026,130610.103,76711.58888,53085.77088,65038.80782,69373.6412,78118.231,2941.870372
12.451,910.74976,+,1219720.615,,,9,94201.54051,212830.0984,312204.6941,427872.2405,344147.7242,3340.546194,3055.748813,67368.17902,10864.27922,568882.1837,1195727.922,12499.35313,45883.33037,16242.95642,1219720.615,43477.20513,12990.13916,20916.57119,15228.44249,811173.124,365975.9618,11751.58499,66260.36595,1148551.429,444907.3402,68824.98029,13965.58749,3278.805761
12.458,951.77631,+,1277397.328,,,7,56457.85358,159904.7172,317784.6284,438781.5731,341648.2404,3159.664441,2890.288086,64807.39914,13678.51192,627127.1917,1273645.76,14174.09521,39977.33289,33578.94962,1277397.328,42406.96425,17885.38148,33072.45841,20484.10393,600739.5683,414775.4414,11115.2677,50051.90958,1203459.597,410995.3216,80897.67924,25805.33836,3101.26709
12.479,815.70026,+,2.18E+07,SM d42:1,SM,25,2577999.452,7505239.147,1.58E+07,1.49E+07,1.54E+07,2255.37015,2133.096259,1.16E+07,1.79E+07,1.85E+07,1.80E+07,1.97E+07,1.55E+07,1.70E+07,2.15E+07,1.61E+07,1.50E+07,1.66E+07,1.59E+07,2.18E+07,1.99E+07,1.76E+07,1.16E+07,2.07E+07,1.99E+07,1.29E+07,1.12E+07,2228.595862
12.48,955.70996,-,1994916.978,,,25,218954.1563,671241.2324,1486128.32,1332883.947,1342698.734,2709.161457,2809.460755,1011145.105,1664029.248,1644176.294,1688401.053,1685301.507,1375699.007,1524354.964,1957291.315,1495370.395,1313664.029,1545097.307,1381681.087,1994916.978,1882699.97,1496131.23,1003922.329,1722316.226,1777407.146,1226495.699,1040099.855,3176.517828
12.481,799.66888,-,744875.2245,,,24,76768.35907,223260.1338,506816.0603,545666.6901,495028.8236,2608.062524,2704.61891,341811.6204,616347.0921,625641.6074,612670.7308,672081.2047,520652.1996,556499.2618,730411.2938,544398.2538,493753.9517,572807.0121,525037.0063,741180.9428,744875.2245,578558.0358,367416.7736,668915.7808,674084.1678,431952.3044,367306.889,3057.978358
12.481,1031.69604,-,434087.4293,,,24,42276.14244,146186.0727,302207.5292,307707.0251,296330.4062,2660.840046,2759.350376,213767.5702,362359.5505,360600.5929,339684.1232,379469.5376,303527.2067,333486.5701,428481.0295,303805.6635,286292.2427,345129.8068,325988.1568,430237.3587,434087.4293,322287.2259,237826.9292,373392.3406,398368.2457,250592.4892,220150.9821,3119.86051
12.481,913.66846,+,428011.5054,,,10,51921.84001,169130.6584,302042.4053,293413.7227,331827.9456,2434.613024,2305.21289,240000.3672,335609.6371,343585.5892,309760.8638,396635.086,304957.8448,305313.986,428011.5054,312673.7596,268009.8251,328187.3057,276913.5762,400186.8515,354632.455,360488.5651,250164.6331,358888.1766,367928.0253,243826.1304,230573.1084,2405.710881
12.482,1037.71289,-,595297.5743,,,24,68931.86491,210853.9465,387367.3623,402350.9593,386657.6377,2823.501251,2928.033668,310842.4899,495272.3472,506713.0267,451231.2706,479568.3144,411943.5613,432695.9054,595297.5743,389571.0247,412954.7873,460989.2795,402931.3267,554480.0655,527699.0996,458578.6667,325878.8612,489763.8663,540036.8982,365975.4984,306563.5595,3310.582335
12.482,1113.69849,-,264166.6821,,,22,23276.7791,90082.64646,181633.4319,184955.0924,170967.6477,2825.784777,2930.401734,137373.5864,222591.7893,224329.9898,208080.559,239696.5857,195420.808,183864.6628,241786.8433,187702.2499,182588.967,214112.3795,198113.4086,260810.3559,264166.6821,193898.3204,150585.8641,227408.3224,238256.303,152758.2842,139021.6876,3313.259791
12.482,1119.71667,-,241335.2917,,,19,24573.47252,95898.01099,151455.514,175827.755,177933.5156,2953.749413,3063.103912,133452.0332,198849.6997,212075.6744,201741.9277,202922.4136,169231.3371,185364.3337,241335.2917,186066.6149,173876.6526,209252.1608,172118.7226,235336.2512,216376.6398,202350.8241,134242.4001,208695.6054,219840.3988,142812.6526,150898.3774,3463.299556
12.483,908.67279,+,432456.9896,PC[OH] OH-44:5,PC[OH],2,7583.873418,37634.15026,373369.1619,381618.4021,374462.8968,4201.423221,4340.242802,180921.883,432456.9896,146050.2344,112337.1957,210642.4372,188696.0811,157384.0711,84986.17396,151116.0135,193924.1756,193831.2483,208122.9955,177617.2746,314753.031,156168.4573,175398.9599,128930.6968,92664.03763,187122.0405,70804.61074,3790.884731
12.483,856.69232,-,226128.5425,,,17,13346.60164,64851.98099,133909.787,153891.469,146547.8897,2582.351789,2677.956305,110154.9573,160478.0746,162997.5798,151533.168,182027.4624,149467.9644,145121.5768,186485.369,174594.414,129067.5326,157540.3201,156350.5945,226128.5425,192795.2706,169953.8588,91068.71422,173976.7369,175410.8933,114117.7276,96099.49161,3027.832274
12.485,1195.70007,-,164483.6117,,,4,11226.84847,60002.61784,109020.1615,127799.5852,126228.4281,2937.8333,3046.598548,94377.78982,132999.3738,141018.4169,125451.0708,140536.0623,114498.1481,121575.0906,149009.8696,121702.1752,133176.3592,138040.3539,124857.6069,155384.6264,152430.9186,129632.0622,91588.22247,143086.2735,164483.6117,97720.06926,87172.66827,3444.63776
12.529,884.7334,+,463458.4691,,,3,23023.47627,102139.848,149835.1769,179155.6452,180130.9538,3978.576374,4110.032853,42806.78138,11894.79814,202041.7992,463458.4691,13684.96514,42994.36004,13463.68416,446751.8183,56527.61945,11089.2754,14467.45015,15392.49416,222252.6922,142744.8015,12866.26829,116131.7637,381332.653,147440.0286,126570.8897,9878.996017,3589.813174
12.539,706.63617,-,797966.2621,Cer[NS] d18:1_24:1,Cer[NS],68,47221.83627,158691.5466,361354.7449,365594.4033,378497.1256,2268.194036,2333.738066,588701.5889,388155.837,265794.182,265944.4469,342966.5053,502305.7232,437581.673,262284.5909,501172.0428,356029.5776,681493.559,479889.1178,353290.9055,255442.702,411633.9852,797966.2621,176964.2967,265642.5772,544018.6421,350046.8059,2638.641796
