Retention Time (min),Quant Ion,Polarity,Area (max),Identification,Lipid Class,Features Found,Filter Status,20210729_AJ_Toh_RatBloodGlucose_ExtractionBlank.raw (F1),20210729_AJ_Toh_RatBloodGlucose_SolventBlank.raw (F2),20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),20210729_AJ_Toh_RatBloodGlucose_T1060M_20210325_8wk_RBG.raw (F4),20210729_AJ_Toh_RatBloodGlucose_T1060M_20210329_9wk_FBG.raw (F5),20210729_AJ_Toh_RatBloodGlucose_T1060M_20210401_9wk_RBG.raw (F6),20210729_AJ_Toh_RatBloodGlucose_T1060M_20210405_10wk_FBG.raw (F7),20210729_AJ_Toh_RatBloodGlucose_T1060M_20210408_10wk_RBG.raw (F8),20210729_AJ_Toh_RatBloodGlucose_T1062M_20210322_8wk_FBG.raw (F9),20210729_AJ_Toh_RatBloodGlucose_T1062M_20210325_8wk_RBG.raw (F10),20210729_AJ_Toh_RatBloodGlucose_T1062M_20210329_9wk_FBG_QC1.raw (F11),20210729_AJ_Toh_RatBloodGlucose_T1062M_20210329_9wk_FBG_QC2.raw (F12),20210729_AJ_Toh_RatBloodGlucose_T1062M_20210329_9wk_FBG_QC3.raw (F13),20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),20210729_AJ_Toh_RatBloodGlucose_T1062M_20210405_10wk_FBG.raw (F15),20210729_AJ_Toh_RatBloodGlucose_T1062M_20210408_10wk_RBG.raw (F16),20210729_AJ_Toh_RatBloodGlucose_T1074M_20210322_8wk_FBG.raw (F17),20210729_AJ_Toh_RatBloodGlucose_T1074M_20210325_8wk_RBG.raw (F18),20210729_AJ_Toh_RatBloodGlucose_T1074M_20210329_9wk_FBG.raw (F19),20210729_AJ_Toh_RatBloodGlucose_T1074M_20210401_9wk_RBG.raw (F20),20210729_AJ_Toh_RatBloodGlucose_T1074M_20210405_10wk_FBG.raw (F21),20210729_AJ_Toh_RatBloodGlucose_T1074M_20210408_10wk_RBG.raw (F22),20210729_AJ_Toh_RatBloodGlucose_T1076M_20210322_8wk_FBG.raw (F23),20210729_AJ_Toh_RatBloodGlucose_T1076M_20210325_8wk_RBG.raw (F24),20210729_AJ_Toh_RatBloodGlucose_T1076M_20210329_9wk_FBG.raw (F25),20210729_AJ_Toh_RatBloodGlucose_T1076M_20210401_9wk_RBG.raw (F26),20210729_AJ_Toh_RatBloodGlucose_T1076M_20210405_10wk_FBG.raw (F27),20210729_AJ_Toh_RatBloodGlucose_T1076M_20210408_10wk_RBG.raw (F28),20210729_AJ_Toh_RatBloodGlucose_T1082M_20210322_8wk_FBG.raw (F29),20210729_AJ_Toh_RatBloodGlucose_T1082M_20210325_8wk_RBG.raw (F30),20210729_AJ_Toh_RatBloodGlucose_T1082M_20210329_9wk_FBG.raw (F31),20210729_AJ_Toh_RatBloodGlucose_T1082M_20210401_9wk_RBG.raw (F32),20210729_AJ_Toh_RatBloodGlucose_T1082M_20210405_10wk_FBG.raw (F33),20210729_AJ_Toh_RatBloodGlucose_T1082M_20210408_10wk_RBG.raw (F34),20210729_AJ_Toh_RatBloodGlucose_T1091M_20210327_8wk_FBG.raw (F35),20210729_AJ_Toh_RatBloodGlucose_T1091M_20210330_8wk_RBG.raw (F36),20210729_AJ_Toh_RatBloodGlucose_T1091M_20210402_9wk_FBG.raw (F37),20210729_AJ_Toh_RatBloodGlucose_T1091M_20210406_9wk_RBG.raw (F38),20210729_AJ_Toh_RatBloodGlucose_T1091M_20210410_10wk_FBG.raw (F39),20210729_AJ_Toh_RatBloodGlucose_T1091M_20210413_10wk_RBG.raw (F40),20210729_AJ_Toh_RatBloodGlucose_T1092M_20210327_8wk_FBG.raw (F41),20210729_AJ_Toh_RatBloodGlucose_T1092M_20210330_8wk_RBG.raw (F42),20210729_AJ_Toh_RatBloodGlucose_T1092M_20210402_9wk_FBG.raw (F43),20210729_AJ_Toh_RatBloodGlucose_T1092M_20210406_9wk_RBG.raw (F44),20210729_AJ_Toh_RatBloodGlucose_T1092M_20210410_10wk_FBG.raw (F45),20210729_AJ_Toh_RatBloodGlucose_T1092M_20210413_10wk_RBG.raw (F46),20210729_AJ_Toh_RatBloodGlucose_T1093M_20210327_8wk_FBG.raw (F47),20210729_AJ_Toh_RatBloodGlucose_T1093M_20210330_8wk_RBG.raw (F48),20210729_AJ_Toh_RatBloodGlucose_T1093M_20210402_9wk_FBG.raw (F49),20210729_AJ_Toh_RatBloodGlucose_T1093M_20210406_9wk_RBG.raw (F50),20210729_AJ_Toh_RatBloodGlucose_T1093M_20210410_10wk_FBG.raw (F51),20210729_AJ_Toh_RatBloodGlucose_T1093M_20210413_10wk_RBG.raw (F52),20210729_AJ_Toh_RatBloodGlucose_T1101M_20210327_8wk_FBG.raw (F53),20210729_AJ_Toh_RatBloodGlucose_T1101M_20210330_8wk_RBG.raw (F54),20210729_AJ_Toh_RatBloodGlucose_T1101M_20210402_9wk_FBG.raw (F55),20210729_AJ_Toh_RatBloodGlucose_T1101M_20210406_9wk_RBG.raw (F56),20210729_AJ_Toh_RatBloodGlucose_T1101M_20210410_10wk_FBG.raw (F57),20210729_AJ_Toh_RatBloodGlucose_T1101M_20210413_10wk_RBG.raw (F58),20210729_AJ_Toh_RatBloodGlucose_T1102M_20210327_8wk_FBG.raw (F59),20210729_AJ_Toh_RatBloodGlucose_T1102M_20210330_8wk_RBG.raw (F60),20210729_AJ_Toh_RatBloodGlucose_T1102M_20210402_9wk_FBG.raw (F61),20210729_AJ_Toh_RatBloodGlucose_T1102M_20210406_9wk_RBG.raw (F62),20210729_AJ_Toh_RatBloodGlucose_T1102M_20210410_10wk_FBG.raw (F63),20210729_AJ_Toh_RatBloodGlucose_T1102M_20210413_10wk_RBG.raw (F64),20210729_AJ_Toh_RatBloodGlucose_Water_R1.raw (F65),20210729_AJ_Toh_RatBloodGlucose_Water_R2.raw (F66),20210729_AJ_Toh_RatBloodGlucose_Water_R3.raw (F67),
1.291,626.34698,-,1.32205005E7,,,62,Adduct of existing identified peak,8083.057767,7399.152766,2727297.946,3257633.393,1497385.949,3384483.48,2319067.949,3041034.952,1990568.392,4841481.811,737274.8996,3216230.749,1.32205005E7,3920327.852,1340386.545,2293729.095,3499343.052,2576866.993,2357834.979,3408195.709,2857699.485,2279749.369,2344012.823,1819240.389,3238575.516,1568451.266,826591.7625,2327790.441,2652010.679,2808719.906,1724102.124,2278595.467,2137200.476,1551427.772,2104023.23,3969880.337,5163662.665,3404949.547,2421363.991,1927295.06,2314670.847,3953187.457,2008649.986,2232202.291,2307448.253,2768267.712,1672935.771,2314746.339,2916704.618,4009975.862,1903511.966,2036577.983,2049534.301,4116934.554,2503911.762,3049821.82,3153636.165,3606964.602,2236703.08,2005755.776,2873320.963,2627022.739,3797753.336,1110038.444,9793.472129,8744.233513,7973.848006,
1.291,552.30963,-,4577808.951,,,60,,7451.531521,6821.05976,951834.6303,1111953.585,499628.3654,1677677.386,764621.504,1037200.306,712658.0103,1680670.608,192241.9812,946622.2925,4577808.951,1258758.17,425454.217,751521.0169,1185279.928,892171.7092,794209.3698,1060592.837,938906.5225,601649.962,805578.3128,636039.5922,1145069.104,502231.8456,228609.0584,805933.3118,832808.0287,1228224.423,580932.4505,832612.8069,764989.97,472994.6059,718732.2684,1475901.462,1622450.521,1149811.19,810697.5434,406481.3038,780639.2134,1016393.134,691920.852,566450.559,783791.4631,1012547.654,543473.8579,762519.9877,900258.7862,1335640.971,627834.5483,531043.7362,709496.7337,1312807.79,911084.9934,1093422.725,1050434.725,1224147.341,803831.7568,539992.8099,1011143.977,821240.4164,1202925.672,308552.4924,9028.311856,8061.049856,7350.854277,
1.291,609.33142,-,2297117.004,,,53,,7695.998228,7044.842215,349404.4234,665681.5034,192025.5958,579493.3053,340125.7967,377847.5016,425993.7321,604072.5097,25566.12584,403604.163,2297117.004,541807.7469,161388.8536,438726.4754,497911.721,329037.4851,352226.8848,487828.6493,406055.9267,298388.5873,314492.8082,256605.0187,579663.429,190721.4173,47049.86062,341254.3888,316113.5933,368104.3657,240687.3911,335678.1923,328457.8618,197749.3378,265041.7834,550187.4499,728295.55,407854.5485,440217.1374,289068.8268,301114.7141,469535.7203,251966.6522,336682.2515,297640.7925,346020.6616,216189.7995,352786.8268,520079.6335,656534.2019,268021.9343,331945.5663,331340.5825,581529.0909,381061.875,360664.1823,437757.0259,529499.3277,306766.2775,267651.0847,558626.8797,461990.3961,508067.3445,147500.3462,9324.508909,8325.513384,7592.018008,
1.301,1087.672,+,1.340949292E7,,,45,Dimer,7250.996334,6898.560289,234818.4535,1695411.402,681070.3194,2214734.906,936917.7651,1999872.896,202225.2472,4021834.223,489822.8692,1969477.856,1.340949292E7,3305162.501,541555.3693,1390567.176,1533516.27,1478450.567,759857.9836,2181761.174,690269.2947,1808472.684,522113.6975,1438247.569,1085585.7,1480518.439,515358.2924,2010381.438,448373.2887,1279115.679,185769.9855,1622746.234,616165.7998,1203214.636,272175.9726,2120103.396,4349092.794,2870310.835,628952.8138,987568.1619,720825.578,2514519.707,945525.7825,1450524.293,418145.4879,2405551.728,355894.4626,1878099.251,752495.6455,4080051.524,553537.5222,1356213.634,328256.867,2900909.286,946725.4212,2697634.135,1058606.484,3072724.546,628855.5637,1753894.951,1268819.433,2287372.539,1852942.155,1115930.071,7619.438097,7405.56126,7034.369052,
1.312,500.27866,-,1864536.89,LysoPE 20:4,LysoPE,54,,8258.173963,7518.306227,319557.2897,358171.6656,209184.4703,526046.5378,277424.7692,397456.8618,206887.1484,434809.4673,96931.9863,542656.6685,1864536.89,652165.4791,279052.6601,367260.7235,292734.5166,267373.4921,493114.423,426621.1531,350304.1441,264696.7376,596650.1701,442404.9698,635217.9779,450584.0389,237456.7832,572271.5126,299769.77,407201.6497,229840.4805,497497.0012,317707.4395,237863.3583,191929.1133,313809.026,700929.8379,532682.0598,273398.2892,238389.9196,239809.5479,607447.9245,285409.4751,293570.2734,415989.8701,376427.4834,276371.2818,288380.0945,677933.3796,646360.7124,406711.3019,380391.2224,393257.9992,352035.4561,469085.8346,534635.4085,519052.1842,496095.9778,552831.0475,440405.5116,716262.5768,688066.1932,891713.7908,340950.1754,10005.64376,8906.853535,8419.741858,
1.327,482.32388,+,8291438.198,LysoPC 15:0,LysoPC,68,,8411.087981,8181.330247,1679744.019,3557309.285,1206732.739,3598055.685,2195058.599,2416169.442,1317039.18,4028975.795,1796380.57,2128649.068,8291438.198,4088636.064,1077202.337,2477648.746,3197349.425,850631.8657,3248317.238,4201221.404,3227796.434,1842336.002,1868007.199,1945890.089,3570320.539,1580234.501,1934528.935,2782669.883,2016337.113,3090918.323,1453164.073,2428382.171,1989568.326,1475705.478,1488461.365,3727800.28,4640165.297,4570076.544,2706556.267,1970985.994,1884868.548,3511030.922,1805555.121,1821954.821,2218797.039,2888889.452,2200861.136,2903081.475,4573932.211,5782440.74,2339753.078,2899720.419,1562631.191,3442324.724,1709957.888,2856439.394,2713599.79,4270949.314,1720340.892,1816072.418,2472890.914,2413659.654,2485595.942,1704233.785,9036.253472,8540.113093,8323.842995,
1.329,582.29535,+,9142124.794,,,52,Adduct of existing identified peak,9006.767548,8617.122351,1789677.825,1701118.5,1206788.97,1054512.486,1617036.714,1286691.227,956742.6591,1951563.78,1177322.188,2295083.617,9142124.794,2407246.893,1019139.726,1081219.005,2059625.977,1443643.98,2218498.638,1791941.924,1906115.774,978928.1383,1421202.983,664463.4205,2408471.28,1055141.513,1006923.459,1226732.457,2251061.549,880945.0114,1000313.674,1032581.056,1127063.708,573278.7932,1166826.291,1315332.301,3721401.237,2261810.058,397885.7086,859385.0182,1205694.865,1903559.582,1267749.831,721348.1067,1654182.128,2251205.44,1187733.466,1610269.4,1342743.434,2173697.307,1214292.895,691078.844,1123682.804,2476996.74,1395614.905,1295066.851,2207896.775,1532471.577,1720536.144,541182.6301,2054668.318,1261371.267,3017125.146,637875.1778,9517.584477,8995.016359,8803.945891,
1.334,544.33984,+,1.420180326E8,LysoPC 20:4,LysoPC,124,,9301.157948,8898.777016,3.083067938E7,4.57263442E7,2.407419774E7,4.972596656E7,5.43708955E7,3.370245837E7,3.038342592E7,5.061246573E7,3.448246274E7,4.068202911E7,1.420180326E8,5.337334771E7,2.649415595E7,3.209168664E7,4.426905462E7,3.885214079E7,4.594779957E7,4.39270603E7,6.430309521E7,2.675980746E7,2.459240044E7,2.405924663E7,5.407474096E7,2.234964976E7,3.706314446E7,3.45575132E7,3.943316964E7,2.938683156E7,2.913840278E7,3.254050732E7,3.870047966E7,1.976482998E7,2.418896633E7,4.260407898E7,5.252940413E7,5.423286553E7,5.865483339E7,2.263034586E7,3.298184638E7,4.061055055E7,3.827533425E7,2.621716542E7,4.076944124E7,4.123946548E7,3.176150668E7,2.817911519E7,5.484950557E7,5.947473786E7,3.078642043E7,3.061423904E7,2.289842133E7,4.924224021E7,3.512158572E7,3.618229508E7,5.351109946E7,5.028866443E7,3.935482148E7,2.288696509E7,4.677274734E7,3.685116133E7,6.45341614E7,1.940708269E7,9828.671167,9289.022667,9091.706971,
1.334,585.33185,-,2104800.288,,,50,Adduct of existing peak,9387.719408,8603.301678,255949.7579,594320.5164,278653.5524,651469.3895,646360.3328,469860.2667,270416.7093,580665.5593,26506.73116,578178.4077,2104800.288,633279.6693,312395.9081,599745.6094,475408.9941,459340.9004,558690.1183,571749.2622,752356.5888,344850.2511,270024.4012,305874.9464,721909.6893,335427.3743,48557.80626,490462.3933,406227.0956,445969.2297,392558.5445,479491.437,483695.8149,271029.2048,235502.4643,522354.188,827678.1822,541824.0723,639141.9078,365644.2138,152740.9516,511049.5981,390959.4226,352280.4258,508144.3747,441087.2081,330945.7833,318110.6748,724887.0972,639257.9137,430484.5566,457600.5974,286798.0223,667588.7169,462963.954,488205.2067,573280.0862,598859.4778,499405.6392,362315.2354,849774.7488,663488.403,1023581.392,201002.3742,11449.59638,10192.23554,9634.826923,
1.336,602.34711,-,1.310590939E7,LysoPC 20:4,LysoPC,62,Redundant Identification,9937.557947,9107.196886,1906869.515,3240520.327,1932269.497,3823443.345,4163313.053,3258274.745,1330744.842,4362015.423,768661.7123,4554921.763,1.310590939E7,4889539.691,2568191.336,2980862.079,3182681.398,3386001.396,3681799.049,3847607.842,4492388.143,2814243.667,2000221.072,1986975.274,3705918.885,2461998.786,1220977.834,3467804.529,2900092.379,2973960.391,2559005.938,3045716.605,3079397.969,1876346.633,1797776.336,3427047.023,5736354.6,4374559.9,3667698.854,2506080.576,2327733.988,3880269.676,3033382.919,2397620.608,3831596.696,3550872.45,2371498.666,2122572.98,3802418.895,4452254.153,2610638.515,2623785.384,1744697.795,4190318.153,2945982.718,3798047.515,3886394.429,4159397.721,3342027.401,2778301.953,4144567.19,3662349.628,5822629.421,1499938.955,12120.19902,10789.19458,10199.13854,
1.336,528.30994,-,5614441.198,,,62,In-source fragment,9850.852649,9027.736496,915111.4873,1505586.601,915242.5479,1849854.082,1887469.6,1516757.476,632780.4322,2277053.283,340379.0132,2042621.24,5614441.198,2245234.889,1157093.606,1421190.004,1462019.335,1583066.291,1562899.634,1713209.766,2116620.689,1236385.19,906639.04,925631.1258,1810269.879,1195072.327,551331.94,1583717.931,1243485.034,1336190.347,1255708.82,1440905.538,1565992.147,830705.0484,828085.9267,1540793.087,2629432.877,1978798.309,1709501.345,1156340.701,1059300.015,1709260.657,1395605.157,1134301.602,1751195.006,1428433.352,1093224.221,1016745.012,1876201.747,2114440.07,1231350.056,1255950.983,827922.2945,1882801.334,1444314.563,1773272.806,1758347.095,1956802.555,1552637.601,1200022.573,1980153.296,1691546.515,2657591.538,708128.9845,12014.45015,10695.05874,10110.15095,
1.337,476.27899,-,1880982.979,LysoPE 18:2,LysoPE,53,,9039.398651,8284.085857,202804.8328,822428.0137,166510.1127,1429212.387,185411.1906,957378.4543,108149.8878,1019633.581,62226.04692,390091.0021,1183828.824,1444450.639,204660.667,940947.389,459554.7294,578097.2542,374127.3926,1151854.97,353726.1762,706273.9067,445659.7657,964554.8343,420209.0023,986891.1806,163052.1858,1340405.854,176858.1579,973123.5897,161661.278,1202569.872,169381.6573,623281.9826,142275.7694,681290.397,1204601.512,1538653.961,243021.2651,732560.3604,174080.3752,1731200.462,250673.7415,846335.9409,333996.5859,1071692.927,279305.975,639608.4853,743372.3099,1663262.9,343334.5883,981547.8805,213550.9465,796217.9127,292761.7319,1482292.493,294868.0298,1493324.728,399502.5596,1021352.62,456361.2774,1880982.979,677707.5691,1133353.857,11024.772,9814.064122,9277.337519,
1.351,502.33035,+,5790068.481,,,45,Adduct of existing peak,9622.331401,9182.159789,797976.6099,4232894.715,741648.3699,4852158.214,1483947.235,2882372.479,1010902.464,2460191.551,978833.3835,1382244.231,5790068.481,5175540.297,1016739.532,3051933.966,2555029.916,403608.6036,1427621.968,4216012.635,2130684.464,2135851.204,924618.5107,2231239.905,1933267.848,2115005.484,1310435.436,3043201.867,1236235.772,2954429.659,950705.5454,2856276.693,1112782.552,1862953.524,937257.1156,3918148.678,4250937.748,5208666.2,1698777.925,2043734.608,984954.3753,3486698.478,1061779.763,2493885.528,908844.1445,4290931.487,1164859.422,2279516.8,2252255.186,5040385.676,1254323.292,2552856.338,733979.7323,5093467.323,1053827.532,4832322.652,1599677.495,5051660.279,1279280.247,2565085.072,1284026.425,3522270.128,1952803.419,1977155.987,10168.0599,9584.116239,9702.551109,
1.353,558.29535,+,4.657250987E7,,,62,Adduct of existing identified peak,10705.0048,10241.89151,6667530.518,2.144792896E7,4701269.939,1.399817326E7,5805732.678,1.510840279E7,4085168.976,2.79764408E7,4895757.61,1.023843319E7,4.657250987E7,3.557528136E7,4487855.258,1.313070263E7,1.696416394E7,1.368531902E7,1.060094638E7,2.393372184E7,9579696.889,1.361550784E7,8383229.077,9999256.608,1.203055041E7,1.329473415E7,4896873.272,1.859151665E7,9659074.96,1.35513937E7,4574283.526,1.543881136E7,4398672.355,8425007.89,5388830.968,1.843115304E7,4.025115407E7,2.938043792E7,6155130.609,1.059951529E7,5096275.25,2.415603888E7,5050902.751,1.055767957E7,7568964.143,2.562112063E7,6285876.832,1.349829783E7,7357518.219,2.641672775E7,5556214.982,8748471.542,4851336.833,3.050846253E7,5469053.521,2.410276133E7,8827816.314,2.363244519E7,7272481.43,8666944.271,8100887.771,1.788736802E7,1.315966171E7,8266007.791,11312.13689,10691.03791,10794.25056,
1.354,520.33997,+,6.136360969E8,LysoPC 18:2,LysoPC,126,,10168.01907,9702.885091,1.080926483E8,4.395011793E8,8.795669197E7,5.172590595E8,1.767250317E8,3.281280949E8,1.172095431E8,5.45240067E8,1.300075894E8,1.528700602E8,6.136360969E8,6.056710447E8,1.111081528E8,3.352552379E8,2.990494268E8,3.723147375E8,1.95351141E8,4.832516603E8,2.550794996E8,2.666258365E8,1.207401214E8,2.549442936E8,2.308489555E8,2.266635784E8,1.509133607E8,3.676809182E8,1.478759285E8,3.227618409E8,1.159193702E8,3.630836527E8,1.284395371E8,2.162079466E8,1.008299919E8,4.464017714E8,4.764006476E8,5.752273126E8,2.158734921E8,2.314743371E8,1.163262963E8,4.341863432E8,1.254344018E8,2.868410204E8,1.621136834E8,4.127579654E8,1.510977426E8,3.021155119E8,2.603879731E8,5.791256983E8,1.379568915E8,2.90435993E8,8.945818283E7,5.063607861E8,1.338975434E8,4.916935634E8,1.988309556E8,5.744338655E8,1.476490767E8,2.648736067E8,1.747644301E8,4.206712635E8,2.451954585E8,2.225722329E8,10744.69614,10127.63671,10252.78809,
1.355,561.33191,-,1.020007779E7,,,61,,10329.57715,9414.24961,1124698.463,7562612.099,1064107.407,8549593.944,2385993.445,5819046.497,1207749.763,7897736.534,29005.25785,2592843.053,8905098.653,9753873.609,1565503.062,7546855.379,3975398.375,5101512.809,2581594.758,7842419.412,3203164.458,4681958.357,1508037.138,3690595.167,3462746.773,4260229.139,327143.6857,6663000.255,1518528.41,6245856.913,1537054.941,6783423.626,1801464.204,3743960.748,1008968.828,6271970.345,1.020007779E7,7418600.273,2788834.067,4750830.8,1209455.808,6917336.183,1481319.142,5107521.625,2252290.018,6171849.25,1707232.178,4223641.615,3786987.13,7353618.714,2135731.752,5436449.398,1227533.687,9304780.294,1942004.729,7875149.456,2325683.577,8727937.415,2094001.193,5739942.306,3097081.909,9196799.465,4161226.448,3124655.253,12528.83629,11152.95652,10629.88736,
1.356,1039.67236,+,4.479105078E7,,,62,Dimer,6877.4608,6562.852741,1241596.988,1.702691544E7,3108843.407,2.874128545E7,4081785.281,1.798729828E7,788301.922,4.373205958E7,2505711.641,7381583.129,3.046161193E7,4.479105078E7,3932453.226,2.027497433E7,1.035458149E7,2.273395721E7,4469076.132,2.861171042E7,5853510.265,1.960544999E7,2436945.793,2.263585746E7,5601852.174,2.046397708E7,3022251.218,2.576146149E7,1956384.365,1.575346645E7,2613544.0,2.351053314E7,2868309.12,1.341158587E7,925124.353,1.854333528E7,3.906110451E7,3.855668667E7,3400139.243,1.250053995E7,2846730.343,2.605398057E7,3543944.826,1.792441473E7,3904103.488,2.739599236E7,3319870.428,1.8624247E7,5233708.389,3.884970732E7,3417945.106,1.602661305E7,1427629.81,3.371371025E7,3669243.269,3.816905387E7,4255297.638,3.836273662E7,3282716.913,2.123053137E7,6099811.458,3.2678135E7,8895012.528,1.751787783E7,7267.514545,6850.146913,6722.58859,
1.356,865.34076,+,1287564.99,,,28,,9642.21168,9201.130649,94460.26577,621691.0436,151889.2293,841041.9958,239944.3019,471563.1976,84686.6202,790691.7041,170858.8796,291351.4579,920883.3128,995689.7449,217421.1047,1016160.958,379157.0601,481349.5925,384313.9814,765156.2691,346488.1482,513863.4906,233425.1754,718027.0737,246554.5844,433513.5717,121392.4842,955415.9135,161628.5358,321568.4951,220876.6701,579910.3943,394836.073,570206.8873,183619.8871,528192.5949,882065.8219,755629.4493,204416.7601,618456.8223,187166.4266,688639.4571,134260.4338,842121.6371,252009.2368,601361.8091,255660.33,375079.31,317341.7365,857641.1817,300882.7397,1287564.99,100280.281,556435.5387,360684.6487,711069.5509,152645.9391,843620.4354,255403.7338,791860.0638,388424.3087,935016.8405,179788.91,506666.1593,10189.06769,9603.917563,9722.597126,
1.358,868.3468,+,1285236.1,,,60,,8435.454145,8049.575994,63711.28588,434432.8894,109561.927,1285236.1,101400.6121,921077.9741,74087.78453,1168972.769,149475.2751,138215.6404,715193.5651,1237382.608,86114.61656,658663.4339,444904.625,780459.2521,395925.6643,553287.1374,284383.1002,530263.1453,139110.0128,473436.1892,316048.7378,542971.1172,106199.7774,671025.4949,85832.21103,352295.7503,148966.8261,1019564.972,182963.9187,598696.3186,77934.19805,586259.3007,861606.1889,1016865.611,464790.2803,768502.5336,136097.5418,1062825.679,166144.929,1053610.82,331244.2098,1041654.986,346560.1822,593723.1699,453304.8194,1127162.399,375772.7439,538175.848,153102.3478,1124656.596,397155.5538,1245110.79,133541.7498,964860.3353,221177.0768,403354.6176,374803.5471,798887.4341,461544.3304,769843.3132,8913.869155,8401.952675,8505.779063,
1.358,1097.6814,-,900321.7175,,,32,Dimer,7141.948473,6509.084029,14791.94506,297227.656,33928.93439,485780.7172,62987.61254,383751.0155,15735.48086,797131.4215,20054.45664,148578.7968,602969.8365,889990.7305,82551.30956,361928.2383,140812.6986,333179.9027,78695.9377,466027.8022,87127.02539,505276.7594,22697.18578,281771.0604,76090.40051,414638.8737,38355.38438,532052.8902,13224.90617,333431.425,59026.38593,458837.0422,34143.70576,269552.0239,13598.30519,310333.0667,900321.7175,546257.2798,50003.72332,342493.4688,29975.57642,467876.6033,60542.37138,344596.0698,77802.09537,451932.8904,46270.79394,270090.3273,106813.6705,624657.4338,64134.36167,312601.3375,19569.59347,620233.7703,74614.38055,796020.4801,73693.97158,645995.9413,57584.21759,627883.082,111243.1954,656065.2251,144020.834,271680.8567,8662.533031,7711.239254,7349.585247,
1.359,578.34692,-,6.130174963E7,LysoPC 18:2,LysoPC,63,Redundant Identification,10622.76497,9750.151774,7201673.108,3.471608159E7,7419763.837,4.475640255E7,1.336246221E7,3.385202422E7,5797755.546,5.091813454E7,2911511.021,1.860878051E7,5.324630335E7,6.130174963E7,1.057029278E7,3.26769749E7,2.40543E7,3.262908323E7,1.623029004E7,4.606711129E7,1.818802208E7,3.058102706E7,1.049482841E7,2.249455548E7,1.604409046E7,2.733081543E7,5399411.419,3.973916317E7,1.079071228E7,3.514976245E7,9877632.065,3.775481829E7,1.043474749E7,2.238844546E7,7532510.326,3.684930167E7,5.88491416E7,5.025479363E7,1.431671873E7,2.834539333E7,8662414.584,4.57040205E7,1.07061716E7,2.767975788E7,1.546182934E7,3.924830881E7,1.174964503E7,2.374801609E7,1.77635334E7,5.171568079E7,1.202912419E7,2.640149102E7,7061069.293,5.156488504E7,1.136387335E7,5.543009298E7,1.534815388E7,5.221865228E7,1.272272172E7,3.671334387E7,1.496893573E7,4.605121227E7,2.28506324E7,1.985692331E7,12884.44642,11469.51459,10931.59899,
1.359,504.31009,-,3.673225831E7,,,62,In-source fragment,10238.59714,9397.541637,4315695.756,2.206556344E7,4343895.286,2.776041234E7,8185837.272,1.983118221E7,3401769.113,3.462835514E7,1688770.955,9992930.365,1.21326662E7,3.673225831E7,6531025.321,2.04753601E7,1.456023955E7,2.03589956E7,9378151.953,2.580176806E7,1.081849453E7,1.861272135E7,6064482.781,1.403247648E7,1.015820242E7,1.94562659E7,3065827.863,2.414136453E7,6287127.263,2.164812203E7,6013434.266,2.196093406E7,6493474.875,1.366180717E7,4254853.766,2.237681695E7,3.44377284E7,2.931316726E7,8889347.703,1.733246085E7,5050512.714,2.721183963E7,6599405.984,1.805596361E7,9508197.68,2.037029017E7,6901432.276,1.384382059E7,1.113618925E7,2.999689088E7,7290183.473,1.613206185E7,4215055.553,3.07781642E7,7640921.03,3.203492441E7,8618666.344,3.171147338E7,7673952.785,2.032346283E7,9201240.291,2.76983214E7,1.363527354E7,1.219347991E7,12418.48584,11054.72442,10536.26231,
1.359,616.30249,-,1879342.137,,,51,,10811.39811,9923.289533,170275.0731,520382.7241,292984.4192,953149.1988,417625.7047,1166842.769,72384.35331,1499405.878,30358.20203,501803.7612,1505437.053,1343695.917,386668.4448,1082257.004,507637.6755,769672.5941,358755.1223,997293.8624,354160.8695,1146616.756,382619.7289,984324.3219,442277.8721,774631.7188,100009.9195,1419501.515,242072.9176,1101067.66,427661.0639,1282913.335,373781.4121,833103.8905,191025.5573,763315.0737,1879342.137,826423.5578,264687.6812,771827.4771,258206.2031,1088623.705,374148.9058,819704.6454,481155.1107,895152.0541,335179.2681,695927.3405,315437.3978,958695.6649,517243.568,808577.7221,235356.6211,1421317.893,494107.1463,1521863.083,359570.7547,1052497.034,513202.7924,1396208.845,601130.6127,1518951.927,713891.1055,700935.6864,13113.24124,11673.18384,11125.71623,
1.359,660.35071,-,1453198.099,,,40,,10730.61217,9849.139803,103958.4396,439324.2589,189107.8347,707402.077,244788.2583,937983.2654,88896.41294,1175989.895,121115.4462,387118.9283,1132757.445,1172346.692,262882.9342,839639.1401,446838.9152,602645.7394,316377.894,803820.7342,333702.628,985915.6277,257160.3085,638753.5503,246125.9063,566288.0561,187922.8924,1078187.177,192141.6902,814826.5074,276699.1027,1001686.578,266607.4618,685563.9184,147698.9602,653975.7944,1453198.099,821302.0718,204751.8054,901619.3283,179540.5247,877201.7069,252900.94,653606.0268,292837.6657,844936.6141,221094.1348,526783.0701,225668.6047,839887.6448,347572.4268,638458.5198,141710.2945,1103299.927,303512.4163,1224791.885,259289.6914,918205.7286,320585.2986,1102945.214,394363.964,1169141.967,456334.1878,577728.3673,13015.25525,11585.95838,11042.58161,
