Retention Time (min),Quant Ion,Polarity,Area (max),Identification,Lipid Class,Features Found,Filter Status,20210729_AJ_Toh_RatBloodGlucose_ExtractionBlank.raw (F1),20210729_AJ_Toh_RatBloodGlucose_SolventBlank.raw (F2),20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),20210729_AJ_Toh_RatBloodGlucose_T1060M_20210325_8wk_RBG.raw (F4),20210729_AJ_Toh_RatBloodGlucose_T1060M_20210329_9wk_FBG.raw (F5),20210729_AJ_Toh_RatBloodGlucose_T1060M_20210401_9wk_RBG.raw (F6),20210729_AJ_Toh_RatBloodGlucose_T1060M_20210405_10wk_FBG.raw (F7),20210729_AJ_Toh_RatBloodGlucose_T1060M_20210408_10wk_RBG.raw (F8),20210729_AJ_Toh_RatBloodGlucose_T1062M_20210322_8wk_FBG.raw (F9),20210729_AJ_Toh_RatBloodGlucose_T1062M_20210325_8wk_RBG.raw (F10),20210729_AJ_Toh_RatBloodGlucose_T1062M_20210329_9wk_FBG_QC1.raw (F11),20210729_AJ_Toh_RatBloodGlucose_T1062M_20210329_9wk_FBG_QC2.raw (F12),20210729_AJ_Toh_RatBloodGlucose_T1062M_20210329_9wk_FBG_QC3.raw (F13),20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),20210729_AJ_Toh_RatBloodGlucose_T1062M_20210405_10wk_FBG.raw (F15),20210729_AJ_Toh_RatBloodGlucose_T1062M_20210408_10wk_RBG.raw (F16),20210729_AJ_Toh_RatBloodGlucose_T1074M_20210322_8wk_FBG.raw (F17),20210729_AJ_Toh_RatBloodGlucose_T1074M_20210325_8wk_RBG.raw (F18),20210729_AJ_Toh_RatBloodGlucose_T1074M_20210329_9wk_FBG.raw (F19),20210729_AJ_Toh_RatBloodGlucose_T1074M_20210401_9wk_RBG.raw (F20),20210729_AJ_Toh_RatBloodGlucose_T1074M_20210405_10wk_FBG.raw (F21),20210729_AJ_Toh_RatBloodGlucose_T1074M_20210408_10wk_RBG.raw (F22),20210729_AJ_Toh_RatBloodGlucose_T1076M_20210322_8wk_FBG.raw (F23),20210729_AJ_Toh_RatBloodGlucose_T1076M_20210325_8wk_RBG.raw (F24),20210729_AJ_Toh_RatBloodGlucose_T1076M_20210329_9wk_FBG.raw (F25),20210729_AJ_Toh_RatBloodGlucose_T1076M_20210401_9wk_RBG.raw (F26),20210729_AJ_Toh_RatBloodGlucose_T1076M_20210405_10wk_FBG.raw (F27),20210729_AJ_Toh_RatBloodGlucose_T1076M_20210408_10wk_RBG.raw (F28),20210729_AJ_Toh_RatBloodGlucose_T1082M_20210322_8wk_FBG.raw (F29),20210729_AJ_Toh_RatBloodGlucose_T1082M_20210325_8wk_RBG.raw (F30),20210729_AJ_Toh_RatBloodGlucose_T1082M_20210329_9wk_FBG.raw (F31),20210729_AJ_Toh_RatBloodGlucose_T1082M_20210401_9wk_RBG.raw (F32),20210729_AJ_Toh_RatBloodGlucose_T1082M_20210405_10wk_FBG.raw (F33),20210729_AJ_Toh_RatBloodGlucose_T1082M_20210408_10wk_RBG.raw (F34),20210729_AJ_Toh_RatBloodGlucose_T1091M_20210327_8wk_FBG.raw (F35),20210729_AJ_Toh_RatBloodGlucose_T1091M_20210330_8wk_RBG.raw (F36),20210729_AJ_Toh_RatBloodGlucose_T1091M_20210402_9wk_FBG.raw (F37),20210729_AJ_Toh_RatBloodGlucose_T1091M_20210406_9wk_RBG.raw (F38),20210729_AJ_Toh_RatBloodGlucose_T1091M_20210410_10wk_FBG.raw (F39),20210729_AJ_Toh_RatBloodGlucose_T1091M_20210413_10wk_RBG.raw (F40),20210729_AJ_Toh_RatBloodGlucose_T1092M_20210327_8wk_FBG.raw (F41),20210729_AJ_Toh_RatBloodGlucose_T1092M_20210330_8wk_RBG.raw (F42),20210729_AJ_Toh_RatBloodGlucose_T1092M_20210402_9wk_FBG.raw (F43),20210729_AJ_Toh_RatBloodGlucose_T1092M_20210406_9wk_RBG.raw (F44),20210729_AJ_Toh_RatBloodGlucose_T1092M_20210410_10wk_FBG.raw (F45),20210729_AJ_Toh_RatBloodGlucose_T1092M_20210413_10wk_RBG.raw (F46),20210729_AJ_Toh_RatBloodGlucose_T1093M_20210327_8wk_FBG.raw (F47),20210729_AJ_Toh_RatBloodGlucose_T1093M_20210330_8wk_RBG.raw (F48),20210729_AJ_Toh_RatBloodGlucose_T1093M_20210402_9wk_FBG.raw (F49),20210729_AJ_Toh_RatBloodGlucose_T1093M_20210406_9wk_RBG.raw (F50),20210729_AJ_Toh_RatBloodGlucose_T1093M_20210410_10wk_FBG.raw (F51),20210729_AJ_Toh_RatBloodGlucose_T1093M_20210413_10wk_RBG.raw (F52),20210729_AJ_Toh_RatBloodGlucose_T1101M_20210327_8wk_FBG.raw (F53),20210729_AJ_Toh_RatBloodGlucose_T1101M_20210330_8wk_RBG.raw (F54),20210729_AJ_Toh_RatBloodGlucose_T1101M_20210402_9wk_FBG.raw (F55),20210729_AJ_Toh_RatBloodGlucose_T1101M_20210406_9wk_RBG.raw (F56),20210729_AJ_Toh_RatBloodGlucose_T1101M_20210410_10wk_FBG.raw (F57),20210729_AJ_Toh_RatBloodGlucose_T1101M_20210413_10wk_RBG.raw (F58),20210729_AJ_Toh_RatBloodGlucose_T1102M_20210327_8wk_FBG.raw (F59),20210729_AJ_Toh_RatBloodGlucose_T1102M_20210330_8wk_RBG.raw (F60),20210729_AJ_Toh_RatBloodGlucose_T1102M_20210402_9wk_FBG.raw (F61),20210729_AJ_Toh_RatBloodGlucose_T1102M_20210406_9wk_RBG.raw (F62),20210729_AJ_Toh_RatBloodGlucose_T1102M_20210410_10wk_FBG.raw (F63),20210729_AJ_Toh_RatBloodGlucose_T1102M_20210413_10wk_RBG.raw (F64),20210729_AJ_Toh_RatBloodGlucose_Water_R1.raw (F65),20210729_AJ_Toh_RatBloodGlucose_Water_R2.raw (F66),20210729_AJ_Toh_RatBloodGlucose_Water_R3.raw (F67),
8.872,746.51477,-,1.311990558E7,Plasmenyl-PE P-16:0_22:6,Plasmenyl-PE,119,,10457.5248,10583.07475,2769836.908,5096726.117,4203475.548,8205003.667,2967976.759,7065671.419,2441756.626,9916492.409,2684014.542,3744581.692,4159671.874,9254534.59,3961768.969,7063591.555,4525160.757,5939814.563,3599075.463,7649303.112,3649637.112,7548297.107,4440197.013,3640692.105,4304365.879,7697895.901,2237768.841,5960851.264,3047471.253,6314604.146,2674654.945,5475892.006,3008151.257,6867158.31,3264919.47,4856551.164,1.311990558E7,5549994.856,2904568.019,2235141.668,3524855.358,8604815.829,3566425.426,5486955.509,3845969.932,8981624.536,3154569.43,8230024.858,2761124.352,4990150.091,3294452.616,4915037.167,4069558.208,8934878.103,3652786.521,1.106940102E7,4150778.812,1.117273668E7,5021428.396,7280719.644,5651714.872,7953164.906,7138802.709,7794918.983,17957.17801,10923.45053,11015.52889,
8.872,850.59625,-,6620941.584,Plasmanyl-PC O-16:0_22:6,Plasmanyl-PC,40,Redundant Identification,10965.68817,10993.09174,2658014.539,3297703.173,4235129.125,3804013.825,3223211.841,5343372.367,2525971.274,6620941.584,1190859.57,4120988.232,4610739.839,5508802.37,3180700.199,4752700.726,3194025.505,3581201.101,3607979.863,4137557.42,3024968.762,5063406.312,3593569.889,3878033.303,2477931.027,4568294.395,1331491.504,4627166.829,3752768.656,4084016.289,3321440.337,3958804.78,3757079.989,4902877.221,3352844.44,3435289.85,5298891.696,3227394.896,2635122.628,2218894.901,3142091.042,4520510.258,3059268.672,3852592.139,2515570.033,4215289.882,2774270.267,4395076.221,1487332.704,2992322.278,3088141.042,2933408.648,4165499.242,4531590.696,3891662.066,5772147.147,3764507.573,5342479.822,3021510.046,5434986.83,5984218.884,5215564.823,6515853.225,4084215.643,18652.88773,11346.65459,11442.30032,
8.877,697.508,-,1207011.276,,,22,,9076.198231,9185.164379,369833.3253,108354.9381,589586.0386,135888.8703,484138.3134,133928.3142,202623.1793,339861.564,360396.2501,324618.5816,700460.4927,139338.136,717242.3679,127947.1514,113485.6345,119354.2306,689767.4764,126533.5421,209912.1804,183518.222,1207011.276,404157.1586,421066.1673,708882.1385,369398.6359,345263.9565,696925.7208,426515.1958,212856.4729,284304.8358,124768.5008,236998.8204,546952.6571,129902.4842,670213.5759,137374.7093,124019.3154,106846.4124,329501.9362,178256.89,376292.9728,127460.5864,727198.0298,158599.9962,338302.5073,156659.4433,202304.0768,131129.3393,511667.5287,131285.0762,518765.3395,169268.5609,157819.9304,183844.4678,178584.8423,166730.8784,719985.2184,296469.5858,524253.193,143368.2889,640293.3513,161285.6089,15585.22789,9480.580178,9560.495975,
8.883,746.51465,-,5200213.732,Plasmenyl-PE P-16:0_22:6,Plasmenyl-PE,83,Redundant Identification,10810.81795,14875.87507,1448232.229,3021102.065,2472170.556,2778398.879,2164189.406,3079350.578,1786209.6,3939301.037,788122.6688,1930968.335,2247556.902,3958664.198,2399844.526,2683043.472,2331529.561,1662628.771,1414443.186,3938470.865,1641985.574,3262630.801,1284337.328,3659608.82,3093862.609,2201280.982,591581.7982,2049321.248,1488828.784,3224084.496,1904118.072,1507631.062,2232167.166,3115139.25,2435546.315,2294004.152,3503120.093,2511338.109,1733398.572,1346476.887,2496727.479,2567117.217,1738895.644,2790377.718,2484104.781,3360865.335,2108526.587,3691864.741,1137136.727,2938859.014,1361076.208,1596678.65,2478755.398,5200213.732,2431735.923,3110804.986,2676946.586,3465669.127,2825533.902,2883460.147,2096432.465,1723645.447,2007053.123,3171557.2,13472.23219,10422.48925,10412.03409,
8.885,849.57788,-,6192298.221,,,36,Adduct of existing peak,10694.82546,10721.55213,2666569.227,3302313.611,4144962.756,3691324.597,3253120.693,5347782.277,1469340.438,5840170.165,1065679.986,4099046.48,4713213.493,3696786.071,4764105.576,1694654.602,3273149.367,3611258.079,1807496.259,4143842.564,1434630.932,4441991.92,3567559.988,3842507.584,2990990.747,4384763.417,742572.6466,4620326.985,3722354.097,4184941.191,3254713.493,3786629.167,1009743.355,1520900.62,1585429.619,3453657.668,5972403.446,3185109.284,1859727.486,384616.0689,2989604.788,4227153.461,1213850.655,3791891.611,3565732.321,4256485.842,1182533.209,4395076.221,1909073.075,3012668.986,1626058.986,3164208.565,4177118.052,5121518.608,1304871.545,1507620.719,4301482.88,5455450.33,4064361.734,3709355.683,4168227.496,1157723.834,6192298.221,4448975.513,18192.14403,11066.38166,11159.66485,
8.887,842.59271,-,8.41281175E7,PC 18:2_18:1,PC,65,Redundant Identification,10328.63103,10354.44257,1.269755178E7,4.045178308E7,1.948739323E7,4.903711863E7,1.257519913E7,6.02821817E7,1.004954564E7,7.204296602E7,5874278.452,1.58092648E7,1.944831561E7,7.084244911E7,1.853243095E7,4.887589728E7,2.411580477E7,3.689830009E7,2.02323158E7,5.966333704E7,1.472484514E7,5.835701676E7,2.078046443E7,4.989652345E7,1.953024044E7,7.044511886E7,6393179.943,6.231499048E7,1.47731365E7,5.169704235E7,1.075215876E7,5.627176459E7,1.068711191E7,6.370257493E7,1.533495818E7,3.42981248E7,8.341114836E7,4.920406131E7,1.339287438E7,3.266511043E7,1.90922104E7,5.817855391E7,1.587449618E7,4.426654339E7,1.427484686E7,4.938186254E7,1.443430588E7,5.571346633E7,1.262402332E7,5.161074387E7,1.756243211E7,4.527106211E7,1.222974917E7,6.362514995E7,1.242691666E7,7.241786342E7,1.156739824E7,6.663908853E7,2.162715728E7,8.41281175E7,1.722053619E7,6.411468675E7,2.533144351E7,7.026872175E7,17569.23888,10687.46501,10777.55415,
8.887,768.55524,-,3798628.439,PE-NMe2 18:2_18:1,PE-NMe2,59,In-source fragment,9688.351859,9712.563322,432046.8453,1670129.058,757614.7963,1928306.416,480145.9626,3798628.439,415773.6883,2705949.62,227130.8577,797477.9679,736590.0521,2666182.391,637712.736,2056591.499,786519.289,1508782.434,883959.6773,2339923.361,737198.4103,2449684.3,718352.9161,1998479.81,820479.128,2788338.761,247551.5191,2743037.736,649512.3413,2223024.396,368284.2278,2230974.717,338457.2108,2786483.794,518173.8698,1414690.072,2031220.019,1923781.196,557364.9234,1139325.884,361270.3407,2140424.609,523400.7792,2217061.231,677202.4657,1837614.719,452530.1799,2004210.798,402510.1257,2210961.139,656438.3522,1780225.028,453236.5633,2660948.717,550694.507,3281407.087,362329.6329,2498842.072,787159.3903,3094748.945,991093.5854,2649608.3,1164029.41,2815524.172,16480.10929,10024.94147,10109.44592,
8.888,784.58527,+,4.400324692E8,PC 18:2_18:1,PC,126,,63664.95834,44141.18527,5.746505448E7,2.275382722E8,9.964461798E7,2.502800241E8,5.047425254E7,2.946207389E8,6.118187104E7,3.226636023E8,5.805693246E7,6.674390898E7,9.777004475E7,3.268043634E8,9.157767438E7,2.341620981E8,1.015061942E8,1.648327656E8,9.665664601E7,3.031839951E8,7.06406459E7,2.819973144E8,1.06179929E8,2.732443005E8,9.286088425E7,3.195527812E8,4.349856376E7,2.732561837E8,7.004445727E7,2.308369187E8,5.193962304E7,2.590737348E8,5.286754679E7,2.982236137E8,7.253312833E7,1.660451082E8,2.011085719E8,2.422044545E8,5.833300621E7,1.537833503E8,9.776531464E7,2.824206655E8,7.422578303E7,2.292856582E8,8.503279485E7,2.482878627E8,7.509920342E7,2.782320132E8,8.354830193E7,2.540428353E8,9.14468852E7,2.30569183E8,6.266103454E7,3.085434315E8,7.271187263E7,3.262344749E8,5.558982078E7,2.937659472E8,9.621089713E7,3.392641094E8,7.736600899E7,2.918648285E8,1.234327128E8,4.400324692E8,12755.40787,9867.934247,9858.035381,
8.891,1565.125,+,1.238745062E7,,,23,Adduct of existing peak,8608.270322,11986.48308,3194890.224,5924191.094,4846030.908,948324.5701,3454355.247,7970347.692,1355896.43,1.095873318E7,4209752.04,1801618.529,5663414.602,1.131429626E7,3459205.726,8305811.619,6088152.607,3381875.517,6166742.255,8466961.216,1968225.628,8807501.017,3434110.454,1.040838496E7,6004122.306,1.210233564E7,4723254.592,1.11400432E7,5448344.114,5961630.057,884032.1188,8466534.579,2256234.598,9574933.224,2345169.016,3360386.114,5937077.635,6401963.052,3699622.003,3280849.666,1453934.042,6501422.547,4060928.005,6929024.723,1928228.215,5520994.157,5145398.094,6306137.112,4236345.925,5975793.23,4633567.211,1221996.452,3222885.682,8774677.217,1847524.234,1.125757403E7,5278254.547,1.012597994E7,3888912.623,1.227131814E7,6263295.874,9786830.14,5280640.005,1.238745062E7,10855.47455,8398.093589,8167.765762,
8.892,980.58484,-,1740420.394,,,45,,15952.4516,16643.95926,1102980.061,444482.6413,1291815.223,1013093.854,1093350.605,1129670.875,863878.1177,871034.0795,1073694.804,764816.0971,1267207.022,1241269.223,961610.183,261851.0509,785022.524,761920.8576,1740420.394,603573.6709,961909.3055,866293.5153,591446.5732,778957.2777,948511.6763,365415.9672,797618.9458,314061.795,564682.3855,1297030.52,827556.1075,545884.0184,1013100.724,1069418.017,1594325.698,892399.5613,1056891.471,512112.4676,989795.7846,372912.7854,806495.8606,367084.6331,1201811.349,972998.5401,1018456.595,1413001.331,1207431.871,700703.0114,853042.4641,501692.5761,1328216.253,928596.6146,1634976.109,1023241.033,1065778.067,909821.6228,1080143.85,835967.0295,1455348.732,668831.0443,1172555.358,731475.9489,952138.2794,665652.4839,27135.48699,16845.23006,16645.80819,
8.895,1566.14417,+,1.439801841E7,,,24,,8241.685777,8416.539319,1052645.979,5924191.094,1505481.975,7425622.763,1447831.526,8040890.264,1355896.43,1.008395573E7,397132.8934,1801618.529,1975953.04,1.131429626E7,3459205.726,6096516.979,2799929.812,4303952.327,2409052.76,7198852.278,1968225.628,8415035.645,6041385.647,8771899.981,2627550.839,1.36130598E7,1437462.56,1.206298281E7,1685494.162,5111605.293,884032.1188,6512145.872,1038402.289,9574933.224,1566971.764,4140154.534,5174633.586,6482593.222,1095142.748,3366627.629,1479490.077,6202477.881,1711236.105,6322498.633,1928228.215,6056055.902,1986596.018,6306137.112,1395412.313,5975793.23,2000194.227,5743378.31,1355608.798,9279294.977,1635137.746,1.125757403E7,1573535.914,1.012597994E7,3888912.623,9390088.882,3109608.934,9093771.808,8941274.37,1.439801841E7,10270.62938,7945.641288,7937.670741,
8.895,825.57739,-,7538158.352,,,62,,10412.67945,10864.04878,971044.827,7538158.352,1313474.235,5280046.431,1175657.293,4525155.337,1507646.611,5517702.214,77575.35176,1215885.888,1509951.294,5354514.904,1470682.182,4890108.101,2069439.026,2641284.646,1794777.9,4980669.863,1225579.266,4841757.732,1402762.907,3682328.347,1218049.253,5192976.921,404130.2991,4601450.937,976950.9687,4390194.743,934870.6056,3639683.388,997662.1482,4881347.856,1163723.488,3094285.113,3507614.169,4542828.956,3978263.184,2944310.058,1128392.792,4162763.177,1140790.463,4725714.761,1768789.665,4001010.408,1154403.27,4636425.15,4211298.192,4207949.557,1451274.328,4661401.72,889725.9385,5173778.348,1057299.216,4660954.444,848189.0152,5908841.851,1678663.97,6245883.524,1425309.963,4258910.15,1791360.48,5184002.892,17712.20717,10995.42473,10865.25565,
8.895,876.6153,-,2985884.324,,,62,Adduct of existing identified peak,9138.2625,9161.099274,1196179.9,1687543.967,1683817.483,1903301.175,1345334.531,2776603.535,988944.3022,2782835.292,518830.6221,1516038.511,1835968.356,2653230.68,1952189.235,2266292.69,1359509.07,1556883.497,1298904.514,1947444.446,1180298.877,2664580.359,1457055.46,2007006.284,1661159.544,1810525.237,597641.0247,2206859.955,1672845.558,1819954.542,1445755.424,2006175.233,1674008.455,2335222.453,1375687.4,1425927.4,2985884.324,1422954.691,928688.0031,994242.1037,1454595.711,2091680.889,1357084.318,1510330.448,1386043.788,2113112.144,1084564.243,2026650.626,671492.165,1585532.424,1190217.103,1249690.756,1645732.675,2633413.868,1405883.538,2488507.865,1808281.252,2638751.533,1991060.866,2884986.334,1829756.68,2197594.235,2594649.464,2170240.982,15544.39464,9455.741085,9535.447503,
8.896,818.6051,+,2.02948121E7,PC O-40:6,Plasmenyl-PC,60,,9204.728479,9400.013693,4971232.921,1.58730596E7,1.378852573E7,1.558338596E7,5623744.029,1.491715138E7,7177138.556,1.520634163E7,6099383.352,8993070.443,1.508673347E7,1.501483717E7,9419626.816,1.403180871E7,8792068.98,8792136.574,8183172.049,8775240.875,9041069.776,1.512782631E7,8247490.547,2.02948121E7,9239160.705,9855679.522,4455620.539,1.029327487E7,9233132.957,1.100523709E7,1.013552027E7,1.127036394E7,9804948.356,1.672378562E7,1.10911457E7,9774966.591,1.458004814E7,9229929.299,4191786.532,5141805.653,1.221403097E7,1.114579411E7,6047277.695,9555188.536,7814194.463,1.202949904E7,1.263863063E7,1.080998447E7,5246634.331,8428663.754,7149202.277,8523292.622,1.275459889E7,1.382124824E7,1.216788355E7,1.438131022E7,9845542.677,1.551309045E7,1.143474653E7,1.482480158E7,8816455.396,1.059054357E7,1.396814888E7,1.110937855E7,11470.75457,8874.091129,8865.189222,
8.9,924.59711,-,2929864.088,,,60,,10370.59388,10820.13889,521485.1228,1741947.976,1027484.945,2075412.186,651507.2829,2395474.782,770240.1916,2753591.44,594790.4236,580875.7941,1063496.013,2929864.088,1313369.225,2030828.783,797765.3187,1612234.287,888183.3257,2541882.177,708128.6662,2563720.808,836794.3046,1461266.065,868972.9974,1803470.303,436928.552,2467385.963,649286.3132,2018770.821,538673.3154,1973548.549,566358.8206,2427354.363,1084821.533,1547919.676,1622268.346,2290495.991,736353.8253,1471327.671,856363.929,2612544.496,707867.8303,2132337.383,930777.5128,2206530.696,733215.9023,2495011.511,595361.058,2266621.804,909788.4432,1977992.731,564696.0696,2222340.797,632060.7087,2724297.57,568078.1283,2799181.362,1140611.833,2412726.925,709951.855,2486242.236,990174.3623,2628106.294,17640.61865,10950.98384,10821.34087,
8.901,1624.14587,-,1304041.933,,,52,Adduct of existing peak,7859.131399,7878.771589,257365.6836,570642.7612,454133.572,571151.9669,307254.5472,751772.8469,161801.4012,831427.3051,220052.6491,318413.3566,428457.425,927871.2018,656761.4674,726131.7488,394956.0668,550002.9004,558567.1212,561191.3683,631250.3886,495288.1984,539435.9821,843291.1055,435218.577,749513.9214,327606.7365,1180450.27,295758.0458,448075.3071,420191.6959,576512.2852,208284.3974,875943.638,261068.2607,356202.7098,523695.3437,751222.6335,308880.0448,266042.8936,337618.1716,629684.4835,555258.8005,758546.7791,515497.3856,707559.2417,430985.7974,559672.6116,219539.7189,552349.9654,489353.9615,483028.9578,350081.3888,708431.7268,318397.7751,986351.3763,471214.3573,1047181.069,995111.3303,1304041.933,717404.7898,969905.998,906067.3137,710065.7778,13368.56322,8132.170822,8200.720309,
8.902,842.63885,+,1.502712627E7,,,63,,9547.565464,9750.124223,2162866.191,9930946.789,3527837.6,1.211470025E7,4013410.799,1.025197876E7,2799505.547,1.041966809E7,2701320.782,2663575.598,4164567.953,1.019954273E7,6585077.831,1.220284882E7,3838946.262,5694865.88,3412435.708,1.412682727E7,2506789.558,9782926.54,4094755.161,7492214.4,3349640.687,8394226.022,1833216.198,1.116321818E7,2684753.286,7654443.47,2063677.055,7423887.834,1659984.592,1.417540025E7,2717117.878,6389118.802,6098744.377,1.097809792E7,2578155.943,5443133.678,3098431.999,9784665.888,3526507.576,7524421.845,3122128.061,8499330.907,2933602.022,1.011378185E7,2741304.149,8623581.918,4337039.856,7227469.189,3136028.17,9029278.211,2047558.738,8494034.213,3402918.483,8784462.716,3411183.636,9799286.472,2261228.409,1.502712627E7,5395190.469,1.302532287E7,11897.99139,9204.613279,9195.379814,
8.905,822.5426,+,4671387.649,,,25,,8567.635876,8749.404693,995025.0581,1567851.798,449957.2359,1379097.808,259910.9118,4570704.419,491703.568,2092361.092,545432.4966,925158.696,582355.9257,3124145.889,560490.4288,1226113.449,730286.5092,1808646.535,673738.3839,4671387.649,738829.8874,1798252.293,1021474.914,1467139.155,811246.4859,2731948.692,782364.889,2269729.763,536476.6028,1127042.835,626628.0756,2408566.294,290021.8217,2178603.844,705096.4047,692762.1497,2045986.304,1514611.999,625900.3167,735715.0843,754737.7027,1670011.025,672639.3408,1292151.75,1514025.405,1234347.663,698306.0995,1884150.759,443028.0144,1704675.454,1202167.191,964412.2206,258678.4589,2189405.88,554698.8674,3819083.823,891356.3022,2025833.954,986049.3751,3574127.875,575788.352,2223291.827,847560.1127,4245510.763,10676.82209,8259.883135,8251.597361,
8.907,1588.13318,+,3685943.319,,,38,Adduct of existing peak,11810.27882,14958.2836,626772.8746,328008.5008,1597319.732,1966966.991,3120776.636,1338299.44,1797309.556,1665263.496,2111998.451,1925455.068,2669869.805,1488307.48,2115189.451,858536.5377,676797.0918,954604.2652,1659008.007,1508015.734,1873713.179,3301903.89,2586906.445,957310.5733,1497101.962,1020134.455,2005628.626,1758650.617,2465423.362,820375.7522,768715.9437,610414.0158,1740023.947,1035937.63,1943679.945,410401.9093,1661995.565,940389.212,1034246.351,434782.3337,1620209.252,2175328.364,1834574.447,746099.8307,2376883.545,671800.1894,2367639.561,1367178.364,878578.9082,1652167.422,835173.115,2556603.886,2185252.832,1073422.579,1510218.963,1079264.008,1201927.969,738554.2637,3685943.319,861164.9516,1020527.497,3247436.241,1992845.201,527065.3081,14629.24165,11317.58358,11306.23052,
8.915,808.58551,+,1.333401171E8,PC 18:0_20:5,PC,82,,9582.19491,12136.30865,4.595968302E7,4.341530867E7,9.441431886E7,6.612148317E7,7.383465711E7,7.264226474E7,5.484829867E7,7.915382725E7,4.888812787E7,6.36323324E7,8.53042034E7,9.100401143E7,1.273239746E8,6.744449028E7,5.779408648E7,4.06487017E7,9.127167478E7,6.626098698E7,7.937868174E7,7.958265952E7,9.250439899E7,7.77540884E7,8.640920608E7,9.649224648E7,5.251745486E7,8.157251633E7,7.837914203E7,5.403436742E7,5.4519613E7,6.683201096E7,4.588381879E7,7.827904654E7,8.218998087E7,3.955136525E7,6.611446987E7,5.744750409E7,6.469487448E7,3.126239618E7,6.809307263E7,6.707263004E7,7.272654094E7,6.275174208E7,9.609005371E7,5.648326916E7,7.342888835E7,5.023462728E7,4.583581571E7,5.137327702E7,6.701200356E7,5.406349528E7,6.239355875E7,8.688417185E7,6.625800105E7,8.635329895E7,5.721994072E7,5.482909633E7,1.240378192E8,8.742274844E7,8.252799413E7,8.102482199E7,1.333401171E8,7.306869725E7,11869.34255,9182.449753,9173.238521,
8.918,866.59314,-,2.86976355E7,PC 18:0_20:5,PC,31,Redundant Identification,9728.564425,10150.27871,1.060499554E7,8523604.385,2.0225811E7,1.33673174E7,1.569321018E7,1.383439417E7,9721820.598,1.499223081E7,5515900.98,1.396221946E7,1.790421709E7,1.720590849E7,2.783768788E7,1.247311599E7,1.155872576E7,9202249.724,1.919099378E7,1.287210692E7,1.753005918E7,1.514961014E7,2.077176803E7,1.418263906E7,1.797013282E7,2.014511904E7,8495764.021,1.751675239E7,1.72018739E7,1.077328666E7,1.173303497E7,1.375780688E7,9495172.861,1.623878281E7,1.81393371E7,8490929.573,1.454459114E7,1.185127764E7,1.3359248E7,6769115.498,1.488693835E7,1.32315943E7,1.515151706E7,1.146634199E7,2.116358045E7,1.128170293E7,1.590589262E7,1.010220645E7,8328465.856,1.048478866E7,1.39832829E7,1.042992981E7,1.289591814E7,1.775812573E7,1.436546416E7,2007299.006,1.201044867E7,1.153077191E7,2.618742154E7,1.875935569E7,1.907277497E7,1.714808331E7,2.86976355E7,1.538931745E7,59383.54648,10273.02323,10151.40628,
8.918,866.63855,+,7453118.992,,,62,Adduct of existing peak,8964.215794,11353.60851,1788128.762,2458141.827,5208784.519,3477701.285,4158156.631,2913081.186,2778463.777,3753821.646,4509159.546,2642893.873,4745199.512,5115681.453,5605402.878,3551538.955,3273739.268,2216297.656,3851826.971,2767772.105,4661590.658,4418575.569,5034716.625,4336495.781,4489518.88,4417201.5,2701155.548,2845509.412,4055312.285,3462888.644,3145104.096,2280775.245,2448588.947,5024734.162,3954534.028,1987826.368,3480062.661,3901137.409,3901654.332,1034357.093,2990149.66,3304036.863,3254540.52,3908198.065,4326820.852,2305494.686,3136068.795,2602619.333,1958177.741,2050309.711,2741304.57,3002244.65,4166311.617,5082022.076,3803506.528,3505458.481,2508334.976,4203084.107,7453118.992,3742116.264,3491419.521,2829978.067,7128033.248,3464260.689,11103.85971,8590.251177,8581.634,
8.919,730.57581,+,6618430.653,Plasmanyl-PC O-33:2,Plasmanyl-PC,32,,10541.2243,13350.9653,326341.5177,2700408.24,826496.7674,3798825.503,621899.2588,6569687.695,391960.5965,4317709.832,312025.6366,736338.2689,1001189.084,5021071.47,965716.8947,3678063.321,1308912.697,2446911.504,731895.1262,3941380.409,660032.2697,3861919.34,919770.3333,4032935.932,649198.3955,3818485.704,347511.1326,3999396.797,465755.5829,2667908.511,643741.7515,3754965.638,836630.274,5038298.642,728235.1426,3084522.236,4305884.669,3446981.7,604346.2044,2114407.522,460916.3374,5281981.231,735697.4698,4052552.435,990495.2652,2981658.271,554671.0461,3474025.299,483865.4323,2411927.553,539673.1825,1917394.643,637296.7841,6018790.932,672476.9215,6618430.653,801111.4369,4808725.15,931763.3672,5654451.076,723906.8157,3930980.982,1764185.69,4209792.54,13057.28002,10101.47084,10091.33771,
