,RBGpls,FBGpls
0,-2.0765528224845173,-3.701648389252481
1,-1.8447771401568775,-1.232693230795404
2,1.617582155457501,0.2279224817837269
3,-0.6535736718236052,-4.154990106892425
4,1.8463424779028133,-2.2302696049761845
5,0.44442759845519614,-1.3098929931507497
6,0.4830475157663989,-2.0482927860024214
7,-0.16276629476848486,-5.568654544431731
8,1.3394909680062153,-3.1004164771700804
9,-0.17141261769064128,-3.5764138070424356
10,-0.2593078157460916,-1.354632667649023
11,0.9187057237301741,0.14116154346122328
12,-1.6334492579813031,-0.37668004308319114
13,1.6073448351144828,-6.760355279078713
14,1.0402765278751502,0.9361980875140046
15,0.6222192674330168,-3.4492541713035507
16,-0.12666867579744337,-5.219878617798557
17,0.6401565124368067,-7.445947297117492
18,-2.2744343433358254,-5.05778617466681
19,-0.24261293192925676,-6.414401369369693
20,0.22906401177798355,-5.051496586889915
21,-1.4469031946387747,-7.28035258934592
22,-0.5984642850588495,-7.345817517820624
23,-1.0407493470381803,-1.4195239400425532
24,-1.5332533806136632,-1.1742617022296886
25,-0.6886557633382114,-7.499621242311127
26,-1.1704000443566578,-5.714287147354979
27,-2.3592083266188513,-7.197692809048529
28,-1.961014031247231,-1.8846861274194469
29,-2.525775565578484,-4.526564984447644
30,-2.751340439869508,-3.9185816976722845
31,-4.574335306977244,-1.6273872160582374
32,-2.9094538624075716,-6.021426700491478
33,-3.2819773793403226,-2.1571879357570896
34,-3.064433625560192,-3.754341842408143
35,-3.341708328418921,-3.5928979285864338
36,-4.7446286321636935,0.4271091051274785
37,-3.3698630685681232,2.533844303732084
38,-4.45428915205866,0.5358979726480562
39,-2.0247844376572424,-0.5190228406916568
40,-0.7050924301512833,2.7594718017109248
41,-1.3494686976450923,2.319816558643371
42,-1.3828215328009739,2.970442442052993
43,-4.6558187600829966,-11.328229378858916
44,-1.7004662357160847,-0.84874486577886
45,6.289596168843083,10.985505386899822
46,0.5425781002044904,2.051980965942187
47,-4.645560777935065,-10.950072116620534
48,-2.3127887242056664,0.261805465692623
49,-1.286686219484912,-0.43486069786408854
50,-0.8905696245044985,0.3367041311089782
51,1.8079099857251293,0.9071361448883478
52,-0.8243652563382134,-7.290162566383687
53,-2.4407399044344773,3.738659192488025
54,-3.8226416777373102,1.9842312746909754
55,-3.9494159107767035,-11.341531256527176
56,-5.936486326516515,-6.816600229720132
57,-0.09279334576256562,-1.484172936222349
58,-6.197566785538863,-8.606312569001288
59,-3.318934187672909,-8.273041816634024
60,-3.2815823314263017,-11.762448359802294
61,-2.5700342004446983,0.8554024828102365
62,-3.35982781580538,-5.053365383431823
63,-1.9290988158444464,-7.652822546513264
64,-1.3463007918234653,-5.884654176763265
65,-1.5812090483646122,-8.602637879173981
66,-2.620339935507387,-3.8877472065027963
67,-3.87870156088203,-8.780683177904976
68,-4.853250231678569,-11.829195928577764
69,-3.2994310795622437,-0.6909011553788037
70,-2.171967061992803,-3.845526234152735
71,2.1771742993775796,-2.0532585450916323
72,7.808559771892247,4.876281327194613
73,-4.048530624461845,-5.7210216302817845
74,-1.8770376095291088,-3.9152935094491848
75,0.41173113748299,-1.0089098905421183
76,2.776595195331974,-0.202352164162381
77,-1.3962460524032283,-4.6190206605169015
78,-0.3055434922856058,1.3689893386740284
79,-0.34431846517566084,-5.383919452860191
80,-3.1856442556370124,-7.276904836742662
81,-3.962926503587199,-5.713058316814592
82,-3.538509983544411,-8.06242103853054
83,-3.474236877470532,-7.263972439831009
84,-3.7651698257508412,-9.30302676476367
85,-2.143911651783496,-4.477480957210669
86,-1.126615400102973,-2.6800356964389214
87,-0.1450566829364673,-4.012682031157968
88,-2.038396807146551,-9.39647462407899
89,-1.4137665920538398,-4.90167845974005
90,4.351802349148414,-9.786010863573566
91,-2.869172329884267,-6.880086789300908
92,-2.048108434065397,-5.52984288654545
93,-2.986395879177274,-6.689376162315149
94,2.642310491321344,-8.670599835749572
95,-1.2191457758318787,-2.502780878676086
96,2.218569548424158,-3.7124535968321517
97,2.351662981433956,3.593666249340664
98,5.2765864467653465,0.4351156046274198
99,0.463791596333045,2.8873669424316932
100,1.5248163171691027,-6.154214037652013
101,7.45221329811026,1.5020557084010886
102,1.2574972806485,-0.9168829098371306
103,1.3039542966976603,9.018151300935692
104,6.243785424036579,1.2501358191989755
105,0.44817396613172894,-4.082825531417593
106,-0.17047952691743617,-2.0135178655215884
107,3.5039572705358784,-0.9500932974963839
108,1.0051834733790046,0.39232056467736304
109,-0.35569049453273865,4.996928472401657
110,5.028329836190103,4.286464564471851
111,1.7689526780275124,1.7750841099716177
112,3.9116386216390517,-2.090027697052531
113,4.536101440403611,-0.4368448619390734
114,-0.9249857476413647,0.6556035861946461
115,6.148603501592541,3.5663087618301748
116,4.045582047473191,0.7643831056859828
117,2.111006123379361,0.8012275519575753
118,5.368094387570028,0.32712209374342227
119,5.241294658144652,2.1608163111309677
120,3.9388383124681634,0.15637050289917775
121,5.30176940345007,-2.929512893883339
122,2.9629757996660575,0.7749532465991049
123,3.2723651947956065,1.5495439126483317
124,1.565100420131756,-3.0756004508872787
125,-2.2543484109235736,4.905258936761233
126,-2.221494669321598,1.020789696834283
127,-0.16963514539123342,2.11107014922005
128,3.27479147560917,0.4221949326668702
129,5.040174179977631,0.7160723000662872
130,3.8397494267620194,-3.0089103720460817
131,4.582462626601025,-2.758379926168259
132,4.275686900171823,-1.9284621368376604
133,2.8007566967539,-6.021921909567233
134,2.621826012377567,-5.415843323009362
135,5.050619760070896,-2.377857990386283
136,4.6649236583419365,1.1408065431448524
137,2.84591458320305,-3.5770590552412447
138,1.8818734707469502,-4.631611472392689
139,4.661393074978066,-5.526749887940735
140,4.205274048928222,-5.194799616427596
141,4.429637156695019,-6.451652523617906
142,5.415669118377551,-2.8182339449583385
143,5.582796291644587,-7.079203867659581
144,5.563766224883697,-6.970579726991725
145,3.8237742468812135,-8.711540428860907
146,4.593224373328388,-6.850493373170837
147,5.7610561632310375,3.3225077701342802
148,0.6199888520682655,1.5949959833590217
149,4.595026450963003,-9.41137538166031
150,7.691856929185716,4.929027992635896
151,3.8064617202430937,-9.747511923505403
152,4.522343881872189,-7.957549832181534
153,4.761153881408899,-8.177648102953958
154,6.085222938222141,7.826829076413752
155,-3.990165583318145,-8.695425805118598
