i,RBG,FBG,all
l_927,-822.8107677733558,-860.1725500779859,-935.9454162611327
l_928,-918.2763732971141,-772.5820580136091,-530.9295424653924
l_929,99.3253172993387,-456.5233015978405,449.79421740080534
l_930,-955.8681136043755,-1673.221295113723,-1837.4808193409244
l_931,-84.65020288022566,-334.7217915401627,-8.401960436900398
l_932,-163.17466094045884,-725.3491516449602,-535.4452606947439
l_933,-1048.6452852831526,-1742.4357740084108,-3369.533960779804
l_934,-631.2659422012798,-275.81674182241255,-320.972198570298
l_935,-880.5604113575968,51.48077115194611,140.41515067446625
l_936,980.8021406847419,356.85974955045083,968.5850549926528
l_937,-2980.531084056069,-2610.5523047697875,-6193.714771732162
l_938,-1297.5158830963949,147.49949677176275,-912.880619783017
l_939,768.531838587263,95.29263093252528,1814.4325762688145
l_940,-948.8914917171493,2225.2002125244085,3573.4744174887433
l_941,-53.892545894618216,-289.755694534383,344.66804582027754
l_942,987.2448369422749,-521.8956962629696,1411.879816580841
l_943,920.95819350051,-1559.7385022900846,-1578.6503286490122
l_944,1607.5908118489265,643.6018662816382,2268.9335817596357
l_945,-2820.8956684677723,-4070.3322726143606,-4115.328339193667
l_946,-3077.0922399876613,-3688.910209586572,-4614.221857317672
l_947,-2760.016269030595,-3231.9258635613287,-3488.4138056616475
l_948,-2261.824124447807,-1723.9160395808126,-1781.624073907317
l_950,-1843.0804814061285,-954.5635821156653,-1966.2248313716216
l_949,-1862.7866857963884,45.181133847682844,-881.6140431300859
l_951,-3978.5095808732904,-827.6323449527993,-3997.839914507271
l_952,-828.2424604561807,-43.19097771303847,-349.1536111647771
l_953,1661.3507537363694,1158.259881641597,2491.240318997679
l_954,2783.362852360199,3262.812065314015,4488.110299769867
l_955,3774.110654386388,4587.456123824113,5893.5501204630355
l_956,-711.4194477535036,-1590.2004466199942,-1915.9704474225439
l_959,545.9237599591216,-1083.5054231610711,338.39970973424556
l_958,39.250529216647514,-1321.1139989956653,-1465.3500603202845
l_957,1284.3309184082761,-1497.3152408568528,72.22445685625439
l_960,573.0229936589775,-1173.2616220438604,-79.84410939548911
l_961,562.2337934531832,-48.069320090489875,146.35533722936287
l_962,-1402.5925206042307,-3064.247249237864,-3538.2558489816724
l_963,-494.36832510101056,-1528.6031639213707,-1412.205885621014
l_964,1235.23758781284,42.55653063793151,649.2379523242398
l_965,1156.2333514576392,-132.83147523195427,218.87900054106026
l_966,9.373232970533335,1109.9560603404498,-44.32316273698407
l_967,-311.68742950823577,-1278.9838006245338,-1000.6647406063195
l_968,274.990454495003,-543.6464895572811,511.70097438387364
l_969,-816.8163084197831,-1475.4729538984036,-1278.0685118855386
l_970,-233.53112462180823,-716.9863307851032,107.6321100381061
l_971,-63.23917434227876,-596.0686262308608,1.4661962142858724
l_972,87.99310975890886,-475.57594013429707,368.9785312116275
l_973,42.51119172552513,-793.0418564329935,-15.392699970704633
l_974,-2289.9331241868845,-3260.4728208299134,-3920.2636896160398
l_975,53.898445878033925,-1090.2755691433524,-353.29340734502773
l_976,800.4702731019577,-947.9577441195478,21.0188894653409
l_977,-46.75875848128991,-1199.9482401830546,-905.6991239222065
l_978,314.4801249220132,-965.5859704547252,-83.47010792101325
l_979,-602.6496529237612,-1000.5696248235831,-1197.3538878201455
l_980,1284.1301285197724,-16.44754979585859,1250.8012906320619
l_981,898.1538649885066,436.0634199505172,772.2659964897271
l_982,196.75677007449798,-1228.0192903990815,-440.1022901681096
l_983,-640.7434769207745,-861.449792147248,-1722.4562295834467
l_984,1789.6252530892457,-403.67424821155,1926.2276079627397
l_985,625.4938383764768,-986.0418625517887,-297.7759932829867
l_986,189.239346115373,-1259.313823434664,-1392.3799197586532
l_987,785.9092276313509,-1044.6964410886721,662.5900156352692
l_988,647.2160537070988,-347.0434666041684,399.80758076816784
l_989,367.3989589514196,-672.2827077971141,745.8583363033962
l_990,-205.8046100786004,-36.60309475870171,-65.61396611623307
l_991,1226.1418383843718,705.7218826023096,1957.5066260415213
l_992,-192.28087754386533,-1220.826446628494,-927.0652283225579
l_993,-922.2819022151323,-1161.5425186666398,-663.2309743192397
l_995,-1381.8348534569977,-846.9372864013959,-88.72000894895493
l_994,-1114.4723061579598,-973.0158563030834,-346.5710432481044
l_996,-121.62289374681399,30.246363547905414,288.2244766634574
l_997,193.02697405989574,-724.7786204337409,-68.53952805332409
l_998,359.17865519583523,-1442.893521992779,-427.0172126996982
l_999,-120.66604208089592,-733.8077098254468,-410.56337748377115
l_1000,443.97041525885544,-363.6529325283785,891.7518752701721
l_1001,141.5014073430811,-958.0222648086759,-384.3125486155506
l_1002,658.973131236185,-653.0082404938652,369.17748689366795
l_1003,422.34294714857646,-305.5949161595772,717.9245826570964
l_1004,897.2343887695147,112.78953671283355,1440.3680752538123
l_1005,1725.2956975144239,-185.74417708319308,1669.224034379733
l_1006,1769.9726882376312,71.99791804709552,1916.7095594485668
l_1007,603.8093924320086,-950.0045429557592,5.670856374747077
l_1008,379.0906530590949,-1309.7655293720295,-1485.336469092679
l_1009,750.8772139841261,-703.9363465726985,171.17759154012978
l_1010,344.7853478470779,-1090.5614618480772,-703.3811910893288
l_1011,730.4295696134885,-202.9620994012688,206.39064421903177
l_1012,794.5126693447521,-375.76964050114753,641.2817279342004
l_1013,477.5875410470472,-418.76872094203924,635.7099874735396
l_1014,864.0213921783553,-439.8247113542068,728.1964973344647
l_1015,-673.0602882733899,-1241.9410898518815,-1585.4207027977077
l_1016,1019.7881867137646,-475.11126148257154,714.7606013037031
l_1017,1039.7048637117725,-1404.3630676590044,-99.05732098211627
l_1018,538.9091336784006,-874.0757699960308,687.2520297531295
l_1019,33.855669319090126,-1149.8146933248902,-550.0727612086195
l_1020,403.37701607858526,-1383.1787150407279,-607.7789943175043
l_1021,-424.1166420995377,-1451.4516397161556,-1504.6061236849969
l_1022,2035.1153378553277,-485.27945668963235,1562.4037691989602
l_1023,676.3144139282789,-1739.8625642944846,-1081.1694041880269
l_1024,741.557126635647,-990.6006083424444,27.068730795021622
l_1025,1191.2610139516246,-1380.0084195876714,-120.77660698485613
l_1026,1053.322785576394,-763.632875337852,91.01703283839318
l_1027,716.5275095635358,-101.98181948600823,342.51956700366657
l_1028,256.58169567462096,-1310.4246132849196,-1041.518281009733
m_331,715.3302214545138,1848.4465004240822,1880.967121876311
m_449,96.06917714567095,-2057.7744505145965,-4800.820887274047
m_636,267.44128870617226,838.562079409093,887.7236202272692
m_649,228.3885247653205,377.9473463620865,493.8926938878043
m_555,21.681831741950127,-837.8317291253518,-241.65240562343536
m_648,-769.1447651227874,-1921.505896632909,-2219.7758475149967
m_598,88.37339180447854,-1071.6459902272486,-325.0183305130541
m_309,654.9481709205445,689.3346205366148,759.7192157809937
m_644,573.3650746771441,168.83615222814225,613.8011921334183
m_516,-335.0180885166049,-820.2942667934121,-156.55155431542158
m_272,811.5799859038576,-698.5939370581663,659.6199082788597
m_389,1745.369314496831,1802.2142779680373,3326.400734033623
m_418,-1838.8005527560026,-683.7576367288493,-1190.8545908725507
m_575,1519.3218436691168,1815.0069155013887,3434.2040593483403
m_282,-790.6556369501723,-625.9820024509593,-634.4111891301637
m_395,452.74796393732316,642.9706647169374,759.7854803192257
m_659,2433.4106182931428,1461.2127703550063,2356.791545764964
m_72,692.2818806852674,1958.1507605122692,2259.082037631501
m_160,-2235.35452332553,866.413036018336,742.8891998561714
m_572,487.83679863706897,375.2001738619489,944.2433369280411
m_568,71.7931786134936,356.98243306285417,729.2132007447548
m_121,-2026.004553701375,718.9855516704491,670.7671803175983
m_205,-2722.615420728884,20.62907533612405,-743.4487577770107
m_149,-1362.4837311869342,793.1557107836397,1304.7061666383493
m_173,-3123.610393929657,-122.26283106432041,-1198.6078649890785
m_51,134.71688796966967,1448.964381503503,1869.8230192462313
m_47,450.75788223807047,-1682.460320331427,621.3726673725895
m_54,-860.3097558149165,-2393.6993280159277,-1945.060086632268
m_300,1725.8072776360075,-975.7040938674783,1741.2820105242827
m_14,-920.0833724562971,-2286.638969181192,-632.8891290097231
m_111,738.040029193486,-1995.3783052933547,-1289.7472734401913
m_258,850.9680687536205,-2088.924414958959,-628.9287867216913
m_20,-608.9962994079642,-1943.1390175712481,-637.8587197100112
m_158,-719.2483267070452,-2806.642385414223,-3048.506658145256
m_11,514.0273112062226,-1719.6352006865743,-1705.115551245008
m_10,-131.95142468674814,-1968.2010742420048,-1486.9240437469434
m_27,-524.000064197648,-1600.8434494740127,-2569.295399677394
m_3,102.37439314029174,-872.7287750608589,-313.8875175943333
m_16,-1032.0865877098433,-2684.3516424849586,-2429.9862166797957
m_22,-622.6285712957637,-3155.961050908112,-3808.484581449839
m_194,293.70832943432544,-2032.9399116176805,-1748.6438327343371
m_685,-715.525433643628,-293.90679022188925,-1103.7094595299864
m_1,157.89690018169958,-1910.731060791463,-2054.5940488682418
m_503,-505.01507477619816,-849.180568090774,-1388.9944059781717
m_119,513.1112395142409,327.390700519933,111.96264917612804
m_292,-830.2945584284158,-1397.9626796253917,-1703.2689653999685
m_126,-776.2473686074962,-1026.301914040492,-1758.3464079980686
m_45,-1947.607210991168,-1880.0556770202718,-2445.0928073013115
m_73,91.87833793455397,-1716.0550208884215,-1516.7739751162426
m_6,-92.54327644599569,-1093.312554032151,-1371.1730711434654
m_316,174.22204543634894,-506.21606584968976,423.1080715909149
m_486,179.8420285161857,-723.6307558579962,-359.6492865392776
m_40,-143.42470906401007,934.1372308853862,848.0195211290927
m_342,-784.4549387186881,2900.6377230298635,1824.523219901148
m_238,261.5020978653031,859.110668367525,746.4499728579444
m_55,-3.2618724982936054,-747.059123576643,-293.49246831811166
m_50,-353.0016451788848,-1150.8980894564029,-1054.5762355897116
m_378,713.2612420638308,27.448289317041045,530.5227912726634
m_420,495.22342599537325,139.26698055491818,631.2530394363549
m_263,364.52276423788555,180.13832942049615,368.9980696955412
m_592,194.83226927076225,-742.9600036031396,-419.40153081396
m_370,-1007.5059318890886,-1001.1081958228934,-1296.5387832056042
m_26,699.77038070965,-7.684923371762777,375.7112776997621
m_17,279.00138563622875,-292.6560218193599,37.95891099474722
m_490,425.08178817917127,323.0513644328299,-99.79160401364544
m_328,290.7297532415083,586.3571734118689,274.0931028764491
m_385,-273.9001128888815,-943.8039481852147,-977.0445435094641
m_259,129.29916367717317,-12.443751025312977,-575.2014484029221
m_244,877.7337315430027,-1120.2831248877405,-990.9580438177863
m_392,404.36362452389585,-288.46128068682935,311.076437327764
m_161,139.03763178241758,-1272.3317229387546,-1039.062102612506
m_336,-1060.5136189559666,-1840.4380562775716,-2256.621268425222
m_439,845.4360912155736,-1014.9685142703333,704.1059874751597
m_58,845.3260538520497,185.88562457584123,517.920782101105
m_124,57.57658450496892,-497.84252470728524,-198.39789221578724
m_647,1103.0216750712902,812.5133486639429,-38.746180999445684
m_178,1527.0711607956057,-1435.8140313091717,-802.217426727449
m_593,924.999321861156,13.62904373004413,355.41810301717135
m_76,575.6749457331175,481.16978751648327,885.4491079507654
m_144,465.46206416808707,208.2149254581334,436.52726050363634
m_86,-105.70634692761047,-830.1407851878722,-870.7899805762365
m_222,442.96018469384245,351.0812923663157,9.412157337300904
m_360,665.5778855667057,264.122104442803,1847.7903020010172
m_357,1573.9806726879285,589.8999073202436,1551.2998874558991
m_415,-459.74196179906784,-1029.4812659871782,-1039.8958427152584
m_346,927.0248375880301,-819.0063290433003,-1170.385959471303
m_235,1004.3914827363423,-1472.3769234041165,-1472.8816213597704
m_371,1184.961147339296,669.039211011256,667.3712221533251
m_181,-347.1949838968125,-1156.2439721679689,-2380.322816543954
m_64,780.474072638564,-122.68621472566123,268.81346045019586
m_290,1071.842600765236,-449.656378364747,-126.97579052095405
m_82,657.4759810456773,2077.932649886981,3616.2040297993276
m_373,611.4610078928357,460.44240497125816,526.279284050519
m_189,717.3178752778166,20.99148420375442,66.18922345556179
m_372,679.3137153825952,972.0565025565367,1563.1912755050066
m_68,736.7078593888322,352.2804856258883,540.4481003149257
m_458,755.4196075419753,1208.0882153965467,1358.5481399351518
m_67,-1656.888720887652,-1559.326557982533,-4630.381042165442
m_206,783.712357858973,676.0104088961165,672.6588691675025
m_656,1276.8955142122036,504.5859929820471,1259.4357653967022
m_118,2119.356991468157,2062.0955045179776,2467.7071813535613
m_108,-624.4505284541093,1671.8085344162466,213.18028152323117
m_428,778.7680134121266,866.3319372295376,952.872343184556
m_155,2339.479314317437,1120.8330109278643,3222.606078282918
m_281,2670.2350721120515,1820.7025518906412,3088.1625868696465
m_152,2745.9886201744944,1600.5514685969772,5231.755377029341
m_136,1297.8314408975623,2520.4438745809275,2120.0033276097597
m_153,932.0260349986215,1022.2051425186398,797.2103979917433
m_94,-1447.4415093720477,-2866.7583672099954,-4974.599224748296
m_166,401.98713025311906,482.1679405983675,616.1104762007786
m_62,-1239.4871089148514,-1062.6570961437108,-2045.020785875808
m_218,-797.779915377825,-63.67105444284967,-128.99460252421062
m_377,-706.2641902680917,-205.89834299525288,-158.56335240938864
m_688,-936.7697965632888,-1256.6546665379483,-1334.2664960610007
m_520,-1062.7969526624718,-326.27552376480594,-1008.6334041472596
m_502,-453.4741035381542,-333.8289337883149,-228.15056525480767
m_412,449.99790384692005,-37.28782050978472,988.5012386575431
m_424,-886.8850612766415,-471.034671419356,-751.8968498772626
m_224,141.74379900886373,-638.4566659534944,-23.756602470068493
m_545,153.58464047317892,211.87633610885987,819.9136381197973
m_364,1027.5231860970387,-711.4442234037967,958.61103057392
m_134,1038.3363206898564,-398.805105884947,1288.8210788359422
m_437,874.9531488982308,-458.6540901880801,1132.1230209785613
m_440,584.7358152429177,-8.241062408925401,1352.4080274621895
m_454,1368.1716146969095,51.5119665504483,2425.9842017814026
m_684,-293.69298283815857,-258.23995090472056,-1115.8358628036199
m_455,-744.3610812626055,170.95560424228722,325.1440237599376
m_700,-610.1685066675657,-64.98318359163663,-488.6120194699736
m_468,-500.5817452860144,-308.668854514904,-147.57079665213303
m_137,-2184.417752701654,-331.0600365980296,-1666.8292409054409
m_663,-1891.195263158333,-108.53847056808068,-1848.7601899162498
m_491,-323.28273092889935,1276.5801419361478,546.291116902567
m_582,73.62795671340976,-1592.7628303688778,-193.5360584149065
m_573,204.8549511162196,-606.916480603191,634.5362484589268
m_518,-349.6934519930787,-783.8892978672916,-504.9355327482755
m_514,1412.1051307916525,213.91267158497692,224.16875693659026
m_463,409.6816013650776,-1056.2277524472977,198.19258069463768
m_230,514.0611988434842,-914.3596166972625,120.82871694071963
m_679,-1153.7008426725624,-343.3132352008372,-798.6491115416263
m_530,-1594.7999347356215,-344.9159908299999,-1249.5690911767545
m_284,-2502.6763289931787,-1079.005013166807,-3084.2556833041454
m_539,-2316.378859841854,-1012.930575773628,-2909.7216277605244
m_529,-2744.1825894526473,-756.2802454542514,-2902.8170818929307
m_554,918.3677371316364,192.71866944340206,369.73847896043935
m_567,1466.0682908191843,1851.8322662274977,2748.2538429010942
m_668,-421.03847636207803,-1213.3333532451654,-1939.9705654945597
m_553,-240.28746365311218,603.3050341933593,243.646932367883
m_464,342.62999551695145,-903.8445857134741,-238.0467934832629
m_419,-2348.5294754792617,611.3691034294867,-1688.8558717441347
m_237,402.6231013316032,-457.671413517877,251.05023104299264
m_220,1134.618573147174,419.88484106577664,397.65793897408537
m_273,1417.8500539737229,428.62225766599084,552.0009520493116
m_145,1672.9558785899142,1401.3139043315637,1567.2844693272632
m_467,744.3784516515991,2011.4120756804398,1509.6951483196285
m_398,1647.8021868706312,693.7437592141921,1154.695239921083
m_513,1608.3124522342714,1713.7559124184706,2316.0462640044816
m_538,1297.5175808267584,1837.4045061754844,1978.5082153549718
m_44,1684.923148449048,1467.8911479389835,1914.743655107945
m_403,437.6289815772209,10.535966221055759,-765.7818350521484
m_531,1927.2259796901635,1639.4575083542345,1778.5001621078097
m_46,1980.235666407599,1125.0367070700638,1561.0926487110523
m_353,2259.4865422458392,872.162999199226,2017.37105616669
m_351,-6.104763264232437,199.70601067406926,135.35621121998284
m_512,1635.2860760128021,762.7100615416088,903.2456229527272
m_81,1477.6357609460156,698.2863087774708,779.300007243895
m_23,1488.146962461352,724.6539028864039,851.8554680525956
m_110,683.1872453553958,-672.2512980984962,-347.0162289643024
m_201,1487.9756944824962,802.9034344418371,1103.7777639600715
m_142,2117.716268467366,914.1825702473317,1622.801228653777
m_367,2049.812391601114,979.0401980294647,1791.7013006724287
m_225,2192.411287955007,678.7903794489641,1408.321588397012
m_632,1859.7133407121603,543.8981688352105,1066.3399208265116
m_103,1850.414036317166,867.329387892694,1324.1536163058179
m_188,1567.0165902271083,-490.88484437137504,-558.1134638722376
m_295,2040.1089583368175,607.8393915319459,1305.7366996713308
m_270,2055.7760876250545,684.6348941538189,1528.5552545207008
m_354,1627.5668616902183,1019.0183892911847,1042.8099278270129
m_211,1485.0829668286892,850.1621860254199,482.41008606280434
m_332,-75.5111158475047,1295.6181890417074,70.43083294615396
m_175,921.3104722747006,987.6205488282385,844.0777987148218
m_57,216.2712606975289,554.4866790124148,-84.26958257551902
m_397,771.9224898456195,1082.2857834830252,730.8207633548342
m_164,1271.5107354205804,245.81393932261778,914.2741366842807
m_174,-297.15702870958523,693.7678892672395,-353.80579169764854
m_308,-521.4251992023588,-126.34617649943019,-1326.783755331375
m_255,-274.05637441666147,-15.573264479285365,-1005.3332121871189
m_107,2041.6888980384815,707.0670101810899,1260.760590905868
m_620,1173.620270195935,2757.8491191286216,1436.2887766210526
m_654,-1668.2870620258575,-1134.0665034916715,-2599.6300276619004
m_388,1047.2688884428549,-364.714528816023,200.4720422118457
m_407,1813.8457418523888,1276.8144174350514,686.2312509801794
m_229,2119.909749349722,1987.2430896392516,2089.6461432262463
m_703,-218.8645979577449,2054.100091995602,-231.43404864591437
m_262,2191.726818511753,1857.0318015794596,1955.873122834887
m_335,667.749652544845,-47.71648031349116,989.2881992359137
m_546,1335.2121162335138,1858.8239404092997,1728.1603833529891
m_629,124.28053762973738,1556.6222024743975,124.31194252780091
m_446,66.17301794431586,-1340.8250032021092,-566.7278773897331
m_338,1190.8470743660482,-153.84702977102333,983.6335833170807
m_61,438.52441261075563,1196.878931781219,26.86615478075649
m_487,-606.2935321733696,871.5750880001806,-275.33339042685736
m_186,-445.7731277809286,-450.16978065352487,-596.4286199032954
m_172,170.96104627295543,-310.9418233739119,441.5899858941544
m_382,318.53133242951577,-842.2310778505708,-107.02925387736205
m_461,-911.4447951127206,-675.1050286063929,-780.6796554558605
m_311,-2636.01358022544,-3805.4232115163536,-6187.77601798135
m_167,1407.527989462065,-1088.7202904111327,276.9343782953594
m_669,215.06175310586497,-1030.5689772924206,396.8285233821531
m_526,42.331156236686674,-1706.0935321834268,-57.176843033610105
m_601,338.6897473368796,-870.8073158189536,641.9426486504058
m_528,149.31360751181518,-1690.0508208879187,-76.36006179174967
m_406,1183.9848787728172,-1297.2541923118865,502.0562241604287
m_580,2042.0583895000934,41.33091216088514,1983.4293636565055
m_608,-474.93381135896476,-1675.3473182307357,171.13816398973174
m_652,151.9709861965266,-406.32422658593777,-673.8612840670883
m_687,199.59871493539814,1793.903415725546,2107.739206034856
m_638,-817.6397152357279,-1123.7706817856094,-876.5523399473356
m_148,-951.2799503767242,-843.7758850175778,-384.0674945625983
m_563,-40.946997278265776,-219.24118544740728,363.649988195727
m_533,-223.2411465358497,-124.13633907645374,547.4023388908766
m_704,-982.0045039436319,-2740.32637693769,-3334.2126121854835
m_349,-5.509528841464309,1064.5055810986837,1312.367796299942
m_302,-842.9105463607507,-1513.5638492453686,-1917.6388308003861
m_416,-101.81547106298372,2196.746962662424,2456.083675216344
m_470,-734.1198033880166,-741.6860272510763,-669.2085766519327
m_299,-926.5703663986443,-2838.4229120298673,-2909.0869953319857
m_330,-27.765047875080597,-1819.4233765243782,-1100.0622242977026
m_612,-2373.225044602994,-1496.702797533708,-3684.423575640275
m_610,623.6074818177041,467.19754446133874,-423.8581630093912
m_613,-2161.957157172618,-512.0305946107801,-2280.7951455177367
m_515,-941.8929025492265,-1128.3515547398729,-1405.8303904710194
m_114,-657.6004610781749,-1471.5780825667543,-1555.1385172570112
m_697,-425.53251332829274,1016.8502641011052,-124.52572345115074
m_179,308.3648140947884,-1368.9787994557462,-1061.3942982835226
m_19,74.51594299011812,-1583.2755633573101,-1395.4583024702652
m_672,274.37659386190387,-1620.606435528206,-1845.2684440016671
m_170,-2514.1111808513288,-3056.2451971772634,-5327.91957055767
m_34,-725.2422019937081,-2362.052066259575,-3749.113513636247
m_386,2102.979147995857,1395.8543993727876,2571.360495614891
m_120,-370.8028717499147,-1467.5689242598264,-2189.703711304859
m_334,103.07199494748446,1906.8220820171407,1915.0534632594758
m_123,-1059.1030337793297,-143.26657540088104,-664.8687034631234
m_615,622.1011027782754,-501.00310985989665,355.864036175256
m_655,-115.21168403377999,1298.663121660873,887.5207353800716
m_182,64.42382132064476,1461.8733070791916,125.60870800370382
m_283,-1056.776654165928,1810.895610293593,-481.3279595738488
m_129,549.6467060136933,-714.8827041963334,-1878.6480670619255
m_702,15.047784922853397,1269.1197626970095,977.3789595481634
m_692,733.59073517829,3183.9733791496055,2878.123509716106
m_599,541.5734747551022,169.48779864867848,449.1426122844397
m_607,-804.7371660906402,3940.1708207209977,4259.436475224745
m_560,-2000.9555581043608,541.433497952503,-2973.4750995358427
m_571,-1966.4555549317388,1250.1216367858115,-2105.600108103329
m_678,537.2437293851542,147.87195885291257,696.4203961051677
m_452,556.4907460491102,-1694.7114488061216,-2639.14887514386
m_350,-3104.453390562969,-747.2967950866874,-3478.1057656213275
m_4,-2164.9718126730095,-2418.6373432635305,-4468.911746950451
m_112,-39.549606417942464,366.66103793073455,-612.6305952412802
m_115,702.506744226808,1012.8598985243376,1098.096373904775
m_535,-2635.8253142729195,-2495.1293086170326,-5296.0686788384655
m_356,-402.2456631239698,-487.1039461442667,-1516.0550194358968
m_38,-1724.9578734165675,-284.79742957828347,-2790.9670816508087
m_622,-481.9933096365107,-94.88735685832602,13.252155534491338
m_326,-1880.227209923531,1596.5854525093378,-1965.442757326377
m_190,-202.5716935035359,440.2447214677957,365.94377501665724
m_589,-1099.7656032119082,893.8795981933437,-1821.8808791472493
m_198,-2326.1648573082334,-2299.620821265298,-4037.421921962827
m_562,-1351.4551769429877,-2834.110722377265,-2988.8310518349417
m_540,-727.1038289368439,-580.679471516719,-110.3448510140816
m_497,-833.4057689467496,-2055.752428432052,-3520.231980958511
m_241,-34.87477487318893,-810.9159195911822,-715.3869258048503
m_156,-1696.8683543935108,661.4862873776925,-1705.107898341257
m_105,-788.3502631643461,-41.126557204480925,-924.6108701815517
m_310,-925.8128580147722,-2330.7136917327143,-2006.9485708006491
m_381,398.53313292539093,-379.3401679963464,-763.6926042707804
m_536,456.32441025564094,-629.1120228214697,-591.2456272079639
m_591,-389.23965038183167,-716.1232359814386,-546.1993829618689
m_585,-978.2037441579521,-3058.3707208850683,-3467.1561513054703
m_131,23.0425496643861,-3413.356733074046,-2719.8595356564547
m_361,-2260.394175034137,-3315.7680830985296,-5136.043032145039
m_680,-1498.1916698048396,-1239.7259279305476,-2409.4128527183893
m_279,257.4792879288112,1400.2236631412889,1078.0867707135333
m_492,-1169.65033362392,-2187.6151451405326,-2804.4247108473483
m_366,-1334.1126277554956,-2661.7693991446868,-3126.1497065603107
m_483,1778.3398801924106,801.5166412445107,1289.5739627818134
m_476,987.3375802216269,-956.9030195100555,2053.143536174421
m_683,-1085.1221049010367,-1829.8207906633402,-2452.8735970013536
m_374,-69.44227287762223,1725.6691467915848,638.9942862163481
m_77,-578.093630241771,75.61254612431641,-120.57944271797452
m_445,-897.1082367155554,-2726.256471844158,-2048.0328756743625
m_646,-1539.6003625934275,596.0363322666433,-577.9013103121284
m_496,88.7597435240771,-2995.1120462719946,-1672.9742879814391
m_475,-389.869571544229,-2001.5728884291227,-1382.9939017017357
m_696,-595.3317283452873,-1374.9734670323394,-695.0233841250589
m_595,-1193.1275878941037,-3067.4630107302414,-2357.444749438487
m_254,352.44637878130436,-532.9002892667647,301.82855068660973
m_699,-338.55160535112486,-455.9281091477387,-569.3334420789249
m_521,953.434223109019,-710.489408605601,-194.43534823454442
m_583,-1134.258886660972,-2540.2825284408946,-2493.0033272917744
m_509,1771.660406257491,764.3849698521568,1172.1282582447643
m_260,-527.3619672457686,1141.180774904596,618.5486298304578
m_232,-554.1243602973897,1157.0379288573347,409.0738485590933
m_667,-144.34514060879226,211.58268469648868,-117.81596346718466
m_651,-615.9126737317475,653.3873041099463,305.6498718322295
m_451,163.36050338347064,-2304.830099693286,-2560.8439799509806
m_570,-143.19314194117817,-1100.075174931208,-625.0644991429415
m_274,-184.2268391812437,824.890773841696,397.5590924432368
m_298,-156.71403763241585,339.39693304690167,269.2829545554889
m_264,631.8749131931213,-2849.5352521151326,-1921.478370982665
m_565,212.22838970568347,-3020.545327677662,-1917.2274488210544
m_604,517.598112293057,-3214.1332582444707,-1707.1765375158948
m_333,2020.479078555385,3892.9021510546045,3537.84776532073
m_543,723.2203092362013,569.5009178010293,-47.092609965620234
m_686,-864.9535738227123,2381.7227213477777,1197.0454318304871
m_618,-1052.4419136023862,571.612001004058,-1297.975402815264
m_640,-227.27454478304978,1256.8577370611183,-76.64828089610887
m_242,-439.5344566567307,1046.238505630564,-445.7219623599165
m_561,-414.1014243469977,760.2052612676885,-677.848700414418
m_550,-215.425279450276,254.28496507184823,232.14759918314186
m_456,-2820.7387368304703,-963.3375846697506,-3760.7391197074835
m_524,-686.7830227635417,-414.15311831530863,-1470.522923154416
m_426,-224.4635605908394,511.29834824071537,510.15126007489846
m_661,-433.5399894734404,2.6089402422550707,-234.46281084257265
m_405,-218.75991536712436,-169.84722288965722,-350.8880024530649
m_619,-165.00922308020907,-727.1370072884272,-492.91220547378884
m_547,-283.08787356593626,-75.60405214395153,-27.26547103569818
m_675,421.38507112280337,-1719.314284788016,-2492.6302343464786
m_500,-1353.1731192410361,2210.7845696074673,670.5160888341185
m_343,-2092.98448392252,1394.124315519989,-313.05909974924515
m_541,-358.74748972049287,-98.87438711561634,-1775.6561157414483
m_130,-422.66760891959956,245.91955788223447,-1150.7984860579656
m_60,-235.2719655600355,-1418.9183683469046,-2018.0418301669843
m_400,-512.7533051029418,-129.885144106643,-1659.8444845191584
m_345,-1070.0899962953238,243.69079225826985,-1228.4476974709069
m_69,-505.05374598107556,-1563.1933369304584,-2357.5388090412844
m_494,-993.5100620206376,-1651.0474992526274,-2516.272133132139
m_396,-1321.4194472142929,760.2892223536662,-789.9671316732247
m_665,-649.0617164856627,1548.7197605276501,122.65008423799316
m_662,1668.122139024598,-1115.2030492642916,-793.4673734255201
m_13,-746.6505626957033,415.7076391819501,-145.50853156721925
m_363,-659.343617656515,1007.779896034574,691.3963121000704
m_481,-1158.9655631823637,146.99814258281077,-1091.7223565870388
m_320,-590.6637786246547,-860.5668010005929,-1096.1466795710346
m_157,-952.6489857069191,-531.5179841171653,-1203.281951395638
m_12,-392.86203635186877,220.9907443593828,-125.9601941861691
m_626,-1822.8565069789195,-2980.8491030987757,-4769.910299007788
m_448,305.01776439621483,446.95192295659115,1052.9926624847735
m_511,-1076.0600572853969,-571.5752596544123,-1432.6581178204387
m_417,-2358.142190779258,-2466.7324669991303,-4282.501733237177
m_216,-767.4036351463285,-1485.476356847059,-1530.3246434056132
m_365,1862.63349960261,-2064.611422608352,1488.9909482155913
m_329,-593.3219584885773,789.3519098765433,891.4550530270844
m_508,281.74737396410234,245.44850713650618,589.4174751041853
m_39,88.18759026222811,809.9874331337405,1425.7938771309402
m_477,-554.8037609610867,731.4095890168251,1063.9677607512801
m_313,-305.18646082547014,564.1696800623065,981.4515747966726
m_462,-349.57052650885356,1091.544350027305,1128.486352238272
