MS2 ID,Retention Time (min),Rank,Identification,Precursor Mass,Library Mass,Delta m/z,Dot Product,Reverse Dot Product,Purity,Spectral Components,Optimal Polarity,LipiDex Spectrum,Library,Potential Fragments
82,0.874,1,LysoPI 20:4 [M-H]-;,619.29,619.2883,2.7451,678,925,100,LysoPI 20:4 [M-H]-(100),true,true,LipiDex_HCD_ULCFA.msp,78.9596 | 152.9954 | 171.0065 | 223.0018 | 241.0119 | 303.233 | 315.0487 | 333.0597 | 
84,0.885,1,AC 12:0 [M+H]+;,344.28,344.2801,-0.2905,45,1000,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 85.0284 | 144.1019 | 183.1743 | 285.206 | 
92,0.928,1,AC 14:1 [M+H]+;,370.296,370.2957,0.8102,973,984,100,AC 14:1 [M+H]+(100),true,true,LipiDex_HCD_Acetate.msp,60.0808 | 85.0284 | 144.1019 | 209.19 | 311.2217 | 
107,1.015,1,LysoPC 20:5 [M+H]+;,542.325,542.3247,0.5532,942,948,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
115,1.06,1,LysoPC 14:0 [M+H]+;,468.308,468.309,-2.1353,254,997,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
117,1.07,1,LysoPC 18:2 [M+Ac-H]-;,578.347,578.3458,2.0749,732,737,100,LysoPC 18:2 [M+Ac-H]-(100),true,true,LipiDex_HCD_Acetate.msp,59.0139 | 78.9591 | 152.9958 | 224.0693 | 241.0721 | 279.233 | 504.3096 | 
119,1.079,1,LysoPC 18:2 [M+H]+;,520.34,520.3403,-0.5765,790,916,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
120,1.081,1,LysoPC 22:6 [M+H]+;,568.339,568.3403,-2.2874,659,901,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
121,1.089,1,LysoPC 16:0 [M+Ac-H]-;,554.347,554.3458,2.1647,751,777,100,LysoPC 16:0 [M+Ac-H]-(100),true,true,LipiDex_HCD_Acetate.msp,59.0139 | 78.9591 | 152.9958 | 224.0693 | 241.0721 | 255.233 | 480.3096 | 
123,1.1,1,LysoPC 16:0 [M+H]+;,496.34,496.3403,-0.6044,941,949,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
127,1.125,1,LysoPC 18:3 [M+H]+;,518.322,518.3247,-5.2091,11,1000,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
131,1.147,1,LysoPC 20:4 [M+H]+;,544.339,544.3403,-2.3882,835,884,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
140,1.193,1,LysoPC 20:5 [M+H]+;,542.323,542.3247,-3.1347,33,971,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
148,1.24,1,LysoPC 16:1 [M+H]+;,494.325,494.3247,0.6069,675,958,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
151,1.261,1,LysoPC 18:2 [M+H]+;,520.34,520.3403,-0.5765,880,885,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
152,1.263,1,LysoPC 22:6 [M+H]+;,568.34,568.3403,-0.5279,930,938,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
153,1.272,1,LysoPC 18:2 [M+Ac-H]-;,578.347,578.3458,2.0749,571,775,100,LysoPC 18:2 [M+Ac-H]-(100),true,true,LipiDex_HCD_Acetate.msp,59.0139 | 78.9591 | 152.9958 | 224.0693 | 241.0721 | 279.233 | 504.3096 | 
155,1.281,1,LysoPC 16:0 [M+H]+;,496.34,496.3403,-0.6044,923,936,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
157,1.293,1,LysoPC 16:0 [M+Ac-H]-;,554.347,554.3458,2.1647,446,800,100,LysoPC 16:0 [M+Ac-H]-(100),true,true,LipiDex_HCD_Acetate.msp,59.0139 | 78.9591 | 152.9958 | 224.0693 | 241.0721 | 255.233 | 480.3096 | 
158,1.295,1,LysoPC 22:6 [M+Ac-H]-;,626.347,626.3458,1.9159,53,548,100,LysoPC 22:6 [M+Ac-H]-(100),true,true,LipiDex_HCD_Acetate.msp,59.0139 | 78.9591 | 152.9958 | 224.0693 | 241.0721 | 327.233 | 552.3096 | 
162,1.316,1,LysoPC 20:4 [M+Ac-H]-;,602.348,602.3458,3.6524,134,608,100,LysoPC 20:4 [M+Ac-H]-(100),true,true,LipiDex_HCD_Acetate.msp,59.0139 | 78.9591 | 152.9958 | 224.0693 | 241.0721 | 303.233 | 528.3096 | 
171,1.371,1,LysoPC 20:4 [M+H]+;,544.34,544.3403,-0.5511,941,961,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
172,1.373,1,LysoPC 20:5 [M+H]+;,542.322,542.3247,-4.9786,14,998,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
