MS2 ID,Retention Time (min),Rank,Identification,Precursor Mass,Library Mass,Delta m/z,Dot Product,Reverse Dot Product,Purity,Spectral Components,Optimal Polarity,LipiDex Spectrum,Library,Potential Fragments
83,0.909,1,LysoPI 20:4 [M-H]-;,619.29,619.2883,2.7451,55,1000,100,LysoPI 20:4 [M-H]-(100),true,true,LipiDex_HCD_ULCFA.msp,78.9596 | 152.9954 | 171.0065 | 223.0018 | 241.0119 | 303.233 | 315.0487 | 333.0597 | 
90,0.942,1,AC 14:1 [M+H]+;,370.295,370.2957,-1.8904,833,997,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 85.0284 | 144.1019 | 209.19 | 311.2217 | 
101,1.003,1,LysoPC 20:5 [M+H]+;,542.324,542.3247,-1.2907,865,870,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
107,1.037,1,LysoPC 20:5 [M+Ac-H]-;,600.331,600.3301,1.4992,34,1000,100,LysoPC 20:5 [M+Ac-H]-(100),true,true,LipiDex_HCD_Acetate.msp,59.0139 | 78.9591 | 152.9958 | 224.0693 | 241.0721 | 301.2173 | 526.2939 | 
110,1.049,1,LysoPC 14:0 [M+H]+;,468.308,468.309,-2.1353,941,954,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
113,1.067,1,LysoPC 18:3 [M+H]+;,518.324,518.3247,-1.3505,19,332,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
114,1.068,1,LysoPC 16:1 [M+H]+;,494.324,494.3247,-1.4161,702,741,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
115,1.077,1,LysoPC 18:2 [M+Ac-H]-;,578.347,578.3458,2.0749,659,851,100,LysoPC 18:2 [M+Ac-H]-(100),true,true,LipiDex_HCD_Acetate.msp,59.0139 | 78.9591 | 152.9958 | 224.0693 | 241.0721 | 279.233 | 504.3096 | 
117,1.086,1,LysoPC 16:0 [M+H]+;,496.34,496.3403,-0.6044,938,953,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
118,1.087,1,LysoPC 20:4 [M+H]+;,544.34,544.3403,-0.5511,650,747,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
119,1.096,1,LysoPC 16:0 [M+Ac-H]-;,554.347,554.3458,2.1647,400,634,100,LysoPC 16:0 [M+Ac-H]-(100),true,true,LipiDex_HCD_Acetate.msp,59.0139 | 78.9591 | 152.9958 | 224.0693 | 241.0721 | 255.233 | 480.3096 | 
