MS2 ID,Retention Time (min),Rank,Identification,Precursor Mass,Library Mass,Delta m/z,Dot Product,Reverse Dot Product,Purity,Spectral Components,Optimal Polarity,LipiDex Spectrum,Library,Potential Fragments
96,0.875,1,LysoPI 20:4 [M-H]-;,619.29,619.2883,2.7451,852,940,100,LysoPI 20:4 [M-H]-(100),true,true,LipiDex_HCD_ULCFA.msp,78.9596 | 152.9954 | 171.0065 | 223.0018 | 241.0119 | 303.233 | 315.0487 | 333.0597 | 
104,0.917,1,LysoPI 18:2 [M-H]-;,595.29,595.2883,2.8558,79,731,100,LysoPI 18:2 [M-H]-(100),true,true,LipiDex_HCD_Acetate.msp,78.9591 | 152.9958 | 171.0064 | 223.0013 | 241.0119 | 279.233 | 315.0487 | 333.0619 | 
111,0.953,1,AC 14:1 [M+H]+;,370.296,370.2957,0.8102,144,1000,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 85.0284 | 144.1019 | 209.19 | 311.2217 | 
118,0.993,1,LysoPC 20:5 [M+H]+;,542.325,542.3247,0.5532,734,737,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
120,1.004,1,LysoPC 20:5 [M+Ac-H]-;,600.332,600.3301,3.1649,23,1000,100,LysoPC 20:5 [M+Ac-H]-(100),true,true,LipiDex_HCD_Acetate.msp,59.0139 | 78.9591 | 152.9958 | 224.0693 | 241.0721 | 301.2173 | 526.2939 | 
122,1.015,1,LysoPC 14:0 [M+H]+;,468.309,468.309,0.0,384,840,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
130,1.057,1,LysoPC 18:3 [M+H]+;,518.325,518.3247,0.5788,788,973,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
132,1.067,1,LysoPI 18:1 [M-H]-;,597.305,597.304,1.6742,138,785,100,LysoPI 18:1 [M-H]-(100),true,true,LipiDex_HCD_ULCFA.msp,78.9596 | 152.9954 | 171.0065 | 223.0018 | 241.0119 | 281.2486 | 315.0487 | 333.0597 | 
134,1.076,1,LysoPC 18:2 [M+H]+;,520.34,520.3403,-0.5765,906,919,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
135,1.078,1,LysoPC 22:6 [M+H]+;,568.34,568.3403,-0.5279,860,937,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
137,1.087,1,LysoPC 18:2 [M+Ac-H]-;,578.347,578.3458,2.0749,5,1000,100,LysoPC 18:2 [M+Ac-H]-(100),true,true,LipiDex_HCD_Acetate.msp,59.0139 | 78.9591 | 152.9958 | 224.0693 | 241.0721 | 279.233 | 504.3096 | 
138,1.096,1,LysoPC 16:0 [M+H]+;,496.34,496.3403,-0.6044,947,961,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
140,1.108,1,LysoPC 16:0 [M+Ac-H]-;,554.347,554.3458,2.1647,843,865,100,LysoPC 16:0 [M+Ac-H]-(100),true,true,LipiDex_HCD_Acetate.msp,59.0139 | 78.9591 | 152.9958 | 224.0693 | 241.0721 | 255.233 | 480.3096 | 
144,1.128,1,LysoPC 18:2 [M+Ac-H]-;,578.347,578.3458,2.0749,161,759,100,LysoPC 18:2 [M+Ac-H]-(100),true,true,LipiDex_HCD_Acetate.msp,59.0139 | 78.9591 | 152.9958 | 224.0693 | 241.0721 | 279.233 | 504.3096 | 
154,1.181,1,LysoPC 20:4 [M+H]+;,544.34,544.3403,-0.5511,838,907,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
155,1.183,1,LysoPC 20:5 [M+H]+;,542.323,542.3247,-3.1347,182,861,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
159,1.206,1,LysoPC 16:1 [M+H]+;,494.325,494.3247,0.6069,821,949,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
166,1.246,1,LysoPC 18:3 [M+H]+;,518.322,518.3247,-5.2091,29,319,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
