Retention Time (min),Quant Ion,Polarity,Area (max),Identification,Lipid Class,Features Found,20210729_AJ_Toh_RatBloodGlucose_ExtractionBlank.raw (F1),20210729_AJ_Toh_RatBloodGlucose_SolventBlank.raw (F2),20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),20210729_AJ_Toh_RatBloodGlucose_T1060M_20210325_8wk_RBG.raw (F4),20210729_AJ_Toh_RatBloodGlucose_T1060M_20210329_9wk_FBG.raw (F5),20210729_AJ_Toh_RatBloodGlucose_T1060M_20210401_9wk_RBG.raw (F6),20210729_AJ_Toh_RatBloodGlucose_T1060M_20210405_10wk_FBG.raw (F7),20210729_AJ_Toh_RatBloodGlucose_T1060M_20210408_10wk_RBG.raw (F8),20210729_AJ_Toh_RatBloodGlucose_T1062M_20210322_8wk_FBG.raw (F9),20210729_AJ_Toh_RatBloodGlucose_T1062M_20210325_8wk_RBG.raw (F10),20210729_AJ_Toh_RatBloodGlucose_T1062M_20210329_9wk_FBG_QC1.raw (F11),20210729_AJ_Toh_RatBloodGlucose_T1062M_20210329_9wk_FBG_QC2.raw (F12),20210729_AJ_Toh_RatBloodGlucose_T1062M_20210329_9wk_FBG_QC3.raw (F13),20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),20210729_AJ_Toh_RatBloodGlucose_T1062M_20210405_10wk_FBG.raw (F15),20210729_AJ_Toh_RatBloodGlucose_T1062M_20210408_10wk_RBG.raw (F16),20210729_AJ_Toh_RatBloodGlucose_T1074M_20210322_8wk_FBG.raw (F17),20210729_AJ_Toh_RatBloodGlucose_T1074M_20210325_8wk_RBG.raw (F18),20210729_AJ_Toh_RatBloodGlucose_T1074M_20210329_9wk_FBG.raw (F19),20210729_AJ_Toh_RatBloodGlucose_T1074M_20210401_9wk_RBG.raw (F20),20210729_AJ_Toh_RatBloodGlucose_T1074M_20210405_10wk_FBG.raw (F21),20210729_AJ_Toh_RatBloodGlucose_T1074M_20210408_10wk_RBG.raw (F22),20210729_AJ_Toh_RatBloodGlucose_T1076M_20210322_8wk_FBG.raw (F23),20210729_AJ_Toh_RatBloodGlucose_T1076M_20210325_8wk_RBG.raw (F24),20210729_AJ_Toh_RatBloodGlucose_T1076M_20210329_9wk_FBG.raw (F25),20210729_AJ_Toh_RatBloodGlucose_T1076M_20210401_9wk_RBG.raw (F26),20210729_AJ_Toh_RatBloodGlucose_T1076M_20210405_10wk_FBG.raw (F27),20210729_AJ_Toh_RatBloodGlucose_T1076M_20210408_10wk_RBG.raw (F28),20210729_AJ_Toh_RatBloodGlucose_T1082M_20210322_8wk_FBG.raw (F29),20210729_AJ_Toh_RatBloodGlucose_T1082M_20210325_8wk_RBG.raw (F30),20210729_AJ_Toh_RatBloodGlucose_T1082M_20210329_9wk_FBG.raw (F31),20210729_AJ_Toh_RatBloodGlucose_T1082M_20210401_9wk_RBG.raw (F32),20210729_AJ_Toh_RatBloodGlucose_T1082M_20210405_10wk_FBG.raw (F33),20210729_AJ_Toh_RatBloodGlucose_T1082M_20210408_10wk_RBG.raw (F34),20210729_AJ_Toh_RatBloodGlucose_T1091M_20210327_8wk_FBG.raw (F35),20210729_AJ_Toh_RatBloodGlucose_T1091M_20210330_8wk_RBG.raw (F36),20210729_AJ_Toh_RatBloodGlucose_T1091M_20210402_9wk_FBG.raw (F37),20210729_AJ_Toh_RatBloodGlucose_T1091M_20210406_9wk_RBG.raw (F38),20210729_AJ_Toh_RatBloodGlucose_T1091M_20210410_10wk_FBG.raw (F39),20210729_AJ_Toh_RatBloodGlucose_T1091M_20210413_10wk_RBG.raw (F40),20210729_AJ_Toh_RatBloodGlucose_T1092M_20210327_8wk_FBG.raw (F41),20210729_AJ_Toh_RatBloodGlucose_T1092M_20210330_8wk_RBG.raw (F42),20210729_AJ_Toh_RatBloodGlucose_T1092M_20210402_9wk_FBG.raw (F43),20210729_AJ_Toh_RatBloodGlucose_T1092M_20210406_9wk_RBG.raw (F44),20210729_AJ_Toh_RatBloodGlucose_T1092M_20210410_10wk_FBG.raw (F45),20210729_AJ_Toh_RatBloodGlucose_T1092M_20210413_10wk_RBG.raw (F46),20210729_AJ_Toh_RatBloodGlucose_T1093M_20210327_8wk_FBG.raw (F47),20210729_AJ_Toh_RatBloodGlucose_T1093M_20210330_8wk_RBG.raw (F48),20210729_AJ_Toh_RatBloodGlucose_T1093M_20210402_9wk_FBG.raw (F49),20210729_AJ_Toh_RatBloodGlucose_T1093M_20210406_9wk_RBG.raw (F50),20210729_AJ_Toh_RatBloodGlucose_T1093M_20210410_10wk_FBG.raw (F51),20210729_AJ_Toh_RatBloodGlucose_T1093M_20210413_10wk_RBG.raw (F52),20210729_AJ_Toh_RatBloodGlucose_T1101M_20210327_8wk_FBG.raw (F53),20210729_AJ_Toh_RatBloodGlucose_T1101M_20210330_8wk_RBG.raw (F54),20210729_AJ_Toh_RatBloodGlucose_T1101M_20210402_9wk_FBG.raw (F55),20210729_AJ_Toh_RatBloodGlucose_T1101M_20210406_9wk_RBG.raw (F56),20210729_AJ_Toh_RatBloodGlucose_T1101M_20210410_10wk_FBG.raw (F57),20210729_AJ_Toh_RatBloodGlucose_T1101M_20210413_10wk_RBG.raw (F58),20210729_AJ_Toh_RatBloodGlucose_T1102M_20210327_8wk_FBG.raw (F59),20210729_AJ_Toh_RatBloodGlucose_T1102M_20210330_8wk_RBG.raw (F60),20210729_AJ_Toh_RatBloodGlucose_T1102M_20210402_9wk_FBG.raw (F61),20210729_AJ_Toh_RatBloodGlucose_T1102M_20210406_9wk_RBG.raw (F62),20210729_AJ_Toh_RatBloodGlucose_T1102M_20210410_10wk_FBG.raw (F63),20210729_AJ_Toh_RatBloodGlucose_T1102M_20210413_10wk_RBG.raw (F64),20210729_AJ_Toh_RatBloodGlucose_Water_R1.raw (F65),20210729_AJ_Toh_RatBloodGlucose_Water_R2.raw (F66),20210729_AJ_Toh_RatBloodGlucose_Water_R3.raw (F67),
2.217,301.21756,-,3.036670037E7,,,58,19325.44325,17466.34955,2.233412798E7,7002976.948,1.472254477E7,7582771.82,1.818846988E7,5645577.922,3.036670037E7,1.376903288E7,1.570375898E7,1.458762033E7,2.590684277E7,9468222.127,1.552871246E7,4789140.888,1.62301182E7,5684526.124,1.675519043E7,9087336.651,1.619096318E7,4938378.29,2.383013716E7,9465758.361,2.104759562E7,1.469511605E7,1.123150247E7,8944470.514,2.229273274E7,1.174634949E7,9611611.579,1.307346206E7,9482935.697,5658290.147,2.424889148E7,1.134614624E7,2.453212036E7,9784631.069,2.635458117E7,5233854.384,2.878579953E7,7058985.03,1.241901419E7,4235357.664,2.303724117E7,7939525.814,2.55313899E7,7001406.502,2.17296874E7,1.160932695E7,1.337349525E7,5549115.15,1.663042084E7,1.278262901E7,1.338478527E7,1.26755912E7,1.197328456E7,8375715.54,2.131297313E7,4350955.738,2.014111022E7,1.037907628E7,2.098877932E7,3536591.677,25792.96807,20954.12856,20037.58611,
2.217,383.2211,-,1103253.926,,,15,19845.9347,17936.77009,502875.7364,125129.4463,507747.8654,153374.6102,463351.6778,162396.6969,563761.148,385738.0529,622344.309,410915.037,747298.7984,269575.2267,412982.0908,127150.0373,368169.7407,186589.3928,233834.9474,230822.5884,309018.6245,139694.7551,565700.3446,250926.7942,421476.2842,523688.2325,455767.9122,285721.6125,672531.2126,304896.6482,298701.8506,426483.2365,253029.3397,151197.246,692410.4219,300173.8551,1103253.926,273101.0489,472969.2192,137440.4258,463493.0785,186854.9307,302690.604,122179.3672,643878.4524,200841.0452,482566.7347,183057.8129,444188.9622,269288.5274,457790.1677,183625.6123,487710.8829,350998.4108,361622.9357,337736.1051,275203.8714,173289.4877,780431.0387,131083.4811,674802.8339,315071.5063,668829.1662,104115.9426,26487.64913,21518.48533,20577.25767,
2.228,520.34021,+,1098420.807,,,2,11718.58569,10286.99253,285765.4377,1012045.116,44615.44147,665926.3312,150948.5233,617231.2393,141533.1918,362974.3502,63084.85281,72531.50934,496188.8858,256226.2906,195691.1938,230669.9317,467791.4647,562784.7008,135267.4792,927954.7289,102186.2645,470889.4829,52320.83415,71489.49022,432098.2779,647802.366,247743.6816,538608.8579,45082.13099,677249.3789,69642.9608,235330.1731,210328.2476,329643.8658,216082.3232,232488.8466,1098420.807,947673.2605,141735.2859,460490.5895,299318.9688,666371.8251,27570.91739,664544.8455,64867.24113,634574.5348,66406.96335,158848.1416,539326.815,188513.8158,224178.3616,516252.3042,64831.8666,630562.254,87070.60048,241861.198,310783.8538,723144.4878,70842.74407,231265.4388,98329.0467,131833.825,418812.7729,209869.2042,11627.70664,10826.46631,10664.23707,
2.234,536.3717,+,3334368.036,,,54,23437.38596,20574.17342,778464.3076,2054538.008,302494.6926,1717470.242,649270.2093,1287623.788,816917.3496,1693193.097,657227.8922,476409.7825,731855.4111,1732525.635,366099.844,1119506.985,1653465.282,752263.8731,723864.6853,2502405.418,869243.8056,955404.4228,891658.9618,1029136.838,1492671.829,1728288.389,735897.6887,1224112.729,641985.8362,1317099.972,434208.4061,1099354.973,473373.6984,799025.7326,915199.463,2505216.106,3334368.036,2301750.106,1082976.847,881148.5102,1059559.939,1530750.153,630903.257,789599.1295,700757.4169,1313958.897,1118394.592,1495957.483,1612972.185,2735967.449,599782.0049,1200218.673,636904.7818,1712670.189,707165.4188,1805694.37,875541.5155,1793567.235,712707.15,1102036.487,928679.0518,1283641.254,951553.3418,740810.8883,23255.62619,22353.41543,21575.39816,
2.239,722.50623,+,1151176.934,,,4,111357.6396,21993.09251,651696.988,67055.57031,174843.01,537362.8755,794183.1674,202747.4211,240488.466,1151176.934,302233.4645,330754.7787,406846.0363,114474.5826,833098.3296,146624.9376,78011.3947,430087.8429,337479.5841,339699.0305,310972.601,395158.1593,152210.8097,345177.9558,72812.46172,197517.0303,269383.2349,140016.9687,100875.2044,452183.4356,350109.8576,83515.82225,232797.5413,71720.48387,106032.9217,82862.6837,72193.23166,162241.5919,82314.23627,84585.68773,67372.48365,46100.95603,37256.96616,48215.73234,48347.88826,41268.59895,62032.19685,49751.1793,40699.52489,50760.1006,38452.36015,34331.59603,40720.14492,57038.67707,55124.55168,78228.14602,58634.82691,62454.47211,44167.74257,41974.99732,39568.65211,49270.68586,88096.20995,45866.297,24859.47443,23895.04177,23063.36774,
2.241,251.20187,-,1486601.488,,,32,24106.58366,21628.74173,833913.069,183521.8031,564859.8196,187554.1361,782658.8225,247670.6457,1003671.38,939562.8537,521178.9653,519816.8907,1406801.897,454187.5242,560993.2625,315794.8844,819540.0335,229031.0372,1089411.313,348428.679,776218.3694,124558.7565,634897.3138,454005.3314,661651.4427,1469219.816,343178.6161,773648.5699,961227.1143,407328.037,374188.6475,538104.7073,383117.4453,211040.0062,918657.3804,349051.6283,1369173.859,705045.1336,917002.4558,189494.4278,1486601.488,370279.3201,821005.2761,129575.5817,1009109.636,413395.9172,770026.3913,178628.2778,1352744.187,792685.9381,734223.554,202420.063,828900.4003,448509.067,479355.8887,439475.2288,325131.1116,344753.8263,1024267.666,164470.7671,1012899.327,881637.249,694368.1559,135445.2286,31939.67025,25947.69066,24812.72768,
2.25,331.04492,+,1762830.199,,,2,12009.24719,10542.14556,1397947.282,1386628.243,802911.2927,1087722.824,1184306.057,1146611.584,1244304.796,1367212.924,348329.1375,575223.4417,1161882.176,1384887.664,556124.4029,1171435.897,1470205.289,928430.4371,779741.4767,1445647.738,1284760.428,696194.4381,1325378.576,754963.0481,1571750.272,785174.1181,715736.8481,1312798.343,1411073.251,1010547.891,904488.111,1223179.171,776196.0692,696533.6919,1267259.083,1482084.092,1762830.199,1455559.033,1087810.793,771033.6781,465782.947,1307322.496,728319.9222,942617.2839,1151462.127,1065975.917,1160272.924,771749.2554,1147265.183,1429738.162,1069537.242,902675.0207,1184824.044,1274414.934,1171133.953,1285138.009,1343555.361,1350771.34,1195606.759,595933.402,1248450.6,1194500.404,1362632.585,360515.4338,11916.11402,11267.48668,11055.17016,
2.256,678.47937,+,1556987.391,,,9,178162.2893,19394.09675,704347.2203,97132.32763,137622.9845,669596.969,1051505.511,214251.8785,301229.8469,1556987.391,281487.0936,384366.9938,546833.6084,106474.4174,1107878.477,188657.333,124198.3729,651252.457,298617.1004,228404.0252,395312.9006,467648.3733,148092.5049,767927.5661,51885.72822,353549.7312,292681.0284,179110.415,76138.42065,803345.6617,416999.4417,99503.861,326380.3162,105334.8199,86462.44057,112231.6262,63661.92106,143684.5725,89975.00643,102389.854,38386.56557,61344.57644,29450.58996,65158.50048,99292.34557,83320.11423,71531.18021,43871.91951,35889.92875,44761.61329,127219.7971,30274.51889,35908.11204,50298.22981,27459.11731,123367.756,47332.91872,84973.85449,86552.5116,62964.10622,34892.69491,43448.20756,89655.57296,32491.17633,21921.74893,21071.28644,20337.89405,
2.26,546.35352,+,1.436773486E7,,,2,11005.66736,10272.93258,1978208.326,1350684.567,1534097.574,3728789.618,2883870.198,2817098.423,1337728.432,4879059.01,2868846.889,1640683.604,1.436773486E7,5710684.679,2166929.842,6544824.465,3482456.199,3506718.842,2510567.091,3653277.662,2879106.632,1861546.428,3252130.199,2590190.795,7203549.065,1.310235321E7,1767840.49,1.286994099E7,6147334.59,5145350.965,1293057.577,3443470.378,1104963.439,4210362.567,2995267.584,3228518.501,7593287.541,3095324.568,1434275.567,1753680.817,2855053.651,3308847.26,1219682.666,1025295.293,3301039.752,5193644.497,2417752.008,2992241.657,1441618.073,3130082.019,1542716.341,1536451.222,2038147.545,4638895.927,1196611.246,6886692.741,1950908.631,4038839.099,2711511.132,9687852.303,2665206.904,3748956.872,3849644.872,8693481.607,11611.81424,10979.75078,10772.85615,
2.262,1047.73645,+,810799.6137,,,3,8082.253507,7544.153632,18306.53633,25310.33027,66912.66606,335375.7118,114214.1221,45210.10742,11863.4854,129430.8969,20226.63277,138450.7885,102216.6831,502138.2691,372033.6075,42307.48406,318620.2673,36196.0617,104285.6716,120495.0843,155408.1113,336749.9733,338667.3437,233408.1712,69117.80962,240676.0041,26292.23971,104560.3594,16643.62525,91200.5516,113268.1028,94480.77622,20286.91535,389396.2508,23617.11123,61149.33488,783427.9331,231299.391,11639.37976,52334.79808,24754.72068,209078.2838,117960.035,16596.86291,16382.6774,31482.86359,26763.66141,252536.7225,12770.26634,286678.3428,53458.58284,16163.68134,28429.95839,73721.66558,97288.67621,810799.6137,97198.137,88385.40504,31077.92345,671836.1994,48523.69946,101625.7608,66380.33803,79436.18768,8527.390781,7906.131844,7820.812802,
2.269,480.31012,-,1385008.702,LysoPE 18:0,LysoPE,4,15146.26355,13530.8786,378734.4075,247913.9645,305439.5079,596824.792,380384.1563,496754.6549,255131.4983,752914.8119,64793.40813,353835.1969,803023.3238,760289.6722,155057.4058,480973.5293,594960.8052,333798.2244,446826.3748,586601.5128,231198.9398,383077.0288,819216.3722,571526.4331,671848.1771,1385008.702,168368.5525,683518.1372,379647.2271,629827.5661,320352.8863,660243.2944,268972.3036,388400.9246,216637.7007,457655.8722,784399.6283,532706.2846,299079.3973,250277.9881,413724.7924,349080.2763,205949.7444,188049.3288,84896.30536,281905.3932,807994.5232,405281.0004,287229.9168,571302.5138,242057.5134,207786.9221,454237.3103,758952.8312,237184.2042,968325.3397,502506.7198,716869.7478,452585.435,149409.0819,593547.6631,672334.6369,713044.1297,439418.0715,19211.1175,16303.03848,15188.10874,
2.272,634.45276,+,1929867.119,,,9,229665.6014,20264.45353,709311.6153,85691.69757,276879.8184,886264.6349,1300533.045,253725.5568,355227.0895,1929867.119,274397.3795,483569.2262,539993.4646,117458.7437,1318944.631,224267.4434,101932.9844,439360.2642,223946.0349,342394.67,465228.5527,528120.3416,304855.4933,961329.1009,72908.89166,227570.9345,332004.0766,266792.2547,242030.5546,948508.9788,361921.0894,193855.7781,438736.0515,184251.756,155887.6739,66360.08782,81885.99726,85973.4401,63907.42752,121022.8495,116159.1885,86024.35024,27341.31893,63739.06525,77816.61304,60104.04277,126458.9126,58777.10015,46329.38774,55953.57614,129421.2184,38717.56714,44755.38126,71613.95739,38832.34356,148636.2893,58474.81086,101816.7503,46517.05862,42531.5864,59204.55362,58684.49662,71581.19552,74237.98497,22905.54019,22016.91115,21250.60601,
2.284,343.99503,-,4.112597306E7,,,4,28824.28211,25861.52241,1.462820532E7,2.650518456E7,7906118.994,8829243.758,8150944.747,6582450.763,3.096460693E7,5830524.349,2.641537168E7,6815489.088,6737905.644,5889343.676,6364816.403,1.08064451E7,1.377698037E7,8898179.324,4842935.111,1.030826904E7,1.047573399E7,6756964.976,8878823.689,8827891.653,1.46656068E7,2.087081758E7,2.422303062E7,7510796.643,9363827.861,3660852.188,9796042.495,4.112597306E7,1.280354478E7,8188708.369,7426015.597,1.424619271E7,1.002018063E7,1.146026909E7,1.803517332E7,6461353.21,8818043.021,5940447.953,8458115.56,1.450626572E7,5909697.283,3834157.838,9204626.114,4623348.291,2.398626837E7,1.120798645E7,6994826.782,1.147634762E7,8053603.121,5697889.2,1.246752251E7,6411201.142,1.011687724E7,1.023354244E7,7562848.555,6018145.395,7639359.049,6434679.551,7339581.265,6281364.514,38190.31676,31025.69681,29668.61969,
2.293,299.25961,-,3318272.738,,,5,183910.5733,54388.9309,1379225.285,1148648.736,825086.5827,587103.4304,1138899.355,812611.6179,3318272.738,987422.8168,1139610.208,736087.5468,464839.8436,881626.0611,805603.9714,635331.4046,1091745.464,951861.0595,1166321.949,796471.2552,1284384.49,631877.9293,841548.6512,610690.3457,886833.1692,609738.3528,1607211.959,682761.2359,1087817.678,700772.279,778729.9905,825576.6854,627076.8432,541454.0373,1677374.086,1284463.57,1798741.212,926018.6364,1514625.586,653082.5036,931063.1286,795794.8737,890839.3437,703362.8821,1752939.583,603553.6351,973634.3255,613821.1628,2498552.995,926364.3014,954096.1878,508260.77,1737969.016,1487765.731,1342303.782,938110.4925,1299755.623,782582.3692,1161472.62,523301.4294,1790351.228,862753.8914,1757285.541,498749.12,268637.1232,181004.7593,153747.4093,
2.295,590.42664,+,2095441.295,,,12,163707.8063,19309.06849,663093.9096,83141.1913,142951.6587,1051470.644,1511962.741,143730.8849,386762.5249,2095441.295,471415.6621,555432.9061,764220.4591,152783.6251,1417672.946,245089.1503,163952.1607,977234.2663,482573.633,332367.2855,601501.2893,591735.1834,198919.6305,1049682.284,90341.9115,331759.9123,203713.5778,301161.4727,375603.5459,909586.4519,337650.6701,243251.9964,535058.3064,128539.4156,123974.3536,70085.59877,117159.7193,113080.782,60551.07556,122736.5838,122753.0597,65331.79862,61745.98866,105117.0585,124321.7879,114920.2579,135869.6012,72690.26887,59626.40107,119031.0711,103492.7085,57952.84609,42645.35043,91078.29267,71520.87308,88742.39422,117767.4567,143466.999,99550.77422,74041.67548,64631.26377,67569.06779,67497.36809,86209.88988,21825.63885,20637.60841,20248.72796,
2.321,419.27722,+,583433.9346,,,2,108174.4431,18607.26634,85445.96091,52095.75429,164022.4453,521260.9349,331862.4774,80415.50301,129195.2258,583433.9346,120753.5619,79577.56544,270915.6411,85402.81212,401564.6643,40258.32576,53460.37849,519862.6656,182466.5184,65768.73708,320214.4166,488657.9993,271510.6782,153599.9751,66497.17723,141321.1102,48392.40822,65901.25857,165979.3272,117267.8486,391393.3898,118255.6433,388116.0796,42303.77063,50094.92669,66163.51529,110603.3053,54642.05369,37631.9601,28924.96926,51387.00136,56823.67942,23769.81132,35527.66667,44822.42196,53403.08254,44820.28774,53977.66496,46023.56929,66188.33242,32928.94012,38372.23465,40258.85981,85981.43007,29888.94652,72114.40886,60256.14647,61340.23732,44653.89213,59629.67528,48787.76626,63787.81274,52705.68135,81385.46959,22280.90793,19482.70035,19130.13829,
2.326,502.37442,+,1289075.112,,,6,187492.0218,17536.48664,300983.4613,76767.16311,192758.8533,855072.0469,951506.1998,75787.88677,261429.2165,1289075.112,147550.1953,171283.5673,523533.5646,80488.19459,788284.095,91689.60243,62555.90722,1210769.235,195208.4111,61983.98831,491773.4038,432375.8534,270765.7708,641564.3269,85643.43851,401689.8182,118417.6383,74467.95271,169893.9179,477625.9247,366461.0469,157733.6014,197113.9082,53303.24515,47212.14802,62356.04849,104238.4922,52115.86078,44607.44904,62300.26711,48429.86855,53553.6858,25379.18002,33483.18021,42243.05654,50329.93168,42241.04514,50871.449,43375.08226,62379.43749,31034.00081,36164.05377,37942.11059,81033.51521,28168.94765,67964.49003,56788.62701,57810.33241,42084.22498,56198.20693,45980.20987,60117.05887,49672.66336,76702.03534,20998.72368,18361.54265,18029.26923,
2.332,458.34747,+,1242167.526,,,4,52940.44749,16250.91996,245955.0868,110114.6914,160523.5828,841373.5455,732583.3052,73622.68359,95772.91967,985732.8893,162262.017,146748.3673,431015.0245,74587.75724,348203.2771,96967.72042,46690.37979,1242167.526,237847.1195,57440.05933,508091.1065,415327.0067,311908.9545,231834.7709,58076.25287,352712.5851,64330.4557,57274.03432,246051.1337,218895.7975,177306.1987,317359.402,179336.3511,92404.57701,43751.11472,57784.84448,96596.9654,47722.41258,32866.40609,25262.03215,44879.56646,49627.76635,20759.70185,31028.59158,39146.29794,46640.33956,39144.43399,47142.15926,40195.337,57806.51888,28758.95689,33512.93537,35160.64621,75093.10143,26103.93536,62982.14178,52625.56014,53572.36626,38999.11002,52078.42264,42609.48763,55709.99096,46031.25433,71079.15416,19459.34695,17015.49267,16707.5776,
2.35,565.36298,-,6598166.787,,,42,11923.04895,10629.85893,708575.6384,1115774.852,547862.3262,1671664.112,1224282.763,901044.8188,334007.3471,2616915.425,22425.55346,900618.3968,1879812.139,2399481.03,581369.2751,1141361.746,1264135.597,279925.265,1028156.319,2036110.247,1166347.814,927422.094,783057.3673,794027.1107,1875550.821,2261049.586,842112.7735,1783927.69,866897.7338,2378275.518,855690.1284,2220156.049,701736.9077,897433.3704,1080004.329,830794.4286,2963496.758,6598166.787,515844.2219,739783.4116,479161.9472,1567221.792,449568.3159,856043.1945,3616993.386,636586.576,1242211.108,1326979.406,838235.5877,666674.0183,825372.7538,1096715.716,699479.214,2464509.326,268495.0436,1842368.898,1095354.619,6385091.281,484287.8545,417556.4187,1905890.115,2100420.689,1904448.934,1759030.046,15153.62253,12564.65549,11768.85664,
2.362,401.14291,-,3340063.028,,,65,17693.50086,15774.43982,1239767.265,1016274.824,518462.0362,1226249.415,873151.0734,562026.7513,1355877.08,1680871.208,730650.2767,1464618.456,3340063.028,576988.9825,582759.5571,283390.6977,901221.0835,506806.5469,1049296.346,1339501.254,1584825.244,141511.3479,2457005.69,294906.1636,2941790.666,510644.3038,1152185.973,380638.8736,1417093.547,1299641.965,425591.405,794419.8113,1109583.584,278270.4381,1419046.792,2022653.725,505567.9427,661710.625,1523989.466,235111.1453,1137503.747,444411.5685,537203.4317,244255.9214,1436758.527,343863.7062,1669058.136,403786.4196,2498364.925,2242293.231,833178.2149,419501.6627,804303.1478,713256.3419,1743379.105,597183.3745,2005058.516,435913.3125,2757241.528,258518.1646,1074498.114,439767.672,948084.2796,280654.0811,22487.58974,18645.62861,18128.15685,
2.363,496.33972,+,1955715.806,LysoPC 16:0,LysoPC,3,7731.468338,6959.033705,267873.9294,368935.0931,151710.8255,642256.8977,215458.6679,696031.885,245663.4647,436066.0966,313711.6006,1080505.783,422652.6495,595654.6205,161239.4073,333320.9132,398616.2714,474648.1811,201232.5035,433029.0253,318765.5599,183499.7236,478906.927,1955715.806,468906.4444,246576.2684,265477.4462,286227.6781,245014.2138,851075.081,227602.7338,267776.6368,207417.6516,275717.5117,153342.4565,436629.1883,697266.0925,443192.3584,266134.5392,187561.5221,217564.8176,337771.4015,223404.4266,210448.073,212687.3117,248671.0088,198682.647,434627.3543,824457.753,1486342.515,320514.9397,230109.6431,426909.1212,359606.107,317814.6044,344151.0608,330281.8054,483111.321,309382.6846,187303.0293,352310.3788,360213.4621,299211.9038,333582.0977,7998.187156,7677.130876,7440.473894,
2.373,524.37207,+,1.922383092E8,LysoPC 18:0,LysoPC,62,52936.82719,30169.00431,5.768877701E7,6.393246996E7,3.399475874E7,7.819745307E7,4.651067292E7,6.480557543E7,4.646826932E7,1.021732395E8,3.874342541E7,3.045964902E7,6.984759386E7,9.711589902E7,3.954850998E7,4.661997633E7,6.542644011E7,5.799301784E7,3.487590682E7,8.993258146E7,5.276037967E7,3.669418266E7,7.040634791E7,6.686212835E7,7.620288331E7,8.159190868E7,4.467866484E7,7.294670562E7,4.770459733E7,6.527962848E7,3.291136529E7,6.424970835E7,3.551187249E7,1.922383092E8,5.379760125E7,8.291794796E7,1.563472812E8,7.521379421E7,4.736263924E7,1.224267773E8,8.761358671E7,5.771226917E7,7831359.417,3.823953574E7,5.619655497E7,4.96104666E7,4.696489789E7,5.488766594E7,5.126756846E7,8.297420377E7,2.962300797E7,4.716829898E7,3.423875908E7,9.590096279E7,3.626541032E7,1.089807214E8,4.858450905E7,9.007821683E7,4.031403968E7,5.567783336E7,5.670254958E7,6.878356254E7,6.835245289E7,4.811848989E7,15985.94508,13915.2957,18229.62443,
2.384,496.37677,+,2897198.299,,,37,15949.37645,15194.14402,552063.6032,1373085.361,165829.4191,463807.4337,403113.1202,951041.7123,532546.8126,1499483.136,115386.4133,287518.4942,514340.1389,1227960.705,106622.2316,796541.9606,949195.1331,816583.777,234579.4772,630608.6649,438143.5996,190827.9882,244237.7982,336268.1038,823639.3801,862714.4466,325483.3969,600479.4599,421757.9541,1016815.415,127793.0826,879210.9211,187034.7525,384871.9917,200743.0699,585229.4244,2897198.299,1114375.469,201899.4121,286139.2781,172405.2176,847610.523,207882.422,257120.87,370147.0349,825443.7543,148625.7209,799386.3899,693360.9411,1350246.798,258446.2363,315211.0916,134890.8324,989768.662,113649.0405,567638.9701,332916.7795,697901.764,200056.1791,740863.5462,256326.2753,875342.6884,562930.5227,534915.0607,18193.93122,15837.28279,15621.1058,
2.413,420.11725,-,2328649.884,,,27,20434.49411,17179.33602,596868.031,310641.1943,257205.7226,247850.9363,307221.9578,222361.4506,2328649.884,272525.4992,1161075.723,285024.6338,996760.0342,189125.1477,253884.8522,199296.9737,524288.9409,265514.7954,123207.8788,262897.3152,779329.201,90702.62783,800979.2212,174364.2613,510077.0185,208055.1282,1342826.367,204248.0883,449460.2552,144319.6548,162884.7241,236270.8991,272288.1007,157596.9304,604161.0958,405387.3866,353124.6432,286359.0923,832033.9024,172495.2949,341951.8576,181408.0113,263395.077,154379.6208,463012.0923,143525.8722,456891.8549,172278.6053,1526252.102,442090.6112,352347.5579,228754.0181,305111.7506,228386.7743,318283.6221,252615.8662,217085.3097,303165.4551,874797.4862,62347.43267,333003.2274,164595.6557,419773.8142,131819.6986,24551.3219,20801.63658,19791.81493,
2.431,481.31253,-,2167599.376,,,2,13346.25317,11220.23215,577681.7315,1015222.242,275451.8262,1188771.526,651901.5412,535968.0595,243527.0692,1337748.391,109173.9988,208179.5403,1000905.797,1579519.647,222049.4325,1085877.628,1220154.055,252554.7264,557662.4001,1639753.89,400606.2941,662823.5984,1915353.114,1071123.046,509331.067,480638.768,204093.1956,1231376.198,423354.7972,1169538.578,315872.5014,1403820.127,557478.5988,692726.6639,695244.3517,1083976.408,2167599.376,1300308.253,668048.4272,690589.2284,294886.0318,1128117.583,187734.0771,833344.1757,829018.0587,702144.8535,406292.5284,855332.1753,428293.3465,1451757.634,746275.5764,826109.9961,397364.3858,1718644.316,1060008.751,650782.0043,1198088.329,1919899.568,422202.2173,394502.2175,1658653.102,1459369.716,1622579.231,280860.2011,15699.63333,13586.04264,12926.50415,
