Retention Time (min),Quant Ion,Polarity,Area (max),Identification,Lipid Class,Features Found,20210729_AJ_Toh_RatBloodGlucose_ExtractionBlank.raw (F1),20210729_AJ_Toh_RatBloodGlucose_SolventBlank.raw (F2),20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),20210729_AJ_Toh_RatBloodGlucose_T1060M_20210325_8wk_RBG.raw (F4),20210729_AJ_Toh_RatBloodGlucose_T1060M_20210329_9wk_FBG.raw (F5),20210729_AJ_Toh_RatBloodGlucose_T1060M_20210401_9wk_RBG.raw (F6),20210729_AJ_Toh_RatBloodGlucose_T1060M_20210405_10wk_FBG.raw (F7),20210729_AJ_Toh_RatBloodGlucose_T1060M_20210408_10wk_RBG.raw (F8),20210729_AJ_Toh_RatBloodGlucose_T1062M_20210322_8wk_FBG.raw (F9),20210729_AJ_Toh_RatBloodGlucose_T1062M_20210325_8wk_RBG.raw (F10),20210729_AJ_Toh_RatBloodGlucose_T1062M_20210329_9wk_FBG_QC1.raw (F11),20210729_AJ_Toh_RatBloodGlucose_T1062M_20210329_9wk_FBG_QC2.raw (F12),20210729_AJ_Toh_RatBloodGlucose_T1062M_20210329_9wk_FBG_QC3.raw (F13),20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),20210729_AJ_Toh_RatBloodGlucose_T1062M_20210405_10wk_FBG.raw (F15),20210729_AJ_Toh_RatBloodGlucose_T1062M_20210408_10wk_RBG.raw (F16),20210729_AJ_Toh_RatBloodGlucose_T1074M_20210322_8wk_FBG.raw (F17),20210729_AJ_Toh_RatBloodGlucose_T1074M_20210325_8wk_RBG.raw (F18),20210729_AJ_Toh_RatBloodGlucose_T1074M_20210329_9wk_FBG.raw (F19),20210729_AJ_Toh_RatBloodGlucose_T1074M_20210401_9wk_RBG.raw (F20),20210729_AJ_Toh_RatBloodGlucose_T1074M_20210405_10wk_FBG.raw (F21),20210729_AJ_Toh_RatBloodGlucose_T1074M_20210408_10wk_RBG.raw (F22),20210729_AJ_Toh_RatBloodGlucose_T1076M_20210322_8wk_FBG.raw (F23),20210729_AJ_Toh_RatBloodGlucose_T1076M_20210325_8wk_RBG.raw (F24),20210729_AJ_Toh_RatBloodGlucose_T1076M_20210329_9wk_FBG.raw (F25),20210729_AJ_Toh_RatBloodGlucose_T1076M_20210401_9wk_RBG.raw (F26),20210729_AJ_Toh_RatBloodGlucose_T1076M_20210405_10wk_FBG.raw (F27),20210729_AJ_Toh_RatBloodGlucose_T1076M_20210408_10wk_RBG.raw (F28),20210729_AJ_Toh_RatBloodGlucose_T1082M_20210322_8wk_FBG.raw (F29),20210729_AJ_Toh_RatBloodGlucose_T1082M_20210325_8wk_RBG.raw (F30),20210729_AJ_Toh_RatBloodGlucose_T1082M_20210329_9wk_FBG.raw (F31),20210729_AJ_Toh_RatBloodGlucose_T1082M_20210401_9wk_RBG.raw (F32),20210729_AJ_Toh_RatBloodGlucose_T1082M_20210405_10wk_FBG.raw (F33),20210729_AJ_Toh_RatBloodGlucose_T1082M_20210408_10wk_RBG.raw (F34),20210729_AJ_Toh_RatBloodGlucose_T1091M_20210327_8wk_FBG.raw (F35),20210729_AJ_Toh_RatBloodGlucose_T1091M_20210330_8wk_RBG.raw (F36),20210729_AJ_Toh_RatBloodGlucose_T1091M_20210402_9wk_FBG.raw (F37),20210729_AJ_Toh_RatBloodGlucose_T1091M_20210406_9wk_RBG.raw (F38),20210729_AJ_Toh_RatBloodGlucose_T1091M_20210410_10wk_FBG.raw (F39),20210729_AJ_Toh_RatBloodGlucose_T1091M_20210413_10wk_RBG.raw (F40),20210729_AJ_Toh_RatBloodGlucose_T1092M_20210327_8wk_FBG.raw (F41),20210729_AJ_Toh_RatBloodGlucose_T1092M_20210330_8wk_RBG.raw (F42),20210729_AJ_Toh_RatBloodGlucose_T1092M_20210402_9wk_FBG.raw (F43),20210729_AJ_Toh_RatBloodGlucose_T1092M_20210406_9wk_RBG.raw (F44),20210729_AJ_Toh_RatBloodGlucose_T1092M_20210410_10wk_FBG.raw (F45),20210729_AJ_Toh_RatBloodGlucose_T1092M_20210413_10wk_RBG.raw (F46),20210729_AJ_Toh_RatBloodGlucose_T1093M_20210327_8wk_FBG.raw (F47),20210729_AJ_Toh_RatBloodGlucose_T1093M_20210330_8wk_RBG.raw (F48),20210729_AJ_Toh_RatBloodGlucose_T1093M_20210402_9wk_FBG.raw (F49),20210729_AJ_Toh_RatBloodGlucose_T1093M_20210406_9wk_RBG.raw (F50),20210729_AJ_Toh_RatBloodGlucose_T1093M_20210410_10wk_FBG.raw (F51),20210729_AJ_Toh_RatBloodGlucose_T1093M_20210413_10wk_RBG.raw (F52),20210729_AJ_Toh_RatBloodGlucose_T1101M_20210327_8wk_FBG.raw (F53),20210729_AJ_Toh_RatBloodGlucose_T1101M_20210330_8wk_RBG.raw (F54),20210729_AJ_Toh_RatBloodGlucose_T1101M_20210402_9wk_FBG.raw (F55),20210729_AJ_Toh_RatBloodGlucose_T1101M_20210406_9wk_RBG.raw (F56),20210729_AJ_Toh_RatBloodGlucose_T1101M_20210410_10wk_FBG.raw (F57),20210729_AJ_Toh_RatBloodGlucose_T1101M_20210413_10wk_RBG.raw (F58),20210729_AJ_Toh_RatBloodGlucose_T1102M_20210327_8wk_FBG.raw (F59),20210729_AJ_Toh_RatBloodGlucose_T1102M_20210330_8wk_RBG.raw (F60),20210729_AJ_Toh_RatBloodGlucose_T1102M_20210402_9wk_FBG.raw (F61),20210729_AJ_Toh_RatBloodGlucose_T1102M_20210406_9wk_RBG.raw (F62),20210729_AJ_Toh_RatBloodGlucose_T1102M_20210410_10wk_FBG.raw (F63),20210729_AJ_Toh_RatBloodGlucose_T1102M_20210413_10wk_RBG.raw (F64),20210729_AJ_Toh_RatBloodGlucose_Water_R1.raw (F65),20210729_AJ_Toh_RatBloodGlucose_Water_R2.raw (F66),20210729_AJ_Toh_RatBloodGlucose_Water_R3.raw (F67),
13.605,764.69257,+,1106831.339,,,3,13187.16058,23502.22056,176064.9097,116291.1044,205848.7149,69645.33842,27060.56727,25189.69313,132264.7321,164717.3937,59268.22533,117270.0684,153827.0055,35659.40054,53088.06066,15012.75707,212311.2073,48477.86201,54509.10457,29494.97948,18524.28467,18228.749,182819.8619,133639.4442,500935.6086,470163.4584,39630.85671,121100.4564,1106831.339,104375.6516,23447.66807,126243.2998,18372.09885,94910.64088,40025.8568,23835.99378,52660.2042,14300.731,19205.93652,13527.50279,78858.50705,52433.94708,19108.5025,48123.01389,88509.65467,46712.84972,34953.31091,52447.38656,20746.16181,15012.55485,34153.37985,14800.60226,221029.2005,29827.45022,15124.6729,61779.54433,20983.47937,16567.60345,136507.0971,80643.96976,30371.78257,95204.9884,16803.12111,14909.60781,14342.20569,12578.31648,13926.4495,
13.606,685.55328,+,3303941.306,,,21,13635.20823,24300.73322,651302.0877,449504.741,688034.367,236611.3836,75609.67058,184074.4434,552006.0934,702197.7189,344331.3862,457897.9852,645075.6511,109031.9787,196411.0418,15522.83128,762924.3301,249119.773,297127.0571,220540.0673,115421.9714,17780.7653,596143.7171,142851.8651,1403396.337,969439.4633,197607.8055,129012.2532,3303941.306,349537.5721,119574.8301,152931.0003,142431.5894,172140.4371,213913.2317,83712.33326,110287.8472,14786.61337,19858.47841,14665.57783,296493.8615,343460.3828,19757.73396,181920.1457,375797.6814,265677.5972,123357.5149,265242.9757,21451.03447,53838.47274,198690.7345,15303.46829,941295.0141,161322.9468,56739.6604,463597.9258,100405.9601,71910.30546,564732.7543,373020.6078,177973.7598,492831.4065,89730.59219,18212.3082,14829.49722,13005.67801,14399.61527,
13.606,632.6347,+,1228320.604,Cer[NS] d18:1_24:0,Cer[NS],130,12792.80686,22799.40148,558166.6985,441975.3377,664566.4503,639976.3703,481781.2017,551378.945,402850.9701,805910.3666,109245.6279,451363.057,549988.969,558833.4941,511466.1852,384069.455,1228320.604,532991.5789,803240.9551,682088.1565,784364.7181,641939.8309,1108715.932,1010419.864,931801.9568,1149994.463,335660.392,582581.1675,802780.3825,691219.2565,378346.7587,723844.7315,379917.5272,609462.7158,847081.3883,667995.2608,1012738.771,924741.0382,972682.3183,488991.987,1131222.069,658021.9464,679931.4154,631779.6977,635435.7706,499019.9729,1222762.154,867643.7216,991767.9216,957056.5773,922471.7642,882172.9289,641576.0167,1103368.07,601612.0027,852258.0609,448247.6641,489861.5722,913761.7466,887388.5265,647442.4559,697291.3754,769269.9617,498684.1453,13913.31108,12202.16986,13509.98782,
13.607,928.78052,+,3066148.164,,,2,12912.34785,23012.44799,310176.4049,639499.5183,232436.4923,173466.5062,28535.20224,135042.097,294361.5082,778712.1398,158466.0512,187279.32,306339.5214,394749.4898,16837.55617,147666.6537,401244.6146,221557.6733,615223.0107,618353.6011,27005.31987,267293.8711,2390679.747,2100167.931,652353.9867,2166618.985,327429.5094,954202.5035,1141517.693,655678.8059,46633.26671,3066148.164,14857.72624,1627699.656,22937.27788,60645.87562,351845.2907,378521.9908,18805.69601,61205.12174,115341.2547,554196.2488,34933.46762,179854.6533,452611.9647,156978.9254,21795.96797,417734.3651,85079.19585,289440.3746,96950.99328,184312.8265,323442.3025,60011.25299,14809.48354,372782.4603,23102.68057,194625.186,331231.8962,518878.6641,403422.1962,683851.6725,124703.8825,424495.9733,14043.32249,12316.1917,13636.23042,
13.607,684.60809,-,1863957.985,,,62,11285.57462,11885.98932,860207.4758,804604.3606,919046.5335,1054923.224,727041.3833,874423.0892,670960.1925,1100165.076,437389.0826,561992.4922,705934.8328,784180.5529,787318.0891,549462.6641,1863957.985,748399.6068,1135481.002,1002820.021,1111994.163,953413.3829,1384436.711,1469398.976,1265398.959,1200185.639,871449.387,760363.38,1095443.712,1104122.98,565141.7697,862909.1345,601282.1992,791103.4881,1224310.062,1080679.005,1305706.663,1401000.737,1485867.652,812832.087,1664282.677,1034837.864,930113.0527,955997.9688,903231.6892,728067.3691,1711310.58,1331634.368,1672551.004,1488748.891,1480759.825,1445645.289,914926.1903,1505111.214,858568.6604,1292372.966,657273.8487,814141.89,1420364.129,1319600.204,869610.2626,906179.6445,1073630.378,694837.1656,24168.68418,14694.89582,14002.55207,
13.609,277.21649,+,797051.2166,,,2,10881.12068,19392.38524,138657.6654,93867.65317,131510.7239,56664.28689,22328.48355,27259.86066,88536.79608,128469.1947,18013.18184,105898.9683,114798.1859,38985.70568,46182.67325,16347.64525,139768.4239,50222.04132,61470.37838,40219.00451,29430.10588,30504.81754,133435.6067,88045.16856,311302.8587,248553.827,18307.35599,93265.55492,797051.2166,111745.3672,27286.48999,79018.05881,27799.23373,87670.83628,33732.08949,24813.63986,43609.14422,21598.40476,15847.39276,11161.94722,45022.2535,59241.44123,15766.99703,29482.92337,75847.10735,48400.19808,26896.15468,68826.85351,17118.27872,23369.60014,44839.04458,12358.66942,187318.5928,36295.36618,20350.47406,58900.71947,19856.50136,34843.72589,117411.331,72916.62331,26833.40228,78034.03498,19800.32497,12302.36342,11834.18296,10378.7452,11491.13008,
13.609,711.62561,-,597138.4883,,,47,11598.22183,12215.26998,294094.4442,257268.237,290736.3708,326748.5572,213537.6429,311578.9189,190906.7482,422235.8519,108088.8682,197103.2585,271231.647,272336.3782,280036.6702,182873.4415,597138.4883,240435.8791,413942.0301,351798.5205,336504.4081,330590.156,483046.9029,456583.2005,415074.8407,409159.1322,217496.5932,284430.7036,357784.8232,400765.1531,202281.7113,337952.8513,167380.7732,282018.9871,413026.4046,328265.3643,421134.0162,463582.6002,415791.1021,263865.7832,586640.3037,377784.51,294650.1864,310111.1292,324170.6781,295015.5083,579670.044,452704.1388,489099.5583,502611.0473,491874.8988,465782.6552,354694.7045,579316.8956,262003.9412,454552.1273,223672.2562,297135.962,465425.871,469328.4873,303497.0931,323048.3518,373175.9838,249315.3837,24838.23554,15101.99235,14390.46842,
13.617,954.7796,+,3775877.76,,,2,60666.70153,79895.60606,87721.45736,63647.423,135836.7226,74072.18386,117526.8056,62908.95048,147542.2923,101744.0443,94012.33904,75337.11385,193062.0676,190370.1282,2632742.684,57604.11287,79112.68808,55484.28395,90962.21852,59949.40125,809712.5475,60956.6695,121973.8125,3775877.76,124686.1165,107195.5947,1049145.014,66836.43407,134373.2835,62861.62997,108925.2765,78340.70898,91645.20539,75924.26227,1024993.85,51355.71288,1094490.403,53926.22544,244636.1423,49334.56854,162885.4729,54993.93472,498231.8534,57778.87011,115136.2252,53517.99393,750843.1096,55799.86755,250398.1433,60895.47521,104603.3512,51429.70743,96025.39483,319983.3597,398508.5321,1076387.365,67975.73316,146115.124,105897.4709,69501.31296,70918.90186,314819.545,116483.3091,53167.18388,55320.41248,46365.80175,47342.85087,
13.63,638.64502,+,380991.4707,Cer[NS] d18:0_23:0,Cer[NS],4,11058.63872,19708.75873,48186.89275,113456.7659,72548.68203,112074.1678,28653.73069,133878.3732,31120.67522,215480.987,10505.93633,58712.6043,55982.80842,158936.1385,58491.46983,105879.2323,105089.7882,50860.1377,53459.12618,65476.51094,40569.91408,87208.19441,87376.00158,301265.2303,67879.61852,380991.4707,12503.03166,153586.7304,73650.58508,168003.4269,28303.32097,277239.3648,19284.89895,120947.0148,39233.66389,59318.1078,163528.0346,135654.8049,43185.08528,64366.43642,66069.9529,152041.5106,41390.89372,76536.09414,34731.09492,103328.8725,72595.49073,122611.8621,60713.88726,135091.8982,56640.14858,122860.8506,39799.60833,159514.1607,50944.84719,335460.1109,39445.07288,174806.6194,90422.85955,189519.5429,54114.08833,315846.8698,98328.99935,202866.4345,12210.73931,10257.80125,11678.60001,
13.635,843.73212,+,834711.129,SM d44:1,SM,40,16241.73239,28946.09304,253802.0518,385413.5716,488723.9355,523362.4568,452803.341,509884.1893,196924.8241,628214.174,81725.10214,336534.6938,440240.6829,629441.6873,447291.9721,554963.4024,393996.5813,344945.6447,340219.8275,460504.7462,343929.4675,489585.2881,301736.4703,381412.0407,470472.2961,358355.1861,143217.194,456782.3125,349267.0379,573073.5908,359309.7092,413354.8308,343176.3331,530681.3248,332579.8929,387839.8424,834711.129,489216.1581,383293.8829,274191.1,428628.2341,657170.8811,476901.4338,523755.6354,633991.1888,563698.0833,323033.6357,667207.82,289965.0694,434202.3682,382600.3787,449859.9179,285837.2151,665386.4815,448069.8423,711157.5946,367453.2284,505865.34,439671.9692,677379.7647,432585.8804,533725.7195,536775.5733,510624.6344,20042.52656,15491.86036,17152.26448,
13.668,788.67572,+,1310227.437,,,6,23976.76156,29694.16097,21188.43333,120456.8283,21720.10898,129498.0739,20424.38244,91019.6701,21277.05373,382735.4779,17494.24062,20034.37583,21928.14066,295941.8119,23245.94806,143848.8774,144201.6772,161817.4831,37606.99727,266399.7863,24888.32022,186214.1359,59330.62682,1310227.437,51463.4303,1175044.261,20580.7145,595155.093,95663.98138,392898.4702,20011.65902,575558.3888,19780.40671,330499.4647,47317.66558,19306.21954,248914.6277,193177.8929,20808.98508,20671.47151,24790.31786,254851.3522,72407.30812,122489.7972,47942.7556,105566.3558,233710.7272,181183.0541,31230.95394,185288.3735,20439.93594,99616.33309,39625.72779,21229.56425,20993.73528,142309.9873,19051.51552,130162.9673,31392.79566,395343.7833,46079.42364,421962.5553,24360.27902,356393.3611,21863.79523,16434.5586,18710.89442,
13.689,721.51117,+,532475.4002,,,2,69318.76303,32013.05588,449809.7856,334101.7279,454588.9243,179819.7116,312219.1889,308011.838,309225.6965,174590.7648,223974.6299,268398.4504,217993.0148,319394.1728,289703.7952,225507.8344,364199.9713,351791.994,361271.5061,292106.2762,258991.7711,223835.9887,370489.8277,470454.1923,423335.6318,139474.8194,81439.48118,253371.5199,233471.7457,475448.3423,229331.7551,335984.0864,212399.4737,436506.6932,417590.4563,317516.4826,322802.3664,228789.3836,51425.28478,201361.2982,284664.6344,421061.5411,62457.4549,173318.6598,420758.323,239616.0103,257048.6797,422345.9318,189573.7987,221605.3269,394629.9401,109170.5798,328953.3839,221941.2916,122822.9904,406647.1243,268911.0211,300961.3508,440785.3527,532475.4002,330370.5494,337835.2615,228752.8137,201883.9538,23571.19634,50132.46538,18082.40974,
13.7,505.49969,-,1014541.459,,,16,15112.83561,14589.63045,164605.0174,157475.6624,380525.4808,133010.8198,128508.4525,144657.3598,120328.1435,234589.4691,70725.00084,162480.5676,184804.2125,187846.2909,405690.6137,165312.0198,395264.9942,151675.3842,206915.5769,75540.74524,297337.5145,220895.1539,482080.1718,401392.1608,328444.3618,384490.9969,44526.16345,269464.3237,187052.556,183911.8332,51309.67592,341997.3593,104935.2183,244831.4496,157857.7267,181804.888,400309.5892,308309.0934,261230.1572,169088.4137,359482.0999,175362.8193,268371.774,127570.542,118298.6911,138681.1205,952872.2296,239222.7433,1014541.459,266072.2656,406544.3251,234296.1043,626584.8822,388788.8302,492830.6921,490277.4257,105169.2064,273460.4967,552130.9003,222362.7453,182599.3593,355873.8261,569523.4946,123616.5811,32064.15847,15799.51125,14895.58895,
13.727,680.65802,-,632309.7055,,,5,14582.00569,14077.17782,139451.6211,126331.2407,225180.0864,135046.0194,159045.3777,202462.4249,97458.24338,314877.2344,94372.57909,122104.9525,194297.0947,164917.6111,129917.5545,163069.5206,144264.1706,104048.1673,176607.7198,160011.8891,102952.407,173815.8744,245077.3895,519829.9075,201713.8313,632309.7055,88698.14588,347448.2232,400232.6544,233305.923,79437.21956,372313.4031,104006.8561,281488.2475,130687.1191,98892.83301,273925.7203,194960.9754,79085.9978,71563.02711,184723.4173,153618.2722,207151.5909,124071.4215,157435.4908,160604.6664,204762.2066,154507.3445,272317.3325,204471.5267,199390.2423,140473.7984,163267.126,260473.755,132709.0121,292386.8931,77142.34549,166437.9573,248640.763,200519.9735,147064.6101,243147.3832,201760.9575,223347.492,53349.89693,14841.02653,14701.24607,
13.73,981.76398,+,2011691.253,,,7,27492.67096,62317.3319,563710.0526,146208.3467,861740.3825,122878.0396,659251.7692,197801.0642,329725.8598,55915.25436,262791.4686,431485.8817,631530.5302,35800.78985,79881.32786,432202.5002,256528.6203,23327.0591,469045.6825,412929.5937,389801.458,423640.9929,367432.4491,2011691.253,583797.3943,83226.30673,323160.0099,211159.1361,636377.1942,167525.5642,225413.7538,46388.75362,247334.1545,50919.80684,546963.4978,27970.02151,467848.4347,24305.10367,488027.0649,137169.1787,658572.4226,25010.50973,563167.4532,23040.76966,707580.8177,23130.7852,548714.8303,24350.43821,458257.0418,93367.02491,404265.7624,59937.89283,397841.1746,309977.5222,292090.8522,30657.32819,279456.321,83680.71332,547709.8988,97403.69529,411935.2405,35350.30842,545599.1715,29609.11735,35739.17488,21011.85163,32528.65486,
13.733,1003.80719,+,636712.5782,,,2,22685.99688,51422.09715,51273.38067,41420.14809,41956.4466,24422.73739,23952.75559,23429.2939,39834.04778,161103.679,48394.85321,39687.01415,85855.08479,74653.54513,44023.25385,30675.63743,82783.52203,38048.14134,32943.5035,48345.36811,31744.2821,20053.70586,140268.9451,159817.4788,168358.2717,636712.5782,39537.00136,152092.7515,100053.7626,104145.6609,23691.32832,236402.12,24997.06541,78130.60788,30663.99429,18266.88875,52042.08363,28220.11612,26635.47117,18512.12659,27337.97555,42193.18866,41383.11751,19012.4426,30120.3963,19332.61495,20414.51089,18958.48786,30505.08916,41413.69162,24890.1857,19774.3027,48680.22985,24461.46286,31401.60029,48043.64774,19609.23775,33066.66541,67343.15355,73304.84099,24134.78195,140389.1082,34020.42075,101720.073,22471.00484,17338.24993,15260.91678,
13.747,367.3363,+,1079345.033,,,13,17726.59609,40180.67848,85735.16403,167828.0181,66434.35115,757386.8677,29581.99321,943119.4257,46321.03259,316832.3146,13638.23212,56848.06673,107224.7023,206743.1379,100987.1614,284715.0977,189952.6282,158143.1813,67721.66344,549229.0853,72865.32856,535476.6857,123641.6235,297233.3127,105647.9711,446960.248,18703.60601,1079345.033,131046.9232,736942.689,42088.00067,226092.9729,65788.67988,407754.9464,37718.89718,100416.3127,308482.0598,190356.9308,49888.34967,80344.89914,53255.39015,286415.681,38965.61875,223905.9431,63353.50088,201598.1328,58870.59562,225071.9089,30478.00248,174084.1527,45826.76953,86920.11307,67091.0962,402840.9813,50270.93857,515379.4397,38254.02177,276395.5218,81145.69932,512671.8835,38333.49899,364969.9691,75339.58543,833284.9491,17558.60361,13547.92365,11830.65184,
13.761,1042.78625,+,828748.1963,,,19,15426.96819,37337.99833,242337.1543,134571.7701,379132.3865,138270.819,168401.605,227090.9356,274844.9046,312965.106,57431.49849,360382.7288,431604.6854,113152.4495,326840.6086,52811.95338,294782.1071,56630.07182,104689.4398,27859.9917,98469.50877,14561.15712,789752.1859,524964.3492,828748.1963,526529.849,168023.2118,366778.6714,350850.0597,238956.2128,161102.154,258610.8701,168676.6136,323076.5744,163388.9181,23139.73095,138213.1054,14562.62475,59535.04192,13441.80401,61124.76429,14985.27523,161589.8153,13805.08749,127664.7276,13859.02112,111905.2757,14589.78736,109673.4394,54999.95195,62005.31192,32823.12323,424242.7977,242833.3554,342454.5255,131749.464,484403.6421,165787.8314,197800.7921,68132.9245,308013.0745,76028.94155,352594.2268,52026.13221,21413.4529,12589.44273,19489.84052,
13.772,890.72211,+,3024524.402,,,40,20687.64423,50070.44912,1153856.971,404722.2638,1186314.305,442714.1551,1251293.765,461412.4779,810492.4013,1328532.453,138852.5392,1067830.422,1524781.902,940959.7667,807053.9081,368531.4552,579141.7281,469698.5419,1076543.609,628598.9793,640412.0072,514657.8964,2528408.94,2159649.317,1710768.986,3024524.402,799040.2188,2101157.406,1087510.459,1023023.012,769588.4115,1821243.582,64015.06243,1064445.091,207831.4749,158080.7236,1336205.867,486399.2269,878910.582,201515.8146,975744.802,609577.5479,1222176.939,251420.1794,1360083.713,393428.9152,738706.2797,326373.2096,973075.0501,655855.8873,1638717.734,323256.9268,530839.1825,213410.9359,617939.1452,512050.5477,468473.3647,405873.9158,1660055.442,1748380.02,1105819.399,1128841.693,953104.8509,845626.7107,28715.55124,19216.11859,26135.97707,
13.774,808.61365,-,488607.2391,,,38,10873.54072,11027.78861,184439.3424,128055.6278,186359.8989,248423.1905,180113.7538,297915.7286,71419.26588,425065.3223,159274.6394,185543.9212,252369.1884,339308.5378,322043.6446,299479.5152,364345.1434,213790.2765,323388.1817,264963.4725,272928.2023,260821.1584,271416.4272,349344.6133,257202.4016,293949.9662,100738.1266,251720.7418,289924.987,320553.8875,219277.4932,330269.7618,226090.6869,308549.4937,349703.8079,342631.1581,385911.2008,453996.4944,251365.3462,230424.2886,380163.1985,439029.3723,317844.0604,310773.3468,313144.9762,338380.7147,399649.1451,406111.8761,96379.22439,405277.1135,387213.6766,412955.5548,350356.2858,460178.7733,296014.5516,390850.0674,192490.4792,266236.611,345107.7719,488607.2391,230548.8033,359887.4598,327043.2177,269425.1208,62185.33121,12165.57056,12046.80516,
13.777,955.80963,+,3939256.155,,,25,21579.16345,52228.19927,130750.9583,660690.7269,88198.93083,497303.6798,65495.14293,425495.6366,53565.13978,1343402.72,46727.3502,58642.62796,75564.85563,1132436.906,86022.03726,1011516.947,148456.4119,685342.5338,65525.74344,830059.2324,61276.53329,1257157.445,117386.3158,3939256.155,115417.549,3389770.423,42282.63636,1894189.487,162272.2114,1706805.109,51096.09058,2615071.922,52377.87874,1208146.573,60631.78335,124785.7066,1632898.576,637948.7997,56150.08935,142865.2471,71438.43551,767137.2134,73269.68598,351870.5188,66262.07017,391726.3235,61125.59985,339919.4671,65417.16886,987976.8942,60992.90176,511133.0769,72533.81077,57124.80803,65264.59846,1076069.772,53929.78298,227048.1155,75053.91589,1340150.657,66722.59115,1798651.466,87109.92136,1170695.899,29953.02735,20044.22346,27262.28829,
13.777,711.62549,-,2443241.81,,,68,10411.22114,10558.91075,1066599.005,978661.5147,1003927.816,1173367.006,1258174.556,1471576.383,1161518.952,1953597.456,577811.1129,1571700.457,1323209.223,1703830.09,1715756.635,1102749.542,1833732.218,878954.7719,1994823.68,1343919.278,1397718.038,1380365.387,1569786.438,1866285.986,1115549.74,1729149.464,923887.451,1333211.641,1425411.517,1831221.297,934931.0956,1434434.66,783191.2457,1587226.242,1664203.657,1349189.059,1912805.885,1999470.749,1446175.747,959633.4781,2135492.548,1875772.873,1442132.515,1425899.25,1521738.717,1272225.02,2443241.81,1801633.09,1774292.554,1982881.474,1814414.858,1742299.152,1248447.605,2064998.762,1271261.88,1969149.785,836843.3487,1296043.695,1679136.01,1956087.527,1056543.041,1493234.151,1832374.011,1215924.785,21919.6972,11648.31666,11534.60091,
13.782,708.69818,+,965634.7322,,,60,15080.51764,36499.48165,353865.7642,340055.0435,384305.7175,405387.6091,382822.5652,464248.7583,371277.6246,790681.632,222701.7009,374171.7902,589894.9691,523636.3597,626430.2136,359559.5558,710764.8873,298858.9942,569772.0677,370308.1205,540803.2153,394723.7736,640133.3952,587530.5261,564064.5478,823379.0284,304582.0588,505837.8192,605141.0982,629336.9732,356128.6541,520472.1237,373440.4144,583363.8111,614734.4932,428899.4793,707715.6845,660374.2894,538196.7995,281168.9926,841195.3241,624747.3917,620840.6515,514662.5528,623684.2045,417882.2126,864261.7983,591258.3675,651215.9794,739790.9887,665372.2654,631729.1573,513089.6337,965634.7322,530404.8398,667432.511,325877.512,451554.0309,660884.3242,676981.0716,496511.0327,562270.1737,729424.9044,448731.4426,20932.5611,14007.83057,19052.14817,
13.785,758.57196,+,619381.4837,,,5,5342.773907,12931.15282,142931.4088,40817.08247,164842.6764,180896.2829,66576.95808,80251.02851,61764.06874,329410.3705,12583.75063,39023.67533,149143.783,198143.9443,52079.71101,242428.2772,267095.2761,109631.0719,179399.1051,236685.744,69531.22217,299171.7302,127913.1335,416263.7236,94012.19275,361410.8933,81981.87684,340766.5976,184466.5699,134264.8984,77131.34319,82793.83472,48921.65285,263628.7136,118188.3503,156392.3631,77507.08605,111725.3435,154986.1787,187347.9761,61893.69922,236496.0433,30521.61428,186998.7044,233817.4796,87453.23151,213153.1244,236711.2599,201881.955,213876.2039,118645.4986,131222.8287,176917.3954,462498.4148,207955.7094,91541.18911,301339.408,320738.4856,288830.5234,619381.4837,479488.6566,391483.8991,338754.1171,491679.0536,7416.054537,3997.916482,6749.855845,
13.788,904.87213,-,373424.1167,,,3,8227.941764,8356.910538,75906.88963,28908.38508,99975.50114,52073.13282,82276.47676,66038.11662,77682.01319,151692.0087,69896.90239,96057.94203,136941.2506,98315.57101,149408.3786,39977.81456,162410.2435,34808.32127,119713.0324,43609.70676,88032.45858,34671.05482,201945.9041,206417.7732,142149.5984,373424.1167,106827.5747,111863.829,140276.93,98270.79116,51643.24211,163758.2752,37996.76417,103148.0461,105938.6171,42208.85227,206596.1748,82790.39366,82022.42706,15312.00168,140275.1434,54935.9019,106064.1208,46564.21936,117945.0679,33127.0894,189467.5555,84491.73276,141834.2639,80734.35193,135273.8982,60422.19079,90560.60244,139288.808,72653.78214,115303.494,71073.93134,52963.8158,134725.6056,80351.19838,142924.4761,98435.18711,176635.5701,61561.29449,17380.21095,9235.994405,9145.828756,
