MS2 ID,Retention Time (min),Rank,Identification,Precursor Mass,Library Mass,Delta m/z,Dot Product,Reverse Dot Product,Purity,Spectral Components,Optimal Polarity,LipiDex Spectrum,Library,Potential Fragments
92,0.868,1,LysoPI 20:4 [M-H]-;,619.29,619.2883,2.7451,872,947,100,LysoPI 20:4 [M-H]-(100),true,true,LipiDex_HCD_Acetate.msp,78.9591 | 152.9958 | 171.0064 | 223.0013 | 241.0119 | 303.233 | 315.0487 | 333.0619 | 
99,0.908,1,LysoPI 18:2 [M-H]-;,595.29,595.2883,2.8558,803,847,100,LysoPI 18:2 [M-H]-(100),true,true,LipiDex_HCD_Acetate.msp,78.9591 | 152.9958 | 171.0064 | 223.0013 | 241.0119 | 279.233 | 315.0487 | 333.0619 | 
109,0.965,1,AC 14:1 [M+H]+;,370.296,370.2957,0.8102,32,1000,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 85.0284 | 144.1019 | 209.19 | 311.2217 | 
117,1.01,1,LysoPC 20:5 [M+H]+;,542.325,542.3247,0.5532,922,928,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
123,1.043,1,LysoPC 20:5 [M+Ac-H]-;,600.332,600.3301,3.1649,55,253,100,LysoPC 20:5 [M+Ac-H]-(100),true,true,LipiDex_HCD_Acetate.msp,59.0139 | 78.9591 | 152.9958 | 224.0693 | 241.0721 | 301.2173 | 526.2939 | 
125,1.053,1,LysoPC 14:0 [M+H]+;,468.309,468.309,0.0,876,983,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
126,1.055,1,LysoPC 18:3 [M+H]+;,518.325,518.3247,0.5788,794,946,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
127,1.063,1,LysoPI 18:1 [M-H]-;,597.305,597.304,1.6742,575,847,100,LysoPI 18:1 [M-H]-(100),true,true,LipiDex_HCD_Acetate.msp,78.9591 | 152.9958 | 171.0064 | 223.0013 | 241.0119 | 281.2486 | 315.0487 | 333.0619 | 
129,1.072,1,LysoPC 18:2 [M+H]+;,520.34,520.3403,-0.5765,930,940,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
131,1.081,1,LysoPC 18:2 [M+Ac-H]-;,578.347,578.3458,2.0749,448,955,100,LysoPC 18:2 [M+Ac-H]-(100),true,true,LipiDex_HCD_Acetate.msp,59.0139 | 78.9591 | 152.9958 | 224.0693 | 241.0721 | 279.233 | 504.3096 | 
133,1.09,1,LysoPC 16:0 [M+H]+;,496.34,496.3403,-0.6044,928,941,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
134,1.092,1,LysoPC 22:6 [M+H]+;,568.34,568.3403,-0.5279,886,926,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
135,1.102,1,LysoPC 16:0 [M+Ac-H]-;,554.347,554.3458,2.1647,805,880,100,LysoPC 16:0 [M+Ac-H]-(100),true,true,LipiDex_HCD_Acetate.msp,59.0139 | 78.9591 | 152.9958 | 224.0693 | 241.0721 | 255.233 | 480.3096 | 
145,1.158,1,LysoPC 20:4 [M+H]+;,544.34,544.3403,-0.5511,863,933,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
153,1.205,1,LysoPC 16:1 [M+H]+;,494.325,494.3247,0.6069,885,929,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
157,1.227,1,LysoPC 16:0 [M+H]+;,496.34,496.3403,-0.6044,778,970,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
165,1.268,1,LysoPC 18:2 [M+H]+;,520.34,520.3403,-0.5765,889,897,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
166,1.27,1,LysoPC 22:6 [M+H]+;,568.34,568.3403,-0.5279,933,946,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
167,1.28,1,LysoPC 18:2 [M+Ac-H]-;,578.347,578.3458,2.0749,947,970,100,LysoPC 18:2 [M+Ac-H]-(100),true,true,LipiDex_HCD_Acetate.msp,59.0139 | 78.9591 | 152.9958 | 224.0693 | 241.0721 | 279.233 | 504.3096 | 
171,1.301,1,LysoPC 16:0 [M+Ac-H]-;,554.348,554.3458,3.9686,599,755,100,LysoPC 16:0 [M+Ac-H]-(100),true,true,LipiDex_HCD_Acetate.msp,59.0139 | 78.9591 | 152.9958 | 224.0693 | 241.0721 | 255.233 | 480.3096 | 
181,1.353,1,LysoPC 20:5 [M+H]+;,542.322,542.3247,-4.9786,14,1000,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
183,1.364,1,LysoPE 18:2 [M-H]-;,476.279,476.2777,2.7295,754,999,100,LysoPE 18:2 [M-H]-(100),true,true,LipiDex_HCD_Acetate.msp,78.9591 | 140.0118 | 196.038 | 214.0486 | 235.2431 | 279.233 | 
193,1.415,1,LysoPC 16:0 [M+H]+;,496.34,496.3403,-0.6044,883,891,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
197,1.437,1,LysoPC 18:3 [M+H]+;,518.322,518.3247,-5.2091,8,999,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
198,1.439,1,LysoPC 18:2 [M+H]+;,520.34,520.3403,-0.5765,838,852,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
201,1.46,1,LysoPC 20:3 [M+H]+;,546.356,546.356,0.0,870,876,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
