MS2 ID,Retention Time (min),Rank,Identification,Precursor Mass,Library Mass,Delta m/z,Dot Product,Reverse Dot Product,Purity,Spectral Components,Optimal Polarity,LipiDex Spectrum,Library,Potential Fragments
85,0.878,1,LysoPI 20:4 [M-H]-;,619.29,619.2883,2.7451,840,909,100,LysoPI 20:4 [M-H]-(100),true,true,LipiDex_HCD_Acetate.msp,78.9591 | 152.9958 | 171.0064 | 223.0013 | 241.0119 | 303.233 | 315.0487 | 333.0619 | 
99,0.952,1,AC 14:1 [M+H]+;,370.296,370.2957,0.8102,919,995,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 85.0284 | 144.1019 | 209.19 | 311.2217 | 
108,0.997,1,LysoPC 20:5 [M+H]+;,542.325,542.3247,0.5532,731,734,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
117,1.051,1,LysoPC 20:5 [M+Ac-H]-;,600.332,600.3301,3.1649,6,305,100,LysoPC 20:5 [M+Ac-H]-(100),true,true,LipiDex_HCD_Acetate.msp,59.0139 | 78.9591 | 152.9958 | 224.0693 | 241.0721 | 301.2173 | 526.2939 | 
119,1.06,1,LysoPC 14:0 [M+H]+;,468.309,468.309,0.0,442,988,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
120,1.062,1,LysoPC 18:3 [M+H]+;,518.325,518.3247,0.5788,83,926,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
122,1.072,1,LysoPC 22:6 [M+Ac-H]-;,626.347,626.3458,1.9159,286,303,100,LysoPC 22:6 [M+Ac-H]-(100),true,true,LipiDex_HCD_Acetate.msp,59.0139 | 78.9591 | 152.9958 | 224.0693 | 241.0721 | 327.233 | 552.3096 | 
123,1.08,1,LysoPC 18:2 [M+H]+;,520.34,520.3403,-0.5765,902,932,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
124,1.081,1,LysoPC 22:6 [M+H]+;,568.34,568.3403,-0.5279,866,909,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
125,1.089,1,LysoPC 18:2 [M+Ac-H]-;,578.347,578.3458,2.0749,424,909,100,LysoPC 18:2 [M+Ac-H]-(100),true,true,LipiDex_HCD_Acetate.msp,59.0139 | 78.9591 | 152.9958 | 224.0693 | 241.0721 | 279.233 | 504.3096 | 
127,1.1,1,LysoPC 16:0 [M+H]+;,496.34,496.3403,-0.6044,935,948,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
