MS2 ID,Retention Time (min),Rank,Identification,Precursor Mass,Library Mass,Delta m/z,Dot Product,Reverse Dot Product,Purity,Spectral Components,Optimal Polarity,LipiDex Spectrum,Library,Potential Fragments
86,0.873,1,LysoPI 20:4 [M-H]-;,619.29,619.2883,2.7451,628,953,100,LysoPI 20:4 [M-H]-(100),true,true,LipiDex_HCD_Acetate.msp,78.9591 | 152.9958 | 171.0064 | 223.0013 | 241.0119 | 303.233 | 315.0487 | 333.0619 | 
93,0.915,1,LysoPI 18:2 [M-H]-;,595.29,595.2883,2.8558,669,912,100,LysoPI 18:2 [M-H]-(100),true,true,LipiDex_HCD_Acetate.msp,78.9591 | 152.9958 | 171.0064 | 223.0013 | 241.0119 | 279.233 | 315.0487 | 333.0619 | 
108,0.999,1,LysoPC 20:5 [M+H]+;,542.325,542.3247,0.5532,731,735,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
119,1.062,1,LysoPC 14:0 [M+H]+;,468.309,468.309,0.0,182,964,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
120,1.064,1,LysoPC 18:3 [M+H]+;,518.324,518.3247,-1.3505,138,962,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
121,1.072,1,LysoPC 18:2 [M+Ac-H]-;,578.347,578.3458,2.0749,962,990,100,LysoPC 18:2 [M+Ac-H]-(100),true,true,LipiDex_HCD_Acetate.msp,59.0139 | 78.9591 | 152.9958 | 224.0693 | 241.0721 | 279.233 | 504.3096 | 
123,1.081,1,LysoPC 18:2 [M+H]+;,520.34,520.3403,-0.5765,220,971,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
124,1.082,1,LysoPC 22:6 [M+H]+;,568.34,568.3403,-0.5279,707,943,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
126,1.092,1,LysoPC 16:0 [M+Ac-H]-;,554.347,554.3458,2.1647,636,646,100,LysoPC 16:0 [M+Ac-H]-(100),true,true,LipiDex_HCD_Acetate.msp,59.0139 | 78.9591 | 152.9958 | 224.0693 | 241.0721 | 255.233 | 480.3096 | 
127,1.102,1,LysoPC 16:0 [M+H]+;,496.34,496.3403,-0.6044,953,961,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
135,1.147,1,LysoPC 20:4 [M+H]+;,544.34,544.3403,-0.5511,412,909,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
144,1.194,1,LysoPC 20:5 [M+H]+;,542.322,542.3247,-4.9786,52,512,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
152,1.24,1,LysoPC 16:1 [M+H]+;,494.324,494.3247,-1.4161,58,382,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
155,1.261,1,LysoPC 18:2 [M+H]+;,520.34,520.3403,-0.5765,871,876,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
156,1.263,1,LysoPC 22:6 [M+H]+;,568.34,568.3403,-0.5279,930,937,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
157,1.273,1,LysoPC 18:2 [M+Ac-H]-;,578.347,578.3458,2.0749,882,961,100,LysoPC 18:2 [M+Ac-H]-(100),true,true,LipiDex_HCD_Acetate.msp,59.0139 | 78.9591 | 152.9958 | 224.0693 | 241.0721 | 279.233 | 504.3096 | 
159,1.282,1,LysoPC 16:0 [M+H]+;,496.34,496.3403,-0.6044,926,938,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
160,1.284,1,LysoPC 18:3 [M+H]+;,518.322,518.3247,-5.2091,17,995,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
161,1.297,1,LysoPC 16:0 [M+Ac-H]-;,554.347,554.3458,2.1647,640,778,100,LysoPC 16:0 [M+Ac-H]-(100),true,true,LipiDex_HCD_Acetate.msp,59.0139 | 78.9591 | 152.9958 | 224.0693 | 241.0721 | 255.233 | 480.3096 | 
165,1.317,1,LysoPC 20:4 [M+Ac-H]-;,602.347,602.3458,1.9922,283,641,100,LysoPC 20:4 [M+Ac-H]-(100),true,true,LipiDex_HCD_Acetate.msp,59.0139 | 78.9591 | 152.9958 | 224.0693 | 241.0721 | 303.233 | 528.3096 | 
167,1.327,1,LysoPC 20:4 [M+H]+;,544.34,544.3403,-0.5511,936,947,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
174,1.363,1,LysoPE 18:2 [M-H]-;,476.279,476.2777,2.7295,204,1000,100,LysoPE 18:2 [M-H]-(100),true,true,LipiDex_HCD_Acetate.msp,78.9591 | 140.0118 | 196.038 | 214.0486 | 235.2431 | 279.233 | 
175,1.371,1,LysoPC 20:5 [M+H]+;,542.322,542.3247,-4.9786,14,1000,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
176,1.372,1,LysoPC 15:0 [M+H]+;,482.324,482.3247,-1.4513,674,945,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
180,1.393,1,LysoPC 20:3 [M+H]+;,546.354,546.356,-3.6606,800,900,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
183,1.411,1,LysoPC 22:5 [M+H]+;,570.355,570.356,-1.7533,954,966,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
