MS2 ID,Retention Time (min),Rank,Identification,Precursor Mass,Library Mass,Delta m/z,Dot Product,Reverse Dot Product,Purity,Spectral Components,Optimal Polarity,LipiDex Spectrum,Library,Potential Fragments
84,0.874,1,LysoPI 20:4 [M-H]-;,619.29,619.2883,2.7451,834,904,100,LysoPI 20:4 [M-H]-(100),true,true,LipiDex_HCD_Acetate.msp,78.9591 | 152.9958 | 171.0064 | 223.0013 | 241.0119 | 303.233 | 315.0487 | 333.0619 | 
86,0.884,1,AC 12:0 [M+H]+;,344.28,344.2801,-0.2905,53,1000,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 85.0284 | 144.1019 | 183.1743 | 285.206 | 
97,0.947,1,AC 14:1 [M+H]+;,370.296,370.2957,0.8102,861,982,100,AC 14:1 [M+H]+(100),true,true,LipiDex_HCD_Acetate.msp,60.0808 | 85.0284 | 144.1019 | 209.19 | 311.2217 | 
105,0.992,1,LysoPC 20:5 [M+H]+;,542.325,542.3247,0.5532,731,734,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
117,1.057,1,LysoPC 14:0 [M+H]+;,468.309,468.309,0.0,611,979,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
118,1.059,1,LysoPC 18:3 [M+H]+;,518.325,518.3247,0.5788,87,914,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
121,1.076,1,LysoPC 18:2 [M+H]+;,520.34,520.3403,-0.5765,706,735,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
122,1.077,1,LysoPC 22:6 [M+H]+;,568.34,568.3403,-0.5279,923,942,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
123,1.085,1,LysoPC 18:2 [M+Ac-H]-;,578.347,578.3458,2.0749,292,580,100,LysoPC 18:2 [M+Ac-H]-(100),true,true,LipiDex_HCD_Acetate.msp,59.0139 | 78.9591 | 152.9958 | 224.0693 | 241.0721 | 279.233 | 504.3096 | 
125,1.096,1,LysoPC 16:0 [M+H]+;,496.34,496.3403,-0.6044,930,941,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
