MS2 ID,Retention Time (min),Rank,Identification,Precursor Mass,Library Mass,Delta m/z,Dot Product,Reverse Dot Product,Purity,Spectral Components,Optimal Polarity,LipiDex Spectrum,Library,Potential Fragments
93,0.879,1,LysoPI 20:4 [M-H]-;,619.29,619.2883,2.7451,908,930,100,LysoPI 20:4 [M-H]-(100),true,true,LipiDex_HCD_Acetate.msp,78.9591 | 152.9958 | 171.0064 | 223.0013 | 241.0119 | 303.233 | 315.0487 | 333.0619 | 
101,0.921,1,LysoPI 18:2 [M-H]-;,595.29,595.2883,2.8558,398,898,100,LysoPI 18:2 [M-H]-(100),true,true,LipiDex_HCD_Acetate.msp,78.9591 | 152.9958 | 171.0064 | 223.0013 | 241.0119 | 279.233 | 315.0487 | 333.0619 | 
115,0.998,1,LysoPC 20:5 [M+H]+;,542.325,542.3247,0.5532,733,737,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
118,1.011,1,LysoPC 20:5 [M+Ac-H]-;,600.331,600.3301,1.4992,68,487,100,LysoPC 20:5 [M+Ac-H]-(100),true,true,LipiDex_HCD_Acetate.msp,59.0139 | 78.9591 | 152.9958 | 224.0693 | 241.0721 | 301.2173 | 526.2939 | 
119,1.019,1,LysoPC 14:0 [M+H]+;,468.309,468.309,0.0,494,878,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
122,1.033,1,LysoPE 20:5 [M-H]-;,498.263,498.2621,1.8063,49,1000,100,LysoPE 20:5 [M-H]-(100),true,true,LipiDex_HCD_Acetate.msp,78.9591 | 140.0118 | 196.038 | 214.0486 | 257.2275 | 301.2173 | 
127,1.062,1,LysoPC 18:3 [M+H]+;,518.325,518.3247,0.5788,663,963,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
129,1.072,1,LysoPC 18:2 [M+Ac-H]-;,578.347,578.3458,2.0749,758,761,100,LysoPC 18:2 [M+Ac-H]-(100),true,true,LipiDex_HCD_Acetate.msp,59.0139 | 78.9591 | 152.9958 | 224.0693 | 241.0721 | 279.233 | 504.3096 | 
131,1.08,1,LysoPC 18:2 [M+H]+;,520.34,520.3403,-0.5765,906,917,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
132,1.082,1,LysoPC 22:6 [M+H]+;,568.34,568.3403,-0.5279,773,939,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
133,1.09,1,LysoPC 16:0 [M+Ac-H]-;,554.348,554.3458,3.9686,550,560,100,LysoPC 16:0 [M+Ac-H]-(100),true,true,LipiDex_HCD_Acetate.msp,59.0139 | 78.9591 | 152.9958 | 224.0693 | 241.0721 | 255.233 | 480.3096 | 
134,1.091,1,LysoPC 22:6 [M+Ac-H]-;,626.347,626.3458,1.9159,31,381,100,LysoPC 22:6 [M+Ac-H]-(100),true,true,LipiDex_HCD_Acetate.msp,59.0139 | 78.9591 | 152.9958 | 224.0693 | 241.0721 | 327.233 | 552.3096 | 
135,1.1,1,LysoPC 16:0 [M+H]+;,496.34,496.3403,-0.6044,925,950,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
151,1.188,1,LysoPC 20:5 [M+H]+;,542.323,542.3247,-3.1347,55,683,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
152,1.189,1,LysoPC 16:1 [M+H]+;,494.325,494.3247,0.6069,268,893,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
163,1.255,1,LysoPC 18:3 [M+H]+;,518.323,518.3247,-3.2798,20,1000,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
165,1.266,1,LysoPC 18:2 [M+Ac-H]-;,578.347,578.3458,2.0749,819,901,100,LysoPC 18:2 [M+Ac-H]-(100),true,true,LipiDex_HCD_Acetate.msp,59.0139 | 78.9591 | 152.9958 | 224.0693 | 241.0721 | 279.233 | 504.3096 | 
167,1.277,1,LysoPC 18:2 [M+H]+;,520.341,520.3403,1.3453,868,875,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
168,1.278,1,LysoPC 16:0 [M+H]+;,496.34,496.3403,-0.6044,915,927,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
169,1.289,1,LysoPC 16:0 [M+Ac-H]-;,554.347,554.3458,2.1647,327,714,100,LysoPC 16:0 [M+Ac-H]-(100),true,true,LipiDex_HCD_Acetate.msp,59.0139 | 78.9591 | 152.9958 | 224.0693 | 241.0721 | 255.233 | 480.3096 | 
170,1.29,1,LysoPC 22:6 [M+Ac-H]-;,626.347,626.3458,1.9159,75,349,100,LysoPC 22:6 [M+Ac-H]-(100),true,true,LipiDex_HCD_Acetate.msp,59.0139 | 78.9591 | 152.9958 | 224.0693 | 241.0721 | 327.233 | 552.3096 | 
171,1.298,1,LysoPC 22:6 [M+H]+;,568.34,568.3403,-0.5279,951,961,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
187,1.384,1,LysoPC 20:5 [M+H]+;,542.322,542.3247,-4.9786,15,1000,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
192,1.406,1,LysoPC 22:5 [M+H]+;,570.355,570.356,-1.7533,727,942,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
195,1.427,1,LysoPC 20:3 [M+H]+;,546.355,546.356,-1.8303,892,898,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
199,1.448,1,LysoPC 18:3 [M+H]+;,518.322,518.3247,-5.2091,7,996,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
201,1.46,1,LysoPC 18:2 [M+Ac-H]-;,578.347,578.3458,2.0749,63,527,100,LysoPC 18:2 [M+Ac-H]-(100),true,true,LipiDex_HCD_Acetate.msp,59.0139 | 78.9591 | 152.9958 | 224.0693 | 241.0721 | 279.233 | 504.3096 | 
203,1.47,1,LysoPC 16:0 [M+H]+;,496.34,496.3403,-0.6044,858,863,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
