MS2 ID,Retention Time (min),Rank,Identification,Precursor Mass,Library Mass,Delta m/z,Dot Product,Reverse Dot Product,Purity,Spectral Components,Optimal Polarity,LipiDex Spectrum,Library,Potential Fragments
89,0.869,1,LysoPI 20:4 [M-H]-;,619.289,619.2883,1.1303,715,922,100,LysoPI 20:4 [M-H]-(100),true,true,LipiDex_HCD_Acetate.msp,78.9591 | 152.9958 | 171.0064 | 223.0013 | 241.0119 | 303.233 | 315.0487 | 333.0619 | 
96,0.908,1,LysoPI 18:2 [M-H]-;,595.29,595.2883,2.8558,808,871,100,LysoPI 18:2 [M-H]-(100),true,true,LipiDex_HCD_Acetate.msp,78.9591 | 152.9958 | 171.0064 | 223.0013 | 241.0119 | 279.233 | 315.0487 | 333.0619 | 
106,0.962,1,AC 14:1 [M+H]+;,370.295,370.2957,-1.8904,6,1000,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 85.0284 | 144.1019 | 209.19 | 311.2217 | 
113,0.994,1,LysoPI 20:3 [M-H]-;,621.305,621.304,1.6095,31,760,100,LysoPI 20:3 [M-H]-(100),true,true,LipiDex_HCD_Acetate.msp,78.9591 | 152.9958 | 171.0064 | 223.0013 | 241.0119 | 305.2486 | 315.0487 | 333.0619 | 
114,1.003,1,LysoPC 20:5 [M+H]+;,542.324,542.3247,-1.2907,832,836,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
120,1.037,1,LysoPC 20:5 [M+Ac-H]-;,600.331,600.3301,1.4992,190,325,100,LysoPC 20:5 [M+Ac-H]-(100),true,true,LipiDex_HCD_Acetate.msp,59.0139 | 78.9591 | 152.9958 | 224.0693 | 241.0721 | 301.2173 | 526.2939 | 
122,1.047,1,LysoPC 14:0 [M+H]+;,468.308,468.309,-2.1353,934,945,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
123,1.048,1,LysoPC 18:3 [M+H]+;,518.324,518.3247,-1.3505,920,936,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
126,1.066,1,LysoPC 16:1 [M+H]+;,494.324,494.3247,-1.4161,925,935,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
129,1.077,1,LysoPC 18:2 [M+Ac-H]-;,578.347,578.3458,2.0749,106,1000,100,LysoPC 18:2 [M+Ac-H]-(100),true,true,LipiDex_HCD_Acetate.msp,59.0139 | 78.9591 | 152.9958 | 224.0693 | 241.0721 | 279.233 | 504.3096 | 
130,1.084,1,LysoPC 18:2 [M+H]+;,520.34,520.3403,-0.5765,885,929,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
131,1.086,1,LysoPC 22:6 [M+H]+;,568.339,568.3403,-2.2874,72,383,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
132,1.094,1,LysoPC 16:0 [M+Ac-H]-;,554.347,554.3458,2.1647,636,660,100,LysoPC 16:0 [M+Ac-H]-(100),true,true,LipiDex_HCD_Acetate.msp,59.0139 | 78.9591 | 152.9958 | 224.0693 | 241.0721 | 255.233 | 480.3096 | 
134,1.104,1,LysoPC 16:0 [M+H]+;,496.34,496.3403,-0.6044,936,948,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
143,1.148,1,LysoPC 20:4 [M+H]+;,544.34,544.3403,-0.5511,875,937,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
151,1.191,1,LysoPC 20:5 [M+H]+;,542.322,542.3247,-4.9786,108,763,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
158,1.233,1,LysoPC 18:3 [M+H]+;,518.322,518.3247,-5.2091,36,316,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
162,1.253,1,LysoPC 16:1 [M+H]+;,494.324,494.3247,-1.4161,891,958,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
164,1.264,1,LysoPC 18:2 [M+Ac-H]-;,578.347,578.3458,2.0749,762,851,100,LysoPC 18:2 [M+Ac-H]-(100),true,true,LipiDex_HCD_Acetate.msp,59.0139 | 78.9591 | 152.9958 | 224.0693 | 241.0721 | 279.233 | 504.3096 | 
166,1.275,1,LysoPC 22:6 [M+H]+;,568.34,568.3403,-0.5279,936,946,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
168,1.287,1,LysoPC 16:0 [M+Ac-H]-;,554.347,554.3458,2.1647,516,819,100,LysoPC 16:0 [M+Ac-H]-(100),true,true,LipiDex_HCD_Acetate.msp,59.0139 | 78.9591 | 152.9958 | 224.0693 | 241.0721 | 255.233 | 480.3096 | 
170,1.297,1,LysoPC 16:0 [M+H]+;,496.34,496.3403,-0.6044,924,934,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
177,1.329,1,LysoPC 20:4 [M+Ac-H]-;,602.347,602.3458,1.9922,91,347,100,LysoPC 20:4 [M+Ac-H]-(100),true,true,LipiDex_HCD_Acetate.msp,59.0139 | 78.9591 | 152.9958 | 224.0693 | 241.0721 | 303.233 | 528.3096 | 
178,1.337,1,LysoPC 20:4 [M+H]+;,544.34,544.3403,-0.5511,950,958,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
186,1.38,1,LysoPC 20:5 [M+H]+;,542.322,542.3247,-4.9786,14,1000,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
190,1.4,1,LysoPC 22:5 [M+H]+;,570.355,570.356,-1.7533,915,967,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
194,1.42,1,LysoPC 18:2 [M+H]+;,520.34,520.3403,-0.5765,945,954,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
195,1.422,1,LysoPC 18:3 [M+H]+;,518.322,518.3247,-5.2091,10,1000,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
