MS2 ID,Retention Time (min),Rank,Identification,Precursor Mass,Library Mass,Delta m/z,Dot Product,Reverse Dot Product,Purity,Spectral Components,Optimal Polarity,LipiDex Spectrum,Library,Potential Fragments
80,0.886,1,LysoPI 20:4 [M-H]-;,619.29,619.2883,2.7451,870,916,100,LysoPI 20:4 [M-H]-(100),true,true,LipiDex_HCD_Acetate.msp,78.9591 | 152.9958 | 171.0064 | 223.0013 | 241.0119 | 303.233 | 315.0487 | 333.0619 | 
91,0.942,1,AC 14:1 [M+H]+;,370.296,370.2957,0.8102,925,983,100,AC 14:1 [M+H]+(100),true,true,LipiDex_HCD_Acetate.msp,60.0808 | 85.0284 | 144.1019 | 209.19 | 311.2217 | 
102,1.007,1,LysoPC 20:5 [M+H]+;,542.325,542.3247,0.5532,828,833,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
105,1.02,1,LysoPC 20:5 [M+Ac-H]-;,600.331,600.3301,1.4992,175,274,100,LysoPC 20:5 [M+Ac-H]-(100),true,true,LipiDex_HCD_Acetate.msp,59.0139 | 78.9591 | 152.9958 | 224.0693 | 241.0721 | 301.2173 | 526.2939 | 
111,1.055,1,LysoPC 14:0 [M+H]+;,468.309,468.309,0.0,879,920,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
112,1.063,1,LysoPE 16:0 [M-H]-;,452.279,452.2777,2.8743,991,997,100,LysoPE 16:0 [M-H]-(100),true,true,LipiDex_HCD_Acetate.msp,78.9591 | 140.0118 | 196.038 | 214.0486 | 255.233 | 
114,1.072,1,LysoPC 18:2 [M+H]+;,520.34,520.3403,-0.5765,923,934,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
115,1.073,1,LysoPC 22:6 [M+H]+;,568.339,568.3403,-2.2874,925,936,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
116,1.082,1,LysoPC 18:2 [M+Ac-H]-;,578.347,578.3458,2.0749,669,928,100,LysoPC 18:2 [M+Ac-H]-(100),true,true,LipiDex_HCD_Acetate.msp,59.0139 | 78.9591 | 152.9958 | 224.0693 | 241.0721 | 279.233 | 504.3096 | 
117,1.083,1,LysoPC 20:4 [M+Ac-H]-;,602.347,602.3458,1.9922,206,617,100,LysoPC 20:4 [M+Ac-H]-(100),true,true,LipiDex_HCD_Acetate.msp,59.0139 | 78.9591 | 152.9958 | 224.0693 | 241.0721 | 303.233 | 528.3096 | 
118,1.092,1,LysoPC 16:0 [M+H]+;,496.34,496.3403,-0.6044,924,940,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
