MS2 ID,Retention Time (min),Rank,Identification,Precursor Mass,Library Mass,Delta m/z,Dot Product,Reverse Dot Product,Purity,Spectral Components,Optimal Polarity,LipiDex Spectrum,Library,Potential Fragments
83,0.873,1,LysoPI 20:4 [M-H]-;,619.29,619.2883,2.7451,688,924,100,LysoPI 20:4 [M-H]-(100),true,true,LipiDex_HCD_ULCFA.msp,78.9596 | 152.9954 | 171.0065 | 223.0018 | 241.0119 | 303.233 | 315.0487 | 333.0597 | 
93,0.924,1,AC 13:0 [M+H]+;,358.295,358.2957,-1.9537,244,996,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 85.0284 | 144.1019 | 197.19 | 299.2217 | 
96,0.945,1,AC 14:1 [M+H]+;,370.296,370.2957,0.8102,838,1000,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 85.0284 | 144.1019 | 209.19 | 311.2217 | 
108,1.012,1,LysoPC 20:5 [M+H]+;,542.325,542.3247,0.5532,930,937,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
114,1.045,1,LysoPC 20:5 [M+Ac-H]-;,600.332,600.3301,3.1649,13,1000,100,LysoPC 20:5 [M+Ac-H]-(100),true,true,LipiDex_HCD_Acetate.msp,59.0139 | 78.9591 | 152.9958 | 224.0693 | 241.0721 | 301.2173 | 526.2939 | 
116,1.055,1,LysoPC 14:0 [M+H]+;,468.309,468.309,0.0,735,962,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
120,1.073,1,LysoPC 18:2 [M+H]+;,520.34,520.3403,-0.5765,911,919,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
121,1.075,1,LysoPC 22:6 [M+H]+;,568.34,568.3403,-0.5279,919,927,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
122,1.083,1,LysoPC 18:2 [M+Ac-H]-;,578.347,578.3458,2.0749,232,827,100,LysoPC 18:2 [M+Ac-H]-(100),true,true,LipiDex_HCD_Acetate.msp,59.0139 | 78.9591 | 152.9958 | 224.0693 | 241.0721 | 279.233 | 504.3096 | 
124,1.093,1,LysoPC 16:0 [M+H]+;,496.34,496.3403,-0.6044,945,958,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
125,1.094,1,LysoPC 18:3 [M+H]+;,518.322,518.3247,-5.2091,14,1000,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
