MS2 ID,Retention Time (min),Rank,Identification,Precursor Mass,Library Mass,Delta m/z,Dot Product,Reverse Dot Product,Purity,Spectral Components,Optimal Polarity,LipiDex Spectrum,Library,Potential Fragments
84,0.878,1,LysoPI 20:4 [M-H]-;,619.29,619.2883,2.7451,584,948,100,LysoPI 20:4 [M-H]-(100),true,true,LipiDex_HCD_ULCFA.msp,78.9596 | 152.9954 | 171.0065 | 223.0018 | 241.0119 | 303.233 | 315.0487 | 333.0597 | 
94,0.934,1,AC 14:1 [M+H]+;,370.295,370.2957,-1.8904,940,978,100,AC 14:1 [M+H]+(100),true,true,LipiDex_HCD_Acetate.msp,60.0808 | 85.0284 | 144.1019 | 209.19 | 311.2217 | 
105,1.001,1,LysoPC 20:5 [M+H]+;,542.324,542.3247,-1.2907,738,742,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
108,1.014,1,LysoPC 20:5 [M+Ac-H]-;,600.331,600.3301,1.4992,81,322,100,LysoPC 20:5 [M+Ac-H]-(100),true,true,LipiDex_HCD_Acetate.msp,59.0139 | 78.9591 | 152.9958 | 224.0693 | 241.0721 | 301.2173 | 526.2939 | 
109,1.024,1,LysoPC 14:0 [M+H]+;,468.309,468.309,0.0,668,744,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
116,1.059,1,LysoPE 16:0 [M-H]-;,452.279,452.2777,2.8743,983,1000,100,LysoPE 16:0 [M-H]-(100),true,true,LipiDex_HCD_Acetate.msp,78.9591 | 140.0118 | 196.038 | 214.0486 | 255.233 | 
117,1.067,1,LysoPC 18:3 [M+H]+;,518.325,518.3247,0.5788,20,648,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
119,1.076,1,LysoPC 18:2 [M+Ac-H]-;,578.347,578.3458,2.0749,772,889,100,LysoPC 18:2 [M+Ac-H]-(100),true,true,LipiDex_HCD_Acetate.msp,59.0139 | 78.9591 | 152.9958 | 224.0693 | 241.0721 | 279.233 | 504.3096 | 
121,1.085,1,LysoPC 18:2 [M+H]+;,520.341,520.3403,1.3453,909,923,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
122,1.087,1,LysoPC 22:6 [M+H]+;,568.34,568.3403,-0.5279,905,934,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
123,1.096,1,LysoPC 16:0 [M+Ac-H]-;,554.347,554.3458,2.1647,715,736,100,LysoPC 16:0 [M+Ac-H]-(100),true,true,LipiDex_HCD_Acetate.msp,59.0139 | 78.9591 | 152.9958 | 224.0693 | 241.0721 | 255.233 | 480.3096 | 
125,1.107,1,LysoPC 16:0 [M+H]+;,496.34,496.3403,-0.6044,961,970,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
130,1.134,1,LysoPC 20:4 [M+H]+;,544.339,544.3403,-2.3882,505,877,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
141,1.199,1,LysoPC 20:5 [M+H]+;,542.322,542.3247,-4.9786,278,973,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
148,1.236,1,LysoPC 22:6 [M+Ac-H]-;,626.347,626.3458,1.9159,4,1000,100,LysoPC 22:6 [M+Ac-H]-(100),true,true,LipiDex_HCD_Acetate.msp,59.0139 | 78.9591 | 152.9958 | 224.0693 | 241.0721 | 327.233 | 552.3096 | 
149,1.244,1,LysoPC 18:3 [M+H]+;,518.322,518.3247,-5.2091,11,998,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
150,1.246,1,LysoPC 16:1 [M+H]+;,494.324,494.3247,-1.4161,545,943,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
151,1.255,1,LysoPC 20:4 [M+Ac-H]-;,602.347,602.3458,1.9922,130,504,100,LysoPC 20:4 [M+Ac-H]-(100),true,true,LipiDex_HCD_Acetate.msp,59.0139 | 78.9591 | 152.9958 | 224.0693 | 241.0721 | 303.233 | 528.3096 | 
153,1.267,1,LysoPC 22:6 [M+H]+;,568.34,568.3403,-0.5279,929,942,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
155,1.28,1,LysoPC 18:2 [M+Ac-H]-;,578.347,578.3458,2.0749,630,788,100,LysoPC 18:2 [M+Ac-H]-(100),true,true,LipiDex_HCD_Acetate.msp,59.0139 | 78.9591 | 152.9958 | 224.0693 | 241.0721 | 279.233 | 504.3096 | 
157,1.289,1,LysoPC 16:0 [M+H]+;,496.34,496.3403,-0.6044,926,936,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
159,1.3,1,LysoPC 16:0 [M+Ac-H]-;,554.347,554.3458,2.1647,646,765,100,LysoPC 16:0 [M+Ac-H]-(100),true,true,LipiDex_HCD_Acetate.msp,59.0139 | 78.9591 | 152.9958 | 224.0693 | 241.0721 | 255.233 | 480.3096 | 
161,1.31,1,LysoPC 20:4 [M+H]+;,544.34,544.3403,-0.5511,929,936,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
166,1.332,1,LysoPC 15:0 [M+H]+;,482.324,482.3247,-1.4513,866,964,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
173,1.375,1,LysoPC 20:5 [M+H]+;,542.322,542.3247,-4.9786,15,1000,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
182,1.418,1,LysoPC 22:5 [M+H]+;,570.355,570.356,-1.7533,645,935,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
185,1.439,1,LysoPC 18:3 [M+H]+;,518.322,518.3247,-5.2091,7,992,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
189,1.461,1,LysoPC 20:3 [M+H]+;,546.355,546.356,-1.8303,864,881,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
