,variable,value,dummy
65,FBG,0.15947863497735734,dummy
66,FBG,0.24309774221444014,dummy
67,FBG,0.13282880718185328,dummy
68,FBG,0.2175075827008629,dummy
69,FBG,0.08333567370780666,dummy
70,FBG,0.13822718373110074,dummy
71,FBG,0.14325825399356362,dummy
72,FBG,0.05586787667120203,dummy
73,FBG,0.14341744709690812,dummy
74,FBG,0.1644077714536171,dummy
75,FBG,0.22302593285399067,dummy
76,FBG,0.07712356768391791,dummy
77,FBG,0.24039115913764275,dummy
78,FBG,0.26186991353287503,dummy
79,FBG,0.23280523804154887,dummy
80,FBG,0.6784995338730976,dummy
81,FBG,0.1410300527227276,dummy
82,FBG,0.22613511410253576,dummy
83,FBG,0.06973581707457445,dummy
84,FBG,0.06406112678524102,dummy
85,FBG,0.24391752510484765,dummy
86,FBG,0.33621604502096175,dummy
87,FBG,0.07561372214140365,dummy
88,FBG,0.04725900882410056,dummy
89,FBG,0.0703234229094772,dummy
90,FBG,0.4397291339839205,dummy
91,FBG,0.09115995570565517,dummy
92,FBG,0.11844711214007586,dummy
93,FBG,0.13219957786972983,dummy
94,FBG,0.08139155451879976,dummy
95,FBG,0.2174719935010407,dummy
96,FBG,0.38013415484367014,dummy
97,FBG,0.10911556571831561,dummy
98,FBG,0.05745404014001688,dummy
99,FBG,0.15420029770269886,dummy
100,FBG,0.3231688166128836,dummy
101,FBG,0.09869019460119123,dummy
102,FBG,0.08447022099620168,dummy
103,FBG,0.09587145225063169,dummy
104,FBG,0.058320372838666555,dummy
105,FBG,0.2720125601986169,dummy
106,FBG,0.2571017854286945,dummy
107,FBG,0.1688721316258862,dummy
108,FBG,0.021465253307611957,dummy
109,FBG,0.21716323471158772,dummy
110,FBG,0.08889790141554832,dummy
111,FBG,0.05240639706721722,dummy
112,FBG,0.3114645172356748,dummy
113,FBG,0.08981842864708652,dummy
114,FBG,0.16801155810478777,dummy
115,FBG,0.13583814659950671,dummy
116,FBG,0.057760227079387876,dummy
117,FBG,0.4933738327426398,dummy
118,FBG,0.05878183964534076,dummy
119,FBG,0.18283768493073446,dummy
120,FBG,0.10398272919303597,dummy
121,FBG,0.20762722221647034,dummy
122,FBG,0.3142859213305229,dummy
123,FBG,0.034766313433993945,dummy
124,FBG,0.12781540896553997,dummy
125,FBG,0.22153451741319585,dummy
126,FBG,0.1462305165761184,dummy
127,FBG,0.11926515227354446,dummy
128,FBG,0.1324699798731026,dummy
129,FBG,0.3038031847274009,dummy
130,FBG,0.09461602443211294,dummy
131,FBG,0.28345677591787805,dummy
132,FBG,0.0897671195521023,dummy
133,FBG,0.46658584374637163,dummy
134,FBG,0.05259509600338554,dummy
135,FBG,0.223141459847464,dummy
136,FBG,0.03991819834253502,dummy
137,FBG,0.05525425144839233,dummy
138,FBG,0.12771140448996013,dummy
139,FBG,0.13251091137450186,dummy
140,FBG,0.2286464450917568,dummy
141,FBG,0.3217907852802612,dummy
142,FBG,0.11504559129149566,dummy
143,FBG,0.32795975167719915,dummy
144,FBG,0.1106170749799338,dummy
145,FBG,0.04567931012934634,dummy
146,FBG,0.12623105958464256,dummy
147,FBG,0.18455611647572215,dummy
148,FBG,0.14654181137023248,dummy
149,FBG,0.11260928631619616,dummy
150,FBG,0.24948575564483003,dummy
151,FBG,0.15779175637507284,dummy
152,FBG,0.04265384195101519,dummy
153,FBG,0.13159447678401803,dummy
154,FBG,0.2808016400145622,dummy
155,FBG,0.07476323155429136,dummy
156,FBG,0.2677579070962607,dummy
157,FBG,0.2097013529827051,dummy
158,FBG,0.0482288908447158,dummy
159,FBG,0.14490681892761356,dummy
160,FBG,0.04213376239766187,dummy
161,FBG,0.12066024762588219,dummy
162,FBG,0.352234758245019,dummy
163,FBG,0.14904571214193213,dummy
164,FBG,0.3102765869921669,dummy
165,FBG,0.08782402540019689,dummy
166,FBG,0.05245373749829988,dummy
167,FBG,0.4017434746354651,dummy
168,FBG,0.09074484799675127,dummy
169,FBG,0.10758575810172333,dummy
170,FBG,0.09929698617014539,dummy
171,FBG,0.25653111232356335,dummy
172,FBG,0.1277596761322006,dummy
173,FBG,0.3371640990200266,dummy
174,FBG,0.26227481997402674,dummy
175,FBG,0.08057921330753136,dummy
176,FBG,0.06088328357906043,dummy
177,FBG,0.04235642001678805,dummy
178,FBG,0.10917650659980484,dummy
179,FBG,0.22166661971761428,dummy
180,FBG,0.10377850203038175,dummy
181,FBG,0.04737200363473831,dummy
182,FBG,0.21717052949477866,dummy
183,FBG,0.33782498509938735,dummy
184,FBG,0.06117666395679012,dummy
185,FBG,0.2813414716339017,dummy
186,FBG,0.0739379993210968,dummy
187,FBG,0.06614476505472426,dummy
188,FBG,0.08968888365734767,dummy
189,FBG,0.32485087786484557,dummy
190,FBG,0.04268430768899256,dummy
191,FBG,0.3418719961262309,dummy
192,FBG,0.10109546042913616,dummy
193,FBG,0.3072012490619189,dummy
194,FBG,0.1378814424999987,dummy
195,FBG,0.03591893213990307,dummy
196,FBG,0.2743069786948304,dummy
197,FBG,0.21042237644302994,dummy
198,FBG,0.11286369520141826,dummy
199,FBG,0.14659121679205256,dummy
200,FBG,0.06110502266865514,dummy
201,FBG,0.2610485571023358,dummy
202,FBG,0.06572034628533896,dummy
203,FBG,0.35218595263890834,dummy
204,FBG,0.13137837407979694,dummy
205,FBG,0.11130664576891014,dummy
206,FBG,0.07670600445194732,dummy
207,FBG,0.25517654839513276,dummy
208,FBG,0.2822804287046561,dummy
209,FBG,0.10137475913330767,dummy
210,FBG,0.0384948289200182,dummy
211,FBG,0.11309589380154544,dummy
212,FBG,0.06439124460138916,dummy
213,FBG,0.1415661835686843,dummy
214,FBG,0.21629263624242326,dummy
215,FBG,0.08703016525926277,dummy
216,FBG,0.28981816904600133,dummy
217,FBG,0.29583113275347445,dummy
218,FBG,0.12272396189939379,dummy
219,FBG,0.26345759612913716,dummy
220,FBG,0.1409546036210847,dummy
221,FBG,0.05878183964534076,dummy
222,FBG,0.36177804650593304,dummy
223,FBG,0.23513412590615448,dummy
224,FBG,0.08927099128059228,dummy
225,FBG,0.10034796639328102,dummy
226,FBG,0.07414658656514637,dummy
227,FBG,0.13444706351638436,dummy
228,FBG,0.4744795535605543,dummy
229,FBG,0.05521062322216567,dummy
230,FBG,0.35779640038863203,dummy
231,FBG,0.0646291592555652,dummy
232,FBG,0.09746322617652521,dummy
233,FBG,0.4904689206605331,dummy
234,FBG,0.26803847484280985,dummy
235,FBG,0.0425914449861238,dummy
236,FBG,0.10666346717704017,dummy
237,FBG,0.05770831613801894,dummy
238,FBG,0.07894185112807801,dummy
239,FBG,0.13056990636286084,dummy
240,FBG,0.0704795241741423,dummy
241,FBG,0.21114409247390706,dummy
242,FBG,0.17775523945803828,dummy
243,FBG,0.11039751181010186,dummy
244,FBG,0.2867753585875365,dummy
245,FBG,0.09206592093424672,dummy
246,FBG,0.23618553462887304,dummy
247,FBG,0.1080707998096212,dummy
248,FBG,0.1073282343723118,dummy
249,FBG,0.20632445165949953,dummy
250,FBG,0.13152284192238398,dummy
251,FBG,0.29775488640470266,dummy
252,FBG,0.2606783906225128,dummy
253,FBG,0.29309204577797204,dummy
254,FBG,0.13305207130571728,dummy
255,FBG,0.08074245515282012,dummy
256,FBG,0.10283095594558467,dummy
257,FBG,0.04576085906931248,dummy
258,FBG,0.10838059450248705,dummy
259,FBG,0.20878135478431872,dummy
260,FBG,0.0739378870759628,dummy
261,FBG,0.2995155151163719,dummy
262,FBG,0.11114065383480247,dummy
263,FBG,0.30400411917522296,dummy
264,FBG,0.18476124281127523,dummy
265,FBG,0.05641871816805014,dummy
266,FBG,0.17277061198895724,dummy
267,FBG,0.14022786395443929,dummy
268,FBG,0.2320634480511624,dummy
269,FBG,0.11329629614669955,dummy
270,FBG,0.1277929881041893,dummy
271,FBG,0.22750899592962967,dummy
272,FBG,0.26589913177681673,dummy
273,FBG,0.07112694437026258,dummy
274,FBG,0.07247125953328669,dummy
275,FBG,0.2402387174787578,dummy
276,FBG,0.10303060712425616,dummy
277,FBG,0.09938176235926661,dummy
278,FBG,0.25044584950095256,dummy
279,FBG,0.18538843093637206,dummy
280,FBG,0.07590782228241197,dummy
281,FBG,0.2686895852171067,dummy
282,FBG,0.21827110259568214,dummy
283,FBG,0.051587799233843525,dummy
284,FBG,0.1526668106876539,dummy
285,FBG,0.12019232977355358,dummy
286,FBG,0.12281316785969754,dummy
287,FBG,0.22058534686347528,dummy
288,FBG,0.2988646042745854,dummy
289,FBG,0.09869019460119123,dummy
290,FBG,0.11225940871306185,dummy
291,FBG,0.05586787667120203,dummy
292,FBG,0.1263205337235982,dummy
293,FBG,0.1327165966170171,dummy
294,FBG,0.08338368954374094,dummy
295,FBG,0.34366156561391903,dummy
296,FBG,0.3086338636874417,dummy
297,FBG,0.193367721902974,dummy
298,FBG,0.21399870437076562,dummy
299,FBG,0.09570521187021347,dummy
300,RBG,0.23612671182321057,dummy
301,RBG,0.15220503662291066,dummy
302,RBG,0.06273795711615085,dummy
303,RBG,0.20087376759261025,dummy
304,RBG,0.11069489750843196,dummy
305,RBG,0.18390667193279517,dummy
306,RBG,0.15317918661310662,dummy
307,RBG,0.14452222389220076,dummy
308,RBG,0.0403906284429986,dummy
309,RBG,0.08286690247393948,dummy
310,RBG,0.18662125306941083,dummy
311,RBG,0.14028880729133686,dummy
312,RBG,0.04989394148063602,dummy
313,RBG,0.10670391811149256,dummy
314,RBG,0.1506159681057728,dummy
315,RBG,0.12963740289609488,dummy
316,RBG,0.11197238386868226,dummy
317,RBG,0.15239995274367038,dummy
318,RBG,0.200574541190926,dummy
319,RBG,0.1338197137862571,dummy
320,RBG,0.16330274302140824,dummy
321,RBG,0.1221487076570847,dummy
322,RBG,0.13113593073509938,dummy
323,RBG,0.13382863455039926,dummy
324,RBG,0.14445674560079214,dummy
325,RBG,0.1778263703785529,dummy
326,RBG,0.19434644525510347,dummy
327,RBG,0.04103647377602398,dummy
328,RBG,0.09610565097029479,dummy
329,RBG,0.1790503384175267,dummy
330,RBG,0.12769257518394286,dummy
331,RBG,0.10658052369253018,dummy
332,RBG,0.16058051355881572,dummy
333,RBG,0.07420478045059979,dummy
334,RBG,0.28569898681958267,dummy
335,RBG,0.12062636304985323,dummy
336,RBG,0.08376458025253786,dummy
337,RBG,0.19146816916453435,dummy
338,RBG,0.16511919147607626,dummy
339,RBG,0.08586078652530117,dummy
340,RBG,0.08831517393095971,dummy
341,RBG,0.25750141549377853,dummy
342,RBG,0.19077241195513472,dummy
343,RBG,0.1551511131797213,dummy
344,RBG,0.2084057991697875,dummy
345,RBG,0.07549214377015166,dummy
346,RBG,0.20217991294007073,dummy
347,RBG,0.09886804607013903,dummy
348,RBG,0.05093688529245704,dummy
349,RBG,0.08117171776724373,dummy
350,RBG,0.08275478339934966,dummy
351,RBG,0.18247015294129645,dummy
352,RBG,0.14156155632044487,dummy
353,RBG,0.10610683840900187,dummy
354,RBG,0.13769319169148517,dummy
355,RBG,0.11382195130828059,dummy
356,RBG,0.21691192604350754,dummy
357,RBG,0.09961776882484911,dummy
358,RBG,0.32032171129629555,dummy
359,RBG,0.029635843224212224,dummy
360,RBG,0.09161623453725894,dummy
361,RBG,0.24186631648737342,dummy
362,RBG,0.10431017339110958,dummy
363,RBG,0.0815997311963898,dummy
364,RBG,0.1156465495201761,dummy
365,RBG,0.15551118552562704,dummy
366,RBG,0.2654771371608309,dummy
367,RBG,0.0776422831241325,dummy
368,RBG,0.15673413507307143,dummy
369,RBG,0.10486345775675467,dummy
370,RBG,0.06881428916199574,dummy
371,RBG,0.07556962044994994,dummy
372,RBG,0.06352222187073957,dummy
373,RBG,0.38316205199032,dummy
374,RBG,0.04982201488839469,dummy
375,RBG,0.20186623256552397,dummy
376,RBG,0.18310643449273356,dummy
377,RBG,0.12216956775031139,dummy
378,RBG,0.09939470412360817,dummy
379,RBG,0.18993888202230194,dummy
380,RBG,0.05838858071040804,dummy
381,RBG,0.12617283675309796,dummy
382,RBG,0.21490344575206147,dummy
383,RBG,0.10639911287273925,dummy
384,RBG,0.26750242501430066,dummy
385,RBG,0.1283812550734777,dummy
386,RBG,0.11713285861160437,dummy
387,RBG,0.08159980583315489,dummy
388,RBG,0.08275478339934966,dummy
389,RBG,0.1743460845406594,dummy
390,RBG,0.3264879331778948,dummy
391,RBG,0.09284271253014514,dummy
392,RBG,0.06411240338227381,dummy
393,RBG,0.063513456253376,dummy
394,RBG,0.3888979431806893,dummy
395,RBG,0.2016630793091244,dummy
396,RBG,0.06725914626534894,dummy
397,RBG,0.1257766018858905,dummy
398,RBG,0.12033373124857115,dummy
399,RBG,0.1090883184234566,dummy
400,RBG,0.13065632809548858,dummy
401,RBG,0.14801743360348765,dummy
402,RBG,0.14321814759813453,dummy
403,RBG,0.16026726902105629,dummy
404,RBG,0.06118979473265059,dummy
405,RBG,0.118241062199539,dummy
406,RBG,0.12107066320096187,dummy
407,RBG,0.11036892167823893,dummy
408,RBG,0.10839152542079357,dummy
409,RBG,0.24148539324565862,dummy
410,RBG,0.15868303127924802,dummy
411,RBG,0.0893488791898522,dummy
412,RBG,0.18737467471357674,dummy
413,RBG,0.04034447972322602,dummy
414,RBG,0.1331528352725404,dummy
415,RBG,0.17367207659132558,dummy
416,RBG,0.12392327071705961,dummy
417,RBG,0.09927638023170553,dummy
418,RBG,0.10790923455132624,dummy
419,RBG,0.1901703026414708,dummy
420,RBG,0.06621405796408453,dummy
421,RBG,0.17403425594911226,dummy
422,RBG,0.1358514922168836,dummy
423,RBG,0.10606906048993174,dummy
424,RBG,0.0838891870377317,dummy
425,RBG,0.22190244022913355,dummy
426,RBG,0.2998205291255068,dummy
427,RBG,0.03824710569081604,dummy
428,RBG,0.13885897631527885,dummy
429,RBG,0.12865366203604925,dummy
430,RBG,0.1909267688341348,dummy
431,RBG,0.184118549352968,dummy
432,RBG,0.19406037247643929,dummy
433,RBG,0.06712747624393035,dummy
434,RBG,0.09006389049742251,dummy
435,RBG,0.1286711829791389,dummy
436,RBG,0.16673572219100663,dummy
437,RBG,0.08161850648633084,dummy
438,RBG,0.12517897073066564,dummy
439,RBG,0.1597478905881873,dummy
440,RBG,0.22343269565484816,dummy
441,RBG,0.20292894118466145,dummy
442,RBG,0.11210087386343422,dummy
443,RBG,0.07247995400486829,dummy
444,RBG,0.1322028912003654,dummy
445,RBG,0.1149306596067014,dummy
446,RBG,0.30645723218900595,dummy
447,RBG,0.1338197137862571,dummy
448,RBG,0.06419670116373087,dummy
449,RBG,0.100127169928384,dummy
450,RBG,0.1663683459829881,dummy
451,RBG,0.03941442872137362,dummy
452,RBG,0.06687028461757888,dummy
453,RBG,0.12366420137689221,dummy
454,RBG,0.16595169466704354,dummy
455,RBG,0.1576918563624973,dummy
456,RBG,0.23071349578372338,dummy
457,RBG,0.1544462004721381,dummy
458,RBG,0.09914673223858184,dummy
459,RBG,0.13227820320288627,dummy
460,RBG,0.16821250640606777,dummy
461,RBG,0.21924467905524306,dummy
462,RBG,0.08237913097952532,dummy
463,RBG,0.1834063748463237,dummy
464,RBG,0.1597905995164435,dummy
465,RBG,0.1393526534784546,dummy
466,RBG,0.16109190514422764,dummy
467,RBG,0.141475324739581,dummy
468,RBG,0.10287209938171303,dummy
469,RBG,0.07381739741675182,dummy
470,RBG,0.1478331882051082,dummy
471,RBG,0.1391321742223716,dummy
472,RBG,0.13894388397390034,dummy
473,RBG,0.19893358960268256,dummy
474,RBG,0.07161463800276735,dummy
475,RBG,0.12168573675141925,dummy
476,RBG,0.14935640512626538,dummy
477,RBG,0.16322445753705375,dummy
478,RBG,0.06896861766779905,dummy
479,RBG,0.12381752475945483,dummy
480,RBG,0.12262544635907824,dummy
481,RBG,0.08466214871097306,dummy
482,RBG,0.2083430271248139,dummy
483,RBG,0.12072102879514225,dummy
484,RBG,0.1560320934229966,dummy
485,RBG,0.20785245954336518,dummy
486,RBG,0.13102602211689565,dummy
487,RBG,0.10201658675162295,dummy
488,RBG,0.17663152327410025,dummy
489,RBG,0.09728702165894587,dummy
490,RBG,0.11281101718175669,dummy
491,RBG,0.10556875257594382,dummy
492,RBG,0.1077980310241099,dummy
493,RBG,0.20471281211269785,dummy
494,RBG,0.09473442663061621,dummy
495,RBG,0.16025205881677776,dummy
496,RBG,0.17172935310448834,dummy
497,RBG,0.21990418893213903,dummy
498,RBG,0.07457992209331016,dummy
499,RBG,0.03530680936202961,dummy
500,RBG,0.30298972295018334,dummy
501,RBG,0.11473780152219276,dummy
502,RBG,0.06468172381188217,dummy
503,RBG,0.0865319529944481,dummy
504,RBG,0.09615555724588509,dummy
505,RBG,0.11943024507670408,dummy
506,RBG,0.13975322042983754,dummy
507,RBG,0.17950058048240658,dummy
508,RBG,0.20680687810563145,dummy
509,RBG,0.1300020757416909,dummy
510,RBG,0.11426903483928068,dummy
511,RBG,0.05969284036018379,dummy
512,RBG,0.06772908811461308,dummy
513,RBG,0.24793651525768579,dummy
514,RBG,0.278699787588561,dummy
515,RBG,0.13382863455039926,dummy
516,RBG,0.0750673866835243,dummy
517,RBG,0.16141009521353597,dummy
518,RBG,0.08936126972700782,dummy
519,RBG,0.2350132487646128,dummy
520,RBG,0.046339648309766564,dummy
521,RBG,0.10790923455132624,dummy
522,RBG,0.0815997311963898,dummy
523,RBG,0.17264170673942822,dummy
524,RBG,0.20131656778723375,dummy
525,RBG,0.1501904359493673,dummy
526,RBG,0.16573596570329244,dummy
527,RBG,0.07471353160277844,dummy
528,RBG,0.16230444956230966,dummy
529,RBG,0.18202148996800718,dummy
530,RBG,0.200574541190926,dummy
531,RBG,0.08831517393095971,dummy
532,RBG,0.21759548934121795,dummy
533,RBG,0.10531679082783596,dummy
534,RBG,0.1953816501179272,dummy
535,RBG,0.19151267591731502,dummy
536,RBG,0.08676140909141904,dummy
537,RBG,0.09432063564487238,dummy
538,RBG,0.09315777983422026,dummy
539,RBG,0.10929175381705691,dummy
540,RBG,0.06825429103253382,dummy
541,RBG,0.1885714051890102,dummy
542,RBG,0.09594044149528645,dummy
543,RBG,0.12214146670460606,dummy
544,RBG,0.11898198951554322,dummy
545,RBG,0.1260188884662915,dummy
546,RBG,0.1904814886399094,dummy
547,RBG,0.14937326706255183,dummy
548,RBG,0.08766592053790274,dummy
549,RBG,0.18464031399639788,dummy
550,RBG,0.05093688529245704,dummy
551,RBG,0.11822261849024755,dummy
552,RBG,0.22192976872680284,dummy
553,RBG,0.1887144552346617,dummy
554,RBG,0.32032171129629555,dummy
555,RBG,0.12737893811131593,dummy
556,RBG,0.09211092885167582,dummy
557,RBG,0.10808332852272538,dummy
558,RBG,0.08647944874911066,dummy
559,RBG,0.06554060476782744,dummy
560,RBG,0.1954602127509657,dummy
561,RBG,0.07979438709320504,dummy
562,RBG,0.2420426035136746,dummy
563,RBG,0.08542181417918582,dummy
564,RBG,0.13895703983281715,dummy
565,RBG,0.08613619542766242,dummy
566,RBG,0.14240981500742322,dummy
567,RBG,0.0922842897203659,dummy
568,RBG,0.21902147548675954,dummy
569,RBG,0.08770855773743617,dummy
570,RBG,0.07354398147917161,dummy
571,RBG,0.5825442831554571,dummy
572,RBG,0.11551520523081384,dummy
573,RBG,0.08495411621368043,dummy
574,RBG,0.08175912287983897,dummy
575,RBG,0.11478935114527851,dummy
576,RBG,0.12417780746892748,dummy
577,RBG,0.10481568447455358,dummy
578,RBG,0.18051546051863496,dummy
579,RBG,0.10432484178877081,dummy
580,RBG,0.23059126426102608,dummy
581,RBG,0.27148164365248806,dummy
582,RBG,0.09257301049002194,dummy
583,RBG,0.10354538457465846,dummy
584,RBG,0.13958617968325718,dummy
585,RBG,0.10985433262412632,dummy
586,RBG,0.09052298470642876,dummy
587,RBG,0.16443356011378288,dummy
588,RBG,0.09473479931869457,dummy
589,RBG,0.14801743360348765,dummy
590,RBG,0.06522886032328186,dummy
591,RBG,0.06352222187073957,dummy
592,RBG,0.09131725766795816,dummy
593,RBG,0.22637603467278836,dummy
594,RBG,0.15606661655365675,dummy
595,RBG,0.16120286931584057,dummy
596,RBG,0.15334707036756948,dummy
597,RBG,0.12272604294695266,dummy
598,RBG,0.4612328273480808,dummy
599,RBG,0.07246866977042388,dummy
