Retention Time (min),Quant Ion,Polarity,Area (max),Identification,Lipid Class,Features Found,20210729_AJ_Toh_RatBloodGlucose_ExtractionBlank.raw (F1),20210729_AJ_Toh_RatBloodGlucose_SolventBlank.raw (F2),20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),20210729_AJ_Toh_RatBloodGlucose_T1060M_20210325_8wk_RBG.raw (F4),20210729_AJ_Toh_RatBloodGlucose_T1060M_20210329_9wk_FBG.raw (F5),20210729_AJ_Toh_RatBloodGlucose_T1060M_20210401_9wk_RBG.raw (F6),20210729_AJ_Toh_RatBloodGlucose_T1060M_20210405_10wk_FBG.raw (F7),20210729_AJ_Toh_RatBloodGlucose_T1060M_20210408_10wk_RBG.raw (F8),20210729_AJ_Toh_RatBloodGlucose_T1062M_20210322_8wk_FBG.raw (F9),20210729_AJ_Toh_RatBloodGlucose_T1062M_20210325_8wk_RBG.raw (F10),20210729_AJ_Toh_RatBloodGlucose_T1062M_20210329_9wk_FBG_QC1.raw (F11),20210729_AJ_Toh_RatBloodGlucose_T1062M_20210329_9wk_FBG_QC2.raw (F12),20210729_AJ_Toh_RatBloodGlucose_T1062M_20210329_9wk_FBG_QC3.raw (F13),20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),20210729_AJ_Toh_RatBloodGlucose_T1062M_20210405_10wk_FBG.raw (F15),20210729_AJ_Toh_RatBloodGlucose_T1062M_20210408_10wk_RBG.raw (F16),20210729_AJ_Toh_RatBloodGlucose_T1074M_20210322_8wk_FBG.raw (F17),20210729_AJ_Toh_RatBloodGlucose_T1074M_20210325_8wk_RBG.raw (F18),20210729_AJ_Toh_RatBloodGlucose_T1074M_20210329_9wk_FBG.raw (F19),20210729_AJ_Toh_RatBloodGlucose_T1074M_20210401_9wk_RBG.raw (F20),20210729_AJ_Toh_RatBloodGlucose_T1074M_20210405_10wk_FBG.raw (F21),20210729_AJ_Toh_RatBloodGlucose_T1074M_20210408_10wk_RBG.raw (F22),20210729_AJ_Toh_RatBloodGlucose_T1076M_20210322_8wk_FBG.raw (F23),20210729_AJ_Toh_RatBloodGlucose_T1076M_20210325_8wk_RBG.raw (F24),20210729_AJ_Toh_RatBloodGlucose_T1076M_20210329_9wk_FBG.raw (F25),20210729_AJ_Toh_RatBloodGlucose_T1076M_20210401_9wk_RBG.raw (F26),20210729_AJ_Toh_RatBloodGlucose_T1076M_20210405_10wk_FBG.raw (F27),20210729_AJ_Toh_RatBloodGlucose_T1076M_20210408_10wk_RBG.raw (F28),20210729_AJ_Toh_RatBloodGlucose_T1082M_20210322_8wk_FBG.raw (F29),20210729_AJ_Toh_RatBloodGlucose_T1082M_20210325_8wk_RBG.raw (F30),20210729_AJ_Toh_RatBloodGlucose_T1082M_20210329_9wk_FBG.raw (F31),20210729_AJ_Toh_RatBloodGlucose_T1082M_20210401_9wk_RBG.raw (F32),20210729_AJ_Toh_RatBloodGlucose_T1082M_20210405_10wk_FBG.raw (F33),20210729_AJ_Toh_RatBloodGlucose_T1082M_20210408_10wk_RBG.raw (F34),20210729_AJ_Toh_RatBloodGlucose_T1091M_20210327_8wk_FBG.raw (F35),20210729_AJ_Toh_RatBloodGlucose_T1091M_20210330_8wk_RBG.raw (F36),20210729_AJ_Toh_RatBloodGlucose_T1091M_20210402_9wk_FBG.raw (F37),20210729_AJ_Toh_RatBloodGlucose_T1091M_20210406_9wk_RBG.raw (F38),20210729_AJ_Toh_RatBloodGlucose_T1091M_20210410_10wk_FBG.raw (F39),20210729_AJ_Toh_RatBloodGlucose_T1091M_20210413_10wk_RBG.raw (F40),20210729_AJ_Toh_RatBloodGlucose_T1092M_20210327_8wk_FBG.raw (F41),20210729_AJ_Toh_RatBloodGlucose_T1092M_20210330_8wk_RBG.raw (F42),20210729_AJ_Toh_RatBloodGlucose_T1092M_20210402_9wk_FBG.raw (F43),20210729_AJ_Toh_RatBloodGlucose_T1092M_20210406_9wk_RBG.raw (F44),20210729_AJ_Toh_RatBloodGlucose_T1092M_20210410_10wk_FBG.raw (F45),20210729_AJ_Toh_RatBloodGlucose_T1092M_20210413_10wk_RBG.raw (F46),20210729_AJ_Toh_RatBloodGlucose_T1093M_20210327_8wk_FBG.raw (F47),20210729_AJ_Toh_RatBloodGlucose_T1093M_20210330_8wk_RBG.raw (F48),20210729_AJ_Toh_RatBloodGlucose_T1093M_20210402_9wk_FBG.raw (F49),20210729_AJ_Toh_RatBloodGlucose_T1093M_20210406_9wk_RBG.raw (F50),20210729_AJ_Toh_RatBloodGlucose_T1093M_20210410_10wk_FBG.raw (F51),20210729_AJ_Toh_RatBloodGlucose_T1093M_20210413_10wk_RBG.raw (F52),20210729_AJ_Toh_RatBloodGlucose_T1101M_20210327_8wk_FBG.raw (F53),20210729_AJ_Toh_RatBloodGlucose_T1101M_20210330_8wk_RBG.raw (F54),20210729_AJ_Toh_RatBloodGlucose_T1101M_20210402_9wk_FBG.raw (F55),20210729_AJ_Toh_RatBloodGlucose_T1101M_20210406_9wk_RBG.raw (F56),20210729_AJ_Toh_RatBloodGlucose_T1101M_20210410_10wk_FBG.raw (F57),20210729_AJ_Toh_RatBloodGlucose_T1101M_20210413_10wk_RBG.raw (F58),20210729_AJ_Toh_RatBloodGlucose_T1102M_20210327_8wk_FBG.raw (F59),20210729_AJ_Toh_RatBloodGlucose_T1102M_20210330_8wk_RBG.raw (F60),20210729_AJ_Toh_RatBloodGlucose_T1102M_20210402_9wk_FBG.raw (F61),20210729_AJ_Toh_RatBloodGlucose_T1102M_20210406_9wk_RBG.raw (F62),20210729_AJ_Toh_RatBloodGlucose_T1102M_20210410_10wk_FBG.raw (F63),20210729_AJ_Toh_RatBloodGlucose_T1102M_20210413_10wk_RBG.raw (F64),20210729_AJ_Toh_RatBloodGlucose_Water_R1.raw (F65),20210729_AJ_Toh_RatBloodGlucose_Water_R2.raw (F66),20210729_AJ_Toh_RatBloodGlucose_Water_R3.raw (F67),
7.992,847.5354,-,2912330.174,PI 17:0_18:2,PI,29,9950.033384,10144.63047,617331.4903,1466268.698,737166.8298,1985856.662,628553.0564,1885891.513,416715.0527,2021028.222,422570.1661,799291.5043,810677.231,2601100.198,890296.8383,2099855.797,1686556.273,1917812.787,896839.4522,2912330.174,1047937.469,2033766.338,1330570.444,1740618.157,1209569.794,2486872.333,604635.4405,1907149.556,772053.3647,2297300.917,767525.7849,2379317.991,924570.8954,1797683.122,658458.7565,1887566.828,2321670.954,2578375.517,892312.6204,1392029.258,1087138.231,2387712.358,1047185.421,2439874.548,1061754.383,2464355.549,1075136.136,2895330.164,862331.9107,2732589.47,1570248.856,1958866.726,751603.7283,2879387.87,844187.56,2608964.447,534398.1841,1970579.645,907803.839,2575594.681,1070994.439,2544372.984,966074.8377,2103259.16,20851.51189,10353.54591,10165.51784,
7.992,589.51953,+,2181107.748,,,35,13835.44744,29832.16705,453168.4705,1068965.765,555552.949,1401817.97,404629.2687,1345472.491,296949.8684,1423122.89,183272.8418,446122.756,520741.6243,1894277.272,639524.2677,1147241.222,1190012.807,1143482.081,891671.8941,1658396.908,700129.3155,1303987.579,899679.5819,1446803.463,878578.4071,1605275.668,340852.4813,1074241.09,576510.3703,1543006.287,468891.2796,1411176.291,664849.768,1232030.267,462246.2412,1355310.185,1385941.814,1504718.214,621421.7547,912738.3787,740191.3993,1499203.219,732166.1808,1301073.509,737616.8334,1560010.74,820316.3828,2181107.748,804637.1244,1666402.971,948841.7784,1418243.252,568483.566,1940524.243,697231.6578,1594226.435,473861.4554,1282591.082,601293.5231,1495993.041,766680.0451,1637064.629,760645.793,1315204.3,12671.63647,10359.66687,10275.8721,
7.994,896.61737,+,939313.4564,,,3,9943.042469,21439.31414,154848.8776,592934.4173,310020.1927,571006.4403,165756.406,892885.7475,167865.6729,854533.2296,170434.7053,275896.0717,295529.0512,829700.7924,222726.3147,575597.4658,334202.2911,427072.6017,258921.5385,565541.3343,178778.6396,477307.8118,341750.8022,802232.0508,438444.564,646200.5099,155027.3719,939313.4564,220357.3525,639528.8354,261646.1953,610917.1444,233252.0966,885546.9588,107623.5534,422193.5482,699638.4486,411530.0947,151302.3586,356996.3368,201968.2338,504249.9841,166540.2937,465426.5018,213986.275,654442.0858,133074.8015,467887.3397,123435.4046,373508.7231,149332.3502,478313.6887,264333.1128,710988.3088,210586.0079,550283.044,296069.4572,826885.8683,285940.3204,690300.6184,271995.5777,731565.7996,468230.6812,865166.8824,9106.653045,7445.122975,7384.90267,
7.996,774.5647,+,1272974.97,,,15,12144.00825,26185.06445,421402.6393,639567.5232,620727.8768,701109.9508,565582.8932,715957.3752,458057.8652,709439.3618,293974.4703,477329.4187,538501.2662,873696.3981,767597.7117,689633.7812,696784.9076,572197.9138,657116.7321,712890.272,622969.0495,629827.0071,614404.9653,735127.7883,533006.4762,622465.755,292525.5885,701001.6848,473440.0041,667427.6636,405378.6064,720821.7205,576216.2638,833099.6689,612526.085,589396.8979,786402.1397,574904.0949,575193.0611,420730.8646,1052471.072,778256.1482,659096.921,622617.0618,703191.325,732803.2658,687349.0317,888601.1964,651435.255,718183.9249,679149.9819,656589.1617,662388.6772,1215422.432,645600.3404,846811.9408,702551.2419,969458.818,829258.4188,1272974.97,685996.2699,761617.8577,710837.2524,841101.6782,13382.27893,15519.29264,10707.58292,
8.009,909.55115,-,9575786.155,PI 18:0_22:6,PI,58,8916.535843,9098.23087,2646813.984,4942445.874,3598606.834,6664539.624,3167452.474,6123903.626,2087249.983,6404047.952,2146711.874,3418132.382,3337637.338,9575786.155,3194941.948,5544797.998,4198003.754,4663802.033,3376820.566,7789442.771,3539230.171,6419917.445,5626745.151,7184032.105,5396646.77,9091347.386,2588612.746,7692942.917,3333266.487,6187291.204,2803291.996,7714176.127,3503519.284,5903342.518,2472218.036,4332315.83,9421261.904,6953162.045,3452402.791,4524578.525,3103207.667,7116808.176,3410275.064,6878387.45,3737687.748,5548667.412,2726003.285,7444458.16,3603617.617,6568196.638,4311186.31,5532636.835,3941679.311,9542767.736,4063829.016,7296700.654,4044382.197,5263922.544,3243876.024,8549816.17,4330239.401,7578348.323,4834162.188,5995922.67,18700.71756,9602.443941,9116.963749,
8.009,651.53479,+,5067311.848,,,61,9780.886078,26849.77147,1268485.033,2302814.675,1698609.825,3437929.729,1418146.712,3496076.989,1072159.865,3163747.22,768916.312,1653371.281,1735007.51,4238950.825,1704043.948,2827826.575,2644644.53,2005841.032,1943320.356,3566010.895,1569463.976,2951304.592,2964921.679,3719831.551,2831786.846,3903454.463,1060321.665,3733563.486,1976417.925,3292042.903,1426294.814,3436380.21,1639932.672,2991190.394,1292702.017,3004892.271,4071491.922,3112246.793,1774111.762,1952306.649,1808524.151,3822801.942,1847214.186,3213979.948,2177739.603,3285778.071,1362121.86,3998859.91,1767251.956,3476560.276,2154029.148,2886799.264,1921613.284,5067311.848,1966945.453,3037177.084,1732831.914,3325721.922,1587350.09,3302655.294,1900699.263,2871254.82,2046216.36,2664395.268,11404.8216,9323.985325,9248.567734,
8.031,1225.74365,-,1487860.8,,,13,76785.53065,9807.711827,446594.1883,628942.0649,704429.2247,1005168.184,736066.5586,987925.4544,396156.3206,766372.4726,304656.0529,643249.6064,688997.5949,1232013.562,1194735.468,1110388.002,700945.8295,682656.435,699756.3291,905624.0828,715116.3492,918160.6077,647780.7039,643118.3058,624904.2319,682497.717,297783.2915,694983.3069,608175.9249,917140.9987,636847.8321,784583.0497,694839.4128,950953.687,775016.1016,800054.3031,1487860.8,836913.5962,786542.1867,634677.063,888867.4654,1185245.097,860643.9529,899630.7398,967638.0279,1049666.761,671886.4065,855743.4212,610191.0186,853877.2763,798704.6246,712375.6816,637372.5364,1010137.379,737380.968,1088730.14,825823.3752,918502.5838,681056.4019,962997.2645,827734.1149,911686.5895,948519.8399,906853.4971,19374.91043,10304.43708,10200.56117,
8.043,792.5528,+,4575334.766,PC 37:6,PC,38,8411.578404,8065.457653,2226134.474,2203359.819,3291867.264,2350348.814,2730117.123,3058156.663,2397489.658,3708553.492,1992240.041,3569433.75,3655427.321,1899659.515,3295677.118,2091618.971,3263494.564,2208907.659,3796403.242,2341422.283,2357367.2,2443663.771,4575334.766,3455196.105,3922972.527,3534225.431,1881617.185,2948305.648,3104201.434,2476162.447,2376706.216,1639089.264,2839118.355,2396701.661,2450970.537,2690783.242,3724498.841,2371930.666,2319824.569,1278557.921,3229608.043,3798636.304,3400540.19,2013627.452,2617872.499,2152730.553,3088241.468,4344815.583,3204132.019,3517159.655,3926651.296,3175177.833,4398332.757,4558006.681,3158391.364,2590957.975,3860312.912,2613154.176,3527680.63,2600422.585,3931613.916,3006316.394,4041810.95,2177792.977,8862.744696,7037.825554,6953.816075,
8.046,429.37283,+,4409276.429,,,21,12828.00516,14342.25782,74632.31771,191961.221,154258.4701,507310.1417,2031533.974,3214624.024,133362.6122,4086890.177,207038.4017,240647.9275,216579.7796,1551697.603,404522.1788,324044.5567,1151692.138,1797798.761,415754.4813,1307206.899,233607.0395,540380.5822,954135.2367,1619980.677,172610.3988,564731.9866,417711.67,2580532.63,61579.52327,794310.31,778738.0225,4409276.429,1370819.138,2911079.241,1422783.529,2233255.372,2526285.279,1827495.447,203443.8096,295903.2013,2145360.882,714686.3625,480924.7369,1809710.849,823907.5948,3145322.24,1310095.026,512917.0086,479777.1186,1087232.943,1671991.993,885814.6518,68381.84073,1758932.05,685700.5834,2462963.131,2197500.32,881511.7383,296508.1239,3443495.061,3663628.977,3904215.03,2538138.814,1422760.409,13516.05242,10732.97521,10936.2978,
8.048,730.53857,+,4.037995326E7,PC 14:0_18:2,PC,124,44191.4968,17624.85576,1.174340341E7,2.062888963E7,2.221598387E7,2.463143624E7,1.547971967E7,3.029331248E7,1.342462487E7,3.525073448E7,9803117.449,1.639720987E7,1.67957431E7,3.340363572E7,2.620435187E7,2.549585435E7,2.131724106E7,2.070284944E7,2.44725279E7,2.823781208E7,1.608277406E7,2.537944486E7,2.909143567E7,2.698608999E7,1.995879952E7,3.340947834E7,9943361.543,2.922689753E7,2.138983242E7,2.291581547E7,1.150028385E7,2.261544717E7,1.14448312E7,2.455233454E7,1.351414048E7,2.146013559E7,2.441164063E7,2.369855767E7,1.635615319E7,1.501998248E7,2.018984772E7,2.712716093E7,1.51335875E7,2.141622709E7,1.741188409E7,2.393998658E7,1.627412024E7,3.137089476E7,1.609300109E7,2.72645864E7,1.957813618E7,2.615125163E7,1.996007712E7,4.037995326E7,1.53199866E7,2.456509844E7,1.418487434E7,2.231596635E7,2.365456154E7,3.252845871E7,1.860217313E7,2.994582013E7,2.590961578E7,2.459800883E7,18027.09004,22016.12516,24842.23962,
8.052,721.58569,+,2601129.69,,,38,11322.63134,11678.73379,569651.1221,1491610.463,1084018.309,2127083.754,844521.1764,2564187.033,503220.7136,2087151.829,380531.4389,739692.8476,789337.9876,2371566.866,1054367.744,2149918.141,986956.706,1150999.648,819395.9712,1880638.527,727545.403,1838095.858,988149.2248,1722122.22,1123783.587,1790025.484,514359.1066,2308544.258,846376.7528,1893909.976,822043.2241,1775272.186,917285.0089,2601129.69,661832.3088,1402156.809,2290375.737,1281980.388,695579.0029,970125.8867,763262.2357,1929335.214,780897.5722,1594534.132,1040977.439,2102710.366,595333.8558,1989750.102,568680.6653,1331482.215,721406.7649,1397461.816,833276.4409,2231995.932,814349.2313,1809255.776,949807.2803,2199563.036,695346.2314,1752093.936,855334.2841,1427024.099,1083664.035,1835899.159,11929.93586,9473.45437,9360.371152,
8.053,689.55975,+,1.569483767E7,SM d33:1,SM,62,11165.61273,11516.77686,4431195.116,8678848.529,8310595.907,1.256162568E7,6895249.567,1.185555603E7,3656045.15,1.155266854E7,2624884.554,6064540.705,5942437.775,1.385192843E7,9179119.373,1.139446301E7,7164475.005,7473346.273,6982938.02,1.08613634E7,6646705.117,1.029129518E7,8846731.837,9328317.926,7318110.401,1.101331917E7,4234600.63,1.012754212E7,7422944.194,1.164316474E7,5970801.655,1.016038635E7,7131824.495,1.227969066E7,5700869.347,8944586.084,1.569483767E7,8759939.655,6485302.154,6549109.168,7978563.467,1.312149992E7,7515749.49,1.075438827E7,8801170.504,1.28603952E7,5630311.344,1.225057992E7,5702333.226,9075463.943,6551818.597,8336791.766,6622624.794,1.280988235E7,6952978.134,1.088454748E7,6945908.325,1.07400349E7,7408706.682,1.051804782E7,7424941.818,1.049233716E7,8870715.247,9593888.333,11764.49534,9342.079547,9230.564531,
8.053,355.0697,+,1352677.538,,,27,139970.4685,12546.33239,963918.8851,1107004.187,1088268.709,1041461.82,931192.185,1249483.343,681745.5017,1350877.512,414961.3251,993518.9715,1142587.995,1117548.975,1352677.538,920429.8242,776665.1324,1107634.946,1118982.998,967233.1818,763789.286,930105.573,938583.7588,727240.0628,1270779.973,829376.4934,401356.4729,723683.7147,1336269.933,1230752.997,1014554.178,734359.4776,1172377.784,924743.9869,350887.7424,305859.876,221901.9242,271248.3754,238893.0216,255429.3104,279530.7133,308918.5905,266544.1412,336988.6353,350486.57,360821.514,221354.825,450103.8712,210384.7094,340546.5899,390153.3274,245292.7761,405308.5651,305380.3014,211735.9036,230064.4024,241474.3035,262803.8645,214939.2606,219672.7067,177652.3586,182329.7134,250917.1766,230688.6234,130831.5553,29823.69158,22355.45186,
8.053,371.10141,+,845693.5038,,,12,96767.11599,11782.67635,654540.7629,749015.4798,775376.9589,749346.4976,738908.8342,791316.3989,574661.9093,747638.1933,258812.7458,716344.9564,731707.2173,834530.1592,838231.775,732542.1903,594477.7782,689353.0089,844858.1816,675313.7035,572293.8439,705747.1401,747846.6712,570087.957,842786.9635,649946.416,255494.849,616507.6137,840340.9792,845693.5038,713259.6884,499740.7431,681306.2792,591829.9844,206513.4298,186239.0328,133076.0092,170652.4578,187729.2688,181733.6374,185091.4604,243785.5061,228030.4095,198450.0924,249947.8732,208989.1317,149861.6387,272438.513,151598.9625,205990.8388,246123.7429,184869.7699,245704.4331,240007.7978,196986.5315,173246.7873,143193.5708,143478.4977,134291.093,146829.1508,148252.4938,157727.8626,184927.4469,152902.7184,39567.90133,24889.19992,13745.68117,
8.055,626.21625,+,1.218734514E7,,,61,1441939.608,310870.5561,8082165.009,9518691.964,1.172892207E7,1.065129753E7,9356762.366,1.032061597E7,7253196.39,1.162602919E7,3356595.517,8850024.781,8728217.455,1.061761618E7,1.106803931E7,9038926.941,7284764.912,8496833.585,1.065049883E7,8769298.651,7346943.323,8905142.416,9630958.4,8324246.798,1.080098593E7,8825224.049,3789670.95,6763341.292,1.218734514E7,1.141458457E7,9720217.718,6751741.276,9800131.942,8532710.227,2684711.681,2553672.86,2317904.524,2388577.355,2585287.925,2185361.339,2903813.006,2763097.448,2802057.091,2337110.997,3365575.397,3302414.658,2004993.048,3402628.643,2227242.074,2497971.202,3285593.042,2524800.277,3178224.597,2825682.377,2193176.465,2206565.765,2008340.384,2404869.069,2045222.611,2087257.699,1936512.285,2092240.542,2278960.488,2158297.809,1099956.324,386751.7547,366116.0833,
8.075,891.27734,+,6102744.459,,,7,1000625.712,997736.344,680123.3236,1281546.381,1076235.3,945241.4569,999974.4931,596435.5366,545485.2708,1298696.144,811987.2137,3417031.27,6102744.459,854805.2252,1349239.163,744285.9205,1007350.802,407881.653,991287.0472,1572225.668,861735.9474,1346768.597,619303.1202,468073.5181,1364626.556,828265.7251,400811.7755,288798.6041,697148.1199,1537460.377,782002.5887,451440.6896,782706.5776,1280095.981,755818.5358,1038128.509,403145.8186,1210949.633,1404887.472,867885.6835,1207290.877,1443771.682,1031098.214,1292921.961,889734.5625,1699368.356,523502.365,2072533.337,908189.2294,1170810.391,1469154.462,1177661.692,1420695.076,953525.5012,565574.5041,426728.0023,547644.9677,1206697.379,739040.4094,852359.8041,555350.0136,1128564.074,901631.6728,538384.3788,12913.99549,522230.7987,541208.1759,
8.079,764.5592,+,6119506.69,PC O-36:5,Plasmenyl-PC,43,15091.09521,15565.71774,392049.0439,2854801.508,1325615.806,2529988.212,763338.7189,3545310.492,885363.7853,5536345.878,749488.1474,1106134.384,1304015.789,4099920.245,1233020.184,3720374.721,1808875.754,2254710.394,1034552.133,3533669.465,621817.4575,4067251.693,1764956.006,4329001.982,1447980.122,5119200.08,724202.2505,5007397.648,1000590.146,2829162.846,810379.3736,4534392.702,894582.2106,6119506.69,757026.1682,2541177.332,3021695.524,2494812.426,601747.415,1813169.568,668328.8711,3396604.202,923673.7707,2772964.141,1034196.686,3953343.714,562240.7617,3269118.106,829169.9519,2280106.706,693108.4839,2551246.579,1076128.9,4293132.567,1178326.854,4326516.987,1364828.778,5234155.128,1552440.533,4744107.901,1679319.374,4564184.971,3400780.344,5267480.401,15900.52635,12555.68978,12974.86485,
8.081,223.02826,-,3341959.886,,,10,203370.597,229968.4264,301235.6342,459992.4947,589041.5771,356796.6531,524643.034,431079.1783,271967.5664,958968.0492,489003.132,2182653.67,3341959.886,577066.7191,945153.6496,329170.3687,539059.144,270156.7283,613043.4445,823114.6114,517811.4471,1184532.785,325606.6208,426876.3276,634732.4193,907341.6545,296978.5567,305360.143,332185.2297,577479.9413,342940.263,378775.6454,339968.2426,671834.4597,295357.1009,339067.7933,344787.3341,508056.4752,534586.2333,324863.9783,500010.1772,677695.74,416143.3087,525053.5353,428148.7426,865377.3167,307664.7493,1083638.911,329402.615,561208.2238,534676.8949,583611.0177,583819.3832,780429.0547,250227.5259,216457.5826,360130.8433,524196.6138,576847.6346,747385.5138,455189.0589,1005214.327,413446.1715,398761.4434,244548.5013,112619.5164,164602.7962,
8.091,946.58069,-,734144.9179,,,3,7950.364887,8184.704796,120675.5922,306865.0263,260789.107,363703.1211,200318.6215,566709.7739,122994.6268,645553.5971,236229.2786,327765.8545,367486.4318,608503.3615,374889.4259,414185.1718,321864.4156,392880.823,361048.7337,528325.5566,240113.4832,605029.1069,316148.5871,534831.7474,316610.1132,734144.9179,210199.51,720135.1671,167673.7802,359934.1966,217403.2724,577638.4551,166009.8112,477407.1057,165866.5073,335575.5383,658157.9279,432093.5649,180700.1978,321619.5608,229344.1032,444328.0657,224870.7825,315436.5407,244364.3604,409846.7995,172597.4409,466285.8809,176309.4834,382526.1952,216994.3263,359385.295,227192.1255,605699.9234,240535.2109,485207.8889,231105.0683,539867.7746,376025.3951,681910.2446,441468.7893,726571.4221,469241.2843,636965.3821,15406.80472,8401.876108,8873.967645,
8.092,850.25104,+,4947553.517,,,2,460216.7453,484972.4085,476562.3456,920709.1163,605270.8911,504006.1796,815333.9554,372125.0144,317502.6085,985749.6156,344650.7873,2358244.529,4947553.517,465872.7421,1017726.618,488543.6815,561961.3294,277411.8342,716519.7644,1091049.371,683127.479,685608.2116,268381.3443,304262.5465,755306.025,613221.5832,154609.6278,144273.8299,424788.6266,1055655.19,463797.0945,255138.6859,422134.6506,769873.9195,435203.8099,565637.2976,151131.4817,672291.4839,861347.017,606767.4159,769379.3842,1000025.264,792219.1331,724291.1115,572411.9515,1198957.173,303993.79,1221145.441,556723.8569,809462.446,962908.6306,744415.9461,926885.894,840518.2457,236713.1868,187668.0295,323472.9791,809136.8435,559986.314,569297.5153,376410.036,726687.8933,525217.1519,344529.7855,444043.1241,221252.3342,257532.2989,
8.1,803.60657,+,2396372.781,,,3,9997.940202,10762.24759,144111.5865,939139.7153,278396.5834,1495591.709,201464.5381,2396372.781,191944.2908,1730262.364,144761.5778,252798.1426,411355.8338,1168055.171,334764.576,1067380.504,598970.3677,597490.77,200147.0567,1687662.088,143402.1105,1412192.352,427803.5603,826501.6385,290706.0182,876986.8493,160023.9971,1285249.725,422624.4248,1899771.496,390208.1469,998190.5529,307822.1245,1929604.558,157204.6416,711097.1821,952720.1429,572911.1547,187999.6735,263590.4543,168366.9253,1300282.542,241154.5905,831362.8042,256037.0334,1206103.802,152128.7807,1053428.25,188299.7551,622647.0458,124258.4746,757935.2433,284003.7166,1125303.047,193017.5835,903038.4485,367433.2041,1045466.22,422138.4262,1286210.356,386460.6218,667797.9034,744579.3398,1101281.33,10698.69311,8658.264908,8970.91354,
8.103,790.57562,+,6256344.573,PC O-38:6,Plasmenyl-PC,15,21845.1159,22532.15577,2054082.601,3009428.632,2813755.753,3892895.146,2978064.033,5153673.209,1265866.653,6256344.573,1815612.199,3072274.943,3322520.377,4708875.049,3407009.728,4092808.811,3423342.147,2655465.861,3581047.682,3756788.13,1410239.165,4425090.871,3600627.056,5558728.153,1725845.188,3834605.505,2217077.43,4438471.901,2112074.787,2752533.928,1426161.549,3249333.707,3392372.17,5744239.927,1169079.715,2777598.814,4996754.788,2888628.422,1976351.045,1899617.391,1256802.397,3852724.721,1580409.015,3051122.227,2160098.303,2943533.357,1724138.351,4048562.346,2011250.452,3360215.062,2284670.983,3254962.641,2970387.481,5411305.528,2996215.58,4352251.47,3413091.919,5209457.601,3838098.065,4170354.443,3514629.582,4963835.988,4997713.656,3363589.373,23016.808,18174.98959,21385.38281,
8.108,832.58502,+,1907280.809,,,7,10179.29795,10957.4695,446520.5543,1172921.982,461529.2455,872767.9125,659652.2007,1303417.359,340926.4568,1907280.809,335041.0496,561537.4971,751795.256,1514989.686,519774.8961,1170892.35,375802.1688,677457.313,812418.9949,1077364.146,466014.5182,1138260.879,777767.9723,790714.0243,657270.8353,1415080.915,347606.0494,1487896.571,411897.1373,809618.2767,1020675.273,1220148.538,391205.8882,1412052.674,344325.4793,705021.7124,1072991.583,658351.7602,415989.4663,450065.5694,456818.4558,789447.0526,431630.1235,847007.0477,690007.2158,832776.4858,315972.1258,1018829.528,286924.3233,756968.9933,630378.002,799100.5018,671376.1094,1427590.947,559046.1164,895112.6616,680365.1699,1335663.523,636704.35,1402132.64,670566.8974,1405875.062,828649.7484,1204346.337,10892.76218,8815.321599,9133.641525,
8.112,796.58533,+,4.395894812E7,,,8,19603.73078,20220.27796,7567641.453,1.919636601E7,1.341363166E7,2.588181159E7,1.477162606E7,2.992803188E7,7738732.031,4.222733712E7,7272902.449,1.465471228E7,1.514741973E7,3.453795011E7,1.772758543E7,2.804833883E7,1.680887245E7,1.899584056E7,1.642094127E7,2.709445716E7,1.1150433E7,4.395894812E7,1.624991407E7,3.47204247E7,1.602595875E7,2.926590704E7,8679651.32,3.711071662E7,1.100118906E7,1.560989103E7,1.031587894E7,2.623594743E7,9998220.103,2166693.319,7773317.458,1.422770125E7,3.410456019E7,1.921722794E7,1.094255553E7,1.121350569E7,1.088339365E7,2.906677178E7,1.019192992E7,1.939920341E7,1.299651967E7,2.135993593E7,8729553.608,2.401294473E7,1.04091723E7,2.643046794E7,1.057227657E7,2.695140779E7,1.144196347E7,3.576239854E7,1.169182207E7,3.181042096E7,1.087477183E7,950024.4702,1.737594339E7,3.971190573E7,1.744985901E7,4.336021785E7,4.157011972E7,3.542418683E7,20655.20317,16310.17223,19191.1679,
