Retention Time (min),Quant Ion,Polarity,Area (max),Identification,Lipid Class,Features Found,Filter Status,20210729_AJ_Toh_RatBloodGlucose_ExtractionBlank.raw (F1),20210729_AJ_Toh_RatBloodGlucose_SolventBlank.raw (F2),20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),20210729_AJ_Toh_RatBloodGlucose_T1060M_20210325_8wk_RBG.raw (F4),20210729_AJ_Toh_RatBloodGlucose_T1060M_20210329_9wk_FBG.raw (F5),20210729_AJ_Toh_RatBloodGlucose_T1060M_20210401_9wk_RBG.raw (F6),20210729_AJ_Toh_RatBloodGlucose_T1060M_20210405_10wk_FBG.raw (F7),20210729_AJ_Toh_RatBloodGlucose_T1060M_20210408_10wk_RBG.raw (F8),20210729_AJ_Toh_RatBloodGlucose_T1062M_20210322_8wk_FBG.raw (F9),20210729_AJ_Toh_RatBloodGlucose_T1062M_20210325_8wk_RBG.raw (F10),20210729_AJ_Toh_RatBloodGlucose_T1062M_20210329_9wk_FBG_QC1.raw (F11),20210729_AJ_Toh_RatBloodGlucose_T1062M_20210329_9wk_FBG_QC2.raw (F12),20210729_AJ_Toh_RatBloodGlucose_T1062M_20210329_9wk_FBG_QC3.raw (F13),20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),20210729_AJ_Toh_RatBloodGlucose_T1062M_20210405_10wk_FBG.raw (F15),20210729_AJ_Toh_RatBloodGlucose_T1062M_20210408_10wk_RBG.raw (F16),20210729_AJ_Toh_RatBloodGlucose_T1074M_20210322_8wk_FBG.raw (F17),20210729_AJ_Toh_RatBloodGlucose_T1074M_20210325_8wk_RBG.raw (F18),20210729_AJ_Toh_RatBloodGlucose_T1074M_20210329_9wk_FBG.raw (F19),20210729_AJ_Toh_RatBloodGlucose_T1074M_20210401_9wk_RBG.raw (F20),20210729_AJ_Toh_RatBloodGlucose_T1074M_20210405_10wk_FBG.raw (F21),20210729_AJ_Toh_RatBloodGlucose_T1074M_20210408_10wk_RBG.raw (F22),20210729_AJ_Toh_RatBloodGlucose_T1076M_20210322_8wk_FBG.raw (F23),20210729_AJ_Toh_RatBloodGlucose_T1076M_20210325_8wk_RBG.raw (F24),20210729_AJ_Toh_RatBloodGlucose_T1076M_20210329_9wk_FBG.raw (F25),20210729_AJ_Toh_RatBloodGlucose_T1076M_20210401_9wk_RBG.raw (F26),20210729_AJ_Toh_RatBloodGlucose_T1076M_20210405_10wk_FBG.raw (F27),20210729_AJ_Toh_RatBloodGlucose_T1076M_20210408_10wk_RBG.raw (F28),20210729_AJ_Toh_RatBloodGlucose_T1082M_20210322_8wk_FBG.raw (F29),20210729_AJ_Toh_RatBloodGlucose_T1082M_20210325_8wk_RBG.raw (F30),20210729_AJ_Toh_RatBloodGlucose_T1082M_20210329_9wk_FBG.raw (F31),20210729_AJ_Toh_RatBloodGlucose_T1082M_20210401_9wk_RBG.raw (F32),20210729_AJ_Toh_RatBloodGlucose_T1082M_20210405_10wk_FBG.raw (F33),20210729_AJ_Toh_RatBloodGlucose_T1082M_20210408_10wk_RBG.raw (F34),20210729_AJ_Toh_RatBloodGlucose_T1091M_20210327_8wk_FBG.raw (F35),20210729_AJ_Toh_RatBloodGlucose_T1091M_20210330_8wk_RBG.raw (F36),20210729_AJ_Toh_RatBloodGlucose_T1091M_20210402_9wk_FBG.raw (F37),20210729_AJ_Toh_RatBloodGlucose_T1091M_20210406_9wk_RBG.raw (F38),20210729_AJ_Toh_RatBloodGlucose_T1091M_20210410_10wk_FBG.raw (F39),20210729_AJ_Toh_RatBloodGlucose_T1091M_20210413_10wk_RBG.raw (F40),20210729_AJ_Toh_RatBloodGlucose_T1092M_20210327_8wk_FBG.raw (F41),20210729_AJ_Toh_RatBloodGlucose_T1092M_20210330_8wk_RBG.raw (F42),20210729_AJ_Toh_RatBloodGlucose_T1092M_20210402_9wk_FBG.raw (F43),20210729_AJ_Toh_RatBloodGlucose_T1092M_20210406_9wk_RBG.raw (F44),20210729_AJ_Toh_RatBloodGlucose_T1092M_20210410_10wk_FBG.raw (F45),20210729_AJ_Toh_RatBloodGlucose_T1092M_20210413_10wk_RBG.raw (F46),20210729_AJ_Toh_RatBloodGlucose_T1093M_20210327_8wk_FBG.raw (F47),20210729_AJ_Toh_RatBloodGlucose_T1093M_20210330_8wk_RBG.raw (F48),20210729_AJ_Toh_RatBloodGlucose_T1093M_20210402_9wk_FBG.raw (F49),20210729_AJ_Toh_RatBloodGlucose_T1093M_20210406_9wk_RBG.raw (F50),20210729_AJ_Toh_RatBloodGlucose_T1093M_20210410_10wk_FBG.raw (F51),20210729_AJ_Toh_RatBloodGlucose_T1093M_20210413_10wk_RBG.raw (F52),20210729_AJ_Toh_RatBloodGlucose_T1101M_20210327_8wk_FBG.raw (F53),20210729_AJ_Toh_RatBloodGlucose_T1101M_20210330_8wk_RBG.raw (F54),20210729_AJ_Toh_RatBloodGlucose_T1101M_20210402_9wk_FBG.raw (F55),20210729_AJ_Toh_RatBloodGlucose_T1101M_20210406_9wk_RBG.raw (F56),20210729_AJ_Toh_RatBloodGlucose_T1101M_20210410_10wk_FBG.raw (F57),20210729_AJ_Toh_RatBloodGlucose_T1101M_20210413_10wk_RBG.raw (F58),20210729_AJ_Toh_RatBloodGlucose_T1102M_20210327_8wk_FBG.raw (F59),20210729_AJ_Toh_RatBloodGlucose_T1102M_20210330_8wk_RBG.raw (F60),20210729_AJ_Toh_RatBloodGlucose_T1102M_20210402_9wk_FBG.raw (F61),20210729_AJ_Toh_RatBloodGlucose_T1102M_20210406_9wk_RBG.raw (F62),20210729_AJ_Toh_RatBloodGlucose_T1102M_20210410_10wk_FBG.raw (F63),20210729_AJ_Toh_RatBloodGlucose_T1102M_20210413_10wk_RBG.raw (F64),20210729_AJ_Toh_RatBloodGlucose_Water_R1.raw (F65),20210729_AJ_Toh_RatBloodGlucose_Water_R2.raw (F66),20210729_AJ_Toh_RatBloodGlucose_Water_R3.raw (F67),
1.361,564.33154,-,4177695.486,,,7,,9481.744986,8721.649262,659907.3163,3563083.688,469684.4936,3529327.469,1125812.357,2784890.153,408129.1412,3949606.946,45767.97277,1356012.451,1340060.618,3668476.922,730806.6676,2885934.646,1847368.546,3205779.483,902328.1562,4049879.789,1511595.347,2198087.598,596561.0884,1989945.25,1410277.922,2707709.996,236069.6398,2677123.928,633900.1877,2589654.968,850285.3603,2975252.143,973231.8407,2465939.043,403178.7691,3703099.209,3800519.552,4031012.35,1260593.444,2785991.906,723348.7373,3257951.267,959718.2696,2966865.796,934389.4274,2006896.198,1000729.195,1449365.747,2131179.445,4177695.486,930496.0973,3302423.37,579652.9263,3449721.6,1011697.706,3671194.08,1149189.138,3984484.129,692059.9277,3066297.825,1137265.747,2845989.469,1306237.324,2001546.992,12627.36679,9878.865008,9609.02487,
1.361,616.30096,-,2198838.101,,,8,Adduct of existing peak,10050.39037,9244.70969,188065.8858,581856.6793,264243.5306,1254353.201,484892.8878,1514291.312,73830.96537,1772308.717,28221.30665,633043.8348,925679.1523,1668611.025,443236.3104,1387415.477,587659.2903,985035.8063,450754.3698,1265073.502,433018.668,1431080.138,445951.1947,1273072.032,562225.8468,1231251.889,85009.35625,1921155.428,269166.1358,1141633.588,461527.6538,1657473.923,390877.7177,1085135.379,212198.1799,906371.5702,2198838.101,1015152.958,340404.5868,971273.3315,271498.0464,1329995.715,421900.0275,1099405.988,565037.5661,1204693.975,449778.7048,687757.5036,397915.4529,1231865.656,689174.4543,1051310.664,292841.1576,1645830.847,693353.2865,1753947.931,472660.9583,1361972.734,586073.9904,1799258.433,703968.0036,1739887.399,830696.8254,846787.4476,13384.66345,10471.32673,10310.19237,
1.362,1097.67993,-,1572417.304,,,16,Dimer,7167.891971,6629.84972,14928.00974,448231.9157,36770.05865,696438.8524,107608.6298,650374.7914,15880.22472,1490945.401,20238.92888,238073.7923,1054601.411,1572417.304,101672.8652,528572.3487,251323.858,552164.7254,119793.2079,719390.5754,143660.5455,779160.3533,47733.53506,403329.6821,116602.2835,776155.2777,58927.61992,998777.8797,18151.63985,486948.2265,52891.00721,774628.1367,71287.15532,500320.3137,19322.47111,476293.2873,1246870.441,912755.8626,90052.76735,617511.1073,48361.38951,775043.768,99882.55908,574004.0492,119729.5462,697671.1968,60962.36959,462344.5505,139107.0623,943075.3954,97220.2483,536091.9954,34274.23598,957369.3117,119176.4337,861668.8768,89610.06695,971420.4926,56417.33158,1064658.787,164878.2187,1257585.511,215778.5778,528115.9712,9347.105624,7509.518949,7304.397245,
1.366,867.33929,-,1717468.096,,,6,Adduct of existing peak,9679.94465,8903.960425,131275.8982,1187604.765,215533.2312,1288764.298,347689.0567,1122715.259,166885.2121,1602944.858,107486.1639,542461.3239,637965.6164,1276022.781,354032.1078,1535805.009,502991.7558,907875.0266,380243.447,1055074.342,565865.8246,1268149.307,315825.9415,1025096.151,353901.8199,821748.1921,217102.8004,1428486.983,155635.4831,599753.7043,485480.6526,1309914.489,566369.6942,1037687.409,151451.4701,937681.8649,1521463.504,1304047.287,433316.0205,1166752.674,286218.2443,1050325.358,374883.1505,1717468.096,389468.4331,1049697.691,320710.2889,671347.57,602738.5339,1170379.313,510081.9595,1535491.106,183946.902,1143679.2,662519.3006,1541757.045,370673.6927,1177058.88,393265.3649,1120818.137,483545.4933,1408702.758,530422.3348,872156.5308,12891.3203,10158.28565,9930.170653,
1.367,1015.67139,+,5.269204432E7,,,37,,10411.17764,9869.15781,2997023.479,1.557133927E7,5443386.794,2.859385169E7,6448239.315,1.958747827E7,2051494.602,4.088504228E7,4101038.693,6931207.118,4212279.121,3.438009778E7,5353066.031,1.755572041E7,1.645530147E7,2.797109225E7,9851722.606,3.187268641E7,1.000550555E7,1.815393377E7,6541135.023,2.684951969E7,1.196115279E7,2.040077795E7,5079560.152,2.929172063E7,3893157.209,1.804485152E7,4488904.76,2.203681457E7,5047636.348,1.297856608E7,2147158.154,2.291779272E7,5.269204432E7,3.513742541E7,5696409.355,1.558030541E7,4596778.034,2.6499344E7,6575054.083,1.527538284E7,8250779.486,2.225085468E7,8213944.806,2.581905198E7,1.178631077E7,4.224516934E7,7112120.013,1.540970028E7,2782558.005,3.70625448E7,6457317.224,2.804572787E7,8524867.884,3.3183954E7,4920436.11,1.88191554E7,7718768.186,2.553635987E7,7036771.194,1.815250804E7,11792.451,10417.26876,10867.28857,
1.367,1016.67499,+,2.295480448E7,,,2,M+1 isotope,9064.742279,8592.819671,1692856.252,7007203.673,2354766.655,1.224630798E7,2633329.377,8261581.724,763325.0115,1.678970776E7,1707634.031,2644451.051,1916273.312,1.689665408E7,2058177.969,7257923.084,7490262.951,1.015889916E7,4563610.774,1.245796633E7,4409744.403,7914150.664,2834812.591,1.685104433E7,5874811.208,8994346.56,1950505.018,1.212407002E7,1662306.485,5551824.793,2089651.2,1.036859467E7,1715303.701,4574540.679,851756.3322,9468970.173,2.295480448E7,1.636970151E7,2209894.974,5902531.629,1883641.728,1.147253924E7,2281441.546,6917112.837,2889963.237,9272316.798,3004539.122,9913822.498,4929391.802,1.83854329E7,3193496.301,7441305.571,1740163.963,1.445335101E7,2653454.41,1.234563774E7,3169073.28,1.374148803E7,2179096.445,9557404.766,5381747.982,1.089280915E7,5193282.58,8218370.407,10267.38115,9070.045654,9461.866226,
1.386,343.995,-,1.704858876E8,,,2,,48285.53445,43950.50227,5.192421224E7,7.11038736E7,3.695482141E7,5.591457506E7,3.886422529E7,3.273037243E7,1.056215388E8,3.874783701E7,1.704858876E8,5.152107688E7,2.094165546E7,2.137845183E7,3.205826727E7,5.008466439E7,5.893188324E7,3.095064337E7,3.740895667E7,4.855859627E7,5.504663999E7,3.64090892E7,3.722797253E7,4.202803913E7,5.777575575E7,4.330462968E7,1.155460304E8,3.627599407E7,3.787333573E7,3.21053518E7,3.965562362E7,3.677266252E7,6.313455947E7,3.807962265E7,3.781480531E7,6.982781064E7,3.693318375E7,5.56670241E7,8.140193252E7,4.476770614E7,4.102556918E7,3.51726248E7,4.096534668E7,6.570377413E7,4.336023453E7,2.534858496E7,4.330088696E7,2.989309129E7,9.676379014E7,5.740103049E7,3.434528078E7,5.850444401E7,3.860046922E7,3.73685715E7,5.362948101E7,2.334518106E7,4.616605851E7,5.271173889E7,3.660133197E7,3.827604738E7,3.408302172E7,3.551319538E7,3.765157411E7,3.211390425E7,62556.91016,51742.97452,48187.52299,
1.412,424.34225,+,3754841.95,,,8,,9634.079408,9127.939069,1875198.492,148825.538,1402178.957,187447.9353,2548553.208,177174.0633,1662969.691,322398.8774,1124660.28,2723525.583,3031522.27,258100.956,1146153.754,143531.3423,1388499.58,230005.3397,2459616.954,231753.0193,3515480.955,148185.5589,734066.9921,191398.0749,2242821.413,189914.4982,943131.5274,133979.2093,2290050.163,239810.3825,1246334.497,372187.7834,1477112.419,273336.4315,1720760.501,411004.4748,1628309.119,376367.4502,3105573.865,241975.9447,1575736.507,279816.7262,996644.5541,155265.2616,2736255.062,200196.9237,3088205.702,164787.9432,3754841.95,685050.9912,1797207.037,300185.2397,1309727.488,615063.2435,2073688.61,451363.1487,1494536.948,629020.0326,1282577.265,135444.4337,1768710.561,144841.0032,1922855.441,78511.58704,10912.25346,9639.715877,10056.14586,
1.417,570.35516,+,1.031228679E7,LysoPC 22:5,LysoPC,36,,12057.355,11270.16699,4209013.707,7563736.379,1731720.847,8012155.406,6142203.221,5400818.608,4969186.312,8005921.759,4326901.231,7620647.393,1.031228679E7,7636002.021,2402560.806,6222114.159,6032369.396,6802993.395,3968826.744,5596906.667,4323816.125,3138501.824,4106669.007,3239397.944,4268101.468,3373539.511,2971763.703,3756409.995,3600483.862,4865535.346,2728682.296,5847098.265,2942547.677,2694023.604,3620087.183,8286401.485,8346760.095,7748763.045,4892084.836,3381436.457,2597028.75,6506389.562,3133148.48,4509641.93,3652997.057,5439632.671,4485722.717,3234302.806,4739930.338,9327415.78,3170579.94,3603739.641,2837339.317,7204334.225,4322494.408,6809432.12,6433081.627,5552295.593,3692022.439,3360006.524,4544344.558,6003302.242,8473557.226,2602111.392,46691.81925,11902.05224,12416.21382,
1.418,441.20361,-,1865780.829,,,8,,19484.26519,207457.4903,452905.1536,58640.08508,16203.96582,76720.62488,42852.98165,191364.881,40047.29521,92625.23878,88984.99998,53994.63686,71129.6212,66407.33745,19814.40468,47394.20239,43928.47418,47976.80624,37739.02683,49932.36203,85132.0265,98833.23648,59809.78625,238181.7241,44514.46115,81968.03388,34938.29749,54370.65679,103845.2719,133770.2272,122184.3049,203306.2228,35662.53509,36258.91313,683419.0245,860428.9304,1299313.58,1165123.506,777554.5745,1372148.384,815020.2548,1561628.731,495043.0028,649089.219,797499.5544,974489.2959,909315.9227,720021.1229,655256.9444,1126105.565,629979.3785,568133.631,695173.0733,1865780.829,645512.3931,1644710.922,1616826.75,852693.1404,1058904.341,1238473.055,1184944.435,1633621.223,1422014.226,981276.5252,18570.98171,14814.6018,14305.20795,
1.452,508.3407,+,4597413.734,LysoPC 17:1,LysoPC,17,,12023.04584,11238.09777,644537.6246,3051244.015,529267.3237,3278330.724,954935.0498,2087159.55,670375.8429,2682916.01,830959.82,1228031.155,2019409.75,3000939.832,496499.5052,1973264.101,1727769.298,2388980.501,1545625.201,4129700.81,1303890.143,1521842.555,728115.7887,1310582.859,1446979.294,1673541.469,879815.7664,2555174.632,532044.0185,2251049.758,682604.6623,1495369.749,651026.5592,1061630.878,904133.3126,3680967.609,2796166.527,3961298.7,1881112.29,1956934.302,794119.7109,3480341.749,1105168.221,2461638.478,1480236.101,3252948.732,1309271.764,1423546.053,2158976.781,4597413.734,1100879.826,2158264.241,545996.8458,2328506.657,732855.4216,1750965.052,1124512.365,2520325.484,720687.8052,1661496.13,977674.5244,2265374.856,1523768.582,1105958.545,13434.90249,12291.94414,12000.90097,
1.473,349.01727,+,2.288778043E7,,,6,,29977.68517,28530.71038,2.288778043E7,7072714.564,1460952.522,9108220.364,4422170.67,9373122.171,5391228.412,9163874.852,1549440.722,1.047293598E7,2326654.421,6707909.161,2866897.194,6337255.93,5344522.227,1.822022896E7,2.065935367E7,4961658.987,6742258.672,1.33783209E7,1.141031994E7,1.142368712E7,6028761.084,9752128.401,3164692.954,1.003142016E7,1.425335914E7,5296430.061,1.172919072E7,1.011008453E7,3877517.979,1.011313797E7,6525492.047,5346926.205,1.240963445E7,1.396977769E7,8124272.608,6994389.711,7271231.839,6924848.305,1.230913517E7,7041888.855,6294374.363,6773922.838,1.031789068E7,2542805.834,2277239.921,1.384882832E7,1.078012726E7,8650016.768,9682763.687,1.085592004E7,7675433.261,6762499.898,1.910854348E7,8783263.268,5434991.45,2173355.193,1.020715357E7,6009396.402,1.493954549E7,4091394.872,33497.94075,30648.14328,30869.90047,
1.489,496.34018,+,8.848112799E8,LysoPC 16:0,LysoPC,13,,26127.36081,20972.23926,2.322790251E8,4.260751767E8,2.137005195E7,3.649778885E8,2.615554148E8,2.640021846E8,2.516138566E8,3.331211351E8,3.037528196E7,4.481636921E8,2.740286836E8,4.010885222E8,3.71529047E7,2.681350971E8,4.140899422E8,2.89000061E8,4.244553385E8,4.509351673E8,3.842131723E8,2.26463694E8,2.301667137E8,5.073348759E7,8.848112799E8,9.157437465E7,2.513371291E8,3.929021949E8,2.944637799E8,4.944287966E8,5.713319124E7,2.296942332E8,2.163726802E8,2.192528643E8,1.822558602E8,3.286304631E8,5.121331658E8,6.474653766E8,3.051503733E8,3.250491487E8,7.649150493E7,5.405294712E8,5.600714706E7,1.964715097E8,1.027839049E8,4.196473495E8,2.755431661E8,7.996154905E7,4.185240584E8,5.692571326E8,2.105308357E8,2.904511435E8,2.111655925E8,3.506924115E8,2.143795547E8,2.636786086E8,3.534947117E8,3.928614707E8,1.991821064E8,1.617542733E8,4.155176134E8,3.391876029E8,5.213069852E8,1.311987626E8,14985.46747,13863.30792,13535.0587,
1.495,480.31018,-,8.060011764E7,,,4,,14452.42933,13127.89572,2970346.9,3705305.902,1513026.639,4.134929789E7,2.180000024E7,3.166131001E7,1241785.995,9927141.751,1219181.816,2.735238872E7,1.428280045E7,4.30726524E7,8918065.815,2838999.653,3.405825131E7,3.17309765E7,2.176776952E7,4.476962963E7,1.938169725E7,1.393219517E7,2848145.756,2752418.742,4602605.801,6314128.54,1.022103943E7,2614481.922,1.756636181E7,4.895081099E7,2269668.137,2912359.022,1.240759344E7,2.108384296E7,1484713.273,3599253.702,8.060011764E7,4.008161009E7,1.539697682E7,2.812360373E7,3365611.186,4.729029851E7,3642415.94,3830713.463,4039469.2,3.640810884E7,1.558867436E7,5373349.291,3097642.739,3.391569469E7,1.540195283E7,2276835.683,2.539862429E7,2.690647943E7,2678512.377,1.562950626E7,2344440.055,3858423.905,2368261.271,1.630392503E7,3.804594535E7,1.819690571E7,3.097886567E7,1.14966945E7,18528.67455,15767.09692,13957.41781,
1.507,599.32092,-,1899513.908,,,17,,10320.39014,9374.548904,727252.0984,675005.1118,339451.7667,824592.9935,813695.3862,677306.3565,478220.652,1044142.481,231424.0603,594203.9258,664112.7649,1141558.512,374359.5009,488143.1987,1074604.57,967485.6748,753809.1976,873101.2086,720099.0801,537282.1345,742640.8299,468847.883,845032.3889,1119643.592,267237.7878,763256.568,836352.5698,1057795.854,468892.8092,797184.7635,424617.1502,407752.9537,498249.7984,738239.5664,1899513.908,797807.531,450289.4892,399798.491,358930.6421,698824.255,371408.9813,491563.1944,477220.4207,706401.1964,762202.2343,516502.6288,518356.1978,810263.8476,533679.4667,507854.4231,520604.0127,1303239.88,617568.4094,1138061.84,817130.706,1085091.009,767393.0488,663622.9569,658724.6058,943431.0351,1142457.619,303579.3721,13231.21157,11259.18612,9966.905487,
1.523,1013.65448,+,1.319996135E7,,,2,,15587.60013,14835.21167,1029819.516,519636.341,156898.706,326714.6846,393345.0315,437234.2907,239603.4537,8086991.397,379587.4247,1.319996135E7,6808324.245,919546.7489,683924.7715,265406.78,482062.3757,3933456.555,442591.1493,494039.9452,3028047.965,324119.9124,543866.4352,7809557.735,521043.4716,3435684.568,354281.6046,1723896.389,602892.0603,1.181584199E7,2098626.176,787175.2412,417391.5994,424047.9206,375603.9464,476984.7623,631045.3748,501933.369,921538.7787,879558.2455,913885.2908,1677644.696,2926488.093,2570639.66,1398809.917,1070822.007,283309.5461,863313.6105,581951.9409,705082.4498,368523.3631,272517.3143,757972.0664,2504734.797,890432.6025,4021658.676,1904271.385,767566.228,1135588.298,1209663.049,441594.3177,1061313.431,3250820.737,469602.9356,17208.40062,15936.22054,15558.88982,
1.53,642.36377,-,1556037.736,,,9,,10519.27144,9518.249466,335682.8837,514049.0563,117139.4711,617564.2469,244452.4896,402534.992,251553.8209,1288337.484,123751.7317,428993.8038,397945.9456,1064610.473,262203.1491,451760.4957,932733.5514,656324.2045,426315.7778,616489.3949,496684.3733,468994.3219,607468.0053,800592.2175,857470.1069,1556037.736,119387.602,977573.5588,504287.5753,1103253.901,286383.8005,1001512.919,191193.6291,762617.4042,167388.1113,361482.3353,294869.8479,190917.6767,185440.8694,189013.7683,95975.13225,212797.3645,189218.128,229569.0862,231892.6312,233587.4973,309161.474,172534.0865,188589.1321,417528.3232,213335.1271,157711.6288,205896.298,1037833.122,257560.6884,707586.7235,343184.2561,570576.4833,231332.0121,442230.4808,371814.0366,746112.4899,487545.1956,329670.3554,13434.03013,11431.7759,10533.95423,
1.546,546.35345,+,5.627624662E7,LysoPC 20:3,LysoPC,58,,12293.26226,11718.24606,1.824599657E7,4.442562566E7,1.038756917E7,3.638517542E7,2.712683464E7,2.636132084E7,2.214162864E7,4.375662803E7,1.837571423E7,3.771800556E7,4.361377856E7,5.415437322E7,1.308297537E7,2.98040865E7,2.943838386E7,3.474997486E7,1.99396914E7,5.3534347E7,2.533327519E7,2.492120225E7,1.268291451E7,1.890439411E7,2.49428344E7,3.568137217E7,1.595657599E7,2.862291189E7,1.597384661E7,2.690434654E7,1.658060703E7,2.511508596E7,1.163382272E7,1.618935227E7,1.007490158E7,5.627624662E7,4.462235771E7,4.685355065E7,3.27292028E7,2.23220282E7,9175706.106,5.050246437E7,2.693234762E7,2.820835487E7,2.916849854E7,4.728728657E7,2.30285841E7,2.220925586E7,2.817140265E7,5.204880667E7,1.742984308E7,2.832956885E7,1.186113368E7,1.704714005E7,1.805599751E7,2.985985092E7,2.717814033E7,4.321484022E7,1.748541052E7,2.614421032E7,2.283216108E7,4.094575664E7,3.718982254E7,1.268762063E7,13592.81399,12587.92646,12289.87515,
1.548,343.99509,-,2.511067449E8,,,3,,64209.59926,58444.91875,7.09307375E7,7.11038736E7,4.865291297E7,8.210655243E7,5.961044664E7,5.035714118E7,8.927703574E7,5.898511754E7,2.511067449E8,7.825683431E7,4.328429219E7,5.49016907E7,4.207973282E7,7.57662902E7,7.49319182E7,3.095064337E7,5.706902039E7,7.390309439E7,8.297094921E7,5.500378281E7,5.611920497E7,5.596952647E7,8.221339735E7,7.143817365E7,1.660355968E8,5.650335865E7,5.661295423E7,5.351694977E7,5.768166779E7,5.585085619E7,9.811616629E7,5.687080105E7,5.290789952E7,1.034713953E8,5.493675491E7,7.968701867E7,8.140193252E7,5.993152897E7,6.137209567E7,5.204770374E7,6.110470443E7,1.069098087E8,5.812801864E7,2.534858496E7,6.51479774E7,4.497088915E7,1.488595546E8,8.466267322E7,5.297349187E7,9.876299835E7,5.457407021E7,5.307212821E7,7.851418553E7,6.793193073E7,6.789852165E7,7.507323356E7,5.0865852E7,5.881815293E7,5.027550095E7,5.45071811E7,5.609937921E7,4.819442057E7,83187.52558,68807.26695,64952.40807,
1.552,604.36304,-,5432481.574,,,41,Adduct of existing identified peak,13762.53069,12389.13858,1270642.858,2879073.533,1030193.54,3962192.149,2077777.46,3009061.589,1087259.297,4705537.157,453942.1634,3124619.43,1990352.506,4859666.302,1351944.941,2724392.85,2805274.521,3759891.02,2134581.019,4274766.466,2512537.838,2016368.333,1269668.381,1379282.756,1879017.588,3550590.393,553922.4274,2389545.269,1289320.419,3157873.599,1433398.764,3073175.596,1367145.018,1552466.876,1533237.475,4340961.314,5432481.574,4570228.381,2288634.262,2447292.489,1178079.857,4803807.135,2215281.069,3276009.42,2951659.058,4782977.403,1809479.615,1996838.967,1895116.716,5012054.404,1757583.973,2655886.591,1316794.228,4641891.313,2122868.968,2484020.089,2273262.87,3698757.598,1666349.165,2674387.175,2779182.44,3594258.784,3758612.612,1318260.353,17680.00867,14628.85548,14046.19454,
1.553,604.35864,-,5432481.574,,,7,Adduct of existing identified peak,14091.93651,12685.6723,964040.2394,2879073.533,1105907.557,3962192.149,2077777.46,3009061.589,1038542.87,4705537.157,316348.7693,3124619.43,1990352.506,4859666.302,1351944.941,2724392.85,2265927.715,3759891.02,2134581.019,3435827.019,2512537.838,2016368.333,1269668.381,1379282.756,1879017.588,3661868.494,270191.1449,2389545.269,1289320.419,3157873.599,1415449.62,3073175.596,1229470.654,1552466.876,921352.5837,4340961.314,5432481.574,4570228.381,2288634.262,2447292.489,931722.1979,4803807.135,1860926.132,3276009.42,2951659.058,4782977.403,1809479.615,1996838.967,1895116.716,5012054.404,1757583.973,2655886.591,1073900.673,4641891.313,2122868.968,2484020.089,2273262.87,3698757.598,1720312.433,2674387.175,2779182.44,3594258.784,3758612.612,1318260.353,18103.17923,14978.99677,14382.38985,
1.563,1041.68762,+,1.097805225E7,,,20,,10911.87596,10430.1061,1671012.392,3932403.001,2122955.513,7279656.501,2991513.05,4981484.228,998177.7947,9738304.092,1930682.039,5566228.328,1.097805225E7,7777452.335,1576997.833,4112000.335,5021822.311,6114408.773,3596602.095,6937665.666,3195703.393,3082620.539,1691446.136,1819937.602,4448275.918,5172515.995,1847492.657,3964875.546,1338499.763,2566513.664,1811775.733,4955282.533,1300390.705,3317774.348,728935.5018,7825279.877,8894596.452,7032457.054,2574150.168,3591023.245,1989778.109,7731248.315,5459394.4,3841725.815,3899939.456,8695873.962,2915020.723,3525167.356,3228433.665,1.047703843E7,2399455.565,5120614.89,1517484.185,5230192.958,2653423.893,3372737.805,3231743.361,7465529.605,2522099.974,3508469.017,4022474.954,4490254.413,4844089.735,2973990.335,12065.39787,11073.60449,10642.66584,
1.571,1042.69263,+,7564995.301,,,2,M+1 isotope,11797.68427,11020.34061,557798.1994,2892396.718,1069888.694,2902608.549,1490950.448,3042463.906,400863.2761,7564995.301,912774.6466,2567071.08,3809555.2,4403978.733,644485.578,2891900.939,2684359.081,3452213.319,1357628.708,5352477.25,1303350.813,2862315.841,686411.4028,2170252.146,2041439.025,3826898.976,855473.6415,2872861.796,492104.5612,3177056.89,705637.2334,2658313.509,657822.6319,1757453.539,181094.648,5391407.65,5158285.311,5899554.576,1492563.438,2264480.34,1024503.242,4734378.475,2311788.86,4059880.315,1241443.048,4396720.516,1428748.265,2552254.401,1697634.45,6171101.795,1127367.494,2787821.865,413195.3749,4987919.343,1406694.568,2911820.035,1418357.319,5818756.713,1222030.306,4185461.79,2075740.942,3695290.017,2122724.201,1710265.78,12748.17272,11700.25425,11244.929,
