rat_ID,OGTT glucAUC,Urocanic acid,Uridine,Uric acid,Tyrosine,Tryptophan,Trigonelline,Indole-3-acrylic acid,Threonine,Threonic acid,Taurine,Stachydrine,Serine,Ribose,Quinic acid,Pseudouridine,Proline,Pipecolic acid,Phenylalanine,Phenylacetylglycine,Ornithine,Nicotinamide 1-oxide,Nicotinamide,"N6,N6,N6-Trimethyllysine","N3,N4-Dimethylarginine",N-Methyl-2-pyrrolidone,N-Isovalerylglycine,N-Acetylornithine,N-Acetylneuraminic acid,N-Acetylaspartic acid,Methylhistidine,Methylaminopyrimidine,Leucine,Lactic Acid,Isoleucine,Hydroxycinnamic acid,Hydrocinnamic acid,Histidine,Hippuric acid,Guanidinosuccinic acid,Glyceric acid,Glutamine,Glutamic acid,Glucose,Gluconic acid,Ethylglucuronide,Ergothioneine,Cytidine,Creatinine,Creatine,Citramalic acid,Choline,Carnitine,Betaine,Glucopyranuronic acid,Beta alanine,Asparagine,Ascorbic acid sulfate,Arginine,Anserine,Anhydrohexose,alpha-Glycerylphosphorylcholine,Alanine,Adenosine 5'-monophosphate,Acrylic acid,Acetyl-beta-methylcholine,8-Hydroxyquinoline,"5,5-Dimethylhydantoin",4-Oxoproline,4-Hydroxybutyric acid,4-Hydroxybenzaldehyde,4-Guanidinobutyric acid,3-Methylhistidine,Indoxyl sulfate,3-Hydroxybutyric acid,2-Naphthalenesulfonic acid,2-Mercaptoethanol
1101_10_FBG,916.7916667,10421146.59,27980179,144186653.3,8760253.27,9091146.365,4184830.212,8871654.382,4338647.399,3217238.839,16212978.12,20058164.91,13060921.99,1457868.9,922815.001,2016798.822,12273695.28,15571086.79,18750861.87,2328921.86,12427841.22,3071092.71,2914785.431,1338071.262,2858209.136,49917844.14,1500179.321,656680.47,3805725.833,4369573.345,1871525.067,7944386.25,12110968.99,175814468.6,8042811.984,2056868.186,4335657.938,34256560.04,595161.5792,2682707.85,10538652.61,252106470.1,5098342.784,26690176.56,1590687.756,1022297.158,1440277.998,4323866.822,16668707.47,105632045.8,2394189.941,26230772.51,32035642.46,181886734.8,2394189.941,5025212.689,3836793.157,4764317.112,1947936.16,1694789.789,7865157.644,35191945.73,21085664.8,1080809.408,9015843.145,4872250.298,777247.3669,20944100.9,17973137.2,10587211.68,678310.928,484156.0816,1727122.267,3460777.791,41318690.64,5532052.658,61213297.52
1091_8_RBG,317.6666667,13601848.35,21250735.25,10432844.47,10999578.02,7801870.375,12353356.64,8228512.692,6725998.379,2374851.957,15774034.47,46111743.49,15750826.82,2396035.869,11323225.77,1037908.102,20137587.65,17916979.16,16831067.43,458749.2436,19902540.95,4024477.754,9046877.66,1076694.869,1524536.125,37067316.38,1370344.804,1297028.476,2801068.968,3196169.484,1364976.826,8955734.942,16393157.8,230147789.3,11139279.72,2296203.005,33440852.68,39467451.66,2889223.91,3808131.736,13403959.52,262944980.7,8492493.46,39831403.85,2076656.353,1539549.651,624678.4862,7896457.38,18957364.66,75267608.12,1261626.383,38094440.96,57901566.26,223797733.4,1261626.383,4065195.817,5707046.847,3737870.888,1820698.191,1151881.759,22906237.42,73463323.42,25302340.04,1397702.291,14906837.91,2511728.95,2849509.407,21566527.79,18542604.74,7562803.129,843714.0014,735757.3046,775723.5543,4325512.721,20689642.26,4157712.954,65704719.32
1091_9_RBG,317.6666667,8466763.387,14863164.34,147024826.8,11463127.22,7696642.966,11449140.84,8685617.794,6371680.381,2425307.188,9649428.72,44270408.61,15151239.86,2086557.387,11441539.32,723981.3785,20244051.44,20683682.96,16887555.19,217994.3488,21573889.01,5759856.592,10718912.3,1226317.588,1929401.451,37830088.42,1292441.855,1237576.281,1697543.305,2417160.034,1048263.535,8581498.868,19141792.31,203652499.9,9236038.512,2588236.488,33768936.94,37571374.65,2640735.327,3956721.037,12231097.71,230348307.8,10593907.88,34394999.05,1527535.155,1123524.079,1389014.35,6053704.276,18295769.37,57567939.98,1456478.746,26842993.39,49527805.98,193970763.6,1456478.746,3002874.349,7515616.79,4640087.188,1387187.386,382857.973,8746602.675,46485076.73,24630691.76,813329.3702,11938890.8,2318356.331,391025.2083,20309396.55,14623212.63,7282019.114,807616.3763,617909.8034,742116.7587,5382766.36,20370663.59,8943206.121,45538565.16
1091_10_RBG,317.6666667,15663246.93,14600062.17,126324883.3,11319162.77,9593105.6,10999240.54,10528528.62,5609603.368,1740526.74,9796493.034,47746883.51,16548793.52,1967627.711,8678019.698,1034473.572,22330487.05,13806026.5,18344286.93,261173.9314,17744575.92,3855468.512,6072893.651,782088.0526,1711566.314,32076023.66,942203.4618,1123516.612,1543111.743,1847970.007,1123368.826,8613041.366,16850991.46,242599686,10426178.99,2444361.292,28556662.43,19271065.52,2537667.817,3567287.469,11385502.4,239373285.7,4059132.249,26224510.75,1109639.443,71136.10553,1455612.564,5251404.75,19500030.95,51941756.14,1603251.888,24482973.63,48928398.8,212992479.2,1603251.888,2532891.865,6795008.494,2632769.056,3029248.445,312868.8078,7524358.125,39051943.44,23909240.06,656320.2789,9108258.31,2479728.369,124727.341,19982745.09,21839365.23,8526357.853,821523.8745,572174.3655,617306.4478,7518429.344,21687306.79,3911081.711,47097917.97
1093_8_RBG,417.625,7776992.357,11447168.01,24053602.12,10017059.06,6646618.09,11377137.18,7582078.943,5261789.073,2012726.06,15256382.91,45533782.98,14462323.14,2313033.613,12493621.82,720681.291,17153665.72,21039338.15,13007891.64,495297.8139,16874164.26,5140501.762,9730768.5,1041744.798,1726467.082,41916234.12,1163965.709,1021492.58,2030004.543,3826436.779,757232.1768,8672770.625,15756623.27,156699089.6,8214609.529,1609389.486,23515293.7,38476295.11,2411877.634,1080015.432,9224044.938,218811829.6,6924329.227,31549557.78,1263676.133,591377.8679,463841.5342,6456782.664,20030136.99,71962069.11,2166079.05,27813086.33,45173998.54,235465068.3,2166079.05,3486899.299,6687315.881,3168260.97,5439543.354,1401919.775,14299026.33,52809048.6,22915219.84,1833199.685,10878948.32,3773769.728,2906588.32,19984099.51,12423786.2,6015389.842,718197.0127,615384.4286,600731.3204,3169737.072,8333737.919,2691894.895,56373718.82
1093_9_RBG,417.625,15049986.29,20890013.26,77161137.7,10561480.99,8710860.807,10513012.97,9941384.565,5573531.379,2579951.159,6718593.17,37430666.22,17702557.54,1719598.729,7330732.497,1040131.102,19429850.77,16169803.39,14415927.75,304601.3271,20805638.23,5101379.465,6334479.437,919508.4024,2154702.297,37684754.83,1418225.436,1216019.846,2052350.233,2697856.302,1167189.084,2839049.479,14668196.19,237217752.4,10542993.13,2420070.966,30017964.42,34985560.95,3007848.666,3819317.656,10699075.87,299534723.2,2771381.637,32327483.68,1667374.547,1056886.281,1089365.985,7227321.15,16978757.56,50522800.38,1186775.253,28076378.87,54424351.51,207751310.4,1186775.253,3660222.493,6322785.406,3357314.663,27432245.33,540898.8281,17647039.04,53443575.04,23402865.92,961396.1486,12108237.11,4472592.594,232598.0135,25974043.58,21402679.93,7201448.745,773661.3255,515496.2251,647994.0841,3939977.998,20081974.27,3763698.384,52971779.63
1093_10_RBG,417.625,8378725.569,18109849.31,76471112.39,12772532.49,8614716.042,11354178.26,10223355.16,6387831.473,2195730.338,9222551.482,46159615.35,19151524.3,2422004.707,9719629.258,1150336.058,22395887.26,20793315.75,17676262.29,390020.2307,19651568.49,3302416.122,6085481.97,963086.7735,2246925.956,46549048.09,1016651.36,1153937.248,1707670.576,2359620.531,1156768.769,10343946.53,18277548.63,244206031.1,11244992.96,2785624.029,27489768.63,27786638.56,2873354.286,3826239.333,9600013.557,288292553.7,4436005.201,27590524.28,1700505.169,974948.5953,1272632.678,5796646.762,18348474.17,59813113.09,2231375.775,25508205.14,52242711.89,225951452.5,2231375.775,3287605.364,8879711.664,2543618.807,22382149.23,790275.2179,8568835.207,41691271.95,28676632.16,1252046.592,9682930.929,4782531.841,676341.0985,25421535.32,14327097.6,6993097.979,865139.0659,588223.8017,792477.7715,4796823.914,24089985.26,2241648.533,57279076.2
1060_8_RBG,812.375,14154802.9,19754559.11,176736.9208,9715231.647,6662481.371,8378362.765,7806141.107,5802902.928,3738320.663,18128607.2,32302854.59,15517632.07,2338610.084,8611698.842,963890.5974,20828506.32,14551297.52,18937072.91,1501213.649,19847541.41,4641193.199,10936628.75,865506.3531,1342529.887,52237316.38,4099828.206,1108462.178,2960213.205,5693332.247,719411.4305,8745921.6,19194176.53,232923891.8,12641225.57,2149903.01,27704275.32,39025348.71,3162902.825,4095204.943,10559655.88,267956154.9,5726442.81,63512747.37,1778544.964,2547980.885,97939.93935,8947707.615,17587217.25,82903387.03,1485001.622,42387481.06,39823952.42,190563354.9,1485001.622,7976990.191,6163102.817,2260310.686,2828088.806,1206429.531,29777120.87,78622521.61,26275848.93,2076533.14,23410516.71,2329893.692,5112537.504,22447416.02,18288011.49,9011090.625,626604.4917,1085292.55,488084.7995,2716139.995,20421366.74,3050164.165,80902937.05
1060_9_RBG,812.375,758151.9651,15299237.18,83364681.46,9052888.98,6338313.699,8139687.741,6903919.576,5111901.066,1516402.309,5957585.531,21880261.44,9517619.626,2268377.487,10999159.63,655409.4221,14228858.94,11585235.46,10168250.85,817734.2832,19204031.48,3583059.691,4902732.528,1496357.755,3104152.079,49761416.74,2463751.837,964832.635,1397708.731,2207848.522,97048.65857,717106.8364,18362787.64,90449955.27,8702961.564,1811087.061,33515211.82,9175045.864,1611366.945,882557.4451,6358858.708,308223223.1,2010431.364,42130804.58,1076048.643,331803.2908,846947.0766,5213322.904,12657794.16,71638016.06,1561288.627,15977961.59,31080892.66,157978507.4,1561288.627,535611.5818,7386640.149,1676167.807,5602571.429,348120.459,9389933.849,37569962.48,20636727.76,481177.993,14459880.04,1355411.355,143255.2287,26482897.08,5625427.824,3524157.242,628397.1056,866639.165,444095.7471,3383939.072,5950034.865,737777.8863,89165726.82
1060_10_RBG,812.375,12097944.06,16754646.29,65098361.46,11494007.11,8021247.717,12465758.21,8721472.665,5847287.035,2385102.133,6363013.005,56232212.62,17581648.94,2764914.011,12237052.45,998924.4232,24677167.73,16252148.75,19418650.24,407126.2658,22383048.26,3450679.506,4068227.476,1026742.587,1291519.819,53467286.09,1394606.242,1465727.313,1875221.976,2189937.831,1003418.868,4354602.536,19852515.16,261662075.1,11564549.92,2555479.001,33291604.19,20823046.15,3149897.656,4125230.464,10711244.85,257834778.1,3142505.985,66144700.02,1817535.638,2303328.268,968047.9389,6167249.353,17901066.82,80354557.57,1622620.841,33132478.14,42622854.24,211620379.6,1622620.841,3867637.943,7317305.173,2534780.452,12837518.13,438513.8477,19392337.43,50441167.31,28258258.52,763650.6484,23968244.44,2744985.835,1744304.617,21798948.61,15633650.53,9082762.258,863328.8501,751113.9731,747513.7611,5537088.475,26267626.36,5146707.344,72438106.58
1062_8_RBG,728.625,10480194.62,15209884.01,118658706,10133948.38,8418963.008,9804025.976,9507458.934,7476272.554,2439010.487,8529696.727,36967817.71,16463025.05,1868293.502,10287212.69,579939.1409,24597632.47,15820080.94,22586906.95,494532.6122,24279484.13,2213985.291,4230205.356,976942.7583,1210996.014,53886763.24,1920433.679,1065394.261,1711207.449,1481675.16,640761.5607,7651271.019,27271027.04,258630174,17711022.71,2223145.691,37354652.47,22362875.5,2910640.577,5953683.961,9350992.246,241107006.7,3588895.311,78200485.39,984333.1524,3057094.34,1028067.777,8697613.082,14880074.48,71132673.47,1690519.64,36501514.12,38744540.55,181964315,1690519.64,3536062.792,6680926.229,2246285.658,10682493.3,309653.1836,21623001.89,76162457.52,27336176.92,1221878.871,30242901.7,3547530.056,1186243.177,21779917.34,13998686.01,9791809.134,786688.5635,735101.2554,590643.0328,5473575.574,34800467.98,5508895.899,71852455.08
1062_9_RBG,728.625,4465029.027,12851540.95,181943417.9,15971375.79,9068769.044,11370634.08,10905943.78,8188634.055,2338779.645,7607122.053,39168497.2,13630812.27,2098914.949,15685472.19,617358.5082,24937057.57,19103577.02,25200887.1,485420.0642,20539850.45,2207568.161,3374884.194,782401.937,1157709.873,56842950.99,1521305.902,1480833.113,1521727.956,1886392.515,679183.9543,8678443.213,32033107.43,278440334.9,21246303.04,3593371.139,25638316.36,36229145.74,3253807.729,6811228.511,9944502.366,255712911.6,2797822.925,72507592.48,1107445.621,2279992.299,1578266.083,5888327.426,15409677.06,72058860.93,1440917.944,33128624.37,34714073.68,149389488.2,1440917.944,4090434.56,8413670.319,2987216.947,19393064.41,354611.6934,19970472.02,52645671.97,30685660.15,973694.3481,26991090.92,3201262.403,116682.8616,23325055.82,10823254.57,10153623.1,1160056.58,664444.746,665428.5324,4126769.004,31997214.09,1799506.655,65425370.13
1062_10_RBG,728.625,14851260.46,16509993.46,189482671.8,12640503.94,8938792.608,14676280.21,10148029.72,6860734.996,2371206.254,7286871.198,49038868.03,17535164.08,2899185.23,14704506.27,998566.6501,27111447.55,17851066.73,21815656.51,289929.8194,19859937.94,2593044.975,4631361.473,1005453.989,1964384.847,45438449.45,807920.8828,1537965.211,1667038.893,2152237.648,922944.1866,9056514.89,23552673.85,265237962.4,14913071.54,2608183.342,27046969.28,15406960.36,2334422.122,4511960.134,9991145.991,268484145.4,3757611.059,50975257.67,1462760.438,1485133.171,1662361.228,5532048.618,17230315.06,71350320.67,1564885.915,31668724.25,40338861.07,171504468.9,1564885.915,4329096.152,6768230.557,2275909.272,26446844.65,446065.0498,15258780.66,49309249.82,30440345.64,1318749.926,18329980.11,3758017.038,119321.6683,23182586.03,18180904.59,9190901.001,950355.3901,692206.7072,853369.4556,4783285.85,28111167,3098860.67,62212784.76
1074_8_RBG,587.5,6986466.402,8759970.459,139297930,11838951.64,8549025.997,10284923.74,9446779.815,5901568.451,1617412.756,9219797.193,39713728.7,14126294.78,2298152.06,9248785.756,720254.8587,20130449.47,15979665.2,17788442.18,282039.8916,17316667.28,3392646.581,3913875.442,841053.5464,1257056.417,38026341.41,1387687.399,1525454.744,1599481.607,2405938.552,1437101.517,8608605.255,20900477.26,225124775.2,10740730.68,2546760.848,27114223.01,36765995.4,1715133.585,4685113.147,9877292.657,210931264.9,4205398.269,58999133.94,1183997.765,2054193.286,876023.1528,8782635.081,14576832.44,76561540.17,1688790.723,34374080.29,41145582.13,165897368.3,1688790.723,2334701.428,6324847.22,2662586.504,5100642.946,590758.463,27672817.61,81847334.15,24737612.69,1246492.884,21211429.9,2569336.172,956659.7964,17168348.52,12014870.43,7232131.69,829319.876,583244.5116,964266.7052,3506831.118,20383241.42,3676042.367,61944517
1074_9_RBG,587.5,5478081.722,9660407.005,190270294.1,7391678.166,6067903.503,9590405.813,7151647.023,5615259.787,2058467.907,11874307.83,32727374.93,13672552.48,2151818.242,13844664.26,536758.178,15899802.87,16888645.09,11332369.5,314008.4287,13362938.63,3956856.554,4946397.311,983584.2502,1427681.135,38247446.22,675714.4822,977372.8314,1328918.344,2474056.301,802967.2672,7462635.417,16328264.02,115297218.3,9343589.779,1218323.91,34824503.29,24342446.34,1834723.559,968847.2743,7893718.643,223101178.4,3876358.072,49138397.62,942085.3387,1185966.357,1003559.991,6522467.275,16575612.49,67018672.88,1726190.812,29084618.37,32029936.88,177913203,1726190.812,2750274.692,5552661.809,2623944.892,8804033.409,763605.5851,22373171.92,51362439.89,22351442.75,1020076.405,19004413.78,2466205.137,142694.3273,20155292.95,10326618.14,5109980.753,488962.047,637997.2431,606361.7925,5465964.52,7088215.795,1446464.861,47458716.87
1074_10_RBG,587.5,9009771.731,15822307.92,148806372.7,11130804.89,9383748.827,11823784.56,9968710.216,6311098.711,2175168.218,9158177.632,45653068.19,17617425.67,2814609.125,13102788.58,964264.2853,21540533.24,17190668.9,17838401.9,222023.1583,20306838.68,3957960.052,5839816.441,1131426.36,1778128.941,40492520.56,1340090.839,1230172.474,1528151.277,2421243.497,1115721.575,3740987.414,19793292.62,205474855.1,11959799.96,2157886.57,41280950.92,24569287.47,2257388.058,2120069.13,11086771.11,270015536.9,3915925.618,65105665.69,1570297.456,1741287.879,1438345.807,7745067.073,16288886.99,72765348.98,1393486.692,38181960.43,42683835.53,226563980.9,1393486.692,4180017.59,8130206.488,2642539.509,3104711.769,428481.6695,17553285.03,62657432.85,29163210.08,1142873.386,22860693.72,3267059.862,114383.5596,23621524.01,15062826.75,7735586.994,726708.9261,725647.7889,764021.7083,5792684.772,21419072.51,2753217.86,60127093.4
1092_8_RBG,567.0416667,7875758.709,18602806.79,142593.728,10557381.28,7573182.263,12993028.32,8508203.941,7449668.41,2463908.737,13336291.85,53164851.54,17823820.62,1674540.144,11363287.21,1157257.186,25734510.35,20703553.21,17165603.56,682646.2788,17721457.74,3827710.326,6451867.75,1109847.488,1842010.825,52464588.45,1830784.72,1268788.984,1765590.166,3504135.659,1226707.432,3740177.885,16892652.27,165731990.3,12141715.38,1793100.787,36505834.46,18929786.95,2491122.532,3002655.907,9804621.62,287966937.1,4690222.979,32630789.11,1329777.895,905196.3382,67221.68329,5532461.336,17578779.8,62795006.08,1549939.977,32478532.56,57331058.11,247518202.5,1549939.977,3685892.407,9220132.654,1752287.327,1811991.39,688951.7986,10898624.02,41893887.55,27516950.36,1548196.755,11247546.7,6049220.17,5456882.535,25013069.62,13640784.5,7386723.417,681800.509,795094.8744,708006.3745,3205989.163,10177227.32,3052982.812,63478737.38
1092_9_RBG,567.0416667,9765259.078,16380762.13,61204624.59,10329954.13,8113573.256,8492042.315,8991068.027,6215329.607,1811640.366,8551982.043,30075167.36,16281092.02,987366.9059,8503333.597,787281.3559,22020832.96,18640272.39,14286297.02,227743.5123,21416622.22,2647109.671,5328971.513,840879.2762,1623469.697,41520692.05,842512.6858,1140276.393,1412025.353,2339465.444,819684.5918,3270558.059,15031982.22,198091118.4,10422239.69,2240666.78,27406131.66,12408071.35,1549555.327,3579845.287,8583324.437,261117719.4,3755928.154,28589212.8,1198221.688,674503.5315,1151221.803,5058673.154,14704919.5,55725685.67,1175918.476,23539504.03,44383698.47,187711759.7,1175918.476,4805356.22,7479514.343,2327032.552,11135486.04,517906.5771,13638823.09,39371182.54,26037750.46,1214609.041,10857901.84,3878173.395,182370.4285,22470688.95,15274313.29,6532851.613,754864.3578,442703.4815,617951.6152,2366322.097,17731663.19,5744876.76,55405363.73
1092_10_RBG,567.0416667,7894629.113,10116791.01,29127652.32,5771125.891,4523797.088,7211504.005,4924667.685,4539565.288,857496.4123,4968968.102,28488643.88,13820853.92,1511117.579,7468358.909,333948.0252,14290617.7,20355147.78,7430369.015,233902.114,11024927.96,2850262.186,4810575.6,979344.6834,1649149.362,42682837.89,783961.8897,553800.633,787977.0012,2612668.172,79980.27444,1704885.831,10111625.33,81615581.07,6330634.13,1043671.945,25351135.41,12207943.36,1046605.558,342783.9702,5120396.146,178900252.1,2303720.668,23909718.73,711357.0379,393631.0864,622634.1246,3987396.021,12242304.9,35921573.33,1074690.948,25024974.67,28320278.94,183822853.3,1074690.948,904345.7422,5822242.288,1607212.797,1745244.993,302869.3754,6216849.46,29045422.18,16324237.64,552140.6374,8260644.719,1802594.413,1313095.421,15924911.78,11474410.74,2997591.868,350524.8762,411607.5526,555901.301,3974599.751,9783322.952,3654255.439,49125241.94
1102_8_RBG,776.0833333,6256745.106,14643881.38,25371948.68,10853064.35,7549222.229,12257176.2,8368188.097,7222548.916,2491499.732,7945395.043,39777771.56,14194863.98,2115523.926,12616845.44,702363.211,22254470.21,16933763.61,21926330.24,564581.0081,18983140.06,3333361.049,5784050.158,986056.5979,1515435.576,55837550,1987055.046,1186485.473,1797468.037,2530512.967,1039655.58,10218435.52,29105830.5,254453811.9,19061337.54,2454311.258,34209436.72,45030784.26,4031868.397,6221935.577,9849307.747,222715607,5264445.016,71601120.34,1401064.297,2897321.492,736976.7378,7989096.139,15848778.42,68098154.44,1603514.636,36338578.5,44094883.16,197977330.8,1603514.636,2374516.689,8535596.016,1882354.02,4569296.197,458999.674,31674156.31,69637499.27,24495620.81,849053.9803,26667040.92,3096417.979,2646589.739,19552321.44,11765927.81,9759592.176,796837.8297,909296.535,715326.3578,5244886.282,30759944.05,2526124.984,60990798.73
1102_9_RBG,776.0833333,12956306.41,14627592.23,231940310,10104124.71,7770550.983,10064003.32,9092628.558,7389979.606,2285294.854,7716855.032,30434327.4,19865075.03,1800737.265,8480157.584,749600.5593,21573097.83,15026558.66,18985583.45,282766.1913,20291909.23,3223032.615,5518368.204,838467.2179,1527387.542,39053778.5,1806432.515,962669.3268,1334178.489,2275887.809,742110.996,9698586.574,25878027.24,248354627.1,18414588.64,1932545.676,29306563.16,23305512.1,2691051.337,5886885.986,11806846.12,270842550.6,6017701.049,68021035.63,1662502.994,2643614.083,1100757.256,7235367.152,14449940.07,66346318.75,2370310.531,37305288,45979447.79,203561715.3,2370310.531,5108610.859,7756900.264,2486740.397,2996388.721,269549.6299,20184036.29,67517633.86,25896367.49,1152738.482,25011177.53,3184391.7,925043.8214,24105672.44,17641517.69,8661548.733,586546.0018,731630.4797,616548.7042,2419238.556,28017110.68,5255109.606,54692657.18
1102_10_RBG,776.0833333,1923477.649,15186827.1,60152726.06,8567655.908,8026300.459,8663168.717,8904036.66,5732611.99,1837333.758,4120672.33,29419615.28,11558040.47,1434612.172,7933655.309,672007.5541,16126781.17,13450701.75,16657789.79,255418.078,17206932.37,2309279.611,5126746.755,695703.4287,1718776.086,38984219.99,1254160.323,871433.0676,1255560.851,1321733.738,628808.6823,7710111.273,22664604.85,227865886.1,11896402.65,1929406.023,23096177.3,34225519.74,2466058.537,5054213.945,6649689.716,216415087,2737301.428,59292098.2,854448.0744,2133126.918,1307312.066,3871281.044,12937232.85,56058505.68,1937315.559,22296405.38,32109195.11,155397379.4,1937315.559,3016549.267,6049798.007,2008688.038,8350557.26,196456.8287,16121829.18,35065983.03,20614283.75,649555.43,22688217.04,2483307.532,127762.9624,19093256.06,7399441.818,6821788.304,663947.2585,591451.0191,580462.7595,1194386.604,21883697.6,6697359.528,50324955.08
1076_8_RBG,1004.083333,9616776.862,8230847.071,56163732.66,10557488.84,8230248.172,8347452.35,8660561.87,7313756.378,2551330.341,5827872.757,26664630.49,11845326.89,2333756.178,9499968.225,702509.6703,18782606.05,12820864.7,17931431.99,440577.8324,19176682.5,4074382.436,4784285.102,692977.7129,1225399.638,54347342.25,2286873.498,941344.0583,1155911.636,1713673.719,642854.6765,2819876.698,26359983.38,178010097.2,18706477.27,2097490.104,28062831.23,18097475.8,2054978.896,5682043.088,9201994.133,253946913.8,2528369.593,82046409.44,953423.7904,3043873.04,1020341.716,8474006.883,13158185.9,66447724.38,1500940.955,45203183.83,30011972.8,135141688.2,1500940.955,3772467.407,6241476.63,3004526.777,4551063.827,329872.0708,21096740.86,86206242.7,23259859.62,606978.8233,31313497.88,2511938.711,332591.1712,22352158.34,12021864.22,8077244.538,674586.5557,740467.241,432993.1279,3158104.072,28778816.25,518941.6828,84448705.33
1076_9_RBG,1004.083333,16013533.04,10123032.74,1551277.426,9202014.283,7279398.58,8599514.861,7566027.197,7251298.435,2995931.823,9714253.52,26795079.99,17312879.6,1674585.24,12081923.93,756601.9672,21621743.7,13007714.41,18551906.09,3356742.392,20896680.04,3096705.62,4262027.249,875057.7691,1266557.439,52620853.92,12567362.25,1909134.936,1418655.61,3344344.406,718420.179,8783456.148,27543024.07,226351824.5,17720150.66,2184057.079,31928950.11,37691246.36,3467810.392,5763860.564,11573620.64,276571917.9,4167004.213,75191754.15,1062185.497,2844080.871,111706.3006,11179490.07,16850112.14,66476575.97,1598012.318,48825263.34,33139259.31,151502160.7,1598012.318,5639882.05,6793904.597,3181363.176,4242964.473,480819.6928,23056820.29,108568408.6,23965230.82,1063324.277,28165299.97,2873059.974,4337553.51,24108559.07,19484103.81,8644884.832,658622.0368,1459376.532,729954.3352,2001116.152,16782714.61,1080054.596,82246676.35
1076_10_RBG,1004.083333,4403478.853,12291460.07,19942547.51,10310235.62,7602434.821,10730873.1,9130743.498,8134141.611,2661533.837,9431442.07,42433426.88,14779864.42,2645907.622,9990472.582,826530.4227,23976068.03,17285364.36,20789251.51,1350965.835,18331651.87,3434226.477,4547173.745,900000.1644,1590559.351,61818591.04,5128935.372,1795412.598,1503286.994,2197932.919,869060.1054,4720674.114,28847267.89,229562664.8,18727108.85,2163172.99,39896790.72,19719540.39,2915168.877,5345324.496,8094152.026,239288145.8,7084901.884,83755159.69,1201050.188,3095134.931,372375.4874,5953861.828,16792330.41,78234365.45,1951663.416,33609499.64,32634420.42,170594975.6,1951663.416,4088094.361,8178159.509,2460240.889,2809707.93,650715.5331,40871080.2,60212873.97,27825370.22,826964.4299,33285244.14,4269178.772,2147949.621,21844128.6,10447839.99,9662869.849,759528.8705,1032642.041,828832.7045,4121957.871,16509579.14,3060819.97,61635331.12
1082_8_RBG,941.0416667,8761153.003,19435796.31,257962.1243,9379917.051,7702256.925,9843734.337,8372001.954,7693565.505,2812015.079,11868733.97,40051757.47,17022946.53,2548831.607,10620982.21,1011071.594,20797551.29,17300728.96,20451007.22,883547.3782,19226155.35,3366910.577,6210746.628,621950.7581,1993770.249,41812478.92,2881393.11,1178034.346,2007203.562,2960538.045,662636.8191,9297814.52,21007649.77,230857051.1,14364512.64,1962503.754,49390987.1,35487215.5,2829944.464,4759232.107,10463614.23,275638124.4,3727496.178,67875529.6,1854346.514,2366521.569,98512.91387,7704550.625,19799351.86,77248337.69,2559517.696,39267884.87,42513419.91,164977143.7,2559517.696,1714881.774,6984038.444,2230544.062,9649447.877,709048.7155,19869927.75,67321750.34,28061369.83,1050304.817,24653957.08,2578119,3604805.131,24243134.9,15620837.92,8418998.846,601122.3664,925011.2125,629660.422,3882443.395,25922099.96,3162678.583,64910110.05
1082_9_RBG,941.0416667,13249163.27,15417960.74,101960784.2,10710172.79,9437472.471,10689739.56,10054328.94,8375269.247,3378226.036,6780828.538,39229996.81,19893891.73,2419776.427,15794271.03,925361.9062,24691854.29,15862116.15,20516517.98,891605.598,26506458.56,3663198.06,5729996.022,1009581.038,1396463.697,55777515.82,3624796.2,1070628.213,1420862.873,2655188.618,671672.9749,4351249.456,29772832.53,202067515.2,19166804.19,2192276.092,48902580.21,33329334.88,3489778.269,6589843.456,11533197.93,272235157.9,4361830.574,84025216.73,1787251.057,3745543.806,1423942.591,7752529.162,17561295.76,74944570.3,1956417.193,37281582.26,39876557.12,178828959.4,1956417.193,5147134.746,6468550.691,3022796.872,2207573.666,412005.4735,22580488.34,78408493.43,25713469.45,813718.4547,32085178.55,2908569.201,1386668.596,23235316.89,20312648.11,9038741.124,677323.3245,969829.3237,802845.7005,4890752.037,33501330.99,4997250.137,66691724.38
1082_10_RBG,941.0416667,12968187.84,17608369.45,68890884.42,7555913.404,6527534.87,8098240.723,7140703.818,5245986.265,1974541.871,4444774.886,38452678.73,15564826.79,1547733.859,11587629.69,743985.0896,18257603.88,16769812.76,13083848.82,2058523.377,16658158.01,3506390.9,3805965.889,865361.5917,1412749.769,48693617.99,8348012.386,1092239.449,950294.5326,3425402.243,269713.4468,6915341.541,21461697.9,140228028.3,12682059.37,1357323.149,49483609.93,30020405.93,2702134.125,1729773.285,5278549.246,224630500.9,2573674.352,71031026.16,1080065.619,1633282.714,679113.9999,7023178.054,16075454.76,60270398.48,1539840.658,28736583.97,24327773.75,173072095.4,1539840.658,1962947.9,5366623.294,2206615.481,15691760.94,286954.099,20308620.96,52267626.42,21503796.58,487731.5496,27857807.88,2202612.373,1209458.625,20975602.99,15664153.88,5790060.385,513211.4029,749833.8177,922361.7057,3090881.777,22605968.94,1665596.816,57914657.74
