i,unique_id,ID,m/z,RT,molec_class,Type,polarity,lc_type,superclass,1091_8_FBG,1091_10_FBG,1093_8_FBG,1093_9_FBG,1093_10_FBG,1060_8_FBG,1060_9_FBG,1060_10_FBG,1062_8_FBG,1062_9_FBG,1062_10_FBG,1074_8_FBG,1074_9_FBG,1074_10_FBG,1092_8_FBG,1092_9_FBG,1092_10_FBG,1102_8_FBG,1102_9_FBG,1102_10_FBG,1076_8_FBG,1076_9_FBG,1076_10_FBG,1082_8_FBG,1082_9_FBG,1082_10_FBG,1101_8_FBG,1101_9_FBG,1101_10_FBG,1091_8_RBG,1091_9_RBG,1091_10_RBG,1093_8_RBG,1093_9_RBG,1093_10_RBG,1060_8_RBG,1060_9_RBG,1060_10_RBG,1062_8_RBG,1062_9_RBG,1062_10_RBG,1074_8_RBG,1074_9_RBG,1074_10_RBG,1092_8_RBG,1092_9_RBG,1092_10_RBG,1102_8_RBG,1102_9_RBG,1102_10_RBG,1076_8_RBG,1076_9_RBG,1076_10_RBG,1082_8_RBG,1082_9_RBG,1082_10_RBG,1101_8_RBG,1101_9_RBG,1101_10_RBG,mean_sampling_log2fc,qval_sampling,qval_ogtt,qval_sampling:ogtt,pval_sampling,pval_ogtt,pval_sampling:ogtt,model_param_Intercept,model_param_sampling[T.RBG],model_param_ogtt,model_param_sampling[T.RBG]:ogtt,qval_fed,qval_fasted,pval_fed,coef_fed,intercept_fed,pval_fasted,coef_fasted,intercept_fasted,signif_interaction,signif_sampling,fasted_mean,fed_mean,Log2 Fold Change,Fed - Fasted slope,signif_interact,log_qval_sampling,log_qval_ogtt,log_qval_sampling:ogtt,is_id,lipid_class,extra_lipid_label,fa_carbons,fa_unsat,fa_carbon:unsat,pval_asterisks
m_197,Unidentified_12.765_128.8911,Unidentified,128.89109,12.765,Unidentified,metabolite,-,HILIC,Unidentified,1110415.3320000027,322893.5077999999,537694.3608000004,2158716.698999999,217971.3474,8398825.228999993,397055.22250000015,192533.3917,2644707.933999998,282172.1234000006,9468396.138999967,153931.58840000018,1078914.490000003,569175.0166999996,11010767.34999999,2973877.5969999996,552418.9341999999,247308.7083000001,1252809.724,8588952.890999975,227074.2464000002,4027331.5979999974,303766.5407999999,287628.2444000003,137228.2550000001,185469.2269000001,6961554.2390000215,632917.7205000021,284592.4807999997,152240.87239999993,323758.0673999998,301086.77850000036,13236962.140000008,184074.9909,341012.759999999,359091.8286999995,7662408.9360000035,306776.3886000002,157406.99240000005,295182.8538000003,559275.7665999999,304317.9138,12079480.009999992,5124216.595999997,7212939.606999994,140991.11019999997,3411476.2080000043,140070.67580000006,1162680.998999999,266623.01739999984,2134243.212999998,341206.77889999957,2160379.1739999987,328158.53490000014,152197.9755999999,6306537.066999999,675774.9098000018,173914.1088,7143304.197000013,-0.1212250091407689,0.8652099685915934,0.9983271129562143,0.7337862196536926,0.8314366908963928,0.9983271129562143,0.5843208931521953,20.222640512792943,-1.1680535168681812,-1.2886687988646393e-05,2.443711063550748e-05,0.7946068446181445,0.8376760170261747,0.7184350633703112,1.1550422606991844e-05,19.054586995922605,0.6796804734293385,-1.2886687925167757e-05,20.222640512792022,False,False,19.66570007909373,19.54447506995296,-0.1212250091407725,2.44371105321596e-05,False,0.0628784854426305,0.0007271339881962,0.1344304484598141,False,,,,,,ns
m_198,Unidentified_11.558_119.0339,Unidentified,119.03387,11.558,Unidentified,metabolite,-,HILIC,Unidentified,18364953.359999936,15302496.000000011,18837690.68000001,20631599.459999986,15472956.56000001,13933454.74999999,15256433.310000032,15051558.800000008,19750320.199999977,15386979.690000013,13550293.86999999,24271090.63,16280617.310000056,15788430.29,15374981.989999996,17963390.190000005,17867389.679999992,16160462.5,13691326.639999995,18235005.500000034,27617048.63999998,13413145.890000002,19468176.100000054,19863019.269999996,19948587.530000012,18379205.63000001,12466665.930000009,15562517.640000015,16702866.25000002,21694087.829999983,16990225.880000006,15448788.900000034,17139900.560000017,19144738.189999983,16854699.99999998,28911434.54999998,17428999.92,29409306.240000002,33254019.450000003,31016056.990000006,22949562.00000002,27448451.17999995,23448273.509999983,28821439.549999997,17617220.840000004,15168285.549999956,11858531.339999992,31477681.209999934,27676580.749999978,24952120.939999986,32587705.44000008,33731869.86000004,33271940.31000004,30985533.959999993,32348746.67999999,30595998.790000044,29773729.930000056,31811496.540000025,28897154.739999983,0.5241986787708157,4.224768539487378e-09,0.0001679441728028,0.0012818723450839,1.2233538425201208e-09,2.789136723624923e-05,4.366917854082977e-05,24.03453073857956,-0.5358988014527322,-3.858133332527103e-07,2.498731048165552e-05,1.869798220584453e-05,0.9546483118169684,1.35357997515695e-06,2.4601497099927807e-05,23.498631937125843,0.9220171522959236,-3.8581325590335226e-07,24.03453073857915,True,True,24.017856554854276,24.54205523362509,0.5241986787708193,2.498731035583116e-05,True,8.374197079560913,3.774835060375195,2.892155221764176,False,,,,,,**
m_199,Unidentified_7.642_76.0763,Unidentified,76.07631,7.642,Unidentified,metabolite,+,HILIC,Unidentified,5616368.525999984,5665824.409999998,5585139.622999985,6429970.772000001,4993027.924000005,7526865.624000009,8101407.391000002,6871382.5360000115,8111601.041000009,8456782.446000021,7926648.318999991,9957095.204000013,7179842.391999992,7680838.6899999855,5950190.875999996,5735428.350999996,6526366.546000001,8198971.49700001,7560741.499000006,8034440.705999999,8732378.650999993,6130987.075999994,9462262.629999997,7105727.467000023,6548966.758999994,9331969.994000012,6308115.384999998,8412011.437999977,9826104.99999999,10964535.049999993,10699086.280000003,11013457.559999982,12885600.370000014,11926906.29999999,10070011.07999998,11511410.91999996,7962122.760000003,15356598.349999985,11272318.710000008,10904289.890000008,11065203.239999989,9394335.282000013,11345891.219999997,14246370.980000017,12017521.890000014,10052453.22999999,7307676.525999992,15795263.99999999,10092923.140000002,9881770.856999965,9608923.91200003,11422615.230000023,14076100.329999987,12219425.830000019,14440986.589999994,11417144.330000008,10941547.900000004,13606691.639999984,10168802.190000005,0.6380267853371819,1.3744928933656202e-13,0.007081473521056,0.1538806902208466,1.9119986309415305e-14,0.0024224771023058,0.0606130468932362,22.245042879004203,1.0424568024534584,1.262136401738415e-05,-9.295884094470787e-06,0.4625173070628744,0.0110931329400105,0.354191748985693,3.325479876079235e-06,23.28749968145959,0.0006928287428821,1.2621364092413023e-05,22.245042879005037,False,True,22.790516474106543,23.42854325944375,0.6380267853372033,-9.29588421633379e-06,False,12.861857501277097,2.149876364417712,0.8128158743639697,False,,,,,,ns
m_200,Unidentified_10.205_228.0845,Unidentified,228.08454,10.205,Unidentified,metabolite,-,HILIC,Unidentified,4430028.373000003,3644718.327999996,4341156.353999996,4425248.214999996,3616654.609999996,2155262.5299999975,4136852.5310000004,3103421.7609999985,4701933.195000002,3313487.4849999985,1049477.0970000003,4667792.923999995,4114643.1040000045,3372346.8680000007,1659781.215999998,3485488.283000002,4252767.987000004,3228866.168999999,3033812.355000001,3575918.8559999927,4052695.578999999,564875.9480999999,2538910.596999996,3564763.0860000127,3983687.4450000008,3190991.987000001,1061558.5809999993,4488126.193000002,3799479.9879999994,5010821.783999998,5497768.131000006,5376957.173999994,4030086.087999999,4822078.6159999985,5157944.214000002,5601733.173999996,1787909.506000003,5563254.9520000005,7503453.960999992,8662587.410999991,6425197.377000007,6111139.429999999,2235211.357000002,6306228.745000008,6236326.215000007,5002915.4559999965,1284724.889000001,6910101.263999992,7067055.093999993,6416798.103999998,8180004.234999989,8481149.832999997,8058353.123999997,6544670.586,9216189.124,6048102.806000005,7690489.378999974,7610205.764999991,7308274.756999995,0.8742767818906394,9.40852588907798e-06,0.8842821671999692,0.029941239876116,3.9597273614075525e-06,0.8416056680022418,0.0051424982611923,22.383250920032545,-0.7932399556402348,-1.9275080586386798e-05,3.895020360218861e-05,0.0577906220317328,0.2354289096215568,0.0282595731581717,1.9675122971033594e-05,21.59001096439085,0.0748560337192743,-1.9275080515009334e-05,22.38325092003192,True,True,21.550215173070654,22.424491954961304,0.8742767818906465,3.895020348604293e-05,True,5.026478415721424,0.0534091330587574,1.5237302193501423,False,,,,,,*
m_201,Unidentified_12.819_290.9033,Unidentified,290.90334,12.819,Unidentified,metabolite,-,HILIC,Unidentified,22194601.889999986,21184580.310000006,19097815.88999999,18676032.530000016,14280237.430000033,10267747.569999967,13489892.049999995,14613492.410000008,14248403.379999995,15328525.239999995,12196004.629999992,14667483.739999954,14459781.660000011,14889259.940000007,15371120.880000051,18432591.77000001,19702847.14999998,15533533.859999994,17929757.510000005,16437084.01999998,12746380.370000001,7806279.684000006,13494650.69,12696350.480000041,13755846.140000012,13050071.009999989,12833611.329999996,16832239.790000003,16553486.949999988,19273701.519999985,20044702.40000006,17956630.87000001,14360562.129999986,17522382.31,19943262.38000002,12800890.130000003,8366354.72799997,16303709.240000019,11106702.759999998,15619508.610000037,11960496.290000001,12675138.880000014,12696255.450000009,12241002.139999975,13742861.669999992,14818214.699999973,12120683.729999993,19821957.55000007,21223091.460000016,20931238.769999985,13720540.899999987,11625566.40999999,11795000.620000005,14166966.239999995,13727744.420000011,10848445.199999996,19380114.96000002,18675462.279999934,14677520.800000018,-0.0193765796694762,0.8346338489689552,0.0005530712103524,0.3200937435255843,0.7961305131400112,0.0001181507695642,0.1731096043765048,24.540246945225967,-0.3748374013563609,-1.636973712872809e-05,8.070135879271927e-06,0.1385650696952033,0.0031058392040359,0.0812199011920285,-8.299601299171638e-06,24.16540954386892,7.4945729550902e-05,-1.6369737049366098e-05,24.54024694522569,False,False,23.83277513363665,23.813398553967165,-0.0193765796694869,8.07013575019446e-06,False,0.078504006249831,3.257218947769291,0.4947228143871676,False,,,,,,ns
m_202,Unidentified_12.817_285.9889,Unidentified,285.9889,12.817,Unidentified,metabolite,-,HILIC,Unidentified,748398.8056000023,1264756.4219999996,1288992.676,1448734.119999999,1966733.9720000012,3809254.5560000115,2069395.148000002,2001961.4549999994,1266175.1849999996,1062323.1730000007,2721895.0100000007,1163857.8170000007,1180619.5130000014,1029467.5590000001,2512987.007,1785326.9099999985,1445354.7670000014,768485.9514999988,3081345.3889999995,1468425.8440000005,1471861.915,5915092.273000003,2334802.1429999997,1956101.9979999952,1743843.6439999987,1485831.9870000014,3779691.304000001,1595750.6750000054,1375297.1059999987,886974.1709000001,1491679.4210000022,1273145.6599999995,2378235.719999998,1309555.3529999976,1364104.3949999958,1330033.2949999997,11642076.990000006,1045321.2910000011,1194577.1109999986,809376.0522,1049789.3910000005,1172575.6160000027,2023612.6599999988,1124184.9119999981,1076447.8519999988,1931740.3959999946,4291884.563,944848.5468999989,762626.3573000008,1557394.2980000016,890396.7582000014,1850179.3369999991,1292978.287,794515.3203000006,1095330.9190000012,3391741.13699999,1241069.6999999995,1407980.8749999986,2822950.8770000013,-0.2194818290007241,0.3177788639448244,0.1955028246253639,0.2751217367646213,0.2609440351910304,0.1200212514555995,0.1376584985231072,19.666101539480444,0.7670971097409203,2.400243515510712e-05,-2.280551605596644e-05,0.9435674048231174,0.0795189647262965,0.919925149184311,1.196919057933883e-06,20.43319864922277,0.0146734782319638,2.4002435221092243e-05,19.66610153948105,False,False,20.703445406227655,20.48396357722693,-0.2194818290007241,-2.280551616315836e-05,False,0.4978749918907232,0.708846963534881,0.5604750956008777,False,,,,,,ns
m_203,Unidentified_12.594_169.0584,Unidentified,169.0584,12.594,Unidentified,metabolite,+,HILIC,Unidentified,11776774.450000003,9699236.697999991,11964087.330000006,11035289.940000009,10422928.720000008,7646505.081999979,9694046.746000007,11229064.249999996,11011655.809999973,9930309.27900001,5438210.455999997,12160515.809999995,11989529.22999998,11145977.649999993,10685551.040000036,12423509.620000035,8714479.227999993,10534992.939999992,7410740.619999979,7485871.989000004,11964131.849999977,3929101.5869999956,7761496.921999999,10940191.500000011,9549575.950000001,10347857.03000001,5319245.9880000185,6717163.538999994,8391853.308999995,10819470.14000003,9597081.266999995,9181215.42100001,6416978.509999991,12286753.199999964,11687940.640000012,10250547.369999982,8209801.066999985,9914980.592000019,9381933.33,10673677.420000004,10802759.889999999,7563727.627999997,6642100.847000001,10686751.360000024,12203600.62,11648793.480000006,5276646.461999996,9129006.426999997,9944474.225000001,7937871.360000001,10113788.929999994,10164712.379999965,8264692.78599999,11658904.960000006,9967744.665999973,7319990.612000003,9403039.765000006,9552530.091999982,5890553.563999995,-0.0028698502916242,0.978657325934469,0.0517449236397508,0.1541693052775763,0.9744898710333996,0.0249727097764589,0.0610549839211409,23.79361537127234,-0.5827022144321266,-1.5135308804464526e-05,1.3383733068464964e-05,0.7799311469554128,0.0610546065594564,0.6963473263803472,-1.7515757839219897e-06,23.210913156839148,0.0099575505420505,-1.51353087280073e-05,23.79361537127189,False,False,23.13949342340729,23.136623573115678,-0.0028698502916171,1.3383732944085313e-05,False,0.009369348551729,1.2861322496078964,0.81200208462179,False,,,,,,ns
m_204,Unidentified_11.718_310.1249,Unidentified,310.12493,11.718,Unidentified,metabolite,-,HILIC,Unidentified,3242931.1779999966,2813902.443999999,3522431.5970000057,3314084.616000003,2815433.6410000017,2550215.167000001,3173338.3170000026,3616386.274999998,4864776.254000002,4006718.4620000003,2580801.217000002,4578872.478999995,3606579.619999999,3501971.169,2301807.1950000054,3351603.976999999,3159107.356,4153544.690999993,3120467.2449999987,4086658.0119999987,5402204.756000007,1978457.6289999979,3593740.9800000023,5045108.126000001,4023802.921000012,3610350.660999996,2193065.5640000016,3378034.0700000026,3762644.0979999993,3086111.194999998,2079724.1349999988,1569898.229,2397232.9619999984,1850567.537999999,1842429.8549999995,4516235.228999997,2494341.423000002,4530264.912000001,4650031.829000011,4277578.606999998,3053779.1029999983,4221528.440999985,2922880.0069999998,3608063.1800000025,1806862.9790000007,1795839.8329999987,1080657.7909999995,3836886.4880000004,3894638.0979999984,3028261.8260000017,4615311.618000009,4030371.853000003,4691133.346999997,4331215.517999996,4461069.284,3708789.141000003,5290914.484,4356434.177000001,4126301.430000002,-0.1011826289481803,0.3767515183523853,6.114981065167504e-05,0.0076293967266731,0.3155453374431143,8.07229579929848e-06,0.0006768449899461,21.510541665957888,-1.2936451144126615,4.316341574099135e-06,2.8197447383043427e-05,5.1055142717295865e-05,0.6480747853974231,5.109137773696747e-06,3.251378891479939e-05,20.21689655154284,0.4134983903990655,4.316341641505976e-06,21.510541665956875,True,False,21.69708650973441,21.595903880786235,-0.1011826289481803,2.8197447273293416e-05,True,0.4239449887525906,4.2136048834038204,2.11750980131577,False,,,,,,**
m_205,Unidentified_12.796_314.8929,Unidentified,314.8929,12.796,Unidentified,metabolite,-,HILIC,Unidentified,14263680.199999997,13342786.229999995,12554692.419999987,12258145.360000007,9980205.597999979,5081762.500000004,7833267.449000009,8789959.092000013,8408941.270000003,9388945.78700001,6431599.783000007,8054804.874999993,8291931.614000023,9224637.922999995,6892278.5,11346218.68999998,11516453.23999999,8884857.657000003,7726621.869000008,10272011.620000003,7751720.256999987,4172599.5719999885,7888123.857000005,6445224.332999986,8127651.319000009,7149149.223999995,7531250.41099999,9608569.102999985,9208449.857999979,12065736.400000017,13456582.679999987,10622859.959999962,8526571.843000023,11592386.610000033,11891563.64000001,7687546.9140000045,3255237.254,9565334.562999973,7010430.651999991,10041984.460000006,6329412.767000013,7708226.955000006,7875149.669000001,7164642.612999982,7809664.749000003,9615380.728000006,7830074.464000003,12776486.010000005,12839003.42000001,13718614.24000001,9029271.337999985,5942342.453999986,7277011.121000002,6973389.108999995,8407780.13700001,6459260.716000022,11379281.680000024,12522241.380000008,9510668.420999993,0.038758018040415,0.7423354083433399,0.0004963508018107,0.320227973490282,0.6885964362702237,0.0001025110598487,0.173636944718007,23.955750282257878,-0.4189857264364702,-2.1253353690779624e-05,1.0389006605537804e-05,0.1412442282587268,0.0020820119816738,0.0832027746307617,-1.086434713370526e-05,23.53676455582064,3.694130556554095e-05,-2.1253353613426556e-05,23.955750282257554,False,False,23.03721698279838,23.0759750008388,0.0387580180404221,1.0389006479721292e-05,False,0.1293998237240576,3.3042112722196197,0.4945407329981438,False,,,,,,ns
m_206,Unidentified_9.053_223.0815,Unidentified,223.08152,9.053,Unidentified,metabolite,-,HILIC,Unidentified,2470155.064000004,2556348.2449999987,1309811.319999999,1608999.1639999982,1348219.794000004,364943.5149999994,301769.015,493621.8730999996,527604.8666000001,348231.48329999973,420380.04070000025,483973.4565999992,495207.15630000154,847303.2690000003,1508613.8589999988,1625635.8470000015,1985406.8940000017,561029.6713999982,493385.49769999995,349502.04450000066,351947.0152000002,248100.69459999996,402045.92039999954,864682.3761000009,311920.2570000003,399842.3367000005,359436.5835999997,491267.02599999926,308142.1022000003,1796858.8179999995,2424760.3979999986,2928166.149999997,1521450.4950000015,1422399.7600000012,1211743.4680000008,135197.63469999997,472595.0824999997,295618.97969999973,137105.90139999994,195451.71480000016,911325.6049999989,345080.6653999998,345804.87249999994,591047.1616999998,2293261.625000002,1420353.1539999987,1560041.8399999947,221923.79969999974,191087.30900000018,92009.41753000002,80479.92557999994,169199.94490000003,120095.32909999992,235993.77630000003,247037.7934999998,171819.89929999993,84612.6791800001,152246.91069999995,131254.26279999988,-0.68587609082266,0.0009326518731102,1.2054001784259613e-14,0.0334430676757755,0.0004997531328589,2.2109511318207076e-17,0.0063921167902717,22.166971464680437,1.0064107627653538,-6.717171783161157e-05,-4.117555021731139e-05,1.5142778663211593e-07,9.222797812987213e-06,4.2988725800458745e-10,-0.0001083472680955,23.173382227447654,1.3091267300194765e-08,-6.717171775691828e-05,22.16697146468124,True,True,19.263925636533703,18.578049545711043,-0.6858760908226635,-4.117555033863301e-05,True,3.0302804332102617,13.918868748582886,1.475693892310889,False,,,,,,*
m_207,Unidentified_11.339_102.0186,Unidentified,102.01856,11.339,Unidentified,metabolite,-,HILIC,Unidentified,2864511.9569999976,3048597.1550000063,2409057.2080000015,3489208.0950000007,2363861.7250000006,2919271.7530000033,4503442.168000001,1864011.9099999997,5228331.421999996,3868860.0699999877,1253247.5520000036,4542058.953000013,2869885.994,2891727.6460000034,1519979.8259999987,2701099.1420000005,2988371.241999998,3314707.293999998,2415294.5889999913,2883818.5769999977,5555534.705000007,1594489.7289999982,3587638.5460000043,6140402.706000009,3287828.512999997,3986527.9719999977,1883634.8879999986,2608093.241999991,3173893.5930000017,3645620.972999998,2502852.1120000095,2465194.0209999997,2709975.059999998,2841296.5910000014,2449814.1289999983,7878317.772000004,2182234.210000002,4163020.7510000034,3729398.702999996,4395194.377999989,3931827.495999996,2322190.9340000004,2486740.370000002,3700457.0559999994,3430320.595999997,2484151.556000002,1180339.194999999,2669815.6299999924,3858242.8440000126,3464067.8180000125,4909640.471000002,10776630.719999973,5861482.467999983,4104028.2130000014,6798292.481999992,8974842.832999993,3582232.252999999,3512667.765000004,3048615.173,0.2787677004629216,0.0742288392814262,0.0032446576507408,0.0991158938135076,0.0531033853766342,0.000953362858344,0.0339062177559337,21.214021911051624,-0.7354152624510069,6.536583074736104e-06,2.403618513688972e-05,0.0012926079694192,0.6671850335121597,0.0003275236749358,3.057276816917502e-05,20.47860664859927,0.4299531656700078,6.536583142421693e-06,21.21402191105105,False,False,21.496521764495583,21.775289464958497,0.2787677004629145,2.403618502675333e-05,False,1.129427330469986,2.48883111958399,1.0038566982691404,False,,,,,,ns
m_208,Unidentified_9.52_149.0186,Unidentified,149.01861,9.52,Unidentified,metabolite,+,HILIC,Unidentified,7720015.360999999,12656550.739999998,10382727.890000004,9886640.793999989,7671041.709000026,2063106.202999998,6592841.941999996,9453115.430000035,9348593.313,8470917.204999993,1206715.5480000013,3735630.5620000004,8063598.641999996,13474061.370000005,3406088.1580000017,6905741.083999995,11079492.530000037,9167719.03700003,3490346.030000003,4647365.861999999,3733269.9019999965,363219.3375999998,6501176.519000005,10734396.190000007,7145064.387000001,7652012.135999989,917730.433200001,9585355.500000034,6153467.839000001,2501118.332000002,2191321.324000001,2167581.7419999973,511895.6829,2420052.690999994,2724643.065000009,2041215.0510000011,236379.19400000008,3200401.469000011,4214017.617999995,4014625.2490000054,2746365.2400000095,2017450.7900000021,360037.22439999966,1256328.145999999,1424985.534000001,1588213.4630000002,126691.37929999993,3831842.906000004,3325671.5800000005,2401114.1870000055,2926318.3439999977,3183555.3589999964,2903320.1110000005,2870802.38300001,4418362.378000004,853618.7141,4324441.142999999,4175689.0850000056,799368.0266999995,-1.591940178621897,1.2726996069104954e-05,0.7430572601052051,0.0686613451443966,5.4737825534972335e-06,0.6618430528261409,0.0194434895050491,24.00716781112973,-4.151138102717516,-3.700041847486802e-05,5.963743156727829e-05,0.3110219599165544,0.1512403587742298,0.2178698895937822,2.2637013048616333e-05,19.85602970840455,0.037373831706351,-3.700041840568885e-05,24.00716781112645,False,True,22.408073521457418,20.816133342835524,-1.5919401786218934,5.9637431454305184e-05,False,4.895274090027394,0.1289777181512107,1.1632876925638316,False,,,,,,ns
m_209,Unidentified_12.74_162.8415,Unidentified,162.84152,12.74,Unidentified,metabolite,-,HILIC,Unidentified,958800.7759999995,1386340.1679999973,1154686.975,1278401.1010000007,2286330.884,4077108.1050000014,1373038.8800000013,1982547.3019999978,1191283.6880000033,1330328.5850000007,5411616.972000007,1049955.3120000004,1109222.8779999989,1385374.516,5085115.214999993,1480678.3609999998,1199722.5010000037,1180493.612999999,2541843.357999998,1390152.5790000001,1093453.2989999992,9011740.421999997,1758066.929000002,1086377.4949999987,1898860.9269999997,1113355.095,5051956.597000005,1312373.1379999986,993235.1413999995,1273648.7579999985,1288151.125000001,1220499.4280000003,4358223.905000014,1194706.2760000008,1133156.1600000001,956124.0741999983,15037352.30999999,909907.9537999994,1293622.0529999996,1031744.0659999996,1122574.7079999996,1610396.3579999981,3692916.630999997,1311744.3739999996,977266.4277000035,1537277.7219999945,5702594.547999984,1204983.1540000006,873316.6780999991,1581827.7139999988,917347.8628000004,916734.5648999966,1230835.1030000043,1100622.6870000032,930432.5023000028,4063563.9290000075,1595127.5059999942,1530747.170000002,4392627.927000003,-0.1099122426461818,0.7072622928012346,0.6564217103557718,0.5188069069236394,0.6525486023006424,0.5557921223949154,0.3442756976391787,20.055989798715125,0.6719466089520623,1.5230839544147494e-05,-1.8145234231980752e-05,0.8838440514367744,0.4694940177246092,0.8361704191378425,-2.9143947297158795e-06,20.727936407668444,0.2429106734714266,1.5230839611194163e-05,20.055989798715665,False,False,20.714240426643187,20.604328183997016,-0.1099122426461711,-1.8145234340910043e-05,False,0.1504194954095398,0.1828170636156097,0.2849942507474483,False,,,,,,ns
m_210,Unidentified_11.596_143.0339,Unidentified,143.03391,11.596,Unidentified,metabolite,-,HILIC,Unidentified,9241849.44199998,8482380.874000013,9451670.193000007,9707386.416000007,8001811.456999999,6999679.279999999,8160441.081000005,5866926.947999984,10616001.310000006,9228092.717999998,7079056.986000002,15865020.270000044,7930256.119999999,8891663.479999997,7697859.340000026,10258661.400000025,9754217.593000008,8943292.109999988,7691262.928000007,9175152.842,16607924.849999988,8428180.94400001,11051553.679999989,10927760.549999965,11021159.170000002,8923664.101,7072304.803999999,8643793.162000008,8325210.000999991,12050025.140000012,10267417.530000005,8324113.346000013,9567678.651999991,9986163.822000012,8505188.741999997,17933856.14000002,10704590.589999996,18589996.54999998,22489155.10000003,20407497.230000015,14097869.04999999,17395159.03999999,14812817.909999987,18085694.760000017,9673359.474,9185746.997000007,7424468.84599998,20415117.20000006,18750990.35000001,17634394.229999963,22913610.470000017,20906030.34999999,24491025.62999999,19129515.12000005,22951316.969999988,21480281.180000007,23472789.640000015,20453707.49000002,20903995.319999978,0.7641782654568701,6.269066448030909e-12,5.555495253644723e-06,0.0004515888028993,1.1924129226914716e-12,5.244009004504955e-07,1.0989716752641237e-05,23.037112151611023,-0.576128299811105,1.797668832833545e-06,3.163544643748476e-05,1.6118507713288182e-06,0.8527632655290405,4.003887650568392e-08,3.343311522393499e-05,22.46098385179888,0.708719505986165,1.7976689068332672e-06,23.03711215161058,True,True,23.114804302334765,23.87898256779164,0.7641782654568736,3.163544631710172e-05,True,11.202797126897329,5.255277219110572,3.345256834903201,False,,,,,,***
m_211,Unidentified_14.725_352.996,Unidentified,352.99597,14.725,Unidentified,metabolite,-,HILIC,Unidentified,8237853.656999999,8918608.918,6397307.767000008,7432781.2050000075,5794645.013000005,6722974.195999989,7396131.291999993,6330535.773000007,7965237.438999999,9898966.366999986,5451154.327000002,8993579.437000006,7418590.878000003,7772655.329000029,7130539.079000006,6447333.583000004,7162500.085000002,8607479.287999997,5736154.372999995,8364935.154999983,5893849.225000019,11083027.570000006,6545242.605999998,7207071.194999993,6175267.173000004,8198709.696999989,9303326.974999994,8515822.577999992,15062497.18000001,7181203.192000001,7282835.064999995,5056214.375999995,5251320.581999993,6970085.080999996,6575889.796000004,9794383.454999998,21941856.239999983,8660471.994,7381255.848999992,7089356.284000002,8039059.607999991,7056976.973000015,5556898.996999994,7140092.659999987,8720262.036999993,6107995.979000005,7574541.111000011,13406826.889999991,7898651.516999989,7714078.678999999,7789518.171000006,10433421.03,5249715.133000014,7598993.808000008,8360361.990999991,7803135.648000006,6680060.763999997,11143662.760000015,5745173.812999994,0.020152547485992,0.8664739021563724,0.0979457563515599,0.4915757204769802,0.8335507453790159,0.052066267925705,0.3192276680173435,22.71059717860969,-0.2958390340824448,3.433081625968838e-06,7.515529777848196e-06,0.1169914658073026,0.7013099565139796,0.065345836472922,1.0948611357742768e-05,22.4147581445267,0.4733468904505284,3.4330816995278726e-06,22.71059717860946,False,False,22.858969050556677,22.87912159804266,0.0201525474859849,7.515529658214896e-06,False,0.062244513527289,1.009014375728717,0.3084095755888145,False,,,,,,ns
m_212,Unidentified_14.225_369.0597,Unidentified,369.05973,14.225,Unidentified,metabolite,-,HILIC,Unidentified,6585078.553000008,5887911.143999998,5829718.311999998,7427374.1479999935,2860748.0450000074,6657291.1839999985,8475225.428999994,2614439.483000003,5604689.021000009,7139245.278999978,3419261.0450000046,8678942.470999993,5657593.738999994,5511791.4089999935,6776115.4449999975,4988860.106999999,5635446.719000003,7397550.081999993,4693271.664999996,6672987.979000003,5633767.957000021,8791543.280000007,1714377.1199999982,6530075.67099999,5476153.673,4273965.452000004,4640792.272999995,6325615.531000016,6283960.477000006,5297754.047000003,5742048.0609999895,3891403.389999997,4774631.818999996,6324402.13,5301744.956000007,6635701.526000024,5460874.533000008,6754606.587999995,5395288.837999998,5532615.555,5297019.060999998,5951747.279999999,6646104.324999992,5468818.598999981,7021490.524999993,5779078.7159999795,4520847.156000004,4808569.697000004,5387677.610999994,3831975.329000002,6679633.892000004,6471249.918000006,5347136.318000016,4357781.288999996,7623176.675000015,5017778.0749999825,4816528.714999999,5179133.9100000085,5330359.650000015,-0.0013086455853326,0.9910234992016056,0.8450617405390887,0.5245759824007623,0.9903201468245992,0.7886843071745221,0.3495932203508274,22.618217268129648,-0.3421922526316265,-5.33100898404596e-06,7.936026201789782e-06,0.5516900605972821,0.7264841572961005,0.4444061169467105,2.605017171917818e-06,22.2760250154974,0.5079859454805388,-5.331008910892451e-06,22.618217268129392,False,False,22.387820254395294,22.386511608809958,-0.0013086455853397,7.936026082810269e-06,False,0.0039160473789144,0.0731115601675775,0.2801915973705181,False,,,,,,ns
