i,unique_id,ID,m/z,RT,molec_class,Type,polarity,lc_type,superclass,1091_8_FBG,1091_10_FBG,1093_8_FBG,1093_9_FBG,1093_10_FBG,1060_8_FBG,1060_9_FBG,1060_10_FBG,1062_8_FBG,1062_9_FBG,1062_10_FBG,1074_8_FBG,1074_9_FBG,1074_10_FBG,1092_8_FBG,1092_9_FBG,1092_10_FBG,1102_8_FBG,1102_9_FBG,1102_10_FBG,1076_8_FBG,1076_9_FBG,1076_10_FBG,1082_8_FBG,1082_9_FBG,1082_10_FBG,1101_8_FBG,1101_9_FBG,1101_10_FBG,1091_8_RBG,1091_9_RBG,1091_10_RBG,1093_8_RBG,1093_9_RBG,1093_10_RBG,1060_8_RBG,1060_9_RBG,1060_10_RBG,1062_8_RBG,1062_9_RBG,1062_10_RBG,1074_8_RBG,1074_9_RBG,1074_10_RBG,1092_8_RBG,1092_9_RBG,1092_10_RBG,1102_8_RBG,1102_9_RBG,1102_10_RBG,1076_8_RBG,1076_9_RBG,1076_10_RBG,1082_8_RBG,1082_9_RBG,1082_10_RBG,1101_8_RBG,1101_9_RBG,1101_10_RBG,mean_sampling_log2fc,qval_sampling,qval_ogtt,qval_sampling:ogtt,pval_sampling,pval_ogtt,pval_sampling:ogtt,model_param_Intercept,model_param_sampling[T.RBG],model_param_ogtt,model_param_sampling[T.RBG]:ogtt,qval_fed,qval_fasted,pval_fed,coef_fed,intercept_fed,pval_fasted,coef_fasted,intercept_fasted,signif_interaction,signif_sampling,fasted_mean,fed_mean,Log2 Fold Change,Fed - Fasted slope,signif_interact,log_qval_sampling,log_qval_ogtt,log_qval_sampling:ogtt,is_id,lipid_class,extra_lipid_label,fa_carbons,fa_unsat,fa_carbon:unsat,pval_asterisks
l_712,Unidentified_16.155_966.8461,Unidentified,966.84613,16.155,Unidentified,lipid,+,RP,Unidentified,947392.408625079,1330708.9658740445,955394.35223616,1465028.4707021492,1157966.614447222,2234754.2962290323,1454971.6421678592,1200110.9815602093,1395160.3012096907,1509938.7078099628,1189673.5161244236,1269990.2647840753,1270138.5483698857,1035890.7121455888,1219619.759612942,1383715.9781969236,968319.3108663769,1919431.4603571738,1773041.0077771489,1081177.607536795,2112112.4379243776,2794622.3268122207,1592643.5939999984,1254679.2333541422,1056823.6048021042,647699.2648452641,1053528.6552240278,726744.2091489143,1054294.8823038097,102959.39046223625,466286.67203887843,64893.617267580776,309833.0644729835,1118458.1652250255,377825.5254711213,340719.7689034815,329994.56044494605,426391.94303972705,1414118.489831068,791303.1676469749,338230.9438449741,371502.5293720078,363504.44745586364,393436.0624268796,99334.9459283314,222651.59794942432,66037.60053096083,975730.0648767526,1137650.95647215,919532.5444179684,2345043.4155816333,3970329.3099416234,1638991.9642217637,1044610.8350016489,1942249.329964852,1455827.3479603357,240149.97529708323,546995.9601476967,511352.8275647848,-1.326006708067588,1.0059243944516726e-06,0.0001428284451324,0.007640228202631,3.819514201785983e-07,2.2807949009799995e-05,0.0006832283559485,19.972980902441464,-4.070671361511946,7.302690812605784e-06,6.485146860697922e-05,0.000620907196552,0.5293063529139589,0.000118540834544,7.215415938393972e-05,15.902309540921996,0.2900102941444828,7.302690868780951e-06,19.97298090243825,True,True,20.28859061094063,18.962583902873043,-1.326006708067588,6.485146851515876e-05,True,5.997434659743665,3.845185291622527,2.116893669478852,False,,,,,,**
l_713,Unidentified_16.162_937.7966,Unidentified,937.79657,16.162,Unidentified,lipid,+,RP,Unidentified,13625445.38855348,15648546.6163217,15568092.537237557,17679760.426032588,16119760.781792441,20299962.188114695,15529256.691347418,13544050.274069555,17488277.17336293,16971961.061495382,16847206.00219813,15289893.06190459,16913920.281301178,15228094.791764596,12037976.119780174,22566267.11092528,17314389.22710356,20065528.544822417,16219358.427861614,15290554.119723516,25215969.3168981,21615548.037836377,15673612.99000004,16273814.89407357,9230649.445727838,5836235.072668472,12991696.691785257,10718535.727598913,9548516.189780252,2032084.390164242,6414032.126242636,1882017.9379613386,4153459.969381995,12619769.06144315,6939517.643623355,6194580.717297377,6791988.991716517,6250341.186442896,15190999.436312318,9746606.226228062,5219158.078061151,6255168.168731206,6495290.900442477,5917434.866861588,4502946.600300374,3755100.69425001,2422122.542562732,11700661.203496575,11591432.79541507,9163341.915618422,23221032.77739107,29174771.826276645,12846218.822058428,12779809.83943824,14060672.946029326,10299126.766802909,4994574.7054219805,7357271.074604967,7431669.965872167,-1.0475541457355677,1.8143156092578662e-08,0.001991362283175,0.0014219929091161,5.691465573399409e-09,0.0005427133546765,5.3488732564342006e-05,24.106607882245,-3.265251459216235,-5.776535449850725e-06,5.217847390949743e-05,0.0003567998493866,0.6094360681879625,6.128145035597018e-05,4.6401938414516245e-05,20.84135642302273,0.3676512831510065,-5.776535378366382e-06,24.106607882242425,True,True,23.856955982733183,22.80940183699762,-1.047554145735564,5.217847379288263e-05,True,7.74128716301095,2.700849722759662,2.8471025692457674,False,,,,,,**
l_714,TG 16:0_16:0_20:5_16.179_870.7545,TG 16:0_16:0_20:5,870.75452,16.179,TG,lipid,+,RP,Glycerolipid,5226003.628908224,8036316.1998225795,7226242.301912978,10917078.99605758,8609693.070056662,14915071.321216537,11027624.7853074,5919646.23416112,9440118.62882348,8838619.717063285,9314763.69972274,8895691.381789878,9148919.646080336,4887587.707070551,3562905.093263322,12877134.717641354,8622227.444216102,15066040.927971378,15316151.513675965,10500437.164405381,24347261.91775184,21730749.920595467,6886602.404999989,6357557.43857281,4590780.604601768,1589383.3022821257,6214793.208587589,6207263.258130247,6182296.611487585,914846.144442846,5679332.466973576,977380.6144623463,1804508.6305467924,6721404.745541289,2686660.0771555444,3195118.0241510808,5039413.787773128,2878392.91534262,9033597.631375806,4834789.17288558,2499529.4731973317,4546039.291303114,3500984.6042891764,2865028.1822992903,3249488.792434781,2163784.303684369,1594790.873596592,6252765.391859499,10362143.554323848,6783989.508692962,26242228.43634324,34280854.56692157,14831246.157446468,8814805.579727732,21855346.16900958,14602494.522754487,1831621.7660528633,5273188.9927716665,5733841.182557516,-0.7577326927094497,0.0032833128034255,0.0005383494283029,0.0082305237279047,0.0018898273126884,0.0001142416458925,0.0007827467562379,22.81852911524763,-3.497693241850648,3.4934288226373203e-06,6.466823209219892e-05,0.000179678843665,0.8814241545342621,2.575949355596123e-05,6.816166087263769e-05,19.320835873390543,0.7717630878747848,3.493428889392407e-06,22.818529115244885,True,True,22.96950908869117,22.211776395981733,-0.7577326927094354,6.466823198324529e-05,True,2.4836877397713564,3.2689357438073405,2.0845725287121253,True,TG,,52.0,5.0,52:5,**
l_715,Unidentified_16.189_911.7812,Unidentified,911.78119,16.189,Unidentified,lipid,+,RP,Unidentified,799372.249194976,1302668.8711499427,1013215.8390490398,1872265.0494967322,1584706.1760618484,1551722.6765248307,1223576.8856292951,977493.0021349253,1642293.049120777,1830585.5987398147,1583004.4956676422,1757869.1824626748,1594844.2175303223,1294437.8286583533,1125674.6271072463,2153257.9442460267,1308024.6470998616,2280793.392819995,2069994.0338610124,1788674.5833537492,2913069.4141207677,1951080.3268587538,2055367.9850000057,1809390.4925404133,853816.5492026939,570605.3747233042,1438552.0482602804,1121035.5991728688,1107770.294276078,402897.978518185,1124571.6260578413,445607.26666238025,631993.7463198457,1842156.3507900075,871152.5200897902,854116.5530001405,1141355.5645392037,971233.4739461279,2171849.7780358437,1346414.4894506005,819992.1469649803,972203.6832127844,1072429.2860266294,945929.9058646543,627027.0816376634,530838.8844633574,614858.4274490217,2058742.9055591107,2237125.045029897,1910306.279788074,3801429.3460450247,4140098.3979395926,2661465.068411324,2374918.9094190425,3932840.0046915235,2381406.40375823,632781.6204797064,1298411.2115786348,1061619.5076629,-0.2246872891722056,0.217702479584782,0.0002872561977481,0.0125686507132142,0.1708864034214116,5.4026183394798365e-05,0.0014746322208712,20.24250446440815,-2.021836975692884,5.246610700526767e-06,4.2472229264323566e-05,0.0002905287459862,0.7216795840672012,4.598148357340731e-05,4.771883992603247e-05,18.22066748871153,0.5004123162765476,5.246610762161932e-06,20.24250446440655,True,False,20.469253935666565,20.24456664649436,-0.2246872891722091,4.247222916387053e-05,True,0.6621366244092705,3.5417305923392326,1.9007113427800977,False,,,,,,*
l_716,TG 60:10_16.2_972.8016,TG 60:10,972.80157,16.2,TG,lipid,+,RP,Glycerolipid,4178834.649091822,5336876.49851768,5282060.529107661,7565702.345132774,6052098.549909732,19094230.674889497,17132782.64775289,8558186.136696393,10965301.282360952,15932433.730892377,15521168.357757092,10618673.263884405,7779588.635096228,7396360.902579988,3830690.265488487,9349506.706452211,5992856.376553013,12198877.595308674,18214377.22334274,11728462.014697453,37420984.4719565,39538441.99523776,10717847.51999997,16088487.74025038,7882184.856044511,6365325.021767441,14459880.416935027,11345843.354654556,14941591.933151532,689139.349919558,904355.8374432238,408608.41740181105,1562230.468154007,2608717.123365075,1291803.4668959219,3161290.811084713,4078214.4174486343,3194915.0925444206,7130977.9918092275,4270960.403937031,1338302.6583427417,2415108.2493039393,2567407.396511586,1796089.8810909044,979228.8337171221,927974.8200336033,686534.6910768229,4809261.610175669,5625919.844641116,5252944.467170078,21662704.276048373,29945739.957473885,11263089.764007473,7490252.054617904,14777519.857455049,9455295.415740103,2290701.168099428,3881978.4163170215,3295668.9461067203,-1.768089057378358,5.817898564606069e-12,3.3334420119026755e-11,0.0143405413831933,1.0900817750574894e-12,2.602403274019123e-13,0.0017709398159514,21.345413532129697,-3.8342566406214313,4.585306718203321e-05,4.958602210970243e-05,8.420602022428073e-07,0.001358751526111,1.1354963692415429e-08,9.543908925298076e-05,17.511156891501198,1.806040554714655e-05,4.585306724322172e-05,21.345413532126685,True,True,23.32710404136624,21.55901498398788,-1.7680890573783614,4.958602200975904e-05,True,11.23523385497206,10.477107095399594,1.843434452901462,True,TG,,60.0,10.0,60:10,*
l_717,Unidentified_16.202_993.7291,Unidentified,993.72913,16.202,Unidentified,lipid,+,RP,Unidentified,865975.092035503,875118.8179564096,873059.2306914368,1091956.211579686,875301.1386862028,3012471.130307113,2308694.4676267128,1122877.524442793,1983786.377913461,2144551.5641918834,1949031.101462526,1574541.0949164059,1230626.794561059,1200207.3855712253,804950.0447296447,1544503.5431312907,1032264.8552689375,1512902.8955918974,3051639.159909623,2037375.9939019503,4366218.500642884,6524788.099173662,2947279.9430000037,2416142.2341391044,1802682.5909883452,1899619.356460666,2604385.3116976162,2678845.336051304,3336552.3704267107,162822.56638417504,238301.71949080055,105070.21335631757,236784.89936468887,279609.3815886382,252268.85883253702,743003.9449433242,916539.4797557808,517314.05662722583,576795.7946504728,607115.2049949255,411592.29156782676,437124.2493241492,313613.4394740332,354609.4977568872,164073.12459059723,155981.09761278896,140035.2427147879,526871.8299287877,635178.6366038858,797677.8907792128,1792823.0941503695,1176597.8796862403,797665.8764987208,728483.0540136496,1108691.1555163267,1309133.2381164222,521359.61774193955,806978.4566328662,800200.9888789363,-1.9418107244274552,3.747341156454534e-21,2.4176526599828877e-15,0.1204820399790101,1.7819152411813609e-22,1.7158642015492457e-18,0.044550136855262,18.547407516396014,-2.7241748140247664,5.129437299350129e-05,1.942022997311049e-05,5.6845876685574755e-08,9.222797812987213e-06,8.068967591990739e-11,7.07146029321597e-05,15.82323270236622,7.706911581162481e-09,5.1294373048026925e-05,18.547407516393868,False,True,20.764261880955367,18.822451156527915,-1.941810724427452,1.9420229884132774e-05,False,20.426276767108725,14.61660609333806,0.9190776876894664,False,,,,,,ns
l_718,Unidentified_16.204_1013.827,Unidentified,1013.82697,16.204,Unidentified,lipid,+,RP,Unidentified,983548.3328216682,912755.8437391216,997817.646770158,1259320.24606982,1093339.2258090929,2691376.9915815224,2193547.944318548,1541740.8624393737,2307229.5282905553,2228662.3314809003,3168420.529184861,1455716.7162207079,1532814.305420279,1293866.2699822646,752607.0761710372,1698011.1535062958,1145190.1854155762,1881572.6867385565,2445778.5515187834,2083803.640733967,4151317.1256462308,6062436.729579486,1844894.4499999993,2466983.8096242296,1825035.8754732597,1203324.8092734586,2668444.2262244415,2535279.001213631,3107473.931326101,138109.2879815354,152296.53666832,89754.66312077778,154763.75559716654,336095.94681515335,276765.09295216115,652989.5491818695,789634.9830019546,560504.4327893645,921505.8721773,647048.3492676801,327284.15908719215,423987.35886351333,374215.70375009236,254025.36326498282,199228.2453599391,88162.03351791244,134251.0011955738,754326.3012681769,622755.9015701013,840373.8115455256,2006371.2266825517,1895935.815729896,1233575.5171945514,1067220.2704710618,1580333.2750365632,1482788.6021110043,425965.826968201,831041.552081327,923734.4635408339,-1.939034471167382,5.393277714448866e-18,6.845663459149243e-14,0.003404858807264,4.095675766118018e-19,1.943410492306385e-16,0.0001691555120713,19.020267555357265,-3.8308761297136655,4.1211534163605725e-05,4.5387695188024217e-05,5.75744097146326e-08,0.0002851946963125,1.2258568427530008e-10,8.659922931762668e-05,15.189391425636533,2.0240929475692847e-06,4.121153421720309e-05,19.020267555354245,True,True,20.80135900985242,18.86232453868504,-1.939034471167382,4.53876951004236e-05,True,17.268147216139173,13.164584455099837,2.467900892707872,False,,,,,,**
l_719,TG 46:1_16.208_794.7237,TG 46:1,794.72369,16.208,TG,lipid,+,RP,Glycerolipid,3999337.7762886034,2408809.0685923346,6129039.986905063,4981018.221474994,2337792.691351321,4359358.972761183,2279533.076546209,2366653.1139001283,2707987.1249171505,5575126.819706865,2654005.832008142,5491318.097410542,2605981.0041478327,2442685.7450510985,3251590.6634121365,3100514.41995681,3512805.314059426,6435510.2001121715,3695459.391783424,2404820.1213443205,5515285.529265658,3799309.348473251,1089910.9370000008,3489151.38201287,884947.5271040567,622903.1279721371,5817833.171356768,1638112.5077428103,991001.6771910156,1762206.224722902,3524475.9013947495,1152102.603980181,4582846.57125102,4791212.713155381,2815483.8165496564,3015813.821840736,3446177.7470794264,2620032.9277217546,6285425.278578544,4178083.05414477,2972209.1017145235,3928954.2584318398,4644301.118105858,3295500.123479795,4302436.70963434,2675043.997470692,2158556.8038787944,6653221.322513477,8089280.798442521,6852074.203773749,15992856.389636818,22554007.562938325,9715535.299645312,8277612.803593719,10275611.914154794,7496041.858292815,1124280.75862043,2579590.5644358397,2174538.944116935,0.5675959742217351,0.0221114801338982,0.3859954265115429,0.008914294177453,0.0142492717967207,0.2748453741894617,0.0009142700115356,22.44332722874392,-2.06268976011175,-2.292104363274082e-05,6.158083549785538e-05,0.0109380191572282,0.2358049042043535,0.0041764757321425,3.8659791821847575e-05,20.38063746862836,0.0753102958778985,-2.29210435640044e-05,22.44332722874229,True,True,21.452719244946643,22.02031521916839,0.5675959742217458,6.158083538585198e-05,True,1.6553821849441657,0.4134178410602837,2.0499130380155544,True,TG,,46.0,1.0,46:1,**
l_720,Unidentified_16.229_768.7083,Unidentified,768.70825,16.229,Unidentified,lipid,+,RP,Unidentified,408878.58308184094,322243.5401203624,1272725.7834575525,912897.5732929109,437457.2314314446,998649.0897240873,703339.9701254837,355142.5876976241,436572.0524270822,772301.4781196142,694584.1912458721,878491.163949006,347286.46566027816,422708.6225342552,298705.0967548501,460315.6313006101,461114.4536439392,1047834.9587943272,734730.9335796604,475590.2083489423,1362310.6997092897,759620.4214193273,157582.70810000013,761881.4642491008,177364.1205813187,159499.89821074752,726098.8908695766,497878.99381894746,241472.67997226538,387973.4715877499,711201.010658325,388152.7715143809,738337.0447229433,757401.1687210148,587276.1113915455,841666.7167290526,794457.3437713135,635305.786873668,1303262.3386864853,709906.6294736237,571607.4494688413,740242.5702914728,879054.8166339103,583435.6593175468,771820.494662839,539141.7531630178,527923.8267242657,1081775.809154071,1417182.8335485659,1605099.2274194355,2968184.951646047,4265091.477837597,2410447.4487778516,1991139.9610004055,2447477.0922233947,1667052.8380275525,233505.9583514552,554299.1630571058,586700.7316318743,0.7995202698220041,0.0009071542318375,0.0568313372849026,0.0348841100699782,0.0004848027938777,0.0278308181168082,0.0067341930014436,19.22887750116065,-1.2221339458617635,-6.122794329448683e-06,4.754965886409387e-05,0.0028364045770774,0.8168520572528476,0.0008716559133247,4.14268644968776e-05,18.006743555296637,0.635616118809406,-6.12279426933862e-06,19.22887750115969,True,True,18.964260889380714,19.763781159202715,0.7995202698220005,4.754965876621621e-05,True,3.042318869123345,1.245412124553178,1.4573723518485924,False,,,,,,*
l_721,TG 50:3_16.266_846.7551,TG 50:3,846.75507,16.266,TG,lipid,+,RP,Glycerolipid,53715442.61078587,74546447.20623937,66721995.61724936,114314139.3863134,76321834.94583648,92799633.9370304,79096747.88649745,59032143.48439572,99097608.69123933,105014193.83107187,79093902.64465247,119502631.27045257,100496830.75139987,73403290.93919614,58446204.121594794,81977754.88817427,76252628.22150213,131815186.55758178,93152424.5987156,79366528.21383783,197325202.25040042,139046728.87220415,78021877.10999998,109818747.30211344,40651523.24218233,26556224.645999752,87321247.97252576,35149021.772334725,35162001.6077113,41857609.75480496,96938074.42966482,27488171.43524236,78593491.02494313,129803427.89792459,99091745.42202495,96512087.3341305,84767829.79703932,66092137.38647559,213652163.21524265,141176395.0247173,82003795.79972813,85582164.99293147,130340692.42089957,111317482.2023394,82424529.56621505,74720503.17615154,38112322.781481564,232753259.14644215,223307738.52988356,181409197.67581043,331881301.19802105,499836214.3268555,226457540.6911237,205908284.12705982,273468583.0287482,153288528.5372113,34262258.30145727,81597138.9305589,61618616.59728966,0.5114529373662293,0.0199054695559295,0.0254695355127724,0.0453024015541565,0.0127005089643581,0.0108096396285577,0.010545910368888,26.271823052088173,-1.2362469074150395,-1.313232720563529e-06,4.118176823084237e-05,0.0071926322005779,0.9371842049949676,0.0025830176674892,3.986853545812347e-05,25.035576144670856,0.8918063842076984,-1.3132326374680383e-06,26.2718230520872,True,True,26.21506740169004,26.726520339056258,0.5114529373662151,4.118176809559151e-05,True,1.7010275732597926,1.5939789751808393,1.3438787747184575,True,TG,,50.0,3.0,50:3,*
l_722,Unidentified_16.268_861.7642,Unidentified,861.76422,16.268,Unidentified,lipid,+,RP,Unidentified,1801686.455949149,1598001.2974368634,1979081.9354534412,2150848.1885762108,1371536.54972202,2211372.0526709305,1431212.0485423238,1297962.7911404055,1834575.1050266926,2409035.058563439,1719933.4315615084,2145820.9180889525,1549096.5280035068,1864848.4093107888,1810738.8255976646,1685013.5435897445,1829973.7427074027,2492905.5819145413,1650348.0845783544,1593405.9134799698,1660562.3925199138,1963935.0121222527,931955.8268000002,1933953.0692433205,614331.5884676083,452099.43861613056,2016510.9195386218,1118710.416264196,737486.1471716163,1148623.3944883284,1923385.2953114053,920591.5221986503,2070251.834544526,2284705.592378012,1507730.3748835083,1652155.1206358392,1988143.1311951093,1674399.9064717416,2237773.8359157336,1969151.406779199,1674130.7040197956,2186926.995908018,1719088.031732564,1539906.0871823411,1753463.8772094788,1231413.4902202324,1291537.817244743,2959098.75845414,2418078.0088884057,2953605.862393039,4615307.986617449,5206526.106691205,2890895.9762654705,2080209.0572516737,3625843.555708049,3077842.049131351,645852.9919935958,1387286.071682211,1453244.0954728802,0.3239012690854181,0.0468144545545043,0.6778961317873538,0.0103309372255827,0.0317713460230546,0.5832998046225536,0.00109248378042,21.33369756265851,-1.3742651703975508,-1.7839300265953655e-05,3.970011284843468e-05,0.0283071309377463,0.1460788703815114,0.0125563923606043,2.1860812540602907e-05,19.95943239225844,0.0351425722229077,-1.783930019930481e-05,21.33369756265744,True,True,20.562713765457623,20.886615034543038,0.323901269085411,3.970011273990772e-05,True,1.3296200323099363,0.1688368442557738,1.9858602773733791,False,,,,,,*
l_723,Unidentified_16.273_1706.4479,Unidentified,1706.44788,16.273,Unidentified,lipid,+,RP,Unidentified,779145.578935457,1073639.4856771203,1060716.0379059853,2083154.1948327345,1126748.3652518566,2011705.9039573174,1126906.631948216,859307.3848226186,1368649.3783567515,1629922.8434349315,1271809.6858846277,1817908.3583140736,1903374.0596319537,814165.2965444152,1034885.281041917,970295.4575425524,1098307.9297379989,1913809.822631093,2096199.8499700315,1678989.4791581677,2777485.5339013487,1468067.0382641598,2009170.2339999992,1899832.9372106036,423531.28316926,283500.37217869883,1395175.0620527307,767074.36014413,334790.30898188,588720.551093518,1572230.9607535966,310776.3126132083,1708581.920545724,1990095.8384142527,1683126.625723843,1385649.1237740177,1457317.09991126,1271916.2638229297,4282392.563237501,2937594.4303607373,1366498.5724655364,1481855.147778161,1880353.2880530623,2061378.213393029,1634739.954813825,1155589.955015735,823030.869004952,3409751.200573097,2918980.827807357,3562539.083376042,5612161.008990066,8522534.745790945,3850515.151136921,3824820.3154216832,4116887.9910568753,3411261.6776256966,617499.0811666335,1590156.3364342847,1130032.737541173,0.6775371388434266,0.0050759725191849,0.0252099038960633,0.0395500594352598,0.0029901044648144,0.0106636641036577,0.0085331568973165,20.276224391109828,-1.301048322655953,-2.123505077359778e-06,4.661013035025928e-05,0.0031323363621713,0.922631283020238,0.0009826065806101,4.44866252330907e-05,18.975176068451468,0.8610322350728906,-2.123505014003285e-06,20.276224391108805,True,True,20.18445016561912,20.861987304462552,0.6775371388434301,4.661013024709398e-05,True,2.294480737798497,1.598428809916134,1.40285285951432,False,,,,,,*
l_724,TG 48:2_16.28_820.7393,TG 48:2,820.73932,16.28,TG,lipid,+,RP,Glycerolipid,20327567.682913266,23183756.80040582,23887207.122206893,37432335.15187702,21067116.113527697,32510837.839362103,20409628.800399624,16209165.783685407,22705481.312011953,32283774.699024264,22530862.09953233,30969586.558584582,24160315.64547307,24002337.053493224,22759339.055281322,24127350.136308238,20287013.020971507,40130051.70788459,27250431.054773636,21914132.837141715,53897375.0886617,33806860.22162003,14647809.020000031,29866366.745180324,8281193.577154043,5621870.410181282,27240643.946259305,12483686.912725866,7797712.095128177,10972531.652980162,25548395.95798722,6832734.911686865,22528133.93396475,36202627.38479792,19099729.1692836,23567582.137294248,26087651.166947436,21836495.655331112,48633193.42433409,33222618.50738279,19224319.64098261,26807499.053664114,29827182.039657693,25020365.49098614,22273561.757649116,18977541.98487282,13091341.864056204,45925878.056782834,47210618.29834919,46434538.13697785,105986599.79863654,151031158.32492363,68537478.75194165,47881680.539074644,70713387.11803599,49804725.77739032,6949870.886998353,19639987.721397065,17948584.785393376,0.3971232298573142,0.0808139994350386,0.0853626442377235,0.0113850517471244,0.0584453267738143,0.0442867941361078,0.0012738644361647,24.920098998229548,-1.931985585502147,-1.2398007035988004e-05,5.467957949090628e-05,0.004739628236378,0.4702186892238224,0.0015818138293369,4.2281572406417726e-05,22.98811341272384,0.2456216857833451,-1.2398006958865312e-05,24.92009899822804,True,False,24.384278513339947,24.78140174319725,0.3971232298573035,5.467957936528304e-05,True,1.0925133997359695,1.0687321404431738,1.9436649910971888,True,TG,,48.0,2.0,48:2,*
l_725,Unidentified_16.331_961.7017,Unidentified,961.70172,16.331,Unidentified,lipid,+,RP,Unidentified,350377.6795181075,714267.2918747257,789414.9154053818,974671.043824298,1120217.0513315783,830705.0191322232,995525.4895632463,704362.3296945565,1095974.9668855062,857047.4815936039,719968.2862784612,1356101.268336441,1212099.7634656779,1251017.5024869095,962090.2651241345,250384.40840800403,715912.843178948,798659.6417556854,224102.7131101543,697139.7056031456,978327.600151299,843235.6005368412,262373.3533999998,654199.8729713232,706467.0836843075,320083.00708068337,843918.2717411085,705370.9703336532,957259.405654517,646276.1435312512,1948171.1315202995,740015.2029078479,757527.3149534757,1667352.8275582183,1058031.293303094,1184443.2304916482,1672807.109254815,1162747.7034856332,2338094.380763377,1587587.4685611892,1349323.149001806,858569.3757379461,1050490.6383599266,1816308.6102249646,1319418.1879799645,1203979.5256039451,826566.6368618421,2223205.8310319735,2027697.3136061186,2908439.756188535,930161.3048214286,859281.5785795205,1121889.29820895,1674170.8297169611,1406412.4456636687,1244335.3324550581,540770.6134819202,1619610.4931204866,1155947.140445606,0.8127354131718647,2.667170030869176e-05,0.9944991508814744,0.4986295855298955,1.1944530088562456e-05,0.988852597860146,0.325414670848893,19.750775973142566,0.2506537557838575,-6.852437980237122e-06,1.3122475633102884e-05,0.5575385291938671,0.733401852627554,0.4499086640833406,6.270037612146632e-06,20.00142972892688,0.5199918032469315,-6.852437915129568e-06,19.750775973142773,False,True,19.454625420999,20.267360834170866,0.8127354131718612,1.31224755272762e-05,False,4.573949297353078,0.0023955833466322,0.3022219567765173,False,,,,,,ns
l_726,Unidentified_16.332_968.8633,Unidentified,968.86334,16.332,Unidentified,lipid,+,RP,Unidentified,375414.7491618324,622418.9581527978,239406.19467747412,831996.14168554,1011416.6393837291,1535458.9026273957,1500400.3205699313,856165.9266013658,1087736.1839624085,1234505.5647054662,1075946.4480549565,2135240.0953075816,1369170.1257190248,1038424.5822926359,279035.80840146507,1214937.5323798377,294166.7544753739,1321971.78009955,944572.2670811334,1789795.6909605607,3483123.662050631,4134988.562527027,2349877.1739999996,1147472.8990920011,506266.34208591696,287849.1832203436,1343812.2972054638,1186553.8016267535,1225306.1825577915,581142.9673664848,1795908.1734180625,339225.9064136465,1085450.879190159,3634415.1892699073,1714750.5178397237,1980090.0020577186,2264942.152121635,1726774.970102595,6628749.465753525,4584637.233873787,1728159.0308560242,2298438.2196600446,2691387.972622554,2399624.2173242713,2110973.454104462,1641469.9777612046,748504.9914491698,5266467.556386569,6583044.234392452,5032689.629434676,10407289.081212778,22400744.52001832,7524588.0062780315,5766701.2392289145,9582004.433246015,6529016.377781175,441417.8488418726,2301583.2708603684,2231927.662435725,1.4362955158159494,3.4320158470008126e-06,3.028668515606178e-05,0.4133985610196724,1.373780651318991e-06,3.611187442312547e-06,0.2449877916617647,18.18234805435365,0.4337285837104905,4.04782924252025e-05,2.440674152131805e-05,0.0010737629046716,0.0478395075242576,0.0002562216845458,6.488503390877516e-05,18.616076638064943,0.0060456016142295,4.047829248559352e-05,18.182348054353994,False,True,19.93175006542189,21.36804558123784,1.4362955158159458,2.440674142318164e-05,False,5.46445071550599,4.518748257113172,0.3836310394220917,False,,,,,,ns
l_727,TG 54:5_16.333_898.7863,TG 54:5,898.78632,16.333,TG,lipid,+,RP,Glycerolipid,60668755.81906819,114301585.29028235,82971373.02525559,165010764.72354373,130245450.55273479,222403576.53288892,163735126.21059585,77684525.14236723,185712927.71456367,209944504.9766105,128022286.97225857,297849477.82278067,178190327.7560842,128898217.96085966,82960568.42727107,109321147.41350695,99363061.04519427,189932389.07856578,170191227.7251513,194219024.45392781,347627833.14772904,402339609.27273077,158670881.29999983,178691212.5694909,96325626.4457201,63461692.029823594,147738710.7216241,135583107.50629961,146248132.7862471,94184825.98757714,221881281.53762573,72672972.72097836,149585244.55669603,326912899.29547596,215006492.36283585,259522145.05377552,277991405.042574,212254471.73973903,591846921.1925157,371291395.47705215,221253271.79892436,266876763.0749395,328961700.8227971,283563116.71279156,200535296.65735948,182217365.86381832,118942960.18585175,486603314.10811347,515016938.8461389,501846869.56162,1143034133.3199892,1584327529.9345548,706783120.7571032,498163038.7935272,781470162.9076555,571930237.6261303,77801583.87283345,231618861.9047008,242856852.63486362,1.047763532178788,3.328101979796894e-06,8.93481352207489e-05,0.1310732483698352,1.3274615419771856e-06,1.2872726366083768e-05,0.0495827121228688,26.242402743337315,-0.2239959871380104,2.0112961818126503e-05,3.0367010301868952e-05,0.0008293565758669,0.1566143322321799,0.0001848246734011,5.047997206660525e-05,26.018406756198907,0.0393481005040395,2.011296190338832e-05,26.24240274333716,False,True,27.11165027928108,28.15941381145985,1.0477635321787702,3.0367010163216923e-05,False,5.477803374513377,4.048914507196277,0.8824859373784802,True,TG,,54.0,5.0,54:5,ns
