,Groups,AC 5:0,AC 4:0,AC 3:0,AC 2:0,AC 18:2,AC 18:1,AC 18:0,AC 16:1,AC 16:0,AC 14:1,AC 14:0,LysoPC 20:5,LysoPC 16:0,LysoPC 18:1,LysoPC 22:6,LysoPC 15:0,LysoPC 20:4,LysoPE 18:2,LysoPC 18:2,LysoPC 22:5,LysoPC 17:1,LysoPC 16:0,LysoPC 20:3,LysoPE 16:0,LysoPC 16:0,LysoPC 18:1,LysoPC 18:1,LysoPC 22:4,LysoPC 17:0,FA 18:4,LysoPC 20:2,LysoPC 17:0,FA 20:5,FA 20:5,LysoPC 18:0,LysoPE 18:0,LysoPC 18:0,FA 18:3,FA 22:6,FA 14:0,FA 22:6,FA 21:5,FA 20:4,FA 16:1,FA 18:2,FA 22:5,FA 18:2,FA 22:5,FA 20:3,FA 16:0,FA 20:3,FA 18:1,FA 22:4,FA 18:1,FA 20:2,FA 24:5,FA 20:2,FA 17:0,FA 19:1,FA 18:0,FA 20:1,FA 19:0,PC 34:3,FA 20:0,Alkenyl-DG P-16:0_20:5,PI 16:0_20:4,SM d32:1,PC 36:3,PC 18:2_20:5,SM d40:7,PI 16:0_18:2,PC 36:6,PI 18:2_18:1,PC 42:10,SM d34:2,PC 18:3_18:2,PI 18:0_20:5,Alkenyl-DG P-38:6,PC 38:7,PC O-34:4,PC 38:7,PI 17:0_20:4,PC 18:2_22:6,PC 34:4,SM d36:3,PC 38:7,PI 17:0_18:2,PI 18:0_22:6,PC 37:6,PC 14:0_18:2,SM d33:1,PC O-36:5,PC O-38:6,PC 18:2_20:4,PC 16:0_20:5,PC 16:1_18:2,PI 16:0_18:1,PI 18:0_20:4,PC O-40:7,PC 18:2_18:2,PC 35:4,FA 24:1,Plasmanyl-PC O-34:4,FA 22:0,PI 18:2_18:0,PC 16:0_22:6,PC 15:0_18:2,PC 18:1_22:6,PC 35:3,PC O-32:1,SM d34:1,PC 37:5,PI 18:0_20:3,FA 27:3,Plasmanyl-PC O-34:3,Plasmanyl-PC O-16:0_20:5,Plasmenyl-PE P-16:0_20:5,Plasmanyl-PC O-38:6,SM d36:2,PC 14:0_16:0,PC 16:0_20:4,PC O-36:3,PC 38:5,PC 32:1,PC O-38:6,PI 18:0_22:4,PI 18:0_20:3,Plasmenyl-PE P-18:1_22:6,PC 39:6,PE 16:0_20:4,FA 23:0,PC 16:0_18:2,Plasmenyl-PE P-38:6,Plasmanyl-PC O-16:0_22:6,PC 18:2_18:1,PC O-40:6,Plasmenyl-PE P-18:1_22:6,PC 18:0_20:5,Plasmanyl-PC O-33:2,PI 18:1_18:0,PC 18:1_20:3,SM d35:1,PE 16:0_18:2,Plasmanyl-PC O-36:5,PC 39:4,PI 18:0_20:2,PC 36:3,PC 31:0,PC 17:0_20:4,PC 33:1,Plasmanyl-PC O-16:0_20:4,Plasmenyl-PC P-38:4,Plasmanyl-PC O-38:5,Plasmenyl-PE P-16:0_20:4,Plasmenyl-PC P-16:0_18:2,Plasmanyl-PC O-34:3,PC 18:0_22:6,Plasmenyl-PE P-38:5,PC 37:3,PC 17:0_18:2,FA 24:0,PC 42:6,Plasmanyl-PC O-16:0_18:2,PE 18:0_22:6,Plasmanyl-PC O-36:3,Plasmenyl-PC P-18:0_18:2,PE O-36:3,Plasmenyl-PE P-16:0_18:2,Plasmanyl-PE O-36:4,FA 29:3,Plasmanyl-PC O-38:5,Plasmenyl-PE P-18:0_20:5,SM d36:1,PC 16:0_16:0,PC 18:0_22:5,PC 18:0_20:4,PC 16:0_18:1,PC 36:4,Plasmanyl-PE O-38:5,PE 18:0_20:4,PC 18:2_18:0,PC 38:5,Plasmanyl-PC O-18:0_22:6,Plasmenyl-PE P-18:0_22:6,FA 25:0,SM d36:0,PC 18:0_22:5,Plasmanyl-PC O-38:5,PE 18:2_18:0,PC 18:0_20:3,PC 40:6,Plasmanyl-PC O-32:1,Plasmanyl-PE O-18:0_22:6,PC 19:0_20:4,PC 16:0_17:0,SM d37:1,PC 17:0_18:1,Plasmanyl-PC O-18:0_20:4,Plasmanyl-PC O-16:0_16:0,Plasmenyl-PE P-18:0_20:4,Plasmenyl-PC P-34:0,Plasmanyl-PC O-34:1,Plasmanyl-PC O-36:3,PC 18:0_22:4,PC 18:2_19:0,Plasmenyl-PE P-34:1,Plasmanyl-PC O-38:3,Plasmanyl-PE O-18:0_20:4,Plasmanyl-PC O-18:0_18:2,Plasmenyl-PE P-18:0_18:2,Plasmanyl-PC O-40:5,FA 26:0,PE O-40:5,FA 31:3,SM d40:2,PC 36:3,PC 16:0_18:0,SM d38:1,SM d42:3,PC 18:1_18:0,Plasmanyl-PE O-18:0_18:2,PC 18:0_20:2,SM d40:2,Plasmanyl-PE O-20:0_20:5,PC 40:3,PE 18:1_18:0,Plasmanyl-PC O-20:0_22:6,Plasmenyl-PE P-20:0_22:6,Plasmanyl-PE O-20:0_22:6,SM d41:2,PC 35:0,SM d39:1,Plasmanyl-PC O-20:0_20:4,Plasmenyl-PE P-20:0_20:4,SM d41:2,Plasmanyl-PC O-36:1,Plasmenyl-PE P-18:0_18:1,Plasmanyl-PE O-20:0_20:4,Plasmanyl-PC O-38:2,PE O-38:2,Plasmanyl-PE O-18:0_18:1,SM d42:2,SM d40:1,Plasmanyl-PE O-20:0_18:2,SM d43:2,SM d41:1,SM d42:1,Cer[NS] d18:1_24:1,Cer[NS] d18:1_22:0,TG 20:5_22:6_22:6,SM d43:1,Cer[NS] d41:1,TG 22:6_22:6_22:6,TG 18:2_20:5_20:5,Cer[NS] d18:1_24:0,TG 60:13,TG 18:2_22:6_22:6,TG 18:2_20:5_20:4,TG 18:1_20:5_20:5,TG 62:13,TG 10:0_18:2_18:1,TG 56:9,TG 12:0_18:2_18:2,TG 18:1_20:5_22:6,TG 58:11,TG 14:0_18:2_22:6,TG 14:0_18:3_18:2,TG 16:1_18:3_18:2,TG 56:9,TG 18:2_18:2_22:6,TG 54:7,TG 18:1_22:6_22:6,TG 16:0_22:6_22:6,TG 52:6,TG 55:8,TG 18:2_18:2_22:5,TG 51:5,TG 16:0_22:6_22:5,TG 58:10,TG 56:8,TG 54:7,TG 46:2,TG 48:3,TG 50:4,TG 18:0_20:5_22:6,TG 54:6,TG 58:9,TG 16:0_18:2_22:6,TG 52:5,CE 20:5,TG 15:0_16:1_18:2,TG 15:0_18:2_18:2,TG 53:5,TG 18:0_20:5_20:4,TG 18:2_18:1_22:5,TG 56:7,TG 17:0_18:2_22:6,TG 54:6,TG 16:0_16:0_20:5,TG 60:10,TG 46:1,TG 50:3,TG 48:2,TG 54:5,TG 52:4,TG 16:0_18:1_22:6,TG 58:7,TG 58:8,CE 20:4,TG 51:3,TG 49:2,TG 58:7,TG 56:6,TG 53:4,TG 54:5,TG 52:4,TG 50:2,TG 48:1,TG 46:0,TG 54:4,TG 52:3,TG 50:2,CE 18:2,TG 54:4,TG 58:7,TG 56:6,TG 49:1,TG 18:2_18:2_19:0,TG 51:2,TG 15:0_16:0_16:0,TG 18:1_18:0_22:5,TG 53:3,TG 56:5,TG 16:0_18:0_20:4,TG 52:2,TG 56:4,TG 50:1,TG 54:3,TG 16:0_16:0_16:0,TG 18:0_18:0_22:6,CE 18:1,TG 53:2,TG 51:1,TG 18:2_18:1_19:0,TG 18:0_18:0_20:4,TG 58:4,TG 54:2,TG 56:3,TG 52:1,TG 16:0_16:0_18:0,TG 18:1_18:1_19:0,TG 53:1,TG 18:2_18:1_24:1,TG 56:2,TG 54:1,TG 18:2_18:1_22:0,TG 16:0_18:0_18:0,TG 18:2_18:1_23:0,TG 57:2,TG 56:1,TG 18:2_18:1_24:0,TG 58:2,TG 18:0_18:0_18:0
1091_8_FBG,FBG,1792862.9219999984,942601.6119999991,1220233.0820000009,95936592.05000034,1719133.0990000044,5075949.756999995,1181484.573999999,1323500.0680000046,3635873.0189999994,3369189.4439999987,1855720.6959999986,25883519.186774444,217649976.74924216,3370002.784510924,27599841.924293946,1068144.3741939038,20960067.398307696,113947.5394258543,73004058.79987168,2652005.746613704,681557.2411425696,123159363.06975773,7226645.070647068,996907.4331613659,282889225.72693366,40175534.35722242,51535234.23964797,458663.09807853814,8225826.326833808,1151710.1426017983,1689490.6663641091,10609121.953906786,32161909.706232134,30171246.38365565,217653585.14944467,1671255.662143193,566891904.5634012,12773334.44509328,50018814.14504429,4622334.911699125,43315362.16760532,776170.5350365721,43869448.58695879,15319286.220250344,143880454.37259343,9257914.755189812,78860299.10787684,9339005.009896962,3726572.8614637,68125805.89820103,1030258.4722079951,123595455.40937155,2325227.412365025,134643047.391404,2318489.620751804,206389.79690314695,3713018.417080449,2163276.5247881417,1627236.2998703783,143855992.46822083,6588996.836284785,1216159.7808304369,315576.88002883736,3616625.533223071,3316676.270362552,8562364.041697081,1819444.729017526,519772.52910187584,734529.5084208855,713062.6538801828,3562016.390206476,1130299.144978428,1274788.9040830885,636311.8648483895,6960677.133309388,411912.3005825641,5699318.031712031,3050323.5018647187,1453157.2765049636,18556.08622260993,984550.1089327355,1580940.769486634,2716614.2461639345,609146.386339628,972695.8937360588,390071.9285743639,499615.4695122958,1825387.6537679222,1810021.2422893497,9635099.001444336,4137449.3793927813,572756.297366182,876625.6932035034,10727611.130050702,41979823.31562862,20655283.12364017,1701901.992542014,146337792.5407721,901160.8819407757,20740640.256147534,1065787.113068128,1852271.8979162609,75579.34597078638,2391398.8429313013,9668126.10104998,341664708.7585089,12181936.650975676,17746320.3032383,2672750.547270829,1218900.4068903783,102851177.36493294,1499416.6156415024,5301030.799079338,24524.91534919313,313711.2460697699,3841408.8962808475,660597.3985611048,1110390.138871527,9072166.084318157,2695607.0952852103,208611919.11999646,1675133.377543122,37484519.07806363,14448723.082798885,2766867.588643157,283548.81932857784,4258463.406084547,238349.25147534514,8271179.504506723,1107426.198137974,1823653.8306454625,866010756.1042469,2947142.826496584,16779398.56628048,68375417.51492396,8055272.339980099,2001644.9160509256,79808226.6195748,529803.8100821445,1469744.773419511,8467158.791670889,2356062.6144288443,274481.88398056023,1863021.9292363198,388384.82047849643,180314.8232957976,63935352.142885596,906456.3996612695,10457768.967333904,3840711.0766102904,12412694.666493773,2832341.2487453925,9971798.909025872,3288659.3009780394,496219.0123390155,1623565.9507936968,310793829.4193065,3229158.259162102,3434132.5516413725,37897347.1923261,5642100.871840506,539826.1262585564,12819823.975954603,241386.118177735,3422168.9360834803,1419708.5321821668,1467887.052439408,875835.8980308134,1713237.7230821997,19549.94804437191,2712439.0774455843,1639141.0230396232,46317286.28161625,37163222.92716924,19152687.69627086,357883954.7133648,279472990.1697314,25630005.658603948,787649.3870632222,1161362.4368615018,1097254256.3090758,98673942.97170463,9806761.239214832,4420553.513984044,1753805.946404027,1180078.1465603288,6573931.482700453,909332.846904391,756963.8930039894,77734878.25763237,10418300.402132697,781387.8362527487,1821948.6402198654,1716459.5651642317,992268.6757504155,1601747.2114056488,5829160.148377735,5448119.007527365,2593353.9788261116,4694088.5295264255,2209176.631595536,6814643.874157199,453725.28712606046,2580683.1061865324,10812974.19710333,845922.7151304857,329731.45935613144,1540889.8325414786,5759161.165779815,1969812.050563849,428160.21415626246,1994517.7290753236,417042.6112981839,17051.41985850357,2471148.3466314916,2025736.229620875,18733208.894206434,13160673.739462487,29592473.37793729,35673536.516985774,1454265.596841127,13821423.060620483,4615605.84610398,419512.4459535926,271951.1584905165,223157.38795774803,2081923.0654970226,541491.1061295257,981526.8197986605,5320090.90150433,430349.4662474643,5534148.7155874735,1107406.7985939758,748395.3618140337,4444029.356165445,1037944.5899318766,444550.7038625319,817950.5802911527,1502896.0102526522,749191.0226438303,331537.97380127845,97884541.22753567,60754261.870283715,1495029.3695769354,3055095.761540761,49648392.251071125,67187748.25525753,1990684.9356554502,1333200.0542757004,3281713.9382512155,4158834.6454515136,1884646.1694073963,1200090.9257862445,10176043.628020594,7759866.046111583,27354917.134592135,8311521.033008589,15240962.368478855,13937441.8203163,1954428.15620252,338975.1364400228,19180106.178184543,1503126.1845129218,26862619.104816567,16877870.9852449,5926289.54591498,1881081.4835344735,3635678.7642441257,28637538.900085665,13852505.059390439,8053064.868930071,5565694.761373044,9033147.483765101,10461793.293903656,2716424.95800427,4189711.4077024176,693955.9462581192,4183746.613283797,6678102.132257082,40852880.547840245,134989973.73484212,5191930.64681201,5136588.290340423,18756693.10495284,2030944.57350856,26127402.57371259,41844151.364909485,78923684.45879345,63655223.70910282,10217732.91323868,995855.5688369069,4908303.10273432,2343599.6088855807,4641227.3109116955,4433496.40630837,29129953.47910881,3519349.0207725256,74270444.39253886,5226003.628908224,4178834.649091822,3999337.7762886034,53715442.61078587,20327567.682913266,60668755.81906819,278860435.9628741,57383799.17677774,6488512.183914952,37144438.14994358,40182232.47011755,10320728.419899559,5214062.572505014,4577267.5512017105,24181741.07998993,6626556.775575695,20166782.850738127,3877522.355468637,2135318.8333445606,13343054.465435514,1256724.4978431975,86884172.91887751,446975410.41407174,86991527.37872525,40120405.41780251,42002268.60946979,7677930.508485059,6879553.165409623,2649821.568176981,529451.3856110246,7409718.602968256,1257788.2124375056,1087993.4156164504,9485718.837498175,5796126.074192813,3075639.3217386603,213346732.3005896,1538774.8447667328,48446174.13124446,58413713.454084,6550111.002400695,548315.815332102,6501214.639607433,5683821.472590656,2915615.814826889,1192157.588146648,256813.6205504943,133391.71999433282,13726611.908368185,1013302.6711177704,20283976.956937596,4300219.604419591,232810.35653081676,823719.8071806998,93183.33186990733,869793.3250293827,2142605.5227114866,176449.50813802192,1841279.0984696916,52953.922112958055,131521.4048682554,309735.03018834867,103449.54242419814,141144.54552843436,698352.9287714773
1091_10_FBG,FBG,2664410.314000008,1223514.553999999,1550174.3000000021,113667504.10000002,2566376.7330000014,6200957.052000003,1260654.7360000007,2066944.2699999954,4911953.5240000095,4058361.100999992,2172152.7509999983,110581469.14035802,407461598.96481913,6214568.248701899,51986543.13071367,2729270.4826220036,69865414.82186905,311523.2070036038,279498106.2917629,4764581.528265397,1835089.1275147712,295098570.35866743,31772470.190118704,1662009.7097177033,698142008.4833829,13419001.103916455,219103644.3067569,906473.1602255633,19168393.19966034,1542495.4876540133,3943522.369365451,24163762.501581095,43351998.40587462,40626810.38728425,217380915.77232933,2131713.670191721,429436786.80326176,18491302.35582184,50561334.27477838,4273173.397663675,70535064.73488672,954848.182284398,37887149.41084333,19945180.160993993,247760264.4090097,9833847.945397977,202574053.48399732,16720755.593624158,9563197.933897523,136463729.70620894,2572264.793729091,293670664.0022316,3279548.0793293286,317755638.8048993,3198187.216079343,347074.5241981899,5668411.444940775,3652649.590474832,2983715.5952912676,152150602.3684719,10237874.36845093,1722556.3219699839,315236.9755095378,3551520.376430327,7106094.106274977,13163983.36653955,3029091.3882876565,367837.19037651754,1986627.2462250704,1725380.9557880603,6305945.480783274,1892441.2510927923,2164475.6421576273,1353268.6921457096,11312443.254399244,651779.1234395148,10151032.373766238,5122791.660548683,2252637.1847305233,45126.08326156427,1863758.7562205035,2429636.831325273,4277509.914436482,1671524.2715579271,1483147.7087409578,1097854.2626910687,871595.1464708336,3364432.1314342087,2262254.6787502295,15896928.732050054,6313222.265227578,588173.3716434328,1927834.525644115,19226654.809041508,101654987.36035535,41459571.9460448,2286496.9579466847,184763690.23992708,1304605.5530200952,34944602.01197146,2194448.6481779898,1910717.4586277525,331921.05638434173,3924267.938134096,14317771.577787187,480118327.0582837,18865866.210200258,28431425.93845465,4962532.470636707,1811126.5132538448,147840440.6442565,3705274.195211965,6128456.506946733,30149.366304055646,438322.7675623652,4711063.535237677,648841.1454532887,994161.5202216171,13917114.779927589,4853993.091906052,461751608.10812205,2001891.6164529757,70728906.3886065,25725421.716693252,4037171.8196892287,423495.70287020627,3614886.162416624,289955.87996328477,12259120.582700921,5235576.268261614,2208871.29176488,1538230598.5036519,4857608.315899013,16971881.51405751,110339291.03089629,6652716.341236149,2563839.6438085674,106474761.88648802,514101.3997933343,1494725.5160628506,10431980.668209486,3844035.385117435,313260.4376580541,2621935.265373713,700626.1814737646,209946.72196822942,118230208.04144579,1454625.6114748481,20388600.57231716,7159670.874879695,20549797.765640337,4246083.854319936,16814600.934981808,3948917.9036022,725345.7351736074,2219795.3760607913,293047357.3130126,3857320.3699815725,4788403.633866651,69360116.92166804,7543914.754132896,766916.3060466229,17194028.357735652,273488.6631637821,5314278.006296077,1458965.8284709435,1285231.0933311358,830074.2478769028,1483344.8406964568,23233.447599003764,7016482.346044085,2165171.0935089802,63527692.170746215,54943759.96482073,19692431.811345864,449297738.90974087,459692903.06810576,39639218.70565449,851932.5526361116,1339175.2637560996,1326408294.067997,115609166.36246863,12657110.382738376,5640826.9628276145,1973703.44596027,1288055.2633035604,7177286.150543766,909273.7178510263,1387739.289308111,79718099.25387657,9302747.908127284,1400457.085954786,2102898.104581881,1813251.8647717678,1354252.5938804816,2130287.6175467107,8360951.213266959,7947147.038560688,3195606.9681501356,5453993.018986783,2752345.6193190254,9000528.882021252,599621.9224017067,2777825.6451822417,14004628.703252677,824947.74443681,442501.9792160812,2320086.1518424726,7827498.956036893,2350175.5844054576,672595.9728871082,2323538.281959705,689442.3801199084,16588.750081255974,4298287.317919604,2254341.8703135597,21488281.142614152,15968039.744805925,33945288.10770504,38473157.056238934,1649984.1818674793,14755314.611781893,6428736.136542255,540906.4423970273,436809.1987317986,235895.9812843421,2223023.3249842264,665489.2000668371,1003709.028200279,6932119.456456487,678653.4588835952,7308075.6762582585,1264233.9515765451,1064766.4651478895,4681204.630398659,991157.1263656245,378981.7967512243,1332225.1002895692,2198856.831971847,1326827.1953404096,260282.72186394536,134907315.714533,69583730.00985496,1616308.6975403358,2788372.0542107522,63636012.69343062,82861034.74628387,1719173.8766506626,1224711.3540795892,2216532.1144152055,5913201.7937793005,2217799.0384516986,841445.9385552118,15913160.633462658,8621718.78822439,29040745.300246026,8821401.080579916,24479399.402100336,21256936.622935224,2032691.1009915795,119750.37084874923,15343710.738755448,1432486.7291228783,30380271.650434498,18063448.458866447,7007301.254760535,2966053.828969857,4604660.52230974,40737200.29931286,26017645.835823398,12473867.557382304,5750881.772524364,10235833.472080128,9017294.004516602,3882022.8987733,5342104.676420356,733900.5703651634,4180286.392055152,6601040.3757172,55884977.85529996,186780359.3679722,3795344.417958923,4974510.120522007,26135437.397738542,2175194.8627569717,55673131.908876784,70303080.43935041,97284917.42209525,70811845.40277793,16765101.949513795,1739145.568611178,7376482.8096121065,4277703.156194992,5479892.475343794,6345970.395062616,36381059.679021075,13406262.083415937,121312549.82404922,8036316.1998225795,5336876.49851768,2408809.0685923346,74546447.20623937,23183756.80040582,114301585.29028235,434569070.1681348,82776546.5088885,9355032.375013083,62794017.04954074,47334746.67214843,18475730.86096628,9332131.217667788,6574068.672063691,31700990.959185753,8521207.133624298,24949750.80215868,6295656.506692495,1813846.2215791326,15569324.366051098,1990131.9421052258,126060300.23145652,582175570.4755074,113697754.88500041,56206492.49918711,81180796.39210923,10614350.95631899,10697313.275760485,5791534.739207251,1168323.6286447565,10924968.021494715,2718738.1913791806,1338464.7490304946,15809591.007558672,7352448.9801866785,2559080.1556646056,287560300.26994884,2009327.2776535093,66255376.481162995,82247333.01482798,12067007.10749921,1119151.34095409,14776398.92319236,9904085.657075573,5526445.237980014,1568944.8961922775,423662.69345480914,223143.05018166464,23607880.90006494,1598715.5907296103,30864112.72701413,8321894.779833919,361685.22793908557,1570775.8648953969,153100.32553130368,1463945.535777876,3657017.3485879577,459923.8482535773,3040139.3607568215,269746.6410813043,296496.7953395551,820482.9708264973,272899.71376085625,214520.7993544318,978261.7632870702
1093_8_FBG,FBG,2499206.4799999925,1327180.0710000012,1709430.3479999986,119110328.79999997,2211135.353000002,7286036.796000007,1681931.1010000042,1805262.5329999982,5520336.999000002,4122864.572000003,2126807.146000002,58773960.80708429,130466497.77793238,1794389.1876665836,22605228.719538316,2371219.0366716986,43126444.04238206,423818.96023232926,177465949.12580815,3763592.3101706645,1114111.8056199332,220528771.6494595,18962509.76361426,2198937.83990169,605588705.6622717,41268223.17784947,90065327.31978737,588705.900605169,14903611.369531343,1241802.6165787957,2190044.1505132513,17979340.718358416,19589885.22659069,34878737.77224501,152269546.20030805,1742254.766952324,426372848.7653142,10846933.453379171,39151907.026288785,3532742.347556532,47983208.30435172,709903.627095772,30920632.861789256,10606472.857053531,97463394.74322504,4572836.879700651,94820672.45442578,6978676.954429974,4853142.549179517,83533704.59781371,1846570.8732774178,152683177.2812333,2421554.311746661,160147437.56774187,2059631.7059110242,205535.09186614392,4233023.381077139,3034952.6479047793,2471410.8012355315,144715523.64940748,8173098.951679553,1857053.61185671,555070.7994498472,4460977.47015809,7786869.793628278,15407649.810875721,2200034.2347344835,569142.2569579585,1869378.961784679,864720.9595572172,6312818.301169597,1797994.1787902326,2151131.5427418,977063.5315501393,9289884.071567584,548215.6802573077,8588315.084219156,4352045.955751389,1773811.7412119908,50938.21132749457,1675972.692955145,2763127.4714434547,3899856.268776474,1408937.2074352857,1364994.0448989116,1133526.1703599906,916944.4405773612,2300251.833399566,2602191.7968140603,13454077.31306907,4711633.05056122,483090.3318737681,1462517.7118864951,13864217.257696895,71614370.58918537,31777224.863866143,2067932.8537277475,185837593.13078332,1066472.7122820136,31720048.314217623,2132012.64639932,2433628.1955331396,188070.76376140222,3250977.5705775823,13165092.964333594,442035424.4888535,18569158.3122704,19671923.740340643,3052289.9194297916,1085836.44755068,111518826.22821222,2389455.8681118684,6344712.446972228,25485.178938983634,335578.5978874573,2014656.3676083698,743490.2258722488,1152719.1389838776,9629992.809822906,1313828.0081159866,336226864.46975523,1744096.916104718,48376432.10754687,18629205.95842538,3145179.0074850516,437833.06122820877,7743828.087447346,659990.8036962582,10435814.182205318,5859802.840558838,2454256.6487797047,1314117422.2354388,3749837.860712625,16725725.708626105,85175556.99537736,6445058.58624566,1706877.5506928964,84091011.50077043,359481.1609671842,2146690.7627144232,8848355.424734967,2716600.228690079,461866.16067774605,1868301.865806624,533993.9553445599,198261.5616617337,94920936.0957855,1237745.2512085189,16076953.444563732,6305113.920577102,12608181.264637528,2570376.633616542,9633795.258195097,3184522.719029718,399448.98614175664,1462890.914028507,295525157.51804596,2921578.55203489,4439819.797856289,60259322.21683961,6958078.65876493,465974.9190841603,11645099.35235124,404003.70006503566,3932460.545815773,1235108.1150134876,1299536.6548419811,909281.1065177505,1434078.822412529,22552.473987910944,2747529.723594667,1564261.7653651086,50002813.15164648,44360337.74731452,16054681.368872138,356986675.6193037,364766710.773147,35614886.46212806,889912.6607722982,2159167.3614449026,1193783957.5414174,101680865.83294187,9499238.894922048,3627350.527776558,2014963.065011356,1089741.633754639,5614519.693732119,635380.3978556981,1749828.013678293,70134892.71876332,9581859.469825339,862222.2980312452,2323546.4032004643,1706524.1811127104,1311654.160249788,1828539.2102027172,8956094.84006534,4907297.105658132,1970394.4024729996,4743621.128488998,2546449.5216496456,6950199.102552898,506728.28548402846,1988295.2888496453,14347112.075225519,753896.5164285192,324332.2353298219,2093973.4902482,5727247.34237317,2198621.947093005,459413.602292988,2323826.4038893157,472188.06410328974,16518.845949967264,4188161.746725104,2289786.346632012,21963233.406312656,13238900.718681796,30835969.825178336,34475957.072734535,1684809.581151719,9823767.920831347,5940977.60572173,525375.8188897168,451935.6368433734,327636.8157541687,2072429.3597445094,586634.5379386509,1052165.4412683423,6972824.221547737,426681.3884856499,6604564.263703455,1026664.2774791189,820007.2907203358,4370930.521190574,958102.4748249605,405511.8247845774,1372238.3324647914,1821644.7957468147,1040567.9283843992,422984.3912813652,135855241.98500195,67267351.46748225,1785150.609963742,2924297.2777376994,64984962.554435164,88111747.56485721,2570086.7040704507,1736913.8953367642,3132099.467671433,4751453.429801948,2586874.9119696147,1070371.825062802,11789099.250836004,13328644.704742128,43162119.74368186,8216478.499160905,17088399.661401637,21120399.869296495,1937205.7205915512,402075.727865766,19738715.497006536,964391.2145223481,37019832.10864997,14163076.687981566,6086270.897620103,4626267.874028034,4172379.7460939856,34209141.59724288,22128531.321597327,10166027.070072372,7299903.339344594,8850680.94877237,9208157.963762553,3625812.543483113,5160753.692662712,988582.7680102235,6136713.255136258,10018914.38891273,44474593.78316633,146696214.17576835,7122277.173810705,5516800.126372875,24022089.946411047,1917169.1248124167,45813959.44093935,55824967.011099525,92795400.20407352,82412579.66517095,14079850.41870959,1566885.9176332804,8039388.0946066165,3164465.177722808,5631071.394675516,4976151.003907359,39280859.81189307,4934187.861494144,63813331.686115146,7226242.301912978,5282060.529107661,6129039.986905063,66721995.61724936,23887207.122206893,82971373.02525559,458041596.5666792,71414808.54085779,7215166.569756882,31868983.303514253,42715908.019379094,17134356.699908834,10665952.064247768,5048157.907428787,23045895.25486766,9907739.026689062,28209384.955155727,5911832.345028959,1178569.546760812,18851609.47084325,3527476.5694434578,96084074.33552098,605311962.3087419,138151595.9342173,68748867.71542306,52977602.465654366,5819608.281204946,10885094.245089784,7140356.074179779,1940861.3433117599,13165081.340227291,4183010.438858909,1569589.928318731,14890055.344138587,8312535.107254977,4722945.486310755,296637526.34077555,1527055.846650786,73214938.42366481,75706936.3028537,14665108.894606438,843139.180999688,16468713.355233807,9807284.039694294,7167288.269716018,2086465.7467371654,1006622.0628237912,344740.570669851,22348042.657915194,1575383.5358813978,31782338.9211626,9960170.970660359,689037.5731731919,1941235.570766585,230786.56700293868,1983082.667755698,5063977.487333311,992788.3459572799,3042613.717115641,603740.7767293202,839300.52983842,2243614.80813268,500075.6735130396,551602.4681981754,1336037.2453207523
