MS2 ID,Retention Time (min),Rank,Identification,Precursor Mass,Library Mass,Delta m/z,Dot Product,Reverse Dot Product,Purity,Spectral Components,Optimal Polarity,LipiDex Spectrum,Library,Potential Fragments
80,0.867,1,LysoPI 20:4 [M-H]-;,619.29,619.2883,2.7451,681,905,100,LysoPI 20:4 [M-H]-(100),true,true,LipiDex_HCD_Acetate.msp,78.9591 | 152.9958 | 171.0064 | 223.0013 | 241.0119 | 303.233 | 315.0487 | 333.0619 | 
87,0.908,1,LysoPI 18:2 [M-H]-;,595.29,595.2883,2.8558,782,824,100,LysoPI 18:2 [M-H]-(100),true,true,LipiDex_HCD_Acetate.msp,78.9591 | 152.9958 | 171.0064 | 223.0013 | 241.0119 | 279.233 | 315.0487 | 333.0619 | 
98,0.966,1,AC 14:1 [M+H]+;,370.296,370.2957,0.8102,1,1000,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 85.0284 | 144.1019 | 209.19 | 311.2217 | 
105,1.008,1,LysoPC 20:5 [M+H]+;,542.325,542.3247,0.5532,843,849,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
111,1.042,1,LysoPC 20:5 [M+Ac-H]-;,600.332,600.3301,3.1649,62,315,100,LysoPC 20:5 [M+Ac-H]-(100),true,true,LipiDex_HCD_Acetate.msp,59.0139 | 78.9591 | 152.9958 | 224.0693 | 241.0721 | 301.2173 | 526.2939 | 
113,1.052,1,LysoPC 18:3 [M+H]+;,518.325,518.3247,0.5788,795,920,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
114,1.054,1,LysoPC 14:0 [M+H]+;,468.309,468.309,0.0,893,946,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
115,1.062,1,LysoPE 22:5 [M-H]-;,526.295,526.2934,3.0401,318,934,100,LysoPE 22:5 [M-H]-(100),true,true,LipiDex_HCD_Acetate.msp,78.9591 | 140.0118 | 196.038 | 214.0486 | 285.2588 | 329.2486 | 
117,1.071,1,LysoPC 18:2 [M+H]+;,520.34,520.3403,-0.5765,912,917,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
118,1.072,1,LysoPC 22:6 [M+H]+;,568.34,568.3403,-0.5279,917,927,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
119,1.08,1,LysoPC 18:2 [M+Ac-H]-;,578.347,578.3458,2.0749,529,923,100,LysoPC 18:2 [M+Ac-H]-(100),true,true,LipiDex_HCD_Acetate.msp,59.0139 | 78.9591 | 152.9958 | 224.0693 | 241.0721 | 279.233 | 504.3096 | 
121,1.089,1,LysoPC 16:0 [M+H]+;,496.34,496.3403,-0.6044,929,949,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
124,1.1,1,LysoPC 16:0 [M+Ac-H]-;,554.347,554.3458,2.1647,46,908,100,LysoPC 16:0 [M+Ac-H]-(100),true,true,LipiDex_HCD_Acetate.msp,59.0139 | 78.9591 | 152.9958 | 224.0693 | 241.0721 | 255.233 | 480.3096 | 
127,1.122,1,LysoPC 16:0 [M+Ac-H]-;,554.347,554.3458,2.1647,687,715,100,LysoPC 16:0 [M+Ac-H]-(100),true,true,LipiDex_HCD_Acetate.msp,59.0139 | 78.9591 | 152.9958 | 224.0693 | 241.0721 | 255.233 | 480.3096 | 
130,1.134,1,LysoPC 20:4 [M+H]+;,544.339,544.3403,-2.3882,738,944,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
141,1.198,1,LysoPC 20:5 [M+H]+;,542.322,542.3247,-4.9786,41,518,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
149,1.245,1,LysoPC 18:3 [M+H]+;,518.322,518.3247,-5.2091,9,999,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
150,1.247,1,LysoPC 16:1 [M+H]+;,494.324,494.3247,-1.4161,413,943,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
153,1.267,1,LysoPC 18:2 [M+H]+;,520.34,520.3403,-0.5765,874,880,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
154,1.269,1,LysoPC 16:0 [M+H]+;,496.34,496.3403,-0.6044,930,941,0,,true,true,LipiDex_HCD_Acetate.msp,60.0808 | 86.0964 | 104.107 | 124.9998 | 184.0733 | 
