i,pls,cca
l_243,-0.5777771139639233,-5.8522257880826665
l_245,1.2658568236120882,12.821696641080914
l_246,0.703123726059904,7.121847529371268
l_247,1.5654023911395303,15.85575394758462
l_248,0.8316644107624158,8.423821097459783
l_249,-1.3610689828046711,-13.786087002797133
l_250,0.23652939232088793,2.395771499028238
l_251,-1.279979918734812,-12.964745025588108
l_252,2.3963067286231055,24.271871912380902
l_254,-0.03525749531145465,-0.35711749192858494
l_255,0.4287914959502495,4.343172779704802
l_253,1.6915519176762361,17.133505105180863
l_256,0.1718955766247019,1.7411078315505346
l_257,1.3605596574592769,13.780925911830266
l_258,-2.4088211518021043,-24.398628464244755
l_259,-0.24252711014970185,-2.4565256938169955
l_260,0.5233371332592163,5.300811672545025
l_261,-1.1354980071692264,-11.501310357748581
l_262,0.03115652513785516,0.31557822113674255
l_263,1.16261875999408,11.776010844326866
l_264,-0.8926581727672517,-9.04161465811523
l_266,-2.393517557180242,-24.243620274769494
l_265,0.42298268327051924,4.284336075225001
l_267,-1.1124363097437786,-11.267718885613537
l_268,-0.8331969729250586,-8.439342478221173
l_269,-1.6496527350470054,-16.709108965637864
l_270,-0.6789664811981571,-6.877160687340651
l_271,-1.0102552937373919,-10.232741705420786
l_273,0.9082053457090002,9.199091693554543
l_272,0.49825381003915636,5.046745560083545
l_274,0.6934957523166836,7.024325435625919
l_275,-1.5161573947436486,-15.356953916893172
l_276,1.1714854587959531,11.865819525759523
l_277,0.44699774478425125,4.527580319797996
l_278,0.741875223831798,7.514355691140199
l_279,0.12720482324966034,1.2884392316568993
l_280,-0.7144745442989416,-7.236819827596767
l_281,-0.6358271095067208,-6.440206125449758
l_282,0.7366606008943585,7.461533725560528
l_283,0.5912629592391271,5.988822029331929
l_284,0.7592624141384422,7.690466113244417
l_285,0.6922913019381117,7.012121782701912
l_286,0.9610408573384657,9.734253629530212
l_287,1.3304493883116257,13.47594472197856
l_288,0.9906519361612672,10.034181820350765
l_289,0.3547944650079863,3.5936656925922894
l_290,-0.2351194998104618,-2.3814939718958965
l_291,-0.48172197319043547,-4.879296488501827
l_292,-1.3892051331839617,-14.071076379652236
l_293,0.6878603671992619,6.9672465751040376
l_294,-1.2057604128974484,-12.21298549213484
l_295,1.369457304053241,13.87105092971812
l_296,0.4636700285624445,4.696457631596577
l_297,-0.8086359456674072,-8.190566498529417
l_298,-1.1635662701868281,-11.785609120050278
l_299,0.141065921359593,1.4288381020370213
l_300,-0.5411935017540555,-5.481677716641351
l_301,-0.9779253169522975,-9.90527826756221
l_302,0.5769270833075638,5.843619181395711
l_303,1.5171150769394914,15.36666155765311
l_305,1.9711289409371313,19.965301431617654
l_304,-1.5914369730423703,-16.119454292903487
l_306,-0.05152554987268782,-0.5218978291308047
l_307,-0.024459729134989037,-0.2477522296129791
l_308,1.0208330673692918,10.339880157309567
l_309,0.5923482352098791,5.999815943766295
l_310,0.8116538132011671,8.221135306023873
l_312,-0.003993431453152506,-0.040448683952815374
l_311,0.8330842055325696,8.438201578917006
l_313,0.7256195104006451,7.349704098597385
l_314,0.005666987627999212,0.05739874734813674
l_315,-0.08538208377722907,-0.8648238618590635
l_316,0.14542213094724743,1.4729612017741758
l_317,-0.3723165975626976,-3.771150243593292
l_318,2.43424672400607,24.65615999889631
l_319,-0.6533760421517266,-6.617957953186705
l_320,1.5712659980976957,15.915144709856136
l_321,-1.736071037786222,-17.584434199061036
l_322,-0.19947499059634877,-2.0204545386717747
l_323,0.5312075325393187,5.380530362654145
l_324,-0.019103016689597543,-0.1934928065930958
l_326,1.3816623950485045,13.994676584680414
l_325,1.1878339761131802,12.031413268909885
l_328,0.1988305306291003,2.0139289660887627
l_327,-1.470725127203101,-14.896779151501608
l_329,0.5177133244986593,5.243850018110224
l_330,0.542774578559433,5.497691881414351
l_331,1.347186680230782,13.645473947046714
l_332,-1.1330216115354361,-11.476228527785416
l_333,-1.2499997526364242,-12.661078676093448
l_334,-2.1683283566814886,-21.962707608029795
l_335,-0.09689089504203775,-0.9813917698039486
l_336,2.2281697011382833,22.56883388577712
l_337,-1.4253615622150089,-14.437297157355223
l_338,-0.5529640531843992,-5.600899014605043
l_339,-0.14853803841245514,-1.5045215175751592
l_340,0.40512469965854203,4.103454781000637
l_341,0.15156228936708788,1.5351549850709296
l_342,0.7200800502127935,7.293592540317677
l_343,-0.6947971617443659,-7.03750610209047
l_344,-0.16517167792382842,-1.6730036317383095
l_345,0.4836210017610726,4.898531384020043
l_347,-0.355803012224425,-3.60387932832055
l_346,-0.3112230598399373,-3.152338044007891
l_348,-1.4791893836080277,-14.98251339338554
l_351,0.5562596806319255,5.634280672672088
l_350,-0.4250656214993303,-4.30543399964321
l_349,-0.4227322319349848,-4.281794781872173
l_352,1.703609839408385,17.255637398613754
l_353,0.5082379083566482,5.147875451767648
l_354,-1.3575206194993035,-13.750148144937036
l_355,1.3568952084055808,13.743813005036621
l_356,-0.31907207061004694,-3.2318369100628037
l_357,-0.7107621365907266,-7.199213489890528
l_358,-0.7568770556830241,-7.666305523530455
l_359,-0.23099679102921017,-2.339736104768868
l_360,0.3359593269352754,3.4028866618088864
l_361,0.02595547496650005,0.2628992881333756
l_362,0.4774800912828532,4.83633152636746
l_363,0.09705177512289974,0.9830253757225972
l_364,-0.30976820347373063,-3.137601699613051
l_365,-1.4434451319355264,-14.620464431589559
l_366,0.22319992172489306,2.260760985978879
l_367,1.1324731499427272,11.470668847626971
l_368,-2.023933871880607,-20.50015398756703
l_369,3.4352299376514925,34.79498528436103
l_370,0.41037643054958933,4.156648414761582
l_371,0.8762551587797823,8.875470840922704
l_372,1.714428540232708,17.365214784955473
l_373,2.687023781427288,27.216507818407724
l_374,-0.787990699151719,-7.981452127729106
l_375,-0.9871158593612934,-9.998365601998156
l_376,-0.1737553575731665,-1.7599465685416356
l_377,1.6060635519363844,16.267603516865012
l_378,-1.1348305976010116,-11.494547875926502
l_379,-0.6855196979298688,-6.943537200489796
l_380,0.4992715586417935,5.057055265721527
l_381,0.6968179101867421,7.057974965420871
l_382,-0.42548004308281023,-4.309629134619142
l_383,-0.03471844681952686,-0.35165670836871193
l_384,-1.052708029079893,-10.662738102428946
l_385,-1.3880651072714936,-14.05952802070617
l_386,0.4816784400680479,4.878856533818595
l_387,-0.5332203289358942,-5.400916566932743
l_388,0.10051349415986652,1.018087918618709
l_389,0.9297735241376459,9.41755287884206
l_390,-1.7811572040463148,-18.04110188622868
l_391,2.4358363272911903,24.672259481676065
l_392,-1.9845278324387245,-20.101015230115042
l_393,-1.364303364783334,-13.818844506728812
l_394,1.7234935283879684,17.457036733268655
l_395,0.6236625389600081,6.316995946938077
l_396,0.7418650177560461,7.514253202417316
l_397,-0.6121413635500547,-6.200297009600373
l_398,-0.483690545642156,-4.899238165728243
l_399,0.281950972290572,2.855844413504338
l_400,0.13761941664535843,1.3939280257570088
l_401,0.5909124169152947,5.985278149534351
l_402,0.2410114727266611,2.4411746884945216
l_403,1.3691015441375611,13.867447106775742
l_404,0.13257989369159537,1.3428847448587546
l_405,2.1331520481218864,21.606412681261578
l_406,-1.7421084567822365,-17.645583402114248
l_407,0.9719459478319752,9.844710868552786
l_408,-0.12276631587123964,-1.2434846005593805
l_409,1.3223625232616274,13.394032497004094
l_411,0.8942713188916565,9.057954458826895
l_412,0.263733968443458,2.6713253690460608
l_410,1.3541470982262407,13.71597466836472
l_413,1.374136606175213,13.918446094282439
l_414,-0.18411923555855175,-1.8649179276447265
l_416,0.4627592148978158,4.687226564329177
l_415,0.018905812971857783,0.1914954014332295
l_417,-0.9579499343620538,-9.702944819730726
l_418,-1.1139721775365303,-11.283275055363786
l_419,-1.1467333731699172,-11.615108894056656
l_420,-0.7516871934840039,-7.613742588704056
l_421,-1.0154209596519772,-10.285062323548965
l_422,1.1374707949506633,11.521290113440283
l_423,-0.9957265201180401,-10.085578713629824
l_424,-0.4697807008654641,-4.758346521066645
l_425,0.8552749574976414,8.662966165523843
l_426,1.0891437919369173,11.0317919015544
l_427,1.3465546307218235,13.639071570333265
l_428,-0.43820478688939724,-4.438517716496301
l_429,0.40398955244924895,4.091956678851016
l_430,0.9083102346810559,9.200151909875375
l_431,0.786273830865828,7.964063527132666
l_432,-2.216320185891986,-22.448810837570967
l_433,-0.011590849238798766,-0.11740281114704822
l_434,0.8403967582241415,8.512264559677817
l_435,0.3705241555839037,3.7529880433379676
l_436,0.6831143840121507,6.919174062815966
l_437,0.7249982146983592,7.343410134923298
l_438,-0.011376640968821843,-0.11523336650952481
l_439,-0.9313499628625984,-9.433521334781746
l_440,-2.2523009036781994,-22.813254972441612
l_441,1.3864121793377866,14.042787490798922
l_442,1.4138667967693834,14.32086806562998
l_443,3.068604110372336,31.081482739126997
l_444,1.6994921314708398,17.213930491485925
l_446,1.0102411682536703,10.232598648392374
l_445,0.11778272358083502,1.193003787478167
l_448,2.0050180770895225,20.30856046673963
l_447,1.7873516269317373,18.103846462446295
l_449,1.784718414191011,18.07717530301255
l_450,0.7808353434234439,7.9089756688191
l_451,-0.737082416551542,-7.465809059900599
l_452,-1.3432413188600554,-13.605513086564903
l_453,-1.3419323652832416,-13.59225493555488
l_455,-2.125092736176811,-21.524781792271508
l_454,-0.057240512000890746,-0.5797758993777854
l_456,-1.8919276904292066,-19.163081812954108
l_457,-2.0187089950190527,-20.44723600538398
l_458,-2.4165187607310745,-24.47659983998434
l_459,-1.5604922415365787,-15.806014987926845
l_460,-2.3472732447366296,-23.775219301568516
l_461,0.2755936634420262,2.791451492796676
l_462,-0.7439073273894389,-7.534937517902515
l_463,1.286651041132025,13.032313744939081
l_464,-0.8663797971931058,-8.77544715269528
l_465,1.674810621307087,16.96393500956091
l_466,0.28511512045155113,2.887892865373424
l_467,0.7148972588545498,7.241098444587694
l_468,-0.8432886087113387,-8.541558940515682
l_469,-0.751984859271006,-7.616754125027923
l_470,0.7049975286624987,7.140825828359716
l_471,-2.190788728810882,-22.19020571525171
l_472,0.3620088205856281,3.6667415605157445
l_473,-0.03454225015504894,-0.34987243431538995
l_474,1.3110973703915656,13.279929612206226
l_475,1.150246057019491,11.650689896177349
l_476,0.625254988666871,6.333122246881338
l_477,0.24812526694237505,2.513227553513121
l_478,0.5624340819227979,5.696819133461887
l_479,1.1349588132574642,11.49584461084922
l_480,0.08512544359046437,0.8622243292824279
l_481,1.3929635279402175,14.109142758839722
l_482,-0.4529451744156722,-4.587821920038894
l_483,2.0996908002303525,21.267486601169885
l_485,1.3006907301609574,13.174523228069049
l_484,1.4369611682198968,14.554789480047898
l_486,1.309909452350819,13.267898797930215
l_487,0.5335964025164447,5.404725855853302
l_488,-0.7919212745079038,-8.021263250330701
l_489,0.3703156726758334,3.7508773929864434
l_490,-0.7677824637778992,-7.776767502896025
l_491,-0.5447702849599112,-5.5179082369194905
l_492,-2.3385629792631457,-23.686989987089216
l_493,-1.1404644020298775,-11.55161290885789
l_494,1.8508319220019587,18.746829961262655
l_495,0.15043222314708526,1.52371072275354
l_496,2.401518928985882,24.324663413490708
l_497,-0.9925984804392693,-10.053896477797888
l_498,0.9478519673817387,9.600667112966283
l_499,-1.519600827394588,-15.391834547150612
l_500,0.8865165663911646,8.979408474243863
l_501,0.2809964884144742,2.8461741903362086
l_502,-0.17315442985782994,-1.753859938387054
l_503,-0.41139856856936396,-4.167001570330879
l_504,-0.7064353282144735,-7.155388412081041
l_505,2.4600961567316264,24.91798543005897
l_506,1.4327575089652957,14.512210086889873
l_507,-0.5415855878494401,-5.485651171121433
l_508,0.85993017157035,8.710118527535464
l_509,0.6502147967913166,6.585941413234895
l_510,0.5192412672144979,5.25932411915034
l_511,0.2953904309969482,2.9919700575179298
l_512,0.1315121023683904,1.3320679453493085
l_513,0.730631739631038,7.400471451634595
l_514,-0.4384768616967079,-4.441270640580972
l_515,-0.49881750194435576,-5.052455036817284
l_516,0.9129432810305362,9.247080027774238
l_517,1.2305320941287623,12.463895388112638
l_518,1.0033638307417754,10.162937765408733
l_519,0.18437030426423792,1.8674628599876488
l_520,1.2993682083805316,13.161125229685139
l_521,-0.7379330795937422,-7.474426478252915
l_522,1.5421151902434285,15.61987921883213
l_523,1.0654066242569278,10.79136217214382
l_524,-0.6947485911529463,-7.037011951342821
l_525,0.31924953262672434,3.2336380549261277
l_526,1.4604190724132882,14.792390574823905
l_527,0.12371292761560251,1.2530728952321026
l_528,0.7600931851352437,7.698882457060537
l_529,0.6234793085236005,6.315138655281602
l_530,0.6355218626701238,6.43711648000077
l_531,1.3937335283333332,14.116941364332208
l_532,2.455598410849354,24.87243006449983
l_533,1.901194559427366,19.256945913409695
l_534,1.840248795109866,18.639636036826314
l_535,0.7644030616327556,7.742536702618216
l_536,0.6190977124239194,6.270757672632519
l_537,0.28648705354224613,2.901790701048385
l_538,-0.07694794502062226,-0.779394870060953
l_539,-0.38651147867652474,-3.9149239260704953
l_540,-1.0469017521825645,-10.603926360489496
l_542,1.9617517522003722,19.870320254599502
l_541,0.03769999256454734,0.3818593644494245
l_543,0.08538364681153496,0.8648405398555393
l_544,-2.1956691774671513,-22.239638376508804
l_545,-1.0382565517733588,-10.516368057673915
l_546,-0.32833810685421116,-3.3256931226277167
l_547,0.3253635991254255,3.295564258051685
l_548,1.7537096068030051,17.76309157742116
l_549,0.16368052147776688,1.6578976223523387
l_550,1.295541741483592,13.122370583691177
l_551,0.3569513000768553,3.6155116291671305
l_552,1.6362191050271933,16.573044738455174
l_553,0.33757194316222394,3.419221455142189
l_554,-0.706314228585276,-7.154159687941953
l_555,-0.17504165217115544,-1.7729708196642129
l_556,-0.050367754623345806,-0.5101669409254355
l_557,0.07256918131694513,0.7350486256693566
l_558,-0.6409301384013616,-6.491899283417621
l_559,-0.576616652650202,-5.840474340618997
l_560,0.4134574185608842,4.187856181822931
l_561,1.7471365172656612,17.69651247360542
l_562,1.678057748962016,16.996823669200914
l_563,-0.022912592301599807,-0.23207665461281823
l_564,1.8147012391153479,18.3808683518577
l_565,-0.8278402355350418,-8.385083808977909
l_566,1.2058357586406903,12.2137544836422
l_567,-0.5735127271351148,-5.809035195952714
l_568,-0.07353348152429097,-0.744809801474335
l_569,0.6283568095039105,6.36454373168065
l_570,1.5981452393537088,16.187403195087157
l_571,0.7781566099017677,7.881842523205503
l_572,2.291658396112523,23.21190403508614
l_573,1.5567257143248343,15.767867646884259
l_574,0.12585210989730147,1.2747421373378889
l_575,-0.9761037542745641,-9.886824293019885
l_576,1.0990966967532867,11.132603908441181
l_577,-0.8278927664426344,-8.385613706701463
l_578,0.8814927613979961,8.928522176941804
l_579,0.4383695683578122,4.440188857926172
l_580,0.10779398337483205,1.0918310196174066
l_581,-0.13622990387561001,-1.37985385211104
l_582,-0.2780459602643496,-2.8162908125664914
l_583,-0.023864332091765084,-0.24171942732582855
l_584,0.3437461341628436,3.481757310489983
l_585,-0.537471557095375,-5.44397932755458
l_586,-0.9831311686326349,-9.958003128325322
l_587,0.8125224440516581,8.229934258174628
l_588,1.289973938492316,13.065973367661071
l_589,2.041596953561599,20.67906568093287
l_590,0.9057168600903881,9.17388412181087
l_592,1.5075240815719244,15.26950920734391
l_591,0.8823122308270229,8.936822887854902
l_593,0.23864676326725381,2.4172208033961886
l_594,-2.628309940834204,-26.621799113243448
l_595,1.2723682180483373,12.887649530968242
l_596,1.666070631975928,16.875405346366755
l_597,1.1902253106956941,12.055634359521786
l_598,-0.5328981386634292,-5.397651872096939
l_599,0.8378384017535611,8.486352620623888
l_600,0.46480185984877276,4.707915320480181
l_601,0.1581161049992197,1.6015363340710798
l_602,2.164727099910241,21.9262320067829
l_603,1.234165866228412,12.500699410786513
l_604,-0.9885853947716098,-10.013249694528284
l_605,-0.7847213937055026,-7.948337373950405
l_606,0.1454735774968557,1.473482854745711
l_607,-0.795254420092774,-8.05502935794066
l_608,1.7664346993892335,17.891982087991643
l_609,1.406147653724541,14.242683030982326
l_610,-2.758412037664169,-27.939586894772102
l_611,0.41900081628489755,4.244003627005563
l_612,-0.48342220392731955,-4.896519689770243
l_614,0.16130774846134266,1.63386528482246
l_613,0.9142776717816645,9.260596677071202
l_615,0.6723989799655328,6.810639799949217
l_616,-0.7273060272254166,-7.36678848739031
l_618,-0.34581640021204213,-3.502729621640386
l_617,-0.06316794280368343,-0.6398207923641228
l_619,0.8591051859084726,8.701760432783056
l_620,2.308491516566165,23.382401008727395
l_621,0.3271033464192626,3.313185536160854
l_622,-0.08509581163195189,-0.8619238780479791
l_623,0.5333078728343147,5.401804101799964
l_624,1.8551988655131693,18.79106283222873
l_625,-1.2576503583546996,-12.738570045727453
l_626,0.491165830232781,4.9749508057271425
l_627,0.5044500632549016,5.10950735023979
l_628,-0.19692964443107638,-1.9946746330703926
l_632,0.8241123514452149,8.347321569988393
l_630,1.1270526793285651,11.415765951547545
l_629,0.8850984997430715,8.965043734072266
l_631,1.0332795414979281,10.465951249444258
l_633,1.0603644215028383,10.740289755403564
l_634,1.2783025971639337,12.947756509296243
