Retention Time (min),Quant Ion,Polarity,Area (max),Identification,Lipid Class,Features Found,20210729_AJ_Toh_RatBloodGlucose_ExtractionBlank.raw (F1),20210729_AJ_Toh_RatBloodGlucose_SolventBlank.raw (F2),20210729_AJ_Toh_RatBloodGlucose_T1062M_20210329_9wk_FBG_QC1.raw (F11),20210729_AJ_Toh_RatBloodGlucose_T1062M_20210329_9wk_FBG_QC3.raw (F13),20210729_AJ_Toh_RatBloodGlucose_Water_R1.raw (F65),20210729_AJ_Toh_RatBloodGlucose_Water_R2.raw (F66),20210729_AJ_Toh_RatBloodGlucose_Water_R3.raw (F67),20210729_AJ_Toh_RatBloodGlucose_T1076M_20210405_10wk_FBG.raw (F27),20210729_AJ_Toh_RatBloodGlucose_T1062M_20210322_8wk_FBG.raw (F9),20210729_AJ_Toh_RatBloodGlucose_T1093M_20210402_9wk_FBG.raw (F49),20210729_AJ_Toh_RatBloodGlucose_T1060M_20210325_8wk_RBG.raw (F4),20210729_AJ_Toh_RatBloodGlucose_T1091M_20210410_10wk_FBG.raw (F39),20210729_AJ_Toh_RatBloodGlucose_T1092M_20210406_9wk_RBG.raw (F44),20210729_AJ_Toh_RatBloodGlucose_T1093M_20210413_10wk_RBG.raw (F52),20210729_AJ_Toh_RatBloodGlucose_T1082M_20210405_10wk_FBG.raw (F33),20210729_AJ_Toh_RatBloodGlucose_T1060M_20210401_9wk_RBG.raw (F6),20210729_AJ_Toh_RatBloodGlucose_T1101M_20210402_9wk_FBG.raw (F55),20210729_AJ_Toh_RatBloodGlucose_T1062M_20210408_10wk_RBG.raw (F16),20210729_AJ_Toh_RatBloodGlucose_T1091M_20210330_8wk_RBG.raw (F36),20210729_AJ_Toh_RatBloodGlucose_T1074M_20210405_10wk_FBG.raw (F21),20210729_AJ_Toh_RatBloodGlucose_T1101M_20210413_10wk_RBG.raw (F58),20210729_AJ_Toh_RatBloodGlucose_T1076M_20210329_9wk_FBG.raw (F25),20210729_AJ_Toh_RatBloodGlucose_T1092M_20210402_9wk_FBG.raw (F43),20210729_AJ_Toh_RatBloodGlucose_T1074M_20210322_8wk_FBG.raw (F17),20210729_AJ_Toh_RatBloodGlucose_T1091M_20210413_10wk_RBG.raw (F40),20210729_AJ_Toh_RatBloodGlucose_T1082M_20210329_9wk_FBG.raw (F31),20210729_AJ_Toh_RatBloodGlucose_T1076M_20210325_8wk_RBG.raw (F24),20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),20210729_AJ_Toh_RatBloodGlucose_T1093M_20210406_9wk_RBG.raw (F50),20210729_AJ_Toh_RatBloodGlucose_T1060M_20210405_10wk_FBG.raw (F7),20210729_AJ_Toh_RatBloodGlucose_T1082M_20210408_10wk_RBG.raw (F34),20210729_AJ_Toh_RatBloodGlucose_T1074M_20210401_9wk_RBG.raw (F20),20210729_AJ_Toh_RatBloodGlucose_T1091M_20210406_9wk_RBG.raw (F38),20210729_AJ_Toh_RatBloodGlucose_T1101M_20210410_10wk_FBG.raw (F57),20210729_AJ_Toh_RatBloodGlucose_T1093M_20210327_8wk_FBG.raw (F47),20210729_AJ_Toh_RatBloodGlucose_T1074M_20210325_8wk_RBG.raw (F18),20210729_AJ_Toh_RatBloodGlucose_T1102M_20210413_10wk_RBG.raw (F64),20210729_AJ_Toh_RatBloodGlucose_T1062M_20210329_9wk_FBG_QC2.raw (F12),20210729_AJ_Toh_RatBloodGlucose_T1076M_20210401_9wk_RBG.raw (F26),20210729_AJ_Toh_RatBloodGlucose_T1092M_20210327_8wk_FBG.raw (F41),20210729_AJ_Toh_RatBloodGlucose_T1062M_20210405_10wk_FBG.raw (F15),20210729_AJ_Toh_RatBloodGlucose_T1102M_20210330_8wk_RBG.raw (F60),20210729_AJ_Toh_RatBloodGlucose_T1074M_20210408_10wk_RBG.raw (F22),20210729_AJ_Toh_RatBloodGlucose_T1060M_20210329_9wk_FBG.raw (F5),20210729_AJ_Toh_RatBloodGlucose_T1082M_20210401_9wk_RBG.raw (F32),20210729_AJ_Toh_RatBloodGlucose_T1076M_20210408_10wk_RBG.raw (F28),20210729_AJ_Toh_RatBloodGlucose_T1091M_20210402_9wk_FBG.raw (F37),20210729_AJ_Toh_RatBloodGlucose_T1102M_20210402_9wk_FBG.raw (F61),20210729_AJ_Toh_RatBloodGlucose_T1102M_20210406_9wk_RBG.raw (F62),20210729_AJ_Toh_RatBloodGlucose_T1093M_20210410_10wk_FBG.raw (F51),20210729_AJ_Toh_RatBloodGlucose_T1101M_20210327_8wk_FBG.raw (F53),20210729_AJ_Toh_RatBloodGlucose_T1102M_20210327_8wk_FBG.raw (F59),20210729_AJ_Toh_RatBloodGlucose_T1082M_20210322_8wk_FBG.raw (F29),20210729_AJ_Toh_RatBloodGlucose_T1060M_20210408_10wk_RBG.raw (F8),20210729_AJ_Toh_RatBloodGlucose_T1076M_20210322_8wk_FBG.raw (F23),20210729_AJ_Toh_RatBloodGlucose_T1101M_20210406_9wk_RBG.raw (F56),20210729_AJ_Toh_RatBloodGlucose_T1091M_20210327_8wk_FBG.raw (F35),20210729_AJ_Toh_RatBloodGlucose_T1092M_20210410_10wk_FBG.raw (F45),20210729_AJ_Toh_RatBloodGlucose_T1082M_20210325_8wk_RBG.raw (F30),20210729_AJ_Toh_RatBloodGlucose_T1062M_20210325_8wk_RBG.raw (F10),20210729_AJ_Toh_RatBloodGlucose_T1102M_20210410_10wk_FBG.raw (F63),20210729_AJ_Toh_RatBloodGlucose_T1093M_20210330_8wk_RBG.raw (F48),20210729_AJ_Toh_RatBloodGlucose_T1074M_20210329_9wk_FBG.raw (F19),20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),20210729_AJ_Toh_RatBloodGlucose_T1101M_20210330_8wk_RBG.raw (F54),20210729_AJ_Toh_RatBloodGlucose_T1092M_20210330_8wk_RBG.raw (F42),20210729_AJ_Toh_RatBloodGlucose_T1092M_20210413_10wk_RBG.raw (F46)
7.767,602.48346,-,19.380211653513197,,,43,13.380707803825267,13.359452259304112,18.153259211848358,18.74975185444082,14.83549387739863,13.698541753257313,13.373554377973688,17.826146374850207,18.074798739366134,18.500726765497035,18.131847335425007,16.0418265810086,17.612278386898257,18.704615096499058,18.296286561870637,18.694766792960365,17.597649480748974,19.380211653513197,16.149879795516416,18.130647276495885,18.08286468330721,18.36955460516804,17.242408622133254,18.83813319138427,14.432918407066438,17.46092018163665,18.408716348528838,17.234255440190697,18.62323915495756,18.19296702432801,17.85171552539368,18.814118904221726,15.510800493776026,17.506462602114233,18.057349142552983,18.39064942603995,18.37952720999578,18.276993574860235,18.39674249122346,17.767391318718914,19.018338293116006,18.754163942880165,18.343451475155852,17.681278119095097,18.076810906970987,18.2122766254683,19.04876820575358,18.255180794977697,18.336198373459233,18.04386440611575,17.23534330250543,18.228496806906644,17.610073019284382,18.114192526468408,18.224358021752337,18.039303007483458,15.31453663497696,16.939836522306557,18.10058291009125,18.78538452570419,18.670273538486686,18.20081889714992,18.243411141691606,18.945433293105317,17.41595532720793,17.12448850968394,16.996992443992134
7.778,766.53851,+,19.243929003213054,,,44,13.268988898409114,13.838157055890845,16.85272408748079,18.457568708676433,13.697964830054794,13.005909526118085,13.023236710749083,17.225144969276236,17.61108035412893,17.85600212928886,17.413356191553667,18.198294636651223,18.778196590876593,18.871337765351235,17.803801865099768,18.297349979557044,18.271443511557063,19.0048663851672,17.626633605989298,18.077007205814418,17.760464304811343,18.58761959797945,18.031332462984956,18.52399937221495,17.17143940313133,17.804210747936864,17.660668536446618,17.491171439039302,17.411805831599537,18.09485968764286,17.665757268312927,17.549474813621654,18.69293127893359,18.460558766798645,17.54263167389936,17.6501113534226,19.00074139192289,18.039198575809916,19.243929003213054,17.76726076713369,18.757905805840494,19.11508650273369,18.380089606696348,18.022960726901704,17.246265938085738,17.87324828923995,17.958110306864345,18.31795228561592,17.99430743681653,18.171365979050304,17.92345228932976,18.503881320716193,17.920890188747105,17.72522976435797,18.000236760518533,17.747633681651145,16.279044923613068,18.08698900083743,17.276462682163682,17.799010464750978,18.786829340250552,17.544531474609993,18.217337493419972,18.043200509165377,18.853857437311827,17.31046015798893,17.1348545755523
7.791,804.5506,+,22.413520427937712,PC 38:7,PC,57,13.70542919494127,14.454436351493122,20.225249077806115,21.406857223226762,14.134405127273013,13.442349823118079,13.459677007058572,20.255172066870443,20.59753328417989,20.536999585460038,21.17974311457838,20.501399699606527,21.95060356881261,21.688562959789312,20.574905603906615,21.315030604897355,20.68743585599366,21.52776127950746,21.747198420181732,20.146868028754998,20.94410814850663,20.944641470863086,20.70705622278746,20.314073442615772,21.17240217002508,20.26501686856027,21.268806907167754,20.649937768851093,21.568104426429304,20.464095288828712,20.73734721481411,21.678571997586328,22.413520427937712,20.54214201598557,20.064303969189602,20.796877513397988,21.229257634046707,20.85669364209173,21.459862551877393,20.401521056866162,20.628813896413813,21.873451120308765,21.443434824586944,20.307479868968272,20.508246703912512,21.39744082729908,21.11316519377933,20.906672937762913,21.37759728726222,20.429652538444966,20.491173971253335,20.609663045542437,20.34682688197182,21.610624939867755,20.423571564393107,20.642457171415366,19.445489235145597,20.124341516904884,21.02833394406874,21.40406693284148,21.115367447573366,21.454029704819416,20.596968661791088,21.15863250378707,20.5672844621661,21.43388572689257,20.965187298734673
7.808,738.54364,+,19.911959475821494,PC O-34:4,Plasmenyl-PC,30,13.330102092431112,14.219858445100407,14.416667061760142,16.72375244834425,13.800889632609715,13.333860802466564,13.173182833026148,16.06653730636754,14.96108810301095,14.715316686723286,18.587494796209537,15.274544084403914,18.313384930426174,18.779325386074895,15.84025504516661,18.592667301501155,15.457000815956794,18.54287507560723,17.70436163632247,15.747654543697543,19.484883172742105,16.976118494294397,15.705455268489054,16.979861192337513,17.629422216308647,15.662022934737282,19.292493074452448,15.525992638598174,18.427947197249274,15.446713997279218,19.371693425003546,18.743152776375137,18.639920855977284,16.187552359456635,14.123246325667276,17.8512476056986,19.303249928591477,16.199887829191397,19.473651053770308,15.76731601047082,16.42061851783433,19.911959475821494,18.682023639610637,15.958444059001653,19.184734505871976,19.63302635484289,16.48543900987293,15.977064810779083,19.31228620044445,15.757974516051384,15.801383656457565,16.042341969020768,15.777672783222629,19.061258187487407,16.890486966661285,18.42055410842756,14.347597468308914,15.439941741283898,18.038441060536858,19.20392298427782,17.192333263982285,18.168255451614208,15.17067066290605,18.80340404290435,18.226654287467174,18.253935133260637,18.6123003607175
7.817,601.52032,+,20.855722243330074,,,51,13.41174465364265,14.301501006339624,17.753380406585432,19.1100624730944,13.882532194276965,13.415503364624657,13.254825394654057,18.074819307108772,17.975486574786228,19.08776195430113,20.052860024753134,18.722039435603165,20.855722243330074,20.351959872353344,18.150963148529268,20.580743468354775,17.68907582101848,20.391203379174506,20.609952305810975,18.518750316545415,20.707394046165525,18.900017228876425,18.910756992511477,19.2770758057972,19.87882085615862,18.41626391428788,20.316194674169953,18.44267874680444,20.573647902547403,18.29617539997441,20.053935312318835,20.57395539172228,20.401492856275215,18.480258096890026,18.540135989406114,19.61753550026786,20.1077521217624,18.54241870748817,20.752259195687543,18.72785835233215,18.283474698444824,20.674354521800847,20.29092163185894,18.389694970711663,20.43929829899891,20.22612257667168,20.312480290162014,18.674528176778765,20.221123693825508,18.867277972671538,18.321545678366267,18.526980528277775,18.492789369324715,20.156286189860026,18.91088402999718,20.624418106466962,17.760358872918435,18.57017046857021,20.147174398910696,19.823035645222117,18.775728741860075,20.39043290924552,18.46428025922887,20.17360460429544,20.31399854943686,20.29145904786776,19.56034396164112
7.846,777.59174,+,19.006885182601586,SM d40:6,SM,34,13.370168835554402,14.20821811802055,17.891916651050465,18.438450134707743,13.789249306181636,13.322220475873522,13.148708701716055,17.89982309809748,18.643519410944194,17.76893575290827,17.99279074558609,18.634394047414666,17.419046539720767,17.74213986324668,18.24971516708936,18.361252784520794,18.37142149839809,17.87123642487175,17.525001522190653,18.38002201121226,18.096078291390487,18.761804758425395,17.98666397105114,18.78284837001182,17.424132399014127,18.094447289915948,18.488673083964304,18.05101592423325,17.736500395867306,18.32928759277986,18.14228340405936,17.916296061200317,17.303588327231214,18.073988654389527,17.480495329778282,17.543430208601293,17.812269712694956,18.724391802194425,18.587522612378905,17.29607092042058,18.824481757975065,17.22251637760638,17.878976601322908,18.62191215471456,17.730214033559466,17.960253545694528,18.656563442280465,18.724839532259764,17.160170291248413,17.86612856718255,17.916354527803314,18.363582735658216,18.46542948689615,17.89884410151749,19.006885182601586,17.63840125712514,17.273294418026975,17.857094346056396,18.57857767348025,18.342617725097213,18.076354347463703,17.5737867161013,18.331428120894454,17.722220445078744,17.985080038206956,17.304826651165907,17.162468679487738
7.86,846.60175,+,20.2705579940584,,,57,12.958124860471429,13.132233784290603,17.498672971615655,18.819455360657443,13.377205330439818,12.910176501076993,12.958819999949332,17.690021429623663,17.588186236489534,17.394917312809394,19.793084657338575,17.991162488486058,19.475698025407308,19.51812122743586,18.147542571646525,19.776346530162005,17.879924556738676,19.66915915446144,19.34758973727402,17.679614851368992,20.192707652421877,18.82157836038643,17.73564923936331,18.755647583433383,19.359098460449943,18.251407641478334,20.131712069496103,17.375591941290818,19.132050626928734,17.76641678712547,20.214190256945,19.54073444048946,19.13399819902523,18.323765434701226,17.450725146854584,18.958106384102155,20.2705579940584,18.216806544748852,19.773834777454585,17.718649092495973,18.111525340292033,19.997429741573967,19.32821672656692,18.097283218576766,19.65256064832817,20.250650363254863,19.668456021659026,17.84242702477988,19.75584843095705,17.427200498156157,17.719734619596508,17.90890124891507,17.3283714644649,19.83779862185457,17.850311903692226,19.850150694960053,17.178276542912716,17.604593558579158,19.535054585139655,20.025644751796836,18.60984019615228,19.000452309879872,17.86723000215333,19.52650492020813,19.256399007957416,18.93490630730702,19.46898767976688
7.874,871.53583,-,21.380210221963384,PI 17:0_20:4,PI,91,13.300028931596197,13.195794177358893,19.81699803673223,21.06227155307108,14.501568132636097,13.490607703482826,13.296277753350347,20.334418464861887,20.094722248255017,20.84100925827846,20.686167369289358,20.461522786343625,21.015786676136546,20.847116458157423,20.82770637334785,21.08983942426118,20.79514563316578,20.797648217531908,20.74595904577919,20.659724149403058,20.931449452189206,20.99774478792545,20.8188827488102,20.713972690268513,20.424653419545763,20.417914192148586,21.09889242346342,20.365969521946546,21.16291828784665,20.43344639611181,20.808433910716598,21.007772314655533,20.67309971161094,20.569327081635993,20.623171760106473,20.393834205049185,20.92872610219144,20.541901232820127,21.20159146768129,20.59809228567877,20.49857596184901,21.202187251511077,20.693705476968194,20.34805286417302,20.827744542745226,20.93105405556359,21.380210221963384,20.783997809459567,20.888539261102164,20.771406135190865,20.36575230470078,20.612332139546417,20.32697313788748,20.871394473786417,20.6243362712479,20.819209642130563,19.797801057255786,20.16414452003038,20.749758305266113,20.98710148447219,20.771728083843783,20.81555461490718,20.489948918466386,20.836933486213482,20.692243810126158,20.474643655022955,20.48262059773744
7.874,613.52002,+,20.43263405824325,,,62,13.301549772046197,13.554031019669912,18.718932666196437,20.388479694581683,13.66940528307438,13.253601412127386,13.302244910294755,19.555145825972954,19.393348932121945,20.16088691591917,19.960331875130386,19.75458068956532,20.264528870616008,20.121637273957795,20.13100587465849,20.33618842838798,20.037615278623456,20.000805914135725,20.03339560565555,19.785013559961946,20.148488346863065,20.31474804749687,19.99214130475358,19.876670588373653,19.667272598743093,19.64789853896073,20.226486072184176,19.58420773144954,20.43263405824325,19.65722690521198,19.9685166516017,20.173057848791,19.892707951024438,19.713107761119456,19.885326583285927,19.50287544214982,20.038039336171334,19.71544674512419,20.273495538758777,19.872163379457078,19.72147557014599,20.302112866090763,19.78361130470209,19.543922875923716,19.898617455911427,20.050743652617424,20.352210013579455,19.94480196639097,19.964931448055555,20.027962814125008,19.594276433602335,19.748563856644996,19.552369568611745,20.090594437869942,19.788523560167476,20.046993229395536,19.191384912825477,19.517358515877724,19.924200592645654,20.0614371896343,19.950861062965096,20.066824513929912,19.808949219150996,19.98431754603967,19.909189598717724,19.74891361936859,19.705009209226777
7.877,830.57001,+,23.210453517152718,PC 18:2_22:6,PC,126,13.542520447990055,13.795001695017461,21.52113525496942,22.746947134960443,13.910375959924982,13.494572087808855,13.543215587786346,21.549335142986408,21.57975011173528,21.603708126056745,22.587396298998772,21.505288668417112,22.58825635075052,22.413602386954032,21.726331284468856,22.46288217482281,22.08589900415545,22.671645260427407,22.271343355809403,21.573715052678175,22.898367083206036,22.325519446866444,21.558725570820055,22.190879851297655,21.911602177482596,21.416083114510464,23.118132795691658,21.43294609148004,22.2114858375372,21.45493984407754,22.602775617768536,22.738311189105993,22.147461933795515,21.77842645508916,21.02734192882454,22.022194256549046,22.905145729785023,22.180090456647736,23.210453517152718,21.422190890048597,21.913056198647663,23.120312226378463,22.37123302812874,21.51833292904642,22.536963184082307,22.98972385140814,22.575272136185426,22.180942607418295,22.844490852566988,21.262932529329287,21.539540151069197,21.71880814696062,21.20425311413433,22.700712838597187,21.796005119824024,22.496553424356595,20.594219293446486,21.32461726799182,22.368853513409967,22.959646914330833,22.074986694391843,22.12610606513239,21.649212881945264,22.474206380770937,22.277394980913183,22.033847870095514,21.973558135152366
7.885,742.54071,-,21.200525074458543,,,69,13.476326048951618,13.372091293115487,16.801324321589853,18.095191127960742,14.677865248616904,13.666904819720905,13.472574869465065,17.85778793199297,17.005879462064318,17.78679301819906,19.888651074605495,17.380690013448106,20.22708122926035,19.566587576964462,17.9340710719851,20.977617636580163,17.763291128116723,20.18669974262554,20.042167982274044,17.93300036952904,20.222821206207637,18.529415874568535,17.858087951867567,19.30709903436117,19.397417375058744,17.55526153414236,20.554921370214327,17.17797695273829,19.753414682990023,17.369278640630014,20.655068424641247,20.69524419315318,19.846290056192952,17.782847693968847,17.47685694989642,19.474595929507664,20.381156404790115,17.83829774546812,21.200525074458543,17.284735193852892,17.877378823561703,20.809437246688763,20.069820829551116,17.494684590916332,20.89021900236674,20.50468146786854,20.155963194189294,17.93799041995773,20.419382563090423,17.49440192437513,16.97768162880461,17.511594506627755,17.406966359996336,19.952811745052117,18.268245158442628,20.4260208036626,16.84527687309,17.47199916972635,19.983483559742247,20.37340897592423,18.249026848918398,19.864800508349447,17.761738707354514,20.183234652417532,20.172712291522892,19.92815681932671,18.700194252947952
7.888,310.31088,+,19.09517510581112,,,27,13.395872183992969,13.648353431446466,15.150361990399809,16.776131457151806,13.763727695831294,13.297246566859211,13.396567323334267,15.866743709484254,15.445410611687482,16.03931024665757,18.10214354908835,15.681380686502981,18.584347128490574,17.828798875923145,16.274884645933096,18.85872709144153,15.848414007691797,18.52779940809487,18.190833648685327,16.06880071130039,18.372045595014033,17.071205823038706,16.337129145754655,17.445857066172856,17.656434863354754,15.894453346702482,18.64523669231158,15.91914774305115,18.41486850525918,15.552959670311962,18.916850201547273,18.830879324737026,18.107226867993802,15.821403243938589,16.003332124897774,17.618351550058186,18.486277896861093,15.878798784548557,19.09517510581112,15.430988239540786,16.29501033763983,18.949907651569298,18.301684314480312,15.746684047310362,19.01885242116337,18.521143311774235,18.07441655067768,16.33023177475408,18.53072973669653,16.08291027280157,15.488046110695791,16.096136123899612,15.370180629741055,18.146605710152837,16.522780400830097,18.963876332950147,15.19843633637671,15.938842230682608,18.16257618812651,18.19607491789223,16.453623895244228,18.19222614684617,16.303806651211616,18.541866613881346,18.34641255667078,18.19252997564451,17.53205986130783
7.891,351.32718,-,19.868821756056825,,,24,13.44414177582543,13.339907020772825,16.835888381892023,18.39700046051417,14.645680975468297,13.437944282770756,13.440390596118284,16.998157645568533,17.55453938441567,19.868821756056825,16.874702527158473,17.766840664218584,16.646739142009565,16.652360670340265,17.025362147668336,16.81917580023755,18.642108583614686,16.55948818126832,16.98532148441289,18.069543362398104,17.92014419304363,18.558112321437616,17.88895798995865,18.30272932960818,16.667413138652652,16.33435076505825,18.32361111955991,18.267577206971154,17.34614048194908,17.199308477743998,17.720033147231543,16.84651193793443,17.123365188987368,16.993716801769413,19.169290305775277,17.12224461413829,17.278651741857946,17.87684596204747,18.511404197077223,18.125780451203475,18.922999925326227,17.322365100623315,16.838045725436448,18.37857616977651,18.22967150149775,17.835483997385047,18.551418678922417,17.944824058249147,18.15751167032297,18.477401826655644,18.785505103799473,18.55216707604686,17.966565130537752,16.490192985960377,18.165222385663967,18.120266091530926,17.06965065643586,17.033126045754273,17.271578260805505,17.439559798296827,18.3574793793006,16.74802209454646,17.992594603496777,17.317289562053062,17.124688352684693,16.427162424536448,16.673073808410077
7.896,754.53912,+,20.73506919003185,PC 34:4,PC,62,13.168667043778791,13.460748048309393,19.60965773636004,20.73506919003185,13.405987477758964,13.109641184317917,13.208961940708187,19.641393447712943,19.895344959995835,19.792207315331655,19.923036255959406,20.102582099371823,20.103108284461314,20.20696896940364,19.659007371042538,20.172630534148187,20.340833605619828,20.30471357821041,19.997588011417115,19.95715486933859,19.828339905439346,20.174374043442175,20.23222468456479,19.959108684579004,19.77082490339202,19.5989542574468,20.039299845334853,19.661564783675182,20.0926960697701,20.22149827048103,19.80245884524532,20.001568750185342,20.004120254259682,19.890202782767165,19.744337108120952,19.58872584217071,20.020542260336516,20.197270813698708,20.41069175867999,19.977191857770197,20.639498772782016,20.579519839159264,20.091636697941844,19.965755489596187,19.616454811386916,20.284877882887123,20.110650120739233,20.401552340780423,20.236695656011143,19.863455270913207,20.126144761018384,20.541157022883908,20.203502463971148,20.430328450602246,20.21454192038433,19.713366964703624,18.840240790662936,19.950246260571415,19.59784038361991,19.888626007853073,20.564348479709462,19.65026130310844,19.946543151813565,20.0689727014874,19.74740038799877,19.88409917661584,19.623372391643986
7.925,727.57593,+,20.611779523314528,SM d36:3,SM,62,13.548273979984648,13.821812037532032,19.364505186327012,20.17170881333485,13.828919099599617,13.52754092527147,13.570025928832893,19.736868074010577,19.83027802465501,19.983905136658404,19.762898410646144,19.91890906105523,19.680957767709423,19.67326245507731,20.35117798090429,20.18055807125387,19.998444507640986,20.034859586871026,19.35295536501925,20.220157909477063,19.985978314754878,20.474752280321354,19.89015150371908,20.123087659982367,18.874434918156442,19.917205839758836,20.042057410288656,19.6332332835612,19.72391352686338,20.119568065359175,20.039205351002096,19.958464174729635,19.134311041062823,19.792793068238474,19.525633564871498,19.341590470969546,19.93687870078517,19.93972226520398,20.054162098368568,19.819548021338477,20.29976345534179,19.721887689902694,19.46800177687648,19.91643704450162,19.808936359552106,19.779285031508813,20.611779523314528,19.971087094496283,19.626245579880095,19.669148838993667,19.78634419567145,19.82806277663584,20.20498413271059,19.68959922335846,20.331034007125538,19.794476945011606,19.330857910508644,19.7202802923789,20.05173195855907,19.899304935912404,20.074489665424178,19.71076684804529,20.049971875262766,20.030285081327165,19.993202890840674,19.61209575588165,19.335117172610605
7.933,850.59619,+,19.932086289944735,,,52,13.919767848860467,13.796647270894853,18.12073293500435,19.122192704721428,13.80375433319213,13.502376158408103,13.428657255630647,18.434620466956986,18.678776858494974,17.071216518207336,18.615348414051223,17.499436450375768,18.85295278387752,16.969247304708997,19.040245796021985,19.65834351449516,18.48348207202037,18.547966486293102,17.828144736742065,18.73577308286824,18.46299126003725,19.932086289944735,18.026052429895834,19.431808864020713,16.735048055601013,18.604026080542184,19.185620503133755,18.330899780051595,18.253928289680715,18.283979498546138,18.502212176803585,18.694942918946804,17.3247248867303,18.1896085462278,19.012445779933472,18.482248309822957,18.292216378369123,18.77291785939271,18.921425567390333,18.560937167090955,19.575609128231,17.87663187721017,18.424668076347608,18.50341029654954,18.454046168116232,18.684771035873595,19.050802352752207,18.174377041847908,18.87813201139016,17.432196144614682,18.458108690709633,18.374129216531,19.090019071902553,18.351805721425684,18.698392572002973,18.861312198139213,18.595365073657256,18.0024889618406,18.62217275544583,18.78563074408411,18.424012996171076,17.957720822284802,18.093172666205234,18.920228971789168,18.986279779887237,18.55345290685593,18.166570225374706
7.94,1179.73828,-,18.93730929755622,,,51,13.430592019819283,13.37220983014491,16.98404116959714,18.294437823148304,14.663132078828266,13.42721047935205,13.433400381214826,16.979887814985563,17.098252158482094,17.768998655478843,17.98870422789603,18.297352253654694,18.4568047460966,18.029054854809598,18.116395341093025,18.595059250902032,18.139381183891825,18.744053076555332,18.245308842497447,18.17341101102697,18.312272052977967,17.708576755382488,18.245118432886375,18.075310692166973,18.09085753991472,17.745708187723093,17.42798225400752,17.290045012395783,18.100179606545613,18.263516997771827,17.90595928881258,18.40538624731027,18.300254181623274,18.014129006860326,17.621495357759144,18.02861500828727,18.241281330312514,17.86328054625724,17.673214660673203,18.005208726264442,18.08750061006199,18.13308837323154,18.447871616800583,17.89288006479246,17.952528868558648,17.46218317551018,18.93730929755622,18.16279617075271,18.24967868987825,17.767518471026435,17.262647151590173,17.58560061838528,17.28115472616031,18.25444687545093,17.29951497501869,18.294085818809492,17.542380471880115,18.096339255890985,18.190930521916773,17.91844739050896,18.160876449361524,18.079301469076103,17.724659495140923,18.4386967259682,17.710067979279476,18.299186516259603,18.13919273587835
7.947,840.59076,+,18.933969907624565,,,50,13.614695758678012,13.238169711519463,17.17433528505653,17.96354270937854,13.524882304629298,13.19730406829079,13.12358516536635,17.675145993838658,17.24721796447278,17.313348528655315,18.311669769817346,17.29063683321609,18.014596580279825,18.23766229912329,18.11289144020872,18.404766258714716,17.756027805461002,18.593192578424095,18.097130398475013,17.632461497848595,18.85345670943731,18.527699283965774,17.305584144506344,18.080098907217675,17.709093642401534,17.70996217108005,18.933969907624565,17.233367552803156,17.968896359967346,17.771447416539527,18.637856331618995,18.481658674410486,17.81521212989591,17.845229504965534,17.023646215183025,18.118423396438512,18.796901126197593,17.838340194487692,18.897230452137357,17.279557982966548,18.025219706317372,18.64325896501918,18.100978615912638,17.668537915232314,17.839470284212055,18.89846450089297,18.507541081490782,17.911867538256008,18.479084691974343,17.2870708746937,17.65640630347988,17.870447651117395,17.54052872309593,18.521614060160218,18.05828816021211,18.08952350252838,16.647458431832504,17.151946046083683,18.077853834512027,18.367125029530893,18.08154580861172,18.058161833267597,17.857280029848614,18.553537549026757,18.175161703385236,17.72339274389638,17.958200082787542
7.966,804.5542,+,20.239477909045384,PC 38:7,PC,58,13.59132286359447,14.699822342991563,19.448223469234335,20.155669105681056,13.50150940964302,13.173931173001211,13.162214401291934,19.540179710599435,19.52286956146991,20.162939431307297,19.801216851060122,19.710293142610738,19.92755178887086,20.170180944536764,19.737219006805994,19.95364048793352,20.155794368162233,19.791366295929105,19.9071500523804,19.55665125274105,19.695801034697908,20.239477909045384,19.91049769765019,19.63659248671804,19.102949256041672,19.65859786256433,20.130521675652407,19.619724397066573,20.101286913944453,19.70184338287424,19.498116435867125,19.836044774931192,19.62966214001111,19.95969785534425,19.545198732793537,19.321483588420524,19.71069507195025,19.89543373020084,20.204509821651722,19.667825442572,19.70250060486704,20.062163647914716,19.742872307393135,19.714861349377536,19.379881423940745,19.901933924086812,20.00062086649797,20.17630352851476,19.73703761040626,19.917319097765287,19.96445403514843,19.803139273126,19.720245429272012,20.143988804191444,20.18216988187765,19.21141342783606,18.768670572593937,19.46575603887318,19.552186510707326,19.86040752921724,20.078967222909476,19.87570374870977,19.801884281974484,19.71426523187528,19.967800458352855,19.94067833248306,19.339718049504754
