,Unique Identifier,Retention Time (min),Quant Ion,Polarity,Area (max),Identification,Lipid Class,Features Found,20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),20210729_AJ_Toh_RatBloodGlucose_T1060M_20210325_8wk_RBG.raw (F4),20210729_AJ_Toh_RatBloodGlucose_T1060M_20210329_9wk_FBG.raw (F5),20210729_AJ_Toh_RatBloodGlucose_T1060M_20210401_9wk_RBG.raw (F6),20210729_AJ_Toh_RatBloodGlucose_T1060M_20210405_10wk_FBG.raw (F7),20210729_AJ_Toh_RatBloodGlucose_T1060M_20210408_10wk_RBG.raw (F8),20210729_AJ_Toh_RatBloodGlucose_T1062M_20210322_8wk_FBG.raw (F9),20210729_AJ_Toh_RatBloodGlucose_T1062M_20210325_8wk_RBG.raw (F10),20210729_AJ_Toh_RatBloodGlucose_T1062M_20210329_9wk_FBG_QC2.raw (F12),20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),20210729_AJ_Toh_RatBloodGlucose_T1062M_20210405_10wk_FBG.raw (F15),20210729_AJ_Toh_RatBloodGlucose_T1062M_20210408_10wk_RBG.raw (F16),20210729_AJ_Toh_RatBloodGlucose_T1074M_20210322_8wk_FBG.raw (F17),20210729_AJ_Toh_RatBloodGlucose_T1074M_20210325_8wk_RBG.raw (F18),20210729_AJ_Toh_RatBloodGlucose_T1074M_20210329_9wk_FBG.raw (F19),20210729_AJ_Toh_RatBloodGlucose_T1074M_20210401_9wk_RBG.raw (F20),20210729_AJ_Toh_RatBloodGlucose_T1074M_20210405_10wk_FBG.raw (F21),20210729_AJ_Toh_RatBloodGlucose_T1074M_20210408_10wk_RBG.raw (F22),20210729_AJ_Toh_RatBloodGlucose_T1076M_20210322_8wk_FBG.raw (F23),20210729_AJ_Toh_RatBloodGlucose_T1076M_20210325_8wk_RBG.raw (F24),20210729_AJ_Toh_RatBloodGlucose_T1076M_20210329_9wk_FBG.raw (F25),20210729_AJ_Toh_RatBloodGlucose_T1076M_20210401_9wk_RBG.raw (F26),20210729_AJ_Toh_RatBloodGlucose_T1076M_20210405_10wk_FBG.raw (F27),20210729_AJ_Toh_RatBloodGlucose_T1076M_20210408_10wk_RBG.raw (F28),20210729_AJ_Toh_RatBloodGlucose_T1082M_20210322_8wk_FBG.raw (F29),20210729_AJ_Toh_RatBloodGlucose_T1082M_20210325_8wk_RBG.raw (F30),20210729_AJ_Toh_RatBloodGlucose_T1082M_20210329_9wk_FBG.raw (F31),20210729_AJ_Toh_RatBloodGlucose_T1082M_20210401_9wk_RBG.raw (F32),20210729_AJ_Toh_RatBloodGlucose_T1082M_20210405_10wk_FBG.raw (F33),20210729_AJ_Toh_RatBloodGlucose_T1082M_20210408_10wk_RBG.raw (F34),20210729_AJ_Toh_RatBloodGlucose_T1091M_20210327_8wk_FBG.raw (F35),20210729_AJ_Toh_RatBloodGlucose_T1091M_20210330_8wk_RBG.raw (F36),20210729_AJ_Toh_RatBloodGlucose_T1091M_20210402_9wk_FBG.raw (F37),20210729_AJ_Toh_RatBloodGlucose_T1091M_20210406_9wk_RBG.raw (F38),20210729_AJ_Toh_RatBloodGlucose_T1091M_20210410_10wk_FBG.raw (F39),20210729_AJ_Toh_RatBloodGlucose_T1091M_20210413_10wk_RBG.raw (F40),20210729_AJ_Toh_RatBloodGlucose_T1092M_20210327_8wk_FBG.raw (F41),20210729_AJ_Toh_RatBloodGlucose_T1092M_20210330_8wk_RBG.raw (F42),20210729_AJ_Toh_RatBloodGlucose_T1092M_20210402_9wk_FBG.raw (F43),20210729_AJ_Toh_RatBloodGlucose_T1092M_20210406_9wk_RBG.raw (F44),20210729_AJ_Toh_RatBloodGlucose_T1092M_20210410_10wk_FBG.raw (F45),20210729_AJ_Toh_RatBloodGlucose_T1092M_20210413_10wk_RBG.raw (F46),20210729_AJ_Toh_RatBloodGlucose_T1093M_20210327_8wk_FBG.raw (F47),20210729_AJ_Toh_RatBloodGlucose_T1093M_20210330_8wk_RBG.raw (F48),20210729_AJ_Toh_RatBloodGlucose_T1093M_20210402_9wk_FBG.raw (F49),20210729_AJ_Toh_RatBloodGlucose_T1093M_20210406_9wk_RBG.raw (F50),20210729_AJ_Toh_RatBloodGlucose_T1093M_20210410_10wk_FBG.raw (F51),20210729_AJ_Toh_RatBloodGlucose_T1093M_20210413_10wk_RBG.raw (F52),20210729_AJ_Toh_RatBloodGlucose_T1101M_20210327_8wk_FBG.raw (F53),20210729_AJ_Toh_RatBloodGlucose_T1101M_20210330_8wk_RBG.raw (F54),20210729_AJ_Toh_RatBloodGlucose_T1101M_20210402_9wk_FBG.raw (F55),20210729_AJ_Toh_RatBloodGlucose_T1101M_20210406_9wk_RBG.raw (F56),20210729_AJ_Toh_RatBloodGlucose_T1101M_20210410_10wk_FBG.raw (F57),20210729_AJ_Toh_RatBloodGlucose_T1101M_20210413_10wk_RBG.raw (F58),20210729_AJ_Toh_RatBloodGlucose_T1102M_20210327_8wk_FBG.raw (F59),20210729_AJ_Toh_RatBloodGlucose_T1102M_20210330_8wk_RBG.raw (F60),20210729_AJ_Toh_RatBloodGlucose_T1102M_20210402_9wk_FBG.raw (F61),20210729_AJ_Toh_RatBloodGlucose_T1102M_20210406_9wk_RBG.raw (F62),20210729_AJ_Toh_RatBloodGlucose_T1102M_20210410_10wk_FBG.raw (F63),20210729_AJ_Toh_RatBloodGlucose_T1102M_20210413_10wk_RBG.raw (F64)
351,unknown_904.69342_6.987,6.987,904.69342,+,25758695.53,unknown,unknown,5,178546.4755,286551.1807,98127.71566,100819.602,1658198.945,61548.1133,49728.51889,132898.9501,74339.81982,72418.50472,686662.3191,85561.16649,20121.85676,410388.885,202783.2228,368007.1249,522380.6829,403698.2758,28151.00267,747277.8794,38197.77019,318623.5236,1462843.727,67366.97946,118550.4335,229908.5905,157930.5265,50531.98091,45729.92912,140169.2611,159866.7119,151375.1869,146688.5433,104958.6659,34500.85169,51456.19032,77859.26127,77140.98548,189470.4564,68511.1173,83956.68057,498655.4067,159214.5699,154360.0882,25758695.53,44208.39079,89713.86456,32416.51547,103456.0668,963803.0181,212295.1304,47648.08456,103547.5366,32533.44058,2146401.605,131849.2756,136237.5182,273193.5963,47290.33991,77479.46681
352,unknown_860.66724_7.009,7.009,860.66724,+,24516320.62,unknown,unknown,7,137163.4289,296008.383,129201.8759,72484.15961,1413810.011,107688.8997,103441.3822,125563.2566,83112.79508,130212.1584,675116.885,95915.5513,67854.6179,344137.8975,208080.6895,370157.4948,468849.7285,467774.8747,58978.65459,704514.1512,22560.08587,303239.8762,1197972.277,73311.11408,16352.79691,186908.233,164179.8465,40413.75807,52714.38847,141632.0252,115147.829,166008.3467,165216.7394,101858.7776,46964.15558,25976.29246,44787.12141,91330.91224,201422.7829,70899.57695,109872.1363,457179.2931,85188.25843,80207.93664,24516320.62,38564.05304,81760.75284,70935.50049,78771.92989,830500.3611,268694.2331,87140.06347,85295.4209,55135.64134,1662182.723,112163.4335,129137.1227,293896.1588,83151.32182,48495.22287
353,unknown_574.45184_7.021,7.021,574.45184,-,4787847.189,unknown,unknown,38,1297383.444,1926338.304,1857853.529,2486461.874,2046663.919,1609146.251,2040059.353,3911898.839,3384387.573,3763629.56,3691717.954,4436676.479,3797637.898,3197983.855,3262168.706,4787847.189,3216229.205,3055894.712,1806508.247,1819281.848,1811328.095,2283554.527,1284960.287,2028333.431,1767956.14,1813213.655,1522379.4,1436123.819,1645086.273,1414490.93,682780.2539,768545.4038,4243880.896,623401.6547,499025.6347,365908.2799,1595775.751,1389382.793,1493621.407,1358760.411,1379427.122,1043687.678,3100346.907,2378148.333,2669771.849,3126418.274,2300397.514,2392840.245,1199910.935,1560347.657,1760840.428,1858710.874,1371999.107,1604265.382,2957341.035,2901626.472,2788459.443,2781052.098,2714840.736,2524499.994
354,unknown_431.17972_7.022,7.022,431.17972,+,663470.5914,unknown,unknown,29,388269.1564,528885.0667,418324.3372,643218.231,494912.8069,416729.9544,381453.6252,417393.8921,387011.5394,415091.0296,376558.3109,422006.8835,397363.3424,508632.0146,420367.9879,555528.2101,436261.612,416358.4283,434814.9032,479112.4588,586160.6796,389081.8122,287805.9861,405896.1555,383184.8999,545088.2171,460921.8185,406324.928,587026.0594,448943.0847,412740.3247,663470.5914,387232.6807,550174.7079,511728.7971,572843.2196,393979.1486,387436.902,530966.0778,477797.4064,407881.6184,466701.9825,360688.0485,419121.9937,594837.4638,612499.9728,432086.3695,528594.204,430139.0756,413323.7011,562079.7112,554570.3114,428823.9588,441245.1622,493438.6634,381545.4272,390375.328,400898.3323,460153.7176,410867.0084
355,unknown_816.64117_7.034,7.034,816.64117,+,19245407.39,unknown,unknown,4,121489.3129,195360.6513,100029.5543,74557.8476,1365331.752,63856.83628,49944.90063,106854.1422,86996.80411,99046.13071,500077.6293,75379.62312,19022.82702,269130.1808,137664.7565,350187.4378,423168.718,308061.2456,59008.37366,569464.7148,24084.49789,140902.0856,1003507.76,70904.7454,27537.79008,229309.58,261944.4303,42280.77141,47214.75486,136094.2919,129642.1588,123735.8982,105122.6335,134079.665,42074.09945,53072.41204,96930.41693,136003.0199,219885.8738,65033.93376,118080.0787,360008.2145,82760.32758,82076.59141,19245407.39,40884.74667,116731.5923,26573.24429,83491.23088,656016.2593,177730.2475,69867.73448,94448.93735,101490.3458,1241613.282,105712.1087,136845.7079,265291.5493,40711.10008,57600.42907
356,unknown_297.2803_7.036,7.036,297.2803,-,7902267.302,unknown,unknown,61,1866964.144,2271091.286,3102841.156,2589045.832,1577488.95,2139436.584,1807789.152,2511387.094,2374845.521,2537969.612,2881609.48,2215990.189,2698141.217,2648673.364,1956134.831,2898940.303,1981289.586,2609796.197,2890982.029,3554917.624,3068057.339,3969601.32,1309924.406,2972243.744,2769200.199,2617090.619,1303332.623,4012826.768,1734386.582,2522951.822,1633096.298,2252846.672,7902267.302,2707209.587,1765565.311,1558908.236,1734666.079,1728319.948,2249112.837,2004383.591,1681686.251,2013857.554,2195320.164,2382533.025,3014128.412,2762242.905,2047086.17,2293413.938,2457508.964,2591028.584,3291621.056,3482732.593,1936527.151,2949141.158,2724613.186,3199997.873,2903460.381,3213760.813,3396233.454,2100022.628
357,PC 34:3_756.55524_7.038,7.038,756.55524,+,1720736.069,PC 34:3,PC,9,562007.2745,895255.8267,568824.1309,1627280.267,429785.391,741034.4439,691127.432,1369155.8,689603.0274,1089234.402,972106.0343,823912.5254,1480503.804,1221882.169,513398.5835,1106949.805,678151.3825,1235275.234,827777.373,1570406.953,937441.825,1571710.807,402777.0066,1241024.175,948005.4478,939194.6669,496559.2238,1017621.135,575644.7983,1014423.45,411907.7696,535528.5359,1020492.468,686045.8278,322166.8288,514580.093,498784.0559,925302.4801,340564.7891,1027044.663,318905.9727,802741.214,647055.6641,878639.608,368055.9299,977866.4042,403071.4829,615798.5881,569395.7988,1581703.526,559496.5719,1720736.069,459002.5463,1176248.872,633853.367,823930.9808,387927.1792,1371565.547,632662.7495,848266.9296
360,unknown_822.56519_7.06,7.06,822.56519,+,4756621.217,unknown,unknown,6,1904787.037,1809796.933,3185899.874,3943895.219,2241945.443,1688827.104,3115402.53,2322148.888,3009717.549,2971475.439,4756621.217,2289219.448,3658850.047,2924265.303,2057626.818,1971210.189,2414079.434,3139918.036,2875617.019,4178047.292,3100794.837,2942029.229,1367629.602,2670179.173,3779901.752,2133198.99,2089235.311,2284226.894,1772467.897,2193185.044,2799617.586,1328200.723,2963820.06,1473283.85,1274984.652,813280.6383,2018726.018,3220928.378,1493387.512,3169322.463,1666691.257,2000286.878,3973081.892,2393376.234,1114582.177,2188161.366,1378992.262,1179443.956,2301878.207,3224973.925,2321030.765,3445863.818,2087898.311,2480415.035,2475400.856,1727693.099,2182197.932,3009441.189,2266647.529,1266422.906
361,unknown_774.56488_7.068,7.068,774.56488,+,4982689.641,unknown,unknown,50,1728305.639,1864440.603,1674519.316,4426973.691,1300317.834,1625006.176,1750993.644,3897789.391,1927353.823,2839239.72,1903350.412,2443036.476,4304919.662,3541317.32,1421978.361,2768500.191,2244681.568,3484180.295,2481685.336,4696606.032,2861672.517,4603001.637,1302531.705,3468360.993,2878859.937,2360146.144,1308825.583,2918617.868,1304309.726,2540111.796,1257326.323,1350229.053,2998226.6,1418617.881,993754.7136,1370958.056,1398195.746,2663149.515,990440.9796,2880189.25,1054135.174,2401800.513,1977983.082,2426294.518,1624865.815,2834564.727,1121756.799,1865028.879,1647253.881,4982689.641,1374209.667,2959123.228,1438387.456,3197402.802,1523472.162,2468194.563,1324854.844,3932696.634,1401878.124,2298208.639
365,unknown_684.56244_7.115,7.115,684.56244,+,10535006.96,unknown,unknown,4,76853.29546,134961.3151,138348.9045,20782.72825,852657.4291,28071.24113,42699.17909,61567.51451,38468.68456,37009.12594,366867.0051,62763.95839,18953.16193,176542.531,124981.6817,312629.1155,236749.0609,165288.2348,46994.3467,412687.2484,43019.47288,162520.9029,457664.149,55817.50084,38950.83323,136002.8231,99955.12424,32513.52774,19314.11578,132830.6699,39381.7143,64691.75028,87988.39891,67570.04452,33481.40683,34016.67017,7968.854229,30147.1284,96923.0536,31894.56297,30980.63327,203421.8734,82745.85534,27899.3721,10535006.96,65701.1764,66059.08876,38565.06914,40378.46965,441352.092,108966.3702,34769.72892,45870.66828,33751.04545,542303.7766,34704.83759,64311.06512,149088.8327,43689.75458,32057.98052
366,unknown_621.43811_7.161,7.161,621.43811,-,2399230.352,unknown,unknown,30,324497.9844,965690.3534,532512.2142,1289891.332,344125.6051,943137.2696,279932.2107,1847557.79,524924.6241,1457902.817,539890.873,948846.4219,789191.5538,829216.5413,388814.7656,1129044.62,371528.8661,1040918.628,722669.8311,1778325.43,625106.7359,2399230.352,312166.8187,1739176.15,405080.1516,1318446.884,372680.5931,1889733.161,412717.4761,1459741.767,331519.8716,903100.9212,1644688.39,1055915.913,322857.1859,698550.1292,344337.8327,999232.2958,359627.3613,893615.5682,401649.6835,789102.4288,401574.8143,902769.5052,302343.8732,905075.1319,317996.1218,809331.4056,395667.4976,1506879.108,433442.3579,1780173.705,472147.1815,1261853.7,412414.5784,1543442.561,488072.0668,1682243.701,681595.99,1439258.48
367,unknown_855.50415_7.175,7.175,855.50415,-,4092193.41,unknown,unknown,48,993847.9001,1861090.63,910565.2149,1838184.149,908472.9265,1847509.659,645936.0727,2016797.272,1158649.798,2664888.077,826022.0212,2384127.587,1809690.302,1504782.205,1403241.362,3440179.005,1157930.571,2093541.076,2069425.402,2017644.004,1444577.008,3953178.51,659963.4599,4032337.801,932488.7625,2615740.47,741015.177,2151735.955,934254.5023,1959617.85,892577.8547,2726164.202,3636624.933,3012799.797,1424292.672,2146081.491,1031744.006,2193412.982,1621387.352,2442831.367,1758378.295,2653054.795,1377430.633,3515908.237,1709840.061,4092193.41,1871627.047,2806653.603,1446371.99,2501846.894,1057375.982,2788142.185,858412.1367,2254947.453,1540535.937,3266311.105,1434565.438,2055417.37,1682817.155,3475474.353
368,unknown_597.48822_7.177,7.177,597.48822,+,2213074.713,unknown,unknown,44,579353.2589,1000063.197,787327.0439,1383807.289,569379.9951,1549146.213,449752.8481,1579158.67,591677.8549,1414449.311,553628.259,1017595.254,997445.5971,893464.801,889108.7142,1722422.562,756296.9443,1097313.113,981988.3985,1303285.64,783486.7946,1720041.525,335164.0448,1672391.746,614020.2633,1231416.406,663834.3485,1291779.284,571093.2062,1124799.43,592278.3269,1332115.426,1714631.313,1449742.605,788005.5613,945907.4319,764880.4883,1393543.294,892079.4218,1444482.817,838139.8884,1329362.467,836823.8166,1501857.574,48869.73136,2213074.713,993467.5504,1745065.518,582593.9367,1441123.522,699041.0507,1593975.586,571529.6913,1092716.278,706131.936,1311432.992,899102.2835,1557498.922,856758.716,1374812.742
369,unknown_816.57611_7.187,7.187,816.57611,+,8768438.43,unknown,unknown,4,2001045.208,955946.949,2212345.148,128312.6325,49152.36974,93547.80078,1621036.754,692872.7883,1741003.115,167104.1089,112458.4182,50748.70331,1848034.161,314423.0561,770141.3412,298508.6775,87234.14434,36887.95296,848853.6626,129348.2851,3424782.413,2941538.436,39645.64524,1561449.231,8768438.43,914877.6359,35443.9634,652117.8841,80010.5446,603560.0325,160934.3388,283809.0183,60993.1127,77055.1347,27749.28481,45447.90388,332686.3569,361673.3379,32423.73296,246002.8965,419508.5607,200149.11,169995.8067,454580.8873,44038.4053,29334.22165,162624.271,98444.55718,1779999.144,36962.6234,28496.02067,301469.0727,37139.22556,103756.0293,959936.4086,487234.1883,174820.2321,650269.7637,58861.8671,66585.36997
370,unknown_772.54974_7.223,7.223,772.54974,+,2380292.347,unknown,unknown,5,445142.7811,241124.9064,392968.0788,59419.68717,37029.68402,57405.24027,469555.1502,171752.954,545135.3207,103452.2069,53919.80352,42698.00621,401052.5168,123854.8131,257157.0997,86222.72427,56596.12803,62391.84355,245949.3426,70890.59651,1062106.222,1264312.144,66981.66356,233775.8623,2380292.347,204513.4971,28065.67263,117906.0751,57707.45753,169052.1517,46670.75398,59738.7048,130595.7351,59227.62301,69159.67455,26837.75184,113629.3597,89779.44431,48212.46642,83009.81059,96254.9467,79738.2709,51740.57437,120744.0759,22990.34071,75272.68967,83840.31249,52569.51524,866655.2986,39029.42036,31106.44033,101348.5767,38234.17015,49485.3469,342923.8081,120207.6322,66497.94172,127834.2105,48253.0153,27837.74932
372,unknown_714.50897_7.277,7.277,714.50897,-,4581522.089,unknown,unknown,32,216962.3078,1288097.95,290911.9812,2481234.25,208441.3777,1454004.461,128902.9601,1812784.184,318964.6024,1910889.791,307981.2714,1748581.347,1676621.905,1402646.705,385324.0256,2205024.508,262397.9944,1950808.314,1330280.28,2402638.189,835690.6247,4581522.089,271023.295,2239572.351,274936.7196,1556244.296,266713.7635,2993948.256,292452.4995,2149887.58,180093.786,1501543.217,1934676.519,1401813.44,300062.2875,956218.6142,271932.6332,1660060.24,368416.4301,1675662.021,315770.6154,917107.6467,339481.6511,1612304.882,356016.0146,1445208.258,376344.0905,1528531.38,232243.8843,2175891.954,295478.165,2110155.177,336947.0511,2087270.375,291172.1605,2664070.501,422868.8559,2070021.964,522020.3776,2124425.481
373,unknown_1151.70654_7.281,7.281,1151.70654,-,2622782.77,unknown,unknown,55,1046853.909,1304905.965,1180193.096,2025350.138,1550680.637,1245859.069,807149.4863,1427059.162,986157.7843,1923200.704,1467752.54,1882407.618,1674350.001,1132698.43,1072199.139,1720999.731,1357600.707,1559786.185,1101326.084,1290812.929,1144977.385,1271372.862,579062.2553,1126513.134,997623.578,1567712.529,1186152.151,1585120.847,1543016.219,1415230.53,1336749.735,1719331.539,2622782.77,1270159.827,1293219.077,973842.9861,1536153.167,1851137.506,1195090.485,1476962.568,1789794.166,1420704.919,1834281.916,1425862.124,947373.5298,1180324.978,1168482.714,1195678.493,1282854.505,1778588.286,1898402.493,1783997.062,1648144.249,1940353.646,1417924.933,2002822.979,1575962.343,1440757.816,1765639.975,1584837.474
374,unknown_822.56366_7.319,7.319,822.56366,+,1189314.958,unknown,unknown,11,404631.925,286420.5352,343829.1003,331220.896,351692.583,383819.6786,395599.1083,275938.2917,468465.1796,278927.1575,699583.5476,203318.2258,1031316.985,882791.1497,259235.8326,163123.5321,330120.1145,295446.1126,301573.3705,1189314.958,1003481.735,225552.5322,272849.3612,229703.6657,997457.3187,255161.9575,491123.7982,261247.3513,846152.105,231673.3373,440278.1973,217098.1034,1036902.977,166266.6664,235105.2274,120861.4632,1007064.672,340458.842,311614.8215,298115.6768,258939.8321,317239.2441,605914.9531,279027.2975,288559.8607,761513.6642,596991.3293,204104.1995,711195.1299,417554.1612,720612.2873,662462.1319,328854.4252,279055.5497,432422.833,165132.0639,339850.618,215030.4395,431804.802,135417.6066
375,unknown_588.46747_7.373,7.373,588.46747,-,5226189.062,unknown,unknown,56,1241413.818,1714006.805,1967424.45,2390579.22,2128046.904,2249855.437,2669783.106,4138606.718,3922645.349,5226189.062,4171717.432,5053774.94,4266012.348,3624071.923,4154683.727,5073107.21,4852026.57,3889733.965,2264675.088,2233305.648,2113007.105,2204146.221,1288565.151,1859048.132,1692266.919,1904191.303,1232195.412,1550237.706,1964187.676,1290343.389,724537.1068,765401.1511,4887535.028,667947.4427,630947.7171,429030.5538,2197556.332,1240836.788,1558006.357,1396267.669,1518498.289,1118953.42,2921567.208,3103870.345,2743474.811,3190422.474,2834304.913,2546208.571,1036902.437,1378631.858,1404970.787,1718168.239,1247352.226,1379176.586,2703293.874,3096382.794,2601080.058,2574986.868,2722566.639,2343388.645
376,unknown_881.51996_7.397,7.397,881.51996,-,4570888.14,unknown,unknown,54,1361108.528,2245903.242,1808119.287,3008689.469,1249418.801,3049537.712,1071515.196,3322572.352,1858237.995,3096767.39,1099732.892,2572514.965,1921542.952,2232049.48,2120153.082,2965900.262,1375233.539,2944510.979,2290884.063,3265418.179,2503620.599,3861019.23,1003647.777,3248512.983,1507213.33,3279291.338,1182173.055,3203512.984,1500737.302,2658815.596,1065637.658,2782480.034,4570888.14,2605171.061,1714189.092,2098726.055,1942342.882,2236288.917,2073031.764,3151768.758,1788765.455,1473290.689,1527648.005,3561861.034,2174073.626,2795305.085,2367780.358,2257997.451,1907932.06,3402687.437,1865390.307,3332051.026,1277986.649,3352478.01,2009448.248,4106721.871,2591958.287,3387860.729,1573806.215,3255011.12
378,unknown_552.19739_7.43,7.43,552.19739,+,2261323.531,unknown,unknown,10,1545835.658,1873965.327,1550917.655,1635225.797,1373809.884,1357703.485,1319923.433,1565796.443,1356355.489,1181376.208,1303225.819,1354868.88,1217732.096,1393457.844,1472910.882,1604677.15,1404776.097,1563630.618,1259124.401,1104148.67,1920589.555,1161883.776,464291.5262,1141722.019,1573465.531,2261323.531,1656111.776,931225.6229,1637991.145,1248458.844,1020304.545,1175761.316,927345.7003,1138022.592,1130478.221,1182042.817,1267993.479,1079322.087,1214544.323,1076907.274,1048762.503,1081927.067,1028600.466,1250730.556,1017338.483,1255949.417,1491880.132,1179197.449,1087556.344,957879.5283,1208395.765,1066335.528,807679.3229,986507.0738,935576.4764,949451.9777,953763.5473,934982.1404,1080438.212,977432.1379
379,unknown_311.29608_7.444,7.444,311.29608,-,8821834.497,unknown,unknown,62,6163841.856,2650310.812,4898912.949,4799813.936,4712319.689,7547558.0,3418218.838,5697556.74,5025894.076,6042896.38,6207387.834,4683973.34,5803609.304,7790560.957,5745205.333,5344686.516,6160935.246,6008848.015,6147160.211,2667062.494,4677021.546,7500379.443,2906914.432,5920597.422,3746854.581,5775975.232,4154857.267,6277790.597,3603699.738,4788252.942,4969156.297,5385251.935,8821834.497,5468363.948,3644721.615,3365423.625,6319025.372,5360905.122,5019088.474,3582346.328,4580632.954,3797518.648,5327405.454,5300044.535,7524183.667,5370010.365,6919345.912,4324311.909,5796259.966,6885742.188,6361206.998,7566887.397,3863161.484,4740720.29,7535188.764,7282665.382,6304201.253,5943888.108,5698363.106,4556814.353
380,unknown_635.4538_7.481,7.481,635.4538,-,3011509.266,unknown,unknown,51,493673.1871,1411523.627,973732.2272,1895667.208,542875.5364,1528718.795,424254.4873,2349715.262,911386.6418,2223916.847,852985.3607,1370304.148,1225285.906,1487720.533,608756.3502,1542351.321,618690.4716,1602027.571,1218811.645,2533363.996,1054394.504,3011509.266,438979.621,2466519.615,631536.4431,1929868.457,589950.7283,2574210.658,631219.6372,2249041.124,506482.3828,1287539.31,2351956.571,1459296.918,584706.8559,1009463.882,712749.0819,1243010.448,642914.1527,1275781.843,756992.8979,1611955.56,670501.5001,1400509.468,507767.9576,1387600.588,644790.2188,1201871.076,777686.5952,1992796.806,679830.1304,2324382.201,773336.8035,1904184.733,730753.8254,2182608.401,781790.4773,2314799.151,988570.8241,2077204.834
381,Alkenyl-DG P-16:0_20:5_599.50403_7.558,7.558,599.50403,+,21617198.26,Alkenyl-DG P-16:0_20:5,Alkenyl-DG,62,6279180.354,11906190.18,7780103.421,14499537.93,6921221.293,16529674.43,6833922.134,17716647.42,8043510.069,13940949.34,6226503.591,11811171.31,10116163.03,10346057.04,10812160.74,15742953.39,7743717.654,13345422.18,11851630.85,18792597.21,11946964.86,20864044.44,4809811.788,17352672.9,6779341.175,14068282.4,7795016.198,15421649.97,8028856.353,13559474.84,4548740.131,13541569.05,16356057.51,13973816.99,7301268.719,6340230.597,9577956.217,15643437.28,8957836.152,13074591.53,8104252.935,10606705.46,9359514.491,21617198.26,10266464.9,19136705.2,13002376.37,13439854.23,9980608.221,17592326.52,9758409.316,16597671.13,8022269.369,15374794.4,11769538.93,19395046.29,10811353.02,15609329.28,12433184.59,12919628.02
382,PI 16:0_20:4_857.52002_7.559,7.559,857.52002,-,48613813.19,PI 16:0_20:4,PI,61,13341781.03,22893127.96,16173288.67,29933147.08,15214379.52,32526517.81,9696281.911,29585837.5,15929709.87,27889510.11,12744154.38,24815174.42,20234531.0,21237403.79,19707409.35,33459097.47,14174418.97,29276605.98,23865534.22,38460163.98,23704682.83,48613813.19,9976894.016,40012631.99,14669718.75,28066442.27,14229840.52,31548410.55,15847175.35,27953628.12,11979741.11,28035073.64,38172309.74,27566652.2,13539872.13,19133226.75,19973393.18,33184883.21,17690229.91,29675638.86,16680825.38,22817046.85,18666487.99,41808088.37,17649677.68,34001590.47,25697163.63,25389662.21,19261727.14,36913292.8,19110857.66,37481173.07,16954937.73,29244895.81,21979306.93,41252965.73,22650799.68,26895727.22,24193137.47,29578993.68
383,unknown_1021.52393_7.559,7.559,1021.52393,-,929682.468,unknown,unknown,7,284011.5525,383423.8572,366430.5609,593121.0934,290096.044,750987.366,197021.9773,712889.683,338222.2974,642638.0514,305495.9277,549645.4033,441969.5684,565978.4895,421749.0446,751277.8927,331923.3943,662278.4906,567694.5111,875984.8531,489350.8311,929682.468,363952.1382,909032.6465,330780.9483,711564.2473,339329.5354,790258.1725,301177.6873,636489.217,313357.6155,661935.4525,849861.4545,634029.3425,268459.6158,405074.3991,432555.9728,716678.4067,372356.0031,573975.0796,425948.0871,565519.6489,479785.5649,880006.1446,310610.9173,739767.1191,617210.2712,531713.8656,478602.1772,898730.3366,410479.3663,813994.6768,408771.7834,617681.5068,513129.1106,904683.2189,626131.7916,819414.1095,610394.2485,703878.8179
385,unknown_894.60107_7.567,7.567,894.60107,+,5456524.32,unknown,unknown,47,868227.9682,3689552.673,1331994.503,3079024.165,974703.4276,3997617.688,1168343.891,5349240.037,1754688.793,3862718.294,1085346.102,2840372.576,2042878.162,2717019.528,1353631.589,3508964.572,955808.5439,2539547.276,1779823.701,5347277.403,2551928.602,4078058.655,919218.022,5456524.32,986660.3141,3911587.455,1473339.945,3418895.964,1574429.973,5046483.7,672149.4197,2455402.129,4082708.176,1990259.452,831165.5562,1751588.108,1120029.377,2169453.338,914803.5462,2103439.952,823393.0128,2899754.095,727536.7094,2629174.348,624426.848,1522252.549,786486.0006,2501078.205,1646462.545,3125453.887,1052231.733,3266373.007,1634796.858,5247582.842,1771285.767,4123480.073,1387246.032,4060527.63,2318424.557,5038418.768
