,ID,molec_class,550,551,552,553,562,568,569,570,571,582,650,651,652,653,690,691,692,713,714,715,superclass,ttpval,log_qval_tt,last_meal_rab_mean,last_meal_rod_mean,log2_fc_last_meal,log2_fc_rod-rab2rod,fa_carbons,fa_unsat,fa_carbon:unsat,is_sum_comp,Type,dummy,i
dl_625,Plasmanyl-PE O-20:0_20:4,Plasmanyl-PE,17.94328113711884,18.42226350094472,18.0809441205629,18.24508997474397,18.2917251794843,18.46013146063098,18.030484581556802,18.535114565248527,17.950538899809153,18.04884195632994,17.82703412036565,17.797468976790924,18.58188831724344,18.32043058392532,17.56309773986671,17.62484703268506,18.369102206426927,18.204786025237095,17.60050984200351,15.571623626069696,Phospholipid,0.06466425769547698,1.036939110228592,18.333907970484027,17.779372927204328,0.5545350432796994,0.8331316888280362,40.0,4.0,40:4,False,lipid,True,dl_625
dl_628,Plasmanyl-PC O-20:0_18:2,Plasmanyl-PC,19.409036404846745,19.822998829026076,20.702390161095952,20.609343057446587,19.563738186186153,19.440769063790242,19.56453518079156,21.316715521974253,19.56339297596362,19.56336957252962,19.474309224445825,19.340669824820864,21.036348156420853,20.63572669934238,19.41458894681981,18.81060945754631,21.022730577529046,20.730359550230393,19.19757464918389,18.600161657228945,Phospholipid,5.624589716255189e-09,7.123615360828225,20.864801960577065,19.366596459475357,1.4982055011017081,0.4214677371067772,38.0,2.0,38:2,False,lipid,True,dl_628
dl_630,Plasmenyl-PE P-20:0_18:2,Plasmenyl-PE,17.824628335274994,18.230096052086,20.009681545014963,19.697517701889307,17.85158328334537,17.714787606555753,17.658338516456006,20.305634051550282,18.114251852701056,17.86275466800713,17.872419753764138,17.719176769137892,20.27283813638483,19.819379474140305,17.521650337431492,17.516916426668104,20.171376906095873,20.125763814467156,17.79457585188189,17.12899697852568,Phospholipid,2.727480442099084e-13,10.092747987890931,20.057455947077532,17.75462895629504,2.302826990782492,0.3014878348736545,38.0,2.0,38:2,False,lipid,True,dl_630
dl_641,SM d42:2,SM,24.001957897215572,24.637546471006697,23.867028317129463,23.809312819273178,24.581184028387582,24.384427534037986,24.51050728241756,23.931568569324174,24.44253048860155,24.23169229389319,24.423421665653848,24.504458237744757,24.07724602451981,24.019031410574513,24.323885992102934,23.958368628667888,23.707672557397338,23.7695118112152,24.22435031855202,23.809312819273178,Sphingolipid,0.0006596255718271616,2.7605573145961255,23.883053072776242,24.310280281350366,-0.42722720857412355,0.19124981760472437,42.0,2.0,42:2,True,lipid,True,dl_641
dl_645,PC 18:0_18:0,PC,19.1979357089827,21.515483107294923,20.669830501419078,20.88499132601845,21.54813419234653,21.209262871985498,21.432680600282307,20.985418720597092,21.106495454383055,20.863730874733097,21.061535684909963,21.086891269107088,21.08564892494522,21.0129870689943,20.603077966609312,21.16131812084041,20.688678211896963,20.447896536379393,21.598644975565676,20.869409458444377,Phospholipid,0.4394446076569428,0.31095385267379577,20.825064470035784,21.019584637344995,-0.19452016730921073,-0.0815191778164106,36.0,0.0,36:0,False,lipid,True,dl_645
dl_650,SM d40:1,SM,23.219869088676205,23.89504269329906,23.913421222613916,23.84804521376189,23.749191826835606,23.69710331568715,23.718164931214982,24.093456251701067,23.707672557397338,23.492283523798655,23.575424759098897,23.528503711711405,24.29614100162003,24.109486361520016,23.575424759098897,23.194594960814474,23.90426122332844,23.876427015131714,23.44253048860155,23.089957061068798,Sphingolipid,0.00019435207572977373,3.2219391235259405,24.00589118423958,23.52967412902331,0.4762170552162708,0.23883136758799495,40.0,1.0,40:1,True,lipid,True,dl_650
dl_661,Plasmanyl-PC O-35:2,Plasmanyl-PC,17.447621480141816,18.48669435508087,19.659813948157385,19.75974716740461,17.89766915128296,17.7060582745353,17.639677376412116,20.27436637364896,18.09068417693434,17.95975652244928,18.082071303812107,17.919295886593268,20.113269397281538,19.618688632035216,17.43573316832785,16.89833489237957,19.78103154265086,19.84326274631977,15.94054421489837,16.355818653799137,Phospholipid,1.8534518752922646e-07,5.769581697849769,19.864311401071195,17.527689188972843,2.3366222120983515,0.7844376471987644,35.0,2.0,35:2,True,lipid,True,dl_661
dl_662,Plasmanyl-PE O-20:0_18:2,Plasmanyl-PE,18.166422925728646,18.592720136931426,19.369714622461974,19.435984489768494,18.110579274228815,18.0505939658433,18.136475371642614,19.95637560986315,18.26288717842089,18.00719403546099,18.174805317529852,18.199734612237823,19.850321465673037,19.3297582451425,17.66418776929916,17.675982028838764,19.63029566593572,19.64016765239114,17.56352449001544,17.26754588459628,Phospholipid,2.9017883272781233e-09,7.331859233878234,19.60180253589086,17.990204076213384,1.6115984596774773,0.4319232526647383,38.0,2.0,38:2,False,lipid,True,dl_662
dl_664,PC 42:3,PC,17.19992136286334,17.598010934093445,16.66086088646387,16.645334997083523,17.89533710562481,16.39191605047089,18.269866665185667,16.743998144973663,16.743043944209152,17.972530833836316,18.436048513524725,17.673719195319066,16.63889078702474,16.841430313611944,16.293721324298872,18.21675321372388,16.822219676494562,16.918441776821297,18.25394112263052,17.433867312233865,Phospholipid,0.008966474017423426,1.793726304229311,16.753025226067656,17.567590582924197,-0.8145653568565407,-0.2793474617717848,42.0,3.0,42:3,True,lipid,True,dl_664
dl_670,PC 18:2_22:0,PC,19.44486688041702,19.158750235516425,19.82170092500307,19.64456096010305,18.965367963967637,18.59298999730061,19.167398188820677,20.072581559943327,18.9675913787665,18.977954372292057,19.200549735438614,19.109107179216952,19.813259217838585,19.797974022215634,18.738446085782027,19.570422360987475,20.089037678511808,20.12619580706812,19.60982767902251,19.009634217381503,Phospholipid,5.266861271072678e-06,4.512952135183229,19.90933002438337,19.116377405762307,0.7929526186210616,-0.16705706434090573,40.0,2.0,40:2,False,lipid,True,dl_670
dl_678,PC[OH] OH-46:7,PC[OH],17.427138178046693,18.45130030377662,17.514749033275717,16.99395879651233,17.279701845601664,17.244958355070107,17.234985162725703,16.953633078325097,17.074260184526118,17.220283523009183,17.552638903227578,17.25426381885091,17.46585781664108,18.303900129034403,17.536335408808096,17.729585317621353,16.90320996148882,16.56448763634984,17.564560365650795,16.387684654150053,Phospholipid,0.5618596359730879,0.2253097626211731,17.242828064518186,17.381361232389605,-0.13853316787141878,0.08143538186607557,,,,,lipid,True,dl_678
dl_679,SM d43:2,SM,18.00211382076532,18.541028369388428,18.355573297626133,18.367310305484924,18.949672011508945,18.51821722229367,18.801332400043954,18.26905938052164,18.61615234537382,18.907442114687303,19.785795223805657,18.775292635114365,18.558631948616547,18.463584287023775,19.472369203350077,18.92873174241016,18.207976275735003,18.407075476611197,18.436637207370467,18.47554271788884,Sphingolipid,0.03388381183690283,1.279473051694086,18.375601567374172,18.78540977030777,-0.409808202933597,-0.3596388429811519,43.0,2.0,43:2,True,lipid,True,dl_679
dl_681,SM d41:1,SM,23.22984529319808,23.828808994898974,24.397543033828242,24.492283523798655,23.81909384006576,23.654034593795267,23.540377811999697,24.473826619091092,23.552154979776052,23.686456071487644,23.429819436852,23.480005194020215,24.659489023887375,24.410540374357115,23.455130525381186,23.14869334688542,24.51050728241756,24.659489023887375,23.69710331568715,23.310080192577903,Sphingolipid,1.0736159148536775e-09,7.666766009570413,24.514811268752485,23.525507968971183,0.9893032997813016,0.19568584360718688,41.0,1.0,41:1,True,lipid,True,dl_681
dl_697,HexCer[NS] d18:1_23:0,HexCer[NS],17.029030623165973,16.807821864409537,16.49148619296195,16.795330471268628,16.677958763609222,16.14035532211491,16.22413595088381,17.065990631598453,16.473334776738753,16.51762965750226,16.794459607026845,16.70691613857759,16.823415019322336,16.659955899831914,16.534608039644,16.942943736951303,16.882967682499352,17.74030604909778,17.267673148369443,16.284377800419737,Sphingolipid,0.11396384689430403,0.8201551513717498,16.922778849511488,16.646249648416415,0.27652920109507306,-0.20226779872323064,41.0,1.0,41:1,False,lipid,True,dl_697
dl_705,Plasmanyl-PC O-40:2,Plasmanyl-PC,15.963587471294074,16.894786550909053,17.76977440284973,17.60065916913843,16.87938292081993,16.47832395236992,16.511415524453408,18.306603547791198,16.504583735717485,16.432441481580135,16.454310004697486,16.394821299195407,17.93479932947315,17.67114151295591,16.356661474378793,16.133329125570462,17.897238755481474,17.760977976330995,16.162026147175563,15.677793337595519,Phospholipid,5.257097323049534e-09,7.134476786557747,17.84874209914584,16.372574078904403,1.4761680202414382,0.32701285958503234,40.0,2.0,40:2,True,lipid,True,dl_705
dl_712,SM d42:1,SM,23.467621469564385,24.093456251701067,24.141021934953123,24.101493570766486,24.23169229389319,23.88576487971105,24.019031410574513,24.357833324026274,23.94055735255143,23.838459164932694,23.984679905783736,23.922523429721167,24.377824799213737,24.246265094980462,24.06907209307411,23.467621469564385,24.303127431936137,24.246265094980462,23.620867729860066,23.416995396494414,Sphingolipid,0.0010687005046949034,2.585212884314473,24.2534044644081,23.842949449802013,0.4104550146060859,0.17826611347820887,42.0,1.0,42:1,True,lipid,True,dl_712
dl_724,Cer[NS] d18:1_24:1,Cer[NS],19.167176995912946,18.566276457080054,18.019950000075685,18.020765387260436,18.387708161630393,18.938206187402397,18.73919279020508,18.00077352685419,18.934946412562752,18.441637574292248,19.378340496188247,18.872341572604526,18.430497085938445,17.962640192954574,18.651002572935546,19.605968225232854,17.433098794238976,18.01912687485794,19.053296564155822,18.417188316851586,Sphingolipid,4.715697308591947e-05,3.7644317189429275,17.98383598031146,18.857944794388803,-0.8741088140773421,-0.2570499228872549,42.0,2.0,42:2,False,lipid,True,dl_724
dl_730,Cer[NS] d40:1,Cer[NS],18.83383212333356,18.041983120663385,18.455887253724356,18.954696077776664,18.086598574220538,18.73762124533084,18.63052206691951,18.674436389647315,18.657770275546415,18.143198171960094,18.814853054429506,18.434272437430355,18.996114848069077,18.86489384167775,18.417750081829592,19.196784749516198,18.247361353950858,18.856179301327366,18.814810171747855,18.199873338503807,Sphingolipid,0.25304806338601626,0.5118958765268709,18.72136700945334,18.53922072395628,0.18214628549705836,-0.1990298420560741,40.0,1.0,40:1,True,lipid,True,dl_730
dl_740,SM d43:1,SM,19.374872179523173,19.969503691989708,20.26816872110113,20.41951093580057,20.36653418416332,19.855863519693177,20.12993032965985,20.399966550539734,20.086360368886393,20.04317385862257,19.78639021332403,19.688167626061365,20.4697058454263,20.248652422312677,19.952036557401836,19.218512036880973,20.508680856554367,20.399927938700255,19.52905204374593,19.431728008336624,Sphingolipid,0.0003155155540362965,3.0397971727679396,20.38780189577643,19.802471124483763,0.5853307712926679,0.37419579511842826,43.0,1.0,43:1,True,lipid,True,dl_740
dl_745,Cer[NS] d41:1,Cer[NS],19.851576051455904,18.584154155437147,19.60021445317482,20.093511828079404,18.706339483551798,19.290795979834673,19.053701110650138,19.870250879092215,19.37722014359188,18.967816476765297,19.64758234300994,18.835545295035523,20.02568472629457,19.814982874174778,19.13278288571574,20.247999416765307,19.605666637812938,20.243706241523352,19.793201113727083,18.903308055830564,Sphingolipid,0.005794604418178782,1.960920095760256,19.8934310914503,19.260924808567,0.6325062828832984,-0.3079360324492413,41.0,1.0,41:1,True,lipid,True,dl_745
dl_748,TG 60:14,TG,17.95956725765358,16.40636900614376,18.889377337028307,19.09487103252534,16.930231161083917,16.78802302205,16.265754682513037,18.58549105195708,18.028625818220803,17.750918251685917,17.09082815158983,17.16099648714337,19.58027120394617,19.252884545213494,16.24981796591996,18.013543999901355,17.710828802804137,17.95717322661022,17.713933731963696,16.504435624333862,Glycerolipid,0.00010697524354117171,3.4642116837178056,18.724413885726392,17.143311166169468,1.5811027195569238,0.03909627309861108,60.0,14.0,60:14,True,lipid,True,dl_748
dl_751,TG 20:5_22:6_22:6,TG,18.020439924483778,14.682516816976594,15.230915817579426,15.534488539668965,15.342290620879703,15.404026904891165,14.526056516919455,14.297274974600462,17.17181617541578,16.30120910818935,15.796268674012717,16.080905358403488,16.47368580779895,15.66306569550852,13.931655850426393,17.91330387260609,12.157315324898644,13.227479325066025,18.77918969369068,15.483639976820024,Glycerolipid,0.05155752092323241,1.1179428078328029,14.654889355017286,16.1102553456704,-1.4553659906531138,-0.4096335136947804,64.0,17.0,64:17,False,lipid,True,dl_751
dl_759,TG 54:9,TG,14.904404065546114,12.802980802213606,20.382471600721594,20.787725984927643,15.000430453975444,14.416357871996322,13.279430919078592,21.064121083706482,14.971780790601057,15.576284775532772,13.566742298116717,12.993555989237077,19.740404947298185,19.53210052881236,12.721778497732734,16.656493251960484,20.292543312433498,19.94329264112225,18.920569797025234,15.445672224521099,Glycerolipid,2.2714841270727985e-07,5.693487762012026,20.24895144271743,14.712037056733635,5.5369143859837955,-0.6291349127735746,54.0,9.0,54:9,True,lipid,True,dl_759
dl_764,TG 18:3_22:6_22:6,TG,18.383610479403895,16.93244821119432,18.119843714303567,18.513168063449037,16.425484682512128,16.947858635979973,15.580886786643902,17.524924010243932,17.852006644360475,17.581819461832087,17.35268989627017,17.608303437601812,19.40200030566123,18.897058682549158,15.342158808399647,18.099761138450713,17.117890117216007,17.26679182307741,19.346304224793645,17.27299422681928,Glycerolipid,0.0988008733876908,0.8789454255917966,18.120239530928618,17.28664051032785,0.8335990206007686,-0.40311411225681937,62.0,15.0,62:15,False,lipid,True,dl_764
dl_765,TG 66:18,TG,19.03030327207786,14.88288321459762,14.52072520489628,15.54728423655692,14.677087245038667,15.487834012743832,13.904941428904568,13.143117738461711,16.744656354757662,16.062192869272838,15.712840930318269,16.084205886393807,16.895468377936027,15.524237289446903,12.974056047549146,18.48479835414302,13.361510473984694,13.368804495391004,20.302514451568697,15.816115895477523,Glycerolipid,0.09588593491688582,0.8883170175432107,14.623021116667648,16.166494612526424,-1.5434734958587768,-0.7352935850903553,66.0,18.0,66:18,True,lipid,True,dl_765
dl_773,TG 58:12,TG,20.718236160956046,19.40792323984708,20.784741642677847,20.871496851463068,20.41834485465086,20.248055665023124,19.868320241935233,20.589334687545417,21.29199429016311,21.046060694834708,20.51664434312762,20.378412927236788,21.22746695439454,21.065337343616672,20.299823216360714,21.357527879998862,20.322406625897532,20.23146680339619,21.44190457096074,19.91980540080367,Glycerolipid,0.4580461246454869,0.29945337485716095,20.727464415570182,20.53177334506912,0.19569107050106282,-0.22393374964185853,58.0,12.0,58:12,True,lipid,True,dl_773
dl_776,Cer[NS] d42:1,Cer[NS],21.15861708205199,19.735476092233966,20.41543974398275,20.67954296605311,20.03818779254263,20.595126048731615,20.536239400879076,20.896273288055426,20.704287545702048,20.397328408555975,21.13609298757264,20.481701946554423,20.98676313286622,20.814276478449635,20.6641569944277,21.85786649957502,20.526567178119198,21.19051464400166,21.11560923076608,20.371329566094044,Sphingolipid,0.6221119006462661,0.18392629771374344,20.787053918789713,20.676309199668246,0.11074471912146677,-0.4856125321606086,42.0,1.0,42:1,True,lipid,True,dl_776
dl_779,TG 10:0_18:2_18:2,TG,18.17713408926365,15.189682556670373,15.688920173414282,17.20118055400111,15.679029852596342,17.228299943681236,16.281350277152246,16.794769748033477,17.347312343350172,16.328303423388938,17.18655676809655,16.657836439870177,16.283968964739117,15.237968653780309,14.075854093671015,18.071629842178957,16.934147606572008,15.320848319034196,17.785848774898213,16.715921736882986,Glycerolipid,0.3682835648503938,0.3790990648076642,16.2088291456535,16.671135395515453,-0.46230624986195323,-0.14449663506113097,46.0,4.0,46:4,False,lipid,True,dl_779
dl_784,TG 56:10,TG,21.08060392439321,19.369928909982878,21.586712483272223,21.172578366490615,19.849186688787114,19.722490425705242,18.042350211885964,21.52628521888159,20.3076701895641,20.62262499177584,20.174903260873272,19.606064988430735,21.981504304484105,21.515797296128195,18.39910555303254,21.42608569835659,20.937884994247028,20.07816147401277,21.13330841701446,19.67390482278084,Glycerolipid,0.006090633239599926,1.946878622398596,21.25698916250236,19.9544790832756,1.30251007922676,-0.21248755073459336,56.0,10.0,56:10,True,lipid,True,dl_784
dl_785,TG 60:13,TG,22.560330202586645,20.901888201808312,21.86884686946036,22.134333811750736,21.19349229531299,21.481632348305045,20.451388292000114,21.65394360495881,22.621505453800104,22.44766583612697,21.66993420838807,22.095360940670457,23.045160101064123,22.525130210870582,20.579189664008652,23.016971205782838,21.063801520687306,20.85741913051992,23.416995396494414,21.284969286807613,Glycerolipid,0.8993000623023621,0.04064960631205048,21.878376464187404,21.82471717939171,0.05365928479569604,-0.34515545560531535,60.0,13.0,60:13,True,lipid,True,dl_785
dl_796,TG 14:0_18:3_18:3,TG,19.680939710942226,17.372471543778534,18.612578958307626,18.675423703931305,17.458608032234284,16.922204963650497,14.71747520222972,19.220716121014647,18.89267532401892,17.010602863333126,17.864199084541376,18.346483375012703,18.256070009178913,18.389556143862634,16.798903152852905,16.40573333857946,18.73403656274578,18.855838706503427,14.299071517664778,18.958001606817707,Glycerolipid,0.03359197191362338,1.2811266894495292,18.67774574364919,17.28672074735817,1.3910249962910193,0.32436003125813073,50.0,6.0,50:6,False,lipid,True,dl_796
dl_799,TG 52:7,TG,21.27305761957313,18.43975451305644,20.275992724483057,20.777644219331336,19.21316460089531,19.75476948064994,18.855122744956486,20.735400177458597,20.2599614836782,19.83646693996786,20.04466389901462,19.296441156965503,19.184954771642122,19.802419651683902,17.493808640774883,21.04645124926226,19.513136199603668,19.747851097921757,16.646319395191856,20.75652627067924,Glycerolipid,0.3248233132770372,0.42275685771121047,20.005342691732064,19.455115999589673,0.5502266921423917,0.4477216669868014,52.0,7.0,52:7,True,lipid,True,dl_799
dl_801,Cer[NS] d18:1_25:0,Cer[NS],17.804190395349792,16.25490013181342,17.56697758835206,17.733724532441272,16.778950441243456,17.127035918712632,17.310014238155567,17.837886721714032,17.167000414365283,17.285521981494437,17.53141467699921,16.81861294101695,17.847831817613102,17.90828761962782,16.75750153706102,18.02310509786006,17.492633295525376,18.101634233985052,17.449449652725107,17.08636469102605,Sphingolipid,0.00521182492915261,1.9913489967795528,17.784139401322673,17.18415862444792,0.5999807768747516,-0.17379664404788642,43.0,1.0,43:1,False,lipid,True,dl_801
dl_803,TG 54:8,TG,21.666223497773125,19.503166275407164,23.675729664894583,24.35110746083796,20.233529476245746,20.796749267460918,18.811295836934047,24.357833324026274,21.073982278418022,20.182174631123456,21.031352249784625,19.16427763631259,23.931568569324174,23.39100018796147,18.119738457349456,22.406491167977343,23.876427015131714,23.429819436852,21.530032386725647,20.278233377185423,Glycerolipid,9.680049304965046e-07,5.151070074704769,23.859069379861165,20.369018964515195,3.4900504153459693,-0.09781307969453934,54.0,8.0,54:8,True,lipid,True,dl_803
dl_804,TG 58:11,TG,23.72858154716032,21.41521846045713,22.795998014915163,23.033364520327318,20.825711278589164,21.761632026230284,20.61685363798077,22.786375677014735,22.356084209750147,21.922811247886845,21.92218125556,20.892647305801685,23.84804521376189,23.310080192577903,18.218078934685288,23.799465033316828,22.177079417783336,22.396064910151907,24.310080192577903,22.420007139384257,Glycerolipid,0.11533416543421814,0.817143263806577,22.90671542093318,21.86071940533697,1.0459960155962094,-0.12323487097508945,58.0,11.0,58:11,True,lipid,True,dl_804
dl_806,TG 18:2_22:6_22:6,TG,22.193613061634625,20.727569434134658,20.387882626752756,20.955514378928047,19.989467715492022,20.65781506954466,19.311266649962683,19.878935833973323,21.31605454412532,21.353561812929254,21.17086294576972,21.2936170162328,22.181400285216352,21.430672421044562,19.001180065598387,22.302750231201355,19.36304245828725,19.39071336426817,23.147306014110598,21.013896174055617,Glycerolipid,0.33499091710333706,0.41094170486266346,20.512594481210066,21.036843133445515,-0.5242486522354497,-0.5288380333771414,62.0,14.0,62:14,False,lipid,True,dl_806
dl_815,TG 16:0_20:5_20:5,TG,16.946260584021648,16.28662724991404,17.551038533439957,17.409471357017434,16.481139571906187,16.794066342614205,16.71754644668728,18.488334267332732,15.92610359025545,18.234139339807268,16.580323940787945,16.236417429777735,17.389668750444283,17.471462010602245,16.577906830258943,18.03759456078325,16.55741602940812,17.797002348467405,17.515463946767987,16.492596132721538,Glycerolipid,0.037289595568631075,1.2441265891652276,17.523484756673167,16.8327835358695,0.6907012208036676,-0.13730526515346142,56.0,10.0,56:10,False,lipid,True,dl_815
dl_816,TG 44:2,TG,19.462037702731553,17.133737313760022,15.922980359241775,17.268977159121523,17.036357239629417,18.101164347386053,17.58382244619887,16.91690907020555,18.295198728741408,17.197773651241626,18.406305397789264,17.933336600696283,16.117575031944412,16.66160726159987,15.834289174554414,19.33174359907223,17.141285836977662,15.482783593084058,19.05384422901545,17.85862079592843,Glycerolipid,0.0036136467345887244,2.128673871714065,16.50173118745355,17.940633171288077,-1.4389019838345263,-0.23967690479187453,44.0,2.0,44:2,True,lipid,True,dl_816
dl_817,TG 14:0_18:2_20:5,TG,21.523455364749942,19.48942607815524,19.281362356559132,19.66283203763217,20.170266222362805,20.427636186702905,19.66821374897039,19.800323731465486,21.153139332954048,20.44545688305127,21.024133656043876,19.744958474318786,19.243715630341658,19.12675619350717,18.814539882781425,21.8262089979767,19.74846497763476,19.812667050174788,21.626952286441107,20.480093182417313,Glycerolipid,0.014825569116497276,1.605784822464046,19.525160282473596,20.491883099763523,-0.9667228172899271,-0.17506291567082854,52.0,7.0,52:7,False,lipid,True,dl_817
dl_820,TG 46:3,TG,19.537523897215017,17.3784142682634,17.33943283440024,16.681856179047408,17.897831491171658,19.025153984451542,17.71795225643659,16.487966167740275,19.03270739494787,17.896922725555875,19.189198022391086,18.449079396060718,15.79140468941178,14.875912275967462,15.805875257705486,19.651205601561458,17.000107815059604,17.119989757098455,19.454574097822565,18.659848051524325,Glycerolipid,0.0006451954199202544,2.766589062130829,16.470952816960747,18.43817588039289,-1.9672230634321437,-0.17974825907637282,46.0,3.0,46:3,True,lipid,True,dl_820
dl_821,TG 53:7,TG,17.958797061971445,16.081541884325635,18.82604055865805,19.62111254262249,16.55670976453365,16.898502666352336,16.02523254375525,19.718413488750354,17.175076102292934,16.640442575746448,17.120124907175246,16.264289303901705,18.95138784484959,18.4249195797855,14.444786943630522,18.34393491198671,19.165166516314017,19.369111001778247,18.15477839533866,17.07311870270018,Glycerolipid,2.6128958049548617e-05,3.9628636011556235,19.153735933251177,16.825948904900823,2.327787028350354,-0.13784325141107345,53.0,7.0,53:7,True,lipid,True,dl_821
dl_826,TG 58:10,TG,20.85150937893727,18.732439003702357,20.25244820231083,20.4681344166409,18.71187966561178,18.946926917068957,13.913125780781325,20.283460360683826,19.660086112558254,19.231243474160635,19.043917720962654,18.6776891898603,20.898145772812835,20.65004781067654,17.720454318890248,20.922647935282072,19.343211101779193,20.04634822067808,20.930055530268874,18.939827306262462,Glycerolipid,0.07447726961589399,0.9813067031820086,20.27739941222603,18.944754025719014,1.3326453865070143,-0.7942590955657849,58.0,10.0,58:10,True,lipid,True,dl_826
dl_829,TG 62:13,TG,21.338119895516822,19.124571363982053,19.75562030133251,19.948443354829433,18.042056161624,18.842462523190086,17.51637005321594,19.475119067646645,20.043700714823633,19.941467862028645,19.214677899898582,19.556800194168936,20.872721805417868,20.48998390427693,17.534091595883645,21.41853525061359,18.889899484303484,18.89252330383612,21.852188543703637,19.13362009372372,Glycerolipid,0.6620346483266939,0.16257272769609712,19.760615888806143,19.504512473259485,0.25610341554665794,-0.5208786571347055,62.0,13.0,62:13,True,lipid,True,dl_829
dl_830,TG 48:4,TG,20.729886234445914,18.51446892099507,18.63152836568092,19.421428118355266,18.468936061894343,19.488464683529305,18.505618123757788,19.470966178534923,19.53048665332347,18.598500520470747,19.429190586699733,18.660601765514873,18.31212475991688,17.94489980824824,17.068030472193204,20.39815019788336,19.269783981035754,18.775276995167623,20.107574265312866,19.253104330315715,Glycerolipid,0.4661629407225196,0.2933045532316641,18.832286886705656,19.134847139718183,-0.3025602530125262,-0.03329509845091749,48.0,4.0,48:4,True,lipid,True,dl_830
dl_831,TG 56:9,TG,23.492283523798655,21.092213974068354,22.202882044023436,22.569383602738043,21.31453992064431,22.052581750855047,20.865603858567855,22.506244824920778,23.046253921801075,21.913744669261725,21.90971788262522,17.21187995717237,22.87270668965492,22.771734986172195,20.043887901750796,23.528503711711405,22.12761282993858,21.837745767855097,23.654034593795267,21.964876055482073,Glycerolipid,0.3050889145991406,0.4420378306235413,22.412615820757576,21.699240132425704,0.7133756883318725,0.5826911665767156,56.0,9.0,56:9,True,lipid,True,dl_831
dl_832,TG 51:6,TG,18.526156534293296,16.280236402333003,20.150249693973247,20.744640209982066,16.41646356511072,17.10923935965791,16.301197413211785,20.77111359404576,17.137316290411587,17.294330327570332,17.247001925078646,16.4264418966335,19.502212714587863,19.468014648683663,15.039496756860649,18.60089871240754,20.313965946738495,19.69372122753617,18.638376699785777,17.73030566991586,Glycerolipid,2.203057641902697e-06,4.831710344573116,20.091988290792468,17.134420119482353,2.9575681713101147,-0.2711431492676688,51.0,6.0,51:6,True,lipid,True,dl_832
dl_835,TG 60:12,TG,22.60395814717781,21.20320852290669,21.954028819476697,22.183903003623357,21.728264390909985,21.631630266048443,20.833095364165672,21.328891663579586,22.575136209472287,22.393735671022327,22.110974714654557,22.406539670524058,22.581559232505455,22.24203206446434,20.801045910818004,22.419188862110072,21.610934987300613,21.528857849160055,23.29614100162003,21.833540319528833,Glycerolipid,0.8256426447912661,0.070857445257727,21.91860108858716,21.98741992699683,-0.06881883840966907,-0.29185337915642506,60.0,12.0,60:12,True,lipid,True,dl_835
dl_837,TG 58:11,TG,21.61328439396807,18.527806739515587,19.120799827194336,20.26025442831714,19.26319826824737,19.21660086559879,18.632762205694203,19.395404772760088,20.281506307734364,19.798668546859837,20.13408717227011,19.529164130002457,19.910378144101397,18.94813349454887,18.568725433445834,22.035204315750775,19.566813134872206,19.739240529257206,22.057873503342535,19.405050584483888,Glycerolipid,0.47083883625916745,0.2919144010386604,19.563003475864463,19.927994805147215,-0.364991329282752,-0.6692326668895205,58.0,11.0,58:11,True,lipid,True,dl_837
dl_838,TG 54:8,TG,21.679723568111584,20.280999880979042,19.71727446143253,20.281032631909344,20.590496303921515,20.927014936870584,19.51640337703479,19.653643788402846,21.403107014880447,20.803626205669016,20.958215405256077,20.14836969932286,19.448714717470235,19.733181232902695,19.03334845120801,21.62651172865043,19.539188186374812,19.67732493231397,22.010232370871815,21.294944501884903,Glycerolipid,0.00569458754793925,1.9644233275650176,19.72147999297235,20.790230264973932,-1.0687502720015836,-0.10221731846563387,54.0,8.0,54:8,True,lipid,True,dl_838
dl_841,TG 50:5,TG,22.59385186255805,20.494139946934283,21.617549378553612,21.77995285481104,21.061480911179615,21.508836087845765,18.81955976530137,21.977234365788462,21.402059631863914,21.32747887763564,20.96139314300408,20.91974377801933,21.232786333495586,20.575928127062124,19.071165199028396,22.21364117728548,21.451553342484853,21.9843314956237,22.340556815553207,21.502689862187864,Glycerolipid,0.3607654659664088,0.3849763291902747,21.51704798540277,21.09358438910746,0.42346359629530994,-0.1385687458484952,50.0,5.0,50:5,True,lipid,True,dl_841
dl_843,TG 56:9,TG,24.35110746083796,22.61124669467632,22.354647130128733,21.84836497546892,22.889320797511992,23.35110746083796,21.48460728284706,22.024815627756624,23.69710331568715,23.609640474436812,23.749191826835606,23.33756092900001,22.477306487782716,22.914607350826483,19.851072245061737,25.06907209307411,21.072936390426683,22.40083477262857,25.20583023058122,24.044268702073538,Glycerolipid,0.05544033420331942,1.0979739910341273,22.156216105002674,23.32700996257396,-1.1707938575712866,-0.4008136015564716,56.0,9.0,56:9,True,lipid,True,dl_843
dl_847,TG 54:7,TG,25.367863689163535,22.866696250479052,25.29614100162003,26.0296006522847,22.415954820156877,23.528503711711405,22.464772779317972,26.019031410574513,23.40405634078692,23.216303521059253,23.20041398260091,22.318445983611763,25.534452978042594,25.194602975157967,21.342839175656955,25.04843232701507,25.654034593795267,25.156534934324448,24.702397615356663,23.253496664211536,Glycerolipid,0.0001006870541753277,3.4855500256447853,25.554914077971358,23.31770591239445,2.237208165576906,0.012445867544752076,54.0,7.0,54:7,True,lipid,True,dl_847
