,Unique Identifier,Retention Time (min),Quant Ion,Polarity,Area (max),Identification,Lipid Class,Features Found,20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),20210729_AJ_Toh_RatBloodGlucose_T1060M_20210325_8wk_RBG.raw (F4),20210729_AJ_Toh_RatBloodGlucose_T1060M_20210329_9wk_FBG.raw (F5),20210729_AJ_Toh_RatBloodGlucose_T1060M_20210401_9wk_RBG.raw (F6),20210729_AJ_Toh_RatBloodGlucose_T1060M_20210405_10wk_FBG.raw (F7),20210729_AJ_Toh_RatBloodGlucose_T1060M_20210408_10wk_RBG.raw (F8),20210729_AJ_Toh_RatBloodGlucose_T1062M_20210322_8wk_FBG.raw (F9),20210729_AJ_Toh_RatBloodGlucose_T1062M_20210325_8wk_RBG.raw (F10),20210729_AJ_Toh_RatBloodGlucose_T1062M_20210329_9wk_FBG_QC2.raw (F12),20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),20210729_AJ_Toh_RatBloodGlucose_T1062M_20210405_10wk_FBG.raw (F15),20210729_AJ_Toh_RatBloodGlucose_T1062M_20210408_10wk_RBG.raw (F16),20210729_AJ_Toh_RatBloodGlucose_T1074M_20210322_8wk_FBG.raw (F17),20210729_AJ_Toh_RatBloodGlucose_T1074M_20210325_8wk_RBG.raw (F18),20210729_AJ_Toh_RatBloodGlucose_T1074M_20210329_9wk_FBG.raw (F19),20210729_AJ_Toh_RatBloodGlucose_T1074M_20210401_9wk_RBG.raw (F20),20210729_AJ_Toh_RatBloodGlucose_T1074M_20210405_10wk_FBG.raw (F21),20210729_AJ_Toh_RatBloodGlucose_T1074M_20210408_10wk_RBG.raw (F22),20210729_AJ_Toh_RatBloodGlucose_T1076M_20210322_8wk_FBG.raw (F23),20210729_AJ_Toh_RatBloodGlucose_T1076M_20210325_8wk_RBG.raw (F24),20210729_AJ_Toh_RatBloodGlucose_T1076M_20210329_9wk_FBG.raw (F25),20210729_AJ_Toh_RatBloodGlucose_T1076M_20210401_9wk_RBG.raw (F26),20210729_AJ_Toh_RatBloodGlucose_T1076M_20210405_10wk_FBG.raw (F27),20210729_AJ_Toh_RatBloodGlucose_T1076M_20210408_10wk_RBG.raw (F28),20210729_AJ_Toh_RatBloodGlucose_T1082M_20210322_8wk_FBG.raw (F29),20210729_AJ_Toh_RatBloodGlucose_T1082M_20210325_8wk_RBG.raw (F30),20210729_AJ_Toh_RatBloodGlucose_T1082M_20210329_9wk_FBG.raw (F31),20210729_AJ_Toh_RatBloodGlucose_T1082M_20210401_9wk_RBG.raw (F32),20210729_AJ_Toh_RatBloodGlucose_T1082M_20210405_10wk_FBG.raw (F33),20210729_AJ_Toh_RatBloodGlucose_T1082M_20210408_10wk_RBG.raw (F34),20210729_AJ_Toh_RatBloodGlucose_T1091M_20210327_8wk_FBG.raw (F35),20210729_AJ_Toh_RatBloodGlucose_T1091M_20210330_8wk_RBG.raw (F36),20210729_AJ_Toh_RatBloodGlucose_T1091M_20210402_9wk_FBG.raw (F37),20210729_AJ_Toh_RatBloodGlucose_T1091M_20210406_9wk_RBG.raw (F38),20210729_AJ_Toh_RatBloodGlucose_T1091M_20210410_10wk_FBG.raw (F39),20210729_AJ_Toh_RatBloodGlucose_T1091M_20210413_10wk_RBG.raw (F40),20210729_AJ_Toh_RatBloodGlucose_T1092M_20210327_8wk_FBG.raw (F41),20210729_AJ_Toh_RatBloodGlucose_T1092M_20210330_8wk_RBG.raw (F42),20210729_AJ_Toh_RatBloodGlucose_T1092M_20210402_9wk_FBG.raw (F43),20210729_AJ_Toh_RatBloodGlucose_T1092M_20210406_9wk_RBG.raw (F44),20210729_AJ_Toh_RatBloodGlucose_T1092M_20210410_10wk_FBG.raw (F45),20210729_AJ_Toh_RatBloodGlucose_T1092M_20210413_10wk_RBG.raw (F46),20210729_AJ_Toh_RatBloodGlucose_T1093M_20210327_8wk_FBG.raw (F47),20210729_AJ_Toh_RatBloodGlucose_T1093M_20210330_8wk_RBG.raw (F48),20210729_AJ_Toh_RatBloodGlucose_T1093M_20210402_9wk_FBG.raw (F49),20210729_AJ_Toh_RatBloodGlucose_T1093M_20210406_9wk_RBG.raw (F50),20210729_AJ_Toh_RatBloodGlucose_T1093M_20210410_10wk_FBG.raw (F51),20210729_AJ_Toh_RatBloodGlucose_T1093M_20210413_10wk_RBG.raw (F52),20210729_AJ_Toh_RatBloodGlucose_T1101M_20210327_8wk_FBG.raw (F53),20210729_AJ_Toh_RatBloodGlucose_T1101M_20210330_8wk_RBG.raw (F54),20210729_AJ_Toh_RatBloodGlucose_T1101M_20210402_9wk_FBG.raw (F55),20210729_AJ_Toh_RatBloodGlucose_T1101M_20210406_9wk_RBG.raw (F56),20210729_AJ_Toh_RatBloodGlucose_T1101M_20210410_10wk_FBG.raw (F57),20210729_AJ_Toh_RatBloodGlucose_T1101M_20210413_10wk_RBG.raw (F58),20210729_AJ_Toh_RatBloodGlucose_T1102M_20210327_8wk_FBG.raw (F59),20210729_AJ_Toh_RatBloodGlucose_T1102M_20210330_8wk_RBG.raw (F60),20210729_AJ_Toh_RatBloodGlucose_T1102M_20210402_9wk_FBG.raw (F61),20210729_AJ_Toh_RatBloodGlucose_T1102M_20210406_9wk_RBG.raw (F62),20210729_AJ_Toh_RatBloodGlucose_T1102M_20210410_10wk_FBG.raw (F63),20210729_AJ_Toh_RatBloodGlucose_T1102M_20210413_10wk_RBG.raw (F64)
119,LysoPC 22:5_570.35516_1.417,1.417,570.35516,+,10312286.79,LysoPC 22:5,LysoPC,36,3691654.682931477,7409669.593497406,1388611.112430652,7583696.485468892,5298727.476188459,3988262.595622312,4936084.720793074,5638571.868917279,6217384.052809449,5244180.708149335,1952763.1807952037,5815705.009626529,5417075.999206606,5632858.155186085,2785740.87898371,4769132.511292268,3994967.03581665,2509504.821534247,3029597.5733553064,2865886.849759648,3892454.923232333,2763689.301924085,2971763.702999999,2938884.0588735263,2696891.7187286457,3486845.734630062,2432783.2902482236,4571680.150871159,2812847.5638581086,2327535.572389379,2643926.609276442,7682808.224527901,6403274.450875875,6536469.748638475,4763323.95101686,3029138.5941545907,2121680.426936321,4427640.587817236,2844448.2352147056,4362595.907003514,2650759.271719438,3694296.7524543456,3757059.785625172,2295218.41270344,4677210.332694845,8069767.555905306,2425749.7532821074,3465270.478770207,2161639.3472111565,4922336.641904757,4073202.985503601,4940539.032382467,5401425.074760832,5089357.1964405775,2781630.4366451837,2700911.5148200574,3499099.376957379,4570613.846406044,5921171.779022731,2165944.2323144716
120,unknown_441.20361_1.418,1.418,441.20361,-,1865780.829,unknown,unknown,8,404923.5283754269,57809.50852880354,13960.83668978234,73794.40955525177,38744.21104856926,150854.30007760375,39863.744150532446,71977.5615692575,46943.331173401944,51036.911466754056,17232.766653542345,45241.3820273647,40808.80473011668,42157.36510627355,29523.679444376587,44666.86024315615,80273.05325731354,83219.05819908481,48012.6866205851,215261.76408855704,41730.063439404345,70544.61625067108,34938.29748999999,45561.14419068697,83246.59842948141,103617.69930549561,111587.11340276644,167619.1164330557,34548.97276742649,32687.907331818147,516752.54539736896,806378.7151493963,1028094.9437083302,1003016.9422625989,759504.2311559956,1237330.1093575908,676488.6906067324,1100566.2079360387,454819.3783745946,630563.3794377159,597692.8901774366,690828.3068206898,775804.3407704551,528831.8364161565,647696.0882083225,993036.3661390475,496121.0780187553,548929.2700148022,543433.7941931414,1317017.5981565025,612797.3189848937,1228386.2099826606,1378604.7665630558,789850.0103437488,816672.2911928144,1010078.2367162476,933548.2958614727,1272360.4999960733,1034336.8164870207,826747.921230606
121,LysoPC 17:1_508.3407_1.452,1.452,508.3407,+,4597413.734,LysoPC 17:1,LysoPC,17,574508.3593727255,2992620.5965465014,432206.53552806337,3112620.0752544357,838417.8119382128,1570201.9995652812,666488.6994435008,1935689.9852061078,1025667.9243743987,2107102.3327593515,412624.69171443075,1853545.189631588,1564964.4392409606,2003059.325823467,1108980.1335790225,3529961.034104532,1212222.3244607642,1230085.6424693915,556035.7677066422,1168075.5167869565,1328269.1462922678,1383816.4410242906,879815.7663999994,2011607.184102099,413376.14173496235,1640327.2853633116,615149.6842572489,1194637.159774121,625178.5977282227,925683.4576189484,679671.3947705698,3426013.79734749,2184471.9413035205,3365687.3059712467,1834634.819308639,1760080.1480424562,659375.096069823,2405032.169172777,1010113.6807668769,2384493.018267087,1094909.2536249177,2237742.3512317333,1112333.3752283063,1029366.925133154,2131860.924608685,4003004.7928809435,858351.0670466386,2078098.702945883,428710.5804041323,1634885.8733197686,695370.5697828442,1306075.9577915233,962717.3493949984,2320437.8389081876,559844.2352017488,1349315.5710689002,772781.8355601286,1754358.732661534,1106630.6271048945,930412.1246559714
122,unknown_349.01727_1.473,1.473,349.01727,+,22887780.43,unknown,unknown,6,19784301.96121537,6929253.744724973,1174556.5798002859,8617327.345448302,3826761.2849489166,6847399.684210067,5355126.211594321,6434919.4690871015,8509636.007082906,4620969.719951555,2324366.5578845902,5922857.125372506,4803393.874900486,14909039.86399614,13954198.310374254,4233086.880007092,6215163.371429884,10467735.594007278,8247607.37528939,10002948.008798692,5486707.047153588,7877481.173663234,3164692.953999997,7724244.252457587,10398767.19747341,3788679.9282495575,10339824.548233503,7836725.434042182,3703512.781596601,8623973.121121233,4707812.383147259,4967770.311431931,9457547.525305238,11709952.99251805,7903494.592835078,6232434.472917474,5857215.335796648,4705203.210154705,11076537.870232264,6805708.293224377,4515007.488930674,4575364.035213846,8558936.965576563,1814458.1819764022,2248534.811699352,11938880.572840052,8069078.512294775,8298771.572598939,7212942.952483048,7344268.208262899,7216639.635106379,4907179.669836702,15850584.580140555,8030260.402558863,4065271.6474554623,1758126.8920815126,7751709.073481117,4575172.539206047,10307328.266660916,3386504.674966716
123,LysoPC 16:0_496.34018_1.489,1.489,496.34018,+,884811279.9,LysoPC 16:0,LysoPC,13,196821833.24396238,415215868.2926583,16486655.025803512,340929138.1277514,217778047.372565,180673607.89911816,249512922.13670567,216098448.0823734,346998692.633223,250762659.6330957,29052793.260649014,246581676.25778085,361173592.750354,228766996.0364374,267201779.6852219,367257405.64193594,346840456.04755443,169855892.71062657,156678836.88335708,43885897.11984417,781375053.1021305,71805741.21415508,251337129.09999996,285071305.19327736,202732552.3718535,320611019.0743356,49751668.88020884,169476518.8509046,204162650.91144323,181372793.8275926,122686992.32828845,299414944.0642361,366886776.29038256,520851064.64157265,294999784.3741608,281615024.6729619,59663389.89760123,330032396.4592438,49907664.72367557,188519373.0705283,69484528.68119557,255718584.23476392,220043200.07521033,52728770.53309127,411385574.44155306,474563206.9673367,149426562.03383124,276127390.48999363,148672709.15413487,218173044.55279353,198972665.08170652,177565079.78215393,283839234.92620915,351608983.42637205,139269449.6795479,122907538.16443075,296234678.3809048,240667090.07598728,332077915.7392319,104017093.63695206
124,unknown_480.31018_1.495,1.495,480.31018,-,80600117.64,unknown,unknown,4,2613060.7929083966,3633199.0842508003,1215767.69780774,38916665.97962386,18582532.979725227,22585559.896854814,1234255.689913873,6958601.24346967,21952464.302696034,28392232.340991594,7115565.818392115,2662570.7661111993,30221728.057564344,25792228.89637829,14684979.350015193,37339879.97902283,17769075.51179929,10894499.267947001,2116567.086249712,2438301.6369594117,4195607.828617807,5129861.882879465,10221039.430000007,2057532.3873416206,12764655.473145174,33370816.782369427,2026433.5987886114,2302292.8806783394,11809154.833095752,17849260.935327668,1104655.848216708,3350316.6772796926,59544380.47178711,33220123.764670804,14961989.11934089,24805971.811469797,2739845.9297288437,30652705.65416722,3303572.6826917036,3707113.7773028174,2924949.3790119854,23581025.657779317,12869566.729167001,3769152.876747917,3057780.880977682,29002856.863916077,11455236.361939063,2191961.721092925,18589021.89265617,17808605.019518625,2528734.9646257423,11149381.8063559,1990747.409290366,3543940.2873340095,1799182.970244712,12808412.550880665,28252593.786051165,13588401.967222987,21026067.92814214,9394645.168159578
125,unknown_599.32092_1.507,1.507,599.32092,-,1899513.908,unknown,unknown,17,647563.2203183827,663335.2001682015,279099.7929077809,786656.887208927,715493.0738154773,520888.2679885399,475517.3285725543,769178.1360152662,500935.6163530964,820122.5223772553,312360.0158177934,461301.231318443,976536.6404922996,820040.5932734315,549978.4204469126,758345.980457862,671534.639758136,441091.3163083137,566904.2982926794,421392.46279238566,778227.8184060883,930759.2089609597,267237.7878,612774.1183147372,644209.4383876283,783509.4924610867,423787.73371924215,643221.6742834919,408286.14334337635,358913.84196344553,379226.1637969463,692368.294181626,1493546.3369158963,689601.9303734753,440252.61222968076,363785.2239141807,301284.9996586441,502312.9095505235,341865.2402707167,477820.64572831965,361576.0274868827,504812.76509203797,651620.3896110406,382248.8047778916,512479.07844078855,716642.6011356224,421532.04797510686,490830.50541082915,409128.938142982,927928.4249368957,586370.4362486723,856391.3706857358,702056.7673173913,1003763.0919073507,595425.2999010014,546169.0189651755,524192.17722359806,741881.3257619045,835091.4013954224,259526.79858849332
127,unknown_642.36377_1.53,1.53,642.36377,-,1556037.736,unknown,unknown,9,300893.94489104755,505340.6781233682,97901.12149728941,589741.8470182659,217407.08736921768,312739.6102612654,250201.48183236067,944678.4677173496,363173.76920494915,766107.7689594217,219880.3639744966,427061.94389343384,848440.0908779195,558896.0240875483,315196.9778949146,537384.6402415725,464078.84787113435,385812.5399604869,465583.16356743436,716419.0098633028,789612.6380099953,1287898.1849595127,119387.60200000006,781694.1411613958,392212.5764954997,816436.5981941442,259825.4928463215,805180.5447145471,184284.6942930661,667136.1769365196,130326.48607253522,340172.52075799217,239145.24101384004,167574.31404011615,181586.16959328006,172933.18709090338,82028.82307750468,157486.27580375518,174927.54657051264,223518.9743268887,178410.1356668321,171600.46685432637,267082.39195966464,130931.71373416163,186614.34717654414,371501.60148234,171291.50394494855,152888.2385042738,164579.60937741635,743024.7606311938,245382.26858493645,537643.7429384527,297720.54176601267,529716.9368345167,183567.68834985365,366113.4054979334,298777.20962462603,589126.887114512,363260.3008877677,281543.2470714691
128,LysoPC 20:3_546.35345_1.546,1.546,546.35345,+,56276246.62,LysoPC 20:3,LysoPC,58,15802691.564289134,43420716.305051565,8103204.305847405,34259734.42859014,23075455.632353976,18872317.93377879,21979894.04902539,29684823.995512314,30147026.32732726,35503730.643061996,10382383.119935064,27669580.38593425,26148522.65941254,28215412.326879155,13479236.993920568,44567891.23484303,23193285.996308975,19318827.97615505,9148121.888846103,16485295.557731962,22506492.95957807,28330656.955143645,15956575.98999999,21668318.596610565,11628582.808893196,18580354.188067704,14577436.26374264,19189946.874661945,11074862.40173811,13741460.329218745,7203139.954097137,51704613.32519728,33291114.1363054,38767826.03707294,31763049.43308886,19722103.311357874,7367834.235017804,32682034.09648583,24113098.27107528,27180530.59002557,20252856.53396629,30428197.87837836,18926084.36647201,15081022.149705546,27755729.837211005,44337596.41180411,12934833.358896371,27095658.198522955,8802906.731597202,11407901.684076075,16920345.115211733,21021334.517823473,22455960.951431736,39158622.23519707,12795715.726752315,20398523.870187573,17103231.179584943,30145795.919411846,25138169.368990317,10355138.402121574
130,unknown_1041.68762_1.563,1.563,1041.68762,+,10978052.25,unknown,unknown,20,1477305.1127431283,3855578.773672624,1697007.6511402146,6892653.129289198,2598309.811935868,3684422.5217819884,992218.6712306592,6829124.0577412965,4559623.690680697,5339000.690419229,1289395.110229918,3850297.2787961788,4515304.398171184,5069197.813765545,2530272.684549121,5898532.716296145,2957278.2806466864,2465485.038680293,1270130.7578045186,1617698.6959580362,4055759.6488043508,4213500.197080193,1847492.6570000008,3099265.246904867,1021755.0124618189,1864904.1360919536,1620437.9730029444,3884533.5814684355,1246148.7243058418,2860543.5138054146,550429.89623366,7257247.859892162,6816340.303334522,5938404.4146273155,2509186.288497053,3215473.964025767,1631515.1030952162,5238946.78637684,4938589.286970883,3717747.719962818,2826024.4672123687,5837037.457933016,2453712.9892082424,2496705.4942331146,3186774.5215670643,9054879.643658651,1844951.3535430876,4919374.617282642,1169422.6822741397,3601223.2067750506,2505141.0356166097,2482378.538209232,2734385.0562057523,6831720.793290315,1913798.6400760354,2818480.5237303763,3103713.9387588315,3436042.4598330786,3427760.3364439867,2471385.0034582606
131,LysoPE 16:0_452.2789_1.58,1.58,452.2789,-,4706021.198,LysoPE 16:0,LysoPE,45,1562755.3498701064,2038729.808405859,794899.2217804258,3098507.46210771,1593173.2207953236,2418231.3795030545,1034768.6764492516,2271357.5506298463,1894286.4246125692,1909873.1596811449,694276.9000984655,2342778.63070397,1892720.7530181669,1356382.08471275,1997599.859307435,2984239.7532512806,1680902.6458754514,930475.0639479216,2451359.690203709,1544523.9323623928,2898754.4448125693,2802694.008160482,849830.8595999989,2134262.2739966544,1232811.360640691,2006613.2777739628,1227418.0602560635,1989922.790753472,1092491.2484385273,1272176.6287199755,994071.0409800776,2747325.938774748,3190119.809342983,3402503.0616446356,1661601.0762009055,1977383.734302535,900045.7655584288,2663773.2288791323,1531308.848116794,2141400.266690648,1921833.406767993,2278780.9407352335,2195256.4647253565,1538674.785829835,3326223.998520008,4096706.8382160487,1978761.2340672112,2559343.2132898453,1702570.5721086666,2549305.15017104,2140558.2766439216,2126165.0233848244,1910957.2611213247,3503499.650872602,1773740.6521819343,1547546.9688392212,2877673.4847315717,1676991.970049296,2799925.089680578,1320212.131756271
132,unknown_841.34357_1.611,1.611,841.34357,+,7746217.891,unknown,unknown,30,2323872.199218298,7588199.069857215,2763543.0530101964,1927850.7667716162,1660558.5524680058,2297011.9725914057,4327914.04767605,2226386.8243956007,2797708.7431859155,2860125.2409951366,1442982.4206691515,3604953.5000692797,4692442.081790686,2969628.1350019495,2737665.3454209697,3798741.08049492,1814729.3670491113,2055025.4605931698,4193572.886922621,4080203.8465392003,4219394.868311195,4390217.692778794,4031075.9639999988,3241090.86364867,2127998.5771212196,1734382.926731875,2918618.936124783,3661754.953501949,2506632.751106496,2220082.254072101,1433142.0644861695,2606233.288764617,2702936.997948914,3102012.720808033,2651125.5695948144,3015797.090456364,1290970.0759908846,2525860.623025152,3488656.296264248,2026490.210595299,1346831.1224306743,2195780.916687509,4213191.029855415,3100779.3728336007,7299333.363986406,6486712.235959994,2201142.0006463267,2340986.1954885856,2537516.7024974045,3006754.9249177133,5602585.760743602,3021550.343480083,4107253.9476339775,5620453.319132905,2663322.96087354,2291520.4795109914,2587755.185337723,2977642.8330721837,2645783.2643241724,1811736.480444284
133,unknown_844.35101_1.611,1.611,844.35101,+,5812157.316,unknown,unknown,23,2206609.0571394055,5337247.645683158,2525246.681029095,2400630.503544158,1869510.7191010963,2226662.2291987804,2769853.5035769977,2648766.3115096763,3509091.74097709,2941544.604481694,1323412.476415956,3460324.911132251,4860150.3647734355,2460410.475522162,2588883.7859253413,2338722.7681193748,2303842.7206558175,2486903.0686928104,3442294.33804737,3200350.990455788,3628614.541505142,3278661.621019482,1546226.8969999985,3059964.1310441596,2752164.894781009,1807733.6334199258,2110833.9802730894,2823215.553833375,1121783.0645070057,2564163.6386349024,1436791.955514155,3298695.7303202,3635037.482466292,1968663.9718455332,2704793.259021172,2379040.6674313033,1143273.1748081085,2011382.8825818987,3011003.90171066,3598677.524163287,1929643.9147354981,2330642.014827554,3350487.0960203386,2692065.6180801797,5734235.876700449,3667181.6731355903,1169447.8022841036,3651156.2321232855,2479937.8860131092,2743250.730744515,3511097.1872216896,2462148.0167433,3739359.955563653,4718918.81916251,1172823.151729598,2001171.729692257,4240956.820846299,2212519.4427586705,2461928.5199421057,1552762.3683069686
134,LysoPC 16:0_496.33969_1.613,1.613,496.33969,+,1297308467.0,LysoPC 16:0,LysoPC,124,512645164.9900001,793403317.5730009,368975774.8301055,739434489.4522514,514441595.00215894,378692711.068278,569550236.3884805,653595876.8468649,622290953.3957026,535055357.2703359,336340740.7251927,511876753.4416932,769548337.6397485,656556099.4704735,497186105.0694196,739342244.5214123,626969779.7049056,354126630.2861774,395141485.30613375,697767558.4079618,839060189.4578977,982102020.107379,462131105.89999944,455662770.06186104,416829659.16036826,372100277.36329705,551988913.4640999,450542506.9814046,382311895.9346733,370773811.2753581,281755883.9417742,868133212.1475787,704332204.959926,776133985.6888053,697897984.2050382,401046309.2521792,426574188.641007,494822424.32528204,780493583.0479164,457881071.9889779,561285538.356756,463498038.5960722,604185257.5318931,404371014.53165513,930563723.9891278,887720764.4153967,372228113.4634967,584867041.3421788,363108385.866114,554900439.6355289,466931314.6417339,404371420.4565463,643631982.8626974,847219444.3998836,357415667.82658255,363097687.0317455,512302181.063723,403479130.6193092,514140440.18998325,258773894.67961442
135,unknown_592.30267_1.613,1.613,592.30267,-,4845216.597,unknown,unknown,42,1766352.0467793362,1832450.224787154,1266714.5940083135,1707654.5750214662,1617146.242216458,1814440.4427965104,982301.3608789223,2452853.1905741664,1961113.7777109235,1627579.5271758202,1029098.9330088638,1853082.452496807,1748588.7643616577,1602706.7679837614,1424874.5526390905,1797149.2684530795,1356842.9963440672,1655599.1466186692,2162709.282710376,2684659.0619582967,2301165.2564644217,2725547.1546018487,848147.2355999993,2238445.8386399765,1241362.270753899,2196258.970772261,1765922.0410496527,2108695.5556115694,2119794.6505693286,1789058.4714011024,900525.554901767,2523592.844173748,3750816.698618351,1945039.7005466567,1380093.874729447,1767942.4769467392,1631631.9428298518,1546684.9285068028,1429928.8732170116,1680653.8898926817,1361275.5535448424,1413875.3288969486,2450551.5915601677,1297458.3220977488,1499032.4759110108,1991552.4755662414,2249294.493882729,2722341.3838578276,1787451.2849400546,2035902.7236827714,2808506.441097844,2189359.674889347,1526742.3166241643,1977992.0360327675,1784196.3850221501,2758926.846520422,2519648.133284348,1946727.9269960108,1808165.8064451572,1116798.066637698
136,unknown_537.33191_1.614,1.614,537.33191,-,47474336.38,unknown,unknown,61,13884616.743536154,37256599.49003868,6896006.184572471,32213683.821654215,11700363.99663351,13471272.41861948,19055687.41882874,19440021.710263915,21791529.686950177,15437652.997672137,5159128.86469382,16161853.277594106,25544303.412391867,16527522.084579399,13788809.090957008,25515243.642959405,21964535.451747626,10236468.203283234,13237917.834948225,15073544.834507594,25872760.15524217,25330128.488529306,3621724.7310000025,19923870.807159927,13115099.957637634,16349743.41645114,11082229.93822006,13631422.26195982,14108803.332816,12775953.499963073,7725967.644960596,20341563.364492297,35382394.72062339,24406102.051863343,22584178.51230025,14964651.753799828,8799819.685381148,13353792.272975065,11203178.990707586,19646750.608965654,11168529.247328075,13343878.740256181,14521005.044982135,8990168.032535618,28744653.955501877,24239831.51499701,12697659.072261674,24106119.407184813,14532910.87200502,17155875.4618311,16877529.614275467,11605225.460350012,16677570.67322211,27846715.1438986,11571149.072553067,14482334.758805078,23963233.80710087,13412618.103092559,14676367.649677843,10192187.288683685
137,unknown_1487.00208_1.614,1.614,1487.00208,+,6696583.533,unknown,unknown,5,951380.311568948,1597524.5789918315,794798.2608675117,1610034.2436781756,935856.6722797995,855487.7460193305,569818.9531211939,2581730.877660781,2168274.065063282,1422769.8964262072,485169.9407374189,1372767.8947667351,2607352.9049110664,1887038.2359130697,1205227.3604897857,2438981.9770888854,985820.0021170692,1218220.0559862216,1130051.1571203105,845146.330413476,3005920.426666353,2715106.1747072046,1217574.9190000005,2048875.400297728,496282.76958189654,739300.6086485657,1133475.4366914562,1106728.7674841448,1358295.7613028353,1257931.8944844191,259212.63383580302,2374053.285005846,3575523.614368044,2780382.3230192596,1501518.6781652544,830789.7607732967,911501.8012972767,1521475.0881617507,1538401.8180999167,1633421.3429524624,833008.7178482049,1078064.7803450474,1265536.3876983216,1233626.9560457915,3496126.4946609684,3576785.78360035,998528.9429700552,2967356.57612429,815315.3472834607,1768744.744926409,1973715.4583852354,1254292.9292873917,1549636.6960674785,2807370.00847551,504533.76323603396,980289.6005571138,2106442.453682021,1159084.9045449188,1673891.2084449718,1156294.3172786247
138,unknown_636.34991_1.614,1.614,636.34991,-,3512589.424,unknown,unknown,26,959414.3370510318,1453306.9091527855,678796.5259720925,1917398.7121363897,939491.1783042996,1416221.6749220293,971260.3946712639,1620169.9580969624,1635917.6943819942,1407768.2897670898,1109180.9199867616,1813325.714980455,1300059.1263429115,1387571.4711680862,1157943.9860292396,2036032.310255104,1965981.025600742,1456343.3950215657,1873558.251838728,1682477.621260545,1488510.1910811071,1689387.1141789332,1268073.0720000013,1728166.789599505,1287718.7842664255,1737039.4028766262,1190277.062236051,1722889.5692949153,1757420.6523686403,1365504.2798692368,994619.8572238522,1434633.4899334123,2733777.9129364383,2000478.013128487,1346453.917717285,2670303.5888590463,953884.2303917605,1262469.4703442482,914562.8457841559,1773323.295145001,1553297.8113178269,1292146.6913886466,1138567.8841437567,1098085.0006737637,1148452.8142073872,1799379.155297818,1391731.1746078068,1794419.4620313684,1177606.3050653636,1526866.1622502808,1675768.2214679965,1586529.9936722864,1752994.7365047487,2103521.7035075184,1190188.1032782837,2187155.6542120785,2018642.5307424918,1579859.5485133505,1223457.591157894,1353738.4725106382
139,unknown_1017.68756_1.622,1.622,1017.68756,+,67431600.13,unknown,unknown,57,7069618.722513192,27462899.18780846,7494382.052306502,28350406.823578335,9988562.905536147,17477815.226516135,5288813.683259433,37656367.38213221,7388543.030300836,24832955.88909849,5814528.934035466,21052610.420434847,14177788.505346606,26479705.508870084,10380631.37202739,41708184.6632397,11955898.535351045,20486947.623456486,6478780.899674114,17004076.032346155,17190388.89210497,34471269.676262625,7968046.033000006,23148294.025279265,5381938.785902591,14845883.605128005,6467085.267756775,17412046.928847052,6231826.294748287,15363883.173303777,3575127.5509216245,34692157.17112482,42795249.8207077,42794846.718045846,12351253.254465973,18841409.65557844,9065523.521044226,25033423.4010928,13214754.361090023,26078610.328874405,8573417.33099905,22167386.736819528,11531310.856298264,10641881.897178132,19176769.74502846,57307304.00642311,7730768.82900144,28476536.63103274,6117062.703525825,24923952.698770832,9633899.79519216,16299362.685417822,10878049.198704932,38301372.462696955,7397074.386471177,15273626.224100593,13216237.00467323,22313580.92630276,14650127.27842317,14701632.672239527
141,LysoPC 18:1_522.3559_1.644,1.644,522.3559,+,228115550.4,LysoPC 18:1,LysoPC,45,37777740.877046466,131704858.98619196,22724084.347682245,181812995.55191064,74376809.13299395,97444602.78306791,64917993.76388182,94469288.54418725,8892339.32436587,144540097.3601059,28267987.29906903,122710674.60300383,112422629.68958718,128163086.77791645,92944247.5017904,156319218.16858348,54726112.758518964,62903504.66340301,44706252.15079627,74782999.6067443,90163342.91836794,130977549.59193352,17219909.16000002,69544528.67429192,6296226.172503127,30398336.344502043,36484333.957888626,62632407.16586399,29733899.646517936,80473452.57139406,40030692.638658814,205590573.621416,102581373.80483562,153770063.4816676,13415220.78138284,109600452.72122224,28299411.335291605,134414594.7967757,80817925.12536784,84436726.42355253,57091634.00168249,122208414.57565714,41185275.53087888,60404243.86022747,109513878.24535584,146739766.14787176,50459185.79032938,137848562.46919575,37699901.34206588,120466793.99486671,37715808.940643616,92402514.4715955,48538331.34793261,196241106.48295796,55824957.17344248,86131574.8292536,58902147.962660685,74731654.99679157,79412791.25982857,63602596.19828168
