,feature_name,no_gluc_tol_pval,no_feeding_pval,no_cross_pval,no_gluc_tol_fdr_corr,no_feeding_fdr_corr,no_cross_fdr_corr,full_model_converged,no_gluc_tol_converged,no_feeding_converged,no_cross_converged,full_model_ll,no_gluc_tol_ll,no_feeding_ll,no_cross_ll,full_model_params,no_gluc_tol_params,no_feeding_params,no_cross_params
0,unknown_67905463_0536,,,,,,,True,True,True,True,-50.486818096340514,-51.77907266362452,-53.921342379696696,-50.6315428499294,"{'Intercept': 23.08876673856573, 'glucose_tolerance[T.impaired]': 0.14805162797550522, 'glucose_tolerance[T.normal]': 0.42101865306082503, 'bg_type[T.RBG]': 0.4932690499031254, 'glucose_tolerance[T.impaired]:bg_type[T.RBG]': -0.13479188218444174, 'glucose_tolerance[T.normal]:bg_type[T.RBG]': -0.2138520500695298, 'Group Var': 1.8706375572767683e-10}","{'Intercept': 23.246996283165636, 'bg_type[T.RBG]': 0.38310269879700637, 'Group Var': 1.4277359349588187e-10}","{'Intercept': 23.33540126351727, 'glucose_tolerance[T.impaired]': 0.08065568688330174, 'glucose_tolerance[T.normal]': 0.3140926280260762, 'Group Var': 1.144301645791006e-10}","{'Intercept': 23.143849914118785, 'glucose_tolerance[T.impaired]': 0.08065568688329242, 'glucose_tolerance[T.normal]': 0.3140926280260633, 'bg_type[T.RBG]': 0.38310269879699865, 'Group Var': 1.8215219113924036e-10}"
1,unknown_6411087_0537,,,,,,,True,True,True,True,-72.1729734638072,-72.63466087999016,-72.40625789372164,-72.38669368827463,"{'Intercept': 24.345929044832303, 'glucose_tolerance[T.impaired]': 0.1915068292433488, 'glucose_tolerance[T.normal]': 0.17550618193005585, 'bg_type[T.RBG]': 0.14611377409267506, 'glucose_tolerance[T.impaired]:bg_type[T.RBG]': -0.2387103459108389, 'glucose_tolerance[T.normal]:bg_type[T.RBG]': 0.07272429200191126, 'Group Var': 3.2854082456827633e-10}","{'Intercept': 24.476783695840005, 'bg_type[T.RBG]': 0.04130345953762267, 'Group Var': 2.1472859646308133e-10}","{'Intercept': 24.418985931878645, 'glucose_tolerance[T.impaired]': 0.0721516562879194, 'glucose_tolerance[T.normal]': 0.21186832793100865, 'Group Var': 1.0219445094902313e-09}","{'Intercept': 24.398334202109833, 'glucose_tolerance[T.impaired]': 0.07215165628792125, 'glucose_tolerance[T.normal]': 0.21186832793099983, 'bg_type[T.RBG]': 0.04130345953763779, 'Group Var': 5.630583190306867e-10}"
2,unknown_95115973_0541,,,,,,,True,True,True,False,-58.74002118607403,-59.070496337892976,-59.911115481022804,-58.8744443322811,"{'Intercept': 23.6237395642576, 'glucose_tolerance[T.impaired]': -0.02404272844213534, 'glucose_tolerance[T.normal]': -0.026575749086965295, 'bg_type[T.RBG]': 0.33473907515934737, 'glucose_tolerance[T.impaired]:bg_type[T.RBG]': -0.08603556234232827, 'glucose_tolerance[T.normal]:bg_type[T.RBG]': -0.24841263258884716, 'Group Var': 2.0291449970432567e-05}","{'Intercept': 23.60640305021915, 'bg_type[T.RBG]': 0.24203876747039885, 'Group Var': 1.3159497534870878e-10}","{'Intercept': 23.79110910183732, 'glucose_tolerance[T.impaired]': -0.06706050961335203, 'glucose_tolerance[T.normal]': -0.15078206538143296, 'Group Var': 3.5552008550919305e-05}","{'Intercept': 23.670089718102098, 'glucose_tolerance[T.impaired]': -0.06706050961332241, 'glucose_tolerance[T.normal]': -0.1507820653814068, 'bg_type[T.RBG]': 0.24203876747039885, 'Group Var': 2.1855665634012214e-05}"
3,unknown_32903067_0542,,,,,,,True,True,True,True,-45.118830849151905,-45.675765087453854,-47.40467439406551,-45.48060994190364,"{'Intercept': 26.718229285201385, 'glucose_tolerance[T.impaired]': 0.1862554887188754, 'glucose_tolerance[T.normal]': 0.23413810247783653, 'bg_type[T.RBG]': 0.43802750703600984, 'glucose_tolerance[T.impaired]:bg_type[T.RBG]': -0.25242661879425193, 'glucose_tolerance[T.normal]:bg_type[T.RBG]': -0.2301098709356432, 'Group Var': 2.5629279136770506e-10}","{'Intercept': 26.85818465005639, 'bg_type[T.RBG]': 0.26579222345174763, 'Group Var': 3.6552731980844666e-10}","{'Intercept': 26.93724303871936, 'glucose_tolerance[T.impaired]': 0.060042179321781956, 'glucose_tolerance[T.normal]': 0.11908316701004817, 'Group Var': 2.5207221793319825e-10}","{'Intercept': 26.80434692699351, 'glucose_tolerance[T.impaired]': 0.060042179321751744, 'glucose_tolerance[T.normal]': 0.11908316701002498, 'bg_type[T.RBG]': 0.26579222345175524, 'Group Var': 1.7890468806083253e-10}"
4,unknown_96913147_0544,,,,,,,True,True,True,True,-57.93969787803,-59.842514248447415,-61.32288830515934,-59.163428674565196,"{'Intercept': 22.161484274595722, 'glucose_tolerance[T.impaired]': 0.4785741905990174, 'glucose_tolerance[T.normal]': 0.19026637615330888, 'bg_type[T.RBG]': 0.741520973065167, 'glucose_tolerance[T.impaired]:bg_type[T.RBG]': -0.5947175728045524, 'glucose_tolerance[T.normal]:bg_type[T.RBG]': -0.4487602358637806, 'Group Var': 1.3496114895774356e-10}","{'Intercept': 22.438824645125877, 'bg_type[T.RBG]': 0.35441013949015715, 'Group Var': 4.872679648758685e-10}","{'Intercept': 22.5322447611283, 'glucose_tolerance[T.impaired]': 0.18121540419675636, 'glucose_tolerance[T.normal]': -0.034113741778573695, 'Group Var': 1.2507264046843878e-10}","{'Intercept': 22.355039691383254, 'glucose_tolerance[T.impaired]': 0.18121540419672935, 'glucose_tolerance[T.normal]': -0.03411374177859058, 'bg_type[T.RBG]': 0.35441013949014166, 'Group Var': 3.4050126795004604e-10}"
5,unknown_62313641_0546,,,,,,,True,True,True,True,-62.34907969462894,-62.56684841333474,-62.56407278785041,-62.56403679708917,"{'Intercept': 26.307193240125088, 'glucose_tolerance[T.impaired]': 0.1245844764199588, 'glucose_tolerance[T.normal]': 0.13600020168708304, 'bg_type[T.RBG]': 0.1756275259725661, 'glucose_tolerance[T.impaired]:bg_type[T.RBG]': -0.2324697197187723, 'glucose_tolerance[T.normal]:bg_type[T.RBG]': -0.2894444801813763, 'Group Var': 2.8049536761478967e-10}","{'Intercept': 26.396685518672477, 'bg_type[T.RBG]': 0.0015037700768895472, 'Group Var': 2.825212741192082e-10}","{'Intercept': 26.395007003111346, 'glucose_tolerance[T.impaired]': 0.008349616560599578, 'glucose_tolerance[T.normal]': -0.008722038403578936, 'Group Var': 2.8286118095071443e-10}","{'Intercept': 26.39425511807287, 'glucose_tolerance[T.impaired]': 0.008349616560633034, 'glucose_tolerance[T.normal]': -0.008722038403552075, 'bg_type[T.RBG]': 0.0015037700768971254, 'Group Var': 2.8286085218102e-10}"
6,unknown_29108359_0551,,,,,,,True,True,True,True,-46.47524520122393,-47.02357238527752,-46.82754666696444,-46.791511859213486,"{'Intercept': 29.971289122347866, 'glucose_tolerance[T.impaired]': 0.11625014599310443, 'glucose_tolerance[T.normal]': 0.18420621889685937, 'bg_type[T.RBG]': 0.030961699229288174, 'glucose_tolerance[T.impaired]:bg_type[T.RBG]': -0.021948712254725777, 'glucose_tolerance[T.normal]:bg_type[T.RBG]': -0.2829075996796682, 'Group Var': 2.526408288982644e-10}","{'Intercept': 30.06625543912379, 'bg_type[T.RBG]': -0.036594176834000784, 'Group Var': 2.5821455406405796e-10}","{'Intercept': 29.986769971962488, 'glucose_tolerance[T.impaired]': 0.10527578986576337, 'glucose_tolerance[T.normal]': 0.0427524190570491, 'Group Var': 1.7788267196305734e-10}","{'Intercept': 30.005067060379513, 'glucose_tolerance[T.impaired]': 0.10527578986574286, 'glucose_tolerance[T.normal]': 0.04275241905702823, 'bg_type[T.RBG]': -0.036594176834000784, 'Group Var': 1.8462145351265057e-10}"
7,unknown_35299652_0553,,,,,,,True,True,True,True,-49.160363947583264,-50.44208820560381,-49.92861610544155,-49.83250458276264,"{'Intercept': 21.951629745298856, 'glucose_tolerance[T.impaired]': 0.16730482368572197, 'glucose_tolerance[T.normal]': 0.4536084308361248, 'bg_type[T.RBG]': 0.2823724911627319, 'glucose_tolerance[T.impaired]:bg_type[T.RBG]': -0.25176339860250463, 'glucose_tolerance[T.normal]:bg_type[T.RBG]': -0.4679417174865151, 'Group Var': 1.92594387449399e-10}","{'Intercept': 22.126003843308936, 'bg_type[T.RBG]': 0.06290244836417666, 'Group Var': 2.6156744753687133e-10}","{'Intercept': 22.092815990880233, 'glucose_tolerance[T.impaired]': 0.041423124384452586, 'glucose_tolerance[T.normal]': 0.21963757209285958, 'Group Var': 2.331262664387888e-10}","{'Intercept': 22.061364766698144, 'glucose_tolerance[T.impaired]': 0.04142312438445178, 'glucose_tolerance[T.normal]': 0.21963757209286094, 'bg_type[T.RBG]': 0.06290244836416908, 'Group Var': 2.2869652090837098e-10}"
8,unknown_24709372_0554,,,,,,,True,True,True,True,-41.4951989356462,-42.20113924145359,-42.20685778636617,-42.18905013319669,"{'Intercept': 25.863742315093045, 'glucose_tolerance[T.impaired]': 0.0742109260264655, 'glucose_tolerance[T.normal]': 0.23810318977333547, 'bg_type[T.RBG]': 0.11957041526416248, 'glucose_tolerance[T.impaired]:bg_type[T.RBG]': -0.11852834534330965, 'glucose_tolerance[T.normal]:bg_type[T.RBG]': -0.42064019715011947, 'Group Var': 2.8521940573829324e-10}","{'Intercept': 25.948468416060948, 'bg_type[T.RBG]': -0.02382179683751624, 'Group Var': 2.8421566156217254e-10}","{'Intercept': 25.92352752272516, 'glucose_tolerance[T.impaired]': 0.014946753354767953, 'glucose_tolerance[T.normal]': 0.027783091198241926, 'Group Var': 2.8296113906418605e-10}","{'Intercept': 25.935438421143868, 'glucose_tolerance[T.impaired]': 0.014946753354825135, 'glucose_tolerance[T.normal]': 0.027783091198281835, 'bg_type[T.RBG]': -0.023821796837516254, 'Group Var': 2.8310595669682164e-10}"
9,unknown_60514441_0555,,,,,,,True,True,True,True,-76.3547936318352,-76.93652354476804,-77.31218545908034,-76.68896958446739,"{'Intercept': 23.526566122021215, 'glucose_tolerance[T.impaired]': 0.09451372307331861, 'glucose_tolerance[T.normal]': 0.46480714185377636, 'bg_type[T.RBG]': -0.14234124343878826, 'glucose_tolerance[T.impaired]:bg_type[T.RBG]': -0.029056803289646566, 'glucose_tolerance[T.normal]:bg_type[T.RBG]': -0.4742123437610336, 'Group Var': 1.1611903703336888e-10}","{'Intercept': 23.666784411928642, 'bg_type[T.RBG]': -0.2517121138358334, 'Group Var': 1.433488332081259e-10}","{'Intercept': 23.4553955003018, 'glucose_tolerance[T.impaired]': 0.07998532142852297, 'glucose_tolerance[T.normal]': 0.22770096997327996, 'Group Var': 1.0796984376861654e-10}","{'Intercept': 23.581251557219698, 'glucose_tolerance[T.impaired]': 0.07998532142854212, 'glucose_tolerance[T.normal]': 0.22770096997330141, 'bg_type[T.RBG]': -0.2517121138358182, 'Group Var': 1.2101774549297103e-10}"
10,unknown_3490174_056,,,,,,,True,True,True,True,-51.08907259794513,-51.209981204922045,-51.182118353829125,-51.17668216918766,"{'Intercept': 23.793257154107742, 'glucose_tolerance[T.impaired]': -0.026439644115929185, 'glucose_tolerance[T.normal]': 0.07440502587512854, 'bg_type[T.RBG]': 0.0330823198516504, 'glucose_tolerance[T.impaired]:bg_type[T.RBG]': -0.029402168505190344, 'glucose_tolerance[T.normal]:bg_type[T.RBG]': -0.16834224117493732, 'Group Var': 3.9025545758086924e-10}","{'Intercept': 23.7949183372248, 'bg_type[T.RBG]': -0.015287212635939797, 'Group Var': 1.2216684666623518e-10}","{'Intercept': 23.80979831403355, 'glucose_tolerance[T.impaired]': -0.041140728368511986, 'glucose_tolerance[T.normal]': -0.009766094712323715, 'Group Var': 3.4616050941935227e-10}","{'Intercept': 23.817441920351534, 'glucose_tolerance[T.impaired]': -0.04114072836853547, 'glucose_tolerance[T.normal]': -0.009766094712352446, 'bg_type[T.RBG]': -0.015287212635924644, 'Group Var': 7.538952216977398e-10}"
11,unknown_2581102_0572,,,,,,,True,True,True,True,-61.16952854996852,-61.42371992878064,-62.46463034680592,-61.28351380797828,"{'Intercept': 24.03291031334766, 'glucose_tolerance[T.impaired]': -0.03703292724233171, 'glucose_tolerance[T.normal]': 0.055304782435301424, 'bg_type[T.RBG]': 0.3846256431530776, 'glucose_tolerance[T.impaired]:bg_type[T.RBG]': -0.16092508795622776, 'glucose_tolerance[T.normal]:bg_type[T.RBG]': -0.2029471612834148, 'Group Var': 0.05534890898472477}","{'Intercept': 24.025454806213546, 'bg_type[T.RBG]': 0.26357366691828094, 'Group Var': 0.06061721911528781}","{'Intercept': 24.225223134924214, 'glucose_tolerance[T.impaired]': -0.11749547122046819, 'glucose_tolerance[T.normal]': -0.04616879820642697, 'Group Var': 0.0441304543615878}","{'Intercept': 24.09343630146506, 'glucose_tolerance[T.impaired]': -0.1174954712204469, 'glucose_tolerance[T.normal]': -0.046168798206409845, 'bg_type[T.RBG]': 0.2635736669182734, 'Group Var': 0.054338849449370195}"
12,unknown_93019086_0587,,,,,,,True,True,False,True,-88.36901936580325,-89.3249318813164,-92.53959026289878,-88.99889941457378,"{'Intercept': 22.378361522867912, 'glucose_tolerance[T.impaired]': -0.32426129028453454, 'glucose_tolerance[T.normal]': 0.08923073704559936, 'bg_type[T.RBG]': -1.1921815999444139, 'glucose_tolerance[T.impaired]:bg_type[T.RBG]': 0.7094341075807157, 'glucose_tolerance[T.normal]:bg_type[T.RBG]': 0.4132673429380412, 'Group Var': 3.5469835523216037e-06}","{'Intercept': 22.23407702513476, 'bg_type[T.RBG]': -0.7548110775664479, 'Group Var': 1.2531964657558595e-10}","{'Intercept': 21.782270722895696, 'glucose_tolerance[T.impaired]': 0.030455763505835835, 'glucose_tolerance[T.normal]': 0.2958644085146285, 'Group Var': 5.1411743223065854e-05}","{'Intercept': 22.159676261678893, 'glucose_tolerance[T.impaired]': 0.03045576350585082, 'glucose_tolerance[T.normal]': 0.29586440851464135, 'bg_type[T.RBG]': -0.7548110775664246, 'Group Var': 7.464854229840489e-06}"
13,unknown_63810034_0588,,,,,,,True,True,True,True,-64.49911149258007,-66.84867430421671,-67.37752929565893,-66.39704231902947,"{'Intercept': 23.00641346469886, 'glucose_tolerance[T.impaired]': 0.3685217746550301, 'glucose_tolerance[T.normal]': 0.6641951925035874, 'bg_type[T.RBG]': 0.10162384304606348, 'glucose_tolerance[T.impaired]:bg_type[T.RBG]': -0.32180837405519164, 'glucose_tolerance[T.normal]:bg_type[T.RBG]': -1.0373626014052706, 'Group Var': 2.69000791216911e-10}","{'Intercept': 23.323513390527097, 'bg_type[T.RBG]': -0.26675286426260153, 'Group Var': 3.7047110547934493e-10}","{'Intercept': 23.057225386221887, 'glucose_tolerance[T.impaired]': 0.207617587627433, 'glucose_tolerance[T.normal]': 0.14551389180094118, 'Group Var': 2.702723273844425e-10}","{'Intercept': 23.19060181835322, 'glucose_tolerance[T.impaired]': 0.20761758762740937, 'glucose_tolerance[T.normal]': 0.1455138918009201, 'bg_type[T.RBG]': -0.2667528642626015, 'Group Var': 2.8348635753493786e-10}"
14,unknown_49504285_0599,,,,,,,True,True,True,True,-77.45295121466255,-78.34727125116676,-78.14583376069201,-78.13434757739539,"{'Intercept': 22.588338407979982, 'glucose_tolerance[T.impaired]': -0.3715500096163916, 'glucose_tolerance[T.normal]': -0.06090752505961583, 'bg_type[T.RBG]': -0.1320178439845623, 'glucose_tolerance[T.impaired]:bg_type[T.RBG]': 0.4222747421701516, 'glucose_tolerance[T.normal]:bg_type[T.RBG]': -0.22146227817110167, 'Group Var': 3.2141750778935773e-09}","{'Intercept': 22.390381898159873, 'bg_type[T.RBG]': 0.0348270714662855, 'Group Var': 1.0938546187650574e-09}","{'Intercept': 22.522329485987743, 'glucose_tolerance[T.impaired]': -0.16041263853135715, 'glucose_tolerance[T.normal]': -0.17163866414520795, 'Group Var': 4.131649237942775e-10}","{'Intercept': 22.504915950254528, 'glucose_tolerance[T.impaired]': -0.1604126385312962, 'glucose_tolerance[T.normal]': -0.17163866414514053, 'bg_type[T.RBG]': 0.034827071466300666, 'Group Var': 9.267365098613762e-10}"
15,unknown_34000061_0608,,,,,,,True,True,True,True,-51.762701778782784,-53.07035411273823,-53.7631582317605,-52.20878004811671,"{'Intercept': 26.592486331028233, 'glucose_tolerance[T.impaired]': -0.12251844590286053, 'glucose_tolerance[T.normal]': 0.31798492965175085, 'bg_type[T.RBG]': 0.3099126084046077, 'glucose_tolerance[T.impaired]:bg_type[T.RBG]': 0.04175300127750277, 'glucose_tolerance[T.normal]:bg_type[T.RBG]': -0.32186628730401023, 'Group Var': 1.1783850121439675e-10}","{'Intercept': 26.594824094007148, 'bg_type[T.RBG]': 0.26641585158255715, 'Group Var': 2.849900214220768e-10}","{'Intercept': 26.747442635230506, 'glucose_tolerance[T.impaired]': -0.10164194526406675, 'glucose_tolerance[T.normal]': 0.1570517859997845, 'Group Var': 1.2192811927096526e-10}","{'Intercept': 26.614234709439216, 'glucose_tolerance[T.impaired]': -0.10164194526406424, 'glucose_tolerance[T.normal]': 0.15705178599979425, 'bg_type[T.RBG]': 0.26641585158256476, 'Group Var': 1.293029684647126e-10}"
16,unknown_34199973_0612,,,,,,,True,True,True,True,-53.44741850241685,-54.656684623315996,-55.670914439392064,-53.715631976124726,"{'Intercept': 26.430627565274104, 'glucose_tolerance[T.impaired]': 0.05258062709066313, 'glucose_tolerance[T.normal]': 0.42964883550341243, 'bg_type[T.RBG]': 0.41070052935319556, 'glucose_tolerance[T.impaired]:bg_type[T.RBG]': -0.0802360878219333, 'glucose_tolerance[T.normal]:bg_type[T.RBG]': -0.31571908283154276, 'Group Var': 1.6936782392538062e-10}","{'Intercept': 26.542847645920133, 'bg_type[T.RBG]': 0.3074386688759054, 'Group Var': 1.88220450743389e-10}","{'Intercept': 26.63597782995069, 'glucose_tolerance[T.impaired]': 0.012462583179708529, 'glucose_tolerance[T.normal]': 0.2717892940876653, 'Group Var': 2.2236997365899335e-10}","{'Intercept': 26.482258495512752, 'glucose_tolerance[T.impaired]': 0.01246258317969153, 'glucose_tolerance[T.normal]': 0.2717892940876492, 'bg_type[T.RBG]': 0.30743866887592036, 'Group Var': 1.6031366485195548e-10}"
17,unknown_44899011_0667,,,,,,,True,True,True,True,-50.04119794174288,-54.91508050399183,-54.32187155172578,-53.39352127841197,"{'Intercept': 21.04721979971337, 'glucose_tolerance[T.impaired]': 0.410492216162058, 'glucose_tolerance[T.normal]': 0.5684441429866166, 'bg_type[T.RBG]': 0.7523743155954307, 'glucose_tolerance[T.impaired]:bg_type[T.RBG]': -0.8838668904775758, 'glucose_tolerance[T.normal]:bg_type[T.RBG]': -0.5077203255964647, 'Group Var': 2.6335848291118406e-10}","{'Intercept': 21.366154736391717, 'bg_type[T.RBG]': 0.2088968052373426, 'Group Var': 2.0314267520201724e-10}","{'Intercept': 21.423406957511098, 'glucose_tolerance[T.impaired]': -0.031441229076736535, 'glucose_tolerance[T.normal]': 0.31458398018837047, 'Group Var': 1.297038511444944e-10}","{'Intercept': 21.318958554892404, 'glucose_tolerance[T.impaired]': -0.03144122907673021, 'glucose_tolerance[T.normal]': 0.3145839801883789, 'bg_type[T.RBG]': 0.20889680523735776, 'Group Var': 1.6007663500741591e-10}"
18,unknown_54696698_0667,,,,,,,True,True,True,True,-59.27111179316513,-62.29898420033656,-60.41673476829773,-60.345042067814305,"{'Intercept': 20.07799095117414, 'glucose_tolerance[T.impaired]': 0.2273254882993544, 'glucose_tolerance[T.normal]': 0.3529951427747183, 'bg_type[T.RBG]': 0.1037135150813493, 'glucose_tolerance[T.impaired]:bg_type[T.RBG]': -0.40862652162331714, 'glucose_tolerance[T.normal]:bg_type[T.RBG]': 0.1794116559522494, 'Group Var': 2.131580637640475e-10}","{'Intercept': 20.26225272387877, 'bg_type[T.RBG]': -0.06471741453987456, 'Group Var': 1.2400961316391434e-09}","{'Intercept': 20.12984770871481, 'glucose_tolerance[T.impaired]': 0.02301222748770227, 'glucose_tolerance[T.normal]': 0.4427009707508464, 'Group Var': 1.747079382899893e-10}","{'Intercept': 20.16220641598473, 'glucose_tolerance[T.impaired]': 0.023012227487703454, 'glucose_tolerance[T.normal]': 0.4427009707508491, 'bg_type[T.RBG]': -0.0647174145398519, 'Group Var': 1.7714289719812925e-10}"
19,unknown_30502353_0668,,,,,,,True,True,True,True,-51.39122705079292,-54.30231068629551,-53.16013089645601,-53.13241122490719,"{'Intercept': 23.41070851637154, 'glucose_tolerance[T.impaired]': 0.3949199621339428, 'glucose_tolerance[T.normal]': 0.42791846202464334, 'bg_type[T.RBG]': 0.38363442620971, 'glucose_tolerance[T.impaired]:bg_type[T.RBG]': -0.6183289861027181, 'glucose_tolerance[T.normal]:bg_type[T.RBG]': -0.19399610560693273, 'Group Var': 2.8089688342920703e-10}","{'Intercept': 23.69375218984343, 'bg_type[T.RBG]': 0.03567071203696441, 'Group Var': 5.429583470312579e-10}","{'Intercept': 23.602525729476422, 'glucose_tolerance[T.impaired]': 0.08575546908255015, 'glucose_tolerance[T.normal]': 0.330920409221143, 'Group Var': 2.4484463608969736e-10}","{'Intercept': 23.584690373457928, 'glucose_tolerance[T.impaired]': 0.08575546908257003, 'glucose_tolerance[T.normal]': 0.33092040922116195, 'bg_type[T.RBG]': 0.03567071203696438, 'Group Var': 2.45613626919139e-10}"
20,unknown_31306619_0668,,,,,,,True,True,True,True,-43.85146814060941,-45.64639510987398,-45.393411848664286,-44.63914999135109,"{'Intercept': 22.193759920184622, 'glucose_tolerance[T.impaired]': 0.10559854400624234, 'glucose_tolerance[T.normal]': 0.3469803901189969, 'bg_type[T.RBG]': 0.4127594288176697, 'glucose_tolerance[T.impaired]:bg_type[T.RBG]': -0.3618073480518278, 'glucose_tolerance[T.normal]:bg_type[T.RBG]': -0.34680809552162334, 'Group Var': 1.7130255427692984e-10}","{'Intercept': 22.315955270211543, 'bg_type[T.RBG]': 0.16249413568743867, 'Group Var': 4.5098559417804146e-10}","{'Intercept': 22.40013963459344, 'glucose_tolerance[T.impaired]': -0.0753051300196504, 'glucose_tolerance[T.normal]': 0.17357634235820407, 'Group Var': 1.8948384192724012e-10}","{'Intercept': 22.31889256674975, 'glucose_tolerance[T.impaired]': -0.07530513001968624, 'glucose_tolerance[T.normal]': 0.1735763423581667, 'bg_type[T.RBG]': 0.16249413568744628, 'Group Var': 1.8913260153662137e-10}"
21,unknown_56700714_0669,,,,,,,True,True,True,True,-47.76637550054592,-50.70955225657313,-49.11732464983329,-48.317016488155176,"{'Intercept': 23.68520232036671, 'glucose_tolerance[T.impaired]': 0.38090892256868253, 'glucose_tolerance[T.normal]': 0.5020020063455458, 'bg_type[T.RBG]': 0.36316426762034615, 'glucose_tolerance[T.impaired]:bg_type[T.RBG]': -0.3260386770894083, 'glucose_tolerance[T.normal]:bg_type[T.RBG]': -0.11057320494488239, 'Group Var': 1.3660316190415156e-10}","{'Intercept': 23.976057182920172, 'bg_type[T.RBG]': 0.1780302880866581, 'Group Var': 3.334660087355674e-10}","{'Intercept': 23.866784454176887, 'glucose_tolerance[T.impaired]': 0.21788958402397673, 'glucose_tolerance[T.normal]': 0.44671540387309133, 'Group Var': 1.1438588998120255e-10}","{'Intercept': 23.777769310133515, 'glucose_tolerance[T.impaired]': 0.21788958402401482, 'glucose_tolerance[T.normal]': 0.44671540387313385, 'bg_type[T.RBG]': 0.17803028808667323, 'Group Var': 1.790800996019745e-10}"
22,unknown_64901001_067,,,,,,,True,True,True,True,-57.415172637970144,-59.123102237186274,-58.54287490248247,-58.36871307023493,"{'Intercept': 23.42979245981806, 'glucose_tolerance[T.impaired]': -0.016014240516138367, 'glucose_tolerance[T.normal]': -0.04906416147960939, 'bg_type[T.RBG]': 0.1169991821652603, 'glucose_tolerance[T.impaired]:bg_type[T.RBG]': -0.19849519999078843, 'glucose_tolerance[T.normal]:bg_type[T.RBG]': 0.39966512770726914, 'Group Var': 1.789191941438477e-10}","{'Intercept': 23.411972507264068, 'bg_type[T.RBG]': 0.09768460771131236, 'Group Var': 1.0716510238738281e-10}","{'Intercept': 23.488292050900686, 'glucose_tolerance[T.impaired]': -0.1152618405115337, 'glucose_tolerance[T.normal]': 0.15076840237402908, 'Group Var': 1.4116338186411778e-10}","{'Intercept': 23.439449747045046, 'glucose_tolerance[T.impaired]': -0.11526184051154047, 'glucose_tolerance[T.normal]': 0.1507684023740201, 'bg_type[T.RBG]': 0.09768460771129713, 'Group Var': 1.4686466784010687e-10}"
23,unknown_36698618_067,,,,,,,True,True,True,True,-79.7493194824102,-80.32533821598913,-80.52981460417861,-79.80688754785807,"{'Intercept': 21.60129839134703, 'glucose_tolerance[T.impaired]': -0.12511281198626092, 'glucose_tolerance[T.normal]': 0.17175309339038172, 'bg_type[T.RBG]': 0.16515991445754089, 'glucose_tolerance[T.impaired]:bg_type[T.RBG]': 0.16212307463072434, 'glucose_tolerance[T.normal]:bg_type[T.RBG]': 0.19789385076049043, 'Group Var': 1.1185762906748599e-10}","{'Intercept': 21.57309260403198, 'bg_type[T.RBG]': 0.28580022192499344, 'Group Var': 2.0695920191384482e-10}","{'Intercept': 21.683878348575803, 'glucose_tolerance[T.impaired]': -0.04405127467090746, 'glucose_tolerance[T.normal]': 0.2707000187706231, 'Group Var': 1.22156322372357e-10}","{'Intercept': 21.540978237613302, 'glucose_tolerance[T.impaired]': -0.04405127467091225, 'glucose_tolerance[T.normal]': 0.27070001877062233, 'bg_type[T.RBG]': 0.2858002219250086, 'Group Var': 1.4564517734462514e-10}"
24,unknown_63498871_067,,,,,,,True,True,True,True,-61.43880458838031,-64.69660067449182,-61.94840307914491,-61.93675841803578,"{'Intercept': 21.312846694397752, 'glucose_tolerance[T.impaired]': 0.20990374168305598, 'glucose_tolerance[T.normal]': 0.7013189418263102, 'bg_type[T.RBG]': 0.2906478419170203, 'glucose_tolerance[T.impaired]:bg_type[T.RBG]': -0.39460653727783773, 'glucose_tolerance[T.normal]:bg_type[T.RBG]': -0.3328720648667571, 'Group Var': 1.2683806104810907e-10}","{'Intercept': 21.558062353604527, 'bg_type[T.RBG]': 0.026770160304757474, 'Group Var': 4.6489891383714716e-10}","{'Intercept': 21.458170615356273, 'glucose_tolerance[T.impaired]': 0.012600473044123773, 'glucose_tolerance[T.normal]': 0.5348829093929174, 'Group Var': 1.1132379590912343e-10}","{'Intercept': 21.444785535203895, 'glucose_tolerance[T.impaired]': 0.012600473044121438, 'glucose_tolerance[T.normal]': 0.5348829093929091, 'bg_type[T.RBG]': 0.026770160304765037, 'Group Var': 1.1166803768665777e-10}"
25,unknown_55298492_0673,,,,,,,True,True,True,True,-74.99653775613932,-76.14563040640697,-75.17953535098978,-75.14815028177561,"{'Intercept': 21.303325329448693, 'glucose_tolerance[T.impaired]': 0.22708205840875129, 'glucose_tolerance[T.normal]': 0.6220994555197321, 'bg_type[T.RBG]': 0.07971682272242053, 'glucose_tolerance[T.impaired]:bg_type[T.RBG]': -0.13026347554493234, 'glucose_tolerance[T.normal]:bg_type[T.RBG]': -0.34684166956469925, 'Group Var': 1.4911852714333743e-10}","{'Intercept': 21.541286249757036, 'bg_type[T.RBG]': -0.05478324896300062, 'Group Var': 1.6786996926388386e-09}","{'Intercept': 21.34318374080991, 'glucose_tolerance[T.impaired]': 0.16195032063628695, 'glucose_tolerance[T.normal]': 0.4486786207373777, 'Group Var': 1.3343761629381913e-10}","{'Intercept': 21.370575365291405, 'glucose_tolerance[T.impaired]': 0.16195032063629466, 'glucose_tolerance[T.normal]': 0.44867862073738596, 'bg_type[T.RBG]': -0.054783248962985476, 'Group Var': 1.3606360513536914e-10}"
