,feature_name,no_gluc_tol_pval,no_feeding_pval,no_cross_pval,no_gluc_tol_fdr_corr,no_feeding_fdr_corr,no_cross_fdr_corr,full_model_converged,no_gluc_tol_converged,no_feeding_converged,no_cross_converged,full_model_ll,no_gluc_tol_ll,no_feeding_ll,no_cross_ll,full_model_params,no_gluc_tol_params,no_feeding_params,no_cross_params
192,unknown_59748822_7177,,,,,,,True,True,True,True,-50.661264695474145,-51.889168752500794,-69.00079255879562,-51.81823651557819,"{'Intercept': 19.05654196328092, 'glucose_tolerance[T.impaired]': 0.15789711113107183, 'glucose_tolerance[T.normal]': -0.17570102195420265, 'bg_type[T.RBG]': 1.0240845197684498, 'glucose_tolerance[T.impaired]:bg_type[T.RBG]': -0.18980719903252363, 'glucose_tolerance[T.normal]:bg_type[T.RBG]': 0.40029866727661195, 'Group Var': 2.286967220486098e-10}","{'Intercept': 19.10035031445561, 'bg_type[T.RBG]': 1.0092406537075251, 'Group Var': 2.2563155278214297e-10}","{'Intercept': 19.568584223165164, 'glucose_tolerance[T.impaired]': 0.06299351161478915, 'glucose_tolerance[T.normal]': 0.02444831168408047, 'Group Var': 1.0097444608341178e-10}","{'Intercept': 19.06396389631142, 'glucose_tolerance[T.impaired]': 0.06299351161477991, 'glucose_tolerance[T.normal]': 0.024448311684078256, 'bg_type[T.RBG]': 1.0092406537075096, 'Group Var': 1.9093818483868848e-10}"
193,unknown_81657611_7187,,,,,,,True,True,True,True,-124.32080032006148,-128.18576529875367,-125.19900737495202,-125.13864583712528,"{'Intercept': 17.79589750226083, 'glucose_tolerance[T.impaired]': 0.47591278642892065, 'glucose_tolerance[T.normal]': -1.6454096612811298, 'bg_type[T.RBG]': 0.5281265800678591, 'glucose_tolerance[T.impaired]:bg_type[T.RBG]': -1.3391864372496385, 'glucose_tolerance[T.normal]:bg_type[T.RBG]': -0.16681398287083057, 'Group Var': 1.9674849851502004e-10}","{'Intercept': 17.704771963219066, 'bg_type[T.RBG]': -0.17482943513113394, 'Group Var': 0.04127459740567775}","{'Intercept': 18.059960792294767, 'glucose_tolerance[T.impaired]': -0.19368043219591477, 'glucose_tolerance[T.normal]': -1.7288166527165585, 'Group Var': 3.234959217617049e-10}","{'Intercept': 18.14737550986031, 'glucose_tolerance[T.impaired]': -0.1936804321958944, 'glucose_tolerance[T.normal]': -1.7288166527165394, 'bg_type[T.RBG]': -0.17482943513111862, 'Group Var': 2.797545050839474e-10}"
194,unknown_77254974_7223,,,,,,,True,False,True,True,-102.21268488435605,-105.76394185950927,-103.55940436464574,-102.66619043589846,"{'Intercept': 17.1096768686725, 'glucose_tolerance[T.impaired]': -0.17122327393705752, 'glucose_tolerance[T.normal]': -1.4468308390758238, 'bg_type[T.RBG]': -0.30199123586480314, 'glucose_tolerance[T.impaired]:bg_type[T.RBG]': -0.4682412147117402, 'glucose_tolerance[T.normal]:bg_type[T.RBG]': 0.3522359546989444, 'Group Var': 2.0875065427998296e-09}","{'Intercept': 16.734699063888815, 'bg_type[T.RBG]': -0.46566465228088416, 'Group Var': 0.16108170254574236}","{'Intercept': 16.958681250740096, 'glucose_tolerance[T.impaired]': -0.40534388129292265, 'glucose_tolerance[T.normal]': -1.2707128617263455, 'Group Var': 3.144567183402348e-10}","{'Intercept': 17.191513576880567, 'glucose_tolerance[T.impaired]': -0.40534388129295584, 'glucose_tolerance[T.normal]': -1.2707128617263799, 'bg_type[T.RBG]': -0.46566465228088794, 'Group Var': 4.232876108519609e-10}"
195,unknown_71450897_7277,,,,,,,False,True,True,True,-59.59771240805007,-61.60083219619811,-102.27111486589736,-60.60992059722723,"{'Intercept': 18.33607808604285, 'glucose_tolerance[T.impaired]': -0.24610755707919407, 'glucose_tolerance[T.normal]': 0.09456552282120727, 'bg_type[T.RBG]': 2.5267326473401286, 'glucose_tolerance[T.impaired]:bg_type[T.RBG]': -0.1484441624888352, 'glucose_tolerance[T.normal]:bg_type[T.RBG]': -0.7455542133928393, 'Group Var': 0.17757284925869513}","{'Intercept': 18.231937412067502, 'bg_type[T.RBG]': 2.303399723417138, 'Group Var': 0.09974202025501197}","{'Intercept': 19.599444409712902, 'glucose_tolerance[T.impaired]': -0.3203296383235952, 'glucose_tolerance[T.normal]': -0.2782115838751869, 'Group Var': 1.1814608108194455e-10}","{'Intercept': 18.447744548004316, 'glucose_tolerance[T.impaired]': -0.32032963832358935, 'glucose_tolerance[T.normal]': -0.278211583875185, 'bg_type[T.RBG]': 2.3033997234171575, 'Group Var': 0.05186169000115186}"
196,unknown_115170654_7281,,,,,,,True,True,True,True,-19.713444783243787,-21.400991621598322,-22.59496196271455,-21.143370983357443,"{'Intercept': 20.001840746241598, 'glucose_tolerance[T.impaired]': 0.07548301747913191, 'glucose_tolerance[T.normal]': 0.2271982338849721, 'bg_type[T.RBG]': 0.2158889583416543, 'glucose_tolerance[T.impaired]:bg_type[T.RBG]': 0.012347493712425307, 'glucose_tolerance[T.normal]:bg_type[T.RBG]': -0.3558216007982019, 'Group Var': 0.052539556621377985}","{'Intercept': 20.085021901758154, 'bg_type[T.RBG]': 0.1508983850382265, 'Group Var': 0.051300520195888745}","{'Intercept': 20.109785225412423, 'glucose_tolerance[T.impaired]': 0.08165676433534177, 'glucose_tolerance[T.normal]': 0.04928743348586962, 'Group Var': 0.028666502592723395}","{'Intercept': 20.034336032893297, 'glucose_tolerance[T.impaired]': 0.08165676433535976, 'glucose_tolerance[T.normal]': 0.049287433485881896, 'bg_type[T.RBG]': 0.150898385038234, 'Group Var': 0.04034452161026332}"
197,unknown_82256366_7319,,,,,,,True,True,True,True,-62.24253230570521,-64.29437872548878,-70.20857386176455,-62.43906403867733,"{'Intercept': 18.91732645521395, 'glucose_tolerance[T.impaired]': -0.4534761175886251, 'glucose_tolerance[T.normal]': -0.2860149411659091, 'bg_type[T.RBG]': -0.7849909019790817, 'glucose_tolerance[T.impaired]:bg_type[T.RBG]': 0.13856386413447486, 'glucose_tolerance[T.normal]:bg_type[T.RBG]': -0.14600110903795763, 'Group Var': 2.1643861710995195e-10}","{'Intercept': 18.63338540818646, 'bg_type[T.RBG]': -0.744909191719436, 'Group Var': 1.860007501838326e-09}","{'Intercept': 18.524831004224414, 'glucose_tolerance[T.impaired]': -0.38419418552138707, 'glucose_tolerance[T.normal]': -0.35901549568489144, 'Group Var': 2.820253707089804e-10}","{'Intercept': 18.897285600084157, 'glucose_tolerance[T.impaired]': -0.3841941855214037, 'glucose_tolerance[T.normal]': -0.35901549568490526, 'bg_type[T.RBG]': -0.7449091917194361, 'Group Var': 5.264137958693699e-10}"
198,unknown_58846747_7373,,,,,,,True,True,True,True,-47.74809084142696,-50.76448858100646,-49.53814365033493,-49.30863500157206,"{'Intercept': 20.342966899569863, 'glucose_tolerance[T.impaired]': 0.7056866072613978, 'glucose_tolerance[T.normal]': 0.2921482510728072, 'bg_type[T.RBG]': 0.04012824997052059, 'glucose_tolerance[T.impaired]:bg_type[T.RBG]': -0.028708326476082627, 'glucose_tolerance[T.normal]:bg_type[T.RBG]': -0.5273371515843852, 'Group Var': 1.5965521070607274}","{'Intercept': 20.754239853415115, 'bg_type[T.RBG]': -0.07969334358439632, 'Group Var': 2.049889277467785}","{'Intercept': 20.3630310245551, 'glucose_tolerance[T.impaired]': 0.6913324440233417, 'glucose_tolerance[T.normal]': 0.028479675280599335, 'Group Var': 1.4747791292375128}","{'Intercept': 20.40287769634728, 'glucose_tolerance[T.impaired]': 0.6913324440233564, 'glucose_tolerance[T.normal]': 0.0284796752806162, 'bg_type[T.RBG]': -0.07969334358439585, 'Group Var': 1.4899111082651515}"
199,unknown_88151996_7397,,,,,,,True,True,True,True,-25.17987473334277,-27.495449503269256,-46.04858378748541,-26.66461261275164,"{'Intercept': 20.409016061736818, 'glucose_tolerance[T.impaired]': -0.004378422379694619, 'glucose_tolerance[T.normal]': 0.2885404091110598, 'bg_type[T.RBG]': 0.9127402089127817, 'glucose_tolerance[T.impaired]:bg_type[T.RBG]': -0.19550330051023626, 'glucose_tolerance[T.normal]:bg_type[T.RBG]': -0.4787274225843862, 'Group Var': 1.775886023242921e-10}","{'Intercept': 20.464534932369173, 'bg_type[T.RBG]': 0.7192430741407937, 'Group Var': 5.271504609128819e-10}","{'Intercept': 20.86538616619321, 'glucose_tolerance[T.impaired]': -0.10213007263482182, 'glucose_tolerance[T.normal]': 0.04917669781885966, 'Group Var': 1.7122924553877004e-10}","{'Intercept': 20.505764629122798, 'glucose_tolerance[T.impaired]': -0.10213007263479643, 'glucose_tolerance[T.normal]': 0.04917669781887995, 'bg_type[T.RBG]': 0.7192430741407938, 'Group Var': 4.2166347620100203e-10}"
200,unknown_55219739_743,,,,,,,True,True,True,True,-20.538928234986045,-21.67386814904158,-21.525622348931037,-21.524923840808995,"{'Intercept': 19.99298887742605, 'glucose_tolerance[T.impaired]': 0.0048910937936618324, 'glucose_tolerance[T.normal]': -0.1683878482326837, 'bg_type[T.RBG]': -0.14408992775257295, 'glucose_tolerance[T.impaired]:bg_type[T.RBG]': 0.1548282483202735, 'glucose_tolerance[T.normal]:bg_type[T.RBG]': 0.31843927832124397, 'Group Var': 0.5001150744275811}","{'Intercept': 19.961756854676345, 'bg_type[T.RBG]': -0.0029879479281911853, 'Group Var': 0.4936967702723603}","{'Intercept': 19.920943913549774, 'glucose_tolerance[T.impaired]': 0.08230521795378287, 'glucose_tolerance[T.normal]': -0.00916820907206868, 'Group Var': 0.47431336156402715}","{'Intercept': 19.922437887513887, 'glucose_tolerance[T.impaired]': 0.08230521795376296, 'glucose_tolerance[T.normal]': -0.009168209072092549, 'bg_type[T.RBG]': -0.0029879479281911853, 'Group Var': 0.4743312696032417}"
201,unknown_31129608_7444,,,,,,,True,True,True,True,-17.718995740544074,-20.459152185640036,-19.849164866141862,-19.761424072063292,"{'Intercept': 21.86345889188853, 'glucose_tolerance[T.impaired]': 0.23375033406396967, 'glucose_tolerance[T.normal]': 0.38170971524386416, 'bg_type[T.RBG]': 0.2085161752879179, 'glucose_tolerance[T.impaired]:bg_type[T.RBG]': -0.3017856094126601, 'glucose_tolerance[T.normal]:bg_type[T.RBG]': -0.4701533870963188, 'Group Var': 0.005002294893556021}","{'Intercept': 22.056676001969286, 'bg_type[T.RBG]': -0.036407306837675915, 'Group Var': 0.0154543419115404}","{'Intercept': 21.967716979532497, 'glucose_tolerance[T.impaired]': 0.08285752935763414, 'glucose_tolerance[T.normal]': 0.14663302169570502, 'Group Var': 1.9142800892862252e-10}","{'Intercept': 21.985920632951302, 'glucose_tolerance[T.impaired]': 0.08285752935766846, 'glucose_tolerance[T.normal]': 0.14663302169573925, 'bg_type[T.RBG]': -0.03640730683767593, 'Group Var': 6.718610392148711e-10}"
202,unknown_6354538_7481,,,,,,,True,True,True,True,-25.85373858605567,-32.08934458159207,-66.38471884777384,-29.014327094361946,"{'Intercept': 19.271665363696037, 'glucose_tolerance[T.impaired]': -0.05977072886959837, 'glucose_tolerance[T.normal]': -0.016952567066354944, 'bg_type[T.RBG]': 1.5522918497786726, 'glucose_tolerance[T.impaired]:bg_type[T.RBG]': -0.35088172928794803, 'glucose_tolerance[T.normal]:bg_type[T.RBG]': -0.7099351446736017, 'Group Var': 6.77626017683133e-09}","{'Intercept': 19.23838948584796, 'bg_type[T.RBG]': 1.234863956199975, 'Group Var': 0.08906514509317316}","{'Intercept': 20.047811288585354, 'glucose_tolerance[T.impaired]': -0.23521159351355309, 'glucose_tolerance[T.normal]': -0.37192013940313323, 'Group Var': 1.0886108056186904e-10}","{'Intercept': 19.43037931048537, 'glucose_tolerance[T.impaired]': -0.23521159351356216, 'glucose_tolerance[T.normal]': -0.3719201394031448, 'bg_type[T.RBG]': 1.2348639561999712, 'Group Var': 2.274495168669567e-09}"
203,AlkenylDG_P160_205_59950403_7558,,,,,,,False,True,True,True,-22.16604830283363,-23.212635615705622,-43.46964264256924,-22.62485204335681,"{'Intercept': 22.787835995214298, 'glucose_tolerance[T.impaired]': -0.04749901713801163, 'glucose_tolerance[T.normal]': 0.10688227879578485, 'bg_type[T.RBG]': 0.8304161359403124, 'glucose_tolerance[T.impaired]:bg_type[T.RBG]': -0.15915604772836162, 'glucose_tolerance[T.normal]:bg_type[T.RBG]': -0.24139775243764583, 'Group Var': 0.04492334873737155}","{'Intercept': 22.785462942404436, 'bg_type[T.RBG]': 0.7025585615886103, 'Group Var': 0.11491700200270977}","{'Intercept': 23.20304406318445, 'glucose_tolerance[T.impaired]': -0.12707704100219572, 'glucose_tolerance[T.normal]': -0.013816597423031306, 'Group Var': 4.192718262129639e-10}","{'Intercept': 22.85176478239015, 'glucose_tolerance[T.impaired]': -0.1270770410021861, 'glucose_tolerance[T.normal]': -0.013816597423026001, 'bg_type[T.RBG]': 0.7025585615885842, 'Group Var': 0.06315065608629943}"
204,PI_160_204_85752002_7559,,,,,,,False,True,True,True,-15.878528338683807,-17.96258278112981,-43.110761040506034,-16.696249508761767,"{'Intercept': 23.779198077678945, 'glucose_tolerance[T.impaired]': -0.08148710221279905, 'glucose_tolerance[T.normal]': 0.14740181882498307, 'bg_type[T.RBG]': 0.901022876457184, 'glucose_tolerance[T.impaired]:bg_type[T.RBG]': -0.16923577924985891, 'glucose_tolerance[T.normal]:bg_type[T.RBG]': -0.2999075912775578, 'Group Var': 0.04146720277099063}","{'Intercept': 23.767934890337525, 'bg_type[T.RBG]': 0.7564234685767474, 'Group Var': 0.15142021742841913}","{'Intercept': 24.22970951590749, 'glucose_tolerance[T.impaired]': -0.16610499183768015, 'glucose_tolerance[T.normal]': -0.002551976813757905, 'Group Var': 1.1704183383747152e-10}","{'Intercept': 23.851497781619127, 'glucose_tolerance[T.impaired]': -0.16610499183768768, 'glucose_tolerance[T.normal]': -0.0025519768137595425, 'bg_type[T.RBG]': 0.756423468576751, 'Group Var': 0.0745691735315519}"
205,unknown_102152393_7559,,,,,,,True,True,True,True,-10.594007079671854,-12.715426240305831,-41.81189071340283,-11.801335043790303,"{'Intercept': 18.43327180532455, 'glucose_tolerance[T.impaired]': -0.13652267310496166, 'glucose_tolerance[T.normal]': 0.07283972535427409, 'bg_type[T.RBG]': 0.8663727497320465, 'glucose_tolerance[T.impaired]:bg_type[T.RBG]': -0.1247659211327645, 'glucose_tolerance[T.normal]:bg_type[T.RBG]': -0.3055912799601194, 'Group Var': 0.400607933835642}","{'Intercept': 18.379578413842935, 'bg_type[T.RBG]': 0.7428715331736384, 'Group Var': 0.4822930782549275}","{'Intercept': 18.866458180190588, 'glucose_tolerance[T.impaired]': -0.19890563367135206, 'glucose_tolerance[T.normal]': -0.07995591462580089, 'Group Var': 1.0480373772370384e-08}","{'Intercept': 18.49502241360378, 'glucose_tolerance[T.impaired]': -0.19890563367136432, 'glucose_tolerance[T.normal]': -0.07995591462580988, 'bg_type[T.RBG]': 0.7428715331736403, 'Group Var': 0.3738631237876509}"
206,unknown_89460107_7567,,,,,,,True,True,True,True,-39.74282560064417,-44.0273846643593,-73.51447173543836,-40.10787824457729,"{'Intercept': 20.25877659350855, 'glucose_tolerance[T.impaired]': -0.2571642199047643, 'glucose_tolerance[T.normal]': -0.6065601014419907, 'bg_type[T.RBG]': 1.4264943691678076, 'glucose_tolerance[T.impaired]:bg_type[T.RBG]': -0.05421786231892378, 'glucose_tolerance[T.normal]:bg_type[T.RBG]': -0.2759335863162466, 'Group Var': 0.1096639648504113}","{'Intercept': 20.008882463267764, 'bg_type[T.RBG]': 1.3441987207450967, 'Group Var': 0.42972496295638857}","{'Intercept': 20.97202377809245, 'glucose_tolerance[T.impaired]': -0.2842731510642229, 'glucose_tolerance[T.normal]': -0.7445268946001098, 'Group Var': 1.0869874278791303e-10}","{'Intercept': 20.299924417719915, 'glucose_tolerance[T.impaired]': -0.28427315106423573, 'glucose_tolerance[T.normal]': -0.7445268946001217, 'bg_type[T.RBG]': 1.344198720745093, 'Group Var': 0.10565825955217852}"
207,unknown_36842538_7582,,,,,,,True,True,True,True,-33.40067453575615,-33.9037428882843,-33.61134692466955,-33.41753468487819,"{'Intercept': 22.81455205279312, 'glucose_tolerance[T.impaired]': 0.12711685367295536, 'glucose_tolerance[T.normal]': 0.16084671098757108, 'bg_type[T.RBG]': -0.037625845418523894, 'glucose_tolerance[T.impaired]:bg_type[T.RBG]': -0.041627514153065606, 'glucose_tolerance[T.normal]:bg_type[T.RBG]': -0.04780188562026279, 'Group Var': 1.1969937590016782e-10}","{'Intercept': 22.9102798218271, 'bg_type[T.RBG]': -0.06799997961910169, 'Group Var': 3.3993322527399554e-10}","{'Intercept': 22.795739130083835, 'glucose_tolerance[T.impaired]': 0.10630309659645307, 'glucose_tolerance[T.normal]': 0.13694576817746268, 'Group Var': 1.3528713877346342e-10}","{'Intercept': 22.82973911989339, 'glucose_tolerance[T.impaired]': 0.10630309659643725, 'glucose_tolerance[T.normal]': 0.13694576817744936, 'bg_type[T.RBG]': -0.0679999796191017, 'Group Var': 1.2096025738526338e-10}"
208,SM_d321_67554425_7611,,,,,,,True,True,False,True,-6.588333847303531,-10.039663536258288,-28.843541924941704,-8.162484944260882,"{'Intercept': 21.033744227321787, 'glucose_tolerance[T.impaired]': 0.22023638475663043, 'glucose_tolerance[T.normal]': 0.3422263182402168, 'bg_type[T.RBG]': 0.6944971733836951, 'glucose_tolerance[T.impaired]:bg_type[T.RBG]': -0.1398339880967758, 'glucose_tolerance[T.normal]:bg_type[T.RBG]': -0.36181947393340375, 'Group Var': 1.4381303837052579e-10}","{'Intercept': 21.212307683348126, 'bg_type[T.RBG]': 0.5522162845486343, 'Group Var': 1.025896122916638e-10}","{'Intercept': 21.380992814013606, 'glucose_tolerance[T.impaired]': 0.15031939070826647, 'glucose_tolerance[T.normal]': 0.16131658127354015, 'Group Var': 0.0003139797973789506}","{'Intercept': 21.104884671739306, 'glucose_tolerance[T.impaired]': 0.150319390708261, 'glucose_tolerance[T.normal]': 0.16131658127353476, 'bg_type[T.RBG]': 0.5522162845486265, 'Group Var': 1.03328598264024e-10}"
209,PC_363_78458551_762,,,,,,,False,True,True,True,-44.93590417683869,-49.715194388437155,-66.72382800101816,-46.21640595228446,"{'Intercept': 19.15678485293471, 'glucose_tolerance[T.impaired]': -0.049604173771484995, 'glucose_tolerance[T.normal]': -0.36090210381577015, 'bg_type[T.RBG]': 1.266684106091817, 'glucose_tolerance[T.impaired]:bg_type[T.RBG]': -0.2149121914733742, 'glucose_tolerance[T.normal]:bg_type[T.RBG]': -0.6344529777267016, 'Group Var': 0.14572103880643814}","{'Intercept': 19.05980234528582, 'bg_type[T.RBG]': 1.0323374148097937, 'Group Var': 0.27883606563375607}","{'Intercept': 19.790126905980603, 'glucose_tolerance[T.impaired]': -0.1570602695081528, 'glucose_tolerance[T.normal]': -0.6781285926791001, 'Group Var': 1.7850376328818842e-10}","{'Intercept': 19.273958198575734, 'glucose_tolerance[T.impaired]': -0.15706026950817625, 'glucose_tolerance[T.normal]': -0.6781285926791265, 'bg_type[T.RBG]': 1.032337414809789, 'Group Var': 0.05462739565902259}"
210,PC_182_205_80455408_7636,,,,,,,True,True,True,True,-35.70518392157821,-41.228214413872124,-81.87231867514235,-40.90822708691043,"{'Intercept': 20.296246865736602, 'glucose_tolerance[T.impaired]': 0.465806243427521, 'glucose_tolerance[T.normal]': 0.4373335081171176, 'bg_type[T.RBG]': 2.1442481817029204, 'glucose_tolerance[T.impaired]:bg_type[T.RBG]': -0.6771929353620003, 'glucose_tolerance[T.normal]:bg_type[T.RBG]': -0.9244821949923072, 'Group Var': 0.27524089036708904}","{'Intercept': 20.616616689073776, 'bg_type[T.RBG]': 1.6207552750234606, 'Group Var': 0.21593025289123463}","{'Intercept': 21.368370956588034, 'glucose_tolerance[T.impaired]': 0.12720977574654457, 'glucose_tolerance[T.normal]': -0.024907589379013738, 'Group Var': 1.5674148208256651e-10}","{'Intercept': 20.55799331907633, 'glucose_tolerance[T.impaired]': 0.12720977574652345, 'glucose_tolerance[T.normal]': -0.02490758937902771, 'bg_type[T.RBG]': 1.6207552750234602, 'Group Var': 0.19221405692892765}"
211,SM_d407_77557587_7648,,,,,,,True,True,True,True,-20.51507914436182,-28.701334553783326,-47.432167090277105,-23.011363254859447,"{'Intercept': 20.80182913353764, 'glucose_tolerance[T.impaired]': -0.23165516710458317, 'glucose_tolerance[T.normal]': -0.6924100059972865, 'bg_type[T.RBG]': -0.5135034704793006, 'glucose_tolerance[T.impaired]:bg_type[T.RBG]': -0.43280413547045293, 'glucose_tolerance[T.normal]:bg_type[T.RBG]': -0.2537061470845425, 'Group Var': 0.22837630218519386}","{'Intercept': 20.54751954878588, 'bg_type[T.RBG]': -0.7806467676314308, 'Group Var': 0.9489249821258948}","{'Intercept': 20.54507739829797, 'glucose_tolerance[T.impaired]': -0.4480572348397889, 'glucose_tolerance[T.normal]': -0.8192630795395388, 'Group Var': 1.5557247290558172e-09}","{'Intercept': 20.935400782113682, 'glucose_tolerance[T.impaired]': -0.44805723483979926, 'glucose_tolerance[T.normal]': -0.8192630795395456, 'bg_type[T.RBG]': -0.7806467676314244, 'Group Var': 0.19083893758581053}"
212,unknown_80259723_7655,,,,,,,True,True,True,True,-54.77325144559519,-61.5258475871678,-78.19420396235573,-57.76992408633164,"{'Intercept': 20.384561133283004, 'glucose_tolerance[T.impaired]': -0.04488850885075111, 'glucose_tolerance[T.normal]': -0.24822909414907893, 'bg_type[T.RBG]': 1.6172169251298971, 'glucose_tolerance[T.impaired]:bg_type[T.RBG]': -0.2931305086245139, 'glucose_tolerance[T.normal]:bg_type[T.RBG]': -1.095408277645473, 'Group Var': 0.03670402705855235}","{'Intercept': 20.31247106002782, 'bg_type[T.RBG]': 1.2515700152885458, 'Group Var': 0.21568301528006617}","{'Intercept': 21.19316959584797, 'glucose_tolerance[T.impaired]': -0.1914537631630323, 'glucose_tolerance[T.normal]': -0.795933232971837, 'Group Var': 4.182706587524665e-10}","{'Intercept': 20.567384588203687, 'glucose_tolerance[T.impaired]': -0.19145376316301485, 'glucose_tolerance[T.normal]': -0.7959332329718284, 'bg_type[T.RBG]': 1.2515700152885527, 'Group Var': 0.013729458854953766}"
213,PI_160_182_83351984_7661,,,,,,,True,True,False,True,-28.88690290600921,-31.168411469190303,-79.94016287119622,-29.678001416310238,"{'Intercept': 22.676645022591124, 'glucose_tolerance[T.impaired]': -0.14994676598865989, 'glucose_tolerance[T.normal]': 0.19505361835585266, 'bg_type[T.RBG]': 1.7410866007366725, 'glucose_tolerance[T.impaired]:bg_type[T.RBG]': -0.03872086194601503, 'glucose_tolerance[T.normal]:bg_type[T.RBG]': -0.34151564163342857, 'Group Var': 8.822121054328525e-10}","{'Intercept': 22.640682363267967, 'bg_type[T.RBG]': 1.6534230414369857, 'Group Var': 0.012738706749905024}","{'Intercept': 23.5471883229595, 'glucose_tolerance[T.impaired]': -0.1693071969617111, 'glucose_tolerance[T.normal]': 0.02429579753909217, 'Group Var': 8.055464640787023e-05}","{'Intercept': 22.720476802240963, 'glucose_tolerance[T.impaired]': -0.16930719696167235, 'glucose_tolerance[T.normal]': 0.024295797539132656, 'bg_type[T.RBG]': 1.6534230414370013, 'Group Var': 7.251146741491466e-10}"
214,unknown_57550378_7661,,,,,,,True,True,True,True,-23.709529670560485,-25.285532546640084,-72.72742770672191,-24.216986975585385,"{'Intercept': 22.08112694462861, 'glucose_tolerance[T.impaired]': -0.08293615688825162, 'glucose_tolerance[T.normal]': 0.15117814529136825, 'bg_type[T.RBG]': 1.5581496891112077, 'glucose_tolerance[T.impaired]:bg_type[T.RBG]': -0.09638414664392023, 'glucose_tolerance[T.normal]:bg_type[T.RBG]': -0.2703594501335631, 'Group Var': 2.2658336233418787e-10}","{'Intercept': 22.069894495242767, 'bg_type[T.RBG]': 1.4558857257625202, 'Group Var': 8.025027843777566e-10}","{'Intercept': 22.860201789184252, 'glucose_tolerance[T.impaired]': -0.13112823021025086, 'glucose_tolerance[T.normal]': 0.015998420224549594, 'Group Var': 0.00016451680006334006}","{'Intercept': 22.132258926302978, 'glucose_tolerance[T.impaired]': -0.13112823021022507, 'glucose_tolerance[T.normal]': 0.015998420224573942, 'bg_type[T.RBG]': 1.4558857257625204, 'Group Var': 1.2018543901379816e-10}"
215,unknown_91552264_7662,,,,,,,True,True,False,True,-32.95578649526122,-36.3230749204058,-87.79663445850441,-35.36831692112251,"{'Intercept': 18.386140439134525, 'glucose_tolerance[T.impaired]': 0.005958046820602805, 'glucose_tolerance[T.normal]': 0.45825498873683834, 'bg_type[T.RBG]': 2.134139454435358, 'glucose_tolerance[T.impaired]:bg_type[T.RBG]': -0.1929613329126793, 'glucose_tolerance[T.normal]:bg_type[T.RBG]': -0.689859352586071, 'Group Var': 3.5962946743656815e-10}","{'Intercept': 18.48077046029218, 'bg_type[T.RBG]': 1.899686917461818, 'Group Var': 3.6725603891536456e-09}","{'Intercept': 19.45321016635221, 'glucose_tolerance[T.impaired]': -0.09052261963574301, 'glucose_tolerance[T.normal]': 0.11332531244380195, 'Group Var': 0.0001930318660690528}","{'Intercept': 18.503366707621296, 'glucose_tolerance[T.impaired]': -0.09052261963574482, 'glucose_tolerance[T.normal]': 0.1133253124438027, 'bg_type[T.RBG]': 1.8996869174618205, 'Group Var': 3.704527392893571e-10}"
216,unknown_74357074_7678,,,,,,,True,True,True,True,-13.39250397760513,-17.37415393436207,-19.500593402959808,-15.225977824424362,"{'Intercept': 18.917037072838472, 'glucose_tolerance[T.impaired]': -0.10272562869799226, 'glucose_tolerance[T.normal]': -0.18166045053902555, 'bg_type[T.RBG]': -0.030410142583366856, 'glucose_tolerance[T.impaired]:bg_type[T.RBG]': -0.24153370688793296, 'glucose_tolerance[T.normal]:bg_type[T.RBG]': -0.38602604728697926, 'Group Var': 0.2682237686997953}","{'Intercept': 18.829342168381668, 'bg_type[T.RBG]': -0.2283822054847253, 'Group Var': 0.4543626828725527}","{'Intercept': 18.901832001546804, 'glucose_tolerance[T.impaired]': -0.2234924821419782, 'glucose_tolerance[T.normal]': -0.37467347418253083, 'Group Var': 0.1739660842666686}","{'Intercept': 19.016023104289182, 'glucose_tolerance[T.impaired]': -0.22349248214198314, 'glucose_tolerance[T.normal]': -0.37467347418253477, 'bg_type[T.RBG]': -0.22838220548473684, 'Group Var': 0.2374717535391978}"
217,PC_366_77853589_7715,,,,,,,False,True,True,False,-30.430248797016375,-32.25685437455981,-62.57487302999711,-31.15969477084157,"{'Intercept': 21.206896546268784, 'glucose_tolerance[T.impaired]': 0.11026015571669864, 'glucose_tolerance[T.normal]': -0.07351670665519032, 'bg_type[T.RBG]': 1.2943651263671547, 'glucose_tolerance[T.impaired]:bg_type[T.RBG]': -0.23724376421524054, 'glucose_tolerance[T.normal]:bg_type[T.RBG]': -0.36469161966732194, 'Group Var': 0.02553530025116787}","{'Intercept': 21.247323282796096, 'bg_type[T.RBG]': 1.1028049203260666, 'Group Var': 0.15181481858246954}","{'Intercept': 21.854079109452368, 'glucose_tolerance[T.impaired]': -0.008361726390920973, 'glucose_tolerance[T.normal]': -0.25586251648885566, 'Group Var': 1.0000213050784776e-10}","{'Intercept': 21.302676649289328, 'glucose_tolerance[T.impaired]': -0.008361726390918119, 'glucose_tolerance[T.normal]': -0.2558625164888439, 'bg_type[T.RBG]': 1.102804920326056, 'Group Var': 0.05043251299412822}"
