feature_name,gluc_pval,sampling_pval,cross_pval,fdr_gluc_qval,fdr_sampling_qval,fdr_cross_qval,full_model_ll,no_gluc_tol_ll,no_feeding_ll,no_cross_ll,full_model_params,no_gluc_tol_params,no_feeding_params,no_cross_params
l_0,0.341121308814621,0.03670407521245283,0.8225623457923004,0.43285562110422515,0.05674837770090066,0.8872986703206138,-50.70355554118314,-51.77907266181937,-54.008423030058125,-50.72869969746824,"{'Intercept': 23.67567725361177, 'bg_type[T.RBG]': 0.269116643591915, 'ogtt': -0.00026334262196228404, 'ogtt:bg_type[T.RBG]': 7.002267120274821e-05}","{'Intercept': 23.24699628316563, 'bg_type[T.RBG]': 0.3831026987970003}","{'Intercept': 23.810235575407763, 'ogtt': -0.00022833128635934728}","{'Intercept': 23.6186842260093, 'bg_type[T.RBG]': 0.38310269879700076, 'ogtt': -0.00022833128635965346}"
l_1,0.5935566461294604,0.9025863437260219,0.6840487733392187,0.6669305971799467,0.9250840448752758,0.7965962451495824,-72.11303825326155,-72.63466087855393,-72.21552917489431,-72.1958401541148,"{'Intercept': 24.670772845133506, 'bg_type[T.RBG]': 0.33698831418463104, 'ogtt': -0.00011916930008427061, 'ogtt:bg_type[T.RBG]': -0.00018164189750749906}","{'Intercept': 24.476783695839988, 'bg_type[T.RBG]': 0.04130345953763914}","{'Intercept': 24.839267002225867, 'ogtt': -0.00020999024883637963}","{'Intercept': 24.81861527245705, 'bg_type[T.RBG]': 0.04130345953763914, 'ogtt': -0.0002099902488366897}"
l_2,0.6769551275567554,0.2880545169621801,0.5181384182227446,0.7357466993647052,0.35281570978275534,0.6623869160258115,-58.6803460451993,-59.07049633477051,-59.92495156695196,-58.889144663149,"{'Intercept': 23.618616065261367, 'bg_type[T.RBG]': -0.133712137059673, 'ogtt': -7.502566303376965e-06, 'ogtt:bg_type[T.RBG]': 0.00023082720070342574}","{'Intercept': 23.60640305021915, 'bg_type[T.RBG]': 0.24203876747039743}","{'Intercept': 23.55175999673154, 'ogtt': 0.00010791103404980641}","{'Intercept': 23.43074061299636, 'bg_type[T.RBG]': 0.24203876747039743, 'ogtt': 0.0001079110340495076}"
l_3,0.4378412769719966,0.11416307405308576,0.5067290041062034,0.5298503353290029,0.15735006296063778,0.6523500381348999,-44.84986626763853,-45.67576508326268,-47.019993646229786,-45.07027412817993,"{'Intercept': 27.267338988868747, 'bg_type[T.RBG]': -0.040815774152571205, 'ogtt': -0.00025134723442010726, 'ogtt:bg_type[T.RBG]': 0.00018835208364626388}","{'Intercept': 26.85818465005638, 'bg_type[T.RBG]': 0.26579222345175824}","{'Intercept': 27.246931101792473, 'ogtt': -0.00015717119259525095}","{'Intercept': 27.114034990066614, 'bg_type[T.RBG]': 0.2657922234517591, 'ogtt': -0.0001571711925955968}"
l_4,0.5122596844997307,0.06257204935299822,0.2513480798140373,0.5949377774922898,0.09267746932472379,0.39860251041216016,-59.173590657095716,-59.84251424333037,-61.945027253639296,-59.831488250134115,"{'Intercept': 22.73239618202266, 'bg_type[T.RBG]': -0.3206070828575127, 'ogtt': -0.00018034366717871382, 'ogtt:bg_type[T.RBG]': 0.000414669223634138}","{'Intercept': 22.438824645125887, 'bg_type[T.RBG]': 0.3544101394901449}","{'Intercept': 22.572092640593894, 'ogtt': 2.699094463973011e-05}","{'Intercept': 22.39488757084885, 'bg_type[T.RBG]': 0.3544101394901431, 'ogtt': 2.6990944639439327e-05}"
l_5,0.888609097150376,0.8997283613866788,0.6457872713383995,0.9102182151712334,0.922702422871018,0.7670389392031747,-62.44875055763831,-62.566848408549646,-62.554412939534636,-62.55437693718271,"{'Intercept': 26.58774985356929, 'bg_type[T.RBG]': -0.2828279579339894, 'ogtt': -0.0001173725599789287, 'ogtt:bg_type[T.RBG]': 0.00017466756847842372}","{'Intercept': 26.396685518672477, 'bg_type[T.RBG]': 0.0015037700768880669}","{'Intercept': 26.446335874602294, 'ogtt': -3.003877573808946e-05}","{'Intercept': 26.445583989563843, 'bg_type[T.RBG]': 0.0015037700768907314, 'ogtt': -3.0038775738417322e-05}"
l_6,0.8339809927754765,0.8184679282195698,0.5661971879592947,0.8671193103692041,0.8519481103312424,0.7034694558314404,-46.84202771505243,-47.023572382372606,-47.042348781595756,-47.00657121740267,"{'Intercept': 30.247183000066983, 'bg_type[T.RBG]': -0.3103274920875956, 'ogtt': -0.00011114544747539609, 'ogtt:bg_type[T.RBG]': 0.0001681568670557276}","{'Intercept': 30.06625543912378, 'bg_type[T.RBG]': -0.03659417683399813}","{'Intercept': 30.092019254023185, 'ogtt': -2.7067013945677922e-05}","{'Intercept': 30.11031634244018, 'bg_type[T.RBG]': -0.036594176833994574, 'ogtt': -2.7067013946049804e-05}"
l_7,0.17877514073515632,0.40213734421657327,0.2020099178659556,0.2568591248332903,0.4698857871867538,0.34706738420383043,-48.720461742445686,-50.44208820227423,-49.63142333887862,-49.53435341328655,"{'Intercept': 22.78010611474499, 'bg_type[T.RBG]': -0.5686706253661573, 'ogtt': -0.0004018209789247217, 'ogtt:bg_type[T.RBG]': 0.0003879810877137587}","{'Intercept': 22.126003843308943, 'bg_type[T.RBG]': 0.06290244836416736}","{'Intercept': 22.495770802061884, 'ogtt': -0.00020783043506651883}","{'Intercept': 22.464319577879806, 'bg_type[T.RBG]': 0.06290244836416603, 'ogtt': -0.000207830435066799}"
l_8,0.5353142432948893,0.5302046235042297,0.2667519120532198,0.6157617378750596,0.5896093913662619,0.41652852813373475,-41.57623790264325,-42.201139236519346,-42.21073016750628,-42.192924813473816,"{'Intercept': 26.220352962618225, 'bg_type[T.RBG]': -0.5110635632561245, 'ogtt': -0.0001670211516202506, 'ogtt:bg_type[T.RBG]': 0.0002993170519413938}","{'Intercept': 25.948468416060933, 'bg_type[T.RBG]': -0.023821796837513176}","{'Intercept': 25.964821180990143, 'ogtt': -1.7362625647998403e-05}","{'Intercept': 25.976732079408904, 'bg_type[T.RBG]': -0.023821796837508735, 'ogtt': -1.7362625648319543e-05}"
l_9,0.5555942207520195,0.4134011329691498,0.4721768702323823,0.6330382658479233,0.48044667337666336,0.6215315967159484,-76.34880647156878,-76.93652354153905,-77.23214336269464,-76.60724502231056,"{'Intercept': 24.265899377552095, 'bg_type[T.RBG]': -0.8131262457969046, 'ogtt': -0.0003680417764745164, 'ogtt:bg_type[T.RBG]': 0.0003448818112044617}","{'Intercept': 23.66678441192864, 'bg_type[T.RBG]': -0.2517121138358278}","{'Intercept': 23.8593362546536, 'ogtt': -0.00019560087087091985}","{'Intercept': 23.98519231157149, 'bg_type[T.RBG]': -0.25171211383582737, 'ogtt': -0.00019560087087120825}"
l_10,0.9093402442309086,0.9733464727849158,0.8354554846214433,0.9270546645730692,0.9761726820554876,0.8933941931524659,-51.11494525497811,-51.20998120373321,-51.14196042802059,-51.136516956938884,"{'Intercept': 23.94623268152998, 'bg_type[T.RBG]': -0.12158891098937641, 'ogtt': -9.295377895752354e-05, 'ogtt:bg_type[T.RBG]': 6.530210084646935e-05}","{'Intercept': 23.7949183372248, 'bg_type[T.RBG]': -0.015287212635934022}","{'Intercept': 23.885438226035298, 'ogtt': -6.030272853279391e-05}","{'Intercept': 23.893081832353264, 'bg_type[T.RBG]': -0.015287212635936243, 'ogtt': -6.03027285330912e-05}"
l_11,0.9126758166068017,0.31167074394185695,0.7644277650903092,0.9293579807075157,0.3769295341649769,0.8514863230995938,-61.546829128151984,-61.63820366450358,-62.71263708443273,-61.59173062215745,"{'Intercept': 24.02380073041357, 'bg_type[T.RBG]': 0.0810490962597008, 'ogtt': 1.0161138179367972e-06, 'ogtt:bg_type[T.RBG]': 0.0001121265050772831}","{'Intercept': 24.025454806213546, 'bg_type[T.RBG]': 0.2635736669182771}","{'Intercept': 24.06432527854345, 'ogtt': 5.70793663581229e-05}","{'Intercept': 23.932538445084337, 'bg_type[T.RBG]': 0.263573666918278, 'ogtt': 5.7079366357814555e-05}"
l_12,0.6245046926101256,0.024287010032428988,0.5458009509896776,0.6895905397299789,0.038586629554742284,0.6873857484242268,-88.854135443212,-89.32493187846919,-92.57194908134599,-89.03658223013701,"{'Intercept': 22.310172999701017, 'bg_type[T.RBG]': -0.17416161150799647, 'ogtt': -4.674644979592058e-05, 'ogtt:bg_type[T.RBG]': -0.0003566982520199302}","{'Intercept': 22.234077025134752, 'bg_type[T.RBG]': -0.7548110775664405}","{'Intercept': 22.22309219394702, 'ogtt': -0.000225095575804506}","{'Intercept': 22.600497732730183, 'bg_type[T.RBG]': -0.7548110775664405, 'ogtt': -0.00022509557580475937}"
l_13,0.13018908532246054,0.060600821542612135,0.05568261910287786,0.19985471142390165,0.09006679759388223,0.13437190070084334,-64.80990691588424,-66.84867429869448,-67.61335374507422,-66.64066980100222,"{'Intercept': 24.162220878317807, 'bg_type[T.RBG]': -1.5159266321689708, 'ogtt': -0.0005152256435914641, 'ogtt:bg_type[T.RBG]': 0.0007673788154925706}","{'Intercept': 23.32351339052709, 'bg_type[T.RBG]': -0.2667528642625965}","{'Intercept': 23.404257562233227, 'ogtt': -0.00013153623584397176}","{'Intercept': 23.537633994364505, 'bg_type[T.RBG]': -0.26675286426259603, 'ogtt': -0.00013153623584425474}"
l_14,0.8274760537133061,0.9612295909886878,0.8126860938363192,0.8629535898326568,0.9662651359938672,0.8799428740158766,-78.15789613592364,-78.34727124618408,-78.1974381260526,-78.18597168455719,"{'Intercept': 22.257077479066403, 'bg_type[T.RBG]': -0.15551249268723222, 'ogtt': 8.189011797295437e-05, 'ogtt:bg_type[T.RBG]': 0.00011692732671266773}","{'Intercept': 22.390381898159863, 'bg_type[T.RBG]': 0.03482707146629016}","{'Intercept': 22.179321232722792, 'ogtt': 0.00014035378133066766}","{'Intercept': 22.161907696989644, 'bg_type[T.RBG]': 0.034827071466290604, 'ogtt': 0.0001403537813303899}"
l_15,0.6062946730957056,0.14636308261734537,0.36780428455531433,0.6759214512184653,0.19609700828561324,0.5172622145171236,-52.569964956000405,-53.0703541078651,-54.49162983316931,-52.97549963313011,"{'Intercept': 26.946726187864314, 'bg_type[T.RBG]': -0.2073186733898169, 'ogtt': -0.00021617665923925119, 'ogtt:bg_type[T.RBG]': 0.0002910194305792242}","{'Intercept': 26.59482409400714, 'bg_type[T.RBG]': 0.2664158515825572}","{'Intercept': 26.84306685116941, 'ogtt': -7.066694394797061e-05}","{'Intercept': 26.70985892537815, 'bg_type[T.RBG]': 0.26641585158256076, 'ogtt': -7.066694394831236e-05}"
l_16,0.30611466763297396,0.08277270199876337,0.2916273089161147,0.3974887451143955,0.11992320163747008,0.44024507211375014,-53.47288910428504,-54.65668462068214,-55.96454606223961,-54.028935880937645,"{'Intercept': 27.127287082063987, 'bg_type[T.RBG]': -0.25640467941729783, 'ogtt': -0.0003590264651401147, 'ogtt:bg_type[T.RBG]': 0.00034637410090768974}","{'Intercept': 26.542847645920126, 'bg_type[T.RBG]': 0.30743866887591764}","{'Intercept': 26.999084742355336, 'ogtt': -0.00018583941468460234}","{'Intercept': 26.845365407917406, 'bg_type[T.RBG]': 0.30743866887591764, 'ogtt': -0.00018583941468494625}"
l_17,0.07997644627043293,0.08066828337424363,0.07298855159230998,0.13435731781034793,0.11736657572646904,0.16673442936497265,-52.38905739250866,-54.91508050178706,-54.90646719237359,-53.99630667560734,"{'Intercept': 22.20772589285422, 'bg_type[T.RBG]': -0.7408911810964214, 'ogtt': -0.000516984821321479, 'ogtt:bg_type[T.RBG]': 0.0005834634048898341}","{'Intercept': 21.366154736391714, 'bg_type[T.RBG]': 0.20889680523734988}","{'Intercept': 21.83728030230597, 'ogtt': -0.00022525311887531055}","{'Intercept': 21.732831899687312, 'bg_type[T.RBG]': 0.20889680523735077, 'ogtt': -0.00022525311887558832}"
l_18,0.1922573574532337,0.9296317311422355,0.9495310857558164,0.27260135987006123,0.9438412696546977,0.9675269781738979,-60.65006378885361,-62.29898418994439,-60.723030548131504,-60.652066958020086,"{'Intercept': 20.83311712481178, 'bg_type[T.RBG]': -0.10268416910013012, 'ogtt': -0.0003506871974510458, 'ogtt:bg_type[T.RBG]': 2.3323322895842666e-05}","{'Intercept': 20.26225272387876, 'bg_type[T.RBG]': -0.0647174145398659}","{'Intercept': 20.781775040261714, 'ogtt': -0.00033902553600182296}","{'Intercept': 20.814133747531645, 'bg_type[T.RBG]': -0.06471741453986546, 'ogtt': -0.00033902553600207797}"
l_19,0.2450343647917522,0.5343146129752168,0.27356807572897057,0.33216196859918057,0.5934156505518966,0.42524938504404336,-52.89595386607439,-54.30231067989181,-53.522724316709706,-53.495337813010096,"{'Intercept': 24.324226025903652, 'bg_type[T.RBG]': -0.5443409162823603, 'ogtt': -0.0003873058160095232, 'ogtt:bg_type[T.RBG]': 0.0003563064224900636}","{'Intercept': 23.693752189843437, 'bg_type[T.RBG]': 0.03567071203696237}","{'Intercept': 24.05205556776245, 'ogtt': -0.00020915260476306297}","{'Intercept': 24.034220211743968, 'bg_type[T.RBG]': 0.03567071203696104, 'ogtt': -0.00020915260476336243}"
l_20,0.2687512677413951,0.22819391595335367,0.22571563701391845,0.3589585764805795,0.2878677084378684,0.37054268547817226,-44.33242612406575,-45.646395106439854,-45.80998562700357,-45.06625491955751,"{'Intercept': 22.844841633628413, 'bg_type[T.RBG]': -0.3945441108020782, 'ogtt': -0.00032489970692455787, 'ogtt:bg_type[T.RBG]': 0.0003421936649303681}","{'Intercept': 22.315955270211536, 'bg_type[T.RBG]': 0.1624941356874361}","{'Intercept': 22.647569578227348, 'ogtt': -0.00015380287445800793}","{'Intercept': 22.56632251038365, 'bg_type[T.RBG]': 0.1624941356874383, 'ogtt': -0.0001538028744582935}"
l_21,0.11448028204017782,0.32859074365569413,0.4186567000663991,0.18088512999394976,0.3949034198283812,0.5674874910608024,-48.54219957343991,-50.70955225351356,-49.65514181624882,-48.86924103386366,"{'Intercept': 24.654976393124088, 'bg_type[T.RBG]': -0.21951247555191755, 'ogtt': -0.0004170662502915825, 'ogtt:bg_type[T.RBG]': 0.00024421413810132744}","{'Intercept': 23.97605718292015, 'bg_type[T.RBG]': 0.1780302880866782}","{'Intercept': 24.545220155348144, 'ogtt': -0.000294959181239397}","{'Intercept': 24.45620501130481, 'bg_type[T.RBG]': 0.1780302880866751, 'ogtt': -0.00029495918123970794}"
l_24,0.12475027425822881,0.46373963741399593,0.21842895751458236,0.19304993158061035,0.5272405225898427,0.3641185421116638,-62.615159326354416,-64.69660067224459,-63.383591336863496,-63.37249073725283,"{'Intercept': 22.45827465900611, 'bg_type[T.RBG]': -0.7408579535541746, 'ogtt': -0.0005530086128612678, 'ogtt:bg_type[T.RBG]': 0.00047156093722562197}","{'Intercept': 21.558062353604537, 'bg_type[T.RBG]': 0.026770160304755652}","{'Intercept': 22.087845682228984, 'ogtt': -0.00031722814424719006}","{'Intercept': 22.074460602076613, 'bg_type[T.RBG]': 0.02677016030475654, 'ogtt': -0.0003172281442474646}"
l_22,0.8199657614434003,0.8379848348297789,0.9141215759185588,0.8580331770153298,0.8665867124257653,0.9453221327014077,-58.92460954162905,-59.123102235561944,-59.101364817154696,-58.930424415346025,"{'Intercept': 23.56175155851612, 'bg_type[T.RBG]': 0.16053953757727957, 'ogtt': -9.201063446093486e-05, 'ogtt:bg_type[T.RBG]': -3.8612355517267036e-05}","{'Intercept': 23.411972507264068, 'bg_type[T.RBG]': 0.0976846077113116}","{'Intercept': 23.6420213273048, 'ogtt': -0.00011131681221803543}","{'Intercept': 23.593179023449146, 'bg_type[T.RBG]': 0.09768460771131382, 'ogtt': -0.00011131681221833163}"
l_23,0.7662580112798255,0.48196493856408884,0.8706841366315934,0.8162553452317661,0.544377664421309,0.9154819926390931,-80.05910187550799,-80.32533821211678,-80.7889857846536,-80.07235209425566,"{'Intercept': 21.801114294501744, 'bg_type[T.RBG]': 0.4207537348244803, 'ogtt': -0.00014007579988986564, 'ogtt:bg_type[T.RBG]': -8.290317130959027e-05}","{'Intercept': 21.573092604031974, 'bg_type[T.RBG]': 0.28580022192499976}","{'Intercept': 22.011491161914016, 'ogtt': -0.00018152738554318452}","{'Intercept': 21.86859105095154, 'bg_type[T.RBG]': 0.28580022192499976, 'ogtt': -0.00018152738554346685}"
l_25,0.22428912483049862,0.6341175423985204,0.35708520281721534,0.3096301507452207,0.6861660374199527,0.5063104640930467,-74.65081107302305,-76.14563039658313,-75.10633201664714,-75.07487023061873,"{'Intercept': 22.454494587700413, 'bg_type[T.RBG]': -0.7548314630130772, 'ogtt': -0.0005609921939404273, 'ogtt:bg_type[T.RBG]': 0.00043004598966683025}","{'Intercept': 21.54128624975703, 'bg_type[T.RBG]': -0.05478324896299691}","{'Intercept': 22.07707885619383, 'ogtt': -0.0003459691991057512}","{'Intercept': 22.10447048067532, 'bg_type[T.RBG]': -0.05478324896299647, 'ogtt': -0.0003459691991060212}"
l_26,0.23435453523018002,0.6059114499494964,0.46857052907804964,0.31965370992649295,0.659778735222434,0.6196181498604837,-40.74100589314943,-42.191926095570416,-41.24202731893469,-41.00367838248443,"{'Intercept': 24.353765609497753, 'bg_type[T.RBG]': -0.22706786677870605, 'ogtt': -0.0003027942898292616, 'ogtt:bg_type[T.RBG]': 0.00019207747029973982}","{'Intercept': 23.860863438772572, 'bg_type[T.RBG]': 0.0856044828624003}","{'Intercept': 24.240231676108404, 'ogtt': -0.0002067555546778929}","{'Intercept': 24.19742943467721, 'bg_type[T.RBG]': 0.08560448286240341, 'ogtt': -0.0002067555546781967}"
l_28,0.06050917654376191,0.723668832838622,0.5353927765376222,0.10652329040884488,0.7681475564304242,0.6790786489881724,-58.974898025763544,-61.779858272801604,-59.29831943021162,-59.16697093209258,"{'Intercept': 22.473720961889377, 'bg_type[T.RBG]': -0.2761721930941654, 'ogtt': -0.0005312193548750535, 'ogtt:bg_type[T.RBG]': 0.0002224475707929027}","{'Intercept': 21.60897819115455, 'bg_type[T.RBG]': 0.08593797278414694}","{'Intercept': 22.335634865342293, 'ogtt': -0.0004199955694772358}","{'Intercept': 22.292665878950228, 'bg_type[T.RBG]': 0.08593797278414606, 'ogtt': -0.00041999556947751424}"
l_27,0.5206900158009155,0.6996542911041976,0.7230635441976473,0.6022984978487481,0.7467879856223419,0.8260395221224527,-57.16784536618704,-57.82044575975509,-57.5250143019708,-57.23063350192884,"{'Intercept': 21.914385756737076, 'bg_type[T.RBG]': 0.0759383201907351, 'ogtt': -0.00012831077895023485, 'ogtt:bg_type[T.RBG]': -0.0001232779193917294}","{'Intercept': 21.70551569677867, 'bg_type[T.RBG]': -0.12473902450053442}","{'Intercept': 21.95235491683247, 'ogtt': -0.00018994973864469014}","{'Intercept': 22.014724429082726, 'bg_type[T.RBG]': -0.12473902450053664, 'ogtt': -0.0001899497386449575}"
l_29,0.19212534337352152,0.7193740708311951,0.9176247472746981,0.27260135987006123,0.7645286278925993,0.9478097718561026,-33.528615024404445,-35.17822231428923,-33.85798881554471,-33.53396351014983,"{'Intercept': 23.807222077884127, 'bg_type[T.RBG]': 0.12766910078109417, 'ogtt': -0.00020344211584783926, 'ogtt:bg_type[T.RBG]': -2.425199934567683e-05}","{'Intercept': 23.476049846813805, 'bg_type[T.RBG]': 0.08819060490726116}","{'Intercept': 23.871056628274683, 'ogtt': -0.00021556811551913914}","{'Intercept': 23.82696132582106, 'bg_type[T.RBG]': 0.08819060490726294, 'ogtt': -0.00021556811551943838}"
l_30,0.1955570382621189,0.40723014589718154,0.7681775079840731,0.2760397706915851,0.47455226853200577,0.8542450459037311,-68.56679489287853,-70.19869807917124,-69.4651716772006,-68.61023651244133,"{'Intercept': 20.81200489947925, 'bg_type[T.RBG]': -0.05636328468732099, 'ogtt': -0.00031800407654338024, 'ogtt:bg_type[T.RBG]': -0.00012397605585642932}","{'Intercept': 20.294343553500177, 'bg_type[T.RBG]': -0.25817708733204103}","{'Intercept': 20.78382325713559, 'ogtt': -0.0003799921044702857}","{'Intercept': 20.9129118008016, 'bg_type[T.RBG]': -0.2581770873320428, 'ogtt': -0.0003799921044705367}"
l_33,0.06434702390597076,0.290677951110892,0.20365458894300034,0.11157360470442923,0.3552730513577569,0.34822918327184316,-19.281734134458155,-22.025198729015116,-20.517273456323785,-20.089719282651693,"{'Intercept': 22.448164250986324, 'bg_type[T.RBG]': 0.30420555229117996, 'ogtt': -6.906014323315707e-05, 'ogtt:bg_type[T.RBG]': -0.000236658907095903}","{'Intercept': 22.33574504212691, 'bg_type[T.RBG]': -0.08103846632934486}","{'Intercept': 22.60026702713196, 'ogtt': -0.00018738959677961774}","{'Intercept': 22.640786260296625, 'bg_type[T.RBG]': -0.0810384663293453, 'ogtt': -0.00018738959677989573}"
l_31,0.0781395320066389,0.9411965133649384,0.7825451983382775,0.1319129733875517,0.9516664979983891,0.8639177405303196,-33.64624489029581,-36.19550406883406,-33.706848216888744,-33.6843339208642,"{'Intercept': 23.695443245658655, 'bg_type[T.RBG]': -0.1288346582238622, 'ogtt': -0.0003014611802975002, 'ogtt:bg_type[T.RBG]': 6.486374591038887e-05}","{'Intercept': 23.20471117061918, 'bg_type[T.RBG]': -0.023246533761362542}","{'Intercept': 23.631025916546733, 'ogtt': -0.0002690293073408282}","{'Intercept': 23.642649183427405, 'bg_type[T.RBG]': -0.023246533761360766, 'ogtt': -0.00026902930734112006}"
l_32,0.090126533587231,0.06483523924914641,0.21798732496255535,0.14823668905252185,0.0958651183075992,0.36408521296937435,-40.78630153329425,-43.19284220059157,-43.52220754115901,-41.54508742491027,"{'Intercept': 22.1754791017863, 'bg_type[T.RBG]': 0.2815964406822655, 'ogtt': -8.259797255545003e-05, 'ogtt:bg_type[T.RBG]': -0.0003280629649112354}","{'Intercept': 22.041022405153708, 'bg_type[T.RBG]': -0.2524392164326761}","{'Intercept': 22.31627732212747, 'ogtt': -0.00024662945500959776}","{'Intercept': 22.442496930343793, 'bg_type[T.RBG]': -0.2524392164326783, 'ogtt': -0.00024662945500986654}"
l_35,0.1582875833891311,0.7103821400806698,0.6582793967130924,0.23324458746845514,0.7573024419255042,0.7784148158721881,-39.96994196297313,-41.81328371535798,-40.31189419124555,-40.067752166443704,"{'Intercept': 22.984781060785885, 'bg_type[T.RBG]': 0.10280135745528751, 'ogtt': -0.00019009467590607175, 'ogtt:bg_type[T.RBG]': -0.00011555342241653687}","{'Intercept': 22.675336393087502, 'bg_type[T.RBG]': -0.08530170345736021}","{'Intercept': 23.03618173951355, 'ogtt': -0.00024787138711285803}","{'Intercept': 23.078832591242225, 'bg_type[T.RBG]': -0.08530170345736154, 'ogtt': -0.0002478713871131412}"
l_34,0.13813826081894046,0.8347699883320735,0.6146409269357724,0.20945107676410024,0.8637793707905878,0.7433367512731646,-11.456827136170837,-13.43632734156025,-11.637426191324401,-11.5835631001163,"{'Intercept': 23.42302961387353, 'bg_type[T.RBG]': 0.10827612047237678, 'ogtt': -0.00011809639492948835, 'ogtt:bg_type[T.RBG]': -8.180137649375203e-05}","{'Intercept': 23.230786987871518, 'bg_type[T.RBG]': -0.024883841245075367}","{'Intercept': 23.47716767410975, 'ogtt': -0.00015899708317485342}","{'Intercept': 23.489609594732286, 'bg_type[T.RBG]': -0.024883841245076255, 'ogtt': -0.00015899708317514485}"
l_36,0.05340163436459544,0.049697166027212254,0.07101324325197911,0.09618641176083025,0.07508924385738895,0.1635198281282239,-32.41954236258882,-35.3494562899946,-35.421349731679435,-34.04926387211125,"{'Intercept': 23.05468567196216, 'bg_type[T.RBG]': 0.5011154588187239, 'ogtt': 1.7850950700091324e-05, 'ogtt:bg_type[T.RBG]': -0.0004212758773144544}","{'Intercept': 23.083744252806632, 'bg_type[T.RBG]': -0.18465637168717786}","{'Intercept': 23.305243401371566, 'ogtt': -0.00019278698795556362}","{'Intercept': 23.39757158721514, 'bg_type[T.RBG]': -0.1846563716871774, 'ogtt': -0.0001927869879558479}"
l_37,0.11568653169743995,0.03205406576371045,0.06635197195444689,0.18229073014733466,0.050097168845183664,0.15518034590553825,-71.67400441174856,-73.83087547041632,-75.11433565850763,-73.35952298508599,"{'Intercept': 21.3884439385821, 'bg_type[T.RBG]': 0.9388411614824137, 'ogtt': 0.00019031455869536934, 'ogtt:bg_type[T.RBG]': -0.0008245438010811561}","{'Intercept': 21.698246541383675, 'bg_type[T.RBG]': -0.403388342387514}","{'Intercept': 21.857864519323385, 'ogtt': -0.00022195734184364568}","{'Intercept': 22.059558690517115, 'bg_type[T.RBG]': -0.4033883423875131, 'ogtt': -0.00022195734184390448}"
l_38,0.04029123281783887,0.05844159311437673,0.0585821630945861,0.07506252327552074,0.08700744078321433,0.14012658679272882,-25.083771388908687,-28.29539277054962,-27.923498820695826,-26.872309651177716,"{'Intercept': 23.765920425548313, 'bg_type[T.RBG]': 0.49356192246695496, 'ogtt': 1.6390619973232824e-05, 'ogtt:bg_type[T.RBG]': -0.0003910579903123525}","{'Intercept': 23.792601814320776, 'bg_type[T.RBG]': -0.14301987177198106}","{'Intercept': 24.01270138678183, 'ogtt': -0.00017913837518132624}","{'Intercept': 24.084211322667816, 'bg_type[T.RBG]': -0.1430198717719784, 'ogtt': -0.00017913837518162027}"
l_39,0.5293883126481809,0.2967965038147558,0.4852572979484441,0.6099090166400323,0.36070905143425985,0.6334386648200778,-73.42772952584124,-74.06376259187365,-74.64243807319941,-73.67124213260189,"{'Intercept': 20.768191005870033, 'bg_type[T.RBG]': 0.21931891140797943, 'ogtt': -4.4055520283676044e-05, 'ogtt:bg_type[T.RBG]': -0.0003188267946193598}","{'Intercept': 20.696475447455647, 'bg_type[T.RBG]': -0.29968169207825346}","{'Intercept': 20.877850461574056, 'ogtt': -0.00020346891759198888}","{'Intercept': 21.027691307613154, 'bg_type[T.RBG]': -0.29968169207825035, 'ogtt': -0.00020346891759224052}"
l_40,0.7468129183013721,0.6922059380365495,0.45346277810852287,0.799291907748765,0.7392947773587637,0.6033360691782889,-81.30475950494105,-81.59670007419771,-81.6726312742604,-81.58575048886534,"{'Intercept': 21.210575862967836, 'bg_type[T.RBG]': 0.5344050292583764, 'ogtt': 0.0002339787174768753, 'ogtt:bg_type[T.RBG]': -0.00039065371726521893}","{'Intercept': 21.591456948320932, 'bg_type[T.RBG]': -0.10151867112224755}","{'Intercept': 21.477778377597083, 'ogtt': 3.865185884573e-05}","{'Intercept': 21.528537713158197, 'bg_type[T.RBG]': -0.10151867112224666, 'ogtt': 3.865185884546654e-05}"
l_41,0.6275884886230128,0.6346368354898377,0.34419716952512736,0.6925529200331905,0.6862979429498747,0.4924470012530969,-76.13302175770562,-76.59889235789797,-76.5877241140139,-76.5803896576252,"{'Intercept': 20.995829040750646, 'bg_type[T.RBG]': 0.7642750415355541, 'ogtt': 0.0001801952733883383, 'ogtt:bg_type[T.RBG]': -0.00045284257201780027}","{'Intercept': 21.289159015561502, 'bg_type[T.RBG]': 0.0271175248902229}","{'Intercept': 21.37796656151849, 'ogtt': -4.622601261906282e-05}","{'Intercept': 21.364407799073383, 'bg_type[T.RBG]': 0.027117524890229117, 'ogtt': -4.622601261932888e-05}"
l_42,0.5631136186876009,0.43936348944184356,0.286343322809316,0.6402220009700373,0.5051802571678188,0.4364650648646856,-80.98589018581872,-81.56016404763011,-81.808318400151,-81.5542576250231,"{'Intercept': 20.439771386297625, 'bg_type[T.RBG]': 0.7280427990361109, 'ogtt': 0.0002486186181136883, 'ogtt:bg_type[T.RBG]': -0.0005539809292716058}","{'Intercept': 20.84448396070286, 'bg_type[T.RBG]': -0.17375228677306698}","{'Intercept': 20.803792785815745, 'ogtt': -2.8371846520658167e-05}","{'Intercept': 20.89066892920227, 'bg_type[T.RBG]': -0.17375228677306653, 'ogtt': -2.8371846520912087e-05}"
