unique_identifier,Retention Time (min),Quant Ion,Polarity,Area (max),Identification,Lipid Class,Features Found,20210729_AJ_Toh_RatBloodGlucose_ExtractionBlank.raw (F1),20210729_AJ_Toh_RatBloodGlucose_SolventBlank.raw (F2),20210729_AJ_Toh_RatBloodGlucose_T1062M_20210329_9wk_FBG_QC1.raw (F11),20210729_AJ_Toh_RatBloodGlucose_T1062M_20210329_9wk_FBG_QC3.raw (F13),20210729_AJ_Toh_RatBloodGlucose_Water_R1.raw (F65),20210729_AJ_Toh_RatBloodGlucose_Water_R2.raw (F66),20210729_AJ_Toh_RatBloodGlucose_Water_R3.raw (F67),20210729_AJ_Toh_RatBloodGlucose_T1076M_20210405_10wk_FBG.raw (F27),20210729_AJ_Toh_RatBloodGlucose_T1062M_20210322_8wk_FBG.raw (F9),20210729_AJ_Toh_RatBloodGlucose_T1093M_20210402_9wk_FBG.raw (F49),20210729_AJ_Toh_RatBloodGlucose_T1060M_20210325_8wk_RBG.raw (F4),20210729_AJ_Toh_RatBloodGlucose_T1091M_20210410_10wk_FBG.raw (F39),20210729_AJ_Toh_RatBloodGlucose_T1092M_20210406_9wk_RBG.raw (F44),20210729_AJ_Toh_RatBloodGlucose_T1093M_20210413_10wk_RBG.raw (F52),20210729_AJ_Toh_RatBloodGlucose_T1082M_20210405_10wk_FBG.raw (F33),20210729_AJ_Toh_RatBloodGlucose_T1060M_20210401_9wk_RBG.raw (F6),20210729_AJ_Toh_RatBloodGlucose_T1101M_20210402_9wk_FBG.raw (F55),20210729_AJ_Toh_RatBloodGlucose_T1062M_20210408_10wk_RBG.raw (F16),20210729_AJ_Toh_RatBloodGlucose_T1091M_20210330_8wk_RBG.raw (F36),20210729_AJ_Toh_RatBloodGlucose_T1074M_20210405_10wk_FBG.raw (F21),20210729_AJ_Toh_RatBloodGlucose_T1101M_20210413_10wk_RBG.raw (F58),20210729_AJ_Toh_RatBloodGlucose_T1076M_20210329_9wk_FBG.raw (F25),20210729_AJ_Toh_RatBloodGlucose_T1092M_20210402_9wk_FBG.raw (F43),20210729_AJ_Toh_RatBloodGlucose_T1074M_20210322_8wk_FBG.raw (F17),20210729_AJ_Toh_RatBloodGlucose_T1091M_20210413_10wk_RBG.raw (F40),20210729_AJ_Toh_RatBloodGlucose_T1082M_20210329_9wk_FBG.raw (F31),20210729_AJ_Toh_RatBloodGlucose_T1076M_20210325_8wk_RBG.raw (F24),20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),20210729_AJ_Toh_RatBloodGlucose_T1093M_20210406_9wk_RBG.raw (F50),20210729_AJ_Toh_RatBloodGlucose_T1060M_20210405_10wk_FBG.raw (F7),20210729_AJ_Toh_RatBloodGlucose_T1082M_20210408_10wk_RBG.raw (F34),20210729_AJ_Toh_RatBloodGlucose_T1074M_20210401_9wk_RBG.raw (F20),20210729_AJ_Toh_RatBloodGlucose_T1091M_20210406_9wk_RBG.raw (F38),20210729_AJ_Toh_RatBloodGlucose_T1101M_20210410_10wk_FBG.raw (F57),20210729_AJ_Toh_RatBloodGlucose_T1093M_20210327_8wk_FBG.raw (F47),20210729_AJ_Toh_RatBloodGlucose_T1074M_20210325_8wk_RBG.raw (F18),20210729_AJ_Toh_RatBloodGlucose_T1102M_20210413_10wk_RBG.raw (F64),20210729_AJ_Toh_RatBloodGlucose_T1062M_20210329_9wk_FBG_QC2.raw (F12),20210729_AJ_Toh_RatBloodGlucose_T1076M_20210401_9wk_RBG.raw (F26),20210729_AJ_Toh_RatBloodGlucose_T1092M_20210327_8wk_FBG.raw (F41),20210729_AJ_Toh_RatBloodGlucose_T1062M_20210405_10wk_FBG.raw (F15),20210729_AJ_Toh_RatBloodGlucose_T1102M_20210330_8wk_RBG.raw (F60),20210729_AJ_Toh_RatBloodGlucose_T1074M_20210408_10wk_RBG.raw (F22),20210729_AJ_Toh_RatBloodGlucose_T1060M_20210329_9wk_FBG.raw (F5),20210729_AJ_Toh_RatBloodGlucose_T1082M_20210401_9wk_RBG.raw (F32),20210729_AJ_Toh_RatBloodGlucose_T1076M_20210408_10wk_RBG.raw (F28),20210729_AJ_Toh_RatBloodGlucose_T1091M_20210402_9wk_FBG.raw (F37),20210729_AJ_Toh_RatBloodGlucose_T1102M_20210402_9wk_FBG.raw (F61),20210729_AJ_Toh_RatBloodGlucose_T1102M_20210406_9wk_RBG.raw (F62),20210729_AJ_Toh_RatBloodGlucose_T1093M_20210410_10wk_FBG.raw (F51),20210729_AJ_Toh_RatBloodGlucose_T1101M_20210327_8wk_FBG.raw (F53),20210729_AJ_Toh_RatBloodGlucose_T1102M_20210327_8wk_FBG.raw (F59),20210729_AJ_Toh_RatBloodGlucose_T1082M_20210322_8wk_FBG.raw (F29),20210729_AJ_Toh_RatBloodGlucose_T1060M_20210408_10wk_RBG.raw (F8),20210729_AJ_Toh_RatBloodGlucose_T1076M_20210322_8wk_FBG.raw (F23),20210729_AJ_Toh_RatBloodGlucose_T1101M_20210406_9wk_RBG.raw (F56),20210729_AJ_Toh_RatBloodGlucose_T1091M_20210327_8wk_FBG.raw (F35),20210729_AJ_Toh_RatBloodGlucose_T1092M_20210410_10wk_FBG.raw (F45),20210729_AJ_Toh_RatBloodGlucose_T1082M_20210325_8wk_RBG.raw (F30),20210729_AJ_Toh_RatBloodGlucose_T1062M_20210325_8wk_RBG.raw (F10),20210729_AJ_Toh_RatBloodGlucose_T1102M_20210410_10wk_FBG.raw (F63),20210729_AJ_Toh_RatBloodGlucose_T1093M_20210330_8wk_RBG.raw (F48),20210729_AJ_Toh_RatBloodGlucose_T1074M_20210329_9wk_FBG.raw (F19),20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),20210729_AJ_Toh_RatBloodGlucose_T1101M_20210330_8wk_RBG.raw (F54),20210729_AJ_Toh_RatBloodGlucose_T1092M_20210330_8wk_RBG.raw (F42),20210729_AJ_Toh_RatBloodGlucose_T1092M_20210413_10wk_RBG.raw (F46),qc_rsd,qc123_rsd,data_rsd,is_id,sample_mean,blank_mean,blank_max,sample_blank_diff,sample_maxblank_diff
8.161_752.562_unknown,8.161,752.56165,+,26.665740931849456,unknown,unknown,6,14.16253929418818,14.115736390472685,24.720428635069187,25.732213634447405,14.318121540139426,13.996042192272235,14.241033347800771,24.929652239415518,25.030380974866986,25.24146488459503,26.149385503308217,25.333059737879616,26.450760176790897,26.665740931849456,24.986313425570962,26.251501318815677,25.284266944523466,24.5905989975351,25.881679318667487,25.23365211853275,26.406771291586796,25.314692831343493,24.970161877528085,25.436210990674898,25.6592901160013,24.702967581664762,22.679091438011145,24.775564521063455,26.387750263526698,25.028503008486382,20.820691118366113,26.439149054004513,26.178098391725847,25.027892989918158,24.878067733175044,25.72516415785058,26.285923933626687,25.114817047533844,26.47081533574175,25.05062068796723,25.406085608095857,26.604761939564177,26.51469189992374,25.334815551626818,25.70064943610403,26.37139698611578,25.737384040747784,25.340485375082473,26.30677138094119,25.168565669472567,24.872157596660283,25.47902160034068,24.964205641681687,26.23687320245237,25.19795385308824,25.94077263765477,24.290948960490446,24.96895336018418,25.63865633918195,26.375130828420218,25.948146769652354,26.07579927954244,25.467919184451112,26.195594149343243,26.190875596948807,26.17270190197209,25.800429160418883,0.017171713173123982,0.020245705053934623,0.036947399754925433,False,25.494707481538438,14.139137842330433,14.16253929418818,11.355569639208005,11.332168187350257
8.166_838.607_unknown,8.166,838.6073,+,23.852888279352115,unknown,unknown,59,13.495067691559477,13.51917938891491,21.69785021303191,21.8149756401755,13.71129183914104,13.39948519087274,13.644476346579488,21.983093951599667,22.17462565689157,21.75328930368871,21.23723231157355,22.206104009921173,21.870805335248026,22.007634792201664,21.45421121440497,21.17411479997677,22.38137964678839,21.646251902449247,21.006698144170414,22.381917081694564,21.548258712001267,22.40458701696091,21.95973851101181,21.826491238301863,19.70925625264175,22.25987464797467,22.134611166436542,21.037741865232256,23.815358294009407,22.123782096295344,21.85912781265525,21.39362119330085,20.99796135638402,22.456673737408842,21.728152559543304,20.872972493444227,21.48659853313718,22.21379574364026,22.269160129105693,21.585913856059026,22.718468068343604,21.74146050233379,22.04181908937627,22.563406305408044,21.20004398252702,21.80353190996991,21.869849034443433,22.51479836636707,21.81170259522189,22.017903454487726,21.69590696423027,22.953116236080984,21.796409790659844,21.55663599830899,22.242312762114274,21.840326097515792,20.37764137902828,21.95861164430122,20.450442169788364,21.7978429563041,23.324902522134053,23.852888279352115,22.138611698416433,21.650208106888282,22.263791462347164,21.425226663980997,20.837383063411316,0.012810187101296878,0.012345950340064487,0.03301990295214242,False,21.856771274491585,13.507123540237194,13.51917938891491,8.349647734254392,8.337591885576675
8.19_577.519_unknown,8.19,577.51935,+,22.774147448685063,unknown,unknown,36,14.667933340255916,13.597682992607519,17.89251919467176,20.215501157952914,13.800068142412648,13.45711923476193,13.722979949600596,19.24166015965599,19.051652002290147,20.562568665283976,22.11045335172563,20.118292522644587,22.774147448685063,22.12202044784397,20.187923264221375,22.659149324334145,20.07523731940102,22.40798050501654,22.151825510768642,20.205377255799725,22.421134538697864,20.44058227006083,20.236342744830907,21.328791331062465,21.688655332328842,19.674217296589802,22.15057498689186,19.784093938434317,22.39951336787356,19.919354658575777,22.341968644108494,22.653328883698048,22.548964608765996,19.36338645511481,19.960912075626723,21.73861542117724,22.129686673339847,19.61190510423903,22.567997091220256,19.956647798714588,19.69452085477611,22.44689718050871,22.581304405848677,19.914244546424424,22.22825847640379,22.180636040478973,21.857013625933597,20.036307665822385,22.269453348562358,20.38730138517989,19.638592516386645,19.903373948586893,19.934070794148376,22.043977614207293,20.48560305599958,22.712501065663904,19.82441217925114,20.232569469648336,21.75514676709535,22.153461324917544,20.370055511466582,22.472754524220882,20.20054566549259,22.388062844243837,22.45798820276304,22.36798009264457,21.753597710156303,0.021432822407202182,0.06264695056676682,0.05666135407869992,False,21.181259863597564,14.132808166431717,14.667933340255916,7.048451697165847,6.513326523341648
8.191_864.622_unknown,8.191,864.62244,+,21.258021768852867,unknown,unknown,14,12.916203556198745,12.84355234104198,19.750355266814207,20.701403442234895,13.122395034805812,12.765802152014903,12.776499317371615,19.966472888835106,19.553146169983954,19.607837692248193,19.99748858674672,19.88465917612446,20.545539922515744,20.154760008369358,19.670860250509502,20.37781218834009,20.345250611325138,19.70661398327506,19.65872978753686,20.1397748230328,20.642962774249455,20.47811855580278,19.964848790129718,19.403926565361502,19.26818638159665,19.666291632939792,20.446974985008477,19.04092835720669,20.747323600399895,20.11681600177091,20.7157549973175,20.36401731634052,20.380750733855837,20.028519244936476,19.108470398696948,19.27284431072892,20.583408726917643,19.91904812657299,20.34821222431009,19.480625789590558,20.3580229632375,20.166762679545116,20.09433798762851,20.21535309822616,19.93477896558155,20.616028592672116,20.29722375975003,20.348569315634812,20.331747968876694,19.823748132158045,19.3645976319184,20.70463885224171,19.40456962045633,20.0241830091459,20.077431600140496,20.587690445599225,18.574876090673804,19.707363237003694,18.82742423639587,20.813454627314893,21.258021768852867,19.685484770203768,20.267143599060113,20.652998547745185,20.5253799524503,20.18566411599325,19.563499723273893,0.027237941856199377,0.025216631558610158,0.026629224457421465,False,20.03329951490594,12.879877948620361,12.916203556198745,7.15342156628558,7.117095958707196
8.196_835.536_PI 16:0_18:1,8.196,835.53619,-,23.981775295094597,PI 16:0_18:1,PI,57,13.303325377057662,13.349937366208295,20.34779483226186,21.522048051120326,14.409070373601029,13.373301655454698,13.535354276709146,20.777367552551503,20.595618850686765,21.59250323881624,23.09880463369312,21.124707569047157,23.78140646855693,23.308486844570222,21.068912369655955,23.748043096356586,20.876272955804446,23.563790302745147,23.16373055982396,21.42075618968991,23.472560755476238,21.58055273738984,21.28316143773889,22.632515114316384,22.791843330803108,20.62445457382244,23.41158399599516,20.867212398219582,23.56110792163755,21.016155711097827,23.58617328663842,23.737030162318757,23.54325483329562,20.90275159078077,20.979757911085972,22.979362277491084,23.50949895133174,20.634792789680905,23.588136202709364,20.971238064808958,20.309614475885656,23.69146439437904,23.60857582338427,20.97020047714138,23.618978582768662,23.655432973156074,23.39314243556496,21.31053745955955,23.629576544893336,21.579063413575476,20.642215482162943,21.201992008495246,20.87782348536573,23.09496638102497,21.76926257039687,23.981775295094597,20.698716528237135,21.037459752868394,23.036144851735763,23.361025649481416,21.480097487952776,23.565593793056692,21.16250937434571,23.516589845057613,23.693821011335213,23.515478586322253,22.98502625947769,0.029764289709301357,0.029381638972191062,0.05572866985875282,True,22.319677160355933,13.326631371632978,13.349937366208295,8.993045788722956,8.969739794147639
8.196_821.617_unknown,8.196,821.617,+,19.718037874696243,unknown,unknown,5,12.767184691764124,12.694533476552477,17.19221662398045,17.570701637742417,12.973376170208468,12.616783287483761,12.627480452697988,15.385073949643548,16.81762593694327,15.369725418797408,18.89576686386076,16.357952936437062,15.859694841088753,18.142206749983366,15.924644389609087,19.465375919586414,17.181725375287737,19.28244611912305,17.420955818779753,15.166501925662565,19.417162140170735,17.94223651505738,15.496830886484052,18.77941846836717,16.68449751527363,17.368516265323475,19.31403087628446,16.30710151090517,17.6374550660777,15.975971018513468,18.89475432789441,18.6706978825474,17.11398391194401,15.874157335472056,15.387409201035146,18.7495959944235,18.254027950870558,17.59772044220491,19.718037874696243,15.358864648096775,16.46024717706022,17.101839471735847,18.65566522052511,16.74457358215062,17.89594787492121,18.869279124020967,18.719773664039202,17.046262447363674,17.952290879142488,16.06178838569584,17.101827550552407,17.079469265622848,16.080029395906916,18.54791167951572,18.15544623391423,18.792029210442866,14.63960693836497,15.873610825971202,18.66341542103369,19.65702138590895,18.364222931589488,17.019342453116316,16.768984025528876,19.660208810320018,18.583007521997803,17.50843238805068,18.057074045083123,0.001086496278482495,0.012989963319329317,0.07800271653087248,False,17.46452456643367,12.7308590841583,12.767184691764124,4.73366548227537,4.697339874669547
8.201_715.575_unknown,8.201,715.57471,+,21.232531686455992,unknown,unknown,18,14.47447273519062,13.456954709329928,19.60351777749822,20.737828897578943,13.606607536720961,13.263658629541384,13.529519344754629,20.212099833460325,19.906727570430476,20.321188164658786,20.698222567712197,20.406179356027476,20.82539190676943,20.603634432487418,20.912465503613085,20.584640032969272,20.572154702810103,20.705570534779167,20.364055346009685,20.48816511617403,21.056810353245275,20.894249884006456,20.67726807386737,20.756937270077096,19.94407113414463,20.453633447664036,20.640529599556242,19.94897474363704,20.60115818926815,20.517402132451792,20.9851803789663,21.02063131329185,20.55854311338162,20.151956858055115,20.135037481101854,20.297890989475082,20.70525283948573,20.303543136959483,20.481445819369235,20.8752812494218,20.819499188066576,20.52141911012413,20.934131591006178,20.70068550140607,20.378040573494957,20.622607420825275,21.232531686455992,20.544144344750194,20.410282366577416,20.36404860207872,20.24658071489378,20.696972185283162,20.376302473852064,20.662484595649687,20.292064667878485,20.498765958732758,19.962033601045842,20.48471426422871,20.64206404887483,20.838764798637474,21.07139516033658,20.483103192137794,20.643021233582076,20.89037648325171,20.75578911639472,20.768790747799013,20.75280808530894,0.014964724183604231,0.028311702995469697,0.014231258285452072,False,20.569995246466668,13.965713722260274,14.47447273519062,6.604281524206394,6.095522511276048
8.202_1049.557_unknown,8.202,1049.55676,-,21.55589380816941,unknown,unknown,49,13.620425289512793,13.66703727819061,21.336487280445958,21.55589380816941,14.726170286228816,13.690401567191568,13.852454189237806,21.231076753712998,20.99892979371839,20.76144587776081,20.112415900703375,20.923855282339126,20.435360783351623,20.594595457529564,21.33928609973204,20.697193181767435,21.158790736502045,20.578557528798505,20.42438344594433,20.994739916079645,20.58367814893456,21.307021816804475,21.269443775742413,20.712790389288163,20.47279746125343,21.211179022811,20.349478822191994,20.950405924113795,20.793165450001943,20.6012333093688,20.17879389774856,20.775628468673833,20.48542926854877,21.17307065493411,21.13740309642388,20.675678161895796,20.575627486052685,21.102664133983144,20.557118102958054,21.12943807970803,21.027657960982342,20.522613816595577,20.582435382318323,21.257220294509878,20.540526685457525,20.53636829364904,20.758649000450212,21.133210246256702,20.41161430073431,21.353773832551013,21.276498343565482,21.25420897378077,21.241811963423423,20.554423464232382,20.918929494908927,20.793043424713744,21.153380980646283,21.03549214640027,20.68570088008529,20.60183455250928,20.794944567672424,20.707154969395116,21.229215693023146,20.738205887498985,20.368058453750685,20.409637308475496,20.518561697732864,0.015025438810504157,0.010625184223280489,0.015725724317419417,False,20.81163081407828,13.643731283851702,13.66703727819061,7.167899530226579,7.144593535887671
8.209_1794.09_unknown,8.209,1794.08972,-,21.141902379256184,unknown,unknown,11,12.954959525388196,13.001571514237199,20.290954735186496,21.121955903167652,14.060704522147724,13.024935802867667,13.186988425226932,20.55806118684514,20.037816178079918,20.311536104114264,20.02507119976758,20.65515965516643,20.09841480753886,19.837659313453877,20.7935910806604,20.235063771489507,20.451492657076535,19.699780737572052,19.421517044337744,20.603715650067507,19.896935499499143,21.141902379256184,20.596594596468737,20.228223311322353,19.119568811675588,20.908733162362314,20.4142095581021,20.569200142254235,20.135997482089596,20.00283654317404,20.01269749959261,20.11259022266774,19.63920723713056,20.4278996803801,20.628997935298433,19.466755396375465,19.91077362923517,20.792375356454546,19.91699779395533,20.122050253650382,20.691686264747382,19.545721858393858,19.431335275312627,20.547983463411523,19.682354411463596,19.867703882635457,20.615454310856318,20.747322976744194,19.73195790595356,20.49866170986428,20.769987139880605,20.451664111012963,20.62029886452134,19.757859339512088,20.680015990716974,19.955546699941337,20.356154835834346,20.276438587124588,19.90266426290832,19.835522458445222,20.47880805585377,20.061654228847267,20.500412320590915,20.041989971564625,20.412322948765294,19.652675568856942,19.33956802294177,0.011120236564647893,0.02018082329701265,0.0221492709822652,False,20.18711985573026,12.978265519812698,13.001571514237199,7.208854335917561,7.18554834149306
8.211_885.551_PI 18:0_20:4,8.211,885.55103,-,28.186630797226986,PI 18:0_20:4,PI,124,13.185903355519054,13.232515344309487,27.255058071944557,28.186630797226986,14.291648351779038,13.255879632928051,13.41793225506678,27.372003934902843,27.59134796784065,27.532665009385294,27.438022419970782,27.461106025280905,27.41787814653936,27.566173003552965,27.980270255408488,27.694413083926065,27.777804082059077,27.436186718488678,27.12561881948201,27.61748336684639,27.822822026482573,27.983701457862516,27.49434788035704,27.583320829313127,26.72129429085055,27.68464003513781,27.907409223285192,27.480442448146224,27.495307796671668,27.56420181526608,27.672991579307034,27.606267865377994,27.21878213608054,27.728433476726803,27.469467133463894,27.23640324154734,27.53595913480934,27.621297335455285,28.147698438349934,27.4134846353062,27.63095394348011,27.712372197295487,27.581594690900157,27.604438936747183,27.49158643156428,27.74062426204792,28.083159484939923,27.878531721334145,27.52042403684593,27.547253591620557,27.554755124820474,27.845427179544743,27.45806419149529,27.401193888686812,27.677407162353727,27.700971334597796,27.124727160633412,27.238838375050552,27.12450183684084,27.827160489267637,28.018490749245192,27.43777051529097,27.488976117701547,27.575855639970957,27.888811025137738,27.163098316775724,26.95454700839868,0.014325961841838488,0.016950467224886866,0.009784591811528461,True,27.56117968376782,13.209209349914271,13.232515344309487,14.351970333853547,14.328664339458332
8.211_945.616_unknown,8.211,945.61646,+,21.531302119246103,unknown,unknown,9,13.702498453243825,12.488316901343042,20.488091270723224,21.531302119246103,12.834633254975397,12.432143427695225,12.580359475588775,20.573991625387794,20.347556442623034,20.13241856397763,19.189193547888852,19.551257732408004,18.617922705370663,19.01090269473388,21.308714624805166,19.229721476006066,20.548640864176672,18.614705902791012,18.635845162388577,20.208988250546977,18.996549228197125,20.90957115909013,19.75850845035602,19.781322678746584,17.695902950389673,20.900164281612902,19.198660551549157,20.27126501576089,19.264069557161832,20.449599955922142,19.143888067824573,19.022030785288468,18.700318880615225,20.54963246192262,20.275030383996654,18.55981405152785,18.312249629981853,20.354681179172015,19.475102544533147,19.813314717392412,20.008783009556563,18.998379900256158,17.89244741594033,19.953705690675832,18.879715744486006,18.84230331894949,20.432456097325492,20.870267585272217,18.546493943351532,20.164047595848746,20.173892199692542,20.700763476697517,20.264868500101233,18.81209312031355,20.523889062896174,18.876040883144412,19.363485778994317,19.500253936870827,18.560929417769984,19.350337239763736,20.8682541886863,19.379909222464477,20.142493281939537,19.404790856581478,19.137394727953097,18.608801879863634,18.127118428725638,0.03972673338882314,0.03098752404721771,0.04381143599708,False,19.56309087713777,13.095407677293434,13.702498453243825,6.467683199844338,5.860592423893946
8.215_911.566_unknown,8.215,911.56635,-,21.202063339088376,unknown,unknown,34,13.110470882912239,13.157082871791815,19.347039087246394,20.434289973879952,14.216215879583972,13.1804471604634,13.342499782203936,19.36449914699066,19.288829234867706,19.551181052390042,20.365432789144183,19.89144934149689,20.687433158825694,20.140334771791863,19.81510506587406,20.79446432126746,19.62956975311145,19.98243912938645,19.992822687715517,19.3283676493224,20.471095420631368,20.04355587285349,19.560288272038225,19.98799695956128,19.782978532038147,19.601358957608017,20.864904341873192,19.32764469566494,20.375965365838383,19.469775797475815,20.435643919590746,20.506124105965544,20.508928255927106,19.86253663958997,19.11075574216677,20.036084147760782,20.707306393867494,19.995053213767715,21.196938926928894,19.107673806797703,19.67150529258141,20.678244533811093,20.38971824589266,19.519816733503962,20.6670609132371,20.720525731217087,21.202063339088376,20.047024766183085,20.867599406552728,19.69284718651265,19.194075074180276,19.7061988218296,19.6947485582324,20.552127000078347,20.00095609645949,20.858150202247444,19.14000167705079,19.865329381185152,20.24604131615807,20.943042949523086,20.132650844885035,20.68894849009327,19.485040254635816,20.89467737706,20.954350768763234,20.34666891274719,20.15284510092017,0.015364449042875636,0.027450109589254618,0.028432716186010745,False,20.101613274079323,13.133776877352027,13.157082871791815,6.9678363967272965,6.9445304022875085
8.218_908.562_unknown,8.218,908.56152,-,21.3609173207729,unknown,unknown,6,13.079005541813132,13.125617530560143,19.40235993039251,20.40771458034243,14.184750537882069,13.148981819246735,13.311034441377886,19.452086623399634,19.25854262379838,19.461202269490705,20.499797686614947,19.82685351547265,20.705008417464047,20.582778758459764,19.496470124340195,20.800307400014077,19.632142180197853,19.76204048200018,20.31804182652003,19.335957879868232,19.47919337124347,20.053172555873047,19.525223099379872,20.326937676338815,19.90808912981912,19.568766585558194,21.034111763401942,19.156623747277347,20.503908209227763,19.526888712307198,20.749694778493485,20.73828750171412,20.604112206917062,19.893818317538035,19.21587757680898,20.233439132595766,20.925148211037534,20.092983243031025,21.3609173207729,19.029439190978938,19.592317684120673,20.930878177132147,20.68138151847934,19.93875998959624,20.760909193123574,20.64680096422951,21.14417817351993,20.07782658054616,20.607935483393554,19.59270256655331,19.611647678751904,19.70497974796835,19.825489808438533,20.799006261442333,19.961298054884725,21.04601258007401,19.093213528338676,19.89182288656586,20.54198288811737,21.10911319026457,19.931811764300782,20.614880856407183,19.451729313017108,20.93448608700662,21.104694601680514,20.478810505142512,20.252700331458545,0.01098986806772345,0.025754402951499545,0.03102056200973666,False,20.15642054220849,13.102311536186637,13.125617530560143,7.054109006021854,7.030803011648347
8.22_683.502_unknown,8.22,683.50189,+,21.82660454627147,unknown,unknown,23,14.888724845097894,13.87120681847395,20.484276017627373,19.626329579850804,14.07265906665996,13.677910739836788,13.766585867840789,19.668348165835155,19.77935081916406,19.329671970506617,18.966088941601274,19.743342162492976,19.204914052666087,18.782368657524714,18.860555410349832,19.471384581166344,19.97966626843994,19.173552036095636,19.78927217638991,19.98201405753882,19.272594960647538,19.501849347856947,20.113625640652764,19.242951424396402,18.858165322437316,19.670797322975428,19.014888050310425,20.494004271221478,19.72785225604624,21.0763861885276,17.52958279092992,20.210412058278674,19.05285029867851,21.82660454627147,21.45550236796862,20.967473750115463,19.417159561170735,21.48901951480172,21.340994343583183,18.750067822540053,19.626148099882045,20.539787834920208,17.339200399053126,19.123322856752914,20.604405501969403,20.681976477295713,21.65676338599704,21.680152133235083,21.040018362342966,19.610215204765534,19.126880556093962,20.05715190843543,19.55728971144491,18.685499645161464,20.067857265947335,19.109942447399952,19.643659264060457,19.68329927554315,17.110495556024528,17.454534783318074,19.926243170236116,20.04177102443716,19.55912045380595,18.211168818298805,18.65534746228312,18.481451236081817,17.398431069485973,0.06406953671824842,0.04540491343511804,0.055635336867927446,False,19.606924084057557,14.379965831785922,14.888724845097894,5.2269582522716345,4.718199238959663
8.231_816.591_PC O-40:7,8.231,816.59058,+,21.81741505537854,PC O-40:7,Plasmenyl-PC,45,14.462178211345853,13.444660185457186,20.352970566624737,21.737325286672323,13.646112432795656,13.251364105516005,13.340039234270339,20.56239756620026,20.73934218081025,20.644302684869064,21.418960369275123,20.315182243765555,20.806638279895797,20.67663829844394,21.49181278025581,21.48354277941326,21.040556598734707,21.503801955088694,20.66856617262241,20.83524357002343,21.19802995450551,21.48295371458109,20.16160633594517,21.221528733769617,20.471903797129258,20.94337772631307,21.240723893532454,20.434351033100658,20.890949257640738,20.80833310002472,21.81741505537854,21.147591520761562,20.545096413021408,21.167803985332924,20.024415621398287,20.690691521015662,21.32984434766138,20.939366085860023,21.480934339150902,20.608378492977433,21.04691483839547,21.203874506619293,21.313061720133714,20.96664397850215,21.187119345709682,21.402012165945408,21.660893091389287,21.09343619558274,21.117110145644478,20.332012668204825,20.909750389443328,21.107779591763354,20.72374665288327,21.36068096587297,21.094551778804625,20.04255722247085,19.78142516411432,20.163975189263386,20.728340593963825,21.738285355304022,21.62382233545116,21.01897080586766,20.930943268483457,21.39437755264555,21.16266851534908,20.682561341682085,20.716989499583434,0.02644264791191074,0.03307330846049404,0.02159167397847291,True,20.954946421459525,13.95341919840152,14.462178211345853,7.001527223058005,6.492768210113672
8.233_1667.118_unknown,8.233,1667.11829,-,21.279303952882536,unknown,unknown,22,12.674929269439504,12.72154125828438,18.15867683571235,18.22851982442482,13.655428544663593,12.73226914161962,12.906958169260562,17.847011436310105,17.764396089513546,18.37071208803856,19.609938186540308,18.14061376750993,20.018631507110815,20.38524580858174,17.414947657483427,20.092596404354993,18.005264942846974,20.5027606957405,19.824524080341032,17.647295060150928,20.408805502982393,18.780854480704605,17.609096579818736,19.917327732781096,19.09008028582804,17.90477298870817,20.65355289965719,16.87680810052929,20.166218684299945,16.776174084657878,20.507625248180506,20.34863658454663,20.214231869192382,17.99502641490826,17.839614248258027,20.170438767608502,20.7613188903164,17.387683418056078,21.279303952882536,17.52962942018342,17.255407208123845,19.540243769620496,20.687076659208373,18.26025187782009,20.80215322925374,20.89043362630065,20.787840729498516,19.10026130191532,20.65091347482742,17.044879175325967,17.210256122847873,18.221606139096505,16.42128455786853,20.62338954063013,18.79913188601154,20.57873229654276,17.58324307080549,17.512036682090386,20.15994959867182,20.9664137788218,18.89592949759441,20.485193262471213,18.441101035842216,20.13642133684675,20.850011532059476,20.182976222345257,19.90730976971475,0.03338711432905948,0.02603095462761836,0.07282523566893116,False,19.163926421012967,12.698235263861942,12.72154125828438,6.465691157151024,6.442385162728586
