unique_identifier,Retention Time (min),Quant Ion,Polarity,Area (max),Identification,Lipid Class,Features Found,20210729_AJ_Toh_RatBloodGlucose_ExtractionBlank.raw (F1),20210729_AJ_Toh_RatBloodGlucose_SolventBlank.raw (F2),20210729_AJ_Toh_RatBloodGlucose_T1062M_20210329_9wk_FBG_QC1.raw (F11),20210729_AJ_Toh_RatBloodGlucose_T1062M_20210329_9wk_FBG_QC3.raw (F13),20210729_AJ_Toh_RatBloodGlucose_Water_R1.raw (F65),20210729_AJ_Toh_RatBloodGlucose_Water_R2.raw (F66),20210729_AJ_Toh_RatBloodGlucose_Water_R3.raw (F67),20210729_AJ_Toh_RatBloodGlucose_T1076M_20210405_10wk_FBG.raw (F27),20210729_AJ_Toh_RatBloodGlucose_T1062M_20210322_8wk_FBG.raw (F9),20210729_AJ_Toh_RatBloodGlucose_T1093M_20210402_9wk_FBG.raw (F49),20210729_AJ_Toh_RatBloodGlucose_T1060M_20210325_8wk_RBG.raw (F4),20210729_AJ_Toh_RatBloodGlucose_T1091M_20210410_10wk_FBG.raw (F39),20210729_AJ_Toh_RatBloodGlucose_T1092M_20210406_9wk_RBG.raw (F44),20210729_AJ_Toh_RatBloodGlucose_T1093M_20210413_10wk_RBG.raw (F52),20210729_AJ_Toh_RatBloodGlucose_T1082M_20210405_10wk_FBG.raw (F33),20210729_AJ_Toh_RatBloodGlucose_T1060M_20210401_9wk_RBG.raw (F6),20210729_AJ_Toh_RatBloodGlucose_T1101M_20210402_9wk_FBG.raw (F55),20210729_AJ_Toh_RatBloodGlucose_T1062M_20210408_10wk_RBG.raw (F16),20210729_AJ_Toh_RatBloodGlucose_T1091M_20210330_8wk_RBG.raw (F36),20210729_AJ_Toh_RatBloodGlucose_T1074M_20210405_10wk_FBG.raw (F21),20210729_AJ_Toh_RatBloodGlucose_T1101M_20210413_10wk_RBG.raw (F58),20210729_AJ_Toh_RatBloodGlucose_T1076M_20210329_9wk_FBG.raw (F25),20210729_AJ_Toh_RatBloodGlucose_T1092M_20210402_9wk_FBG.raw (F43),20210729_AJ_Toh_RatBloodGlucose_T1074M_20210322_8wk_FBG.raw (F17),20210729_AJ_Toh_RatBloodGlucose_T1091M_20210413_10wk_RBG.raw (F40),20210729_AJ_Toh_RatBloodGlucose_T1082M_20210329_9wk_FBG.raw (F31),20210729_AJ_Toh_RatBloodGlucose_T1076M_20210325_8wk_RBG.raw (F24),20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),20210729_AJ_Toh_RatBloodGlucose_T1093M_20210406_9wk_RBG.raw (F50),20210729_AJ_Toh_RatBloodGlucose_T1060M_20210405_10wk_FBG.raw (F7),20210729_AJ_Toh_RatBloodGlucose_T1082M_20210408_10wk_RBG.raw (F34),20210729_AJ_Toh_RatBloodGlucose_T1074M_20210401_9wk_RBG.raw (F20),20210729_AJ_Toh_RatBloodGlucose_T1091M_20210406_9wk_RBG.raw (F38),20210729_AJ_Toh_RatBloodGlucose_T1101M_20210410_10wk_FBG.raw (F57),20210729_AJ_Toh_RatBloodGlucose_T1093M_20210327_8wk_FBG.raw (F47),20210729_AJ_Toh_RatBloodGlucose_T1074M_20210325_8wk_RBG.raw (F18),20210729_AJ_Toh_RatBloodGlucose_T1102M_20210413_10wk_RBG.raw (F64),20210729_AJ_Toh_RatBloodGlucose_T1062M_20210329_9wk_FBG_QC2.raw (F12),20210729_AJ_Toh_RatBloodGlucose_T1076M_20210401_9wk_RBG.raw (F26),20210729_AJ_Toh_RatBloodGlucose_T1092M_20210327_8wk_FBG.raw (F41),20210729_AJ_Toh_RatBloodGlucose_T1062M_20210405_10wk_FBG.raw (F15),20210729_AJ_Toh_RatBloodGlucose_T1102M_20210330_8wk_RBG.raw (F60),20210729_AJ_Toh_RatBloodGlucose_T1074M_20210408_10wk_RBG.raw (F22),20210729_AJ_Toh_RatBloodGlucose_T1060M_20210329_9wk_FBG.raw (F5),20210729_AJ_Toh_RatBloodGlucose_T1082M_20210401_9wk_RBG.raw (F32),20210729_AJ_Toh_RatBloodGlucose_T1076M_20210408_10wk_RBG.raw (F28),20210729_AJ_Toh_RatBloodGlucose_T1091M_20210402_9wk_FBG.raw (F37),20210729_AJ_Toh_RatBloodGlucose_T1102M_20210402_9wk_FBG.raw (F61),20210729_AJ_Toh_RatBloodGlucose_T1102M_20210406_9wk_RBG.raw (F62),20210729_AJ_Toh_RatBloodGlucose_T1093M_20210410_10wk_FBG.raw (F51),20210729_AJ_Toh_RatBloodGlucose_T1101M_20210327_8wk_FBG.raw (F53),20210729_AJ_Toh_RatBloodGlucose_T1102M_20210327_8wk_FBG.raw (F59),20210729_AJ_Toh_RatBloodGlucose_T1082M_20210322_8wk_FBG.raw (F29),20210729_AJ_Toh_RatBloodGlucose_T1060M_20210408_10wk_RBG.raw (F8),20210729_AJ_Toh_RatBloodGlucose_T1076M_20210322_8wk_FBG.raw (F23),20210729_AJ_Toh_RatBloodGlucose_T1101M_20210406_9wk_RBG.raw (F56),20210729_AJ_Toh_RatBloodGlucose_T1091M_20210327_8wk_FBG.raw (F35),20210729_AJ_Toh_RatBloodGlucose_T1092M_20210410_10wk_FBG.raw (F45),20210729_AJ_Toh_RatBloodGlucose_T1082M_20210325_8wk_RBG.raw (F30),20210729_AJ_Toh_RatBloodGlucose_T1062M_20210325_8wk_RBG.raw (F10),20210729_AJ_Toh_RatBloodGlucose_T1102M_20210410_10wk_FBG.raw (F63),20210729_AJ_Toh_RatBloodGlucose_T1093M_20210330_8wk_RBG.raw (F48),20210729_AJ_Toh_RatBloodGlucose_T1074M_20210329_9wk_FBG.raw (F19),20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),20210729_AJ_Toh_RatBloodGlucose_T1101M_20210330_8wk_RBG.raw (F54),20210729_AJ_Toh_RatBloodGlucose_T1092M_20210330_8wk_RBG.raw (F42),20210729_AJ_Toh_RatBloodGlucose_T1092M_20210413_10wk_RBG.raw (F46),qc_rsd,qc123_rsd,data_rsd,is_id,sample_mean,blank_mean,blank_max,sample_blank_diff,sample_maxblank_diff
11.432_854.677_unknown,11.432,854.67731,-,23.93850165614114,unknown,unknown,60,13.628368151553278,13.826866227529798,18.87231036347115,23.566969653209828,14.029172590283718,14.068775533470413,14.086746797443768,21.799300912480362,23.417001778669952,23.654264967645904,23.640893718530958,23.696340347614658,23.93329862533134,23.79340761104979,23.767424504146504,23.719011413041166,23.80224228499042,23.764742024861686,23.404824931512294,23.78092976101086,23.93850165614114,23.84323332879842,23.693501225162855,23.60413024449292,23.159732201356448,23.693835547056107,23.64583291262532,23.07592333540107,23.263407014908463,23.63439644188508,23.556929174367728,23.678514489581307,23.196298100683734,23.498739707678624,23.389174912835777,23.198639052275766,23.65274530786217,23.286819045375054,23.37526674416371,23.496580030495217,23.556581606050674,23.882949337157047,23.261738850037688,23.28775673138657,23.024694844024552,23.182112336231814,23.792965134765257,23.410547213133523,23.28823143548694,23.033642364047594,23.123397580731652,23.41222458617477,22.875070089023172,23.21329076634727,23.02591912337185,23.612488617988177,23.079365076925583,23.32903266769632,23.439160908376124,23.196947062624183,23.607645584225633,23.164004256820622,23.029587912250594,23.316089418423505,23.473164693163312,23.47492743130258,23.17356485122453,0.008455939212424228,0.12019510566843686,0.014648216516991277,False,23.4220497305504,13.727617189541538,13.826866227529798,9.69443254100886,9.5951835030206
11.435_1021.681_unknown,11.435,1021.68109,-,20.38596289806944,unknown,unknown,28,13.67332048544092,13.871818562687492,17.4633930650926,20.057650476589625,14.074124924527874,14.11372786760747,14.131699131489363,18.808924789457922,19.537587567854107,19.412101226088154,20.05645632497442,20.019773815721983,20.363897402793903,20.38596289806944,20.133312213094044,20.077957479016213,20.013292749903336,20.02400507799778,19.906224385815488,20.25179692176155,20.293638133423023,20.25702390601482,20.28849682548594,20.319739406028308,19.752877267175915,20.20174054552582,20.193450074593933,19.74196104520081,20.113672724134712,20.110303729870118,20.163034883089093,20.10057028843074,19.999677453317066,20.02359158198469,19.87790852986731,19.86918458837897,19.864420747945733,19.754198507301286,19.67746514207468,20.038378343538376,20.149604531853402,19.9631587841972,20.038718419748918,19.92386751746825,19.652278087259663,19.589014653893614,19.700606649870664,19.746898375448517,19.37283826557535,19.926305871748156,20.017978319991375,20.040675858169397,19.67175681407329,20.107330617667923,19.77569628355362,19.487758454273774,19.903797657876638,19.797975488637427,20.383903094626586,19.95613267632325,20.06081377580422,19.645776412513143,19.517377595351114,19.817999282909746,19.9617809179334,19.942065766929044,19.858184622911867,0.010779350908068572,0.07429047349119004,0.01430217577820401,False,19.92738202287565,13.772569524064206,13.871818562687492,6.154812498811445,6.055563460188159
11.442_723.595_unknown,11.442,723.59491,-,21.50503743618442,unknown,unknown,59,13.289721626325361,13.508268746719732,19.60853781846203,21.338675860852405,13.66206573091104,13.75017805215953,13.726696566760006,19.013413295968626,20.238355429215073,20.129362365037082,20.076430759403667,20.27918190441061,20.025425845457377,20.229146141362108,20.47110745025764,20.068616299939166,20.93171721755148,21.108241336411453,20.52067948826012,20.429192241837363,20.77610755616527,20.80898189617735,20.117744608666122,20.870778242589473,19.803661682745723,20.405743366417312,20.44778029719267,19.954467307610766,20.24410980593375,20.33485465964087,20.216414338955264,20.535253339920953,20.217444385135213,20.386318505633902,19.822578821492577,20.52067852142936,20.755531547804114,20.933453972278734,20.362929679452066,20.15225670093222,21.1597107707234,20.897429347397402,20.25492845296581,20.30840067014251,19.846957768332807,19.884575718896603,21.50503743618442,20.82548235736949,20.74079527962983,20.260150673265514,20.51075780402945,21.148681680870542,20.09999862763839,20.036760173261754,20.386991341676083,20.719907343539575,20.0428306338502,20.329565923222503,20.093723038709186,20.93995463909681,21.123508897156224,20.240103672027946,20.627210071102475,20.966162679006185,20.34030347165557,19.684249665460392,19.67842409620729,0.013556693094327495,0.04386956907334485,0.021797868504384088,False,20.39734268741173,13.398995186522548,13.508268746719732,6.998347500889182,6.889073940691997
11.445_848.684_unknown,11.445,848.68445,+,20.213536280557307,unknown,unknown,7,13.933763036819778,14.245531595990828,16.59768437471943,17.724135400462632,13.91791348458328,13.28300984558366,13.434275562087631,17.20749369423294,15.663199923029385,16.329008273202135,17.822536849084887,16.345110706049454,18.630403889573532,17.216918678540548,16.874048926400615,19.262117855795918,17.850642501037903,19.988980843914167,17.97267989970455,17.531467103465868,19.381213325875844,17.918247674919538,16.937761243240747,18.316762502080408,15.734907707241616,17.614515728462585,19.505349795740223,15.808417211136693,18.13896194612287,17.771707087798585,18.896116048425377,19.1921987241527,17.376858087533282,17.117572582451132,17.089878558212654,17.895599949767465,19.396203057910554,17.303323058944823,19.619558315595864,17.05197821758584,17.989996642543016,19.92416963411998,19.176486699829898,16.540152148998903,18.911982083868722,18.957847733460937,20.213536280557307,18.621525265294625,19.46864142509576,15.864391621759326,15.739433833184139,17.766905314712307,17.318822698168095,17.957115596642574,17.560393498229185,20.05972764385289,17.131143829595434,17.31849504649267,18.538654199989764,19.23472543730286,18.74106164237263,18.24415491251953,16.376546544724434,19.649394360565182,19.077506688103586,18.092697168580802,17.895354637489753,0.016990057136978244,0.03307664277157836,0.0673901928311335,False,17.985543375921413,14.089647316405303,14.245531595990828,3.89589605951611,3.740011779930585
11.539_787.669_SM d40:1,11.539,787.66913,+,26.792264778453237,SM d40:1,SM,54,14.113680559669936,14.026326353526583,24.689800582264795,26.58836312848271,14.989723224595739,13.942517105010317,14.297385745331294,25.51973720738202,25.650564553495936,25.96539703963429,26.08471853800098,26.05224668037094,26.523778609776752,26.267829203390285,26.419641494232415,26.680875914682876,26.61508268820275,26.74617640439132,26.0382497768981,26.38014881045544,26.571358727853408,26.49118260401282,26.280174256219947,26.38895887444385,25.658193340603344,26.400111147579572,26.364269668389102,25.33793477355718,26.21138981175333,26.222549040982642,26.40366238975767,26.237221304535737,26.196194226772903,26.227289749739665,26.003403119943595,25.687363253030355,26.405942837347716,25.926526359683837,26.09381097332811,26.240894367278823,26.47222800450453,26.681093437956005,26.28042574994391,26.154350077290896,25.95648508799855,26.11659498793005,26.792264778453237,26.31274874113315,26.220318448248918,25.88434384285602,25.82365549876091,26.312102543331925,26.02399568862086,26.23223718577107,26.114478028026095,26.44948856138288,25.856482280558907,26.156800746456035,26.33989182176823,26.210275169754343,26.525768312081997,26.160453689992398,25.714898859343045,26.369548937146817,26.445453994191684,26.236248962305027,26.081183447308895,0.017823107763055724,0.03744637408054692,0.011441518449277224,True,26.203611577180734,14.07000345659826,14.113680559669936,12.133608120582474,12.089931017510798
11.54_1009.682_unknown,11.54,1009.68213,-,21.030041476872796,unknown,unknown,37,13.58268851414663,13.776712499779117,19.81094916803532,20.858512783413296,14.036281810624175,13.84175654455904,13.816537759398662,20.098698573067967,19.57352470051432,19.92535599328562,20.036431063320943,20.088037590977592,20.63976883217971,20.421664337318287,20.512818799264032,20.747409942492954,20.794829660333264,21.030041476872796,20.496087162016547,20.642928459256275,20.677917618163868,20.391889251548363,20.475407741523988,20.503851041221665,20.093158401566193,20.636169374515863,20.369215570594214,20.141489297143433,20.541617959711626,20.56240973407237,20.547607576327685,20.68971593471767,20.556806409119137,20.491132168171003,20.371903670232868,20.243116688956583,20.552600341358975,20.303545593003612,20.260239006924962,20.49316821731605,20.7568933300966,20.973339995110443,20.596808783779075,20.529325926599956,20.134651867234417,20.352731984461396,20.863546458095247,20.599926839653076,20.38455354013362,20.477902594266705,20.350932684220542,20.81711203673265,20.361646838317338,20.710834125194115,20.542706143787427,20.710736767925724,20.260222928288577,20.62495214042928,20.640439519071112,20.714024815756513,20.96744847617468,20.621474470836116,20.417903410665772,20.778201267946734,20.772548993058535,20.5805030113253,20.41432660169919,0.019067125365118495,0.025786386200993806,0.013015791792552946,False,20.497770895632517,13.679700506962874,13.776712499779117,6.818070388669643,6.721058395853399
11.541_927.68_unknown,11.541,927.67987,-,23.215530566281704,unknown,unknown,58,13.527748602534327,13.72177258870172,21.118898308977244,23.00320101768055,13.981341899386846,13.786816632944083,13.761597848151583,21.931004497312326,21.630876415476784,22.108930212602555,22.341653050128834,22.524441918801298,22.716204162146813,22.70515608951953,22.621775260975753,23.14063550651384,22.87241785855108,23.215530566281704,22.640137593118265,22.626401149448412,23.0301378193295,22.814837216925685,22.602164829631132,22.690308921429835,22.19250168819797,22.746862379968626,22.915332267394827,22.212104076214594,22.69550222572483,22.789418955155362,22.505335867904012,22.892395435399994,22.61052560482561,22.526254368935923,22.314105925727983,22.383762083121418,22.856611778369235,22.431210586001132,22.609648689019778,22.591356418914394,22.952061787259204,23.075413430524637,22.787916700754234,22.57599398090067,22.563268061799842,22.55732191203847,22.971792905858162,22.735649991351853,22.68302090818613,22.495378642723047,22.447179021707466,22.864138796694274,22.462656145763333,22.678812071863238,22.767430049550654,23.03689785021156,22.449978450646114,22.691876672611848,22.83463236047677,22.90426612815332,23.032983942932596,22.645407478649226,22.459409569978256,22.797900091050725,23.062951601636506,22.885202072807193,22.496711372309655,0.01780405198343372,0.043547917954936094,0.01279607388456705,False,22.65669655695847,13.624760595618024,13.72177258870172,9.031935961340444,8.934923968256749
11.542_913.665_unknown,11.542,913.66504,-,21.20932884734054,unknown,unknown,59,13.544285032896141,13.738309018190922,16.452014901018707,20.84955352455451,13.997878328804065,13.803353063285993,13.778134277530489,19.31082634901549,20.068436144549583,20.52609827273518,21.00206212084303,20.714386584230926,21.133757896150673,21.027289891074457,20.540300915087887,21.034393746428375,20.980422723188806,21.20932884734054,20.41137628245916,20.927956512282016,20.950150183815445,20.92442588612751,20.744326974491823,20.882527177720437,20.453294069304643,20.993978728005892,20.83523479951525,20.1440857839478,20.596415904171025,20.610672969859426,20.921389094008504,20.813817561529362,20.912330513937455,20.760974226169935,20.575907743090344,20.320116452030312,20.8467358239047,20.358708218065733,20.6508683984443,20.675398813023254,20.86335053978031,20.98304799012302,20.302944544629657,20.603858010871544,20.17282564996371,20.431440788509686,20.805341681998605,20.656791657611674,20.583519079032875,20.203540012951446,20.39833644419958,20.437113799036094,20.44134365411966,20.45454734670024,20.52302451265938,20.688499635347185,20.248179897324178,20.3848499573303,20.68066374743819,20.53369285569692,20.91822522898785,20.242821400169056,20.226554403937406,20.680309679463885,20.607742629675993,20.527989532960223,20.45818578481781,0.016845167937420188,0.12537689282843317,0.015601608747223694,False,20.61527893453143,13.641297025543532,13.738309018190922,6.973981908987897,6.8769699163405065
11.547_817.68_unknown,11.547,817.67993,+,21.49134205945761,unknown,unknown,21,13.681415177218408,13.918035245988088,19.20252887432331,21.276798316590746,14.881432116916356,13.834225997178205,14.189094636752975,20.30811176114838,20.27944976257604,20.394141834835835,20.60088644073582,20.394029747273127,21.090262318468586,20.8030237400126,20.807796972856327,21.019473324163922,20.929012476980027,21.352622772538012,20.624072530329055,20.510650772145368,21.219529697485214,21.403244532273,20.793708403982034,20.422821234421807,20.742616049134035,20.949839915014785,21.27887787904406,19.90751493542232,20.746930491477904,20.592366087409754,20.841892147505003,21.419253905834392,20.79854541189278,20.622387338356422,20.683211283308903,20.98544887963214,20.79017037166721,20.666444205708206,20.908000743655656,21.161826271118944,20.872188309899865,20.502352527284728,20.964799130998028,20.917402868168402,20.4563845432065,20.940893012915208,21.49134205945761,20.078430550909886,20.852729617523632,20.546866458393495,20.636232565798988,20.790012167412552,20.487511567672264,20.90188925258925,20.89145801359387,20.839127358624886,20.34643983975292,20.83228278202863,21.01685422808356,20.88362921876972,21.163926575532678,20.855010305070316,20.6222376542097,20.90739647795122,21.186302255222184,21.038027995268255,21.23112674803416,0.020579502431204696,0.05230139106496859,0.01554221269763946,False,20.805016972046335,13.79972521160325,13.918035245988088,7.005291760443086,6.886981726058247
11.558_756.593_Plasmanyl-PE O-20:0_18:2,11.558,756.59259,-,22.25755853963239,Plasmanyl-PE O-20:0_18:2,Plasmanyl-PE,59,13.435651162027767,13.576894590885303,18.50517209263463,21.21277637938034,13.839656243600487,13.64513097783039,13.66215909372138,18.972780199166827,19.773208002000242,21.037822150843848,21.074362630245975,20.6242713329329,21.917404674967877,21.41909602630331,21.162163331412486,21.966239850074118,20.943382250534768,21.947837491744917,21.461650184813564,20.874375422245027,22.060860085185215,20.4114256022079,20.55612393859615,20.948754398976124,21.013645288908563,20.093990653497418,21.269218589110363,20.147812907975908,21.637124298339987,20.5817015114362,21.167648049855273,21.665991424070256,21.647086929953947,20.533448154757863,20.76761436631334,20.888221318723584,21.599863447647213,20.707077113448424,21.25293722022408,21.315977812953715,21.38749053221636,22.25755853963239,20.77187957103582,20.978408861005786,21.170396168975206,20.96056445229642,22.146330657674163,20.907465084995664,21.927250806158362,20.278777004375236,20.726044300264274,20.603767715367578,20.740073499091864,20.976180961265232,20.115102051421882,21.97571971478784,20.511742395504616,20.618057931963143,21.317795614785325,21.851339776760557,20.955076725773367,21.74784806380852,20.42688302309183,22.0122287819131,21.849702275714893,21.622247768084456,20.924690412927323,0.017060335396577146,0.07147527667156107,0.030787972260320616,True,21.086695655839314,13.506272876456535,13.576894590885303,7.580422779382779,7.5098010649540115
11.677_868.69_unknown,11.677,868.69012,-,20.054901398689612,unknown,unknown,11,13.29731137579197,13.476819278389161,17.930072888110903,19.54296195275337,13.789864562887882,13.498872874462602,13.519405543234233,17.754019757459478,18.609650433769357,18.556724661057498,19.038773131646195,18.694239790952924,19.497275345999153,19.206557804080962,18.980938419718548,19.54094764422929,18.81596140680576,19.64943429573828,19.112604980429953,18.61947442009626,19.55575242432613,18.880525536977043,19.02315553222007,19.00057261841743,18.58466584330754,18.932383731147215,19.396467178011484,18.514874517993153,19.388118629636374,19.15558300557823,19.562544819038372,19.534513469408687,19.378285106730196,18.849694025254962,18.287240581736626,18.74671378401577,19.330799534989367,19.18553832487266,19.67508426731863,18.91889407551374,19.182005718367652,20.054901398689612,19.32089012553091,18.93823740366177,19.273276139367326,19.41098185240075,19.84586380666201,19.089970958727,19.31819113454148,18.874805939354367,18.384797895432254,18.965985014214468,18.539738415827376,19.37951108929971,18.551768127852817,19.59405420988194,18.7581065452191,19.10698280721359,19.221581380253028,19.654015182879885,19.40836543850997,19.388270152650414,18.75183928654095,19.299518650883623,19.39395688865487,19.30729158322251,19.21303478847013,0.013051714846637452,0.04485228185035843,0.022084582805734807,False,19.103432517213115,13.387065327090566,13.476819278389161,5.716367190122549,5.626613238823953
11.781_818.631_unknown,11.781,818.63074,-,21.226435742000906,unknown,unknown,22,14.53134921762774,14.020698719611651,18.509403689696136,20.04877612210246,16.900574255536792,15.443390404922475,15.449255956340073,19.53682114090053,18.947841216911787,18.999585368187148,19.921744494564937,19.4747900783807,19.64458022009388,19.91559083634153,19.82610181941295,20.601803709855243,19.52994701044429,19.955959869203568,19.99563788324643,19.238758046573807,20.761466590305787,19.708524587755175,19.918438379177093,19.78252165629466,19.512729310571036,19.98448440637868,20.82644132347964,18.961225321861654,20.08134674927205,19.762888587994286,20.455577359348055,19.625096869754234,19.98792200207402,19.26384925403869,19.001907610161002,19.70641296773245,20.587072344239772,19.729740751832697,20.510010629236206,19.426834861065526,19.703961818873818,21.226435742000906,20.003775780430512,19.6666682056857,20.46899412065584,20.279153972838937,19.990748749311653,19.73400602543803,20.06469369095938,19.50339045701073,18.712983726636423,19.74036278395609,19.443203899891117,20.248967522302298,19.567751821847438,20.683884019143147,19.293436904795026,19.611144037864705,20.430478434498035,20.298944318338343,20.042175170978176,19.69882318324045,19.095286533876177,19.882450932671414,20.580034445286888,19.993628602348387,19.81812890109723,0.011342407484474584,0.04181687688587047,0.02592618476738551,False,19.849452784311104,14.276023968619697,14.53134921762774,5.573428815691408,5.318103566683364
11.827_815.7_unknown,11.827,815.69958,+,21.27595115123497,unknown,unknown,11,14.669353758509416,14.067972180368926,17.928242296476046,19.978306465361594,14.395094148137964,13.955083135239217,14.023198012441192,18.82935839062617,19.24496807601252,19.37222786270497,19.62620856364903,18.93915265343611,19.962360970821518,19.45157632448067,19.061419271844603,20.108873937696035,20.024066180001455,20.17549508659326,19.228740852641845,19.797049403975194,19.8827077737788,19.85709754149815,19.439289612753626,19.667941592850397,19.017153808422247,19.36310469701317,20.300754622225217,19.274620724791603,20.10856153395428,19.840822667933985,20.158870956249185,20.45488503912367,19.977093976403484,19.86909008276201,19.584090560969923,19.550378864237647,20.365416530349492,19.222939076759992,19.964851006326867,19.59205208348267,19.56983673620289,21.27595115123497,19.449877661933552,20.173158566314935,19.839741277810347,19.84549419810743,20.24892242301792,19.361491226263507,19.807219374491748,19.51788544067787,19.31420468780746,19.762424291453797,19.111638708756452,19.682286244409,19.66901028346547,20.865264362493825,19.163596054104737,19.72195569975571,20.286884771661843,19.936032457524995,20.72494606863075,19.53161554700238,19.892171517764755,20.01046235174021,20.005525866402888,19.940585396969446,20.117962628122974,0.02725043020347153,0.05444413575220609,0.02385497382878212,False,19.768989422008193,14.368662969439171,14.669353758509416,5.400326452569022,5.099635663498777
11.957_827.701_SM d43:2,11.957,827.70142,+,22.188000708876256,SM d43:2,SM,62,14.542352612875113,13.995969266807998,19.380298902232727,21.31626019338178,14.897786788616923,13.956582832832993,14.165629151377061,20.82655104592985,20.284123769856397,21.303799094453137,21.267316520629333,21.41099164306747,21.68147284894667,21.512314313441834,21.222158259964523,21.885605292369654,21.557109977901604,21.63601231698582,21.51674909119758,21.713074223129233,21.58053257029886,21.70555593958508,21.14968029335424,22.101218504026424,21.153747725268353,21.291824343534582,21.753731626690907,20.487294034552416,21.521022161654535,21.267420516650972,21.633234220536647,21.874337444544576,21.662224197858453,21.620625181520097,21.47965854932781,21.30172782620442,21.647656129133544,20.762572723375957,21.44151926484933,21.48271104023024,21.069960750394447,21.75693216967828,21.850397041261964,21.261154909422086,21.04823286753481,21.31711892758964,21.786206934465692,21.421900236740697,21.426816728836286,21.136569679959777,21.103815115413592,21.554918808251035,20.918067184196886,21.342017842650677,21.711512346620975,22.163055764559022,21.54278617114714,21.157711761556996,21.705521403789568,21.27944018104841,21.356274205761732,21.599654443888973,21.31257159082106,21.463498725665623,22.188000708876256,21.468285512986803,21.15240470804662,0.018608698842653527,0.04867114894776806,0.016627310267468456,True,21.43050665687059,14.269160939841555,14.542352612875113,7.161345717029036,6.888154043995478
12.065_664.626_unknown,12.065,664.62573,-,21.107771782582244,unknown,unknown,13,13.294650597495274,13.41625447948312,16.62044955485443,18.880131980712797,13.714803395711451,13.510833983423062,13.43396333237795,17.946074568923635,17.611411625282162,18.052630944773092,19.823002821407975,17.789004727505844,19.66674796235613,20.058578203695188,17.873078346285517,20.104272252199845,18.123330642334174,19.903847465369683,19.106885439998376,17.389345888316505,20.718076888488824,18.179981488684337,17.687036275005113,19.505474841468256,18.80831100931265,17.74346342283022,20.959129004966243,17.96299139927161,19.920443791425992,17.99272842537536,20.828632648883385,19.858660686205496,19.756080277526667,18.004466825373157,18.03975440046652,19.159744047725486,20.50540861775893,17.515425372131464,21.107771782582244,18.430530900890435,17.815775816531264,20.534729035979282,19.848663277228052,18.50370683349082,20.401928145436063,20.469671790970526,20.044131553423007,18.17668414551742,20.31911576911914,18.07471679459818,18.3005128800043,18.765226598333328,18.884444824368597,20.108937275367687,18.655916387324016,20.92572973145303,17.488718891887448,18.055981063565586,20.363815269952457,20.72643383699444,18.697058423416944,19.4521861473872,17.60649372421222,20.08445256989664,20.398425993294218,19.8647164587852,19.714816149913307,0.053028081856399595,0.06439277204357786,0.05946898498299313,False,19.140255206387852,13.355452538489196,13.41625447948312,5.784802667898656,5.724000726904732
12.067_801.685_SM d41:1,12.067,801.685,+,26.65927484976756,SM d41:1,SM,61,14.520432413926354,13.748901200393425,24.487580338608296,26.581648474121394,14.235460920388451,13.84209943920841,13.781638657463246,25.576247961432603,25.543282642130325,25.892025411888927,25.97813388525873,25.92334010629738,26.391327840105966,26.37139418057957,26.352495644479045,26.6379458656738,26.372429530254458,26.612746856714725,25.90695796982615,26.146041484238093,26.45229991362555,26.523525885724673,26.087904950754016,26.376197967634244,25.521856354938983,26.205737364080363,26.39904596872626,25.557429690226165,26.106673465931685,26.261503822572816,26.286774152278152,26.282248235552895,25.914862228999034,26.212213484191043,25.953602582999004,25.73023928757987,26.312593341424183,25.846735673086023,26.163100292880934,25.957040087275942,26.231634534308306,26.47034002831113,26.24007322600065,26.10179934597042,25.823267982753897,26.04589948307239,26.65927484976756,26.167098647066787,26.01261672963986,25.983831122427052,25.70649685344483,26.280404521214003,25.81316321120845,26.08156791663706,26.119250949668295,26.36279759635011,25.56524366436273,25.962061704159915,26.217605460343428,26.03940891217999,26.507531134165244,26.1252877625935,25.843269086839737,26.10729078629709,26.134550495951583,26.031273558548417,25.914052759251415,0.01982368267287484,0.04143852920709586,0.010728395306483134,True,26.106717440864923,14.134666807159888,14.520432413926354,11.972050633705035,11.586285026938569
