TraceFinder Compound Database Export,,,,,,,,,Schema Version 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,PEAK 1,,,,,,,,,,PEAK 1 CONFIRMINGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CompoundName,ExperimentType,Compound Type,ChemicalFormula,Category,CAS,Ionization,ResponseThreshold,Internal Standard,Internal Standard Concentration,PrecursorMass,ExtractedMass,Adduct,Polarity,ChargeState,RT,Window,CollisionEnergy,Lens,EnergyRamp,Confirm Precursor,Confirm Extracted,Confirm Energy,Target Ratio,Window Type,Ratio Window,Ion Coelution,Confirm Precursor,Confirm Extracted,Confirm Energy,Target Ratio,Window Type,Ratio Window,Ion Coelution,Confirm Precursor,Confirm Extracted,Confirm Energy,Target Ratio,Window Type,Ratio Window,Ion Coelution,Confirm Precursor,Confirm Extracted,Confirm Energy,Target Ratio,Window Type,Ratio Window,Ion Coelution,Confirm Precursor,Confirm Extracted,Confirm Energy,Target Ratio,Window Type,Ratio Window,Ion Coelution,Confirm Precursor,Confirm Extracted,Confirm Energy,Target Ratio,Window Type,Ratio Window,Ion Coelution,Confirm Precursor,Confirm Extracted,Confirm Energy,Target Ratio,Window Type,Ratio Window,Ion Coelution,Fragment,Fragment,Fragment,Fragment,Fragment,Fragment,Fragment
Coenzyme A,XIC,eTargetCompound,C21H36N7O16P3S,,,ESI,5000,,0,,766.107055664063,,-,1,7.9451787,60,30,,,766.107055664063,408.01016577,30,100,eAbsolute,10,0.1,766.107055664063,78.9579569,30,73.4012155488118,eAbsolute,10,0.1,766.107055664063,419.04375033,30,68.3814439714598,eAbsolute,10,0.1,766.107055664063,218.20877032,30,65.9468796685114,eAbsolute,10,0.1,766.107055664063,158.92428723,30,60.2143828470511,eAbsolute,10,0.1,766.107055664063,766.10683445,30,59.7063767689069,eAbsolute,10,0.1,766.107055664063,426.02111052,30,49.6815607480263,eAbsolute,10,0.1,408.01016577,78.9579569,419.04375033,218.20877032,158.92428723,766.10683445,426.02111052
Coenzyme A,XIC,eTargetCompound,C21H36N7O16P3S,,,ESI,5000,,0,,766.107055664063,,-,1,7.9451787,60,30,,,766.107055664063,408.010162353516,30,100,eAbsolute,10,0.1,766.107055664063,78.9579696655273,30,73.4012155488118,eAbsolute,10,0.1,766.107055664063,419.043823242188,30,68.3814439714598,eAbsolute,10,0.1,766.107055664063,218.206024169922,30,65.9468796685114,eAbsolute,10,0.1,766.107055664063,158.924392700195,30,60.2143828470511,eAbsolute,10,0.1,766.107055664063,766.107360839844,30,59.7063767689069,eAbsolute,10,0.1,766.107055664063,426.021118164063,30,49.6815607480263,eAbsolute,10,0.1,408.010162353516,78.9579696655273,419.043823242188,218.206024169922,158.924392700195,766.107360839844,426.021118164063
Coenzyme A,XIC,eTargetCompound,C21H36N7O16P3S,,,ESI,5000,,0,,766.107055664063,,-,1,7.9451787,60,30,,,766.107055664063,408.010162353516,30,100,eAbsolute,10,0.1,766.107055664063,78.9579696655273,30,73.4012155488118,eAbsolute,10,0.1,766.107055664063,419.043823242188,30,68.3814439714598,eAbsolute,10,0.1,766.107055664063,218.206024169922,30,65.9468796685114,eAbsolute,10,0.1,766.107055664063,158.924392700195,30,60.2143828470511,eAbsolute,10,0.1,766.107055664063,766.107360839844,30,59.7063767689069,eAbsolute,10,0.1,766.107055664063,426.021118164063,30,49.6815607480263,eAbsolute,10,0.1,408.010162353516,78.9579696655273,419.043823242188,218.206024169922,158.924392700195,766.107360839844,426.021118164063
Hippuric acid,XIC,eTargetCompound,C9H9NO3,,,ESI,5000,,0,,178.050186157227,,-,1,2.5,60,30,,,178.050186157227,134.05995700395,30,100,eAbsolute,10,0.1,178.050186157227,178.05006224319,30,63.1141750191402,eAbsolute,10,0.1,178.050186157227,150.041228361334,30,3.25616084268438,eAbsolute,10,0.1,178.050186157227,136.024997580273,30,2.56720525264269,eAbsolute,10,0.1,178.050186157227,134.071547804514,30,1.83687321641854,eAbsolute,10,0.1,178.050186157227,178.016402596537,30,1.81242247580906,eAbsolute,10,0.1,178.050186157227,93.5846665688449,30,1.29465457899631,eAbsolute,10,0.1,134.05995700395,178.05006224319,150.041228361334,136.024997580273,134.071547804514,178.016402596537,93.5846665688449
Hippuric acid,XIC,eTargetCompound,C9H9NO3,,,ESI,5000,,0,,178.050186157227,,-,1,2.5,60,30,,,178.050186157227,134.06004044,30,100,eAbsolute,10,0.1,178.050186157227,178.04986964,30,66.5689362143036,eAbsolute,10,0.1,178.050186157227,150.040319171034,30,6.72145463082671,eAbsolute,10,0.1,178.050186157227,178.016007103801,30,3.62484564297578,eAbsolute,10,0.1,178.050186157227,136.025085565914,30,3.2159701841575,eAbsolute,10,0.1,178.050186157227,93.5840875289807,30,2.64353288287888,eAbsolute,10,0.1,178.050186157227,132.04439038,30,2.32060143010768,eAbsolute,10,0.1,134.06004044,178.04986964,150.040319171034,178.016007103801,136.025085565914,93.5840875289807,132.04439038
Xanthine,XIC,eTargetCompound, C5H4N4O2,,,ESI,5000,,0,,153.040649414063,,+,1,3.2635853,60,30,,,153.040649414063,153.04070195,30,100,eAbsolute,10,0.1,153.040649414063,154.024680221484,30,32.1598479067656,eAbsolute,10,0.1,153.040649414063,110.03488832,30,19.8815313010786,eAbsolute,10,0.1,153.040649414063,153.138693893359,30,9.24167286402871,eAbsolute,10,0.1,153.040649414063,128.045268237694,30,5.50226684517777,eAbsolute,10,0.1,153.040649414063,136.01415286,30,3.24583384721589,eAbsolute,10,0.1,153.040649414063,99.5971470751163,30,1.80858868065055,eAbsolute,10,0.1,153.04070195,154.024680221484,110.03488832,153.138693893359,128.045268237694,136.01415286,99.5971470751163
Hypoxanthine,XIC,eTargetCompound,,,,ESI,5000,,0,,137.045745849609,,+,1,2.1337672,60,30,,,137.045745849609,137.045831789124,30,100,eAbsolute,10,0.1,137.045745849609,110.035096932337,30,5.69413049720633,eAbsolute,10,0.1,137.045745849609,119.035280862747,30,4.36939237367379,eAbsolute,10,0.1,137.045745849609,94.0404219567582,30,3.50696733047004,eAbsolute,10,0.1,137.045745849609,137.065585851735,30,1.01002153644138,eAbsolute,10,0.1,137.045745849609,112.050691422476,30,0.374951855726924,eAbsolute,10,0.1,137.045745849609,82.0406270875076,30,0.367671532113652,eAbsolute,10,0.1,137.045831789124,110.035096932337,119.035280862747,94.0404219567582,137.065585851735,112.050691422476,82.0406270875076
Hypoxanthine,XIC,eTargetCompound,,,,ESI,5000,,0,,135.030136108398,,-,1,2.7544016,60,30,,,135.030136108398,135.030180402174,30,100,eAbsolute,10,0.1,135.030136108398,92.0242452478118,30,99.3974165621494,eAbsolute,10,0.1,135.030136108398,65.013400574595,30,3.93794111958132,eAbsolute,10,0.1,135.030136108398,133.014940200155,30,2.22509018255309,eAbsolute,10,0.1,135.030136108398,135.047863215864,30,0.763565853226995,eAbsolute,10,0.1,135.030136108398,81.6443844103175,30,0.702287526454032,eAbsolute,10,0.1,135.030136108398,134.864029328831,30,0.636494475850499,eAbsolute,10,0.1,135.030180402174,92.0242452478118,65.013400574595,133.014940200155,135.047863215864,81.6443844103175,134.864029328831
Fumaric acid,XIC,eTargetCompound,C4H4O4,,,ESI,5000,,0,,115.002555847168,,-,1,7.5081618,60,30,,,115.002555847168,71.0127891849317,30,100,eAbsolute,10,0.1,115.002555847168,115.002585192,30,11.1814746515115,eAbsolute,10,0.1,115.002555847168,114.935027735053,30,4.73598747879325,eAbsolute,10,0.1,115.002555847168,50.2369440190681,30,0.965182597791806,eAbsolute,10,0.1,115.002555847168,61.4317081393054,30,0.964705512157772,eAbsolute,10,0.1,115.002555847168,68.6633590847453,30,0.954946795503042,eAbsolute,10,0.1,115.002555847168,76.4364072065416,30,0.913234013938322,eAbsolute,10,0.1,71.0127891849317,115.002585192,114.935027735053,50.2369440190681,61.4317081393054,68.6633590847453,76.4364072065416
L-Phenylalanine,XIC,eTargetCompound,,,,ESI,5000,,0,,166.051071166992,,+,1,4.5802453,60,30,,,166.051071166992,120.080848693848,30,100,eAbsolute,10,0.1,166.051071166992,131.049041748047,30,3.76519518233286,eAbsolute,10,0.1,166.051071166992,166.086135864258,30,3.39253976074655,eAbsolute,10,0.1,166.051071166992,103.054351806641,30,2.36790930372386,eAbsolute,10,0.1,166.051071166992,107.049362182617,30,1.85003668057371,eAbsolute,10,0.1,166.051071166992,149.05924987793,30,1.52142691397632,eAbsolute,10,0.1,166.051071166992,143.036392211914,30,0.897294743534592,eAbsolute,10,0.1,120.080848693848,131.049041748047,166.086135864258,103.054351806641,107.049362182617,149.05924987793,143.036392211914
L-Phenylalanine,XIC,eTargetCompound,,,,ESI,5000,,0,,164.070648193359,,-,1,4.7256188,60,30,,,164.070648193359,147.044097900391,30,100,eAbsolute,10,0.1,164.070648193359,164.070663452148,30,61.5832529922641,eAbsolute,10,0.1,164.070648193359,72.0080108642578,30,24.81783984776,eAbsolute,10,0.1,164.070648193359,91.0539093017578,30,2.11773344621379,eAbsolute,10,0.1,164.070648193359,103.054267883301,30,1.11122528441746,eAbsolute,10,0.1,164.070648193359,121.014526367188,30,0.838670489415631,eAbsolute,10,0.1,164.070648193359,164.835662841797,30,0.709167108038842,eAbsolute,10,0.1,147.044097900391,164.070663452148,72.0080108642578,91.0539093017578,103.054267883301,121.014526367188,164.835662841797
L-Serine,XIC,eTargetCompound,C3H7NO3,,,ESI,5000,,0,,104.0341796875,,-,1,6.7609293,60,30,,,104.0341796875,74.02365492,30,100,eAbsolute,10,0.1,104.0341796875,72.00800486,30,60.334012546783,eAbsolute,10,0.1,104.0341796875,104.03421958,30,33.0523818996023,eAbsolute,10,0.1,104.0341796875,55.5316009521484,30,4.66883016209187,eAbsolute,10,0.1,104.0341796875,76.9494316985726,30,4.2845375720933,eAbsolute,10,0.1,104.0341796875,94.8428513448996,30,4.2491839269904,eAbsolute,10,0.1,104.0341796875,64.1979037324691,30,4.23765394436913,eAbsolute,10,0.1,74.02365492,72.00800486,104.03421958,55.5316009521484,76.9494316985726,94.8428513448996,64.1979037324691
L-Serine,XIC,eTargetCompound,C3H7NO3,,,ESI,5000,,0,,106.050193786621,,+,1,6.7174545,60,30,,,106.050193786621,60.0450057983398,30,100,eAbsolute,10,0.1,106.050193786621,70.0656967163086,30,10.3835406661218,eAbsolute,10,0.1,106.050193786621,88.0395126342773,30,9.47121788043197,eAbsolute,10,0.1,106.050193786621,88.0758438110352,30,5.76279221869058,eAbsolute,10,0.1,106.050193786621,106.086547851563,30,4.17262103192112,eAbsolute,10,0.1,106.050193786621,60.091926574707,30,3.77949294257221,eAbsolute,10,0.1,106.050193786621,57.6386528015137,30,3.77141751117602,eAbsolute,10,0.1,60.0450057983398,70.0656967163086,88.0395126342773,88.0758438110352,106.086547851563,60.091926574707,57.6386528015137
L-Serine,XIC,eTargetCompound,C3H7NO3,,,ESI,5000,,0,,106.050193786621,,+,1,6.7174545,60,30,,,106.050193786621,60.04439038,30,100,eAbsolute,10,0.1,106.050193786621,70.065227257948,30,10.3835406661218,eAbsolute,10,0.1,106.050193786621,88.03930498,30,9.47121788043197,eAbsolute,10,0.1,106.050193786621,88.0756361567578,30,5.76279221869058,eAbsolute,10,0.1,106.050193786621,106.086340197285,30,4.17262103192112,eAbsolute,10,0.1,106.050193786621,60.0913118398086,30,3.77949294257221,eAbsolute,10,0.1,106.050193786621,57.6386528015137,30,3.77141751117602,eAbsolute,10,0.1,60.04439038,70.065227257948,88.03930498,88.0756361567578,106.086340197285,60.0913118398086,57.6386528015137
L-Alanine,XIC,eTargetCompound,C3H7NO2,,,ESI,5000,,0,,88.0393142700195,,-,1,5.8758324,60,30,,,88.0393142700195,88.03930498,30,100,eAbsolute,10,0.1,88.0393142700195,51.2050590515137,30,11.1594127943558,eAbsolute,10,0.1,88.0393142700195,93.0470793330273,30,10.9401200022438,eAbsolute,10,0.1,88.0393142700195,70.9891301861519,30,10.833768344147,eAbsolute,10,0.1,88.0393142700195,53.8153974302175,30,10.5494686794001,eAbsolute,10,0.1,,,,,,,,,,,,,,,88.03930498,51.2050590515137,93.0470793330273,70.9891301861519,53.8153974302175,,
L-Tyrosine,XIC,eTargetCompound,C9H11NO3,,,ESI,5000,,0,,182.081024169922,,+,1,5.1531773,60,30,,,182.081024169922,136.0756905,30,100,eAbsolute,10,0.1,182.081024169922,165.05462067,30,41.0489648112828,eAbsolute,10,0.1,182.081024169922,123.04405601,30,38.0713166902665,eAbsolute,10,0.1,182.081024169922,119.04914141,30,19.0313865447927,eAbsolute,10,0.1,182.081024169922,147.04405601,30,18.1242878674274,eAbsolute,10,0.1,182.081024169922,182.129372274648,30,7.16134133564029,eAbsolute,10,0.1,182.081024169922,182.08116976,30,4.7701275290906,eAbsolute,10,0.1,136.0756905,165.05462067,123.04405601,119.04914141,147.04405601,182.129372274648,182.08116976
L-Tyrosine,XIC,eTargetCompound,C9H11NO3,,,ESI,5000,,0,,180.065673828125,,-,1,5.8428993,60,30,,,180.065673828125,180.065643310547,30,100,eAbsolute,10,0.1,180.065673828125,163.039169311523,30,77.5036464438995,eAbsolute,10,0.1,180.065673828125,119.049003601074,30,46.4063950613963,eAbsolute,10,0.1,180.065673828125,72.0080184936523,30,20.9037211734905,eAbsolute,10,0.1,180.065673828125,93.0335235595703,30,14.554837239475,eAbsolute,10,0.1,180.065673828125,65.3845520019531,30,4.94615946373854,eAbsolute,10,0.1,180.065673828125,100.753578186035,30,4.73653381488351,eAbsolute,10,0.1,180.065643310547,163.039169311523,119.049003601074,72.0080184936523,93.0335235595703,65.3845520019531,100.753578186035
L-Glutamic acid,XIC,eTargetCompound,C5H9NO4,,,ESI,5000,,0,,148.060424804688,,+,1,7.7676163,60,30,,,148.060424804688,84.044921875,30,100,eAbsolute,10,0.1,148.060424804688,102.055465698242,30,23.2299745731109,eAbsolute,10,0.1,148.060424804688,130.049911499023,30,15.0178353955011,eAbsolute,10,0.1,148.060424804688,84.039192199707,30,5.19050463151747,eAbsolute,10,0.1,148.060424804688,148.058609008789,30,4.56094039270456,eAbsolute,10,0.1,148.060424804688,87.5487670898438,30,4.49351682405087,eAbsolute,10,0.1,148.060424804688,118.511016845703,30,4.44860682477892,eAbsolute,10,0.1,84.044921875,102.055465698242,130.049911499023,84.039192199707,148.058609008789,87.5487670898438,118.511016845703
L-Glutamic acid,XIC,eTargetCompound,C5H9NO4,,,ESI,5000,,0,,146.044799804688,,-,1,7.0726172,60,30,,,146.044799804688,102.05495504,30,100,eAbsolute,10,0.1,146.044799804688,84.0527618107067,30,61.1944433221783,eAbsolute,10,0.1,146.044799804688,102.063202478853,30,47.5647900037765,eAbsolute,10,0.1,146.044799804688,128.03421958,30,44.073533911057,eAbsolute,10,0.1,146.044799804688,146.025892300756,30,17.3322115730232,eAbsolute,10,0.1,146.044799804688,146.055923156016,30,16.2225610675577,eAbsolute,10,0.1,146.044799804688,83.04914141,30,14.386619840666,eAbsolute,10,0.1,102.05495504,84.0527618107067,102.063202478853,128.03421958,146.025892300756,146.055923156016,83.04914141
L-Arginine,XIC,eTargetCompound,,,,ESI,5000,,0,,175.11882019043,,+,1,10.739674,60,30,,,175.11882019043,175.118811050668,30,100,eAbsolute,10,0.1,175.11882019043,70.0657141705672,30,99.6097504960872,eAbsolute,10,0.1,175.11882019043,60.0562670538734,30,78.8962402724539,eAbsolute,10,0.1,175.11882019043,116.070762509567,30,69.7373641758261,eAbsolute,10,0.1,175.11882019043,130.097385232848,30,25.9164640283832,eAbsolute,10,0.1,175.11882019043,158.092200416215,30,23.5700232812441,eAbsolute,10,0.1,175.11882019043,112.087041004304,30,8.00480698156922,eAbsolute,10,0.1,175.118811050668,70.0657141705672,60.0562670538734,116.070762509567,130.097385232848,158.092200416215,112.087041004304
L-Histidine,XIC,eTargetCompound,C6H9N3O2,,,ESI,5000,,0,,154.061111450195,,-,1,8.6144254,60,30,,,154.061111450195,154.0612263626,30,100,eAbsolute,10,0.1,154.061111450195,137.03467574768,30,34.0641965388699,eAbsolute,10,0.1,154.061111450195,93.0446901096244,30,27.3990351429615,eAbsolute,10,0.1,154.061111450195,110.071258113076,30,9.28361900554254,eAbsolute,10,0.1,154.061111450195,136.05040222204,30,6.71148229467997,eAbsolute,10,0.1,154.061111450195,78.9579393452972,30,5.35181476895986,eAbsolute,10,0.1,154.061111450195,108.055547698981,30,4.78225435582334,eAbsolute,10,0.1,154.0612263626,137.03467574768,93.0446901096244,110.071258113076,136.05040222204,78.9579393452972,108.055547698981
L-Histidine,XIC,eTargetCompound,C6H9N3O2,,,ESI,5000,,0,,156.076736450195,,+,1,7.7940059,60,30,,,156.076736450195,110.071548719448,30,100,eAbsolute,10,0.1,156.076736450195,156.076780201106,30,19.7342259781314,eAbsolute,10,0.1,156.076736450195,95.0607849684,30,6.32905647136706,eAbsolute,10,0.1,156.076736450195,83.0608214558331,30,2.77276983037948,eAbsolute,10,0.1,156.076736450195,93.0451113362186,30,1.51481827250943,eAbsolute,10,0.1,156.076736450195,82.0529902887656,30,0.766122681282091,eAbsolute,10,0.1,156.076736450195,111.055510914307,30,0.419585510528086,eAbsolute,10,0.1,110.071548719448,156.076780201106,95.0607849684,83.0608214558331,93.0451113362186,82.0529902887656,111.055510914307
L-Methionine,XIC,eTargetCompound,,,,ESI,5000,,0,,150.058212280273,,+,1,5.3143629,60,30,,,150.058212280273,104.053153260914,30,100,eAbsolute,10,0.1,150.058212280273,56.0501011288744,30,87.3469789405426,eAbsolute,10,0.1,150.058212280273,133.031821315749,30,62.8631080333788,eAbsolute,10,0.1,150.058212280273,61.0112416791582,30,32.0418197155157,eAbsolute,10,0.1,150.058212280273,102.055262463403,30,25.0777457051865,eAbsolute,10,0.1,150.058212280273,150.058432703059,30,10.0822637575401,eAbsolute,10,0.1,150.058212280273,62.9823477564748,30,8.63273020968025,eAbsolute,10,0.1,104.053153260914,56.0501011288744,133.031821315749,61.0112416791582,102.055262463403,150.058432703059,62.9823477564748
L-Aspartic acid,XIC,eTargetCompound,C4H7NO4,,,ESI,5000,,0,,132.029037475586,,-,1,7.3196654,60,30,,,132.029037475586,115.00252532959,30,100,eAbsolute,10,0.1,132.029037475586,71.0127334594727,30,53.1936901534576,eAbsolute,10,0.1,132.029037475586,133.013046264648,30,22.4681087788198,eAbsolute,10,0.1,132.029037475586,72.9920272827148,30,13.3056882098545,eAbsolute,10,0.1,132.029037475586,88.0393218994141,30,11.5673827836349,eAbsolute,10,0.1,132.029037475586,89.0233383178711,30,5.67422072578329,eAbsolute,10,0.1,132.029037475586,132.029006958008,30,3.77976694075135,eAbsolute,10,0.1,115.00252532959,71.0127334594727,133.013046264648,72.9920272827148,88.0393218994141,89.0233383178711,132.029006958008
L-Cystine,XIC,eTargetCompound,C6H12N2O4S2,,,ESI,5000,,0,,241.030883789063,,+,1,8.3348521,60,30,,,241.030883789063,151.983468566944,30,100,eAbsolute,10,0.1,241.030883789063,120.011626964277,30,63.309500648042,eAbsolute,10,0.1,241.030883789063,122.027220972698,30,38.2756216629709,eAbsolute,10,0.1,241.030883789063,74.024227539863,30,34.3749620474464,eAbsolute,10,0.1,241.030883789063,241.031222481077,30,29.3860304802623,eAbsolute,10,0.1,241.030883789063,153.998588839712,30,8.91371599290489,eAbsolute,10,0.1,241.030883789063,74.0064931229502,30,8.43446561538338,eAbsolute,10,0.1,151.983468566944,120.011626964277,122.027220972698,74.024227539863,241.031222481077,153.998588839712,74.0064931229502
L-Leucine/isoleucine,XIC,eTargetCompound,C6H13NO2,,,ESI,5000,,0,,132.101974487305,,+,1,4.7660665,60,30,,,132.101974487305,86.09642596,30,100,eAbsolute,10,0.1,132.101974487305,69.06987687,30,14.2519604062837,eAbsolute,10,0.1,132.101974487305,110.896093318398,30,1.89404117516164,eAbsolute,10,0.1,132.101974487305,130.054616877969,30,1.84864175287386,eAbsolute,10,0.1,132.101974487305,80.4333760823108,30,1.7403651540737,eAbsolute,10,0.1,132.101974487305,70.8997189243971,30,1.6655858020327,eAbsolute,10,0.1,132.101974487305,82.8922873783323,30,1.53515441881896,eAbsolute,10,0.1,86.09642596,69.06987687,110.896093318398,130.054616877969,80.4333760823108,70.8997189243971,82.8922873783323
L-Lysine,XIC,eTargetCompound,C6H14N2O2,,,ESI,5000,,0,,147.11279296875,,+,1,10.960676,60,30,,,147.11279296875,84.0812294052907,30,100,eAbsolute,10,0.1,147.11279296875,130.08632898738,30,21.4955457984779,eAbsolute,10,0.1,147.11279296875,154.653546357455,30,0.898410977045235,eAbsolute,10,0.1,147.11279296875,123.964203372433,30,0.790091229182601,eAbsolute,10,0.1,147.11279296875,91.9039562848676,30,0.784595952336462,eAbsolute,10,0.1,147.11279296875,74.0236062986033,30,0.766725605353862,eAbsolute,10,0.1,147.11279296875,52.5204495772411,30,0.741163938831309,eAbsolute,10,0.1,84.0812294052907,130.08632898738,154.653546357455,123.964203372433,91.9039562848676,74.0236062986033,52.5204495772411
 L-Proline,XIC,eTargetCompound,C5H9NO2,,,ESI,5000,,0,,116.070770263672,,+,1,5.0722522,60,30,,,116.070770263672,70.0656641301691,30,100,eAbsolute,10,0.1,116.070770263672,116.070773239126,30,14.55574032767,eAbsolute,10,0.1,116.070770263672,116.080429028206,30,0.359123005094645,eAbsolute,10,0.1,116.070770263672,116.107451479174,30,0.288186122178617,eAbsolute,10,0.1,116.070770263672,72.6552255972113,30,0.286017809586284,eAbsolute,10,0.1,116.070770263672,84.3784337853762,30,0.277189539408627,eAbsolute,10,0.1,116.070770263672,72.9677615808508,30,0.269556247202377,eAbsolute,10,0.1,70.0656641301691,116.070773239126,116.080429028206,116.107451479174,72.6552255972113,84.3784337853762,72.9677615808508
L-Threonine,XIC,eTargetCompound,C4H9NO3,,,ESI,5000,,0,,120.065666198731,,+,1,6.2739828,60,30,,,120.065666198731,74.0605621337891,30,100,eAbsolute,10,0.1,120.065666198731,56.0500984191895,30,65.4681796018905,eAbsolute,10,0.1,120.065666198731,102.055198669434,30,19.1088250170828,eAbsolute,10,0.1,120.065666198731,84.0447616577148,30,6.29937688829495,eAbsolute,10,0.1,120.065666198731,120.081161499023,30,5.21954861430348,eAbsolute,10,0.1,120.065666198731,57.0341415405273,30,5.12966310954733,eAbsolute,10,0.1,120.065666198731,120.065589904785,30,3.8349734434782,eAbsolute,10,0.1,74.0605621337891,56.0500984191895,102.055198669434,84.0447616577148,120.081161499023,57.0341415405273,120.065589904785
L-Valine,XIC,eTargetCompound,C5H11NO2,,,none,5000,,0,,0,,,1,0,60,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taurine,XIC,eTargetCompound,C2H7NO3S,,,ESI,5000,,0,,126.022018432617,,+,1,5.3391132,60,30,,,126.022018432617,126.02194034,30,100,eAbsolute,10,0.1,126.022018432617,108.01137568,30,57.6005089243577,eAbsolute,10,0.1,126.022018432617,121.0159179855,30,6.00800793217078,eAbsolute,10,0.1,126.022018432617,139.026815523105,30,4.32825796392336,eAbsolute,10,0.1,126.022018432617,108.99539125,30,2.89573006710768,eAbsolute,10,0.1,126.022018432617,67.248046875,30,1.28006113702543,eAbsolute,10,0.1,,,,,,,,126.02194034,108.01137568,121.0159179855,139.026815523105,108.99539125,67.248046875,
Taurine,XIC,eTargetCompound,C2H7NO3S,,,ESI,5000,,0,,123.900924682617,,-,1,4.9447729,60,30,,,123.900924682617,124.006180229743,30,100,eAbsolute,10,0.1,123.900924682617,79.9562294492896,30,66.5303452443903,eAbsolute,10,0.1,123.900924682617,123.900837147252,30,2.9342924109465,eAbsolute,10,0.1,123.900924682617,106.979816285522,30,2.31269092136254,eAbsolute,10,0.1,123.900924682617,64.9690822992084,30,1.25497535194659,eAbsolute,10,0.1,123.900924682617,80.9639223641411,30,1.24756222137484,eAbsolute,10,0.1,123.900924682617,94.9794431566084,30,0.581211808266625,eAbsolute,10,0.1,124.006180229743,79.9562294492896,123.900837147252,106.979816285522,64.9690822992084,80.9639223641411,94.9794431566084
Pentothenic acid,XIC,eTargetCompound,C9H17NO5,,,ESI,5000,,0,,220.117858886719,,+,1,6.3303881,60,30,,,220.117858886719,178.038529091089,30,100,eAbsolute,10,0.1,220.117858886719,90.05495504,30,72.1281314267643,eAbsolute,10,0.1,220.117858886719,196.049153952267,30,67.7488624438272,eAbsolute,10,0.1,220.117858886719,220.049619971969,30,40.3207389734097,eAbsolute,10,0.1,220.117858886719,160.028577049288,30,29.0300054989435,eAbsolute,10,0.1,220.117858886719,220.11794914,30,27.301534467096,eAbsolute,10,0.1,220.117858886719,202.10738448,30,27.2543855585255,eAbsolute,10,0.1,178.038529091089,90.05495504,196.049153952267,220.049619971969,160.028577049288,220.11794914,202.10738448
Folic acid,XIC,eTargetCompound,C19H19N7O6,,,ESI,5000,,0,,442.146728515625,,+,1,9.4875088,60,30,,,442.146728515625,295.09380013,30,100,eAbsolute,10,0.1,442.146728515625,176.05668638,30,12.1251610585879,eAbsolute,10,0.1,442.146728515625,120.04439038,30,12.0357844456656,eAbsolute,10,0.1,442.146728515625,313.10436479,30,11.6230406615302,eAbsolute,10,0.1,442.146728515625,219.08044153,30,2.74173059944947,eAbsolute,10,0.1,442.146728515625,303.541732202976,30,0.596666529206121,eAbsolute,10,0.1,442.146728515625,337.909632123984,30,0.461907054397304,eAbsolute,10,0.1,295.09380013,176.05668638,120.04439038,313.10436479,219.08044153,303.541732202976,337.909632123984
Folic acid,XIC,eTargetCompound,C19H19N7O6,,,ESI,5000,,0,,440.131652832031,,-,1,9.4776275,60,30,,,440.131652832031,440.13130774,30,100,eAbsolute,10,0.1,440.131652832031,311.09005739,30,69.0843632954595,eAbsolute,10,0.1,440.131652832031,396.14147854,30,31.1428746365915,eAbsolute,10,0.1,440.131652832031,175.04886135,30,24.6562588162949,eAbsolute,10,0.1,440.131652832031,293.07949273,30,10.8946639304689,eAbsolute,10,0.1,440.131652832031,422.12074308,30,9.81489279788551,eAbsolute,10,0.1,440.131652832031,217.450094863726,30,9.25134327359248,eAbsolute,10,0.1,440.13130774,311.09005739,396.14147854,175.04886135,293.07949273,422.12074308,217.450094863726
Inosine-5-monophosphate,XIC,eTargetCompound, C11H15N4O8P,,,ESI,5000,,0,,347.056732177734,,-,1,16.031797,60,30,,,347.056732177734,78.9579569,30,100,eAbsolute,10,0.1,347.056732177734,347.03872626,30,49.1752894672563,eAbsolute,10,0.1,347.056732177734,96.96852156,30,48.4286611167214,eAbsolute,10,0.1,347.056732177734,135.03013729,30,20.1780939091569,eAbsolute,10,0.1,347.056732177734,211.00021554,30,10.6277593265694,eAbsolute,10,0.1,347.056732177734,150.97908622,30,6.00955246882637,eAbsolute,10,0.1,347.056732177734,192.98965088,30,3.5079873408963,eAbsolute,10,0.1,78.9579569,347.03872626,96.96852156,135.03013729,211.00021554,150.97908622,192.98965088
Glutathione (reduced),XIC,eTargetCompound, C10H17N3O6S,,,ESI,5000,,0,,306.075866699219,,-,1,15.008108,60,30,,,306.075866699219,143.045059204102,30,100,eAbsolute,10,0.1,306.075866699219,128.0341796875,30,56.7320929859469,eAbsolute,10,0.1,306.075866699219,219.036575317383,30,35.9281003302028,eAbsolute,10,0.1,306.075866699219,272.087768554688,30,31.8292156269263,eAbsolute,10,0.1,306.075866699219,254.077743530273,30,24.7285554314175,eAbsolute,10,0.1,306.075866699219,306.076202392578,30,23.7719306500079,eAbsolute,10,0.1,306.075866699219,210.087921142578,30,23.2104360279661,eAbsolute,10,0.1,143.045059204102,128.0341796875,219.036575317383,272.087768554688,254.077743530273,306.076202392578,210.087921142578
